SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
95	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
96	1	0	0	0	0	3e-05	0	0.43	0.36	0.75	0.4	0.35
97	1	0	0	0	0	3.9e-06	0	0.43	0.36	0.75	0.4	0.35
98	0.98	0	0	0	0	0.022	0	0.43	0.36	0.75	0.4	0.35
99	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
100	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
101	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
102	3.3e-06	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
103	1	0	0	0	0	0.00045	0	0.43	0.36	0.75	0.4	0.35
104	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
105	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
106	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
107	0	0	0	1	0	0	3	0	0.036	0.16	0	0
108	0.99	0	0	0	0	0.012	0	0.43	0.36	0.75	0.4	0.35
109	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
110	0	0	0	1	0	0	3	0	0.036	0.16	0	0
111	1	0	0	0	0	0.0044	0	0.43	0.36	0.75	0.4	0.35
112	1	0	0	0	0	0.0033	0	0.43	0.36	0.75	0.4	0.35
113	1	0	0	0	0	4.9e-05	0	0.43	0.36	0.75	0.4	0.35
114	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
115	0.076	0	0.92	1.3e-05	0	0.00087	2	0.046	0.071	0.25	0.12	0.1
116	0.00048	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
117	0.72	0	0	0	0	0.28	0	0.43	0.36	0.75	0.4	0.35
118	0	0	0	1	0	0	3	0	0.036	0.16	0	0
119	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
120	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
121	1	0	0	0	5.8e-05	5.6e-05	0	0.43	0.36	0.75	0.4	0.35
122	1	0	0	0	9.1e-05	0.00031	0	0.43	0.36	0.75	0.4	0.35
123	0.23	0	0	0	0	0.77	5	0.43	0.44	1	0.37	0.31
124	0.87	0	0	0	0	0.13	0	0.43	0.36	0.75	0.4	0.35
125	0.78	0	0	0	0.014	0.2	0	0.43	0.36	0.75	0.4	0.35
126	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
127	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
128	1	0	0	0	3.3e-06	0	0	0.43	0.36	0.75	0.4	0.35
129	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
130	1	0	0	0	0	2.2e-06	0	0.43	0.36	0.75	0.4	0.35
131	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
132	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
133	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
134	0	0	0.0011	1	0	0	3	0	0.036	0.16	0	0
135	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
136	0.9	0	0	0	0.012	0.091	0	0.43	0.36	0.75	0.4	0.35
137	0.82	0	0	0	0.0012	0.18	0	0.43	0.36	0.75	0.4	0.35
138	1	0	0	0	0	7e-06	0	0.43	0.36	0.75	0.4	0.35
139	1	0	0	0	9e-06	0.0023	0	0.43	0.36	0.75	0.4	0.35
140	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
141	1	0	0.00019	0	0	0	0	0.43	0.36	0.75	0.4	0.35
142	0.22	0	0	0	0.12	0.66	5	0.43	0.44	1	0.37	0.31
143	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
144	0.1	0	0	0	0.21	0.69	5	0.43	0.44	1	0.37	0.31
145	0.93	0	0	0	0.0045	0.068	0	0.43	0.36	0.75	0.4	0.35
146	0.8	0	0	0	9.5e-06	0.2	0	0.43	0.36	0.75	0.4	0.35
147	0	0	0	1	0	0	3	0	0.036	0.16	0	0
148	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
149	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
150	4.7e-05	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
151	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
152	0.99	0	0	0	4.3e-06	0.0064	0	0.43	0.36	0.75	0.4	0.35
153	4.3e-06	0	0	0	0.026	0.97	5	0.43	0.44	1	0.37	0.31
154	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
155	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
156	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
157	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
158	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
159	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
160	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
161	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
162	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
163	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
164	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
165	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
166	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
167	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
168	0.00034	0	0	0	0.6	0.4	4	0.41	0.52	1	0.57	0.61
169	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
170	0	0	0	1	0	0	3	0	0.036	0.16	0	0
171	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
172	0.001	0	0	0	0.2	0.8	5	0.43	0.44	1	0.37	0.31
173	0.47	0	0	0	0.066	0.46	0	0.43	0.36	0.75	0.4	0.35
174	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
175	0	0	0	1	0	0	3	0	0.036	0.16	0	0
176	1	0	0	0	0	7.1e-05	0	0.43	0.36	0.75	0.4	0.35
177	1	0	0	0	1.5e-05	0.00011	0	0.43	0.36	0.75	0.4	0.35
178	1	0	0	0	2.9e-05	0.0026	0	0.43	0.36	0.75	0.4	0.35
179	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
180	0	0	0	1	0	0	3	0	0.036	0.16	0	0
181	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
182	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
183	0.96	0	0	0	0.00027	0.036	0	0.43	0.36	0.75	0.4	0.35
184	1	0	0	0	0	4.9e-05	0	0.43	0.36	0.75	0.4	0.35
185	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
186	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
187	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
188	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
189	0	0	0	1	0	0	3	0	0.036	0.16	0	0
190	0.76	0	0	0	0	0.24	0	0.43	0.36	0.75	0.4	0.35
191	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
192	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
193	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
194	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
195	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
196	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
197	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
198	0.98	0	0	0	0.0014	0.024	0	0.43	0.36	0.75	0.4	0.35
199	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
200	0.0024	0	0	0	1	4.8e-06	4	0.41	0.52	1	0.57	0.61
201	1	0	0	0	0.002	0.0024	0	0.43	0.36	0.75	0.4	0.35
202	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
203	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
204	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
205	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
206	0	0	0	1	0	0	3	0	0.036	0.16	0	0
207	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
208	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
209	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
210	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
211	0	0	0	1	0	0	3	0	0.036	0.16	0	0
212	0.57	0	0	0	0.0056	0.43	0	0.43	0.36	0.75	0.4	0.35
213	0.99	0	0	0	2.2e-05	0.0069	0	0.43	0.36	0.75	0.4	0.35
214	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
215	0.00024	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
216	0	0	0	1	0	0	3	0	0.036	0.16	0	0
217	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
218	1	0	0	0	0	3.1e-05	0	0.43	0.36	0.75	0.4	0.35
219	0	0	0	1	0	0	3	0	0.036	0.16	0	0
220	2.7e-05	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
221	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
222	0	0	1	0	1.9e-06	0	2	0.046	0.071	0.25	0.12	0.1
223	0.27	0	0	0	0.00034	0.73	5	0.43	0.44	1	0.37	0.31
224	0.96	0	0	0	4.8e-05	0.037	0	0.43	0.36	0.75	0.4	0.35
225	1	0	0	0	0	0.00048	0	0.43	0.36	0.75	0.4	0.35
226	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
227	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
228	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
229	1	0	0	0	9.8e-06	0.00043	0	0.43	0.36	0.75	0.4	0.35
230	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
231	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
232	3.2e-06	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
233	0.93	0	0	0	0.069	0.0019	0	0.43	0.36	0.75	0.4	0.35
234	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
235	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
236	0	0	1	0	2e-05	0	2	0.046	0.071	0.25	0.12	0.1
237	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
238	1	0	0	0	0	0.00095	0	0.43	0.36	0.75	0.4	0.35
239	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
240	0	0	0	1	0	0	3	0	0.036	0.16	0	0
241	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
242	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
243	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
244	1	0	0	0	0	0.0036	0	0.43	0.36	0.75	0.4	0.35
245	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
246	1	0	0	0	0	3.4e-06	0	0.43	0.36	0.75	0.4	0.35
247	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
248	1	0	0	0	0	5.1e-06	0	0.43	0.36	0.75	0.4	0.35
249	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
250	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
251	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
252	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
253	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
254	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
255	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
256	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
257	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
258	1	0	0	1.1e-05	0	0	0	0.43	0.36	0.75	0.4	0.35
259	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
260	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
261	0.98	0	0	0	0	0.016	0	0.43	0.36	0.75	0.4	0.35
262	0.8	0	0	0	0.00025	0.2	0	0.43	0.36	0.75	0.4	0.35
263	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
264	1	0	0	0	0	1.7e-05	0	0.43	0.36	0.75	0.4	0.35
265	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
266	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
267	0.99	0	0	0	0.0015	0.011	0	0.43	0.36	0.75	0.4	0.35
268	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
269	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
270	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
271	0.0038	1	0	7e-05	0	0	1	0.41	0.071	0.062	0	0
272	0.69	0	0	0	0	0.31	0	0.43	0.36	0.75	0.4	0.35
273	0	0	4.3e-06	0	1	0	4	0.41	0.52	1	0.57	0.61
274	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
275	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
276	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
277	1	0	0	0	0	1.4e-05	0	0.43	0.36	0.75	0.4	0.35
278	0.99	0	0	0	1.7e-06	0.013	0	0.43	0.36	0.75	0.4	0.35
279	7.3e-05	0	0	1	0	0	3	0	0.036	0.16	0	0
280	1	0	0	0	0	1.4e-06	0	0.43	0.36	0.75	0.4	0.35
281	1	0	0	0	0	8.3e-05	0	0.43	0.36	0.75	0.4	0.35
282	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
283	0.93	0	0	0	4.3e-05	0.07	0	0.43	0.36	0.75	0.4	0.35
284	0.48	0	0	0	4.6e-05	0.52	5	0.43	0.44	1	0.37	0.31
285	0	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
286	1	0	0	0	0	0.00074	0	0.43	0.36	0.75	0.4	0.35
287	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
288	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
289	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
290	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
291	1	0	9.2e-05	0	0	0	0	0.43	0.36	0.75	0.4	0.35
292	1.2e-05	0	0	0	0	1	5	0.43	0.44	1	0.37	0.31
293	1	0	0	9e-06	0	0	0	0.43	0.36	0.75	0.4	0.35
294	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
295	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
296	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
297	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
298	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
299	0.58	0	0	0	0	0.42	0	0.43	0.36	0.75	0.4	0.35
300	1	0	0	0	0	2.3e-05	0	0.43	0.36	0.75	0.4	0.35
301	1	0	0	0	0	8.1e-05	0	0.43	0.36	0.75	0.4	0.35
302	0	0	0	1	0	0	3	0	0.036	0.16	0	0
303	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
304	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
305	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
306	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
307	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
308	0.98	0	0	0	0	0.02	0	0.43	0.36	0.75	0.4	0.35
309	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
310	0.0068	0	0	0	0	0.99	5	0.43	0.44	1	0.37	0.31
311	1	0	0	0	0	8.2e-06	0	0.43	0.36	0.75	0.4	0.35
312	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
313	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
314	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
315	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
316	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
317	0.99	0	0	0	0	0.007	0	0.43	0.36	0.75	0.4	0.35
318	0.95	0	0	0	0	0.05	0	0.43	0.36	0.75	0.4	0.35
319	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
320	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
321	0.9	0	0	0	0.1	3.5e-06	0	0.43	0.36	0.75	0.4	0.35
322	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
323	0	0	0	1	0	0	3	0	0.036	0.16	0	0
324	1	0	0	0	0	0.00088	0	0.43	0.36	0.75	0.4	0.35
325	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
326	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
327	1	0	0	0	0	1e-05	0	0.43	0.36	0.75	0.4	0.35
328	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
329	1	0	0	0	0	1.4e-05	0	0.43	0.36	0.75	0.4	0.35
330	0.85	0	0	0	0.14	0.0041	0	0.43	0.36	0.75	0.4	0.35
331	0.97	0	0	0	0.00041	0.028	0	0.43	0.36	0.75	0.4	0.35
332	1	0	0	0	0	1.3e-06	0	0.43	0.36	0.75	0.4	0.35
333	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
334	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
335	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
336	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
337	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
338	0.3	0	0	0	0.2	0.5	5	0.43	0.44	1	0.37	0.31
339	0.98	0	0	0	7.3e-05	0.018	0	0.43	0.36	0.75	0.4	0.35
340	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
341	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
342	0.98	0	0	0	1.7e-05	0.018	0	0.43	0.36	0.75	0.4	0.35
343	0.96	0	0	0	0	0.043	0	0.43	0.36	0.75	0.4	0.35
344	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
345	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
346	0	1	0	0	0	0	1	0.41	0.071	0.062	0	0
347	1	0	0	0	0	4.1e-05	0	0.43	0.36	0.75	0.4	0.35
348	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
349	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
350	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
351	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
352	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
353	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
354	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
355	1.1e-05	0	0	0	1	0	4	0.41	0.52	1	0.57	0.61
356	0	0.00016	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
357	0.013	0	0	0	8.7e-05	0.99	5	0.43	0.44	1	0.37	0.31
358	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
359	0	0	1	0	0	0	2	0.046	0.071	0.25	0.12	0.1
360	0	0	0	1	0	0	3	0	0.036	0.16	0	0
361	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
362	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
363	0.37	0	0	0	0.63	0	4	0.41	0.52	1	0.57	0.61
364	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
365	1	0	0	0	0.00076	4.9e-05	0	0.43	0.36	0.75	0.4	0.35
366	0	0	0	1	0	0	3	0	0.036	0.16	0	0
367	1	0	0	0	0	0	0	0.43	0.36	0.75	0.4	0.35
368	0	0	0	1	0	0	3	0	0.036	0.16	0	0
369	0.9	0	0	0	1.4e-05	0.096	0	0.43	0.36	0.75	0.4	0.35
370	0.19	0	0	0	0	0.81	5	0.43	0.44	1	0.37	0.31
371	1	0	0	0	1.5e-05	0	0	0.43	0.36	0.75	0.4	0.35
372	0.4	0	0	0	0	0.6	5	0.43	0.44	1	0.37	0.31
