SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
30	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
31	0	0	9.5e-05	0	0	0	0	0	1	4.4e-05	0	8	0.41	0.4	0.81	0.37	0.31
32	0.069	0	6e-06	0.069	0	0	0	0	0.018	0.84	0	9	0.51	0.4	0.75	0.4	0.44
33	0.037	0	0	0.037	0	0	0	0	0.00084	0.92	0	9	0.51	0.4	0.75	0.4	0.44
34	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
35	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
36	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
37	0.4	0	0	0.4	0	0	0	0	0.21	1.5e-05	0	3	0.41	0.32	0.72	0.37	0.31
38	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
39	0.00045	0	0.0066	0.00045	0	0	0	0	0.053	0.94	0	9	0.51	0.4	0.75	0.4	0.44
40	0.37	0	0.00038	0.37	0	0	0	0	0.032	0.22	0	3	0.41	0.32	0.72	0.37	0.31
41	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
42	0.5	0	0	0.5	0	0	0	0	0	3.2e-05	0	3	0.41	0.32	0.72	0.37	0.31
43	0.3	0	0.032	0.3	0	0	0	0	0.21	0.17	0	3	0.41	0.32	0.72	0.37	0.31
44	0.00048	0	0.5	0.00048	0	0	0	0	0.083	0.42	0	2	0.41	0.48	1	0.37	0.31
45	0.13	0	0.11	0.13	0	0	0	0	0.15	0.47	0	9	0.51	0.4	0.75	0.4	0.44
46	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
47	0.13	0	0	0.13	0	0	0	0	0.0007	0.75	0	9	0.51	0.4	0.75	0.4	0.44
48	0	0	1	0	0	0	0	0	8.8e-06	0.00081	0	2	0.41	0.48	1	0.37	0.31
49	0.16	0	2.4e-06	0.16	0	0	0	0	0.03	0.64	0	9	0.51	0.4	0.75	0.4	0.44
50	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
51	0	0	0	0	0	1	0	0.0015	0	0	0	5	0.14	0.036	0	0.041	0
52	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
53	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
54	0	0	5e-05	0	0	0	0	0	3.7e-06	1	0	9	0.51	0.4	0.75	0.4	0.44
55	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
56	0	0	3e-06	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
57	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
58	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
59	0.0011	0	0.00078	0.0011	0	0	0	0	0.019	0.98	0	9	0.51	0.4	0.75	0.4	0.44
60	0.47	0	0	0.47	0	0	0	0	0.051	0.0075	0	3	0.41	0.32	0.72	0.37	0.31
61	0.48	0	0	0.48	0	0	0	0	0.028	0.0049	0	3	0.41	0.32	0.72	0.37	0.31
62	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
63	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
64	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
65	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
66	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
67	0.003	0	0.41	0.003	0	0	0	0	0.2	0.38	0	2	0.41	0.48	1	0.37	0.31
68	0	0	0	0	1	0	6.5e-06	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
69	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
70	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
71	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
72	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
73	0.23	0	0.039	0.23	0	0	0	0	0.18	0.32	0	9	0.51	0.4	0.75	0.4	0.44
74	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
75	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
76	0	0	0.00026	0	0	0	0	0	0.018	0.98	0	9	0.51	0.4	0.75	0.4	0.44
77	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
78	0.001	0	0.00046	0.001	0	0	0	0	0.0039	0.99	0	9	0.51	0.4	0.75	0.4	0.44
79	0.051	0	0.017	0.051	0	0	0	0	0.12	0.76	0	9	0.51	0.4	0.75	0.4	0.44
80	0	0	0.042	0	0	0	1.2e-06	0	0.94	0.013	0	8	0.41	0.4	0.81	0.37	0.31
81	2.1e-05	0	0.00041	2.1e-05	0	0	0	0	0.0017	1	0	9	0.51	0.4	0.75	0.4	0.44
82	0	0	3.3e-06	0	0	0	0	0	1	4.8e-06	0	8	0.41	0.4	0.81	0.37	0.31
83	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
84	0	0	0.0028	0	0	0	0.00041	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
85	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
86	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
87	0.00056	0	0.00011	0.00056	0	0	0	0	0.00092	1	0	9	0.51	0.4	0.75	0.4	0.44
88	0	0	0.82	0	0	0	0	0	0.022	0.16	0	2	0.41	0.48	1	0.37	0.31
89	0	0	0.0002	0	0	0	0	0	4e-05	1	0	9	0.51	0.4	0.75	0.4	0.44
90	0	0	2.1e-05	0	0	0	0	0	4.7e-06	1	0	9	0.51	0.4	0.75	0.4	0.44
91	0.015	0	0.071	0.015	0	0	0	0	0.073	0.83	0	9	0.51	0.4	0.75	0.4	0.44
92	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
93	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
94	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
95	0.5	0	0	0.5	0	0	0	0	0.0012	0.0015	0	3	0.41	0.32	0.72	0.37	0.31
96	0.39	0	3.4e-06	0.39	0	0	0	0	0.021	0.2	0	3	0.41	0.32	0.72	0.37	0.31
97	0.46	0	0	0.46	0	0	0	0	0.081	0.0062	0	3	0.41	0.32	0.72	0.37	0.31
98	0	0	8.4e-05	0	0	0	0	0	1	1.9e-05	0	8	0.41	0.4	0.81	0.37	0.31
99	1e-05	0	0	1e-05	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
100	0.5	0	0	0.5	0	0	0	0	0.00037	0	0	3	0.41	0.32	0.72	0.37	0.31
101	0.11	0	0	0.11	0	0	0	0	0.74	0.05	0	8	0.41	0.4	0.81	0.37	0.31
102	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
103	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
104	0.46	0	0	0.46	0	0	0	0	0.012	0.073	0	3	0.41	0.32	0.72	0.37	0.31
105	0.48	0	0	0.48	0	0	0	0	0.02	0.024	0	3	0.41	0.32	0.72	0.37	0.31
106	0	0	0.11	0	0	0	0	0	0.89	0	0	8	0.41	0.4	0.81	0.37	0.31
107	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
108	0	0	1.5e-05	0	0	0	0	0	1	0.0026	0	8	0.41	0.4	0.81	0.37	0.31
109	0	0	0	0	0	0	0	0	0.97	0.025	0	8	0.41	0.4	0.81	0.37	0.31
110	0	0.011	0	0	0	0	0	0	0	0	0.99	10	0	0.071	0.22	0	0
111	0	0	8.1e-06	0	0	0	0	0	1	0.00059	0	8	0.41	0.4	0.81	0.37	0.31
112	0	0	0.00016	0	0	0	0	0	1	0.0012	0	8	0.41	0.4	0.81	0.37	0.31
113	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
114	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
115	0.45	0	0	0.45	0.097	0	0.007	0	0	0	0.00021	3	0.41	0.32	0.72	0.37	0.31
116	0	0	0.032	0	0	0	0	0	0.97	0	0	8	0.41	0.4	0.81	0.37	0.31
117	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
118	0	0.00022	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
119	0	0	0	0	0	0.0079	0	0.99	0	0	0	7	0	0	0	0.29	0.21
120	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
121	0.38	0	3.6e-05	0.38	0	0	0	0	0.051	0.19	0	3	0.41	0.32	0.72	0.37	0.31
122	0.17	0	0.00026	0.17	0	0	0	0	0.18	0.49	0	9	0.51	0.4	0.75	0.4	0.44
123	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
124	0.0083	0	0.02	0.0083	0	0	0	0	0.96	0.0039	0	8	0.41	0.4	0.81	0.37	0.31
125	0.11	0	0.18	0.11	0	0	0	0	0.52	0.083	0	8	0.41	0.4	0.81	0.37	0.31
126	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
127	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
128	0.5	0	0	0.5	0	0	0	0	0.00057	0.00023	0	3	0.41	0.32	0.72	0.37	0.31
129	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
130	0.49	0	0	0.49	0	0	0	0	0.024	0.00017	0	3	0.41	0.32	0.72	0.37	0.31
131	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
132	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
133	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
134	0	0	0	0	0.00058	0	0	0	0	0	1	10	0	0.071	0.22	0	0
135	0.45	0	0	0.45	0.093	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
136	0.34	0	0.0011	0.34	0	0	0	0	0.32	0.00076	0	3	0.41	0.32	0.72	0.37	0.31
137	0.33	0	0.0053	0.33	0	0	0	0	0.32	9.7e-05	0	3	0.41	0.32	0.72	0.37	0.31
138	0.5	0	0	0.5	0	0	0	0	0.0097	0	0	3	0.41	0.32	0.72	0.37	0.31
139	0.21	0	0.00045	0.21	0	0	0	0	0.49	0.098	0	8	0.41	0.4	0.81	0.37	0.31
140	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
141	0	0	0	0	1	0	7e-05	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
142	0.13	0	0.35	0.13	0	0	0	0	0.39	0.0043	0	8	0.41	0.4	0.81	0.37	0.31
143	0	0	0	0	0	0	1	0	0	0.00055	0	6	0.41	0.36	0.75	0.07	0.077
144	0.04	0	0.65	0.04	0	0	0	0	0.26	0.0079	0	2	0.41	0.48	1	0.37	0.31
145	0.00048	0	0.00048	0.00048	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
146	0.00088	0	0.0047	0.00088	0	0	0	0	0.21	0.78	0	9	0.51	0.4	0.75	0.4	0.44
147	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
148	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
149	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
150	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
151	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
152	0.019	0	0.078	0.019	0	0	0	0	0.88	0	0	8	0.41	0.4	0.81	0.37	0.31
153	0	0	0.99	0	0	0	0	0	0.0051	0	0	2	0.41	0.48	1	0.37	0.31
154	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
155	0	0	0	0	0	0	0.99	0	0	0.012	0	6	0.41	0.36	0.75	0.07	0.077
156	0	0	0	0	0	0	1	0	0	2.5e-05	0	6	0.41	0.36	0.75	0.07	0.077
157	0	0	0	0	0	0	1	0	0	9.2e-05	0	6	0.41	0.36	0.75	0.07	0.077
158	0	0	0	0	0	0	1	0	0	3.5e-05	0	6	0.41	0.36	0.75	0.07	0.077
159	0.5	0	0	0.5	0	0	0	0	0	2.7e-05	0	3	0.41	0.32	0.72	0.37	0.31
160	0	0	0	0	0	0	1	0	0	6.7e-06	0	6	0.41	0.36	0.75	0.07	0.077
161	0	0	0	0	0	0	0.96	0	0	0.04	0	6	0.41	0.36	0.75	0.07	0.077
162	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
163	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
164	0	0	0	0	0	0	0.92	0	0	0.079	0	6	0.41	0.36	0.75	0.07	0.077
165	0	0	0	0	0	0	0.79	0	0	0.21	0	6	0.41	0.36	0.75	0.07	0.077
166	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
167	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
168	1.2e-05	0	0.82	1.2e-05	0	0	0	0	0.18	0	0	2	0.41	0.48	1	0.37	0.31
169	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
170	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
171	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
172	0	0	0.99	0	0	0	0	0	0.01	0.00013	0	2	0.41	0.48	1	0.37	0.31
173	0.0048	0	0.12	0.0048	0	0	0	0	0.87	0.0023	0	8	0.41	0.4	0.81	0.37	0.31
174	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
175	0	1	0	0	0	0	0	0	0	0	7.8e-05	1	0	0	0.031	0	0.1
176	0.31	0	1.9e-05	0.31	0	0	0	0	0.38	0.0016	0	8	0.41	0.4	0.81	0.37	0.31
177	0.1	0	3.3e-06	0.1	0	0	0	0	0.8	0	0	8	0.41	0.4	0.81	0.37	0.31
178	0.016	0	0.0013	0.016	0	0	0	0	0.96	0.0097	0	8	0.41	0.4	0.81	0.37	0.31
179	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
180	0	0	0	0	0	0.87	0	0	0	0	0.13	5	0.14	0.036	0	0.041	0
181	0	0	0	0	0	0	0.54	0	0	0.46	0	6	0.41	0.36	0.75	0.07	0.077
182	0	0	0	0	0	0	0.13	0	0	0.87	0	9	0.51	0.4	0.75	0.4	0.44
183	0.37	0	0.0049	0.37	0	0	0	0	0.23	0.025	0	3	0.41	0.32	0.72	0.37	0.31
184	0.47	0	0	0.47	0	0	0	0	0.033	0.018	0	3	0.41	0.32	0.72	0.37	0.31
185	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
186	0	0	0	0	0	0	1	0	0	0	0	6	0.41	0.36	0.75	0.07	0.077
187	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
188	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
189	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
190	0.3	0	0.023	0.3	0	0	0.00055	0	0.37	0.0026	0	8	0.41	0.4	0.81	0.37	0.31
191	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
192	0	0	0	0	0	0	0.99	0	0	0.0074	0	6	0.41	0.36	0.75	0.07	0.077
193	0	0	0	0	0	0	0.97	0	0	0.031	0	6	0.41	0.36	0.75	0.07	0.077
194	0.5	0	0	0.5	0	0	0	0	0.00017	0.0018	0	3	0.41	0.32	0.72	0.37	0.31
195	0	0	0	0	0	0	0.96	0	0	0.042	0	6	0.41	0.36	0.75	0.07	0.077
196	0	0	0	0	0	0	0.9	0	0	0.1	0	6	0.41	0.36	0.75	0.07	0.077
197	0	0	0	0	0	0	0.77	0	0	0.23	0	6	0.41	0.36	0.75	0.07	0.077
198	0.36	0	0.016	0.36	0	0	0	0	0.23	0.029	0	3	0.41	0.32	0.72	0.37	0.31
199	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
200	0.15	0	8.2e-05	0.15	0	0	0	0	0.49	0.21	0	8	0.41	0.4	0.81	0.37	0.31
201	0.29	0	0.002	0.29	0	0	0	0	0.17	0.24	0	3	0.41	0.32	0.72	0.37	0.31
202	0.5	0	0	0.5	0	0	0	0	3.5e-06	0	0	3	0.41	0.32	0.72	0.37	0.31
203	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
204	0.5	0	0	0.5	0	0	0	0	0.0021	3e-05	0	3	0.41	0.32	0.72	0.37	0.31
205	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
206	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
207	0	0	0.055	0	0.38	0	0	0	0.56	0	0	8	0.41	0.4	0.81	0.37	0.31
208	0	0	0.94	0	0	0	0	0	0.056	0	0	2	0.41	0.48	1	0.37	0.31
209	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
210	0	0	0.01	0	0	0	0	0	0.99	0	0	8	0.41	0.4	0.81	0.37	0.31
211	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.031	0	0.1
212	0.061	0	0.26	0.061	0	0	0	0	0.36	0.26	0	8	0.41	0.4	0.81	0.37	0.31
213	0.014	0	0.0052	0.014	0	0	0	0	0.89	0.073	0	8	0.41	0.4	0.81	0.37	0.31
214	0.5	0	0	0.5	0	0	0	0	0.00031	0	0	3	0.41	0.32	0.72	0.37	0.31
215	0	0	0.014	0	0	0	0	0	0.99	0	0	8	0.41	0.4	0.81	0.37	0.31
216	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
217	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
218	0.36	0	1.8e-05	0.36	0	0	0	0	0.26	0.031	0	3	0.41	0.32	0.72	0.37	0.31
219	0	0	0	0	0	0	0	0	0	0	1	10	0	0.071	0.22	0	0
220	0	0	0.00016	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
221	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
222	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
223	0.047	0	0.45	0.047	0	0	0	0	0.44	0.018	0	2	0.41	0.48	1	0.37	0.31
224	0.23	0	0.017	0.23	0	0	0	0	0.37	0.15	0	8	0.41	0.4	0.81	0.37	0.31
225	0.41	0	5.5e-05	0.41	0	0	0	0	0.18	0.0049	0	3	0.41	0.32	0.72	0.37	0.31
226	0.011	0	0	0.011	0	0	0	0	0.98	2e-05	0	8	0.41	0.4	0.81	0.37	0.31
227	0.5	0	0	0.5	0	0	0	0	6.9e-05	3.2e-05	0	3	0.41	0.32	0.72	0.37	0.31
228	0.00064	0	0	0.00064	0	0	0	0	0.00023	1	0	9	0.51	0.4	0.75	0.4	0.44
229	0.21	0	0.00027	0.21	0	0	0	0	0.14	0.43	0	9	0.51	0.4	0.75	0.4	0.44
230	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
231	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
232	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
233	0.0063	0	4e-05	0.0063	0	0	0	0	0.0033	0.98	0	9	0.51	0.4	0.75	0.4	0.44
234	0.49	0	0	0.49	0	0	0	0	0.0012	0.012	0	3	0.41	0.32	0.72	0.37	0.31
235	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
236	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
237	0.5	0	0	0.5	0	0	0	0	0.00018	0	0	3	0.41	0.32	0.72	0.37	0.31
238	0.46	0	0.00011	0.46	0	0	0	0	0.061	0.028	0	3	0.41	0.32	0.72	0.37	0.31
239	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
240	0	0	0	0	0	0	0	0	1	0	0.00019	8	0.41	0.4	0.81	0.37	0.31
241	0.5	0	0	0.5	0	0	0	0	9.2e-06	0	0	3	0.41	0.32	0.72	0.37	0.31
242	0.5	0	0	0.5	0	0	0	0	3.8e-05	0	0	3	0.41	0.32	0.72	0.37	0.31
243	0.5	0	0	0.5	0	0	0	0	0.00084	0	0	3	0.41	0.32	0.72	0.37	0.31
244	0.13	0	0.00031	0.13	0	0	0	0	0.74	0.0048	0	8	0.41	0.4	0.81	0.37	0.31
245	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
246	0.5	0	0	0.5	0	0	0	0	0.0062	0.0037	0	3	0.41	0.32	0.72	0.37	0.31
247	0.5	0	0	0.5	0	0	0	0	5.8e-05	4.6e-05	0	3	0.41	0.32	0.72	0.37	0.31
248	0.33	0	3.3e-06	0.33	0	0	0	0	0.076	0.26	0	3	0.41	0.32	0.72	0.37	0.31
249	0	0	1	0	0	0	0	0	0.0036	0	0	2	0.41	0.48	1	0.37	0.31
250	0.5	0	0	0.5	0	0	0	0	0.0004	0.0002	0	3	0.41	0.32	0.72	0.37	0.31
251	0	0	0	0	0	0	0.0017	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
252	0	0	0	0	1	0	0	0	0	0	0	4	0.091	0.11	0.28	0.041	0.034
253	1.5e-05	0	0	1.5e-05	0	0.99	0.0079	0	0	0	0	5	0.14	0.036	0	0.041	0
254	0	0	1	0	0	0	0	0	0	0	0	2	0.41	0.48	1	0.37	0.31
255	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
256	0.5	0	0	0.5	0	0	0	0	0.00018	0	0	3	0.41	0.32	0.72	0.37	0.31
257	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
258	0	0	0	0	0	0	0	0	1	0	0	8	0.41	0.4	0.81	0.37	0.31
259	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
260	0.5	0	0	0.5	0	0	0	0	0.00037	0	0	3	0.41	0.32	0.72	0.37	0.31
261	0.07	0	0.0017	0.07	0	0	0	0	0.86	4.7e-05	0	8	0.41	0.4	0.81	0.37	0.31
262	0.35	0	0.097	0.35	0	0	1.2e-06	0	0.19	0.017	0	3	0.41	0.32	0.72	0.37	0.31
263	0.0012	0	0	0.0012	0	0	0	0	0.11	0.88	0	9	0.51	0.4	0.75	0.4	0.44
264	0.47	0	3.1e-06	0.47	0	0	0	0	0.069	0.00023	0	3	0.41	0.32	0.72	0.37	0.31
265	0.5	0	0	0.5	0	0	0	0	0	0	0	3	0.41	0.32	0.72	0.37	0.31
266	0.5	0	0	0.5	0	0	0	0	0.00068	1.9e-05	0	3	0.41	0.32	0.72	0.37	0.31
267	0.21	0	0.025	0.21	0	0	0	0	0.5	0.051	0	8	0.41	0.4	0.81	0.37	0.31
268	0	0	0	0	0	0	0	0	0	1	0	9	0.51	0.4	0.75	0.4	0.44
269	0	0	0	0	0	1	0	0	0	0	0	5	0.14	0.036	0	0.041	0
270	0.49	0	0	0.49	0	0	0	0	0.011	0.0054	0	3	0.41	0.32	0.72	0.37	0.31
271	0	0	0	0	0	0	0	0	1	0	2.3e-05	8	0.41	0.4	0.81	0.37	0.31
272	0.0044	0	0.016	0.0044	0	0	0	0	0.97	0.0029	0	8	0.41	0.4	0.81	0.37	0.31
273	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0.29	0.21
