SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
123	0.025	0.2	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0.00022	0	0	9	0.32	0.63	0.53	0.57
124	0.74	0.0013	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0.46	1	0.64	0.84
125	0.00018	0.16	0	0	0	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
126	0	0.99	0	0	0	0	0	0	0	0.0079	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
127	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
128	0	0.24	0	0	0	4.5e-05	0	0.0052	0	0	0	0	0	0	0	0	0	0.75	0	17	0	0	0.19	0
129	0.0017	0.96	0	0	0	0	0	1.2e-05	0.024	0.0064	0	0	0	0	0	0	0.011	0	0	1	0.18	0.4	0.31	0.3
130	0.00023	0.99	0	0	0	0	0	1.6e-06	0.0043	0.0038	0	0	0	0	0	0	0.0018	0	0	1	0.18	0.4	0.31	0.3
131	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-05	0	1	0	0	0	15	0.12	0	0	0
132	0	0.82	0	0	0	0	0	0	0.03	0.15	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
135	0	4.9e-05	0	0	0	0	0	0	0.99	0.011	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.12	0	0	0
138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
140	0	0	0	0	0	0	0	0	0	0	1	0	0.00086	0	0	0	0	0	0	10	0.14	0.37	0.25	0
141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
143	0	0	0	0	0	3.5e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
145	0	8.1e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
146	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
147	0	0.17	0	0	0	0	0	0.00023	2.1e-05	0	0	0	0	0	0	0	0.71	0	0.13	16	0.18	0.4	0.31	0.52
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
149	0	0.0011	0	0	0	0	0	0	0.99	0.0073	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
151	0	0.98	0	0	0	0	0	0	0.012	0.0051	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
152	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
153	0	0.0011	0	0	0	0	0	0	1e-05	1.4e-05	0	0	0	0	0	0	1	0	4.2e-05	16	0.18	0.4	0.31	0.52
154	0	0.016	0	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	0	0.98	0	3.3e-05	16	0.18	0.4	0.31	0.52
155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
156	0	1.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00016	16	0.18	0.4	0.31	0.52
157	0	0.12	0	0	0	0	0	0	0.84	0.035	0	0	0	0	0	0	2.6e-06	0	0	8	0.25	0.57	0.36	0.3
158	0	2.7e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.25	0.57	0.36	0.3
159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
160	0	1.3e-05	0	0	0	0	1	0	0	0.0004	0	0	0	0	0	0	7.8e-06	0	0	6	0.27	0.79	0.67	0.84
161	0	0.94	0	0	0	0	0.012	0	9.1e-05	0.00043	0	0	0	0	0	0	0.045	0	0	1	0.18	0.4	0.31	0.3
162	0	2.7e-05	0	0	0	0	0.0019	0	0	1	0	0	0	0	0	0	1.1e-06	0	0	9	0.32	0.63	0.53	0.57
163	0.0064	0.43	0	0	0	0	0.097	0	6.3e-06	0.42	0	0	0	0	0	0	0.04	0	0	1	0.18	0.4	0.31	0.3
164	0.054	0.2	0	0	0	0	0.0059	0	0.29	0.43	0	0	0	0	0	0	0.022	0	0	9	0.32	0.63	0.53	0.57
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.12	0	0	0
166	0.014	0.96	0	0	0	0	9.5e-05	0	0.0026	0.0042	0	0	0	0	0	0	0.016	0	0	1	0.18	0.4	0.31	0.3
167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.091	0.35	0.25	0.34
168	0	0.99	0	0	0	0	0.0021	0	6.4e-06	0.0016	0	0	0	0	0	0	0.0063	0	0	1	0.18	0.4	0.31	0.3
169	0	0.95	0	0	0	0	0.00013	0	0.0031	0	0	0	0	0	0	0	0.051	0	0	1	0.18	0.4	0.31	0.3
170	0	0.0023	0	0	0	0	0.99	0	0	3.6e-05	0	0	0	0	0	0	0.0071	0	0	6	0.27	0.79	0.67	0.84
171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
173	0	0.99	0	2e-05	0	0	0	0.0049	0	0	0	0	0	0	0	0	1.6e-05	0	0.0027	1	0.18	0.4	0.31	0.3
174	1.8e-05	0.078	0	0	0	0	4e-05	0	0.028	0.89	0	0	0	0	0	0	4e-05	0	0	9	0.32	0.63	0.53	0.57
175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
176	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0042	0	0.00041	0	0	4	0	0.16	0.028	0.13
177	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
178	0	0	0	4.5e-06	0	0	0	0	3.2e-06	0	0.98	0	0.022	0	0	0	0	0	0	10	0.14	0.37	0.25	0
179	0	1	0	0	0	0	0	0	3.9e-05	0.00032	0	0	0	0	0	0	0.00017	0	5.5e-06	1	0.18	0.4	0.31	0.3
180	0	0.59	0	0.019	0	0	0	0.31	0	0.071	0	0	0	0	0	0	0	0	0.006	1	0.18	0.4	0.31	0.3
181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.12	0	0	0
182	0.0096	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
183	0.0037	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
184	0	0	0	0	0	0	0	0	0	0	0.19	0	0.81	0	0	0	0	0	0	12	0.25	0.4	0.36	0
185	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.18	0.4	0.31	0.52
186	0.008	5.5e-05	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
187	0	0	0	0	0	0.91	0	0	0.087	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
188	0.031	0.0025	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
189	0	0.54	0	0	0	0	0	0	0	0.46	0	0	0	0	0	0	0	0	0	1	0.18	0.4	0.31	0.3
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.12	0	0	0
191	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
192	8e-06	1	0	0	0	0	0	0	1.2e-05	7e-06	0	0	0	0	0	0	0.004	0	0	1	0.18	0.4	0.31	0.3
193	0	0	0	0	0	0.99	0	0	0.008	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
194	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
195	0.00063	0.94	0	0	0	0	0	0	6.1e-06	0.033	0	0	0	0	0	0	0.028	0	0	1	0.18	0.4	0.31	0.3
196	0.0086	0.51	0	0	0	0	0	0	0.004	0.48	0	0	0	0	0	0	0.00043	0	0	1	0.18	0.4	0.31	0.3
197	0.015	0.96	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0.00029	0	0	1	0.18	0.4	0.31	0.3
198	0	0.43	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	7	0.18	0.43	0.17	0.3
199	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
200	0.18	0.0057	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
202	0	0	1	0	0	0	0	0	0	0	1.5e-06	0	0	0	0	0	0	0	0	2	0	0.16	0	0
203	0.04	0.69	0	0	0	0	0	0	0.0002	0.27	0	0	0	0	0	0	0.0027	0	0	1	0.18	0.4	0.31	0.3
204	0	0.8	0	6.6e-05	0	0	0	0.00039	6.1e-05	0.17	0	0	0	0	0	0	0.00017	0	0.026	1	0.18	0.4	0.31	0.3
205	1.7e-05	0.31	0	0	0	0	5.4e-06	0	0.02	2e-05	0	0	0	0	0	0	0.67	0	0	16	0.18	0.4	0.31	0.52
206	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0.32	0.63	0.53	0.57
207	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5e-05	0	0.024	1	0.18	0.4	0.31	0.3
208	0	0	0	1e-06	0	0	0	1	0.0003	0	0	0	0	0	0	0	0	0	0	7	0.18	0.43	0.17	0.3
209	0	0.0056	0	0	0	0	0	0	0.99	0.00014	0	0	0	0	0	0	1.4e-05	0	0	8	0.25	0.57	0.36	0.3
210	0	0.022	0	0	0	0	0	1.2e-06	0	0	0	0	0	0	0	0	0	0	0.98	18	0.091	0.35	0.25	0.34
211	0	0	0	1	0	0	0	0	2.6e-06	0	0	0	0	0	0	0	0	0	0	3	0.18	0.25	0.19	0.17
212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0.19	0
213	0	0.15	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0.75	0	0.056	16	0.18	0.4	0.31	0.52
214	0	0.98	0	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0.0065	0	0.009	1	0.18	0.4	0.31	0.3
215	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.04	0.041	0.056	0.033
216	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.18	0.43	0.17	0.3
217	0	3.8e-05	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0.82	18	0.091	0.35	0.25	0.34
