SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
36	0.1	0.043	0.043	0	0.043	0.043	0	0.22	0.043	0.1	0	0.1	0.043	0.0054	0.22	0	7	0.18
37	0.1	0.038	0.038	0	0.038	0.038	0	0.23	0.038	0.1	0	0.1	0.038	0.0048	0.23	0	7	0.18
38	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0043	0.26	0	7	0.18
39	0.14	0.00033	0.00033	0	0.00033	0.00033	0	0.3	0.00033	0.14	0	0.14	0.00033	0.00066	0.3	0	7	0.18
40	0.13	0.0029	0.0029	0	0.0029	0.0029	0	0.29	0.0029	0.13	0	0.13	0.0029	0.002	0.29	0	7	0.18
41	0.097	0.047	0.047	0	0.047	0.047	0	0.21	0.047	0.097	0	0.097	0.047	0.0055	0.21	0	7	0.18
42	0.12	0.021	0.021	0	0.021	0.021	0	0.26	0.021	0.12	0	0.12	0.021	0.004	0.26	0	7	0.18
43	0.044	0.11	0.11	0	0.11	0.11	0	0.096	0.11	0.044	0	0.044	0.11	0.0054	0.096	0	1	0.14
44	0.13	0.013	0.013	0	0.013	0.013	0	0.27	0.013	0.13	0	0.13	0.013	0.003	0.27	0	7	0.18
45	0.11	0.031	0.031	0	0.031	0.031	0	0.24	0.031	0.11	0	0.11	0.031	0.0044	0.24	0	7	0.18
46	0.11	0.031	0.031	0	0.031	0.031	0	0.24	0.031	0.11	0	0.11	0.031	0.0055	0.24	0	7	0.18
47	0.13	0.0025	0.0025	0	0.0025	0.0025	0	0.29	0.0025	0.13	0	0.13	0.0025	0.0016	0.29	0	7	0.18
48	0.13	0.0019	0.0019	0	0.0019	0.0019	0	0.29	0.0019	0.13	0	0.13	0.0019	0.0015	0.29	0	7	0.18
49	0.13	0.011	0.011	0	0.011	0.011	0	0.28	0.011	0.13	0	0.13	0.011	0.003	0.28	0	7	0.18
50	0.14	0.0005	0.0005	0	0.0005	0.0005	0	0.29	0.0005	0.14	0	0.14	0.0005	0.0009	0.29	0	7	0.18
51	0.13	0.0078	0.0078	0	0.0078	0.0078	0	0.28	0.0078	0.13	0	0.13	0.0078	0.0034	0.28	0	7	0.18
52	0.076	0.073	0.073	0	0.073	0.073	0	0.16	0.073	0.076	0	0.076	0.073	0.0056	0.16	0	7	0.18
53	0.13	0.0082	0.0082	0	0.0082	0.0082	0	0.28	0.0082	0.13	0	0.13	0.0082	0.0028	0.28	0	7	0.18
54	0	0	0	0	0	0	5.4e-05	0	0	0	0	0	0	0	0	1	15	0
55	0.13	0.0018	0.0018	0	0.0018	0.0018	0	0.29	0.0018	0.13	0	0.13	0.0018	0.0022	0.29	0	7	0.18
56	0.1	0.038	0.038	0	0.038	0.038	0	0.23	0.038	0.1	0	0.1	0.038	0.0052	0.23	0	7	0.18
57	0.12	0.015	0.015	0	0.015	0.015	0	0.27	0.015	0.12	0	0.12	0.015	0.0034	0.27	0	7	0.18
58	0.12	0.015	0.015	0	0.015	0.015	0	0.27	0.015	0.12	0	0.12	0.015	0.0039	0.27	0	7	0.18
59	0.13	0.0018	0.0018	0	0.0018	0.0018	0	0.29	0.0018	0.13	0	0.13	0.0018	0.0014	0.29	0	7	0.18
60	0.12	0.024	0.024	0	0.024	0.024	0	0.25	0.024	0.12	0	0.12	0.024	0.0044	0.25	0	7	0.18
61	0.12	0.021	0.021	0	0.021	0.021	0	0.26	0.021	0.12	0	0.12	0.021	0.0036	0.26	0	7	0.18
62	0.019	0.14	0.14	0	0.14	0.14	0	0.042	0.14	0.019	0	0.019	0.14	0.0043	0.042	0	1	0.14
63	0.13	0.0035	0.0035	0	0.0035	0.0035	0	0.29	0.0035	0.13	0	0.13	0.0035	0.002	0.29	0	7	0.18
64	0.13	0.0032	0.0032	0	0.0032	0.0032	0	0.29	0.0032	0.13	0	0.13	0.0032	0.0021	0.29	0	7	0.18
65	0.035	0.12	0.12	0	0.12	0.12	0	0.077	0.12	0.035	0	0.035	0.12	0.0052	0.077	0	1	0.14
66	0.13	0.0059	0.0059	0	0.0059	0.0059	0	0.28	0.0059	0.13	0	0.13	0.0059	0.0024	0.28	0	7	0.18
67	0.053	0.1	0.1	0	0.1	0.1	0	0.11	0.1	0.053	0	0.053	0.1	0.0063	0.11	0	7	0.18
68	0.12	0.014	0.014	0	0.014	0.014	0	0.27	0.014	0.12	0	0.12	0.014	0.0032	0.27	0	7	0.18
69	0.084	0.063	0.063	0	0.063	0.063	1e-05	0.18	0.063	0.084	0	0.084	0.063	0.0051	0.18	0	7	0.18
70	0.13	0.0045	0.0045	0	0.0045	0.0045	0	0.29	0.0045	0.13	0	0.13	0.0045	0.0022	0.29	0	7	0.18
71	0.13	0.0075	0.0075	0	0.0075	0.0075	0	0.28	0.0075	0.13	0	0.13	0.0075	0.0026	0.28	0	7	0.18
72	0.009	0.16	0.16	0	0.16	0.16	0	0.019	0.16	0.009	0	0.009	0.16	0.0033	0.019	0	1	0.14
73	0.11	0.033	0.033	0	0.033	0.033	4.2e-06	0.24	0.033	0.11	0	0.11	0.033	0.0034	0.24	0	7	0.18
74	0.13	0.0088	0.0088	0	0.0088	0.0088	0	0.28	0.0088	0.13	0	0.13	0.0088	0.0025	0.28	0	7	0.18
75	0.087	0.059	0.059	0	0.059	0.059	0	0.19	0.059	0.087	0	0.087	0.059	0.0061	0.19	0	7	0.18
76	0.11	0.033	0.033	0	0.033	0.033	0	0.24	0.033	0.11	0	0.11	0.033	0.0055	0.24	0	7	0.18
77	0.1	0.043	0.043	0	0.043	0.043	0.002	0.22	0.043	0.1	0	0.1	0.043	0.0036	0.22	0	7	0.18
78	0.094	0.05	0.05	0	0.05	0.05	0	0.21	0.05	0.094	0	0.094	0.05	0.0054	0.21	0	7	0.18
79	0.067	0.084	0.084	0	0.084	0.084	6.1e-05	0.14	0.084	0.067	0	0.067	0.084	0.0053	0.14	0	7	0.18
80	0.093	0.052	0.052	0	0.052	0.052	0	0.2	0.052	0.093	0	0.093	0.052	0.0055	0.2	0	7	0.18
81	0.13	0.0072	0.0072	0	0.0072	0.0072	0	0.28	0.0072	0.13	0	0.13	0.0072	0.0025	0.28	0	7	0.18
82	0.092	0.053	0.053	0	0.053	0.053	0	0.2	0.053	0.092	0	0.092	0.053	0.0055	0.2	0	7	0.18
83	0.1	0.04	0.04	0	0.04	0.04	0	0.22	0.04	0.1	0	0.1	0.04	0.0056	0.22	0	7	0.18
84	0.13	0.0041	0.0041	0	0.0041	0.0041	0	0.29	0.0041	0.13	0	0.13	0.0041	0.0021	0.29	0	7	0.18
85	0.12	0.017	0.017	0	0.017	0.017	0	0.26	0.017	0.12	0	0.12	0.017	0.0035	0.26	0	7	0.18
86	0.13	0.011	0.011	0	0.011	0.011	0	0.28	0.011	0.13	0	0.13	0.011	0.0029	0.28	0	7	0.18
87	0.13	0.0084	0.0084	0	0.0084	0.0084	0	0.28	0.0084	0.13	0	0.13	0.0084	0.0028	0.28	0	7	0.18
88	0.13	0.011	0.011	0	0.011	0.011	0	0.28	0.011	0.13	0	0.13	0.011	0.003	0.28	0	7	0.18
89	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0029	0.26	0	7	0.18
90	0.1	0.04	0.04	0	0.04	0.04	0	0.22	0.04	0.1	0	0.1	0.04	0.0049	0.22	0	7	0.18
91	0.087	0.059	0.059	0	0.059	0.059	0	0.19	0.059	0.087	0	0.087	0.059	0.0053	0.19	0	7	0.18
92	0.02	0.14	0.14	0	0.14	0.14	9.1e-06	0.044	0.14	0.02	0	0.02	0.14	0.004	0.044	0	1	0.14
93	0.048	0.11	0.11	0	0.11	0.11	0	0.1	0.11	0.048	0	0.048	0.11	0.0061	0.1	0	1	0.14
94	0.13	0.007	0.007	0	0.007	0.007	0	0.28	0.007	0.13	0	0.13	0.007	0.0027	0.28	0	7	0.18
95	0.13	0.0012	0.0012	0	0.0012	0.0012	0	0.29	0.0012	0.13	0	0.13	0.0012	0.0013	0.29	0	7	0.18
96	0.12	0.024	0.024	0	0.024	0.024	0	0.25	0.024	0.12	0	0.12	0.024	0.004	0.25	0	7	0.18
97	0.13	0.0036	0.0036	0	0.0036	0.0036	0	0.29	0.0036	0.13	0	0.13	0.0036	0.0022	0.29	0	7	0.18
98	0.13	0.004	0.004	0	0.004	0.004	0	0.29	0.004	0.13	0	0.13	0.004	0.002	0.29	0	7	0.18
99	0.12	0.024	0.024	0	0.024	0.024	0	0.25	0.024	0.12	0	0.12	0.024	0.0031	0.25	0	7	0.18
100	0.12	0.016	0.016	0	0.016	0.016	0	0.27	0.016	0.12	0	0.12	0.016	0.0025	0.27	0	7	0.18
101	0.1	0.04	0.04	0	0.04	0.04	0	0.22	0.04	0.1	0	0.1	0.04	0.0052	0.22	0	7	0.18
102	0.13	0.0047	0.0047	0	0.0047	0.0047	0	0.29	0.0047	0.13	0	0.13	0.0047	0.0022	0.29	0	7	0.18
103	0.13	0.0096	0.0096	0	0.0096	0.0096	0	0.28	0.0096	0.13	0	0.13	0.0096	0.003	0.28	0	7	0.18
104	0.13	0.01	0.01	0	0.01	0.01	0	0.28	0.01	0.13	0	0.13	0.01	0.0029	0.28	0	7	0.18
105	0.12	0.016	0.016	0	0.016	0.016	0	0.27	0.016	0.12	0	0.12	0.016	0.0045	0.27	0	7	0.18
106	0.066	0.085	0.085	0	0.085	0.085	0	0.14	0.085	0.066	0	0.066	0.085	0.0072	0.14	0	7	0.18
107	0.13	0.0022	0.0022	0	0.0022	0.0022	0	0.29	0.0022	0.13	0	0.13	0.0022	0.0018	0.29	0	7	0.18
108	0.14	0.0011	0.0011	0	0.0011	0.0011	0	0.29	0.0011	0.14	0	0.14	0.0011	0.0012	0.29	0	7	0.18
109	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0034	0.26	0	7	0.18
110	0.13	0.0084	0.0084	0	0.0084	0.0084	0	0.28	0.0084	0.13	0	0.13	0.0084	0.0027	0.28	0	7	0.18
111	0.1	0.043	0.043	0	0.043	0.043	0	0.22	0.043	0.1	0	0.1	0.043	0.007	0.22	0	7	0.18
112	0.13	0.01	0.01	0	0.01	0.01	0	0.28	0.01	0.13	0	0.13	0.01	0.0027	0.28	0	7	0.18
113	0.11	0.032	0.032	0	0.032	0.032	0	0.24	0.032	0.11	0	0.11	0.032	0.0046	0.24	0	7	0.18
114	0.13	0.0034	0.0034	0	0.0034	0.0034	0	0.29	0.0034	0.13	0	0.13	0.0034	0.0017	0.29	0	7	0.18
115	0.11	0.029	0.029	0	0.029	0.029	0	0.24	0.029	0.11	0	0.11	0.029	0.0041	0.24	0	7	0.18
116	0.13	0.011	0.011	0	0.011	0.011	0	0.28	0.011	0.13	0	0.13	0.011	0.0037	0.28	0	7	0.18
117	0.12	0.013	0.013	0	0.013	0.013	0	0.27	0.013	0.12	0	0.12	0.013	0.0036	0.27	0	7	0.18
118	0.13	0.0095	0.0095	0	0.0095	0.0095	0	0.28	0.0095	0.13	0	0.13	0.0095	0.0025	0.28	0	7	0.18
119	0.13	0.0033	0.0033	0	0.0033	0.0033	0	0.29	0.0033	0.13	0	0.13	0.0033	0.0018	0.29	0	7	0.18
120	0.086	0.061	0.061	0	0.061	0.061	0	0.19	0.061	0.086	0	0.086	0.061	0.0052	0.19	0	7	0.18
121	0.11	0.037	0.037	0	0.037	0.037	0	0.23	0.037	0.11	0	0.11	0.037	0.0047	0.23	0	7	0.18
122	0.12	0.018	0.018	0	0.018	0.018	0	0.26	0.018	0.12	0	0.12	0.018	0.0034	0.26	0	7	0.18
123	0.12	0.024	0.024	0	0.024	0.024	0	0.25	0.024	0.12	0	0.12	0.024	0.0044	0.25	0	7	0.18
124	0.13	0.003	0.003	0	0.003	0.003	0	0.29	0.003	0.13	0	0.13	0.003	0.002	0.29	0	7	0.18
125	0.13	0.0018	0.0018	0	0.0018	0.0018	0	0.29	0.0018	0.13	0	0.13	0.0018	0.0014	0.29	0	7	0.18
126	0.13	0.012	0.012	0	0.012	0.012	0	0.27	0.012	0.13	0	0.13	0.012	0.0028	0.27	0	7	0.18
127	0.082	0.065	0.065	0	0.065	0.065	0	0.18	0.065	0.082	0	0.082	0.065	0.0055	0.18	0	7	0.18
128	0.1	0.042	0.042	0	0.042	0.042	0	0.22	0.042	0.1	0	0.1	0.042	0.005	0.22	0	7	0.18
129	0.054	0.1	0.1	0	0.1	0.1	0	0.12	0.1	0.054	0	0.054	0.1	0.0056	0.12	0	7	0.18
130	0.092	0.053	0.053	0	0.053	0.053	0	0.2	0.053	0.092	0	0.092	0.053	0.0061	0.2	0	7	0.18
131	0.11	0.037	0.037	0	0.037	0.037	0	0.23	0.037	0.11	0	0.11	0.037	0.0053	0.23	0	7	0.18
132	0.084	0.063	0.063	0	0.063	0.063	0	0.18	0.063	0.084	0	0.084	0.063	0.0059	0.18	0	7	0.18
133	0.086	0.06	0.06	0	0.06	0.06	0	0.19	0.06	0.086	0	0.086	0.06	0.0065	0.19	0	7	0.18
134	0.13	0.011	0.011	0	0.011	0.011	0	0.27	0.011	0.13	0	0.13	0.011	0.0032	0.27	0	7	0.18
135	0.12	0.015	0.015	0	0.015	0.015	0	0.27	0.015	0.12	0	0.12	0.015	0.0034	0.27	0	7	0.18
136	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0037	0.26	0	7	0.18
137	0.13	0.0099	0.0099	0	0.0099	0.0099	0	0.28	0.0099	0.13	0	0.13	0.0099	0.0035	0.28	0	7	0.18
138	0.13	0.0042	0.0042	0	0.0042	0.0042	0	0.29	0.0042	0.13	0	0.13	0.0042	0.002	0.29	0	7	0.18
139	0.013	0.15	0.15	0	0.15	0.15	0	0.029	0.15	0.013	0	0.013	0.15	0.0034	0.029	0	1	0.14
140	0.076	0.073	0.073	0	0.073	0.073	0	0.16	0.073	0.076	0	0.076	0.073	0.0054	0.16	0	7	0.18
141	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.02
142	0.091	0.054	0.054	0	0.054	0.054	0	0.2	0.054	0.091	0	0.091	0.054	0.0055	0.2	0	7	0.18
143	0.13	0.0043	0.0043	0	0.0043	0.0043	0	0.29	0.0043	0.13	0	0.13	0.0043	0.0022	0.29	0	7	0.18
144	0.13	0.0049	0.0049	0	0.0049	0.0049	0	0.29	0.0049	0.13	0	0.13	0.0049	0.0022	0.29	0	7	0.18
145	0.11	0.036	0.036	0	0.036	0.036	0	0.23	0.036	0.11	0	0.11	0.036	0.0045	0.23	0	7	0.18
146	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	1	15	0
147	0.021	0.14	0.14	0	0.14	0.14	0	0.045	0.14	0.021	0	0.021	0.14	0.0042	0.045	0	1	0.14
148	0.12	0.02	0.02	0	0.02	0.02	0	0.26	0.02	0.12	0	0.12	0.02	0.0053	0.26	0	7	0.18
149	0.098	0.046	0.046	0	0.046	0.046	0	0.21	0.046	0.098	0	0.098	0.046	0.0048	0.21	0	7	0.18
150	0.13	0.01	0.01	0	0.01	0.01	0	0.28	0.01	0.13	0	0.13	0.01	0.003	0.28	0	7	0.18
151	0.13	0.0085	0.0085	0	0.0085	0.0085	0	0.28	0.0085	0.13	0	0.13	0.0085	0.003	0.28	0	7	0.18
152	0.13	0.0055	0.0055	0	0.0055	0.0055	0	0.29	0.0055	0.13	0	0.13	0.0055	0.0029	0.29	0	7	0.18
153	0.07	0.079	0.079	0	0.079	0.079	0	0.15	0.079	0.07	0	0.07	0.079	0.0081	0.15	0	7	0.18
154	0.06	0.092	0.092	0	0.092	0.092	0	0.13	0.092	0.06	0	0.06	0.092	0.0071	0.13	0	7	0.18
155	0.047	0.11	0.11	0	0.11	0.11	0	0.1	0.11	0.047	0	0.047	0.11	0.006	0.1	0	1	0.14
156	0.12	0.02	0.02	0	0.02	0.02	0	0.26	0.02	0.12	0	0.12	0.02	0.0042	0.26	0	7	0.18
157	0.13	0.0037	0.0037	0	0.0037	0.0037	0	0.29	0.0037	0.13	0	0.13	0.0037	0.0022	0.29	0	7	0.18
158	0.13	0.0019	0.0019	0	0.0019	0.0019	0	0.29	0.0019	0.13	0	0.13	0.0019	0.0015	0.29	0	7	0.18
159	0.11	0.036	0.036	0	0.036	0.036	0	0.23	0.036	0.11	0	0.11	0.036	0.0056	0.23	0	7	0.18
160	0.13	0.0069	0.0069	0	0.0069	0.0069	0	0.28	0.0069	0.13	0	0.13	0.0069	0.0024	0.28	0	7	0.18
161	0.098	0.046	0.046	0	0.046	0.046	0	0.21	0.046	0.098	0	0.098	0.046	0.005	0.21	0	7	0.18
162	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	0	0.3	0	7	0.18
163	0.12	0.02	0.02	0	0.02	0.02	0	0.26	0.02	0.12	0	0.12	0.02	0.0035	0.26	0	7	0.18
164	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.02
165	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	0	0.3	0	7	0.18
166	0.13	0.0016	0.0016	0	0.0016	0.0016	0	0.29	0.0016	0.13	0	0.13	0.0016	0.0012	0.29	0	7	0.18
167	0.11	0.032	0.032	0	0.032	0.032	0	0.24	0.032	0.11	0	0.11	0.032	0.0048	0.24	0	7	0.18
168	0.13	0.002	0.002	0	0.002	0.002	0	0.29	0.002	0.13	0	0.13	0.002	0.0016	0.29	0	7	0.18
169	0.092	0.054	0.054	0	0.054	0.054	0	0.2	0.054	0.092	0	0.092	0.054	0.0053	0.2	0	7	0.18
170	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0038	0.26	0	7	0.18
171	0.076	0.072	0.072	0	0.072	0.072	0	0.17	0.072	0.076	0	0.076	0.072	0.0066	0.17	0	7	0.18
172	0.12	0.024	0.024	0	0.024	0.024	0	0.25	0.024	0.12	0	0.12	0.024	0.0041	0.25	0	7	0.18
173	0.12	0.016	0.016	0	0.016	0.016	0	0.27	0.016	0.12	0	0.12	0.016	0.0038	0.27	0	7	0.18
174	0.12	0.023	0.023	0	0.023	0.023	0	0.25	0.023	0.12	0	0.12	0.023	0.0039	0.25	0	7	0.18
175	0.11	0.032	0.032	0	0.032	0.032	0	0.24	0.032	0.11	0	0.11	0.032	0.0047	0.24	0	7	0.18
176	0.11	0.027	0.027	0	0.027	0.027	0	0.25	0.027	0.11	0	0.11	0.027	0.0057	0.25	0	7	0.18
177	0.12	0.021	0.021	0	0.021	0.021	0	0.26	0.021	0.12	0	0.12	0.021	0.0044	0.26	0	7	0.18
178	0.12	0.015	0.015	0	0.015	0.015	0	0.27	0.015	0.12	0	0.12	0.015	0.0036	0.27	0	7	0.18
179	0.12	0.023	0.023	0	0.023	0.023	0	0.25	0.023	0.12	0	0.12	0.023	0.0041	0.25	0	7	0.18
180	0.12	0.022	0.022	0	0.022	0.022	0	0.26	0.022	0.12	0	0.12	0.022	0.004	0.26	0	7	0.18
181	0.13	0.013	0.013	0	0.013	0.013	0	0.27	0.013	0.13	0	0.13	0.013	0.0037	0.27	0	7	0.18
182	0.12	0.019	0.019	0	0.019	0.019	0	0.26	0.019	0.12	0	0.12	0.019	0.0036	0.26	0	7	0.18
183	0.13	0.0012	0.0012	0	0.0012	0.0012	0	0.29	0.0012	0.13	0	0.13	0.0012	0.0013	0.29	0	7	0.18
184	0.11	0.029	0.029	0	0.029	0.029	0	0.24	0.029	0.11	0	0.11	0.029	0.0049	0.24	0	7	0.18
185	0.099	0.044	0.044	0	0.044	0.044	0	0.22	0.044	0.099	0	0.099	0.044	0.0053	0.22	0	7	0.18
186	0.09	0.056	0.056	0	0.056	0.056	0	0.2	0.056	0.09	0	0.09	0.056	0.0054	0.2	0	7	0.18
187	0.12	0.023	0.023	0	0.023	0.023	0	0.25	0.023	0.12	0	0.12	0.023	0.0036	0.25	0	7	0.18
188	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	2.4e-06	0.3	0	7	0.18
189	0.14	5e-05	5e-05	2.6e-06	5e-05	5e-05	0	0.3	5e-05	0.14	2.5e-06	0.14	5e-05	3.3e-05	0.3	0	7	0.18
190	0.12	0.023	0.023	0	0.023	0.023	0	0.25	0.023	0.12	0	0.12	0.023	0.0038	0.25	0	7	0.18
191	0.13	0.012	0.012	0	0.012	0.012	0	0.27	0.012	0.13	0	0.13	0.012	0.0035	0.27	0	7	0.18
192	0.13	0.0015	0.0015	0	0.0015	0.0015	0	0.29	0.0015	0.13	0	0.13	0.0015	0.0015	0.29	0	7	0.18
193	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	0	0.3	0	7	0.18
194	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	0	0.3	0	7	0.18
195	0.14	0.00072	0.00072	0	0.00072	0.00072	0	0.29	0.00072	0.14	0	0.14	0.00072	0.00095	0.29	0	7	0.18
196	0.14	0.00049	0.00049	0	0.00049	0.00049	0	0.29	0.00049	0.14	0	0.14	0.00049	0.00068	0.29	0	7	0.18
197	0.084	0.063	0.063	0	0.063	0.063	0	0.18	0.063	0.084	0	0.084	0.063	0.0086	0.18	0	7	0.18
198	0.12	0.014	0.014	0	0.014	0.014	0	0.27	0.014	0.12	0	0.12	0.014	0.0041	0.27	0	7	0.18
199	0.13	0.0067	0.0067	0	0.0067	0.0067	0	0.28	0.0067	0.13	0	0.13	0.0067	0.0017	0.28	0	7	0.18
200	0.13	0.0016	0.0016	0	0.0016	0.0016	0	0.29	0.0016	0.13	0	0.13	0.0016	0.0015	0.29	0	7	0.18
201	0.14	0.0006	0.0006	0	0.0006	0.0006	0	0.29	0.0006	0.14	0	0.14	0.0006	0.00038	0.29	0	7	0.18
202	0.049	0.11	0.11	0	0.11	0.11	0.00011	0.11	0.11	0.049	0	0.049	0.11	0.0051	0.11	0	7	0.18
203	0.095	0.05	0.05	0	0.05	0.05	0	0.21	0.05	0.095	0	0.095	0.05	0.0055	0.21	0	7	0.18
204	0.11	0.033	0.033	0	0.033	0.033	0	0.24	0.033	0.11	0	0.11	0.033	0.0049	0.24	0	7	0.18
205	0.11	0.035	0.035	0	0.035	0.035	0	0.23	0.035	0.11	0	0.11	0.035	0.0045	0.23	0	7	0.18
206	0.14	0	0	4e-06	0	0	0	0.3	0	0.14	4e-06	0.14	0	0	0.3	0	7	0.18
207	0.14	0	0	0	0	0	0	0.3	0	0.14	0	0.14	0	0	0.3	0	7	0.18
208	0.12	0.017	0.017	0	0.017	0.017	0	0.26	0.017	0.12	0	0.12	0.017	0.0028	0.26	0	7	0.18
209	0.12	0.016	0.016	0	0.016	0.016	0	0.27	0.016	0.12	0	0.12	0.016	0.0027	0.27	0	7	0.18
210	0.13	0.0071	0.0071	0	0.0071	0.0071	0	0.28	0.0071	0.13	0	0.13	0.0071	0.0019	0.28	0	7	0.18
