SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
55	0.26	0.46	0.0074	0.26	0	0.009	0	0.0059	0	0	6.7e-06	6.5e-06	1	0.18
56	0.2	0.37	0.018	0.2	0	0.19	0	0.014	0	0	4.9e-05	4.8e-05	1	0.18
57	0.24	0.43	0.011	0.24	0	0.078	0	0.0091	0	0	0.00099	0.00097	1	0.18
58	0.24	0.43	0.013	0.24	0	0.077	0	0.011	0	0	8.9e-05	8.8e-05	1	0.18
59	0.25	0.46	0.0047	0.25	0	0.0088	0	0.0037	0	0	0.0059	0.0057	1	0.18
60	0.22	0.4	0.015	0.22	0	0.13	0	0.012	0	0	0.00013	0.00012	1	0.18
61	0.23	0.41	0.012	0.23	2.1e-05	0.11	0	0.0098	2.1e-05	0	0.0014	0.0013	1	0.18
62	0.041	0.075	0.016	0.041	0.0014	0.81	0	0.013	0.0014	0	0	0	5	0.14
63	0.25	0.46	0.0067	0.25	0	0.018	0	0.0054	0	0	0.0013	0.0012	1	0.18
64	0.25	0.46	0.0072	0.25	0	0.016	0	0.0058	0	0	0.00028	0.00027	1	0.18
65	0.074	0.13	0.019	0.074	0.0023	0.68	0	0.015	0.0023	0	0	0	5	0.14
66	0.25	0.45	0.008	0.25	0	0.03	0	0.0064	0	0	0.0015	0.0014	1	0.18
67	0.11	0.2	0.023	0.11	1.1e-05	0.55	0	0.018	1.1e-05	0	0	0	5	0.14
68	0.24	0.43	0.011	0.24	0	0.071	0	0.0087	0	0	0.0012	0.0012	1	0.18
69	0.17	0.3	0.018	0.17	0.0044	0.33	0	0.014	0.0044	0	0.00012	0.00012	5	0.14
70	0.25	0.46	0.0075	0.25	0	0.023	0	0.006	0	0	0.001	0.00098	1	0.18
71	0.25	0.45	0.0087	0.25	0	0.038	0	0.0069	0	0	0.0017	0.0017	1	0.18
72	0.02	0.035	0.013	0.02	0.00045	0.9	0	0.01	0.00045	0	0	0	5	0.14
73	0.21	0.38	0.012	0.21	0.0012	0.17	0	0.0093	0.0012	0	0.0003	0.00029	1	0.18
74	0.24	0.44	0.0084	0.24	0	0.045	0	0.0067	0	0	0.0057	0.0056	1	0.18
75	0.17	0.31	0.021	0.17	0	0.31	0	0.017	0	0	7.9e-06	7.8e-06	1	0.18
76	0.21	0.38	0.019	0.21	0	0.17	0	0.015	0	0	1.5e-05	1.5e-05	1	0.18
77	0.19	0.35	0.012	0.19	0.013	0.22	0	0.0097	0.013	0	0.00024	0.00023	1	0.18
78	0.18	0.33	0.019	0.18	1.2e-05	0.26	0	0.015	1.2e-05	0	4.2e-05	4.1e-05	1	0.18
79	0.13	0.24	0.018	0.13	0.016	0.44	0	0.015	0.016	0	3.6e-05	3.5e-05	5	0.14
80	0.18	0.33	0.019	0.18	1.3e-05	0.27	0	0.015	1.3e-05	0	3.8e-05	3.7e-05	1	0.18
81	0.25	0.45	0.0083	0.25	0	0.037	0	0.0067	0	0	0.0024	0.0023	1	0.18
82	0.18	0.33	0.019	0.18	2e-05	0.28	0	0.015	2e-05	0	4e-05	3.9e-05	1	0.18
83	0.2	0.36	0.019	0.2	0	0.21	0	0.015	0	0	1.9e-05	1.9e-05	1	0.18
84	0.25	0.46	0.0069	0.25	0	0.021	0	0.0055	0	0	0.0019	0.0019	1	0.18
85	0.23	0.42	0.012	0.23	0	0.089	0	0.0096	0	0	0.00085	0.00084	1	0.18
86	0.24	0.44	0.0099	0.24	0	0.054	0	0.0079	0	0	0.0013	0.0012	1	0.18
87	0.25	0.45	0.0094	0.25	0	0.043	0	0.0075	0	0	0.00093	0.00092	1	0.18
88	0.24	0.44	0.01	0.24	0	0.056	0	0.008	0	0	0.0015	0.0015	1	0.18
89	0.23	0.42	0.0098	0.23	2.5e-05	0.1	0	0.0078	2.5e-05	0	0.00047	0.00046	1	0.18
90	0.2	0.36	0.017	0.2	3.1e-05	0.21	0	0.013	3.1e-05	0	0.00015	0.00015	1	0.18
91	0.17	0.31	0.019	0.17	0.0004	0.31	0	0.015	0.0004	0	6.8e-05	6.7e-05	5	0.14
92	0.037	0.066	0.013	0.037	0.079	0.68	0	0.01	0.079	0	0	0	5	0.14
93	0.099	0.18	0.022	0.099	2.3e-05	0.58	0	0.018	2.3e-05	0	0	0	5	0.14
94	0.25	0.45	0.0093	0.25	0	0.035	0	0.0074	0	0	0.00043	0.00042	1	0.18
95	0.26	0.47	0.0043	0.26	0	0.0062	0	0.0034	0	0	0.0032	0.0031	1	0.18
96	0.22	0.4	0.014	0.22	3.9e-06	0.12	0	0.011	3.9e-06	0	0.00046	0.00045	1	0.18
97	0.25	0.46	0.0075	0.25	0	0.018	0	0.006	0	0	0.00026	0.00025	1	0.18
98	0.25	0.46	0.0067	0.25	0	0.02	0	0.0053	0	0	0.0027	0.0027	1	0.18
99	0.22	0.41	0.01	0.22	0.00015	0.12	0	0.0084	0.00015	0	0.00043	0.00042	1	0.18
100	0.24	0.43	0.0084	0.24	0.00013	0.082	0	0.0067	0.00013	0	0.0014	0.0013	1	0.18
101	0.2	0.36	0.018	0.2	2.5e-06	0.21	0	0.014	2.5e-06	0	6.1e-05	6e-05	1	0.18
102	0.25	0.46	0.0074	0.25	0	0.024	0	0.0059	0	0	0.0015	0.0015	1	0.18
103	0.24	0.44	0.01	0.24	0	0.049	0	0.0082	0	0	0.00049	0.00048	1	0.18
104	0.24	0.44	0.0097	0.24	0	0.051	0	0.0077	0	0	0.0014	0.0014	1	0.18
105	0.23	0.42	0.015	0.23	0	0.08	0	0.012	0	0	1.4e-05	1.3e-05	1	0.18
106	0.13	0.24	0.025	0.13	0	0.45	0	0.02	0	0	0	0	5	0.14
107	0.26	0.46	0.006	0.26	0	0.011	0	0.0048	0	0	0.00063	0.00062	1	0.18
108	0.26	0.47	0.004	0.26	0	0.0053	0	0.0032	0	0	0.0033	0.0032	1	0.18
109	0.23	0.42	0.011	0.23	0	0.095	0	0.0092	0	0	3.6e-05	3.5e-05	1	0.18
110	0.25	0.45	0.009	0.25	0	0.043	0	0.0072	0	0	0.0018	0.0017	1	0.18
111	0.19	0.35	0.024	0.19	0	0.22	0	0.019	0	0	0	0	1	0.18
112	0.24	0.44	0.009	0.24	0	0.052	0	0.0072	0	0	0.0043	0.0042	1	0.18
113	0.21	0.38	0.016	0.21	6.8e-06	0.17	0	0.012	6.8e-06	0	0.00021	0.0002	1	0.18
114	0.25	0.45	0.0058	0.25	0	0.017	0	0.0046	0	0	0.0079	0.0077	1	0.18
115	0.22	0.39	0.014	0.22	5.9e-05	0.15	0	0.011	5.9e-05	0	0.00066	0.00065	1	0.18
116	0.24	0.44	0.013	0.24	0	0.056	0	0.01	0	0	4.8e-05	4.7e-05	1	0.18
117	0.24	0.43	0.012	0.24	0	0.069	0	0.0096	0	0	0.00024	0.00024	1	0.18
118	0.24	0.44	0.0084	0.24	1.7e-06	0.048	0	0.0067	1.7e-06	0	0.0072	0.007	1	0.18
119	0.25	0.46	0.006	0.25	0	0.017	0	0.0048	0	0	0.0043	0.0042	1	0.18
120	0.17	0.31	0.018	0.17	0.002	0.32	0	0.014	0.002	0	5.3e-05	5.2e-05	5	0.14
121	0.2	0.37	0.016	0.2	2.3e-05	0.19	0	0.013	2.3e-05	0	0.00019	0.00018	1	0.18
122	0.23	0.42	0.012	0.23	9.2e-06	0.093	0	0.0093	9.2e-06	0	0.0017	0.0016	1	0.18
123	0.22	0.4	0.015	0.22	0	0.12	0	0.012	0	0	0.00015	0.00014	1	0.18
124	0.26	0.46	0.0066	0.26	0	0.015	0	0.0053	0	0	0.00062	0.0006	1	0.18
125	0.25	0.46	0.0046	0.25	0	0.009	0	0.0037	0	0	0.0072	0.0071	1	0.18
126	0.24	0.43	0.0093	0.24	4.8e-06	0.06	0	0.0074	4.8e-06	0	0.0053	0.0052	1	0.18
127	0.16	0.3	0.019	0.16	0.00029	0.34	0	0.015	0.00029	0	3.8e-05	3.7e-05	5	0.14
128	0.2	0.36	0.017	0.2	1.8e-05	0.22	0	0.014	1.8e-05	0	0.0001	0.0001	1	0.18
129	0.11	0.2	0.02	0.11	0.0017	0.54	0	0.016	0.0017	0	4.7e-06	4.6e-06	5	0.14
130	0.18	0.33	0.021	0.18	0	0.27	0	0.017	0	0	7.7e-06	7.5e-06	1	0.18
131	0.2	0.37	0.018	0.2	0	0.19	0	0.015	0	0	3.1e-05	3e-05	1	0.18
132	0.17	0.3	0.02	0.17	1.4e-05	0.33	0	0.016	1.4e-05	0	1.5e-05	1.5e-05	5	0.14
133	0.17	0.31	0.023	0.17	0	0.32	0	0.018	0	0	2.9e-06	2.9e-06	5	0.14
134	0.24	0.44	0.011	0.24	0	0.057	0	0.0087	0	0	0.00045	0.00044	1	0.18
135	0.24	0.43	0.011	0.24	0	0.078	0	0.0091	0	0	0.00099	0.00097	1	0.18
136	0.23	0.42	0.012	0.23	0	0.095	0	0.0099	0	0	0.00034	0.00033	1	0.18
137	0.24	0.44	0.012	0.24	0	0.05	0	0.0094	0	0	3.7e-05	3.7e-05	1	0.18
138	0.25	0.46	0.0068	0.25	0	0.021	0	0.0054	0	0	0.0028	0.0027	1	0.18
139	0.025	0.045	0.011	0.025	0.072	0.74	0	0.009	0.072	0	0	0	5	0.14
140	0.15	0.27	0.019	0.15	0.002	0.39	0	0.015	0.002	0	4.1e-05	4e-05	5	0.14
141	0	0	0	0	0.5	0	0	0	0.5	0	0	0	4	0.06
142	0.18	0.32	0.019	0.18	3.2e-05	0.28	0	0.015	3.2e-05	0	4.3e-05	4.2e-05	1	0.18
143	0.25	0.46	0.0075	0.25	0	0.022	0	0.006	0	0	0.00073	0.00072	1	0.18
144	0.25	0.46	0.0073	0.25	0	0.025	0	0.0058	0	0	0.0021	0.002	1	0.18
145	0.21	0.37	0.015	0.21	0.00013	0.19	0	0.012	0.00013	0	0.00038	0.00037	1	0.18
146	0	0	0	0	0	0	0	0	0	1	0	0	9	0
147	0.044	0.079	0.016	0.044	0.0099	0.79	0	0.013	0.0099	0	0	0	5	0.14
148	0.23	0.41	0.018	0.23	0	0.1	0	0.014	0	0	3.5e-06	3.5e-06	1	0.18
149	0.19	0.35	0.017	0.19	0.00061	0.24	0	0.013	0.00061	0	0.00026	0.00025	1	0.18
150	0.24	0.44	0.01	0.24	0	0.053	0	0.0082	0	0	0.00069	0.00067	1	0.18
151	0.25	0.45	0.01	0.25	0	0.043	0	0.008	0	0	0.00018	0.00017	1	0.18
152	0.25	0.45	0.0099	0.25	0	0.028	0	0.0079	0	0	4.1e-05	4e-05	1	0.18
153	0.14	0.25	0.028	0.14	0	0.42	0	0.023	0	0	0	0	5	0.14
154	0.12	0.22	0.025	0.12	0	0.5	0	0.02	0	0	0	0	5	0.14
155	0.097	0.18	0.022	0.097	3.5e-05	0.59	0	0.018	3.5e-05	0	0	0	5	0.14
156	0.23	0.41	0.014	0.23	0	0.1	0	0.011	0	0	0.00013	0.00013	1	0.18
157	0.25	0.46	0.0073	0.25	0	0.019	0	0.0059	0	0	0.00046	0.00045	1	0.18
158	0.26	0.46	0.0051	0.26	0	0.0098	0	0.0041	0	0	0.0029	0.0029	1	0.18
159	0.2	0.37	0.019	0.2	0	0.19	0	0.015	0	0	1.5e-05	1.5e-05	1	0.18
160	0.25	0.45	0.0081	0.25	0	0.035	0	0.0064	0	0	0.003	0.0029	1	0.18
161	0.19	0.35	0.017	0.19	0.00015	0.24	0	0.014	0.00015	0	0.00015	0.00015	1	0.18
162	0.26	0.47	0	0.26	0	0	0	0	0	0	0.00099	0.00096	1	0.18
163	0.23	0.41	0.012	0.23	5.4e-05	0.1	0	0.0094	5.4e-05	0	0.0022	0.0022	1	0.18
164	0	0	0	0	0.5	0	0	0	0.5	0	0	0	4	0.06
165	0.26	0.47	0	0.26	0	0	0	0	0	0	0.0059	0.0057	1	0.18
166	0.25	0.45	0.0039	0.25	0	0.0078	0	0.0031	0	0	0.024	0.024	1	0.18
167	0.21	0.38	0.016	0.21	0	0.16	0	0.013	0	0	9.8e-05	9.6e-05	1	0.18
168	0.26	0.46	0.0053	0.26	0	0.01	0	0.0042	0	0	0.0023	0.0023	1	0.18
169	0.18	0.33	0.018	0.18	0.00013	0.28	0	0.015	0.00013	0	7.4e-05	7.2e-05	1	0.18
170	0.23	0.42	0.013	0.23	0	0.095	0	0.01	0	0	0.00034	0.00033	1	0.18
171	0.15	0.27	0.023	0.15	0	0.38	0	0.018	0	0	2.2e-06	2.2e-06	5	0.14
172	0.22	0.41	0.014	0.22	1.7e-06	0.12	0	0.011	1.7e-06	0	0.00037	0.00037	1	0.18
173	0.24	0.43	0.013	0.24	0	0.08	0	0.01	0	0	0.0002	0.0002	1	0.18
174	0.22	0.41	0.013	0.22	7.1e-06	0.12	0	0.011	7.1e-06	0	0.00065	0.00063	1	0.18
175	0.21	0.38	0.016	0.21	1.7e-06	0.17	0	0.013	1.7e-06	0	0.00012	0.00012	1	0.18
176	0.22	0.39	0.019	0.22	0	0.14	0	0.015	0	0	4.6e-06	4.5e-06	1	0.18
177	0.23	0.41	0.015	0.23	0	0.11	0	0.012	0	0	7.2e-05	7.1e-05	1	0.18
178	0.24	0.43	0.012	0.24	0	0.075	0	0.0098	0	0	0.00027	0.00026	1	0.18
179	0.23	0.41	0.014	0.23	0	0.12	0	0.011	0	0	0.00029	0.00028	1	0.18
180	0.23	0.41	0.014	0.23	0	0.11	0	0.011	0	0	0.00035	0.00034	1	0.18
181	0.24	0.43	0.013	0.24	0	0.064	0	0.01	0	0	7.9e-05	7.7e-05	1	0.18
182	0.23	0.42	0.012	0.23	3.9e-06	0.099	0	0.0098	3.9e-06	0	0.00051	0.0005	1	0.18
183	0.26	0.47	0.0043	0.26	0	0.0061	0	0.0034	0	0	0.0029	0.0028	1	0.18
184	0.22	0.39	0.017	0.22	0	0.15	0	0.013	0	0	5.2e-05	5.1e-05	1	0.18
185	0.19	0.35	0.018	0.19	3.5e-06	0.23	0	0.015	3.5e-06	0	4.7e-05	4.6e-05	1	0.18
186	0.18	0.32	0.019	0.18	7.9e-05	0.29	0	0.015	7.9e-05	0	2.6e-05	2.6e-05	1	0.18
187	0.23	0.41	0.012	0.23	8.6e-05	0.12	0	0.0098	8.6e-05	0	0.00081	0.00079	1	0.18
188	0.26	0.47	8.2e-06	0.26	0	8.8e-06	0	6.5e-06	0	0	0.0023	0.0022	1	0.18
189	0.26	0.47	0.00011	0.26	0	0.00025	5.1e-06	8.8e-05	0	0	0.0029	0.0028	1	0.18
190	0.23	0.41	0.013	0.23	2e-05	0.12	0	0.01	2e-05	0	0.00052	0.00051	1	0.18
191	0.24	0.44	0.012	0.24	0	0.062	0	0.0094	0	0	9.9e-05	9.7e-05	1	0.18
192	0.26	0.47	0.005	0.26	0	0.0077	0	0.004	0	0	0.00063	0.00061	1	0.18
193	0.26	0.47	0	0.26	0	0	0	0	0	0	0.0015	0.0015	1	0.18
194	0.26	0.47	0	0.26	0	0	0	0	0	0	0.001	0.001	1	0.18
195	0.26	0.47	0.0032	0.26	0	0.0036	0	0.0025	0	0	0.0059	0.0057	1	0.18
196	0.25	0.46	0.0022	0.25	0	0.0024	0	0.0018	0	0	0.014	0.014	1	0.18
197	0.16	0.3	0.03	0.16	0	0.33	0	0.024	0	0	0	0	5	0.14
198	0.24	0.43	0.014	0.24	0	0.071	0	0.011	0	0	1.4e-05	1.4e-05	1	0.18
199	0.25	0.45	0.0057	0.25	2.3e-06	0.034	0	0.0045	2.3e-06	0	0.0025	0.0024	1	0.18
200	0.26	0.47	0.0052	0.26	0	0.0083	0	0.0042	0	0	0.00048	0.00047	1	0.18
201	0.26	0.47	0.0013	0.26	0	0.003	0	0.001	0	0	0.0044	0.0043	1	0.18
202	0.093	0.17	0.017	0.093	0.041	0.53	0	0.014	0.041	0	4.4e-06	4.3e-06	5	0.14
203	0.19	0.33	0.019	0.19	6e-06	0.26	0	0.015	6e-06	0	1.7e-05	1.7e-05	1	0.18
204	0.21	0.38	0.017	0.21	0	0.17	0	0.013	0	0	3.4e-05	3.3e-05	1	0.18
205	0.21	0.38	0.015	0.21	5.7e-05	0.18	0	0.012	5.7e-05	0	0.00017	0.00016	1	0.18
206	0.26	0.47	0	0.26	0	0	8e-06	0	0	0	0.0057	0.0056	1	0.18
207	0.26	0.47	0	0.26	0	0	0	0	0	0	0.0054	0.0053	1	0.18
208	0.23	0.43	0.0094	0.23	8.1e-06	0.087	0	0.0075	8.1e-06	0	0.00048	0.00047	1	0.18
209	0.24	0.43	0.0091	0.24	1.5e-05	0.085	0	0.0073	1.5e-05	0	0.00066	0.00065	1	0.18
210	0.25	0.45	0.0063	0.25	0	0.036	0	0.005	0	0	0.0021	0.0021	1	0.18
211	0.25	0.45	0.0095	0.25	0	0.044	0	0.0076	0	0	0.00046	0.00045	1	0.18
212	0.25	0.44	0.0089	0.25	0	0.043	0	0.0071	0	0	0.0022	0.0022	1	0.18
213	0.15	0.26	0.019	0.15	0.0017	0.41	0	0.015	0.0017	0	3e-05	3e-05	5	0.14
214	0.24	0.44	0.0094	0.24	0	0.053	0	0.0075	0	0	0.0025	0.0025	1	0.18
215	0.24	0.43	0.01	0.24	0	0.067	0	0.0083	0	0	0.002	0.0019	1	0.18
216	0.23	0.41	0.014	0.23	0	0.11	0	0.011	0	0	0.00031	0.0003	1	0.18
217	0.24	0.43	0.012	0.24	0	0.074	0	0.0094	0	0	0.00046	0.00045	1	0.18
218	0.2	0.35	0.018	0.2	2.2e-06	0.22	0	0.015	2.2e-06	0	4.4e-05	4.3e-05	1	0.18
219	0	0	0	0	2.8e-06	0	0	0	2.8e-06	1	0	0	9	0
220	0.18	0.32	0.019	0.18	9.8e-05	0.29	0	0.015	9.8e-05	0	6.1e-05	5.9e-05	1	0.18
221	0.22	0.39	0.017	0.22	0	0.14	0	0.014	0	0	2.1e-05	2e-05	1	0.18
222	0.25	0.45	0.01	0.25	0	0.042	0	0.0083	0	0	9e-05	8.8e-05	1	0.18
223	0.16	0.28	0.018	0.16	0.0032	0.36	0	0.015	0.0032	0	6.6e-05	6.5e-05	5	0.14
224	0.049	0.089	0.02	0.049	2.7e-06	0.78	0	0.016	2.7e-06	0	0	0	5	0.14
225	0.23	0.42	0.012	0.23	0	0.087	0	0.0093	0	0	2.1e-05	2e-05	1	0.18
226	0.25	0.46	0	0.25	0	0	0	0	0	0.036	0	0	1	0.18
227	0.21	0.38	0.016	0.21	2.5e-05	0.18	0	0.012	2.5e-05	0	0.00026	0.00025	1	0.18
228	0.23	0.42	0.0091	0.23	7.8e-05	0.091	0	0.0073	7.8e-05	0	0.00097	0.00095	1	0.18
229	0.23	0.41	0.013	0.23	3.3e-06	0.11	0	0.01	3.3e-06	0	0.00075	0.00073	1	0.18
230	0.24	0.43	0.0044	0.24	0	0.012	0.00012	0.0035	0	0	0.039	0.038	1	0.18
231	0.13	0.23	0.021	0.13	0.00013	0.47	0	0.017	0.00013	0	5e-06	4.9e-06	5	0.14
232	0.16	0.29	0.022	0.16	0	0.34	0	0.018	0	0	3.8e-06	3.7e-06	5	0.14
233	0.25	0.45	0.0076	0.25	0	0.031	0	0.0061	0	0	0.0038	0.0037	1	0.18
234	0.11	0.19	0.017	0.11	0.045	0.48	0	0.014	0.045	0	1.9e-05	1.9e-05	5	0.14
235	0	0	0	0	0	0	0	0	0	1	0	0	9	0
236	0.2	0.37	0.016	0.2	0.00023	0.2	0	0.013	0.00023	0	0.00036	0.00036	1	0.18
237	0.22	0.39	0.017	0.22	0	0.14	0	0.014	0	0	2.5e-05	2.5e-05	1	0.18
238	0.25	0.46	0.0074	0.25	0	0.022	0	0.0059	0	0	0.00094	0.00092	1	0.18
239	0.21	0.38	0.015	0.21	2.2e-05	0.17	0	0.012	2.2e-05	0	0.00028	0.00028	1	0.18
240	0.21	0.39	0.0012	0.21	0	0.00052	0	0.00093	0	0	0.094	0.092	1	0.18
241	0	0	0	0	0	0	0	0	0	1	0	0	9	0
242	0.24	0.44	0.0078	0.24	8.5e-06	0.062	0	0.0062	8.5e-06	0	0.0014	0.0013	1	0.18
243	0.26	0.47	0	0.26	0	0	0	0	0	0	0.00038	0.00037	1	0.18
244	0.22	0.4	0.012	0.22	2.5e-06	0.13	0	0.0096	2.5e-06	0	7.9e-05	7.7e-05	1	0.18
245	0.26	0.47	0	0.26	0	0	0	0	0	0	0.00018	0.00017	1	0.18
246	0.18	0.33	0.016	0.18	2.1e-05	0.27	0	0.013	2.1e-05	0	1.1e-05	1.1e-05	1	0.18
247	0.2	0.36	0.013	0.2	0.0014	0.22	0	0.01	0.0014	0	0.00012	0.00012	1	0.18
248	0.21	0.38	0.013	0.21	1.6e-05	0.17	0	0.01	1.6e-05	0	6.6e-05	6.5e-05	1	0.18
249	0.13	0.23	0.017	0.13	0.0018	0.47	0	0.013	0.0018	0	3.1e-06	3.1e-06	5	0.14
250	0.17	0.31	0.015	0.17	0.0025	0.31	0	0.012	0.0025	0	3.4e-05	3.4e-05	1	0.18
251	0.25	0.46	0.0044	0.25	0	0.022	0	0.0035	0	0	0.0041	0.004	1	0.18
252	0.18	0.32	0.018	0.18	0	0.28	0	0.014	0	0	0	0	1	0.18
253	0.23	0.42	0.0095	0.23	5.8e-06	0.088	0	0.0076	5.8e-06	0	0.00042	0.00041	1	0.18
254	0.23	0.41	0.01	0.23	0.00027	0.12	0	0.0081	0.00027	0	0.00059	0.00058	1	0.18
255	0.25	0.46	0.0058	0.25	0	0.018	0	0.0047	0	0	0.00017	0.00017	1	0.18
256	0.23	0.42	0.0094	0.23	0.00026	0.1	0	0.0075	0.00026	0	0.00088	0.00086	1	0.18
257	0.2	0.36	0.019	0.2	0	0.2	0	0.015	0	0	0	0	1	0.18
