SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
59	0.0016	0	0	0.0016	0	0	0	0.31	0.0016	0.0023	0.0016	0.0016	0.0019	0.36	0.0019	0	0.31	1.2e-06	0	0	13	0.18
60	0.023	0	0	0.023	0	0	0	0.27	0.023	0.0075	0.023	0.023	0.0062	0.32	0.0062	0	0.27	0.00073	0	0	13	0.18
61	0.02	0	0	0.02	0	0	0	0.28	0.02	0.0061	0.02	0.02	0.005	0.33	0.005	0	0.28	0.0023	0	0	13	0.18
62	0.13	0	0	0.13	0	0	0	0.046	0.13	0.0074	0.13	0.13	0.0061	0.054	0.0061	0	0.046	0.17	0	0	17	0.1
63	0.0032	0	0	0.0032	0	0	0	0.31	0.0032	0.0033	0.0032	0.0032	0.0027	0.36	0.0027	0	0.31	4.1e-06	0	0	13	0.18
64	0.003	0	0	0.003	0	0	0	0.31	0.003	0.0036	0.003	0.003	0.0029	0.36	0.0029	0	0.31	1.1e-06	0	0	13	0.18
65	0.12	0	0	0.12	0	0	0	0.086	0.12	0.0089	0.12	0.12	0.0074	0.1	0.0074	0	0.086	0.12	0	0	17	0.1
66	0.0054	0	0	0.0054	0	0	0	0.3	0.0054	0.004	0.0054	0.0054	0.0033	0.35	0.0033	0	0.3	2.7e-05	0	0	13	0.18
67	0.1	0	0	0.1	0	0	0	0.14	0.1	0.012	0.1	0.1	0.0095	0.16	0.0095	0	0.14	0.022	0	0	13	0.18
68	0.013	0	0	0.013	0	0	0	0.29	0.013	0.0054	0.013	0.013	0.0044	0.34	0.0044	0	0.29	0.00045	0	0	13	0.18
69	0.06	0	0	0.06	0	8.8e-06	0	0.2	0.06	0.0088	0.06	0.06	0.0072	0.23	0.0072	0	0.2	0.04	0	0	13	0.18
70	0.0041	0	0	0.0041	0	0	0	0.31	0.0041	0.0037	0.0041	0.0041	0.003	0.36	0.003	0	0.31	8.1e-06	0	0	13	0.18
71	0.0069	0	0	0.0069	0	0	0	0.3	0.0069	0.0043	0.0069	0.0069	0.0035	0.35	0.0035	0	0.3	6.9e-05	0	0	13	0.18
72	0.14	0	0	0.14	0	0	0	0.021	0.14	0.0056	0.14	0.14	0.0046	0.024	0.0046	0	0.021	0.2	0	0	17	0.1
73	0.031	0	0	0.031	0	3.6e-06	0	0.26	0.031	0.0058	0.031	0.031	0.0047	0.3	0.0047	0	0.26	0.014	0	0	13	0.18
74	0.0081	0	0	0.0081	0	0	0	0.3	0.0081	0.0042	0.0081	0.0081	0.0034	0.35	0.0034	0	0.3	0.00028	0	0	13	0.18
75	0.057	0	0	0.057	0	0	0	0.22	0.057	0.011	0.057	0.057	0.0089	0.25	0.0089	0	0.22	0.0044	0	0	13	0.18
76	0.031	0	0	0.031	0	0	0	0.26	0.031	0.0094	0.031	0.031	0.0077	0.3	0.0077	0	0.26	0.00053	0	0	13	0.18
77	0.04	0	0	0.04	0	0.0017	0	0.24	0.04	0.0061	0.04	0.04	0.005	0.28	0.005	0	0.24	0.036	0	0	13	0.18
78	0.048	0	0	0.048	0	0	0	0.23	0.048	0.0095	0.048	0.048	0.0078	0.27	0.0078	0	0.23	0.0066	0	0	13	0.18
79	0.078	0	0	0.078	0	5.2e-05	0	0.16	0.078	0.0089	0.078	0.078	0.0073	0.18	0.0073	0	0.16	0.088	0	0	13	0.18
80	0.05	0	0	0.05	0	0	0	0.23	0.05	0.0096	0.05	0.05	0.0079	0.26	0.0079	0	0.23	0.0071	0	0	13	0.18
81	0.0066	0	0	0.0066	0	0	0	0.3	0.0066	0.0041	0.0066	0.0066	0.0034	0.35	0.0034	0	0.3	7.6e-05	0	0	13	0.18
82	0.051	0	0	0.051	0	0	0	0.22	0.051	0.0096	0.051	0.051	0.0079	0.26	0.0079	0	0.22	0.0082	0	0	13	0.18
83	0.038	0	0	0.038	0	0	0	0.25	0.038	0.0096	0.038	0.038	0.0079	0.29	0.0079	0	0.25	0.0014	0	0	13	0.18
84	0.0038	0	0	0.0038	0	0	0	0.31	0.0038	0.0034	0.0038	0.0038	0.0028	0.36	0.0028	0	0.31	1e-05	0	0	13	0.18
85	0.016	0	0	0.016	0	0	0	0.29	0.016	0.0059	0.016	0.016	0.0049	0.33	0.0049	0	0.29	0.0008	0	0	13	0.18
86	0.0098	0	0	0.0098	0	0	0	0.3	0.0098	0.0049	0.0098	0.0098	0.004	0.35	0.004	0	0.3	0.00018	0	0	13	0.18
87	0.0077	0	0	0.0077	0	0	0	0.3	0.0077	0.0046	0.0077	0.0077	0.0038	0.35	0.0038	0	0.3	6.5e-05	0	0	13	0.18
88	0.01	0	0	0.01	0	0	0	0.3	0.01	0.0049	0.01	0.01	0.0041	0.34	0.0041	0	0.3	0.00024	0	0	13	0.18
89	0.018	0	0	0.018	0	0	0	0.28	0.018	0.0049	0.018	0.018	0.004	0.33	0.004	0	0.28	0.0026	0	0	13	0.18
90	0.038	0	0	0.038	0	0	0	0.25	0.038	0.0084	0.038	0.038	0.0069	0.29	0.0069	0	0.25	0.006	0	0	13	0.18
91	0.057	0	0	0.057	0	0	0	0.21	0.057	0.0093	0.057	0.057	0.0076	0.25	0.0076	0	0.21	0.02	0	0	13	0.18
92	0.1	0	0	0.1	0	6e-06	0	0.037	0.1	0.0052	0.1	0.1	0.0043	0.043	0.0043	0	0.037	0.36	0	0	17	0.1
93	0.11	0	0	0.11	0	0	0	0.13	0.11	0.011	0.11	0.11	0.0093	0.15	0.0093	0	0.13	0.029	0	0	13	0.18
94	0.0064	0	0	0.0064	0	0	0	0.3	0.0064	0.0046	0.0064	0.0064	0.0037	0.35	0.0037	0	0.3	2e-05	0	0	13	0.18
95	0.0011	0	0	0.0011	0	0	0	0.31	0.0011	0.0021	0.0011	0.0011	0.0017	0.36	0.0017	0	0.31	0	0	0	13	0.18
96	0.023	0	0	0.023	0	0	0	0.27	0.023	0.0069	0.023	0.023	0.0056	0.32	0.0056	0	0.27	0.0018	0	0	13	0.18
97	0.0033	0	0	0.0033	0	0	0	0.31	0.0033	0.0037	0.0033	0.0033	0.003	0.36	0.003	0	0.31	1.4e-06	0	0	13	0.18
98	0.0036	0	0	0.0036	0	0	0	0.31	0.0036	0.0033	0.0036	0.0036	0.0027	0.36	0.0027	0	0.31	1.1e-05	0	0	13	0.18
99	0.022	0	0	0.022	0	0	0	0.27	0.022	0.0052	0.022	0.022	0.0043	0.32	0.0043	0	0.27	0.0053	0	0	13	0.18
100	0.015	0	0	0.015	0	0	0	0.29	0.015	0.0041	0.015	0.015	0.0034	0.34	0.0034	0	0.29	0.0031	0	0	13	0.18
101	0.038	0	0	0.038	0	0	0	0.25	0.038	0.0089	0.038	0.038	0.0073	0.29	0.0073	0	0.25	0.0032	0	0	13	0.18
102	0.0043	0	0	0.0043	0	0	0	0.31	0.0043	0.0036	0.0043	0.0043	0.003	0.36	0.003	0	0.31	1.3e-05	0	0	13	0.18
103	0.0088	0	0	0.0088	0	0	0	0.3	0.0088	0.005	0.0088	0.0088	0.0042	0.35	0.0042	0	0.3	6.5e-05	0	0	13	0.18
104	0.0092	0	0	0.0092	0	0	0	0.3	0.0092	0.0048	0.0092	0.0092	0.0039	0.35	0.0039	0	0.3	0.00016	0	0	13	0.18
105	0.015	0	0	0.015	0	0	0	0.29	0.015	0.0076	0.015	0.015	0.0062	0.33	0.0062	0	0.29	3e-05	0	0	13	0.18
106	0.086	0	0	0.086	0	0	0	0.17	0.086	0.013	0.086	0.086	0.011	0.2	0.011	0	0.17	0.0038	0	0	13	0.18
107	0.002	0	0	0.002	0	0	0	0.31	0.002	0.0029	0.002	0.002	0.0024	0.36	0.0024	0	0.31	0	0	0	13	0.18
108	0.00096	0	0	0.00096	0	0	0	0.31	0.00096	0.002	0.00096	0.00096	0.0016	0.36	0.0016	0	0.31	0	0	0	13	0.18
109	0.017	0	0	0.017	0	0	0	0.28	0.017	0.0057	0.017	0.017	0.0047	0.33	0.0047	0	0.28	0.00036	0	0	13	0.18
110	0.0077	0	0	0.0077	0	0	0	0.3	0.0077	0.0044	0.0077	0.0077	0.0036	0.35	0.0036	0	0.3	0.0001	0	0	13	0.18
111	0.041	0	0	0.041	0	0	0	0.24	0.041	0.012	0.041	0.041	0.0099	0.28	0.0099	0	0.24	0.00021	0	0	13	0.18
112	0.0094	0	0	0.0094	0	0	0	0.3	0.0094	0.0045	0.0094	0.0094	0.0037	0.35	0.0037	0	0.3	0.00038	0	0	13	0.18
113	0.03	0	0	0.03	0	0	0	0.26	0.03	0.0078	0.03	0.03	0.0064	0.3	0.0064	0	0.26	0.003	0	0	13	0.18
114	0.0031	0	0	0.0031	0	0	0	0.31	0.0031	0.0029	0.0031	0.0031	0.0024	0.36	0.0024	0	0.31	1.4e-05	0	0	13	0.18
115	0.027	0	0	0.027	0	0	0	0.27	0.027	0.007	0.027	0.027	0.0058	0.31	0.0058	0	0.27	0.0045	0	0	13	0.18
116	0.01	0	0	0.01	0	0	0	0.29	0.01	0.0062	0.01	0.01	0.0051	0.34	0.0051	0	0.29	2e-05	0	0	13	0.18
117	0.012	0	0	0.012	0	0	0	0.29	0.012	0.0059	0.012	0.012	0.0049	0.34	0.0049	0	0.29	0.00013	0	0	13	0.18
118	0.0088	0	0	0.0088	0	0	0	0.3	0.0088	0.0042	0.0088	0.0088	0.0035	0.35	0.0035	0	0.3	0.00043	0	0	13	0.18
119	0.003	0	0	0.003	0	0	0	0.31	0.003	0.003	0.003	0.003	0.0025	0.36	0.0025	0	0.31	8.4e-06	0	0	13	0.18
120	0.058	0	0	0.058	0	0	0	0.21	0.058	0.0089	0.058	0.058	0.0073	0.24	0.0073	0	0.21	0.032	0	0	13	0.18
121	0.035	0	0	0.035	0	0	0	0.25	0.035	0.0081	0.035	0.035	0.0067	0.29	0.0067	0	0.25	0.005	0	0	13	0.18
122	0.017	0	0	0.017	0	0	0	0.28	0.017	0.0058	0.017	0.017	0.0047	0.33	0.0047	0	0.28	0.0015	0	0	13	0.18
123	0.023	0	0	0.023	0	0	0	0.27	0.023	0.0074	0.023	0.023	0.0061	0.32	0.0061	0	0.27	0.00079	0	0	13	0.18
124	0.0027	0	0	0.0027	0	0	0	0.31	0.0027	0.0033	0.0027	0.0027	0.0027	0.36	0.0027	0	0.31	1.4e-06	0	0	13	0.18
125	0.0016	0	0	0.0016	0	0	0	0.31	0.0016	0.0023	0.0016	0.0016	0.0019	0.36	0.0019	0	0.31	1.6e-06	0	0	13	0.18
126	0.011	0	0	0.011	0	0	0	0.29	0.011	0.0046	0.011	0.011	0.0038	0.34	0.0038	0	0.29	0.00073	0	0	13	0.18
127	0.063	0	0	0.063	0	0	0	0.2	0.063	0.0097	0.063	0.063	0.008	0.23	0.008	0	0.2	0.022	0	0	13	0.18
128	0.04	0	0	0.04	0	0	0	0.24	0.04	0.0087	0.04	0.04	0.0071	0.28	0.0071	0	0.24	0.0056	0	0	13	0.18
129	0.097	0	0	0.097	0	0	0	0.13	0.097	0.0098	0.097	0.097	0.0081	0.15	0.0081	0	0.13	0.071	0	0	13	0.18
130	0.051	0	0	0.051	0	0	0	0.23	0.051	0.011	0.051	0.051	0.0088	0.26	0.0088	0	0.23	0.0025	0	0	13	0.18
131	0.035	0	0	0.035	0	0	0	0.25	0.035	0.0092	0.035	0.035	0.0075	0.29	0.0075	0	0.25	0.0014	0	0	13	0.18
132	0.061	0	0	0.061	0	0	0	0.21	0.061	0.01	0.061	0.061	0.0085	0.24	0.0085	0	0.21	0.0098	0	0	13	0.18
133	0.059	0	0	0.059	0	0	0	0.21	0.059	0.012	0.059	0.059	0.0095	0.25	0.0095	0	0.21	0.0025	0	0	13	0.18
134	0.01	0	0	0.01	0	0	0	0.3	0.01	0.0054	0.01	0.01	0.0044	0.34	0.0044	0	0.3	0.00011	0	0	13	0.18
135	0.014	0	0	0.014	0	0	0	0.29	0.014	0.0056	0.014	0.014	0.0046	0.34	0.0046	0	0.29	0.00056	0	0	13	0.18
136	0.017	0	0	0.017	0	0	0	0.28	0.017	0.0062	0.017	0.017	0.0051	0.33	0.0051	0	0.28	0.00085	0	0	13	0.18
137	0.0091	0	0	0.0091	0	0	0	0.3	0.0091	0.0058	0.0091	0.0091	0.0048	0.35	0.0048	0	0.3	1.8e-05	0	0	13	0.18
138	0.0038	0	0	0.0038	0	0	0	0.31	0.0038	0.0034	0.0038	0.0038	0.0028	0.36	0.0028	0	0.31	1.3e-05	0	0	13	0.18
139	0.1	0	0	0.1	0	0	0	0.023	0.1	0.0042	0.1	0.1	0.0034	0.027	0.0034	0	0.023	0.42	0	0	17	0.1
140	0.07	0	0	0.07	0	0	0	0.18	0.07	0.0094	0.07	0.07	0.0078	0.21	0.0078	0	0.18	0.043	0	0	13	0.18
141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.02
142	0.052	0	0	0.052	0	0	0	0.22	0.052	0.0096	0.052	0.052	0.0079	0.26	0.0079	0	0.22	0.0095	0	0	13	0.18
143	0.004	0	0	0.004	0	0	0	0.31	0.004	0.0037	0.004	0.004	0.003	0.36	0.003	0	0.31	5.8e-06	0	0	13	0.18
144	0.0045	0	0	0.0045	0	0	0	0.31	0.0045	0.0036	0.0045	0.0045	0.003	0.36	0.003	0	0.31	1.8e-05	0	0	13	0.18
145	0.034	0	0	0.034	0	0	0	0.25	0.034	0.0077	0.034	0.034	0.0063	0.3	0.0063	0	0.25	0.0074	0	0	13	0.18
146	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	18	0
147	0.12	0	0	0.12	0	0	0	0.045	0.12	0.0066	0.12	0.12	0.0054	0.052	0.0054	0	0.045	0.24	0	0	17	0.1
148	0.019	0	0	0.019	0	0	0	0.28	0.019	0.009	0.019	0.019	0.0074	0.32	0.0074	0	0.28	3e-05	0	0	13	0.18
149	0.043	0	0	0.043	0	0	0	0.24	0.043	0.0082	0.043	0.043	0.0068	0.27	0.0068	0	0.24	0.015	0	0	13	0.18
150	0.0096	0	0	0.0096	0	0	0	0.3	0.0096	0.0051	0.0096	0.0096	0.0042	0.35	0.0042	0	0.3	0.00011	0	0	13	0.18
151	0.0078	0	0	0.0078	0	0	0	0.3	0.0078	0.005	0.0078	0.0078	0.0041	0.35	0.0041	0	0.3	3.3e-05	0	0	13	0.18
152	0.005	0	0	0.005	0	0	0	0.3	0.005	0.0049	0.005	0.005	0.004	0.35	0.004	0	0.3	1.7e-06	0	0	13	0.18
153	0.08	0	0	0.08	0	0	0	0.18	0.08	0.015	0.08	0.08	0.012	0.21	0.012	0	0.18	0.00087	0	0	13	0.18
154	0.094	0	0	0.094	0	0	0	0.15	0.094	0.013	0.094	0.094	0.011	0.18	0.011	0	0.15	0.0055	0	0	13	0.18
155	0.11	0	0	0.11	0	0	0	0.12	0.11	0.011	0.11	0.11	0.0092	0.14	0.0092	0	0.12	0.033	0	0	13	0.18
156	0.019	0	0	0.019	0	0	0	0.28	0.019	0.0071	0.019	0.019	0.0058	0.33	0.0058	0	0.28	0.00038	0	0	13	0.18
157	0.0034	0	0	0.0034	0	0	0	0.31	0.0034	0.0036	0.0034	0.0034	0.003	0.36	0.003	0	0.31	2.5e-06	0	0	13	0.18
158	0.0018	0	0	0.0018	0	0	0	0.31	0.0018	0.0025	0.0018	0.0018	0.0021	0.36	0.0021	0	0.31	1.1e-06	0	0	13	0.18
159	0.034	0	0	0.034	0	0	0	0.25	0.034	0.0095	0.034	0.034	0.0078	0.3	0.0078	0	0.25	0.00078	0	0	13	0.18
160	0.0063	0	0	0.0063	0	0	0	0.3	0.0063	0.004	0.0063	0.0063	0.0033	0.35	0.0033	0	0.3	7.5e-05	0	0	13	0.18
161	0.044	0	0	0.044	0	0	0	0.24	0.044	0.0086	0.044	0.044	0.0071	0.27	0.0071	0	0.24	0.011	0	0	13	0.18
162	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0.37	0	0	0.32	0	0	0	13	0.18
163	0.019	0	0	0.019	0	0	0	0.28	0.019	0.0058	0.019	0.019	0.0048	0.33	0.0048	0	0.28	0.0027	0	0	13	0.18
164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.02
165	0	0	0	0	0	0	0	0.32	0	0	0	0	0	0.37	0	0	0.32	0	0	0	13	0.18
166	0.0015	0	0	0.0015	0	0	0	0.31	0.0015	0.002	0.0015	0.0015	0.0017	0.36	0.0017	0	0.31	2.6e-06	0	0	13	0.18
167	0.03	0	0	0.03	0	0	0	0.26	0.03	0.0082	0.03	0.03	0.0067	0.3	0.0067	0	0.26	0.0017	0	0	13	0.18
168	0.0019	0	0	0.0019	0	0	0	0.31	0.0019	0.0026	0.0019	0.0019	0.0021	0.36	0.0021	0	0.31	1.1e-06	0	0	13	0.18
169	0.051	0	0	0.051	0	0	0	0.22	0.051	0.0092	0.051	0.051	0.0076	0.26	0.0076	0	0.22	0.013	0	0	13	0.18
170	0.017	0	0	0.017	0	0	0	0.28	0.017	0.0065	0.017	0.017	0.0053	0.33	0.0053	0	0.28	0.00054	0	0	13	0.18
171	0.072	0	0	0.072	0	0	0	0.19	0.072	0.012	0.072	0.072	0.0097	0.22	0.0097	0	0.19	0.0053	0	0	13	0.18
172	0.022	0	0	0.022	0	0	0	0.27	0.022	0.0069	0.022	0.022	0.0057	0.32	0.0057	0	0.27	0.0014	0	0	13	0.18
173	0.014	0	0	0.014	0	0	0	0.29	0.014	0.0063	0.014	0.014	0.0052	0.34	0.0052	0	0.29	0.0002	0	0	13	0.18
174	0.022	0	0	0.022	0	0	0	0.28	0.022	0.0066	0.022	0.022	0.0055	0.32	0.0055	0	0.28	0.002	0	0	13	0.18
175	0.031	0	0	0.031	0	0	0	0.26	0.031	0.0081	0.031	0.031	0.0067	0.3	0.0067	0	0.26	0.0022	0	0	13	0.18
176	0.025	0	0	0.025	0	0	0	0.27	0.025	0.0096	0.025	0.025	0.0079	0.31	0.0079	0	0.27	0.0001	0	0	13	0.18
177	0.02	0	0	0.02	0	0	0	0.28	0.02	0.0074	0.02	0.02	0.0061	0.32	0.0061	0	0.28	0.00028	0	0	13	0.18
178	0.014	0	0	0.014	0	0	0	0.29	0.014	0.0061	0.014	0.014	0.005	0.34	0.005	0	0.29	0.00019	0	0	13	0.18
179	0.021	0	0	0.021	0	0	0	0.28	0.021	0.0069	0.021	0.021	0.0057	0.32	0.0057	0	0.28	0.00097	0	0	13	0.18
180	0.02	0	0	0.02	0	0	0	0.28	0.02	0.0068	0.02	0.02	0.0056	0.32	0.0056	0	0.28	0.001	0	0	13	0.18
