SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
53	0	0.94	0	0.01	0	0.0079	0.041	1	0.18
54	0	0	0	0	1	0	0	4	0
55	0	0.98	0	0.0077	0	0.0061	0.0087	1	0.18
56	0	0.78	1.4e-06	0.019	0	0.015	0.19	1	0.18
57	0	0.9	0	0.012	0	0.0094	0.076	1	0.18
58	0	0.9	0	0.014	0	0.011	0.075	1	0.18
59	0	0.98	0	0.0049	0	0.0039	0.0087	1	0.18
60	0	0.85	0	0.016	0	0.012	0.12	1	0.18
61	0	0.87	4.3e-05	0.013	0	0.01	0.11	1	0.18
62	0	0.16	0.0029	0.017	0	0.014	0.8	6	0.14
63	0	0.97	0	0.007	0	0.0055	0.017	1	0.18
64	0	0.97	0	0.0075	0	0.006	0.016	1	0.18
65	0	0.29	0.0048	0.02	0	0.016	0.67	6	0.14
66	0	0.96	0	0.0084	0	0.0066	0.029	1	0.18
67	0	0.42	2.3e-05	0.024	0	0.019	0.54	6	0.14
68	0	0.91	0	0.011	0	0.009	0.069	1	0.18
69	0	0.63	0.0091	0.019	0	0.015	0.32	1	0.18
70	0	0.96	0	0.0078	0	0.0062	0.022	1	0.18
71	0	0.95	0	0.009	0	0.0072	0.037	1	0.18
72	0	0.076	0.00094	0.014	0	0.011	0.9	6	0.14
73	0	0.81	0.0025	0.012	0	0.0096	0.16	1	0.18
74	0	0.94	0	0.0088	0	0.007	0.044	1	0.18
75	0	0.66	1.7e-06	0.022	0	0.018	0.3	1	0.18
76	0	0.8	0	0.019	0	0.015	0.17	1	0.18
77	0	0.74	0.027	0.013	0	0.01	0.21	1	0.18
78	0	0.71	2.4e-05	0.02	0	0.016	0.26	1	0.18
79	0	0.5	0.033	0.019	0	0.015	0.43	1	0.18
80	0	0.7	2.7e-05	0.02	0	0.016	0.26	1	0.18
81	0	0.95	0	0.0087	0	0.0069	0.036	1	0.18
82	0	0.69	4.2e-05	0.02	0	0.016	0.27	1	0.18
83	0	0.76	0	0.02	0	0.016	0.2	1	0.18
84	0	0.97	0	0.0072	0	0.0057	0.021	1	0.18
85	0	0.89	1.9e-06	0.012	0	0.0099	0.087	1	0.18
86	0	0.93	0	0.01	0	0.0082	0.053	1	0.18
87	0	0.94	0	0.0098	0	0.0077	0.042	1	0.18
88	0	0.93	0	0.01	0	0.0082	0.055	1	0.18
89	0	0.88	5.2e-05	0.01	0	0.0081	0.097	1	0.18
90	0	0.77	6.3e-05	0.017	0	0.014	0.2	1	0.18
91	0	0.66	0.00082	0.019	0	0.015	0.31	1	0.18
92	0	0.14	0.16	0.013	0	0.011	0.67	6	0.14
93	0	0.38	4.7e-05	0.023	0	0.019	0.57	6	0.14
94	0	0.95	0	0.0096	0	0.0076	0.035	1	0.18
95	0	0.99	0	0.0045	0	0.0035	0.0061	1	0.18
96	0	0.85	7.9e-06	0.014	0	0.011	0.12	1	0.18
97	0	0.97	0	0.0078	0	0.0062	0.018	1	0.18
98	0	0.97	0	0.007	0	0.0055	0.02	1	0.18
99	0	0.86	0.0003	0.011	0	0.0087	0.12	1	0.18
100	0	0.9	0.00026	0.0087	0	0.0069	0.08	1	0.18
101	0	0.76	5.1e-06	0.019	0	0.015	0.2	1	0.18
102	0	0.96	0	0.0077	0	0.0061	0.023	1	0.18
103	0	0.93	0	0.011	0	0.0084	0.047	1	0.18
104	0	0.93	0	0.01	0	0.008	0.05	1	0.18
105	0	0.89	0	0.016	0	0.013	0.078	1	0.18
106	0	0.51	0	0.027	0	0.021	0.44	1	0.18
107	0	0.98	0	0.0062	0	0.0049	0.011	1	0.18
108	0	0.99	0	0.0042	0	0.0033	0.0052	1	0.18
109	0	0.89	0	0.012	0	0.0095	0.093	1	0.18
110	0	0.94	0	0.0093	0	0.0074	0.042	1	0.18
111	0	0.74	0	0.025	0	0.02	0.22	1	0.18
112	0	0.93	1.5e-06	0.0094	0	0.0075	0.051	1	0.18
113	0	0.81	1.4e-05	0.016	0	0.013	0.16	1	0.18
114	0	0.97	0	0.0061	0	0.0049	0.017	1	0.18
115	0	0.83	0.00012	0.015	0	0.012	0.14	1	0.18
116	0	0.92	0	0.013	0	0.01	0.055	1	0.18
117	0	0.91	0	0.013	0	0.0099	0.067	1	0.18
118	0	0.94	3.6e-06	0.0089	0	0.0071	0.047	1	0.18
119	0	0.97	0	0.0063	0	0.005	0.017	1	0.18
120	0	0.65	0.0041	0.019	0	0.015	0.31	1	0.18
121	0	0.78	4.7e-05	0.017	0	0.013	0.19	1	0.18
122	0	0.89	1.9e-05	0.012	0	0.0096	0.091	1	0.18
123	0	0.85	0	0.015	0	0.012	0.12	1	0.18
124	0	0.97	0	0.0069	0	0.0055	0.015	1	0.18
125	0	0.98	0	0.0049	0	0.0039	0.0089	1	0.18
126	0	0.92	1e-05	0.0098	0	0.0077	0.059	1	0.18
127	0	0.63	0.00059	0.02	0	0.016	0.34	1	0.18
128	0	0.75	3.6e-05	0.018	0	0.014	0.21	1	0.18
129	0	0.42	0.0034	0.021	0	0.017	0.54	6	0.14
130	0	0.69	0	0.022	0	0.018	0.27	1	0.18
131	0	0.78	0	0.019	0	0.015	0.19	1	0.18
132	0	0.64	2.9e-05	0.021	0	0.017	0.32	1	0.18
133	0	0.65	0	0.024	0	0.019	0.31	1	0.18
134	0	0.92	0	0.011	0	0.009	0.056	1	0.18
135	0	0.9	0	0.012	0	0.0094	0.076	1	0.18
136	0	0.88	0	0.013	0	0.01	0.093	1	0.18
137	0	0.93	0	0.012	0	0.0097	0.049	1	0.18
138	0	0.97	0	0.0071	0	0.0056	0.021	1	0.18
139	0	0.097	0.15	0.012	0	0.0095	0.73	6	0.14
140	0	0.58	0.0042	0.02	0	0.016	0.38	1	0.18
141	0	0	1	0	0	0	0	2	0.06
142	0	0.69	6.6e-05	0.02	0	0.016	0.28	1	0.18
143	0	0.96	0	0.0078	0	0.0062	0.021	1	0.18
144	0	0.96	0	0.0076	0	0.006	0.024	1	0.18
145	0	0.79	0.00026	0.016	0	0.013	0.18	1	0.18
146	0	0	1.2e-06	0	1	0	0	4	0
147	0	0.17	0.021	0.017	0	0.013	0.78	6	0.14
148	0	0.86	0	0.019	0	0.015	0.1	1	0.18
149	0	0.74	0.0012	0.017	0	0.014	0.23	1	0.18
150	0	0.93	0	0.011	0	0.0085	0.052	1	0.18
151	0	0.94	0	0.01	0	0.0083	0.042	1	0.18
152	0	0.95	0	0.01	0	0.0082	0.027	1	0.18
153	0	0.54	0	0.03	0	0.023	0.41	1	0.18
154	0	0.46	0	0.026	0	0.021	0.49	6	0.14
155	0	0.38	7.3e-05	0.023	0	0.018	0.58	6	0.14
156	0	0.87	0	0.015	0	0.012	0.1	1	0.18
157	0	0.97	0	0.0076	0	0.0061	0.018	1	0.18
158	0	0.98	0	0.0053	0	0.0042	0.0096	1	0.18
159	0	0.78	0	0.02	0	0.016	0.18	1	0.18
160	0	0.95	0	0.0084	0	0.0067	0.034	1	0.18
161	0	0.73	0.00031	0.018	0	0.014	0.23	1	0.18
162	0	1	0	0	0	0	0	1	0.18
163	0	0.88	0.00011	0.012	0	0.0097	0.1	1	0.18
164	0	0	1	0	0	0	0	2	0.06
165	0	1	0	0	0	0	0	1	0.18
166	0	0.98	0	0.0043	0	0.0034	0.0079	1	0.18
167	0	0.81	1.6e-06	0.017	0	0.014	0.16	1	0.18
168	0	0.98	0	0.0055	0	0.0044	0.01	1	0.18
169	0	0.69	0.00027	0.019	0	0.015	0.27	1	0.18
170	0	0.88	0	0.014	0	0.011	0.093	1	0.18
171	0	0.58	0	0.024	0	0.019	0.38	1	0.18
172	0	0.86	3.6e-06	0.014	0	0.011	0.12	1	0.18
173	0	0.9	0	0.013	0	0.011	0.078	1	0.18
174	0	0.86	1.4e-05	0.014	0	0.011	0.12	1	0.18
175	0	0.81	3.5e-06	0.017	0	0.013	0.16	1	0.18
176	0	0.83	0	0.02	0	0.016	0.13	1	0.18
177	0	0.87	0	0.016	0	0.012	0.1	1	0.18
178	0	0.9	0	0.013	0	0.01	0.073	1	0.18
179	0	0.86	1e-06	0.015	0	0.012	0.11	1	0.18
180	0	0.86	1.4e-06	0.014	0	0.011	0.11	1	0.18
181	0	0.91	0	0.013	0	0.01	0.062	1	0.18
182	0	0.88	8e-06	0.013	0	0.01	0.096	1	0.18
183	0	0.99	0	0.0045	0	0.0035	0.006	1	0.18
184	0	0.83	0	0.017	0	0.014	0.14	1	0.18
185	0	0.74	7.2e-06	0.019	0	0.015	0.22	1	0.18
186	0	0.68	0.00016	0.02	0	0.016	0.29	1	0.18
187	0	0.86	0.00018	0.013	0	0.01	0.11	1	0.18
188	0	1	0	8.5e-06	0	6.8e-06	8.6e-06	1	0.18
189	5.1e-06	1	0	0.00012	0	9.1e-05	0.00025	1	0.18
190	0	0.86	4e-05	0.013	0	0.011	0.11	1	0.18
191	0	0.92	0	0.012	0	0.0097	0.06	1	0.18
192	0	0.98	0	0.0052	0	0.0041	0.0075	1	0.18
193	0	1	0	0	0	0	0	1	0.18
194	0	1	0	0	0	0	0	1	0.18
195	0	0.99	0	0.0033	0	0.0027	0.0036	1	0.18
196	0	0.99	0	0.0024	0	0.0019	0.0024	1	0.18
197	0	0.63	0	0.031	0	0.025	0.32	1	0.18
198	0	0.91	0	0.015	0	0.012	0.069	1	0.18
199	0	0.96	4.7e-06	0.0059	0	0.0047	0.034	1	0.18
200	0	0.98	0	0.0054	0	0.0043	0.0081	1	0.18
201	0	0.99	0	0.0013	0	0.0011	0.003	1	0.18
202	0	0.36	0.084	0.018	0	0.014	0.53	6	0.14
203	0	0.71	1.2e-05	0.02	0	0.016	0.25	1	0.18
204	0	0.8	0	0.018	0	0.014	0.16	1	0.18
205	0	0.8	0.00012	0.016	0	0.013	0.18	1	0.18
206	8e-06	1	0	0	0	0	0	1	0.18
207	0	1	0	0	0	0	0	1	0.18
208	0	0.9	1.7e-05	0.0098	0	0.0078	0.085	1	0.18
209	0	0.9	3.1e-05	0.0095	0	0.0075	0.083	1	0.18
210	0	0.95	0	0.0065	0	0.0052	0.035	1	0.18
211	0	0.94	0	0.0099	0	0.0079	0.043	1	0.18
212	0	0.94	0	0.0093	0	0.0074	0.043	1	0.18
213	0	0.56	0.0035	0.02	0	0.016	0.4	1	0.18
214	0	0.93	0	0.0098	0	0.0078	0.051	1	0.18
215	0	0.91	1.6e-06	0.011	0	0.0086	0.066	1	0.18
216	0	0.87	0	0.014	0	0.011	0.1	1	0.18
217	0	0.91	0	0.012	0	0.0097	0.072	1	0.18
218	0	0.75	4.6e-06	0.019	0	0.015	0.22	1	0.18
219	0	0	5.7e-06	0	1	0	0	4	0
220	0	0.68	0.0002	0.019	0	0.015	0.28	1	0.18
221	0	0.83	0	0.018	0	0.014	0.14	1	0.18
222	0	0.94	0	0.011	0	0.0086	0.041	1	0.18
223	0	0.6	0.0065	0.019	0	0.015	0.36	1	0.18
224	0	0.19	5.6e-06	0.021	0	0.017	0.77	6	0.14
225	0	0.89	0	0.012	0	0.0095	0.085	1	0.18
226	0	0.96	0	0	0.036	0	0	1	0.18
227	0	0.8	5.1e-05	0.016	0	0.013	0.17	1	0.18
228	0	0.89	0.00016	0.0095	0	0.0075	0.089	1	0.18
229	0	0.87	6.7e-06	0.013	0	0.011	0.1	1	0.18
230	0.00013	0.98	0	0.0049	0	0.0039	0.013	1	0.18
231	0	0.49	0.00028	0.022	0	0.018	0.46	1	0.18
232	0	0.62	0	0.023	0	0.019	0.33	1	0.18
233	0	0.96	0	0.0079	0	0.0063	0.03	1	0.18
234	0	0.41	0.092	0.018	0	0.014	0.47	6	0.14
235	0	0	0	0	1	0	0	4	0
236	0	0.78	0.00047	0.016	0	0.013	0.19	1	0.18
237	0	0.83	0	0.018	0	0.014	0.14	1	0.18
238	0	0.96	0	0.0077	0	0.0061	0.022	1	0.18
239	0	0.8	4.6e-05	0.016	0	0.013	0.17	1	0.18
240	0	1	0	0.0015	0	0.0012	0.00062	1	0.18
241	0	0	0	0	1	0	0	4	0
242	0	0.92	1.7e-05	0.0081	0	0.0064	0.061	1	0.18
243	0	1	0	0	0	0	0	1	0.18
244	0	0.85	5.2e-06	0.013	0	0.0099	0.13	1	0.18
245	0	1	0	0	0	0	0	1	0.18
246	0	0.71	4.2e-05	0.016	0	0.013	0.27	1	0.18
247	0	0.76	0.0028	0.014	0	0.011	0.21	1	0.18
248	0	0.81	3.3e-05	0.013	0	0.011	0.16	1	0.18
249	0	0.5	0.0038	0.017	0	0.014	0.47	1	0.18
250	0	0.67	0.0051	0.015	0	0.012	0.3	1	0.18
251	0	0.97	0	0.0046	0	0.0037	0.022	1	0.18
252	0	0.69	0	0.019	0	0.015	0.28	1	0.18
253	0	0.9	1.2e-05	0.0099	0	0.0079	0.086	1	0.18
254	0	0.86	0.00056	0.011	0	0.0084	0.12	1	0.18
255	0	0.97	0	0.006	0	0.0048	0.017	1	0.18
256	0	0.88	0.00052	0.0098	0	0.0078	0.1	1	0.18
257	0	0.77	0	0.02	0	0.016	0.2	1	0.18
258	0	0.97	0	0.0077	0	0.0061	0.02	1	0.18
259	0	0.88	0	0.014	0	0.011	0.092	1	0.18
260	0	0.92	2.1e-05	0.0084	0	0.0066	0.064	1	0.18
261	0	0.93	2.7e-06	0.0079	0	0.0063	0.053	1	0.18
262	0.00051	1	0	0	0	0	0	1	0.18
263	0	0.93	0	0.0091	0	0.0072	0.053	1	0.18
264	0	0.8	0.0002	0.016	0	0.012	0.17	1	0.18
265	0	0.93	0	0.0084	0	0.0066	0.051	1	0.18
266	0	1	0	0	0	0	0	1	0.18
267	0	0.9	3.7e-05	0.0097	0	0.0077	0.087	1	0.18
268	0	0.98	0	0.0044	0	0.0035	0.013	1	0.18
269	0	0.93	0	0.0081	0	0.0064	0.051	1	0.18
270	0	1	0	0	0	0	0	1	0.18
271	0	1	0	0.00055	0	0.00043	0.00033	1	0.18
272	0	0.9	7.9e-06	0.0099	0	0.0079	0.085	1	0.18
273	0	1	0	0.00022	0	0.00017	0.00037	1	0.18
274	0	0.64	0.0047	0.016	0	0.013	0.32	1	0.18
275	0	0.9	2.9e-05	0.0094	0	0.0075	0.081	1	0.18
276	0	0.72	0.0019	0.015	0	0.012	0.26	1	0.18
277	0	0.87	3.5e-05	0.013	0	0.01	0.11	1	0.18
278	0	0.63	0.00056	0.02	0	0.016	0.33	1	0.18
279	0	0.86	3.4e-06	0.014	0	0.011	0.12	1	0.18
280	0	0.8	7.2e-05	0.016	0	0.013	0.17	1	0.18
281	0	0.91	0	0.016	0	0.013	0.057	1	0.18
282	0	0.65	0.0037	0.019	0	0.015	0.31	1	0.18
283	0	0.9	8.8e-06	0.012	0	0.0091	0.08	1	0.18
284	0	0.77	0	0.019	0	0.015	0.19	1	0.18
285	0	0.96	0	0.0057	0	0.0046	0.026	1	0.18
286	0	0.88	0	0.013	0	0.01	0.1	1	0.18
287	0	0.93	0	0.0094	0	0.0075	0.049	1	0.18
288	0	0.79	0.0004	0.013	0	0.011	0.18	1	0.18
289	0	0.72	0.0018	0.015	0	0.012	0.25	1	0.18
290	0	0.87	1.7e-05	0.011	0	0.0088	0.11	1	0.18
291	0	0.87	2.6e-06	0.012	0	0.0091	0.11	1	0.18
292	0	0.87	7.5e-05	0.011	0	0.0086	0.11	1	0.18
293	0	0.62	0.001	0.017	0	0.013	0.35	1	0.18
294	0	0.93	0	0.0096	0	0.0076	0.052	1	0.18
295	0	0.42	0.03	0.016	0	0.013	0.52	6	0.14
296	0	0.86	0	0.015	0	0.012	0.11	1	0.18
297	0	1	0	0.0016	0	0.0013	0.00085	1	0.18
298	0	0.86	4.4e-06	0.014	0	0.011	0.11	1	0.18
299	0	0.67	3.8e-05	0.02	0	0.016	0.29	1	0.18
300	0	0.96	0	0.0072	0	0.0057	0.024	1	0.18
301	0	0.92	0	0.012	0	0.0098	0.061	1	0.18
302	0	0.91	0	0.013	0	0.01	0.07	1	0.18
303	0	0.48	0	0.026	0	0.021	0.47	1	0.18
304	0	0.72	6.5e-06	0.02	0	0.016	0.24	1	0.18
305	0	0.81	1.3e-05	0.016	0	0.013	0.16	1	0.18
306	0	0.61	0.0062	0.019	0	0.015	0.35	1	0.18
307	0	0.8	0.00011	0.016	0	0.013	0.18	1	0.18
308	0	0.93	0	0.01	0	0.0082	0.05	1	0.18
309	0	0.88	0	0.015	0	0.012	0.093	1	0.18
310	0	0.98	0	0.0056	0	0.0044	0.012	1	0.18
311	0	0.68	0.00014	0.02	0	0.016	0.28	1	0.18
312	0	0.87	0	0.018	0	0.014	0.1	1	0.18
313	0	0.69	0	0.022	0	0.018	0.27	1	0.18
314	0	0.9	0	0.013	0	0.01	0.079	1	0.18
315	0	0.97	0	0.005	0	0.004	0.023	1	0.18
316	0	0.85	0	0.017	0	0.013	0.12	1	0.18
317	0	0.77	0.00074	0.016	0	0.013	0.2	1	0.18
318	0	0	0.00042	0	1	0	0	4	0
319	0	0.92	3.2e-05	0.0085	0	0.0067	0.067	1	0.18
320	0	1	0	0	0	0	0	1	0.18
321	0	1	0	0	0	0	0	1	0.18
322	0	1	0	1.1e-05	0	8.9e-06	1.2e-05	1	0.18
323	0	0.96	0	0.007	0	0.0055	0.027	1	0.18
324	0	0.93	0	0.012	0	0.0092	0.045	1	0.18
325	0	1	0	0.00028	0	0.00022	1.6e-05	1	0.18
326	0	0.95	0	0.0083	0	0.0066	0.036	1	0.18
327	0	0.97	0	0.0064	0	0.0051	0.022	1	0.18
328	1	0.00026	0	0	0	0	0	0	0.68
329	0	0.95	0	0.0089	0	0.0071	0.035	1	0.18
330	0	0.83	2e-06	0.016	0	0.013	0.14	1	0.18
331	0	1	0	0	0	0	0	1	0.18
332	0	0.55	0.00065	0.021	0	0.017	0.41	1	0.18
333	0	0.78	0.0028	0.016	0	0.012	0.19	1	0.18
334	0	0.94	0	0.0095	0	0.0075	0.041	1	0.18
335	0	0.99	0	0.0027	0	0.0022	0.0036	1	0.18
336	0	0.79	2.7e-06	0.015	0	0.012	0.18	1	0.18
337	0	0.74	0.0032	0.017	0	0.013	0.22	1	0.18
338	0	0.96	0	0.006	0	0.0047	0.026	1	0.18
339	0	0.84	2.3e-06	0.015	0	0.012	0.13	1	0.18
340	0	0.91	0	0.015	0	0.012	0.06	1	0.18
341	0	0.91	0	0.014	0	0.011	0.064	1	0.18
342	0	0.029	0.0004	0.0093	0	0.0074	0.95	6	0.14
343	0	0.9	0	0.014	0	0.011	0.074	1	0.18
344	0	0.47	3.2e-06	0.025	0	0.02	0.49	6	0.14
345	0	0.92	0	0.013	0	0.01	0.06	1	0.18
346	0	0.9	0	0.014	0	0.011	0.074	1	0.18
347	0	0.82	1.2e-05	0.016	0	0.013	0.15	1	0.18
348	0	0.89	1e-05	0.01	0	0.0083	0.094	1	0.18
349	0	0.84	0.00023	0.012	0	0.0094	0.14	1	0.18
350	0	0.7	7.7e-05	0.02	0	0.016	0.27	1	0.18
351	0	0.79	3.7e-06	0.015	0	0.012	0.19	1	0.18
352	0	0.91	0	0.012	0	0.0098	0.07	1	0.18
353	0	0.83	0	0.014	0	0.011	0.14	1	0.18
354	0	0.91	0	0.0098	0	0.0077	0.077	1	0.18
355	0	0.94	4.5e-06	0.0072	0	0.0057	0.045	1	0.18
356	0	0.88	0	0.013	0	0.0099	0.097	1	0.18
357	0	0.78	0	0.016	0	0.012	0.19	1	0.18
358	0	0.89	0.00027	0.0097	0	0.0077	0.094	1	0.18
359	0	0.77	0.0091	0.013	0	0.01	0.2	1	0.18
360	0	0.58	2.1e-06	0.02	0	0.016	0.38	1	0.18
361	0	0.71	5.3e-05	0.016	0	0.013	0.26	1	0.18
362	0	0.97	0	0.0052	0	0.0041	0.018	1	0.18
363	0	0.78	0.012	0.012	0	0.0098	0.19	1	0.18
364	0	0.4	2.3e-06	0.021	0	0.017	0.57	6	0.14
365	0	0.86	0	0.014	0	0.011	0.11	1	0.18
366	0	0.92	0	0.009	0	0.0071	0.065	1	0.18
367	0	0.78	0	0.018	0	0.014	0.19	1	0.18
368	0	0.96	0	0	0.036	0	0	1	0.18
369	0	0.96	0.00013	0	0.036	0	0	1	0.18
370	0	0.77	6.7e-06	0.015	0	0.012	0.2	1	0.18
371	0	0.99	0	0.0033	0	0.0026	0.0038	1	0.18
372	0	0.93	0	0.011	0	0.0085	0.046	1	0.18
373	0	0.8	0.00033	0.016	0	0.012	0.17	1	0.18
374	0	0.94	0	0.0096	0	0.0076	0.044	1	0.18
375	0	0.93	1.8e-06	0.0097	0	0.0077	0.054	1	0.18
376	0	0.6	0	0.024	0	0.019	0.36	1	0.18
377	0	0.89	6.5e-06	0.012	0	0.0099	0.091	1	0.18
378	0	0.84	7.2e-05	0.015	0	0.012	0.14	1	0.18
379	0	0.86	0.00049	0.013	0	0.01	0.11	1	0.18
380	0	0.93	0	0.012	0	0.0096	0.049	1	0.18
381	0	0.11	1.4e-05	0.017	0	0.014	0.85	6	0.14
382	0	0.95	0	0.0088	0	0.007	0.03	1	0.18
383	0	0.71	3.5e-05	0.02	0	0.016	0.26	1	0.18
384	0	0.91	0	0.012	0	0.0093	0.072	1	0.18
385	0	0.84	0.00038	0.014	0	0.011	0.13	1	0.18
386	0	0	0	0	1	0	0	4	0
387	0	0.83	0.00073	0.014	0	0.011	0.14	1	0.18
388	0	0.84	2.3e-06	0.015	0	0.012	0.13	1	0.18
389	0	0.98	0	0.0045	0	0.0035	0.0095	1	0.18
390	0	0.82	0	0.017	0	0.014	0.15	1	0.18
391	0	0.52	6.9e-05	0.023	0	0.018	0.44	1	0.18
392	0	0.9	0	0.013	0	0.01	0.073	1	0.18
393	0	0.84	0	0.016	0	0.013	0.13	1	0.18
394	0	0.39	0.036	0.019	0	0.015	0.54	6	0.14
395	0	0.93	0	0.011	0	0.0087	0.054	1	0.18
396	0	0.95	0	0.0084	0	0.0067	0.037	1	0.18
397	0	0.91	0	0.012	0	0.0098	0.069	1	0.18
398	0	0.72	0.00039	0.018	0	0.014	0.25	1	0.18
399	0	0.98	0	0.0057	0	0.0045	0.014	1	0.18
400	0	0.73	0	0.021	0	0.017	0.23	1	0.18
401	0	0.72	0.00039	0.018	0	0.014	0.25	1	0.18
402	0	0.68	0.0014	0.019	0	0.015	0.29	1	0.18
403	0	0.66	0.0025	0.019	0	0.015	0.31	1	0.18
404	0	0.67	0	0.025	0	0.02	0.28	1	0.18
405	0	0.86	0	0.015	0	0.012	0.11	1	0.18
406	0	0.72	6.5e-06	0.02	0	0.016	0.24	1	0.18
407	0	0.73	3.9e-06	0.02	0	0.016	0.23	1	0.18
408	0	0.71	3.9e-05	0.017	0	0.013	0.26	1	0.18
409	0	0.69	6.9e-05	0.017	0	0.013	0.28	1	0.18
410	0	0.79	0	0.021	0	0.016	0.17	1	0.18
411	0	0.96	0	0.0079	0	0.0063	0.022	1	0.18
412	0	0.91	3.8e-06	0.011	0	0.0086	0.069	1	0.18
413	0	0.9	0	0.014	0	0.011	0.071	1	0.18
414	0	0.93	0	0.01	0	0.0081	0.051	1	0.18
415	0	0.93	0	0.015	0	0.012	0.041	1	0.18
416	0	0.8	1.2e-06	0.017	0	0.014	0.16	1	0.18
417	0	0.96	0	0.009	0	0.0071	0.028	1	0.18
418	0	0.87	0	0.016	0	0.013	0.1	1	0.18
419	0	0.93	2.8e-06	0.0081	0	0.0064	0.055	1	0.18
420	0	0.56	5.4e-06	0.02	0	0.016	0.4	1	0.18
421	0	0.87	0	0.016	0	0.013	0.1	1	0.18
422	0	0.64	0	0.023	0	0.018	0.31	1	0.18
423	0	0.67	0.00012	0.02	0	0.016	0.3	1	0.18
424	0	0.54	3.2e-06	0.024	0	0.019	0.42	1	0.18
425	0	0.93	0	0.0097	0	0.0077	0.048	1	0.18
426	0	0.97	0	0.0072	0	0.0057	0.014	1	0.18
427	0	0.97	0	0.0065	0	0.0052	0.013	1	0.18
428	0	0.91	4.8e-05	0.009	0	0.0072	0.077	1	0.18
429	0	0.68	0.003	0.015	0	0.012	0.29	1	0.18
430	0	0.96	0	0.0076	0	0.0061	0.031	1	0.18
431	0	0.78	8.5e-05	0.014	0	0.011	0.2	1	0.18
432	0	0.42	0	0.022	0	0.017	0.54	6	0.14
433	0	0.93	0	0.0086	0	0.0068	0.057	1	0.18
