SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
49	0	0.01	0	0	0.0047	0.01	0.01	0.35	0.00014	0.01	0.01	0.3	0	0	0.3	0.0057	0	7	0.18
50	0	0.00046	0	0	0.0014	0.00046	0.00046	0.37	0	0.00046	0.00046	0.31	0	0	0.31	0.0017	0	7	0.18
51	0	0.0073	0	0	0.0053	0.0073	0.0073	0.35	4.4e-06	0.0073	0.0073	0.3	0	0	0.3	0.0064	0	7	0.18
52	0	0.072	0	0	0.0092	0.072	0.072	0.22	0.029	0.072	0.072	0.19	0	0	0.19	0.011	0	7	0.18
53	0	0.0077	0	0	0.0044	0.0077	0.0077	0.35	4.3e-05	0.0077	0.0077	0.3	0	0	0.3	0.0053	0	7	0.18
54	0	0	0	0	0	0	0	0	0	0	0	0	4.5e-05	0	0	0	1	16	0
55	0	0.0016	0	0	0.0034	0.0016	0.0016	0.36	0	0.0016	0.0016	0.31	0	0	0.31	0.0041	0	7	0.18
56	0	0.036	0	0	0.0083	0.036	0.036	0.29	0.0021	0.036	0.036	0.25	0	0	0.25	0.01	0	7	0.18
57	0	0.014	0	0	0.0053	0.014	0.014	0.34	0.00055	0.014	0.014	0.29	0	0	0.29	0.0064	0	7	0.18
58	0	0.014	0	0	0.0061	0.014	0.014	0.34	9.6e-05	0.014	0.014	0.29	0	0	0.29	0.0074	0	7	0.18
59	0	0.0016	0	0	0.0021	0.0016	0.0016	0.36	1.2e-06	0.0016	0.0016	0.31	0	0	0.31	0.0026	0	7	0.18
60	0	0.023	0	0	0.007	0.023	0.023	0.32	0.00073	0.023	0.023	0.27	0	0	0.27	0.0084	0	7	0.18
61	0	0.02	0	0	0.0057	0.02	0.02	0.33	0.0022	0.02	0.02	0.28	0	0	0.28	0.0069	0	7	0.18
62	0	0.14	0	0	0.0068	0.14	0.14	0.054	0.16	0.14	0.14	0.046	0	0	0.046	0.0083	0	8	0.1
63	0	0.0032	0	0	0.0031	0.0032	0.0032	0.36	4e-06	0.0032	0.0032	0.31	0	0	0.31	0.0037	0	7	0.18
64	0	0.003	0	0	0.0033	0.003	0.003	0.36	1.1e-06	0.003	0.003	0.31	0	0	0.31	0.004	0	7	0.18
65	0	0.12	0	0	0.0083	0.12	0.12	0.1	0.12	0.12	0.12	0.086	0	0	0.086	0.01	0	1	0.14
66	0	0.0055	0	0	0.0037	0.0055	0.0055	0.36	2.6e-05	0.0055	0.0055	0.3	0	0	0.3	0.0044	0	7	0.18
67	0	0.1	0	0	0.011	0.1	0.1	0.16	0.022	0.1	0.1	0.14	0	0	0.14	0.013	0	7	0.18
68	0	0.013	0	0	0.005	0.013	0.013	0.34	0.00045	0.013	0.013	0.29	0	0	0.29	0.0061	0	7	0.18
69	0	0.061	0	0	0.0082	0.061	0.061	0.24	0.04	0.061	0.061	0.2	8.8e-06	0	0.2	0.0099	0	7	0.18
70	0	0.0042	0	0	0.0034	0.0042	0.0042	0.36	8.1e-06	0.0042	0.0042	0.31	0	0	0.31	0.0041	0	7	0.18
71	0	0.007	0	0	0.004	0.007	0.007	0.35	6.8e-05	0.007	0.007	0.3	0	0	0.3	0.0048	0	7	0.18
72	0	0.15	0	0	0.0051	0.15	0.15	0.024	0.2	0.15	0.15	0.021	0	0	0.021	0.0062	0	8	0.1
73	0	0.031	0	0	0.0053	0.031	0.031	0.3	0.014	0.031	0.031	0.26	3.6e-06	0	0.26	0.0065	0	7	0.18
74	0	0.0083	0	0	0.0039	0.0083	0.0083	0.35	0.00028	0.0083	0.0083	0.3	0	0	0.3	0.0047	0	7	0.18
75	0	0.058	0	0	0.01	0.058	0.058	0.25	0.0043	0.058	0.058	0.22	0	0	0.22	0.012	0	7	0.18
76	0	0.032	0	0	0.0087	0.032	0.032	0.3	0.00053	0.032	0.032	0.26	0	0	0.26	0.011	0	7	0.18
77	0	0.04	0	0	0.0056	0.04	0.04	0.28	0.036	0.04	0.04	0.24	0.0017	0	0.24	0.0068	0	7	0.18
78	0	0.049	0	0	0.0088	0.049	0.049	0.27	0.0065	0.049	0.049	0.23	0	0	0.23	0.011	0	7	0.18
79	0	0.079	0	0	0.0083	0.079	0.079	0.18	0.087	0.079	0.079	0.16	5.1e-05	0	0.16	0.01	0	7	0.18
80	0	0.051	0	0	0.0089	0.051	0.051	0.27	0.007	0.051	0.051	0.23	0	0	0.23	0.011	0	7	0.18
81	0	0.0068	0	0	0.0038	0.0068	0.0068	0.35	7.5e-05	0.0068	0.0068	0.3	0	0	0.3	0.0046	0	7	0.18
82	0	0.052	0	0	0.0089	0.052	0.052	0.26	0.0081	0.052	0.052	0.23	0	0	0.23	0.011	0	7	0.18
83	0	0.039	0	0	0.009	0.039	0.039	0.29	0.0014	0.039	0.039	0.25	0	0	0.25	0.011	0	7	0.18
84	0	0.0039	0	0	0.0032	0.0039	0.0039	0.36	9.9e-06	0.0039	0.0039	0.31	0	0	0.31	0.0038	0	7	0.18
85	0	0.016	0	0	0.0055	0.016	0.016	0.33	0.00079	0.016	0.016	0.29	0	0	0.29	0.0067	0	7	0.18
86	0	0.0099	0	0	0.0046	0.0099	0.0099	0.35	0.00018	0.0099	0.0099	0.3	0	0	0.3	0.0055	0	7	0.18
87	0	0.0079	0	0	0.0043	0.0079	0.0079	0.35	6.5e-05	0.0079	0.0079	0.3	0	0	0.3	0.0052	0	7	0.18
88	0	0.01	0	0	0.0046	0.01	0.01	0.35	0.00024	0.01	0.01	0.3	0	0	0.3	0.0055	0	7	0.18
89	0	0.018	0	0	0.0045	0.018	0.018	0.33	0.0026	0.018	0.018	0.28	0	0	0.28	0.0055	0	7	0.18
90	0	0.039	0	0	0.0078	0.039	0.039	0.29	0.006	0.039	0.039	0.25	0	0	0.25	0.0094	0	7	0.18
91	0	0.058	0	0	0.0086	0.058	0.058	0.25	0.02	0.058	0.058	0.21	0	0	0.21	0.01	0	7	0.18
92	0	0.1	0	0	0.0048	0.1	0.1	0.043	0.35	0.1	0.1	0.037	6e-06	0	0.037	0.0059	0	8	0.1
93	0	0.11	0	0	0.011	0.11	0.11	0.15	0.029	0.11	0.11	0.12	0	0	0.12	0.013	0	7	0.18
94	0	0.0065	0	0	0.0042	0.0065	0.0065	0.35	2e-05	0.0065	0.0065	0.3	0	0	0.3	0.0051	0	7	0.18
95	0	0.0011	0	0	0.002	0.0011	0.0011	0.36	0	0.0011	0.0011	0.31	0	0	0.31	0.0024	0	7	0.18
96	0	0.023	0	0	0.0064	0.023	0.023	0.32	0.0018	0.023	0.023	0.27	0	0	0.27	0.0077	0	7	0.18
97	0	0.0033	0	0	0.0034	0.0033	0.0033	0.36	1.4e-06	0.0033	0.0033	0.31	0	0	0.31	0.0042	0	7	0.18
98	0	0.0037	0	0	0.0031	0.0037	0.0037	0.36	1.1e-05	0.0037	0.0037	0.31	0	0	0.31	0.0037	0	7	0.18
99	0	0.023	0	0	0.0048	0.023	0.023	0.32	0.0052	0.023	0.023	0.28	0	0	0.28	0.0058	0	7	0.18
100	0	0.015	0	0	0.0038	0.015	0.015	0.34	0.003	0.015	0.015	0.29	0	0	0.29	0.0046	0	7	0.18
101	0	0.039	0	0	0.0083	0.039	0.039	0.29	0.0032	0.039	0.039	0.25	0	0	0.25	0.01	0	7	0.18
102	0	0.0044	0	0	0.0034	0.0044	0.0044	0.36	1.3e-05	0.0044	0.0044	0.31	0	0	0.31	0.0041	0	7	0.18
103	0	0.0089	0	0	0.0047	0.0089	0.0089	0.35	6.4e-05	0.0089	0.0089	0.3	0	0	0.3	0.0057	0	7	0.18
104	0	0.0093	0	0	0.0044	0.0093	0.0093	0.35	0.00016	0.0093	0.0093	0.3	0	0	0.3	0.0054	0	7	0.18
105	0	0.015	0	0	0.007	0.015	0.015	0.34	3e-05	0.015	0.015	0.29	0	0	0.29	0.0085	0	7	0.18
106	0	0.087	0	0	0.012	0.087	0.087	0.2	0.0037	0.087	0.087	0.17	0	0	0.17	0.015	0	7	0.18
107	0	0.0021	0	0	0.0027	0.0021	0.0021	0.36	0	0.0021	0.0021	0.31	0	0	0.31	0.0033	0	7	0.18
108	0	0.00098	0	0	0.0018	0.00098	0.00098	0.36	0	0.00098	0.00098	0.31	0	0	0.31	0.0022	0	7	0.18
109	0	0.018	0	0	0.0053	0.018	0.018	0.33	0.00035	0.018	0.018	0.28	0	0	0.28	0.0064	0	7	0.18
110	0	0.0078	0	0	0.0041	0.0078	0.0078	0.35	0.0001	0.0078	0.0078	0.3	0	0	0.3	0.005	0	7	0.18
111	0	0.042	0	0	0.011	0.042	0.042	0.28	0.00021	0.042	0.042	0.24	0	0	0.24	0.014	0	7	0.18
112	0	0.0095	0	0	0.0042	0.0095	0.0095	0.35	0.00037	0.0095	0.0095	0.3	0	0	0.3	0.005	0	7	0.18
113	0	0.031	0	0	0.0072	0.031	0.031	0.3	0.003	0.031	0.031	0.26	0	0	0.26	0.0088	0	7	0.18
114	0	0.0031	0	0	0.0027	0.0031	0.0031	0.36	1.4e-05	0.0031	0.0031	0.31	0	0	0.31	0.0032	0	7	0.18
115	0	0.027	0	0	0.0065	0.027	0.027	0.31	0.0044	0.027	0.027	0.27	0	0	0.27	0.0079	0	7	0.18
116	0	0.01	0	0	0.0058	0.01	0.01	0.34	2e-05	0.01	0.01	0.3	0	0	0.3	0.007	0	7	0.18
117	0	0.013	0	0	0.0055	0.013	0.013	0.34	0.00013	0.013	0.013	0.29	0	0	0.29	0.0067	0	7	0.18
118	0	0.0089	0	0	0.0039	0.0089	0.0089	0.35	0.00043	0.0089	0.0089	0.3	0	0	0.3	0.0047	0	7	0.18
119	0	0.0031	0	0	0.0028	0.0031	0.0031	0.36	8.3e-06	0.0031	0.0031	0.31	0	0	0.31	0.0034	0	7	0.18
120	0	0.059	0	0	0.0083	0.059	0.059	0.24	0.031	0.059	0.059	0.21	0	0	0.21	0.01	0	7	0.18
121	0	0.035	0	0	0.0075	0.035	0.035	0.29	0.0049	0.035	0.035	0.25	0	0	0.25	0.0091	0	7	0.18
122	0	0.017	0	0	0.0054	0.017	0.017	0.33	0.0015	0.017	0.017	0.28	0	0	0.28	0.0065	0	7	0.18
123	0	0.023	0	0	0.0069	0.023	0.023	0.32	0.00078	0.023	0.023	0.27	0	0	0.27	0.0083	0	7	0.18
124	0	0.0027	0	0	0.003	0.0027	0.0027	0.36	1.4e-06	0.0027	0.0027	0.31	0	0	0.31	0.0037	0	7	0.18
125	0	0.0017	0	0	0.0021	0.0017	0.0017	0.36	1.6e-06	0.0017	0.0017	0.31	0	0	0.31	0.0026	0	7	0.18
126	0	0.011	0	0	0.0043	0.011	0.011	0.34	0.00073	0.011	0.011	0.3	0	0	0.3	0.0052	0	7	0.18
127	0	0.064	0	0	0.009	0.064	0.064	0.24	0.022	0.064	0.064	0.2	0	0	0.2	0.011	0	7	0.18
128	0	0.041	0	0	0.0081	0.041	0.041	0.28	0.0056	0.041	0.041	0.24	0	0	0.24	0.0098	0	7	0.18
129	0	0.099	0	0	0.0091	0.099	0.099	0.15	0.07	0.099	0.099	0.13	0	0	0.13	0.011	0	7	0.18
130	0	0.052	0	0	0.01	0.052	0.052	0.26	0.0025	0.052	0.052	0.23	0	0	0.23	0.012	0	7	0.18
131	0	0.036	0	0	0.0085	0.036	0.036	0.3	0.0014	0.036	0.036	0.25	0	0	0.25	0.01	0	7	0.18
132	0	0.062	0	0	0.0096	0.062	0.062	0.24	0.0097	0.062	0.062	0.21	0	0	0.21	0.012	0	7	0.18
133	0	0.06	0	0	0.011	0.06	0.06	0.25	0.0025	0.06	0.06	0.21	0	0	0.21	0.013	0	7	0.18
134	0	0.011	0	0	0.005	0.011	0.011	0.34	0.00011	0.011	0.011	0.3	0	0	0.3	0.006	0	7	0.18
135	0	0.014	0	0	0.0053	0.014	0.014	0.34	0.00055	0.014	0.014	0.29	0	0	0.29	0.0064	0	7	0.18
136	0	0.018	0	0	0.0057	0.018	0.018	0.33	0.00085	0.018	0.018	0.28	0	0	0.28	0.0069	0	7	0.18
137	0	0.0092	0	0	0.0054	0.0092	0.0092	0.35	1.8e-05	0.0092	0.0092	0.3	0	0	0.3	0.0065	0	7	0.18
138	0	0.0039	0	0	0.0031	0.0039	0.0039	0.36	1.3e-05	0.0039	0.0039	0.31	0	0	0.31	0.0038	0	7	0.18
139	0	0.1	0	0	0.0039	0.1	0.1	0.027	0.41	0.1	0.1	0.023	0	0	0.023	0.0047	0	8	0.1
140	0	0.071	0	0	0.0088	0.071	0.071	0.21	0.042	0.071	0.071	0.18	0	0	0.18	0.011	0	7	0.18
141	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.02
142	0	0.053	0	0	0.0089	0.053	0.053	0.26	0.0094	0.053	0.053	0.22	0	0	0.22	0.011	0	7	0.18
143	0	0.004	0	0	0.0034	0.004	0.004	0.36	5.7e-06	0.004	0.004	0.31	0	0	0.31	0.0042	0	7	0.18
144	0	0.0045	0	0	0.0034	0.0045	0.0045	0.36	1.8e-05	0.0045	0.0045	0.31	0	0	0.31	0.0041	0	7	0.18
145	0	0.035	0	0	0.0072	0.035	0.035	0.3	0.0074	0.035	0.035	0.25	0	0	0.25	0.0087	0	7	0.18
146	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	1	16	0
147	0	0.12	0	0	0.0061	0.12	0.12	0.052	0.23	0.12	0.12	0.045	0	0	0.045	0.0074	0	8	0.1
148	0	0.019	0	0	0.0084	0.019	0.019	0.33	3e-05	0.019	0.019	0.28	0	0	0.28	0.01	0	7	0.18
149	0	0.044	0	0	0.0076	0.044	0.044	0.28	0.015	0.044	0.044	0.24	0	0	0.24	0.0092	0	7	0.18
150	0	0.0098	0	0	0.0047	0.0098	0.0098	0.35	0.00011	0.0098	0.0098	0.3	0	0	0.3	0.0057	0	7	0.18
151	0	0.0079	0	0	0.0046	0.0079	0.0079	0.35	3.3e-05	0.0079	0.0079	0.3	0	0	0.3	0.0056	0	7	0.18
152	0	0.0051	0	0	0.0046	0.0051	0.0051	0.36	1.7e-06	0.0051	0.0051	0.3	0	0	0.3	0.0055	0	7	0.18
153	0	0.081	0	0	0.014	0.081	0.081	0.21	0.00087	0.081	0.081	0.18	0	0	0.18	0.016	0	7	0.18
154	0	0.096	0	0	0.012	0.096	0.096	0.18	0.0054	0.096	0.096	0.15	0	0	0.15	0.015	0	7	0.18
155	0	0.11	0	0	0.01	0.11	0.11	0.14	0.033	0.11	0.11	0.12	0	0	0.12	0.013	0	7	0.18
156	0	0.019	0	0	0.0066	0.019	0.019	0.33	0.00037	0.019	0.019	0.28	0	0	0.28	0.008	0	7	0.18
157	0	0.0034	0	0	0.0034	0.0034	0.0034	0.36	2.4e-06	0.0034	0.0034	0.31	0	0	0.31	0.0041	0	7	0.18
158	0	0.0018	0	0	0.0023	0.0018	0.0018	0.36	1.1e-06	0.0018	0.0018	0.31	0	0	0.31	0.0028	0	7	0.18
159	0	0.035	0	0	0.0089	0.035	0.035	0.3	0.00077	0.035	0.035	0.25	0	0	0.25	0.011	0	7	0.18
160	0	0.0064	0	0	0.0037	0.0064	0.0064	0.35	7.4e-05	0.0064	0.0064	0.3	0	0	0.3	0.0045	0	7	0.18
161	0	0.045	0	0	0.008	0.045	0.045	0.28	0.011	0.045	0.045	0.24	0	0	0.24	0.0096	0	7	0.18
162	0	0	0	0	0	0	0	0.37	0	0	0	0.32	0	0	0.32	0	0	7	0.18
163	0	0.019	0	0	0.0054	0.019	0.019	0.33	0.0027	0.019	0.019	0.28	0	0	0.28	0.0066	0	7	0.18
164	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.02
165	0	0	0	0	0	0	0	0.37	0	0	0	0.32	0	0	0.32	0	0	7	0.18
166	0	0.0015	0	0	0.0019	0.0015	0.0015	0.36	2.5e-06	0.0015	0.0015	0.31	0	0	0.31	0.0023	0	7	0.18
167	0	0.031	0	0	0.0076	0.031	0.031	0.31	0.0017	0.031	0.031	0.26	0	0	0.26	0.0092	0	7	0.18
168	0	0.0019	0	0	0.0024	0.0019	0.0019	0.36	1.1e-06	0.0019	0.0019	0.31	0	0	0.31	0.0029	0	7	0.18
169	0	0.052	0	0	0.0085	0.052	0.052	0.26	0.013	0.052	0.052	0.22	0	0	0.22	0.01	0	7	0.18
170	0	0.018	0	0	0.006	0.018	0.018	0.33	0.00053	0.018	0.018	0.28	0	0	0.28	0.0073	0	7	0.18
171	0	0.073	0	0	0.011	0.073	0.073	0.22	0.0053	0.073	0.073	0.19	0	0	0.19	0.013	0	7	0.18
172	0	0.023	0	0	0.0064	0.023	0.023	0.32	0.0014	0.023	0.023	0.28	0	0	0.28	0.0078	0	7	0.18
173	0	0.015	0	0	0.0059	0.015	0.015	0.34	0.0002	0.015	0.015	0.29	0	0	0.29	0.0071	0	7	0.18
174	0	0.022	0	0	0.0062	0.022	0.022	0.32	0.002	0.022	0.022	0.28	0	0	0.28	0.0075	0	7	0.18
175	0	0.031	0	0	0.0075	0.031	0.031	0.3	0.0021	0.031	0.031	0.26	0	0	0.26	0.0091	0	7	0.18
176	0	0.026	0	0	0.0089	0.026	0.026	0.31	0.0001	0.026	0.026	0.27	0	0	0.27	0.011	0	7	0.18
177	0	0.02	0	0	0.0069	0.02	0.02	0.33	0.00028	0.02	0.02	0.28	0	0	0.28	0.0084	0	7	0.18
178	0	0.014	0	0	0.0057	0.014	0.014	0.34	0.00019	0.014	0.014	0.29	0	0	0.29	0.0068	0	7	0.18
179	0	0.021	0	0	0.0064	0.021	0.021	0.32	0.00097	0.021	0.021	0.28	0	0	0.28	0.0078	0	7	0.18
180	0	0.021	0	0	0.0063	0.021	0.021	0.32	0.001	0.021	0.021	0.28	0	0	0.28	0.0076	0	7	0.18
181	0	0.012	0	0	0.0058	0.012	0.012	0.34	4.6e-05	0.012	0.012	0.29	0	0	0.29	0.007	0	7	0.18
182	0	0.018	0	0	0.0056	0.018	0.018	0.33	0.0013	0.018	0.018	0.28	0	0	0.28	0.0068	0	7	0.18
183	0	0.0011	0	0	0.002	0.0011	0.0011	0.36	0	0.0011	0.0011	0.31	0	0	0.31	0.0024	0	7	0.18
184	0	0.027	0	0	0.0077	0.027	0.027	0.31	0.00072	0.027	0.027	0.27	0	0	0.27	0.0093	0	7	0.18
185	0	0.043	0	0	0.0086	0.043	0.043	0.28	0.004	0.043	0.043	0.24	0	0	0.24	0.01	0	7	0.18
186	0	0.055	0	0	0.0088	0.055	0.055	0.26	0.012	0.055	0.055	0.22	0	0	0.22	0.011	0	7	0.18
187	0	0.022	0	0	0.0056	0.022	0.022	0.32	0.0036	0.022	0.022	0.28	0	0	0.28	0.0068	0	7	0.18
188	0	0	0	0	3.7e-06	0	0	0.37	0	0	0	0.32	0	0	0.32	4.5e-06	0	7	0.18
189	1.3e-06	4.6e-05	1.3e-06	1.3e-06	5e-05	4.6e-05	4.6e-05	0.37	0	4.6e-05	4.6e-05	0.32	0	1.3e-06	0.32	6.1e-05	0	7	0.18
190	0	0.022	0	0	0.0059	0.022	0.022	0.32	0.0024	0.022	0.022	0.28	0	0	0.28	0.0071	0	7	0.18
191	0	0.011	0	0	0.0054	0.011	0.011	0.34	7.5e-05	0.011	0.011	0.29	0	0	0.29	0.0066	0	7	0.18
192	0	0.0014	0	0	0.0023	0.0014	0.0014	0.36	0	0.0014	0.0014	0.31	0	0	0.31	0.0027	0	7	0.18
193	0	0	0	0	0	0	0	0.37	0	0	0	0.32	0	0	0.32	0	0	7	0.18
194	0	0	0	0	0	0	0	0.37	0	0	0	0.32	0	0	0.32	0	0	7	0.18
195	0	0.00067	0	0	0.0015	0.00067	0.00067	0.37	0	0.00067	0.00067	0.31	0	0	0.31	0.0018	0	7	0.18
196	0	0.00046	0	0	0.001	0.00046	0.00046	0.37	0	0.00046	0.00046	0.31	0	0	0.31	0.0013	0	7	0.18
197	0	0.062	0	0	0.014	0.062	0.062	0.24	0.00016	0.062	0.062	0.21	0	0	0.21	0.017	0	7	0.18
198	0	0.013	0	0	0.0064	0.013	0.013	0.34	3.1e-05	0.013	0.013	0.29	0	0	0.29	0.0078	0	7	0.18
199	0	0.0063	0	0	0.0026	0.0063	0.0063	0.35	0.00037	0.0063	0.0063	0.3	0	0	0.3	0.0031	0	7	0.18
200	0	0.0015	0	0	0.0024	0.0015	0.0015	0.36	0	0.0015	0.0015	0.31	0	0	0.31	0.0029	0	7	0.18
201	0	0.00056	0	0	0.00059	0.00056	0.00056	0.37	2e-06	0.00056	0.00056	0.31	0	0	0.31	0.00071	0	7	0.18
202	0	0.095	0	0	0.0076	0.095	0.095	0.13	0.16	0.095	0.095	0.11	9.2e-05	0	0.11	0.0092	0	8	0.1
203	0	0.049	0	0	0.009	0.049	0.049	0.27	0.0055	0.049	0.049	0.23	0	0	0.23	0.011	0	7	0.18
204	0	0.031	0	0	0.0079	0.031	0.031	0.3	0.0014	0.031	0.031	0.26	0	0	0.26	0.0095	0	7	0.18
