SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
315	0.96	0.012	0	0.027	0	0	0.18
316	0.86	0.0001	0	0.14	0	0	0.18
317	0.76	0.0012	0	0.24	0	0	0.18
318	0	0	1	1.9e-06	0	2	0.02
319	0.92	0.004	0	0.081	0	0	0.18
320	1	0.0044	0	0	0	0	0.18
321	1	0.00027	0	0	0	0	0.18
322	0.99	0.0079	0	1.4e-05	0	0	0.18
323	0.97	0.00064	0	0.032	0	0	0.18
324	0.94	0.00031	0	0.055	0	0	0.18
325	0.037	0.96	0	0	0	1	0.25
326	0.94	0.015	0	0.043	0	0	0.18
327	0.92	0.05	0	0.025	0	0	0.18
328	0.00025	0.00066	0	0	1	4	0.68
329	0.95	0.0046	0	0.042	0	0	0.18
330	0.83	0.00054	0	0.17	0	0	0.18
331	0.99	0.0053	0	0	0	0	0.18
332	0.53	4.2e-05	0	0.47	0	0	0.18
333	0.77	0.0021	3.6e-05	0.23	0	0	0.18
334	0.95	0.0042	0	0.05	0	0	0.18
335	0.98	0.012	0	0.0043	0	0	0.18
336	0.78	5.6e-05	0	0.22	0	0	0.18
337	0.73	0.0013	2.1e-05	0.26	0	0	0.18
338	0.96	0.0052	0	0.031	0	0	0.18
339	0.84	0.00072	0	0.16	0	0	0.18
340	0.93	3.4e-05	0	0.073	0	0	0.18
341	0.92	0.0001	0	0.078	0	0	0.18
342	0.025	0	0	0.97	0	3	0.14
343	0.91	0.00017	0	0.091	0	0	0.18
344	0.44	2.2e-06	0	0.56	0	3	0.14
345	0.93	0.00023	0	0.073	0	0	0.18
346	0.91	0.00037	0	0.089	0	0	0.18
347	0.82	0.00072	0	0.18	0	0	0.18
348	0.89	0.0009	0	0.11	0	0	0.18
349	0.83	0.00094	0	0.17	0	0	0.18
350	0.68	0.00046	0	0.32	0	0	0.18
351	0.78	7.2e-05	0	0.22	0	0	0.18
352	0.91	1.8e-05	0	0.085	0	0	0.18
353	0.83	8.9e-05	0	0.17	0	0	0.18
354	0.91	0.00093	0	0.092	0	0	0.18
355	0.94	0.0069	0	0.054	0	0	0.18
356	0.88	6.2e-05	0	0.12	0	0	0.18
357	0.77	3.7e-05	0	0.23	0	0	0.18
358	0.88	0.0031	0	0.11	0	0	0.18
359	0.76	0.0051	0.00041	0.23	0	0	0.18
360	0.56	1.7e-05	0	0.44	0	0	0.18
361	0.69	0.00017	0	0.31	0	0	0.18
362	0.97	0.0059	0	0.022	0	0	0.18
363	0.77	0.006	0.0012	0.23	0	0	0.18
364	0.37	2.5e-05	0	0.63	0	3	0.14
365	0.87	1.5e-05	0	0.13	0	0	0.18
366	0.92	0.0015	0	0.078	0	0	0.18
367	0.77	4.8e-06	0	0.23	0	0	0.18
368	1	0	5.1e-05	0	0	0	0.18
369	0.99	1.7e-05	0.0086	0	0	0	0.18
370	0.76	7.9e-05	0	0.24	0	0	0.18
371	0.99	0.001	0	0.0045	0	0	0.18
372	0.94	0.0011	0	0.056	0	0	0.18
373	0.79	0.0014	0	0.21	0	0	0.18
374	0.94	0.0048	0	0.053	0	0	0.18
375	0.92	0.012	0	0.065	0	0	0.18
376	0.58	7.7e-06	0	0.42	0	0	0.18
377	0.89	0.0034	0	0.11	0	0	0.18
378	0.83	0.002	0	0.17	0	0	0.18
379	0.86	0.0074	3.5e-06	0.14	0	0	0.18
380	0.94	0.00027	0	0.06	0	0	0.18
381	0.1	0	0	0.9	0	3	0.14
382	0.96	0.0022	0	0.036	0	0	0.18
383	0.69	0.00014	0	0.31	0	0	0.18
384	0.91	0.003	0	0.087	0	0	0.18
385	0.84	0.0041	0	0.16	0	0	0.18
386	0	0	1	0	0	2	0.02
387	0.82	0.0038	2.9e-06	0.17	0	0	0.18
388	0.84	0.00072	0	0.16	0	0	0.18
389	0.88	0.11	0	0.01	0	0	0.18
390	0.82	0.00018	0	0.18	0	0	0.18
391	0.5	1.3e-05	0	0.5	0	3	0.14
392	0.91	0.00063	0	0.088	0	0	0.18
393	0.84	0.00043	0	0.16	0	0	0.18
394	0.37	2.3e-05	3.1e-05	0.63	0	3	0.14
395	0.93	0.0019	0	0.065	0	0	0.18
396	0.94	0.013	0	0.044	0	0	0.18
397	0.92	0.00092	0	0.083	0	0	0.18
398	0.7	0.00037	0	0.3	0	0	0.18
399	0.96	0.024	0	0.016	0	0	0.18
400	0.72	2.7e-05	0	0.28	0	0	0.18
401	0.7	0.00037	0	0.3	0	0	0.18
402	0.66	0.00031	0	0.34	0	0	0.18
403	0.64	0.00029	0	0.36	0	0	0.18
404	0.67	4.3e-06	0	0.33	0	0	0.18
405	0.87	0.00071	0	0.13	0	0	0.18
406	0.71	0.0001	0	0.29	0	0	0.18
407	0.72	0.0001	0	0.28	0	0	0.18
408	0.69	0.00014	0	0.31	0	0	0.18
409	0.67	0.0002	0	0.33	0	0	0.18
410	0.79	2e-05	0	0.21	0	0	0.18
411	0.97	0.0024	0	0.027	0	0	0.18
412	0.91	0.0071	0	0.083	0	0	0.18
413	0.91	0.00016	0	0.086	0	0	0.18
414	0.93	0.0042	0	0.061	0	0	0.18
415	0.95	4.8e-06	0	0.051	0	0	0.18
416	0.8	0.00025	0	0.2	0	0	0.18
417	0.96	0.0012	0	0.034	0	0	0.18
418	0.87	9.4e-05	0	0.12	0	0	0.18
419	0.93	0.0031	0	0.066	0	0	0.18
420	0.54	3.7e-05	0	0.46	0	0	0.18
421	0.88	0.00014	0	0.12	0	0	0.18
422	0.63	1.6e-05	0	0.37	0	0	0.18
423	0.65	0.00012	0	0.35	0	0	0.18
424	0.52	5.7e-06	0	0.48	0	0	0.18
425	0.94	0.0061	0	0.058	0	0	0.18
426	0.98	0.00061	0	0.016	0	0	0.18
427	0.98	0.0026	0	0.016	0	0	0.18
428	0.9	0.003	0	0.092	0	0	0.18
429	0.66	0.0026	0	0.34	0	0	0.18
430	0.94	0.023	0	0.037	0	0	0.18
431	0.76	0.00029	0	0.24	0	0	0.18
432	0.39	7.5e-06	0	0.61	0	3	0.14
433	0.93	0.0015	0	0.069	0	0	0.18
434	0.7	2.4e-05	0	0.3	0	0	0.18
435	1	0	0.0012	0	0	0	0.18
436	0.79	0.00029	0	0.21	0	0	0.18
437	0.95	0.0007	0	0.047	0	0	0.18
438	0.59	0.017	0.00059	0.4	0	0	0.18
439	0.74	0.00011	0	0.26	0	0	0.18
440	0.9	0.00017	0	0.1	0	0	0.18
441	0.67	0.0037	4.5e-06	0.32	0	0	0.18
442	0.93	0.00088	0	0.066	0	0	0.18
443	0.81	0.00019	0	0.19	0	0	0.18
444	0.97	0.0045	0	0.022	0	0	0.18
445	0.73	0.00017	0	0.27	0	0	0.18
446	0.58	4.6e-05	0	0.42	0	0	0.18
447	0.97	0.0011	0	0.031	0	0	0.18
448	0.99	0.0059	0	0.0073	0	0	0.18
449	0.92	1.6e-06	0	0.082	0	0	0.18
450	0.93	0.00092	0	0.065	0	0	0.18
451	0.99	0.0036	0	0.011	0	0	0.18
452	0.59	3.4e-05	0	0.41	0	0	0.18
453	0.69	1.3e-05	0	0.31	0	0	0.18
454	0.8	0.00022	0	0.2	0	0	0.18
455	0.92	0.00015	0	0.084	0	0	0.18
456	0.96	0.0049	0	0.038	0	0	0.18
457	0.62	5.3e-06	0	0.38	0	0	0.18
458	0.91	0.015	0	0.073	0	0	0.18
459	0.78	0.002	2.3e-06	0.21	0	0	0.18
460	0.72	0.0003	0	0.28	0	0	0.18
461	0.91	0.004	0	0.086	0	0	0.18
462	0.96	0.018	0	0.022	0	0	0.18
463	0.93	0.008	0	0.061	0	0	0.18
464	0.27	0	0	0.73	0	3	0.14
465	0.96	0.017	0	0.02	0	0	0.18
466	0.64	0.0001	0	0.36	0	0	0.18
467	0.93	0.0094	0	0.056	0	0	0.18
468	0.81	0.0011	0	0.19	0	0	0.18
469	0.82	0.00021	0	0.18	0	0	0.18
470	0.92	0.0048	0	0.078	0	0	0.18
471	0	0	0	0	1	4	0.68
472	0.91	0.00023	0	0.086	0	0	0.18
473	0.93	0.0047	0	0.061	0	0	0.18
474	0.76	0.0011	0	0.24	0	0	0.18
475	0.44	0.0011	0	0.56	0	3	0.14
476	0.78	0.00076	0	0.22	0	0	0.18
477	0.86	0.0022	0	0.13	0	0	0.18
478	0.95	0.0046	0	0.042	0	0	0.18
479	0.78	0.00034	0	0.22	0	0	0.18
480	0.9	0.00018	0	0.098	0	0	0.18
481	0.89	0.00098	0	0.11	0	0	0.18
482	0.79	0.00092	0	0.21	0	0	0.18
483	0.78	0.0004	0	0.22	0	0	0.18
484	0.96	0.027	0	0.012	0	0	0.18
485	0.85	5.2e-05	0	0.14	0	0	0.18
486	0.95	0.00069	0	0.048	0	0	0.18
487	0.43	4.6e-06	0	0.57	0	3	0.14
488	0.32	0	0	0.68	0	3	0.14
489	0.47	1.5e-05	0	0.53	0	3	0.14
490	0.82	5.6e-05	0	0.18	0	0	0.18
491	0.96	0.0086	0	0.031	0	0	0.18
492	0.91	0.00048	0	0.085	0	0	0.18
493	0.77	0.00041	0	0.23	0	0	0.18
494	0.98	9.5e-05	0	0.022	0	0	0.18
495	0.51	3.7e-05	0.00018	0.49	0	0	0.18
496	0.99	0.014	0	0	0	0	0.18
497	0.98	0.019	0	0	0	0	0.18
498	0.88	0.00034	0	0.12	0	0	0.18
499	0.93	0.0011	0	0.064	0	0	0.18
500	0.71	5.7e-06	0	0.29	0	0	0.18
501	0.82	3.3e-05	0	0.18	0	0	0.18
502	1	0	0.0023	0	0	0	0.18
503	0.93	0.0039	0	0.067	0	0	0.18
504	0.84	0.00062	0	0.16	0	0	0.18
505	0.83	0.00016	0	0.17	0	0	0.18
506	0.96	0.0058	0	0.032	0	0	0.18
507	0.74	0.00051	0	0.25	0	0	0.18
508	0.95	0.00012	0	0.055	0	0	0.18
509	0.86	0.0024	0	0.14	0	0	0.18
510	0.63	5.3e-05	0	0.37	0	0	0.18
511	0.57	5.9e-05	0	0.43	0	0	0.18
512	0.95	0.00019	0	0.048	0	0	0.18
513	6.3e-06	0	0	1	0	3	0.14
514	0.91	0.0087	0	0.084	0	0	0.18
515	0.61	0.00012	0	0.39	0	0	0.18
516	0.85	0.001	0	0.15	0	0	0.18
517	0.91	0.00014	0	0.087	0	0	0.18
518	0.88	0.0024	0	0.12	0	0	0.18
519	0.92	0.06	0	0.02	0	0	0.18
520	0.94	0.00093	0	0.06	0	0	0.18
521	0.52	3.4e-05	0	0.48	0	0	0.18
522	0.88	0.0062	0	0.11	0	0	0.18
523	0.51	4.6e-05	0	0.49	0	0	0.18
524	0.76	7.5e-05	0	0.24	0	0	0.18
525	0.6	9.7e-05	0	0.4	0	0	0.18
526	0.96	0.00016	0	0.044	0	0	0.18
527	0.9	0.00052	0	0.1	0	0	0.18
528	0.51	2.5e-05	0	0.49	0	0	0.18
529	0.93	0.013	0	0.054	0	0	0.18
530	0.97	0.0097	0	0.016	0	0	0.18
531	0.72	0.00045	0	0.28	0	0	0.18
532	0.88	0.0043	0	0.12	0	0	0.18
533	0.94	0.0011	0	0.056	0	0	0.18
534	0.87	6.7e-05	0	0.13	0	0	0.18
535	0.88	0.12	0	0.0016	0	0	0.18
536	0.91	0.00059	0	0.085	0	0	0.18
537	0.7	0.00064	0	0.3	0	0	0.18
538	0.93	0.0027	0	0.07	0	0	0.18
539	0.82	0.00021	0	0.18	0	0	0.18
540	0.77	0.00016	0	0.23	0	0	0.18
541	0.92	0.0063	0	0.077	1.2e-05	0	0.18
542	0.93	0.0015	0	0.072	0	0	0.18
543	0.94	0.0019	0	0.061	0	0	0.18
544	1	0	0.00014	0	0	0	0.18
545	0.9	0.00099	0	0.095	0	0	0.18
546	0.14	0.28	0.16	0.42	0	3	0.14
547	0.86	0.0015	0	0.14	0	0	0.18
548	0.00027	0.96	0.0071	0.032	0	1	0.25
549	0.74	0.00017	0	0.26	0	0	0.18
550	0.78	0.0002	0	0.21	0	0	0.18
551	0.95	0.02	0	0.033	0.00024	0	0.18
552	0.98	0.011	0	0.0047	0	0	0.18
