SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
38	4.3e-05	4.3e-05	0	0	0.2	0.058	0.23	0.23	0.0078	0.23	0.0078	0.041	0	2.5e-05	0	6	0.18
39	0.023	0.023	0	0	0.21	0.00096	0.24	0.24	0.0011	0.24	0.0011	0.00068	0	0.013	0	6	0.18
40	0.00038	0.00038	0	0	0.22	0.0088	0.25	0.25	0.0035	0.25	0.0035	0.0063	0	0.00022	0	6	0.18
41	2.3e-05	2.3e-05	2.1e-06	0	0.16	0.15	0.19	0.19	0.01	0.19	0.01	0.11	2.1e-06	1.3e-05	0	6	0.18
42	0.00029	0.00029	0	0	0.2	0.065	0.23	0.23	0.0071	0.23	0.0071	0.047	0	0.00016	0	6	0.18
43	1.3e-06	1.3e-06	0.0016	0	0.078	0.37	0.09	0.09	0.01	0.09	0.01	0.26	0.0016	0	0	5	0.14
44	0.0023	0.0023	2.2e-06	0	0.21	0.039	0.24	0.24	0.0053	0.24	0.0053	0.028	2.2e-06	0.0013	0	6	0.18
45	0.00026	0.00026	1.8e-05	0	0.18	0.096	0.21	0.21	0.0079	0.21	0.0079	0.068	1.8e-05	0.00015	0	6	0.18
46	1e-05	1e-05	0	0	0.18	0.097	0.21	0.21	0.0098	0.21	0.0098	0.069	0	5.8e-06	0	6	0.18
47	0.003	0.003	0	0	0.22	0.0075	0.25	0.25	0.0029	0.25	0.0029	0.0054	0	0.0017	0	6	0.18
48	0.0018	0.0018	0	0	0.22	0.0058	0.25	0.25	0.0027	0.25	0.0027	0.0041	0	0.001	0	6	0.18
49	0.00065	0.00065	0	0	0.21	0.033	0.24	0.24	0.0054	0.24	0.0054	0.023	0	0.00037	0	6	0.18
50	0.0028	0.0028	0	0	0.22	0.0015	0.26	0.26	0.0016	0.26	0.0016	0.0011	0	0.0016	0	6	0.18
51	2.3e-05	2.3e-05	0	0	0.21	0.024	0.24	0.24	0.0061	0.24	0.0061	0.017	0	1.3e-05	0	6	0.18
52	1.9e-05	1.9e-05	0.00047	0	0.13	0.23	0.15	0.15	0.01	0.15	0.01	0.17	0.00047	1.1e-05	0	5	0.14
53	0.00045	0.00045	0	0	0.21	0.025	0.24	0.24	0.0051	0.24	0.0051	0.018	0	0.00026	0	6	0.18
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
55	5.1e-06	5.1e-06	0	0	0.22	0.0054	0.25	0.25	0.0039	0.25	0.0039	0.0039	0	2.9e-06	0	6	0.18
56	3.8e-05	3.8e-05	0	0	0.17	0.12	0.2	0.2	0.0094	0.2	0.0094	0.084	0	2.1e-05	0	6	0.18
57	0.00075	0.00075	0	0	0.2	0.047	0.23	0.23	0.006	0.23	0.006	0.034	0	0.00043	0	6	0.18
58	6.8e-05	6.8e-05	0	0	0.2	0.046	0.23	0.23	0.007	0.23	0.007	0.033	0	3.9e-05	0	6	0.18
59	0.0045	0.0045	0	0	0.22	0.0053	0.25	0.25	0.0025	0.25	0.0025	0.0038	0	0.0025	0	6	0.18
60	9.6e-05	9.6e-05	0	0	0.19	0.076	0.22	0.22	0.0079	0.22	0.0079	0.054	0	5.5e-05	0	6	0.18
61	0.001	0.001	2.1e-05	0	0.2	0.065	0.23	0.23	0.0065	0.23	0.0065	0.046	2.1e-05	0.0006	0	6	0.18
62	0	0	0.0013	0	0.035	0.48	0.04	0.04	0.0085	0.04	0.0085	0.34	0.0013	0	0	5	0.14
63	0.00097	0.00097	0	0	0.22	0.011	0.25	0.25	0.0035	0.25	0.0035	0.0076	0	0.00055	0	6	0.18
64	0.00021	0.00021	0	0	0.22	0.0099	0.25	0.25	0.0038	0.25	0.0038	0.0071	0	0.00012	0	6	0.18
65	0	0	0.0023	0	0.063	0.41	0.073	0.073	0.0099	0.073	0.0099	0.29	0.0023	0	0	5	0.14
66	0.0011	0.0011	0	0	0.21	0.018	0.25	0.25	0.0042	0.25	0.0042	0.013	0	0.00063	0	6	0.18
67	0	0	1.1e-05	0	0.092	0.33	0.11	0.11	0.012	0.11	0.012	0.24	1.1e-05	0	0	5	0.14
68	0.00093	0.00093	0	0	0.2	0.043	0.24	0.24	0.0057	0.24	0.0057	0.03	0	0.00053	0	6	0.18
69	9e-05	9e-05	0.0044	0	0.14	0.2	0.16	0.16	0.0094	0.16	0.0094	0.14	0.0044	5.2e-05	0	5	0.14
70	0.00077	0.00077	0	0	0.22	0.014	0.25	0.25	0.0039	0.25	0.0039	0.0098	0	0.00044	0	6	0.18
71	0.0013	0.0013	0	0	0.21	0.023	0.25	0.25	0.0046	0.25	0.0046	0.016	0	0.00074	0	6	0.18
72	0	0	0.00044	0	0.016	0.53	0.019	0.019	0.0066	0.019	0.0066	0.38	0.00044	0	0	5	0.14
73	0.00023	0.00023	0.0012	0	0.18	0.1	0.21	0.21	0.0061	0.21	0.0061	0.073	0.0012	0.00013	0	6	0.18
74	0.0044	0.0044	0	0	0.21	0.027	0.24	0.24	0.0044	0.24	0.0044	0.019	0	0.0025	0	6	0.18
75	6.1e-06	6.1e-06	0	0	0.15	0.19	0.17	0.17	0.011	0.17	0.011	0.13	0	3.5e-06	0	5	0.14
76	1.1e-05	1.1e-05	0	0	0.18	0.1	0.21	0.21	0.0099	0.21	0.0099	0.073	0	6.5e-06	0	6	0.18
77	0.00018	0.00018	0.013	0	0.17	0.13	0.19	0.19	0.0064	0.19	0.0064	0.094	0.013	0.0001	0	6	0.18
78	3.2e-05	3.2e-05	1.2e-05	0	0.16	0.16	0.18	0.18	0.01	0.18	0.01	0.11	1.2e-05	1.8e-05	0	6	0.18
79	2.7e-05	2.7e-05	0.016	0	0.11	0.26	0.13	0.13	0.0096	0.13	0.0096	0.19	0.016	1.6e-05	0	5	0.14
80	2.9e-05	2.9e-05	1.3e-05	0	0.16	0.16	0.18	0.18	0.01	0.18	0.01	0.12	1.3e-05	1.7e-05	0	6	0.18
81	0.0018	0.0018	0	0	0.21	0.022	0.25	0.25	0.0044	0.25	0.0044	0.016	0	0.001	0	6	0.18
82	3.1e-05	3.1e-05	2e-05	0	0.16	0.17	0.18	0.18	0.01	0.18	0.01	0.12	2e-05	1.8e-05	0	6	0.18
83	1.5e-05	1.5e-05	0	0	0.17	0.12	0.2	0.2	0.01	0.2	0.01	0.089	0	8.5e-06	0	6	0.18
84	0.0015	0.0015	0	0	0.22	0.013	0.25	0.25	0.0037	0.25	0.0037	0.0091	0	0.00085	0	6	0.18
85	0.00065	0.00065	0	0	0.2	0.054	0.23	0.23	0.0063	0.23	0.0063	0.038	0	0.00037	0	6	0.18
86	0.00096	0.00096	0	0	0.21	0.033	0.24	0.24	0.0052	0.24	0.0052	0.023	0	0.00055	0	6	0.18
87	0.00071	0.00071	0	0	0.21	0.026	0.24	0.24	0.0049	0.24	0.0049	0.018	0	0.00041	0	6	0.18
88	0.0011	0.0011	0	0	0.21	0.034	0.24	0.24	0.0053	0.24	0.0053	0.024	0	0.00065	0	6	0.18
89	0.00036	0.00036	2.5e-05	0	0.2	0.06	0.23	0.23	0.0052	0.23	0.0052	0.043	2.5e-05	0.0002	0	6	0.18
90	0.00011	0.00011	3.1e-05	0	0.17	0.13	0.2	0.2	0.0088	0.2	0.0088	0.09	3.1e-05	6.6e-05	0	6	0.18
91	5.2e-05	5.2e-05	0.0004	0	0.15	0.19	0.17	0.17	0.0098	0.17	0.0098	0.13	0.0004	3e-05	0	5	0.14
92	0	0	0.078	0	0.031	0.4	0.036	0.036	0.0066	0.036	0.0066	0.29	0.078	0	0	5	0.14
93	0	0	2.3e-05	0	0.085	0.35	0.098	0.098	0.012	0.098	0.012	0.25	2.3e-05	0	0	5	0.14
94	0.00033	0.00033	0	0	0.21	0.021	0.25	0.25	0.0049	0.25	0.0049	0.015	0	0.00019	0	6	0.18
95	0.0024	0.0024	0	0	0.22	0.0037	0.25	0.25	0.0022	0.25	0.0022	0.0027	0	0.0014	0	6	0.18
96	0.00035	0.00035	3.8e-06	0	0.19	0.075	0.22	0.22	0.0073	0.22	0.0073	0.054	3.8e-06	0.0002	0	6	0.18
97	0.0002	0.0002	0	0	0.22	0.011	0.25	0.25	0.004	0.25	0.004	0.0078	0	0.00011	0	6	0.18
98	0.0021	0.0021	0	0	0.22	0.012	0.25	0.25	0.0035	0.25	0.0035	0.0087	0	0.0012	0	6	0.18
99	0.00033	0.00033	0.00014	0	0.19	0.074	0.22	0.22	0.0055	0.22	0.0055	0.053	0.00014	0.00019	0	6	0.18
100	0.001	0.001	0.00013	0	0.2	0.049	0.23	0.23	0.0044	0.23	0.0044	0.035	0.00013	0.0006	0	6	0.18
101	4.7e-05	4.7e-05	2.5e-06	0	0.17	0.13	0.2	0.2	0.0094	0.2	0.0094	0.09	2.5e-06	2.7e-05	0	6	0.18
102	0.0012	0.0012	0	0	0.22	0.014	0.25	0.25	0.0039	0.25	0.0039	0.01	0	0.00067	0	6	0.18
103	0.00038	0.00038	0	0	0.21	0.029	0.24	0.24	0.0054	0.24	0.0054	0.021	0	0.00021	0	6	0.18
104	0.0011	0.0011	0	0	0.21	0.031	0.24	0.24	0.0051	0.24	0.0051	0.022	0	0.00062	0	6	0.18
105	1e-05	1e-05	0	0	0.2	0.048	0.23	0.23	0.0081	0.23	0.0081	0.035	0	6e-06	0	6	0.18
106	0	0	0	0	0.11	0.27	0.13	0.13	0.013	0.13	0.013	0.19	0	0	0	5	0.14
107	0.00048	0.00048	0	0	0.22	0.0068	0.25	0.25	0.0031	0.25	0.0031	0.0049	0	0.00027	0	6	0.18
108	0.0025	0.0025	0	0	0.22	0.0032	0.25	0.25	0.0021	0.25	0.0021	0.0023	0	0.0014	0	6	0.18
109	2.8e-05	2.8e-05	0	0	0.2	0.057	0.23	0.23	0.0061	0.23	0.0061	0.041	0	1.6e-05	0	6	0.18
110	0.0014	0.0014	0	0	0.21	0.026	0.24	0.24	0.0047	0.24	0.0047	0.018	0	0.00078	0	6	0.18
111	0	0	0	0	0.17	0.14	0.19	0.19	0.013	0.19	0.013	0.097	0	0	0	6	0.18
112	0.0033	0.0033	0	0	0.21	0.031	0.24	0.24	0.0047	0.24	0.0047	0.022	0	0.0019	0	6	0.18
113	0.00016	0.00016	6.8e-06	0	0.18	0.1	0.21	0.21	0.0082	0.21	0.0082	0.071	6.8e-06	9.1e-05	0	6	0.18
114	0.006	0.006	0	0	0.22	0.01	0.25	0.25	0.0031	0.25	0.0031	0.0073	0	0.0034	0	6	0.18
115	0.00051	0.00051	5.9e-05	0	0.19	0.089	0.21	0.21	0.0074	0.21	0.0074	0.064	5.9e-05	0.00029	0	6	0.18
116	3.6e-05	3.6e-05	0	0	0.21	0.034	0.24	0.24	0.0066	0.24	0.0066	0.024	0	2.1e-05	0	6	0.18
117	0.00019	0.00019	0	0	0.21	0.041	0.24	0.24	0.0063	0.24	0.0063	0.03	0	0.00011	0	6	0.18
118	0.0055	0.0055	1.7e-06	0	0.21	0.029	0.24	0.24	0.0044	0.24	0.0044	0.021	1.7e-06	0.0031	0	6	0.18
119	0.0033	0.0033	0	0	0.22	0.01	0.25	0.25	0.0032	0.25	0.0032	0.0072	0	0.0019	0	6	0.18
120	4e-05	4e-05	0.002	0	0.14	0.19	0.17	0.17	0.0095	0.17	0.0095	0.14	0.002	2.3e-05	0	5	0.14
121	0.00014	0.00014	2.3e-05	0	0.18	0.11	0.2	0.2	0.0086	0.2	0.0086	0.082	2.3e-05	8.2e-05	0	6	0.18
122	0.0013	0.0013	9.2e-06	0	0.2	0.056	0.23	0.23	0.0061	0.23	0.0061	0.04	9.2e-06	0.00073	0	6	0.18
123	0.00011	0.00011	0	0	0.19	0.075	0.22	0.22	0.0078	0.22	0.0078	0.054	0	6.4e-05	0	6	0.18
124	0.00047	0.00047	0	0	0.22	0.009	0.25	0.25	0.0035	0.25	0.0035	0.0065	0	0.00027	0	6	0.18
125	0.0055	0.0055	0	0	0.22	0.0054	0.25	0.25	0.0024	0.25	0.0024	0.0039	0	0.0031	0	6	0.18
126	0.0041	0.0041	4.8e-06	0	0.21	0.036	0.24	0.24	0.0049	0.24	0.0049	0.026	4.8e-06	0.0023	0	6	0.18
127	2.9e-05	2.9e-05	0.00029	0	0.14	0.21	0.16	0.16	0.01	0.16	0.01	0.15	0.00029	1.7e-05	0	5	0.14
128	7.8e-05	7.8e-05	1.8e-05	0	0.17	0.13	0.2	0.2	0.0091	0.2	0.0091	0.094	1.8e-05	4.5e-05	0	6	0.18
129	3.5e-06	3.5e-06	0.0017	0	0.094	0.33	0.11	0.11	0.011	0.11	0.011	0.23	0.0017	2e-06	0	5	0.14
130	5.9e-06	5.9e-06	0	0	0.16	0.17	0.18	0.18	0.011	0.18	0.011	0.12	0	3.4e-06	0	6	0.18
131	2.4e-05	2.4e-05	0	0	0.18	0.12	0.2	0.2	0.0096	0.2	0.0096	0.082	0	1.4e-05	0	6	0.18
132	1.2e-05	1.2e-05	1.4e-05	0	0.14	0.2	0.16	0.16	0.011	0.16	0.011	0.14	1.4e-05	6.7e-06	0	5	0.14
133	2.2e-06	2.2e-06	0	0	0.15	0.19	0.17	0.17	0.012	0.17	0.012	0.14	0	1.3e-06	0	5	0.14
134	0.00035	0.00035	0	0	0.21	0.035	0.24	0.24	0.0057	0.24	0.0057	0.025	0	0.0002	0	6	0.18
135	0.00075	0.00075	0	0	0.2	0.047	0.23	0.23	0.006	0.23	0.006	0.034	0	0.00043	0	6	0.18
136	0.00026	0.00026	0	0	0.2	0.057	0.23	0.23	0.0066	0.23	0.0066	0.041	0	0.00015	0	6	0.18
137	2.9e-05	2.9e-05	0	0	0.21	0.03	0.24	0.24	0.0062	0.24	0.0062	0.022	0	1.6e-05	0	6	0.18
138	0.0021	0.0021	0	0	0.22	0.013	0.25	0.25	0.0036	0.25	0.0036	0.0092	0	0.0012	0	6	0.18
139	0	0	0.07	0	0.021	0.44	0.024	0.024	0.0059	0.024	0.0059	0.31	0.07	0	0	5	0.14
140	3.1e-05	3.1e-05	0.002	0	0.13	0.23	0.15	0.15	0.01	0.15	0.01	0.17	0.002	1.8e-05	0	5	0.14
141	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	2	0.06
142	3.2e-05	3.2e-05	3.2e-05	0	0.15	0.17	0.18	0.18	0.01	0.18	0.01	0.12	3.2e-05	1.9e-05	0	6	0.18
143	0.00056	0.00056	0	0	0.22	0.013	0.25	0.25	0.004	0.25	0.004	0.0095	0	0.00032	0	6	0.18
144	0.0016	0.0016	0	0	0.22	0.015	0.25	0.25	0.0039	0.25	0.0039	0.011	0	0.00091	0	6	0.18
145	0.00029	0.00029	0.00013	0	0.18	0.11	0.2	0.2	0.0081	0.2	0.0081	0.081	0.00013	0.00016	0	6	0.18
146	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
147	0	0	0.0098	0	0.037	0.47	0.043	0.043	0.0082	0.043	0.0082	0.33	0.0098	0	0	5	0.14
148	2.7e-06	2.7e-06	0	0	0.2	0.063	0.23	0.23	0.0096	0.23	0.0096	0.045	0	1.6e-06	0	6	0.18
149	0.0002	0.0002	0.00061	0	0.17	0.14	0.19	0.19	0.0087	0.19	0.0087	0.1	0.00061	0.00011	0	6	0.18
150	0.00053	0.00053	0	0	0.21	0.032	0.24	0.24	0.0054	0.24	0.0054	0.023	0	0.0003	0	6	0.18
151	0.00014	0.00014	0	0	0.21	0.026	0.24	0.24	0.0053	0.24	0.0053	0.019	0	7.7e-05	0	6	0.18
152	3.1e-05	3.1e-05	0	0	0.22	0.017	0.25	0.25	0.0052	0.25	0.0052	0.012	0	1.8e-05	0	6	0.18
153	0	0	0	0	0.12	0.25	0.14	0.14	0.015	0.14	0.015	0.18	0	0	0	5	0.14
154	0	0	0	0	0.1	0.3	0.12	0.12	0.013	0.12	0.013	0.21	0	0	0	5	0.14
155	0	0	3.5e-05	0	0.083	0.35	0.096	0.096	0.011	0.096	0.011	0.25	3.5e-05	0	0	5	0.14
156	9.9e-05	9.9e-05	0	0	0.2	0.063	0.23	0.23	0.0075	0.23	0.0075	0.045	0	5.7e-05	0	6	0.18
157	0.00035	0.00035	0	0	0.22	0.011	0.25	0.25	0.0039	0.25	0.0039	0.0081	0	0.0002	0	6	0.18
158	0.0022	0.0022	0	0	0.22	0.0059	0.25	0.25	0.0027	0.25	0.0027	0.0042	0	0.0013	0	6	0.18
159	1.2e-05	1.2e-05	0	0	0.18	0.11	0.2	0.2	0.01	0.2	0.01	0.08	0	6.7e-06	0	6	0.18
160	0.0023	0.0023	0	0	0.21	0.021	0.25	0.25	0.0043	0.25	0.0043	0.015	0	0.0013	0	6	0.18
161	0.00011	0.00011	0.00015	0	0.16	0.14	0.19	0.19	0.0091	0.19	0.0091	0.1	0.00015	6.5e-05	0	6	0.18
162	0.00075	0.00075	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00043	0	6	0.18
163	0.0017	0.0017	5.4e-05	0	0.2	0.062	0.23	0.23	0.0062	0.23	0.0062	0.044	5.4e-05	0.00097	0	6	0.18
164	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	2	0.06
165	0.0044	0.0044	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.0025	0	6	0.18
166	0.018	0.018	0	0	0.21	0.0047	0.24	0.24	0.0021	0.24	0.0021	0.0033	0	0.011	0	6	0.18
167	7.5e-05	7.5e-05	0	0	0.18	0.099	0.21	0.21	0.0086	0.21	0.0086	0.071	0	4.3e-05	0	6	0.18
168	0.0018	0.0018	0	0	0.22	0.0062	0.25	0.25	0.0028	0.25	0.0028	0.0045	0	0.001	0	6	0.18
169	5.6e-05	5.6e-05	0.00013	0	0.15	0.17	0.18	0.18	0.0097	0.18	0.0097	0.12	0.00013	3.2e-05	0	6	0.18
170	0.00026	0.00026	0	0	0.2	0.057	0.23	0.23	0.0069	0.23	0.0069	0.041	0	0.00015	0	6	0.18
171	1.7e-06	1.7e-06	0	0	0.13	0.23	0.15	0.15	0.012	0.15	0.012	0.16	0	0	0	5	0.14
172	0.00029	0.00029	1.7e-06	0	0.19	0.073	0.22	0.22	0.0073	0.22	0.0073	0.053	1.7e-06	0.00016	0	6	0.18
173	0.00015	0.00015	0	0	0.2	0.048	0.23	0.23	0.0067	0.23	0.0067	0.034	0	8.8e-05	0	6	0.18
174	0.00049	0.00049	7.1e-06	0	0.19	0.072	0.22	0.22	0.007	0.22	0.007	0.052	7.1e-06	0.00028	0	6	0.18
175	9.2e-05	9.2e-05	1.7e-06	0	0.18	0.1	0.21	0.21	0.0086	0.21	0.0086	0.072	1.7e-06	5.3e-05	0	6	0.18
176	3.5e-06	3.5e-06	0	0	0.19	0.083	0.22	0.22	0.01	0.22	0.01	0.06	0	2e-06	0	6	0.18
177	5.5e-05	5.5e-05	0	0	0.2	0.065	0.23	0.23	0.0079	0.23	0.0079	0.046	0	3.2e-05	0	6	0.18
178	0.0002	0.0002	0	0	0.2	0.045	0.24	0.24	0.0065	0.24	0.0065	0.032	0	0.00012	0	6	0.18
179	0.00022	0.00022	0	0	0.19	0.07	0.22	0.22	0.0074	0.22	0.0074	0.05	0	0.00012	0	6	0.18
180	0.00026	0.00026	0	0	0.19	0.068	0.22	0.22	0.0072	0.22	0.0072	0.049	0	0.00015	0	6	0.18
181	6e-05	6e-05	0	0	0.21	0.039	0.24	0.24	0.0067	0.24	0.0067	0.028	0	3.4e-05	0	6	0.18
182	0.00039	0.00039	3.9e-06	0	0.2	0.059	0.23	0.23	0.0064	0.23	0.0064	0.043	3.9e-06	0.00022	0	6	0.18
183	0.0022	0.0022	0	0	0.22	0.0037	0.25	0.25	0.0023	0.25	0.0023	0.0026	0	0.0012	0	6	0.18
184	4e-05	4e-05	0	0	0.19	0.089	0.21	0.21	0.0088	0.21	0.0088	0.064	0	2.3e-05	0	6	0.18
185	3.6e-05	3.6e-05	3.5e-06	0	0.17	0.14	0.19	0.19	0.0097	0.19	0.0097	0.099	3.5e-06	2e-05	0	6	0.18
186	2e-05	2e-05	7.9e-05	0	0.15	0.18	0.18	0.18	0.0099	0.18	0.0099	0.13	7.9e-05	1.1e-05	0	5	0.14
187	0.00062	0.00062	8.5e-05	0	0.19	0.07	0.22	0.22	0.0065	0.22	0.0065	0.05	8.5e-05	0.00035	0	6	0.18
188	0.0017	0.0017	0	0	0.22	5.3e-06	0.26	0.26	4.3e-06	0.26	4.3e-06	3.8e-06	0	0.00098	0	6	0.18
189	0.0022	0.0022	0	0	0.22	0.00015	0.26	0.26	5.8e-05	0.26	5.8e-05	0.00011	0	0.0013	5.1e-06	6	0.18
190	0.00039	0.00039	1.9e-05	0	0.19	0.07	0.22	0.22	0.0068	0.22	0.0068	0.05	1.9e-05	0.00023	0	6	0.18
191	7.5e-05	7.5e-05	0	0	0.21	0.037	0.24	0.24	0.0062	0.24	0.0062	0.027	0	4.3e-05	0	6	0.18
192	0.00048	0.00048	0	0	0.22	0.0046	0.25	0.25	0.0026	0.25	0.0026	0.0033	0	0.00027	0	6	0.18
193	0.0011	0.0011	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00064	0	6	0.18
194	0.00079	0.00079	0	0	0.22	0	0.26	0.26	0	0.26	0	0	0	0.00045	0	6	0.18
195	0.0045	0.0045	0	0	0.22	0.0022	0.25	0.25	0.0017	0.25	0.0017	0.0016	0	0.0025	0	6	0.18
196	0.011	0.011	0	0	0.22	0.0015	0.25	0.25	0.0012	0.25	0.0012	0.001	0	0.0061	0	6	0.18
197	0	0	0	0	0.14	0.2	0.16	0.16	0.016	0.16	0.016	0.14	0	0	0	5	0.14
198	1.1e-05	1.1e-05	0	0	0.2	0.043	0.24	0.24	0.0074	0.24	0.0074	0.031	0	6.3e-06	0	6	0.18
199	0.0019	0.0019	2.3e-06	0	0.21	0.021	0.25	0.25	0.003	0.25	0.003	0.015	2.3e-06	0.0011	0	6	0.18
200	0.00037	0.00037	0	0	0.22	0.005	0.25	0.25	0.0027	0.25	0.0027	0.0036	0	0.00021	0	6	0.18
201	0.0033	0.0033	0	0	0.22	0.0018	0.26	0.26	0.00067	0.26	0.00067	0.0013	0	0.0019	0	6	0.18
202	3.3e-06	3.3e-06	0.04	0	0.079	0.32	0.091	0.091	0.009	0.091	0.009	0.23	0.04	1.9e-06	0	5	0.14
203	1.3e-05	1.3e-05	6e-06	0	0.16	0.16	0.18	0.18	0.01	0.18	0.01	0.11	6e-06	7.6e-06	0	6	0.18
