SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0
109	0	0.89	0	0.11	1	0.18
110	0	0.95	0	0.05	1	0.18
111	0	0.74	0	0.26	1	0.18
112	0	0.94	0	0.061	1	0.18
113	0	0.81	0	0.19	1	0.18
114	0	0.98	0	0.02	1	0.18
115	0	0.83	0	0.17	1	0.18
116	0	0.93	0	0.066	1	0.18
117	0	0.92	0	0.081	1	0.18
118	0	0.94	0	0.057	1	0.18
119	0	0.98	0	0.02	1	0.18
120	0	0.63	3.2e-06	0.37	1	0.18
121	0	0.78	0	0.22	1	0.18
122	0	0.89	0	0.11	1	0.18
123	0	0.85	0	0.15	1	0.18
124	0	0.98	0	0.018	1	0.18
125	0	0.99	0	0.011	1	0.18
126	0	0.93	0	0.071	1	0.18
127	0	0.61	0	0.39	1	0.18
128	0	0.75	0	0.25	1	0.18
129	0	0.4	0	0.6	3	0.14
130	0	0.68	0	0.32	1	0.18
131	0	0.78	0	0.22	1	0.18
132	0	0.62	0	0.38	1	0.18
133	0	0.64	0	0.36	1	0.18
134	0	0.93	0	0.068	1	0.18
135	0	0.91	0	0.092	1	0.18
136	0	0.89	0	0.11	1	0.18
137	0	0.94	0	0.059	1	0.18
138	0	0.97	0	0.025	1	0.18
139	0	0.1	3.7e-06	0.9	3	0.14
140	0	0.56	0	0.44	1	0.18
141	0	0	1	0	2	0.02
142	0	0.67	0	0.33	1	0.18
143	0	0.97	0	0.026	1	0.18
144	0	0.97	0	0.029	1	0.18
145	0	0.78	0	0.22	1	0.18
146	0	0	1	0	2	0.02
147	0	0.15	0	0.85	3	0.14
148	0	0.88	0	0.12	1	0.18
149	0	0.73	0	0.27	1	0.18
150	0	0.94	0	0.062	1	0.18
151	0	0.95	0	0.051	1	0.18
152	0	0.97	0	0.033	1	0.18
153	0	0.52	0	0.48	1	0.18
154	0	0.44	0	0.56	3	0.14
155	0	0.35	0	0.65	3	0.14
156	0	0.88	0	0.12	1	0.18
157	0	0.98	0	0.022	1	0.18
158	0	0.99	0	0.012	1	0.18
159	0	0.78	0	0.22	1	0.18
160	0	0.96	0	0.041	1	0.18
161	0	0.72	0	0.28	1	0.18
162	0	1	0	0	1	0.18
163	0	0.88	0	0.12	1	0.18
164	0	0	1	0	2	0.02
165	0	1	0	0	1	0.18
166	0	0.99	0	0.0095	1	0.18
167	0	0.81	0	0.19	1	0.18
168	0	0.99	0	0.012	1	0.18
169	0	0.68	0	0.32	1	0.18
170	0	0.89	0	0.11	1	0.18
171	0	0.56	0	0.44	1	0.18
172	0	0.86	0	0.14	1	0.18
173	0	0.91	0	0.094	1	0.18
174	0	0.86	0	0.14	1	0.18
175	0	0.81	0	0.19	1	0.18
176	0	0.84	0	0.16	1	0.18
177	0	0.87	0	0.13	1	0.18
178	0	0.91	0	0.088	1	0.18
179	0	0.86	0	0.14	1	0.18
180	0	0.87	0	0.13	1	0.18
181	0	0.92	0	0.075	1	0.18
182	0	0.88	0	0.12	1	0.18
183	0	0.99	0	0.0072	1	0.18
184	0	0.83	0	0.17	1	0.18
185	0	0.73	0	0.27	1	0.18
186	0	0.66	0	0.34	1	0.18
187	0	0.86	0	0.14	1	0.18
188	0	1	0	1e-05	1	0.18
189	5.1e-06	1	0	0.0003	1	0.18
190	0	0.86	0	0.14	1	0.18
191	0	0.93	0	0.073	1	0.18
192	0	0.99	0	0.0091	1	0.18
193	0	1	0	0	1	0.18
194	0	1	0	0	1	0.18
195	0	1	0	0.0043	1	0.18
196	0	1	0	0.0029	1	0.18
197	0	0.62	0	0.38	1	0.18
198	0	0.92	0	0.083	1	0.18
199	0	0.96	0	0.04	1	0.18
200	0	0.99	0	0.0098	1	0.18
201	0	1	0	0.0036	1	0.18
202	0	0.36	0.00046	0.64	3	0.14
203	0	0.7	0	0.3	1	0.18
204	0	0.8	0	0.2	1	0.18
205	0	0.79	0	0.21	1	0.18
206	8e-06	1	0	0	1	0.18
207	0	1	0	0	1	0.18
208	0	0.9	0	0.1	1	0.18
209	0	0.9	0	0.099	1	0.18
210	0	0.96	0	0.043	1	0.18
211	0	0.95	0	0.052	1	0.18
212	0	0.95	0	0.051	1	0.18
213	0	0.54	0	0.46	1	0.18
214	0	0.94	0	0.062	1	0.18
215	0	0.92	0	0.079	1	0.18
216	0	0.88	0	0.12	1	0.18
217	0	0.91	0	0.086	1	0.18
218	0	0.74	0	0.26	1	0.18
219	0	0	1	0	2	0.02
220	0	0.67	0	0.33	1	0.18
221	0	0.84	0	0.16	1	0.18
222	0	0.95	0	0.05	1	0.18
223	0	0.59	6e-06	0.41	1	0.18
224	0	0.17	0	0.83	3	0.14
225	0	0.9	0	0.1	1	0.18
226	0	1	0.00013	0	1	0.18
227	0	0.79	0	0.21	1	0.18
228	0	0.89	0	0.11	1	0.18
229	0	0.88	0	0.12	1	0.18
230	0.00013	0.98	0	0.015	1	0.18
231	0	0.47	0	0.53	3	0.14
232	0	0.61	0	0.39	1	0.18
233	0	0.96	0	0.036	1	0.18
234	0	0.42	0.0022	0.58	3	0.14
235	0	0	1	0	2	0.02
236	0	0.77	0	0.23	1	0.18
237	0	0.83	0	0.17	1	0.18
238	0	0.97	0	0.026	1	0.18
239	0	0.8	0	0.2	1	0.18
240	0	1	0	0.00074	1	0.18
241	0	0	1	0	2	0.02
242	0	0.93	0	0.073	1	0.18
243	0	1	0	0	1	0.18
244	0	0.85	0	0.15	1	0.18
245	0	1	0	0	1	0.18
246	0	0.69	0	0.31	1	0.18
247	0	0.75	4.6e-06	0.25	1	0.18
248	0	0.81	0	0.19	1	0.18
249	0	0.47	0	0.53	3	0.14
250	0	0.65	2.3e-06	0.35	1	0.18
251	0	0.97	0	0.026	1	0.18
252	0	0.67	0	0.33	1	0.18
253	0	0.9	0	0.1	1	0.18
254	0	0.86	0	0.14	1	0.18
255	0	0.98	0	0.021	1	0.18
256	0	0.88	2.1e-06	0.12	1	0.18
257	0	0.77	0	0.23	1	0.18
258	0	0.98	0	0.024	1	0.18
259	0	0.89	0	0.11	1	0.18
260	0	0.92	0	0.077	1	0.18
261	0	0.94	0	0.063	1	0.18
262	0.00051	1	0	0	1	0.18
263	0	0.94	0	0.063	1	0.18
264	0	0.8	0	0.2	1	0.18
265	0	0.94	0	0.062	1	0.18
266	0	1	0	0	1	0.18
267	0	0.9	0	0.1	1	0.18
268	0	0.98	0	0.016	1	0.18
269	0	0.94	0	0.061	1	0.18
270	0	1	0	0	1	0.18
271	0	1	0	0.00039	1	0.18
272	0	0.9	0	0.1	1	0.18
273	0	1	0	0.00044	1	0.18
274	0	0.62	0	0.37	1	0.18
275	0	0.9	0	0.097	1	0.18
276	0	0.7	0	0.3	1	0.18
277	0	0.87	0	0.13	1	0.18
278	0	0.61	0	0.39	1	0.18
279	0	0.86	0	0.14	1	0.18
280	0	0.8	0	0.2	1	0.18
281	0	0.93	0	0.069	1	0.18
282	0	0.64	2.8e-06	0.36	1	0.18
283	0	0.9	0	0.096	1	0.18
284	0	0.77	0	0.23	1	0.18
285	0	0.97	0	0.032	1	0.18
286	0	0.88	0	0.12	1	0.18
287	0	0.94	0	0.059	1	0.18
288	0	0.78	0	0.22	1	0.18
289	0	0.7	0	0.3	1	0.18
290	0	0.87	0	0.13	1	0.18
291	0	0.87	0	0.13	1	0.18
292	0	0.87	0	0.13	1	0.18
293	0	0.59	0	0.41	1	0.18
294	0	0.94	0	0.062	1	0.18
295	0	0.4	5.8e-06	0.6	3	0.14
296	0	0.86	0	0.14	1	0.18
297	0	1	0	0.001	1	0.18
298	0	0.86	0	0.14	1	0.18
299	0	0.66	0	0.34	1	0.18
300	0	0.97	0	0.028	1	0.18
301	0	0.93	0	0.074	1	0.18
302	0	0.92	0	0.084	1	0.18
303	0	0.46	0	0.54	3	0.14
304	0	0.72	0	0.28	1	0.18
305	0	0.81	0	0.19	1	0.18
306	0	0.59	5.5e-06	0.41	1	0.18
307	0	0.79	0	0.21	1	0.18
308	0	0.94	0	0.06	1	0.18
309	0	0.89	0	0.11	1	0.18
310	0	0.99	0	0.014	1	0.18
311	0	0.67	0	0.33	1	0.18
312	0	0.88	0	0.12	1	0.18
313	0	0.68	0	0.32	1	0.18
314	0	0.91	0	0.095	1	0.18
315	0	0.97	0	0.027	1	0.18
316	0	0.86	0	0.14	1	0.18
317	0	0.76	0	0.24	1	0.18
318	0	0	1	1.9e-06	2	0.02
319	0	0.92	0	0.08	1	0.18
320	0	1	0	0	1	0.18
321	0	1	0	0	1	0.18
322	0	1	0	1.4e-05	1	0.18
323	0	0.97	0	0.032	1	0.18
324	0	0.95	0	0.055	1	0.18
325	0	1	0	1.9e-05	1	0.18
326	0	0.96	0	0.044	1	0.18
327	0	0.97	0	0.026	1	0.18
328	1	0.00026	0	0	0	0.68
329	0	0.96	0	0.042	1	0.18
330	0	0.83	0	0.17	1	0.18
331	0	1	0	0	1	0.18
332	0	0.53	0	0.47	1	0.18
333	0	0.77	3.7e-05	0.23	1	0.18
334	0	0.95	0	0.05	1	0.18
335	0	1	0	0.0044	1	0.18
336	0	0.78	0	0.22	1	0.18
337	0	0.74	2.1e-05	0.26	1	0.18
338	0	0.97	0	0.031	1	0.18
339	0	0.84	0	0.16	1	0.18
340	0	0.93	0	0.072	1	0.18
341	0	0.92	0	0.078	1	0.18
342	0	0.025	0	0.97	3	0.14
343	0	0.91	0	0.09	1	0.18
344	0	0.45	0	0.55	3	0.14
345	0	0.93	0	0.073	1	0.18
346	0	0.91	0	0.089	1	0.18
347	0	0.82	0	0.18	1	0.18
348	0	0.89	0	0.11	1	0.18
349	0	0.83	0	0.17	1	0.18
350	0	0.68	0	0.32	1	0.18
351	0	0.78	0	0.22	1	0.18
352	0	0.92	0	0.085	1	0.18
353	0	0.83	0	0.17	1	0.18
354	0	0.91	0	0.092	1	0.18
355	0	0.95	0	0.054	1	0.18
356	0	0.88	0	0.12	1	0.18
357	0	0.78	0	0.22	1	0.18
358	0	0.89	0	0.11	1	0.18
359	0	0.77	0.00041	0.23	1	0.18
360	0	0.56	0	0.44	1	0.18
361	0	0.69	0	0.31	1	0.18
362	0	0.98	0	0.021	1	0.18
363	0	0.77	0.0012	0.23	1	0.18
364	0	0.37	0	0.63	3	0.14
365	0	0.87	0	0.13	1	0.18
366	0	0.92	0	0.078	1	0.18
367	0	0.77	0	0.23	1	0.18
368	0	1	5.1e-05	0	1	0.18
369	0	0.99	0.0086	0	1	0.18
370	0	0.77	0	0.23	1	0.18
371	0	1	0	0.0045	1	0.18
372	0	0.94	0	0.055	1	0.18
373	0	0.79	0	0.21	1	0.18
374	0	0.95	0	0.053	1	0.18
375	0	0.94	0	0.065	1	0.18
376	0	0.58	0	0.42	1	0.18
377	0	0.89	0	0.11	1	0.18
378	0	0.84	0	0.16	1	0.18
379	0	0.86	3.6e-06	0.14	1	0.18
380	0	0.94	0	0.059	1	0.18
381	0	0.1	0	0.9	3	0.14
382	0	0.96	0	0.036	1	0.18
383	0	0.7	0	0.3	1	0.18
384	0	0.91	0	0.087	1	0.18
385	0	0.84	0	0.16	1	0.18
386	0	0	1	0	2	0.02
387	0	0.83	2.9e-06	0.17	1	0.18
388	0	0.84	0	0.16	1	0.18
389	0	0.99	0	0.011	1	0.18
390	0	0.82	0	0.18	1	0.18
391	0	0.5	0	0.5	1	0.18
392	0	0.91	0	0.088	1	0.18
393	0	0.84	0	0.16	1	0.18
394	0	0.37	3.1e-05	0.62	3	0.14
395	0	0.93	0	0.065	1	0.18
396	0	0.96	0	0.044	1	0.18
397	0	0.92	0	0.083	1	0.18
398	0	0.71	0	0.29	1	0.18
399	0	0.98	0	0.016	1	0.18
400	0	0.72	0	0.28	1	0.18
401	0	0.71	0	0.29	1	0.18
402	0	0.66	0	0.34	1	0.18
403	0	0.64	0	0.36	1	0.18
404	0	0.67	0	0.33	1	0.18
405	0	0.87	0	0.13	1	0.18
406	0	0.72	0	0.28	1	0.18
407	0	0.73	0	0.27	1	0.18
408	0	0.69	0	0.31	1	0.18
409	0	0.67	0	0.33	1	0.18
410	0	0.8	0	0.2	1	0.18
411	0	0.97	0	0.027	1	0.18
412	0	0.92	0	0.083	1	0.18
413	0	0.91	0	0.086	1	0.18
414	0	0.94	0	0.061	1	0.18
415	0	0.95	0	0.05	1	0.18
416	0	0.8	0	0.2	1	0.18
417	0	0.97	0	0.034	1	0.18
418	0	0.88	0	0.12	1	0.18
419	0	0.93	0	0.065	1	0.18
420	0	0.54	0	0.46	1	0.18
421	0	0.88	0	0.12	1	0.18
422	0	0.63	0	0.37	1	0.18
423	0	0.65	0	0.35	1	0.18
424	0	0.52	0	0.48	1	0.18
425	0	0.94	0	0.057	1	0.18
426	0	0.98	0	0.016	1	0.18
427	0	0.98	0	0.016	1	0.18
428	0	0.91	0	0.092	1	0.18
429	0	0.66	0	0.34	1	0.18
430	0	0.96	0	0.037	1	0.18
431	0	0.77	0	0.23	1	0.18
432	0	0.39	0	0.61	3	0.14
433	0	0.93	0	0.068	1	0.18
434	0	0.7	0	0.3	1	0.18
435	0	1	0.0012	0	1	0.18
436	0	0.79	0	0.21	1	0.18
437	0	0.95	0	0.046	1	0.18
438	0	0.6	0.0006	0.4	1	0.18
439	0	0.74	0	0.26	1	0.18
440	0	0.9	0	0.1	1	0.18
441	0	0.68	4.6e-06	0.32	1	0.18
442	0	0.93	0	0.066	1	0.18
443	0	0.81	0	0.19	1	0.18
444	0	0.98	0	0.022	1	0.18
445	0	0.73	0	0.27	1	0.18
446	0	0.58	0	0.42	1	0.18
447	0	0.97	0	0.031	1	0.18
448	0	0.99	0	0.0073	1	0.18
449	0	0.92	0	0.081	1	0.18
450	0	0.94	0	0.065	1	0.18
451	0	0.99	0	0.011	1	0.18
452	0	0.59	0	0.41	1	0.18
453	0	0.69	0	0.31	1	0.18
454	0	0.81	0	0.19	1	0.18
455	0	0.92	0	0.083	1	0.18
456	0	0.96	0	0.038	1	0.18
457	0	0.62	0	0.38	1	0.18
458	0	0.93	0	0.074	1	0.18
459	0	0.79	2.3e-06	0.21	1	0.18
460	0	0.72	0	0.28	1	0.18
461	0	0.91	0	0.086	1	0.18
462	0	0.98	0	0.022	1	0.18
463	0	0.94	0	0.061	1	0.18
464	0	0.28	0	0.72	3	0.14
465	0	0.98	0	0.02	1	0.18
466	0	0.64	0	0.36	1	0.18
467	0	0.94	0	0.056	1	0.18
468	0	0.81	0	0.19	1	0.18
469	0	0.82	0	0.18	1	0.18
470	0	0.92	0	0.078	1	0.18
471	1	0	0	0	0	0.68
472	0	0.91	0	0.086	1	0.18
473	0	0.94	0	0.061	1	0.18
474	0	0.76	0	0.24	1	0.18
475	0	0.44	0	0.56	3	0.14
476	0	0.78	0	0.22	1	0.18
477	0	0.87	0	0.13	1	0.18
478	0	0.96	0	0.042	1	0.18
479	0	0.78	0	0.22	1	0.18
480	0	0.9	0	0.098	1	0.18
481	0	0.89	0	0.11	1	0.18
482	0	0.79	0	0.21	1	0.18
483	0	0.78	0	0.22	1	0.18
484	0	0.99	0	0.013	1	0.18
485	0	0.86	0	0.14	1	0.18
486	0	0.95	0	0.048	1	0.18
487	0	0.43	0	0.57	3	0.14
488	0	0.32	0	0.68	3	0.14
489	0	0.48	0	0.52	3	0.14
490	0	0.82	0	0.18	1	0.18
491	0	0.97	0	0.031	1	0.18
492	0	0.92	0	0.085	1	0.18
493	0	0.77	0	0.23	1	0.18
494	0	0.98	0	0.022	1	0.18
495	0	0.51	0.00019	0.49	1	0.18
496	0	1	0	0	1	0.18
497	0	1	0	0	1	0.18
498	0	0.88	0	0.12	1	0.18
499	0	0.94	0	0.064	1	0.18
500	0	0.72	0	0.28	1	0.18
501	0	0.82	0	0.18	1	0.18
502	0	1	0.0023	0	1	0.18
503	0	0.93	0	0.067	1	0.18
504	0	0.84	0	0.16	1	0.18
505	0	0.83	0	0.17	1	0.18
506	0	0.97	0	0.032	1	0.18
507	0	0.75	0	0.25	1	0.18
508	0	0.95	0	0.054	1	0.18
509	0	0.86	0	0.14	1	0.18
510	0	0.64	0	0.36	1	0.18
511	0	0.57	0	0.43	1	0.18
512	0	0.95	0	0.048	1	0.18
513	0	6.4e-06	0	1	3	0.14
514	0	0.92	0	0.084	1	0.18
515	0	0.61	0	0.39	1	0.18
516	0	0.85	0	0.15	1	0.18
517	0	0.91	0	0.086	1	0.18
518	0	0.88	0	0.12	1	0.18
519	0	0.98	0	0.021	1	0.18
520	0	0.94	0	0.06	1	0.18
521	0	0.52	0	0.48	1	0.18
522	0	0.89	0	0.11	1	0.18
523	0	0.51	0	0.49	1	0.18
524	0	0.76	0	0.24	1	0.18
525	0	0.61	0	0.39	1	0.18
526	0	0.96	0	0.044	1	0.18
527	0	0.9	0	0.1	1	0.18
528	0	0.52	0	0.48	1	0.18
529	0	0.95	0	0.054	1	0.18
530	0	0.98	0	0.016	1	0.18
531	0	0.72	0	0.28	1	0.18
532	0	0.88	0	0.12	1	0.18
533	0	0.94	0	0.055	1	0.18
534	0	0.87	0	0.13	1	0.18
535	0	1	0	0.0018	1	0.18
536	0	0.92	0	0.085	1	0.18
537	0	0.71	0	0.29	1	0.18
538	0	0.93	0	0.07	1	0.18
539	0	0.82	0	0.18	1	0.18
540	0	0.78	0	0.22	1	0.18
541	1.2e-05	0.92	0	0.077	1	0.18
542	0	0.93	0	0.072	1	0.18
543	0	0.94	0	0.061	1	0.18
544	0	1	0.00014	0	1	0.18
545	0	0.91	0	0.095	1	0.18
546	0	0.19	0.22	0.58	3	0.14
547	0	0.87	0	0.13	1	0.18
548	0	0.0069	0.18	0.81	3	0.14
549	0	0.75	0	0.25	1	0.18
550	0	0.79	0	0.21	1	0.18
551	0.00024	0.97	0	0.033	1	0.18
552	0	1	0	0.0048	1	0.18
553	0	0.88	0	0.12	1	0.18
554	0	0.9	0	0.097	1	0.18
555	0	0.94	0	0.056	1	0.18
556	0	0.83	0	0.17	1	0.18
557	0	0.96	0	0.04	1	0.18
558	0	0.88	0	0.12	1	0.18
559	0	0.84	0	0.16	1	0.18
560	0	0.56	0	0.44	1	0.18
561	0	0.9	0	0.097	1	0.18
562	0	0.71	0	0.29	1	0.18
563	0	0.91	0	0.09	1	0.18
564	0	0.82	0	0.18	1	0.18
565	0	0.86	0	0.14	1	0.18
566	0	0.99	0	0.007	1	0.18
567	0	0.89	0	0.11	1	0.18
568	0	0.9	0	0.1	1	0.18
569	0	0.57	0	0.43	1	0.18
570	0	0.95	0	0.05	1	0.18
571	0	0.67	0	0.33	1	0.18
572	0	0.69	0.038	0.27	1	0.18
573	0	0.99	0.0052	0	1	0.18
574	0	0.98	0	0.02	1	0.18
575	0	0.94	0	0.064	1	0.18
576	0	1.2e-05	0	1	3	0.14
577	0	0.79	0	0.21	1	0.18
578	0	0.95	0	0.05	1	0.18
579	0	0.85	0	0.15	1	0.18
580	0	0.93	0	0.067	1	0.18
581	0	0.99	0	0.013	1	0.18
582	0	0.17	0	0.83	3	0.14
583	0	0.96	0	0.04	1	0.18
584	0	0.74	0	0.26	1	0.18
585	0	0.87	0	0.13	1	0.18
586	0	0.64	0	0.36	1	0.18
587	0	0.64	0	0.36	1	0.18
588	0	0.86	0	0.14	1	0.18
589	0	0.85	0	0.15	1	0.18
590	0	0.9	0	0.1	1	0.18
591	0	0.78	0	0.22	1	0.18
592	0	0.97	0	0.031	1	0.18
593	0	0.93	0	0.073	1	0.18
594	0	0.99	0	0.0092	1	0.18
595	0	0	1	0	2	0.02
596	0	0.94	0	0.057	1	0.18
597	0	0.88	0	0.12	1	0.18
598	0	0.91	0	0.091	1	0.18
599	0	0.97	0	0.034	1	0.18
600	0	0.64	0	0.36	1	0.18
601	0	1	0	0	1	0.18
602	0	0.53	0	0.47	1	0.18
603	0	1	0	0	1	0.18
604	0	0.91	0	0.094	1	0.18
605	0	0.94	0	0.065	1	0.18
606	0	0.98	0	0.017	1	0.18
607	0	0.85	0	0.15	1	0.18
608	0	0.8	0	0.2	1	0.18
609	0	0.44	0	0.56	3	0.14
610	0	0.27	0	0.73	3	0.14
611	4.7e-06	1	0	0	1	0.18
612	5.1e-06	0.96	0	0.045	1	0.18
613	9.7e-06	1	0	0	1	0.18
614	0	0.68	0	0.32	1	0.18
615	0	0.065	0.26	0.68	3	0.14
616	0	0.98	0	0.02	1	0.18
617	0	0.65	0	0.35	1	0.18
618	0	1	0	0	1	0.18
619	0	0.94	0	0.064	1	0.18
620	0	0.95	0	0.051	1	0.18
621	0	0.32	0	0.68	3	0.14
622	0	0.82	3.1e-06	0.18	1	0.18
623	0	0.9	0	0.1	1	0.18
624	0	0.99	0	0.0077	1	0.18
625	0	0.78	0	0.22	1	0.18
626	0	0.81	0	0.19	1	0.18
627	0	0.87	0	0.13	1	0.18
628	0	0.9	0	0.097	1	0.18
629	0	0.87	0	0.13	1	0.18
630	0	0.45	0	0.55	3	0.14
631	0	0.88	0	0.12	1	0.18
632	0	0.95	0	0.045	1	0.18
633	0	0.97	0	0.032	1	0.18
634	0	0.72	0	0.28	1	0.18
635	0	0.00031	0.95	0.046	2	0.02
636	0	0.57	0	0.43	1	0.18
637	0	0.67	0	0.33	1	0.18
638	0	0.97	0	0.027	1	0.18
639	0	0.9	0	0.1	1	0.18
640	0	0.72	0	0.28	1	0.18
641	0	0.93	0	0.071	1	0.18
642	0	0.61	0	0.39	1	0.18
643	0	0.4	2e-06	0.6	3	0.14
644	0	0.93	0	0.069	1	0.18
645	0	0.7	0	0.3	1	0.18
646	0	0.67	0	0.33	1	0.18
647	0	0.95	0	0.051	1	0.18
648	0	0.65	0	0.35	1	0.18
649	0	1	0	0.001	1	0.18
650	0	0.84	0	0.16	1	0.18
651	0	0.7	0	0.3	1	0.18
652	0	0.51	1.5e-06	0.49	1	0.18
653	0	0.32	0.00073	0.67	3	0.14
654	0	0.46	0	0.54	3	0.14
655	0	0.47	0	0.53	3	0.14
656	0	0.98	0	0.018	1	0.18
657	0	0.81	0	0.19	1	0.18
658	0	0.96	0	0.036	1	0.18
659	0	0.54	0.0016	0.46	1	0.18
660	0	0.71	0	0.29	1	0.18
661	0	0.56	0	0.44	1	0.18
662	0	0.82	0	0.18	1	0.18
663	0	0	1	1.2e-05	2	0.02
664	0	1	0	7.3e-06	1	0.18
665	0	0.87	0	0.13	1	0.18
666	0	1	0	0.0001	1	0.18
667	0	0.98	0	0.016	1	0.18
668	0	0.86	0	0.14	1	0.18
669	0	1	0	0	1	0.18
670	0	0.85	0	0.15	1	0.18
671	0	0.93	0	0.067	1	0.18
672	0	0.97	0	0.03	1	0.18
673	0	0.76	4e-06	0.24	1	0.18
674	0	0.68	0.00019	0.32	1	0.18
675	0	0.81	0	0.19	1	0.18
676	0	0.86	0	0.14	1	0.18
677	0	0.87	0	0.13	1	0.18
678	0	0.96	0	0.04	1	0.18
679	0	0.78	0	0.22	1	0.18
680	1	0	0	0	0	0.68
681	0	0.92	0	0.085	1	0.18
682	0	0.84	0	0.16	1	0.18
683	0	0.86	0	0.14	1	0.18
684	0	0.96	0	0.045	1	0.18
685	0	0.89	0	0.11	1	0.18
686	0	0.74	1.8e-05	0.26	1	0.18
687	0	0.8	0	0.2	1	0.18
688	0	0.88	0	0.12	1	0.18
689	0	0.94	0	0.055	1	0.18
690	0	0.35	0	0.65	3	0.14
691	0	0.54	0	0.46	1	0.18
692	0	0.63	1.1e-05	0.37	1	0.18
693	0	0.9	0	0.1	1	0.18
