SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
22	0.00096	0.00016	0.0018	0.17	0	0	0	0.0072	4.7e-05	0	0	0	0.76	0	0.056	12	0.19	0.24	0.21
23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.19	0.24	0.21
24	0	0	0	1	0	0	0	0.0001	0.0043	0	0	0	0	0	0	3	0.33	0.39	0.34
25	0.0073	0.0011	0.016	0.11	0	0	0	0.064	0.0014	0	0	0	0.47	0	0.33	12	0.19	0.24	0.21
26	0	0.0021	0.00022	0	0	0	0	1e-05	0	0	0	0	0.84	0	0.16	12	0.19	0.24	0.21
27	0.24	0	0.69	0.069	0	0	0	0	0.00045	0	0	0	0	0	0	2	0.26	0.24	0.34
28	0.047	0.00053	0.016	0.35	0	0	0	0.14	0.00066	0	0	0	0.14	0	0.3	3	0.33	0.39	0.34
29	3e-05	0	0	1	0	0	0	0	0	0	0	0	1.4e-05	0	0	3	0.33	0.39	0.34
30	0.007	0	0.00014	0.99	0	0	0	0	0	0	0	0	0	0	0	3	0.33	0.39	0.34
31	0.00035	0	3.7e-06	0.98	0	0	0	0.02	0.00027	0	0	0	2.1e-05	0	0.00029	3	0.33	0.39	0.34
32	0	0	0	0	0	0.016	0.00013	0	0	0	0.66	0.31	0	0.015	2.1e-05	10	0	0	0.26
33	0.00099	0.00037	0.0038	0.32	0	0	0	0.15	0.051	0	0	0	0.33	0	0.14	12	0.19	0.24	0.21
34	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	1	14	0.19	0.16	0.27
35	0.0019	0.0023	0.1	0.006	0	0	0	0.0082	0.0092	0	0	0	0.21	0	0.66	14	0.19	0.16	0.27
36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.19	0.24	0.21
37	0.0031	4.4e-05	0.00041	0.9	0	0	0	0.014	0.0012	0	0	0	0.068	0	0.016	3	0.33	0.39	0.34
38	0.11	0.00038	0.077	0.15	0	0	0	0.036	0.0016	0	0	0	0.4	0	0.23	12	0.19	0.24	0.21
39	0.0013	0	1.8e-05	0.013	0	0	0	0.11	7.1e-05	0	0	0	0.34	0	0.54	14	0.19	0.16	0.27
40	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0021	0	11	0	0.16	0.21
41	0	0	0	0.97	0	0	0	0	0	0	0	0	0.031	0	0	3	0.33	0.39	0.34
42	0	0	0	0.00015	0	0	0	0.95	0.018	0	0	0	0.00016	0	0.027	7	0.33	0.39	0.47
43	0.016	0.0024	0.15	0.052	0	0	0	0.0066	0.012	0	0	0	0.49	0	0.27	12	0.19	0.24	0.21
44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.021	0.16	0.21
45	0	0	0	0	0	4.8e-05	4.9e-05	0	0	0	0.7	0.26	0	0.041	0	10	0	0	0.26
46	0	0	0	0	0	0	0	0	0	0	0	0	1	8e-06	0.0031	12	0.19	0.24	0.21
47	0	0.00063	1.6e-05	0.042	0	0	0	0.024	2.4e-05	0	0	0	0.52	0	0.42	12	0.19	0.24	0.21
48	0.0005	0.0035	0.033	1.1e-05	0	0	0	0.00066	0	0	0	0	0.42	0	0.54	14	0.19	0.16	0.27
49	0.091	0.0017	0.21	0.026	0	0	0	0.022	0.0014	0	0	0	0.18	0	0.47	14	0.19	0.16	0.27
50	0	0	0	0.99	0	0	0	1.1e-05	0	0	0	0	0.011	0	0	3	0.33	0.39	0.34
51	0.024	0.00073	0.018	0.15	0	0	0	0.13	0.0088	0	0	0	0.38	0	0.28	12	0.19	0.24	0.21
52	0.0047	0.00021	0.096	0.0029	0	0	0	0.28	0.0035	0	0	0	0.088	0	0.53	14	0.19	0.16	0.27
53	0.9	0	0.011	0.00046	0	0	0	0.091	1.1e-05	0	0	0	0	0	0.0018	0	0.33	0.24	0.34
54	0	0	0	0	0	0.0003	0	0	0	0	1	0	0	0	1.8e-06	10	0	0	0.26
55	0.00025	0	0.00076	0	0	0	0	3e-05	0	0	0	0	0.45	0	0.55	14	0.19	0.16	0.27
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.33	0.39	0.34
57	0.00015	0.00011	0.0015	0	0	0	0	0.00016	0	0	0	0	0.81	0	0.19	12	0.19	0.24	0.21
58	0.00026	0	6.6e-06	1	0	0	0	5.5e-06	3.8e-05	0	0	0	0	0	0	3	0.33	0.39	0.34
59	0	0	0	0	0	0	0	7.2e-05	0	0	0	0	0.016	0	0.98	14	0.19	0.16	0.27
60	0.1	0	0	0.89	0	0	0	0	0	0	0	0	0.0056	0	0	3	0.33	0.39	0.34
61	0.0034	0.0028	0.0056	0.0034	0	0	0	0.02	0.00022	0	0	0	0.87	0	0.094	12	0.19	0.24	0.21
62	0	0	0	0	0	0	1	0	0	0	0	6e-06	0	0	0	6	0	0.24	0.18
63	0.019	8.8e-06	0.00041	0.46	0	0	0	0.022	0.0019	0	0	0	0.49	0	0.0066	12	0.19	0.24	0.21
64	0	0	0	0	0	0	1	0	0	0	0	0.00014	0.00052	0	0	6	0	0.24	0.18
65	0.00026	0.0003	0.0044	0.0044	0	0	0	0.38	0.00035	0	0	0	0.024	0	0.59	14	0.19	0.16	0.27
66	0.06	0.00032	0.039	0.48	0	0	0	0.072	0.0075	0	0	0	0.24	0	0.1	3	0.33	0.39	0.34
67	0	0	0	0	0	0	0	0	0	0	0.83	0.17	0	6.8e-06	0	10	0	0	0.26
68	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.19	0.24	0.21
69	4.8e-05	0	0	0.93	0	0	0	2.9e-05	0	0	0	0	0.067	0	2.4e-05	3	0.33	0.39	0.34
70	0	1.9e-05	9.5e-06	0.39	0	0	0	0.032	0.00096	0	0	0	0.56	0	0.023	12	0.19	0.24	0.21
71	0.00018	4.5e-05	0.0002	0.58	0	0	0	0.073	0.016	0	0	0	0.3	0	0.038	3	0.33	0.39	0.34
72	0.001	0.00079	0.012	0.07	0	0	0	0.0013	0.0078	0	0	0	0.89	0	0.022	12	0.19	0.24	0.21
73	0.058	0	0.011	0.098	0	0	0	0	4.6e-06	0	0	0	0.83	0	0.00033	12	0.19	0.24	0.21
74	0.0056	0	0.017	9.2e-06	0	0	0	0	0	0	0	0	0.51	0	0.47	12	0.19	0.24	0.21
75	0.00042	1.2e-05	0.00012	0.55	0	0	0	0.022	0.0011	0	0	0	0.41	0	0.019	3	0.33	0.39	0.34
76	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.25	12	0.19	0.24	0.21
77	0.0029	0.00026	0.0043	0.14	0	0	0	0.0074	4.1e-05	0	0	0	0.77	0	0.072	12	0.19	0.24	0.21
78	0	0	0	0.00014	0	0	0	0.0096	0	0	0	0	0.98	0	0.0056	12	0.19	0.24	0.21
79	0.18	0.00059	0.43	0.0028	0	0	0	0.0069	0.0004	0	0	0	0.012	0	0.37	2	0.26	0.24	0.34
80	0	0	0	0.024	0	0	0	0.26	0.00018	0	0	0	0.7	0	0.015	12	0.19	0.24	0.21
81	0.0019	0	0	1	0	0	0	0.00029	0	0	0	0	5.4e-05	0	8.4e-05	3	0.33	0.39	0.34
82	5.6e-05	2.3e-05	0.0071	0.0013	0	0	0	0.4	0.00031	0	0	0	0.31	0	0.29	7	0.33	0.39	0.47
83	0	3.3e-05	0	0.73	0	0	0	9.7e-05	0	0	0	0	0.27	0	0.0035	3	0.33	0.39	0.34
84	0	0	0	0	0	0	0	0	0	0	0.98	0.023	0	0	0	10	0	0	0.26
85	0.0048	0	0	0.018	0	0	0	0.00085	0	0	0	0	0.98	0	5.7e-05	12	0.19	0.24	0.21
86	0.078	1e-05	0.11	0.69	0	0	0	0.088	0.0087	0	0	0	0.025	0	0.0023	3	0.33	0.39	0.34
87	8.1e-06	0.00012	0	1	0	0	0	0.0031	0	0	0	0	4.5e-05	0	0.00012	3	0.33	0.39	0.34
88	0.061	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	3	0.33	0.39	0.34
89	0.0023	0.0001	0	0.99	0	0	0	0.0037	4.9e-06	0	0	0	0.0087	0	0	3	0.33	0.39	0.34
90	0.0068	3.6e-05	0.00016	0.89	0	0	0	0.029	0.00092	0	0	0	0.046	0	0.029	3	0.33	0.39	0.34
91	0.014	0	0.0027	0.98	0	0	0	0.00014	0.00051	0	0	0	0.00046	0	2.7e-05	3	0.33	0.39	0.34
92	9.1e-05	0.0017	0	0.32	0	0	0	0.64	0.0011	0	0	0	0.0021	0	0.033	7	0.33	0.39	0.47
93	0.046	0	0.47	0.49	0	0	0	0	0.00052	0	0	0	1.1e-05	1.2e-05	0	3	0.33	0.39	0.34
94	0	0	7.4e-06	0	0	3.6e-06	0	0	0	0	0	0	0.063	0	0.94	14	0.19	0.16	0.27
95	0.19	0.0011	0.16	0.4	0	0	0	0.016	0.0031	0	0	0	0.21	0	0.018	3	0.33	0.39	0.34
96	0.015	0	0	0.04	0	0	0	0.0078	0	0	0	0	0.94	0	5.9e-05	12	0.19	0.24	0.21
97	0.015	0.0077	0.014	0.61	0	0	0	0.31	0.025	0	0	0	0.014	0	0.0026	3	0.33	0.39	0.34
98	0	0	0	0	0	0	0	0	0	0	0.36	0.61	0	0.027	0	11	0	0.16	0.21
99	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0.028	12	0.19	0.24	0.21
100	0.065	5.9e-06	0.012	0.21	0	0	0	0.18	0.0053	0	0	0	0.47	0	0.049	12	0.19	0.24	0.21
101	0	0	0	0	0	0	0	0	0	0	0	0	0.84	0	0.16	12	0.19	0.24	0.21
102	0.015	0.0073	0.02	0.66	0	0	0	0.16	0.011	0	0	0	0.12	0	0.0024	3	0.33	0.39	0.34
103	0.23	0	0.044	0.027	0	0	0	3.1e-05	1.2e-05	0	0	0	0.64	0	0.056	12	0.19	0.24	0.21
104	0.004	5.1e-06	0.016	0.0055	0	0	0	0.035	1.2e-05	0	0	0	0.47	0	0.47	14	0.19	0.16	0.27
105	1.2e-06	0	5.6e-06	9.8e-06	0	0	0	0.053	0	0	0	0	0.94	0	0.0022	12	0.19	0.24	0.21
106	0.036	0.0031	0.061	0.63	0	0	0	0.047	0.018	0	0	0	0.093	0	0.11	3	0.33	0.39	0.34
107	0.089	0	0.0032	0.91	0	0	0	0	3.3e-06	0	0	0	0.00045	0	0	3	0.33	0.39	0.34
108	0.02	0.0024	0.063	0.21	0	0	0	0.15	0.028	0	0	0	0.15	3.9e-06	0.37	14	0.19	0.16	0.27
109	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.26
110	0.11	0	4.4e-06	0.25	0	0	0	0.00026	0	0	0	0	0.64	0	0.00056	12	0.19	0.24	0.21
111	0.003	1.6e-05	0.0019	0.00029	0	0	0	7.8e-06	0	0	0	0	0.99	0	0.0058	12	0.19	0.24	0.21
112	0.095	0	0.0012	0.00042	0	0.9	0	0	0	0	0	0	0.0028	0	0.0022	5	0.19	0.018	0.21
113	0.17	0.0003	0.23	0.57	0	0	0	0.0045	0.008	0	0	0	0.0071	0	0.0075	3	0.33	0.39	0.34
114	9.9e-05	0	0.0047	0	0	0	0	0	0	0	0	0	0.17	0	0.83	14	0.19	0.16	0.27
115	0	0	5e-05	0	0	0	0	0	0	0	0	0	0.79	0	0.21	12	0.19	0.24	0.21
116	2.5e-06	0	7.8e-05	0	0	0	0	0	0	0	0	0	0.98	0	0.023	12	0.19	0.24	0.21
117	0.0053	0.011	0.021	0.024	0	0	0	2.5e-06	0	0	0	0	0.33	0	0.61	14	0.19	0.16	0.27
118	0	0	0	0	0	0	0	0	0	0	0	1	0	3.2e-06	0	11	0	0.16	0.21
119	0.00042	0.00041	0.0079	0.00074	0	0	0	0.026	3.3e-06	0	0	0	0.52	0	0.44	12	0.19	0.24	0.21
120	3.3e-05	0	0.00071	1.1e-06	0	0	0	0	0	0	0	0	0.82	0	0.17	12	0.19	0.24	0.21
121	0.0018	0.00094	0.042	0.0053	0	0	0	0.0018	0.0022	0	0	0	0.15	0	0.79	14	0.19	0.16	0.27
122	0.22	3.4e-05	0.00097	0.78	0	0	0	0.0041	6.3e-05	0	0	0	0	0	0	3	0.33	0.39	0.34
123	0	0	3e-05	0	0	0	0	0	0	0	0	0	0.91	0	0.095	12	0.19	0.24	0.21
124	0	0	4.5e-06	0	0	0	0	0	0	0	0	0	1	0	0.0015	12	0.19	0.24	0.21
125	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	1	14	0.19	0.16	0.27
126	0.13	0	0.18	0.4	0	0	0	0.21	0.062	0	0	0	0.02	0	0.0022	3	0.33	0.39	0.34
127	0	0	0.0002	0	0	0	0	0	0	0	0	0	0.74	0	0.26	12	0.19	0.24	0.21
128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00062	12	0.19	0.24	0.21
129	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0024	12	0.19	0.24	0.21
130	0.0017	0	0.00033	0.0088	0	0	0	0.89	0.014	0	0	0	0.085	0	0.0014	7	0.33	0.39	0.47
131	0	0	0	1	0	0	0	4.6e-06	5.9e-05	0	0	0	0.00042	0	0	3	0.33	0.39	0.34
132	5.9e-06	0	1.6e-05	0.0071	0	0	0	0.19	0.00012	0	0	0	0.5	0	0.31	12	0.19	0.24	0.21
133	0.0023	8.5e-06	0.0044	0.11	0	0	0	0.42	0.048	0	0	0	0.26	0	0.16	7	0.33	0.39	0.47
134	0.21	4.2e-06	0.051	0.36	0	0	0	0.025	0.0019	0	0	0	0.25	0	0.1	3	0.33	0.39	0.34
135	0.47	0	0.27	0.25	0	0	0	0.0019	0.0025	0	0	0	0.008	0	0.004	0	0.33	0.24	0.34
136	0.056	0	0.0021	0.16	0	0	0	0.33	0.0055	0	0	0	0.44	0	0.00033	12	0.19	0.24	0.21
137	0.021	0	0.002	0.0044	0	0	0	0.23	0.00011	0	0	0	0.48	0	0.27	12	0.19	0.24	0.21
138	0.46	0	0.52	0.0068	0	0	0	0.00059	0.0004	0	0	0	0.00045	0	0.0029	2	0.26	0.24	0.34
139	4e-06	0	0	0	0	0	0	1	9.7e-06	0	0	0	0.00063	0	2.5e-05	7	0.33	0.39	0.47
140	0	3.4e-06	0	0.036	0	0	0	0.0066	0	0	0	0	0.95	0	0.0093	12	0.19	0.24	0.21
141	0.11	2.2e-05	0.1	0.3	0	0	0	0.027	0.0056	0	0	0	0.34	0	0.12	12	0.19	0.24	0.21
142	0.0047	0	0.00036	0.0041	0	0	0	0.92	0.0031	0	0	0	0.048	0	0.025	7	0.33	0.39	0.47
143	0.029	0	0.031	0.063	0	0	0	0.61	0.044	0	0	0	0.14	0	0.083	7	0.33	0.39	0.47
144	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0.16	0.21
145	0.002	1.4e-05	0.0076	0.028	0	0	0	0.002	0.0018	0	0	0	0.85	0.0098	0.1	12	0.19	0.24	0.21
146	5.2e-06	0	0.94	0.00026	0	0	0	0	0.015	0	0	0	0.041	0	2.7e-05	2	0.26	0.24	0.34
147	8.6e-06	0	1	0	0	0	0	0	0	0	0	0	0.0041	0	0	2	0.26	0.24	0.34
148	0.032	0	0.83	0.0098	0	0	0	0.00023	0.0054	0	0	0	0.072	0	0.05	2	0.26	0.24	0.34
149	0	0	0.0015	0	0	0	0.92	0	0	0	0	0.076	0	0.0045	0	6	0	0.24	0.18
150	0.0003	0.0021	0.0039	0.00024	0	0	0	0.0027	0	0	0	0	0.33	0	0.66	14	0.19	0.16	0.27
151	0.028	0.004	0.076	0.0029	0	0	0	0.00033	6.1e-06	0	0	0	0.38	0	0.5	14	0.19	0.16	0.27
152	0.042	0.00096	0.019	0.074	0	0	0	0.02	0.00078	0	0	0	0.73	0	0.11	12	0.19	0.24	0.21
153	2.1e-05	0.00012	5.1e-05	0.0012	0	0	0	0.98	0.012	0	0	0	0.0011	0	0.0075	7	0.33	0.39	0.47
154	0.02	0.0015	0.18	0.0053	0	0	0	0.037	0.0022	0	0	0	0.11	0	0.65	14	0.19	0.16	0.27
155	0.0013	0.00053	0.0012	0.036	0	0	0	0.4	0.0095	0	0	0	0.12	0	0.44	14	0.19	0.16	0.27
156	0.087	0.0023	0.13	0.096	0	0	0	0.0031	0.00076	0	0	0	0.15	0	0.53	14	0.19	0.16	0.27
157	0.00057	0	0.00032	0.98	0	0	0	0.0041	0.014	0	0	0	0.00012	0	6.7e-05	3	0.33	0.39	0.34
158	5.3e-05	0.00019	4.7e-05	0.018	0	0	0	0.79	0.018	0	0	0	0.0081	0	0.17	7	0.33	0.39	0.47
159	2.9e-06	0	0	1	0	0	0	0.00035	8e-06	0	0	0	0	0	0	3	0.33	0.39	0.34
160	0	0.0019	0.00011	0	0	0	0	2.5e-05	0	0	0	0	0.076	0	0.92	14	0.19	0.16	0.27
161	0.0066	0.0018	0.066	0.002	0	0	0	0.0015	7.7e-05	0	0	0	0.055	0	0.87	14	0.19	0.16	0.27
162	0	0.0098	0.0014	0	0	0	0	0	0	0	0	0	0.21	0	0.78	14	0.19	0.16	0.27
163	0.062	0.0022	0.14	0.055	0	0	0	0.012	0.0014	0	0	0	0.53	0	0.2	12	0.19	0.24	0.21
164	0.87	0	0.0096	0.028	0	0.011	0	2.1e-05	0	0	0	0	0.077	0	0.00055	0	0.33	0.24	0.34
165	0.0085	0.0004	0.0036	0.19	0	0	0	0.3	0.016	0	0	0	0.21	0	0.27	7	0.33	0.39	0.47
166	0.04	0.00066	0.025	0.32	0	0	0	0.37	0.017	0	0	0	0.14	0	0.089	7	0.33	0.39	0.47
167	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.4e-06	12	0.19	0.24	0.21
168	0	0	9.6e-05	0	0	0	0	0	0	0	0	0	0.015	0	0.98	14	0.19	0.16	0.27
169	0	0	1.5e-06	0	0	0	0	0	0	0	0	0	0.014	0	0.99	14	0.19	0.16	0.27
170	0	0	0	0	0	0	0	0	0	0	0	1	0	1.8e-05	0	11	0	0.16	0.21
171	0	0	0	0	0	0	0	0.012	0	0	0	0	0.98	0	0.0071	12	0.19	0.24	0.21
172	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0002	0	11	0	0.16	0.21
173	0.00033	0.0024	0.0038	0.0013	0	0	0	0.1	5.8e-06	0	0	0	0.88	0	0.0054	12	0.19	0.24	0.21
174	0.00015	0	0.017	0	0	0	0	0	0	0	0	0	0.8	0	0.18	12	0.19	0.24	0.21
175	5.4e-05	0	0.0014	0	0	1.7e-06	0	0	0	0	0	0	0.03	0	0.97	14	0.19	0.16	0.27
176	8.4e-05	0	6.6e-05	0.00031	0	0	0	0.97	0.021	0	0	0	0.0055	0	0.00026	7	0.33	0.39	0.47
177	0	0	7e-05	0	0	0	0	0	0	0	0	0	0.0017	0	1	14	0.19	0.16	0.27
178	0	0	0	0	0	0	0	0	0	0	0	0	0.98	0	0.023	12	0.19	0.24	0.21
179	0.02	0.0015	0.096	0.066	0	0	0	0.41	0.012	0	0	0	0.26	0	0.13	7	0.33	0.39	0.47
180	0.017	0	0.0057	0.054	0	0	0	0.68	0.033	0	0	0	0.21	0	0.0023	7	0.33	0.39	0.47
181	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0.82	14	0.19	0.16	0.27
182	0	0	6.6e-05	0	0	0	0	0	0	0	0	0	0.38	0	0.62	14	0.19	0.16	0.27
183	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0.97	14	0.19	0.16	0.27
184	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0.99	14	0.19	0.16	0.27
185	8.7e-06	0	5.7e-05	0	0	0	0	0	0	0	0	0	0.92	0	0.082	12	0.19	0.24	0.21
186	0	0	6.8e-06	0	0	0	0	0	0	0	0	0	0.13	0	0.87	14	0.19	0.16	0.27
187	0	0	1e-06	0	0	0	0	0	0	0	0	0	0.96	0	0.044	12	0.19	0.24	0.21
188	0	0	0	0	0	9.4e-05	1.2e-05	0	0	0	0.31	0.58	0	0.11	2.7e-06	11	0	0.16	0.21
189	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.97	14	0.19	0.16	0.27
190	0.0028	0	1.2e-05	1	0	0	0	0.00036	1.9e-05	0	0	0	0.00088	0	8.7e-05	3	0.33	0.39	0.34
191	0	0	1.7e-05	0	0	0	0	0	0	0	0	0	0.00014	0	1	14	0.19	0.16	0.27
192	0.08	0.00078	0.003	0.2	0	0	0	0.027	0.00048	0	0	0	0.56	0	0.13	12	0.19	0.24	0.21
193	7.7e-05	0	0.0022	0	0	0	0	0	0	0	0	0	0.13	0	0.87	14	0.19	0.16	0.27
194	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.021	0.16	0.21
195	0	0	0	0	0	1.2e-05	7.8e-06	0	0	0	0	0.98	0	0.023	0	11	0	0.16	0.21
196	0	0	1	0	0	0	0	0	0.00069	0	0	0	0	0	0	2	0.26	0.24	0.34
197	0	0	0	0	0	0	0	0	0	0	0.78	0.21	0	0.0064	0	10	0	0	0.26
198	0.00011	0.001	4.3e-05	0.0012	0	0	0	0.11	3.4e-06	0	0	0	0.89	0	0.00026	12	0.19	0.24	0.21
199	5.9e-05	0	3.4e-06	0	0	0	0	0	0	0	0	0	1	0	0.0015	12	0.19	0.24	0.21
200	0	0	0	0	0	0	0	0	0	0	0.1	0.89	0	0.0056	0	11	0	0.16	0.21
201	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0.061	12	0.19	0.24	0.21
202	0.085	0	0.11	0.0011	0	0	0	0.00022	5.7e-05	0	0	0	0.15	0	0.65	14	0.19	0.16	0.27
203	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.19	0.24	0.21
204	0	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0.037	12	0.19	0.24	0.21
205	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.021	0.16	0.21
206	0	0	0	0	0	1.7e-05	0	0	0	0	0	0	0	1	0	13	0.021	0.16	0.21
207	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.00021	12	0.19	0.24	0.21
208	1.4e-05	0	5.2e-06	3e-06	0	0	0	0.77	0.00023	0	0	0	0.23	0	0.00029	7	0.33	0.39	0.47
209	0	0	0	1	0	0	0	0	1.4e-05	0	0	0	0	0	0	3	0.33	0.39	0.34
210	0.00044	2.9e-05	0.3	0.0058	0	0	0	0.002	0.7	0	0	0	1.4e-06	0	1.1e-05	8	0.26	0.39	0.4
211	0.048	0	0	0.95	0	0	0	0	0	0	0	0	4.6e-05	0	0	3	0.33	0.39	0.34
212	0	0	8.7e-06	0	0	0	1	0	0	0	0	2.9e-05	0	0	0	6	0	0.24	0.18
213	0.00099	0.00022	0	0.86	0	0	0	0.028	2.6e-05	0	0	0	0.05	0	0.056	3	0.33	0.39	0.34
214	2.2e-05	0	5.3e-06	0.00028	0	0	0	0.024	0	0	0	0	0.85	0	0.13	12	0.19	0.24	0.21
215	0.039	0.00037	0.00058	0.43	0	0	0	0.0051	5.4e-05	0	0	0	0.47	0	0.058	12	0.19	0.24	0.21
216	0.021	0.00025	0.013	0.73	0	0	0	0.14	0.018	0	0	0	0.039	0	0.038	3	0.33	0.39	0.34
217	0	0	0	0.99	0	0	0	0.0055	0.00014	0	0	0	0	0	0	3	0.33	0.39	0.34
218	0.0047	4e-05	4.9e-05	0.91	0	0	0	0.032	0.00044	0	0	0	0.037	0	0.02	3	0.33	0.39	0.34
219	0	0	0	0	0	0	1.9e-06	0	0	0	0.84	0.15	0	0.0039	0	10	0	0	0.26
220	0.00012	1.2e-05	0	0.96	0	0	0	0.033	0.00028	0	0	0	0.0015	0	0.0029	3	0.33	0.39	0.34
221	1e-05	0	1.6e-05	0.98	0	0	0	0.0011	0.02	0	0	0	0	0	0	3	0.33	0.39	0.34
222	0	0	5.8e-05	0	0	0	0.95	0	0	0	0	0.052	0	0.0008	1.9e-05	6	0	0.24	0.18
223	8.5e-06	0	4.9e-06	0.15	0	0	0	0.6	0.082	0	0	0	0.15	0	0.021	7	0.33	0.39	0.47
224	0	0	0.00021	0	0	0	0	0	0	0	0	0	0.11	0	0.89	14	0.19	0.16	0.27
225	0.00054	2.9e-05	8.8e-06	0.00017	0	0	0	0.058	0	0	0	0	0.61	0	0.33	12	0.19	0.24	0.21
226	0.002	0	0.85	0	0	0	0	0.011	0	0	0	0	0.0035	0	0.14	2	0.26	0.24	0.34
227	0	0	2.2e-05	0	0	0	0	0	0	0	0	0	0.98	0	0.024	12	0.19	0.24	0.21
228	0	0	0.0059	0	0	0	0	0.15	0	0	0	0	0.32	0	0.52	14	0.19	0.16	0.27
229	0.00064	4.5e-05	0.0038	0.097	0	0	0	0.068	0.00054	0	0	0	0.76	0	0.07	12	0.19	0.24	0.21
230	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.19	0.018	0.21
