SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
20	0	0	0	0	0	0	0	0	2.3e-05	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
21	2e-05	1	0	0	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
22	0.0072	0.99	1.6e-06	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
27	0.012	0.98	2e-05	0	0	0	0	0	0	0	0	0.0051	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
29	0.015	0.91	0.015	0	0	0	0	0	0	0	0	0.063	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
30	0.0042	0.95	0.00077	0	0	0	0	0	0	0	0	0.043	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
31	0.037	0.72	0.23	0	0	0	0	0	0	0	0	0.011	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
32	4.2e-05	1	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
33	0.00017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
34	0.023	0.6	0.22	0	0	0	0	0	0	0	0	0.16	0	0	0	0.00027	1	0.52	0.26	0.29	0.14	0.23	0.54
35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
36	0.00097	0.99	2.5e-06	0	0	0	0	0	0	0	0	0.007	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
37	0.013	0.97	0.009	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
38	0.0088	0.96	0.0016	0	0	0	0	0	0	0	0	0.032	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
39	0.22	0.78	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
40	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
42	0.016	0.98	0	0	0	0	0	0	0	0	0	3e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
43	0.018	0.32	5.5e-06	0	0	0	0	0	0	0	0	0.66	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
44	0.0012	0.25	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
47	0.0036	0.98	0.00013	0	0	0	0	0	0	0	0	0.013	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
48	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
49	0.013	0.98	0.0011	0	0	0	0	0	0	0	0	0.0031	0	0	0	2e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
50	0.009	0.85	8.3e-05	0	0	0	0	0	0	0	0	0.14	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
51	0.00042	1	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
52	7e-05	0.99	0	0	0	0	0	0	0	0	0	0.0091	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
53	0.043	0.95	0.0069	0	0	0	0	0	0	0	0	0.0012	0	0	0	0.0024	1	0.52	0.26	0.29	0.14	0.23	0.54
54	0.0026	0.99	6.4e-06	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
55	0.022	0.98	0.0015	0	0	0	0	0	0	0	0	0.0018	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
56	0.0019	1	4.5e-05	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
57	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
59	0.0012	1	0	0	0	0	0	0	0	0	0	4.4e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
62	0	0	0	3.8e-06	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
67	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.52	0.26	0.29	0.14	0.23	0.95
68	0.009	0.81	0.13	0	0	0	0	0	0	0	7.6e-05	0.053	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
69	0.01	0.99	1.9e-05	0	0	0	0	0	0	0	2.6e-06	0.0033	0	0	0	2.5e-06	1	0.52	0.26	0.29	0.14	0.23	0.54
70	0.0063	0.99	0	0	0	0	0	0	0	0	0	3.2e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
71	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
72	0	0	0	0.035	0	0	0	0	0.97	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
73	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
75	3.2e-05	1	0	0	0	0	0	0	0	0	0	1.2e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
76	0.091	0.9	0.0075	0	0	0	0	0	0	0	0	0.0042	0	0	0	0.00063	1	0.52	0.26	0.29	0.14	0.23	0.54
77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
78	0.023	0.92	0.052	0	0	0	0	0	0	0	0	0.0047	0	0	0	0.00097	1	0.52	0.26	0.29	0.14	0.23	0.54
79	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
80	0.0072	0.074	0.00033	0	0	0	0	0	0	0	0	0.92	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
81	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
82	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
83	0.044	0.88	0.042	0	0	0	0	0	0	0	0	0.033	0	0	0	0.00078	1	0.52	0.26	0.29	0.14	0.23	0.54
84	0	0.8	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
85	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
86	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.52	0.26	0.032	0.14	0.23	0.54
87	0.0053	0.94	0.01	0	0	0	0	0	0	0	0	0.047	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
88	0.0032	0.99	9.9e-05	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
89	0.00058	1	0	0	0	0	0	0	0	0	0	2.3e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
90	0.00093	0.96	1.3e-05	0	0	0	0	0	0	0	0	0.035	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.52	0.26	0.032	0.14	0.23	0.54
93	0	0.98	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
94	0	0.85	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
95	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
96	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.26	0.29	0	0	0.54
97	3.6e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
98	0.00012	1	0	0	0	0	0	0	0	0	0	6e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
99	0.00013	0.99	0	0	0	0	0	0	0	0	0	0.0076	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
102	0	0.0004	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
104	0.021	0.94	9.5e-05	0	0	0	0	0	0	0	0	0.034	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
105	0.037	0.94	0.022	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
106	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
107	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.002	4	0	0	0	0	0	0.54
108	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
109	0.011	0.99	0.00033	0	0	0	0	0	0	0	0	0.00059	0	0	0	1.9e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
110	0.00011	0.75	3.8e-06	0	0	0	0	0	0	0	0	0.25	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
111	0.0016	0.86	0.044	0	0	0	0	0	0	0	0	0.092	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
113	0	0	0.00041	0	0	0	0	1	0	0	0.0023	0	1.9e-06	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
114	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
115	0.032	0.86	0.006	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
116	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
117	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
118	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0.59	15	0.52	0.26	0.29	0.14	0.23	0.95
119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
120	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
121	0.00013	0.78	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
122	0	0	0	0	0	0	0	1	0	0	0.00058	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
123	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0.072	4	0	0	0	0	0	0.54
124	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.43	0.2	0.29	0.093	0.18	0.15
126	0.00017	1	0	0	0	0	0	0	0	0	0	6.5e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
127	0.004	0.98	1.6e-06	0	0	0	0	0	0	0	0	0.013	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
128	4.9e-05	1	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
129	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
130	0.0094	0.99	6.7e-05	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
131	0	0	0	0	0	0	0.98	0	0	0	0	0	0.019	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
132	0	0	0	0	0	0	0	0	8.9e-06	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
134	0.0016	1	4.1e-06	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
135	0	0	0	0	0	0	2.1e-05	0	1	0	0	0	0	0	0.00027	0	8	0	0	0.19	0.078	0	0
136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.26	0.29	0	0	0.54
137	1.1e-05	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
138	0.017	0.94	0.0045	0	0	0	0	0	0	0	0	0.028	0	0	0	0.013	1	0.52	0.26	0.29	0.14	0.23	0.54
139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
140	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
141	0.03	0.97	0.0015	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
142	0.046	0.37	0.46	0	0	0	0	0	0	0	0	0.13	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
143	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
144	0	0	6.4e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
145	0.059	0.91	0.014	0	0	0	0	0	0	0	0	0.012	0	0	0	0.00028	1	0.52	0.26	0.29	0.14	0.23	0.54
146	0.057	0.15	0.66	0	0	0	0	0	0	0	0	0.14	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
147	0.01	0.93	0.0002	0	0	0	0	0	0	0	0	0.057	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
149	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
150	0.0034	0.98	0.00028	0	0	0	0	0	0	0	0	0.021	9.8e-06	0	0	5.5e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
151	0.0081	0.97	0.0014	0	0	0	0	0	0	0	0	0.017	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
152	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	0.66	15	0.52	0.26	0.29	0.14	0.23	0.95
153	1.1e-06	1	0	0	0	0	0	0	0	0	0	2.2e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
154	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
155	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
156	0.0001	1	0	0	0	0	0	0	0	0	0	8.8e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
157	0.088	0.91	6.8e-05	0	0	0	0	0	0	0	0	1.9e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
158	0.004	1	7.7e-06	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
159	7.2e-06	1	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
160	0.014	0.95	0.0026	0	0	0	0	0	0	0	0	0.028	0	0	0	0.009	1	0.52	0.26	0.29	0.14	0.23	0.54
161	5.2e-05	1	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
162	0.02	0.72	0.16	0	0	0	0	0	0	0	0	0.1	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
163	0	0	0	0.36	0	0	0	0	0.64	0	0	0	0	0	0	0	8	0	0	0.19	0.078	0	0
164	0.054	0.8	0.14	0	0	0	0	0	0	0	0	0.0085	0	0	0	0.00062	1	0.52	0.26	0.29	0.14	0.23	0.54
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
166	0.00047	0.99	2.7e-06	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
167	0.0028	1	0	0	0	0	0	0	0	0	0	9.5e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
168	0.00032	1	0	0	0	0	0	0	0	0	0	0.00014	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0.13	0	0	0
170	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0.18	0
172	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
173	0	0	0	0	0	0	0	1	0	0	3.3e-05	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
174	0	0.87	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
175	3e-06	1	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
176	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
177	0.065	0.84	0.07	0	0	0	0	0	0	0	0	0.023	0	0	0	0.0053	1	0.52	0.26	0.29	0.14	0.23	0.54
178	0.6	0.36	0.039	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0	0.52	0.26	0.29	0.14	0.29	0.59
179	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
180	0.029	0.66	0.016	0	0	0	0	0	0	0	0	0.3	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
181	0.039	0.91	0.015	0	0	0	0	0	0	0	0	0.038	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
182	0.0019	0.99	0.0052	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
183	7.1e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
184	7e-06	1	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
185	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
186	0.021	0.76	0.15	0	0	0	0	0	0	0	0	0.069	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
187	0.015	0.98	0.0026	0	0	0	0	0	0	0	0	0.0067	0	0	0	0.0002	1	0.52	0.26	0.29	0.14	0.23	0.54
188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.053	0	0.29	0.031	0.23	0.54
189	0.2	0.56	0.15	0	0	0	0	0	0	0	0	0.092	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
190	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
191	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0.29	0.14	0.29	0.59
192	6.3e-05	0.96	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
193	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0.29	0.14	0.29	0.59
194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
195	0	0.052	0	0	0	0	0	0	0	0	0	0.95	0	0	0	0	11	0.52	0.37	0.29	0.14	0.23	0.54
196	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
197	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.48	0.26	0.29	0.093	0.2	0
198	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
199	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
201	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
202	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.57	0.31	0.29	0.22	0.35	0.54
203	0.02	0.92	0.0019	0	0	0	0	0	0	0	0	0.053	0	0	0	2.1e-05	1	0.52	0.26	0.29	0.14	0.23	0.54
204	0	0	0	0	0	0	0.99	0	0	0	0.0064	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
205	0.15	0.7	0.042	0	0	0	0	0	0	0	0	0.11	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
206	0	0	8.3e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.053	0	0.29	0.11	0	0
207	0.00035	0.99	1.7e-05	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
208	2.8e-05	1	0	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
209	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0.29	0.14	0.29	0.59
210	0	1	0	0	0	0	0	0	0	0	0	2.1e-06	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0.26	0.29	0.14	0.29	0.59
212	0	0.9	0	0	0	0	0	0	0	0	0	0.098	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
213	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.11	0.029	0.064	0.016	0.026	0.051
