SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
71	0.95	0	0	0	0	0	0	0	0	0.047	0	0.6	0.39	0.52	0.49
72	0.99	0	0	0.0046	0	0	0	0	0	0.0083	0	0.6	0.39	0.52	0.49
73	1	0	0	0.00035	0	0	0	0	0	0.004	0	0.6	0.39	0.52	0.49
74	1	0	0	0	0	0	0	0	0	0.0034	0	0.6	0.39	0.52	0.49
75	0.92	0	0	0.07	0	0	0.00013	0	0	0.0058	0	0.6	0.39	0.52	0.49
76	0.92	0	0	0	0	0	0.08	0	0	4.5e-05	0	0.6	0.39	0.52	0.49
77	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
78	1	0	0	0.0018	0	0	0	0	0	0.0023	0	0.6	0.39	0.52	0.49
79	0.99	0	0	0	0	0	0	0	0	0.012	0	0.6	0.39	0.52	0.49
80	0.95	0	0	0	0	0	0	0	0	0.048	0	0.6	0.39	0.52	0.49
81	0.99	0	0	0.011	0	0	0	0	0	4.7e-06	0	0.6	0.39	0.52	0.49
82	0.95	0	0	0	0	0	0	0	0	0.049	0	0.6	0.39	0.52	0.49
83	0	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
84	0.78	0	0	0	0	0	0	0	0	0.22	0	0.6	0.39	0.52	0.49
85	1	0	0	0.0028	0	0	0	0	0	0.0017	0	0.6	0.39	0.52	0.49
86	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
87	0.99	0	0	0.006	0	0	1.3e-06	0	0	0.0055	0	0.6	0.39	0.52	0.49
88	0.68	0	0	0.0071	0	0	0	0	0	0.32	0	0.6	0.39	0.52	0.49
89	1	0	0	0	0	0	0	0	0	1.4e-05	0	0.6	0.39	0.52	0.49
90	1	0	0	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
91	1	0	0	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
92	1	0	0	0	0	0	0.0001	0	0	6.4e-05	0	0.6	0.39	0.52	0.49
93	0.96	0	0	0	0	0	0	0	0	0.036	0	0.6	0.39	0.52	0.49
94	1	0	0	0	0	0	0	0	0	2.9e-06	0	0.6	0.39	0.52	0.49
95	0.99	0	0	0	0	0	0	0	0	0.0088	0	0.6	0.39	0.52	0.49
96	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
97	1	0	0	0	0	0	0	0	0	0.00063	0	0.6	0.39	0.52	0.49
98	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
99	0.99	0	0	0	0	0	0	0	0	0.0068	0	0.6	0.39	0.52	0.49
100	1	0	0	0.0017	0	0	0	0	0	0.0013	0	0.6	0.39	0.52	0.49
101	0.0019	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
102	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
103	0.83	0	0	0	0	0	0	0	0	0.17	0	0.6	0.39	0.52	0.49
104	1	0	0	0	0	0	0	0	0	0.0009	0	0.6	0.39	0.52	0.49
105	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
106	1	0	0	0	0	0	0	0	0	3.4e-05	0	0.6	0.39	0.52	0.49
107	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0	0.054
108	0.93	0	0	0	0	0	0	0	0	0.07	0	0.6	0.39	0.52	0.49
109	0.96	0	0	0	0	0	0	0	0	0.043	0	0.6	0.39	0.52	0.49
110	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
111	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
112	0.94	0	0	0.058	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
113	1	0	0	6.4e-06	0	0	0	0	0	0.0018	0	0.6	0.39	0.52	0.49
114	1	0	0	0.00034	0	0	0	0	0	3.3e-05	0	0.6	0.39	0.52	0.49
115	0	0	0	0	1	0	0	0	4.1e-06	0	4	0.089	0	0.053	0.054
116	0.96	0	0	0.033	0	0	0	0	0	0.0039	0	0.6	0.39	0.52	0.49
117	1	0	0	4e-05	0	0	0	0	0	0.00078	0	0.6	0.39	0.52	0.49
118	1	0	0	0.0002	0	0	0	0	0	2.4e-06	0	0.6	0.39	0.52	0.49
119	0.99	0	0	0.002	0	0	0	0	0	0.0067	0	0.6	0.39	0.52	0.49
120	0.94	0	0	0.059	0	0	0	0	0	0.00082	0	0.6	0.39	0.52	0.49
121	0.96	0	0	0.042	0	0	0	0	0	7.6e-05	0	0.6	0.39	0.52	0.49
122	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0	0.054
123	0.72	0	0	0.27	0	0	2.1e-05	0	0	0.014	0	0.6	0.39	0.52	0.49
124	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
125	0	0	0	0	0	1	0	0	0	0	5	0	0.13	0	0
126	0.99	0	0	0.013	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
127	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
128	0	0	0	0	0	1	0	0	0	0	5	0	0.13	0	0
129	0.4	0	0	0.6	0	0	0	0	0	2.2e-05	3	0.56	0.44	0.44	0.56
130	0.0062	0	0	0	0	0	0	0	0	0.99	9	0.64	0.39	0.63	0.55
131	1	0	0	0.0018	0	0	0	0	0	1.2e-05	0	0.6	0.39	0.52	0.49
132	0	1	0	0	2.7e-05	0	0	0	0	0	1	0.089	0	0	0.054
133	0.78	0	0	0.0014	0	0	0	0	0	0.22	0	0.6	0.39	0.52	0.49
134	0.98	0	0	0.019	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
135	0.95	0	0	0.011	0	0	0	0	0	0.035	0	0.6	0.39	0.52	0.49
136	0.99	0	0	0.014	0	0	0.0007	0	0	0.00047	0	0.6	0.39	0.52	0.49
137	0.99	0	0	0.00026	0	0	0.0051	0	0	0.00016	0	0.6	0.39	0.52	0.49
138	0.95	0	0	0.0014	0	0	0	0	0	0.048	0	0.6	0.39	0.52	0.49
139	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
140	0.97	0	0	0.0017	0	0	0	0	0	0.032	0	0.6	0.39	0.52	0.49
141	0.93	0	0	0.045	0	0	0	0	0	0.029	0	0.6	0.39	0.52	0.49
142	0.98	0	0	0.016	0	0	6.2e-05	0	0	0.0028	0	0.6	0.39	0.52	0.49
143	1	0	0	0.00055	0	0	0	0	0	2.2e-06	0	0.6	0.39	0.52	0.49
144	0.94	0	0	0.062	0	0	0	0	0	5.6e-05	0	0.6	0.39	0.52	0.49
145	1	0	0	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
146	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
147	0.99	0	0	0.0035	0	0	0	0	0	0.002	0	0.6	0.39	0.52	0.49
148	0	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
149	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0	0.054
150	0.97	0	0	0.0014	0	0	0	0	0	0.031	0	0.6	0.39	0.52	0.49
151	0.95	0	0	0.046	0	0	0	0	0	0.00072	0	0.6	0.39	0.52	0.49
152	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
153	0.5	0	0	6.1e-05	0	0	0	0	0	0.5	9	0.64	0.39	0.63	0.55
154	0.94	0	0	5.5e-05	0	0	0	0	0	0.059	0	0.6	0.39	0.52	0.49
155	0.99	0	0	0.0083	0	0	0	0	0	0.00014	0	0.6	0.39	0.52	0.49
156	0.99	0	0	0.0014	0	0	0	0	0	0.0045	0	0.6	0.39	0.52	0.49
157	1	0	0	0.00057	0	0	2e-05	0	0	0.0014	0	0.6	0.39	0.52	0.49
158	0.95	0	0	0.049	0	0	0	0	0	0.0032	0	0.6	0.39	0.52	0.49
159	0.074	0	0	0.93	0	0	0	0	0	0	3	0.56	0.44	0.44	0.56
160	0	1	0	0	0.0003	0	0	0	0	0	1	0.089	0	0	0.054
161	1	0	0	0.00026	0	0	0	0	0	5.9e-05	0	0.6	0.39	0.52	0.49
162	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0	0.054
163	0.99	0	0	0.0035	0	0	0	0	0	0.0015	0	0.6	0.39	0.52	0.49
164	0.98	0	0	0.00095	0	0	0	0	0	0.018	0	0.6	0.39	0.52	0.49
165	0.99	0	0	0.00017	0	0	0	0	0	0.0075	0	0.6	0.39	0.52	0.49
166	0.94	0	0	0.063	0	0	0	0	0	0.0013	0	0.6	0.39	0.52	0.49
167	0.99	0	0	0.015	0	0	0	0	0	9.9e-05	0	0.6	0.39	0.52	0.49
168	0	1	0	0	0.00048	0	0	0	0	0	1	0.089	0	0	0.054
169	0.99	0	0	0.0013	0	0	0	0	0	0.012	0	0.6	0.39	0.52	0.49
170	1	0	0	0.00013	0	0	0	0	0	1.9e-06	0	0.6	0.39	0.52	0.49
171	1	0	0	3.7e-06	0	0	0	0	0	3.5e-06	0	0.6	0.39	0.52	0.49
172	0	0	0	0	1	0	0.00011	0	0	0	4	0.089	0	0.053	0.054
173	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
174	1	0	0	0.00057	0	0	0	0	0	0.00066	0	0.6	0.39	0.52	0.49
175	1	0	0	0.00093	0	0	0	0	0	0.00069	0	0.6	0.39	0.52	0.49
176	0.83	0	0	0.13	0	0	0	0	0	0.036	0	0.6	0.39	0.52	0.49
177	0.99	0	0	0.0087	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
178	0.98	0	0	0.012	0	0	0	0	0	0.0054	0	0.6	0.39	0.52	0.49
179	1	0	0	0.0012	0	0	0	0	0	6.3e-06	0	0.6	0.39	0.52	0.49
180	0.99	0	0	0.015	0	0	0	0	0	1.5e-05	0	0.6	0.39	0.52	0.49
181	1	0	0	0.0035	0	0	0	0	0	0.0003	0	0.6	0.39	0.52	0.49
182	0.94	0	0	9.3e-05	0	0	0	0	0	0.063	0	0.6	0.39	0.52	0.49
183	0.36	0	0	0.64	0	0	0	0	0	0	3	0.56	0.44	0.44	0.56
184	1	0	0	0	0	0	0	0	0	0.00048	0	0.6	0.39	0.52	0.49
185	0.92	0	0	0.073	0	0	1.2e-06	0	0	0.0022	0	0.6	0.39	0.52	0.49
186	0.41	0	0	0.0081	0	0	0	0	0	0.58	9	0.64	0.39	0.63	0.55
187	0.96	0	0	0.026	0	0	0	0	0	0.016	0	0.6	0.39	0.52	0.49
188	1	0	0	0.00048	0	0	0	0	0	0.0041	0	0.6	0.39	0.52	0.49
189	1	0	0	0.0022	0	0	0	0	0	0.0017	0	0.6	0.39	0.52	0.49
190	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
191	1	0	0	0	0	0	0	0	0	2.8e-05	0	0.6	0.39	0.52	0.49
192	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
193	0.94	0	0	0.0007	0	0	0	0	0	0.061	0	0.6	0.39	0.52	0.49
194	0.98	0	0	0.015	0	0	1.1e-05	0	0	0.00014	0	0.6	0.39	0.52	0.49
195	0.95	0	0	0.0046	0	0	0	0	0	0.042	0	0.6	0.39	0.52	0.49
196	1	0	0	0.0031	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
197	0	0	0	0	1	0	0	0	0	0	4	0.089	0	0.053	0.054
198	0.96	0	0	0.00064	0	0	0	0	0	0.044	0	0.6	0.39	0.52	0.49
199	0.99	0	0	0.0051	0	0	0	0	0	0.0022	0	0.6	0.39	0.52	0.49
200	0	0	0	0	1	0	0	0	2.2e-05	0	4	0.089	0	0.053	0.054
201	1	0	0	3.9e-06	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
202	0	0	0	0	1	0	0	0	1.6e-05	0	4	0.089	0	0.053	0.054
203	0.99	0	0	0.0036	0	0	0	0	0	0.011	0	0.6	0.39	0.52	0.49
204	0	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
205	1	0	0	0	0	0	0	0	0	0.00093	0	0.6	0.39	0.52	0.49
206	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
207	0.96	0	0	0.012	0	0	0	0	0	0.028	0	0.6	0.39	0.52	0.49
208	0.94	0	0	0.019	0	0	0	0	0	0.042	0	0.6	0.39	0.52	0.49
209	0.99	0	0	0.0074	0	0	0	0	0	0.0042	0	0.6	0.39	0.52	0.49
210	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
211	1	0	0	0	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
212	1	0	0	0	0	0	0	0	0	0.00017	0	0.6	0.39	0.52	0.49
213	0.00035	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
214	0	0	0	0	1.9e-05	0	0	0	0	1	9	0.64	0.39	0.63	0.55
215	1	0	0	0	0	0	0	0	0	0.00058	0	0.6	0.39	0.52	0.49
216	0.98	0	0	0	0	0	0	0	0	0.017	0	0.6	0.39	0.52	0.49
217	0.59	0	0	0.41	0	0	0	0	0	0.00074	0	0.6	0.39	0.52	0.49
218	0.97	0	0	0.00026	0	0	0	0	0	0.032	0	0.6	0.39	0.52	0.49
219	0.85	0	0	0.00086	0	0	0	0	0	0.15	0	0.6	0.39	0.52	0.49
220	0.97	0	0	9.4e-05	0	0	0	0	0	0.025	0	0.6	0.39	0.52	0.49
221	0.99	0	0	0.00017	0	0	0	0	0	0.0097	0	0.6	0.39	0.52	0.49
222	0	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
223	0	0	0	0	0	1	0	0	2.3e-05	0	5	0	0.13	0	0
224	0	0	0	0	0	0	0	1	0	0	7	0.18	0.17	0.43	0.054
225	0.99	0	0	0.0065	0	0	0	0	0	0.0072	0	0.6	0.39	0.52	0.49
226	1	0	0	0.0028	0	0	0	0	0	0.00083	0	0.6	0.39	0.52	0.49
227	1	0	0	0.0032	0	0	0	0	0	4.4e-06	0	0.6	0.39	0.52	0.49
228	1	0	0	0.0044	0	0	0	0	0	5.4e-06	0	0.6	0.39	0.52	0.49
229	0.82	0	0	0.18	0	0	0	0	0	0.0019	0	0.6	0.39	0.52	0.49
230	1	0	0	5.8e-06	0	0	0	0	0	3.4e-06	0	0.6	0.39	0.52	0.49
231	0.97	0	0	0.025	0	0	0	0	0	0.0006	0	0.6	0.39	0.52	0.49
232	0.97	0	0	0.019	0	0	3.1e-05	0	0	0.015	0	0.6	0.39	0.52	0.49
233	0.98	0	0	0	0	0	0	0	0	0.016	0	0.6	0.39	0.52	0.49
234	1	0	0	2e-05	0	0	0.001	0	0	0	0	0.6	0.39	0.52	0.49
235	1	0	0	6.1e-05	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
236	0	0.93	0	0	0.072	0	0	0	6.5e-06	0	1	0.089	0	0	0.054
237	0.96	0	0	7.5e-05	0	0	0	0	0	0.042	0	0.6	0.39	0.52	0.49
238	0.96	0	0	0.0015	0	0	0	0	0	0.038	0	0.6	0.39	0.52	0.49
239	0	0	0	0	0	1	0	0	0	0	5	0	0.13	0	0
240	0.84	0	0	0.16	0	0	0	0	0	0.00012	0	0.6	0.39	0.52	0.49
241	0.97	0	0	0.024	0	0	0	0	0	0.0021	0	0.6	0.39	0.52	0.49
242	0	0	0	0	0	0	1	0	0	0	6	0.4	0.22	0.27	0.33
243	0.86	0	0	0.14	0	0	0	0	0	2e-05	0	0.6	0.39	0.52	0.49
244	0.99	0	0	0.011	0	0	0	0	0	7.9e-06	0	0.6	0.39	0.52	0.49
245	1	0	0	0.00047	0	0	0	0	0	0.0041	0	0.6	0.39	0.52	0.49
246	1	0	0	0.00059	0	0	0	0	0	1.1e-05	0	0.6	0.39	0.52	0.49
247	0.99	0	0	0.012	0	0	0	0	0	0	0	0.6	0.39	0.52	0.49
248	1	0	0	0.0017	0	0	0	0	0	4.1e-06	0	0.6	0.39	0.52	0.49
249	0.0059	0	0	0.99	0	0	0	0	0	0	3	0.56	0.44	0.44	0.56
250	1	0	0	0.00079	0	0	0	0	0	0.00028	0	0.6	0.39	0.52	0.49
251	0	1	0	0	0	0	0	0	0	0	1	0.089	0	0	0.054
252	0.99	0	0	0.00086	0	0	0	0	0	0.0053	0	0.6	0.39	0.52	0.49
253	0.91	0	0	0.084	0	0	0	0	0	0.001	0	0.6	0.39	0.52	0.49
254	0.99	0	0	0.0035	0	0	0	0	0	0.0019	0	0.6	0.39	0.52	0.49
255	1	0	0	0.0012	0	0	0	0	0	0.0013	0	0.6	0.39	0.52	0.49
256	0.86	0	0	0.14	0	0	1.5e-06	0	0	2.3e-05	0	0.6	0.39	0.52	0.49
257	0.74	0	0	0.26	0	0	0	0	0	0.00029	0	0.6	0.39	0.52	0.49
258	0.034	0	0	0.97	0	0	0	0	0	0	3	0.56	0.44	0.44	0.56
259	0	0	0	0	0	0	0	0	1	0	8	0.044	0.087	0.053	0.054
260	0.98	0	0	0.019	0	0	0	0	0	3.5e-05	0	0.6	0.39	0.52	0.49
261	0.89	0	0	0.11	0	0	0	0	0	3.2e-05	0	0.6	0.39	0.52	0.49
