SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
53	0	0	0.0093	8e-06	3.3e-05	0	0	0	0	0	0	0	0.76	0.24	0	0	0	0	0	12	0.6	0.39	0.52	0.49
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
57	0	0	0.11	0.0052	0	0	0	0	0	0.029	0	0.029	0.83	1.1e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
58	0	0	0.076	0.086	0	0	0.00021	0	0	5.4e-05	0	5.4e-05	0.84	9.7e-05	0	2.8e-05	0	0	0	12	0.6	0.39	0.52	0.49
59	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
60	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
61	0	0	0.36	0.035	0	0	0	0	0	0.082	0	0.082	0.44	1.1e-05	0	2.7e-06	0	0	0	12	0.6	0.39	0.52	0.49
62	0	0	0.0004	0.53	0.004	0	3.3e-06	0	0	3e-06	0	3e-06	0.46	0	0	0	0	0	0	3	0.6	0.35	0.46	0.44
63	0	0	0.035	0.42	0	0	8.3e-06	0	0	0.019	0	0.019	0.51	0	0	6.5e-06	0	0	0	12	0.6	0.39	0.52	0.49
64	0	0	0.014	0.038	2e-06	0	0	0	0	1.5e-05	0	1.5e-05	0.95	1.3e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
65	0	0	0.0062	0.76	2.6e-06	0	0.00041	0	0	0.00095	0	0.00095	0.23	0	0	0.0016	0	0	0	3	0.6	0.35	0.46	0.44
66	0	0	0.12	0.21	0.00011	0	0.00011	0	0	0.011	0	0.011	0.64	0.0015	0	0.00027	0	0	0	12	0.6	0.39	0.52	0.49
67	0	0	0.016	0.57	0.00072	0	0.0019	0	0	0.00028	0	0.00028	0.41	5.2e-05	0	0.00026	0	0	0	3	0.6	0.35	0.46	0.44
68	0	0	0.77	0.001	0	0	0	0	0	0.0019	0	0.0019	0.22	2.3e-05	0	0	0	0	0	2	0.6	0.39	0.52	0.55
69	0	0	0.046	0.03	0.00049	0	0.00029	0	0	0.0047	0	0.0047	0.91	0.0029	0	0	0	0	0	12	0.6	0.39	0.52	0.49
70	0	0	0.031	0.12	0.064	0	0.018	0	0	0.003	0	0.003	0.75	0.012	0	0.00012	0	0	0	12	0.6	0.39	0.52	0.49
71	0	0	0.12	9.1e-05	0	0	0	0	0	0	0	0	0.67	0.21	0	0	0	0	0	12	0.6	0.39	0.52	0.49
72	0	0	0.1	0.23	1.9e-05	0	9.9e-05	0	0	0.0019	0	0.0019	0.66	0.00043	0	4.6e-05	0	0	0	12	0.6	0.39	0.52	0.49
73	0	0	0.041	0.02	3.8e-05	0	1.6e-05	0	0	0.00021	0	0.00021	0.94	0.0013	0	0	0	0	0	12	0.6	0.39	0.52	0.49
74	0	0	0.05	0.077	0	0	0	0	0	0	0	0	0.87	0.00035	0	0	0	0	0	12	0.6	0.39	0.52	0.49
75	0	0	0.097	0.21	0.00067	0	0.00031	1.7e-05	0	0.03	0	0.03	0.63	0.0025	0	0.00038	0	0	0	12	0.6	0.39	0.52	0.49
76	0	0	0.023	0.29	0	0	0	0.00039	0	0	0	0	0.28	0	0	0.4	0	0	0	15	0.47	0.22	0.46	0.38
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.27	0	0.053	0.22
78	0	0	0.11	0.017	0	0	0	0	0	0.00099	0	0.00099	0.87	0.00041	0	0	0	0	0	12	0.6	0.39	0.52	0.49
79	0	0	0.13	0.00059	0	0	0	0	0	0	0	0	0.87	0.0016	0	0	0	0	0	12	0.6	0.39	0.52	0.49
80	0	0	0.078	0.00051	0	0	0	0	0	0	0	0	0.92	0.0057	0	0	0	0	0	12	0.6	0.39	0.52	0.49
81	0	0	0.066	0.33	0	0	0	0	0	0.0041	0	0.0041	0.6	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
82	0	0	0.13	0.00066	0	0	0	0	0	0	0	0	0.84	0.035	0	0	0	0	0	12	0.6	0.39	0.52	0.49
83	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0013	10	0.31	0	0	0.22
84	0	0	0.44	0.00011	0	0	0	0	0	0	0	0	0.53	0.033	0	0	0	0	0	12	0.6	0.39	0.52	0.49
85	0	0	0.038	0.32	6.6e-05	0	0.00031	0	0	0.0011	0	0.0011	0.64	0.00014	0	0.0001	0	0	0	12	0.6	0.39	0.52	0.49
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
87	0	0	0.089	0.24	9.9e-06	0	0.00055	0	0	0.0025	0	0.0025	0.65	0.00025	0	0.0081	0	0	0	12	0.6	0.39	0.52	0.49
88	0	0	0.2	0.016	0.00031	0	0.00036	0	0	0.0041	0	0.0041	0.62	0.15	0	0.00014	0	0	0	12	0.6	0.39	0.52	0.49
89	0	0	0	0.013	0.92	0	0.052	0	0	0	0	0	0.012	0	0	0	0	0	0	4	0.67	0.44	0.56	0.34
90	0	0	0	0.0045	0.0036	0	0.99	0	0	0	0	0	7.9e-05	0	0	1.2e-06	0	0	0	6	0.56	0.33	0.56	0.34
91	0	0	0.029	0.038	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
92	0	0	0.00093	0.67	0	0	0	2.1e-05	0	0	0	0	0.29	2.3e-06	0	0.034	0	0	0	3	0.6	0.35	0.46	0.44
93	0	0	0.036	0.056	0	0	0	0	0	0	0	0	0.9	0.0061	0	0.00018	0	0	0	12	0.6	0.39	0.52	0.49
94	0	0	0.007	0.084	0	0	0	0	0	0	0	0	0.91	5.3e-06	0	0	0	0	0	12	0.6	0.39	0.52	0.49
95	0	0	0.25	0.0018	0	0	0	0	0	0	0	0	0.75	0.00011	0	0	0	0	0	12	0.6	0.39	0.52	0.49
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.27	0	0.053	0.22
97	0	0	0.045	7.2e-06	0	0	0	0	0	0	0	0	0.96	2.9e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
98	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
99	0	0	0.13	0.016	0	0	0	0	0	0	0	0	0.86	0.00017	0	2.1e-06	0	0	0	12	0.6	0.39	0.52	0.49
100	0	0	0.036	0.15	0.0002	0	3.1e-05	0	0	0.00085	0	0.00085	0.82	0.00029	0	0	0	0	0	12	0.6	0.39	0.52	0.49
101	0	0	7.4e-05	0.13	0	0	0	0.46	0	0	0	0	0.0057	0	0	0.41	0	0	0	7	0.4	0.22	0.27	0.27
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
103	0	0	0.42	0	0	0	0	0	0	0	0	0	0.53	0.046	0	0	0	0	0	12	0.6	0.39	0.52	0.49
104	0	0	0.0061	0.012	0	0	0	0	0	0	0	0	0.98	0.00037	0	0	0	0	0	12	0.6	0.39	0.52	0.49
105	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
106	0	0	0.023	0.24	0	0	0	0	0	0	0	0	0.73	1.5e-06	0	0.00045	0	0	0	12	0.6	0.39	0.52	0.49
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.089	0	0	0.054
108	0	0	0.092	0.014	0	0	0	0	0	0	0	0	0.85	0.041	0	0	0	0	0	12	0.6	0.39	0.52	0.49
109	0	0	0.068	0.0001	0	0	0	0	0	0	0	0	0.93	0.00029	0	0	0	0	0	12	0.6	0.39	0.52	0.49
110	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
111	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
112	0	0	0.031	0.33	0	0	0	0	0	0.023	0	0.023	0.59	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
113	0	0	0.018	0.0085	1.2e-05	0	4.7e-06	0	0	4e-06	0	4e-06	0.97	0.00022	0	0	0	0	0	12	0.6	0.39	0.52	0.49
114	0	0	0.02	0.12	0	0	3.8e-06	0	0	0.00018	0	0.00018	0.86	1.5e-06	0	0	0	0	0	12	0.6	0.39	0.52	0.49
115	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0.11	0
116	0	0	0.14	0.12	9.7e-06	0	8.4e-05	0	0	0.015	0	0.015	0.71	0.00062	0	0.00011	0	0	0	12	0.6	0.39	0.52	0.49
117	0	0	0.018	0.037	2.8e-05	0	0.00015	0	0	2.4e-05	0	2.4e-05	0.95	9e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
118	0	0	0.00023	0.95	2.9e-05	0	0.0031	0	0	5.8e-06	0	5.8e-06	0.046	0	0	0.0005	0	0	0	3	0.6	0.35	0.46	0.44
119	0	0	0.11	0.18	1e-05	0	9.9e-06	0	0	0.00088	0	0.00088	0.7	0.00034	0	0	0	0	0	12	0.6	0.39	0.52	0.49
120	0	0	0.078	0.14	6.1e-05	0	3.6e-05	0	0	0.029	0	0.029	0.73	0.00039	0	1.3e-06	0	0	0	12	0.6	0.39	0.52	0.49
121	0	0	0.19	0.036	0	0	0	0	0	0.02	0	0.02	0.73	3.4e-06	0	0	0	0	0	12	0.6	0.39	0.52	0.49
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.089	0	0	0.054
123	0	0	0.25	0.033	5.4e-06	0	2.4e-05	0	0	0.11	0	0.11	0.49	0.0055	0	0.00034	0	0	0	12	0.6	0.39	0.52	0.49
124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0.13	0	0
126	0	0	0.0049	0.46	3.2e-06	0	1.4e-05	0	0	0.0044	0	0.0044	0.53	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
127	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0.13	0	0
129	0	0	0.25	1.3e-05	0	0	0	0	0	0.25	0	0.25	0.26	0.00022	0	0	0	0	0	12	0.6	0.39	0.52	0.49
130	0	0	0.058	0	0	0	0	0	0	0	0	0	0.019	0.92	0	0	0	0	0	13	0.64	0.46	0.63	0.55
131	0	0	0.045	0.084	0	0	0	0	0	0.00097	0	0.00097	0.87	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.089	0	0	0.054
133	0	0	0.3	0.0025	0	0	0	0	0	0.00075	0	0.00075	0.65	0.043	0	0	0	0	0	12	0.6	0.39	0.52	0.49
134	0	0	0.0074	0.63	0	0	3.7e-06	0	0	0.0042	0	0.0042	0.36	0	0	0	0	0	0	3	0.6	0.35	0.46	0.44
135	0	0	0.25	0.049	3.3e-06	0	3.2e-06	0	0	0.005	0	0.005	0.69	0.0039	0	1.4e-06	0	0	0	12	0.6	0.39	0.52	0.49
136	0	0	0.026	0.46	4.1e-05	0	0.0043	3.1e-05	0	0.004	0	0.004	0.45	2.6e-05	0	0.046	0	0	0	3	0.6	0.35	0.46	0.44
137	0	0	0.00055	0.93	0.00016	0	0.0061	7.6e-05	0	5.5e-06	0	5.5e-06	0.033	0	0	0.03	0	0	0	3	0.6	0.35	0.46	0.44
138	0	0	0.079	0.079	0.001	0	0.0006	0	0	0.00075	0	0.00075	0.83	0.012	0	2.2e-05	0	0	0	12	0.6	0.39	0.52	0.49
139	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
140	0	0	0.3	0.002	0	0	0	0	0	0.00078	0	0.00078	0.69	0.0024	0	0	0	0	0	12	0.6	0.39	0.52	0.49
141	0	0	0.2	0.035	3.5e-05	0	4.2e-05	0	0	0.022	0	0.022	0.71	0.012	0	1e-05	0	0	0	12	0.6	0.39	0.52	0.49
142	0	0	0.067	0.23	5.9e-05	0	0.0028	3.9e-06	0	0.0066	0	0.0066	0.65	0.00033	0	0.032	0	0	0	12	0.6	0.39	0.52	0.49
143	0	0	0.023	0.0013	0	0	0	0	0	0.00034	0	0.00034	0.98	1.3e-06	0	0	0	0	0	12	0.6	0.39	0.52	0.49
144	0	0	0.13	0.051	0	0	0	0	0	0.032	0	0.032	0.76	1.2e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
145	0	0	0	0.98	0	0	0.0029	0	0	0	0	0	0.021	0	0	0	0	0	0	3	0.6	0.35	0.46	0.44
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
147	0	0	0.073	0.03	1.4e-05	0	1.4e-06	0	0	0.002	0	0.002	0.89	0.00094	0	0	0	0	0	12	0.6	0.39	0.52	0.49
148	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.4	0.22	0.27	0.27
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.089	0	0	0.054
150	0	0	0.2	0.00044	0	0	0	0	0	0.00073	0	0.00073	0.79	0.0097	0	0	0	0	0	12	0.6	0.39	0.52	0.49
151	0	0	0.054	0.28	0.00024	0	0.00017	0	0	0.019	0	0.019	0.62	0.00025	0	3.4e-05	0	0	0	12	0.6	0.39	0.52	0.49
152	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
153	0	0	0.14	0.0049	8.2e-06	0	0.00026	0	0	6e-05	0	6e-05	0.79	0.065	0	1.9e-06	0	0	0	12	0.6	0.39	0.52	0.49
154	0	0	0.097	0.0012	0	0	0	0	0	3.2e-05	0	3.2e-05	0.89	0.011	0	0	0	0	0	12	0.6	0.39	0.52	0.49
155	0	0	0.022	0.4	9.1e-05	0	0.00061	0	0	0.003	0	0.003	0.57	1.7e-05	0	3.3e-05	0	0	0	12	0.6	0.39	0.52	0.49
156	0	0	0.12	0.047	0	0	3.3e-06	0	0	0.00074	0	0.00074	0.84	0.00028	0	0	0	0	0	12	0.6	0.39	0.52	0.49
157	0	0	0.0073	0.17	0	0	0.00022	0	0	2e-05	0	2e-05	0.056	0	0	0.77	0	0	0	15	0.47	0.22	0.46	0.38
158	0	0	0.16	0.0052	1.9e-06	0	0	0	0	0.025	0	0.025	0.78	0.0041	0	0	0	0	0	12	0.6	0.39	0.52	0.49
159	0	0	0.072	0.00017	0	0	0	0	0	0.44	0	0.44	0.055	0	0	0	0	0	0	9	0.56	0.44	0.44	0.56
160	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0	0.12	0	0.00083	10	0.31	0	0	0.22
161	0	0	0.0016	0.59	0.0069	0	0.085	0	0	5.2e-05	0	5.2e-05	0.32	3.7e-06	0	0.00029	0	0	0	3	0.6	0.35	0.46	0.44
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.089	0	0	0.054
163	0	0	0.023	0.15	0.013	0	0.00067	0	0	0.0018	0	0.0018	0.81	0.0014	0	0	0	0	0	12	0.6	0.39	0.52	0.49
164	0	0	0.041	0.047	0.0018	0	0.0062	0	0	0.00055	0	0.00055	0.9	0.0071	0	3.4e-05	0	0	0	12	0.6	0.39	0.52	0.49
165	0	0	0.11	0.0012	0	0	0	0	0	9.5e-05	0	9.5e-05	0.89	0.0011	0	0	0	0	0	12	0.6	0.39	0.52	0.49
166	0	0	0.28	0.11	0	0	0	0	0	0.024	0	0.024	0.56	9.2e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
167	0	0	0.025	0.52	1.8e-05	0	0.00017	0	0	0.0042	0	0.0042	0.45	6.2e-06	0	0.00011	0	0	0	3	0.6	0.35	0.46	0.44
168	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	1	0	1.1e-05	16	0.089	0	0	0.054
169	0	0	0.026	0.28	0.026	0	0.024	0	0	0.00055	0	0.00055	0.64	0.0023	0	0.00077	0	0	0	12	0.6	0.39	0.52	0.49
170	0	0	0.0069	0.15	0	0	7.8e-06	0	0	7e-05	0	7e-05	0.85	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
171	0	0	0.027	0.0045	0	0	0	0	0	2.3e-06	0	2.3e-06	0.97	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.27	0	0.053	0.22
173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0.18	0.17	0.43	0.054
174	0	0	0.016	0.46	2.3e-06	0	0.0085	0	0	0.00013	0	0.00013	0.37	3.7e-06	0	0.14	0	0	0	3	0.6	0.35	0.46	0.44
175	0	0	0.061	0.06	0	0	1.5e-06	0	0	0.00052	0	0.00052	0.88	5.8e-05	0	0	0	0	0	12	0.6	0.39	0.52	0.49
176	0	0	0.44	0.0009	0	0	0	0	0	0.045	0	0.045	0.45	0.012	0	0	0	0	0	12	0.6	0.39	0.52	0.49
177	0	0	0.012	0.2	0	0	0	0	0	0.0043	0	0.0043	0.78	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
178	0	0	0.15	0.0084	0	0	4.3e-06	0	0	0.0063	0	0.0063	0.83	0.0019	0	0	0	0	0	12	0.6	0.39	0.52	0.49
179	0	0	0.18	0.054	0	0	0	0	0	0.0006	0	0.0006	0.77	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
180	0	0	0.21	0.0024	0	0	0	0	0	0.0073	0	0.0073	0.77	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
181	0	0	0.013	0.49	0.0025	0	0.00077	0	0	0.0011	0	0.0011	0.49	4.9e-05	0	4.5e-06	0	0	0	3	0.6	0.35	0.46	0.44
182	0	0	0.16	0.0032	0	0	0	0	0	5.2e-05	0	5.2e-05	0.83	0.005	0	0	0	0	0	12	0.6	0.39	0.52	0.49
183	0	0	0.36	1.1e-05	0	0	0	0	0	0.22	0	0.22	0.2	0	0	0	0	0	0	2	0.6	0.39	0.52	0.55
184	0	0	0.023	0.014	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	12	0.6	0.39	0.52	0.49
185	0	0	0.068	0.093	0.00062	0	0.0012	0	0	0.038	0	0.038	0.76	0.0023	0	0.00017	0	0	0	12	0.6	0.39	0.52	0.49
186	0	0	0.13	6.7e-05	0	0	0	0	0	0.0021	0	0.0021	0.17	0.69	0	0	0	0	0	13	0.64	0.46	0.63	0.55
187	0	0	0.14	0.065	0.00014	0	0.00013	0	0	0.013	0	0.013	0.76	0.0065	0	1.4e-05	0	0	0	12	0.6	0.39	0.52	0.49
188	0	0	0.2	0.004	0	0	0	0	0	0.00024	0	0.00024	0.8	0.00033	0	0	0	0	0	12	0.6	0.39	0.52	0.49
189	0	0	0.19	0.0013	0	0	0	0	0	0.0011	0	0.0011	0.8	0.0005	0	0	0	0	0	12	0.6	0.39	0.52	0.49
190	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0.044	0.043	0.053	0.054
