SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
75	0.074	0.055	0	0.071	0.77	0.00054	0	9.2e-05	0	0.0027	0	0	0	0	1.9e-05	0.027	4	0.6	0.39	0.52	0.49
76	0	0	0	0.0023	0.36	0	0	0	0	0	0	0	0	0	0.00044	0.64	15	0.53	0.3	0.46	0.38
77	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
78	0.002	0.004	0	0.12	0.88	0	0	1.7e-05	0	0.00037	0	0	0	0	0	6e-06	4	0.6	0.39	0.52	0.49
79	0	0	0	0.028	0.97	0	0	0	0	0.0015	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
80	0	0	0	0.031	0.96	0	0	0	0	0.0053	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
81	0.0091	0.25	0	0.087	0.65	0	0	2.9e-06	0	0	0	0	0	0	0	4.1e-05	4	0.6	0.39	0.52	0.49
82	0	0	0	0.16	0.81	0	0	0	0	0.029	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
83	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.31	0	0	0.22
84	0	0	0	0.056	0.9	0	0	0	0	0.048	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
85	0.0031	0.013	0	0.064	0.88	8e-05	0	8.1e-05	0	0.00016	0	0	0	0	0	0.038	4	0.6	0.39	0.52	0.49
86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.18	0.17	0.43	0.054
87	0.0063	0.027	0	0.041	0.83	3.8e-05	0	0.00093	0	0.00028	0	0	0	0	0	0.096	4	0.6	0.39	0.52	0.49
88	0.01	0.0078	0	0.064	0.75	0.00038	0	0.0013	0	0.16	0	0	0	0	0	0.0021	4	0.6	0.39	0.52	0.49
89	0	0	0	0.0012	0.027	0.96	0	0	0	0	0	0	0	0	0	0.0089	5	0.56	0.44	0.56	0.34
90	0	0	0	0	9.1e-05	0.68	0	0	0	0	0	0	0	0	0	0.32	5	0.56	0.44	0.56	0.34
91	0	0	0	0.0012	1	0	0	0	0	0	0	0	0	0	0	0.0015	4	0.6	0.39	0.52	0.49
92	0	0	0	0.0018	0.12	0	0	0	0	0	0	0	0	0	8e-06	0.88	15	0.53	0.3	0.46	0.38
93	0	0	0	0.04	0.94	0	0	0	0	0.0056	0	0	0	0	0	0.011	4	0.6	0.39	0.52	0.49
94	0	0	0	0.069	0.93	0	0	0	0	4.7e-06	0	0	0	0	0	8.1e-06	4	0.6	0.39	0.52	0.49
95	0	0	0	0.016	0.98	0	0	0	0	0.00013	0	0	0	0	0	5e-06	4	0.6	0.39	0.52	0.49
96	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
97	0	0	0	0.011	0.99	0	0	0	0	2.6e-05	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
98	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
99	0	0	0	0.019	0.98	0	0	0	0	0.00017	0	0	0	0	0	0.00054	4	0.6	0.39	0.52	0.49
100	0.0019	0.0039	0	0.1	0.89	5e-05	0	7.2e-06	0	0.00028	0	0	0	0	0	0.00099	4	0.6	0.39	0.52	0.49
101	0	0	0	7.9e-05	0.0055	0	0	0	0	0	0	0	0	0	0.4	0.59	15	0.53	0.3	0.46	0.38
102	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.18	0.17	0.43	0.054
103	0	0	0	0.22	0.72	0	0	0	0	0.054	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
104	0	0	0	0.063	0.94	0	0	0	0	0.00031	0	0	0	0	0	4.5e-06	4	0.6	0.39	0.52	0.49
105	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
106	0	0	0	0.0054	0.89	0	0	0	0	1.5e-06	0	0	0	0	0	0.1	4	0.6	0.39	0.52	0.49
107	0	0	0	1	0	0	0	0	3e-05	0	0	0	0	0	0	0	3	0.64	0.39	0.52	0.5
108	0	0	0	0.087	0.88	0	0	0	0	0.037	0	0	0	0	0	0.00014	4	0.6	0.39	0.52	0.49
109	0	0	0	0.0066	0.99	0	0	0	0	0.00027	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
110	0	0	0	0	0	0	0	0	0	2.2e-05	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
111	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
112	0.07	0.00024	0	0.0027	0.89	0	0	0.00013	0	0	0	0	0	0	0	0.033	4	0.6	0.39	0.52	0.49
113	7.6e-06	7.2e-06	0	0.064	0.94	6.2e-06	0	4.1e-06	0	0.00018	0	0	0	0	0	5.2e-06	4	0.6	0.39	0.52	0.49
114	0.00042	0.00012	0	0.024	0.97	1.3e-06	0	1.2e-05	0	1.5e-06	0	0	0	0	0	0.0008	4	0.6	0.39	0.52	0.49
115	0	0	1	0	0	0	0	0	0	0	0	0	3.7e-06	0	0	0	2	0.089	0	0.053	0.054
116	0.038	0.019	0	0.042	0.89	4.1e-05	0	0.00042	0	0.00067	0	0	0	0	0	0.014	4	0.6	0.39	0.52	0.49
117	4.9e-05	1.6e-05	0	0.033	0.97	9.9e-05	0	1.9e-05	0	8e-05	0	0	0	0	0	0.0006	4	0.6	0.39	0.52	0.49
118	1.4e-05	0.00013	0	0.0018	0.056	9.8e-05	0	0	0	0	0	0	0	0	0	0.94	15	0.53	0.3	0.46	0.38
119	0.0018	0.15	0	0.14	0.71	0	0	8.1e-05	0	0.0003	0	0	0	0	0	0.0012	4	0.6	0.39	0.52	0.49
120	0.069	0.0079	0	0.05	0.87	0.00014	0	3.4e-05	0	0.00041	0	0	0	0	0	0.0051	4	0.6	0.39	0.52	0.49
121	0.052	0.002	0	0.012	0.93	0	0	0.00089	0	3.8e-06	0	0	0	0	0	0.00083	4	0.6	0.39	0.52	0.49
122	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.089	0	0	0.054
123	0.3	0.03	0	0.029	0.63	3.9e-05	0	0.001	0	0.0062	0	0	0	0	0	0.0051	4	0.6	0.39	0.52	0.49
124	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.18	0.17	0.43	0.054
125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.13	0	0
126	0.016	5.1e-05	0	0.013	0.95	0.00018	0	0	0	0	0	0	0	0	0	0.018	4	0.6	0.39	0.52	0.49
127	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
128	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.13	0	0
129	0.61	0.00026	0	0.069	0.32	0	0	0	0	0.00024	0	0	0	0	0	0	0	0.56	0.44	0.44	0.56
130	0	0	0	0.0041	0.023	0	0	1.4e-05	0	0.97	0	0	0	0	0	0	9	0.64	0.46	0.63	0.55
131	0.0022	0.0007	0	0.031	0.97	0	0	8.9e-06	0	0	0	0	0	0	0	6.9e-05	4	0.6	0.39	0.52	0.49
132	0	0	3.8e-05	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.089	0	0	0.054
133	0.0019	0.0057	0	0.11	0.83	0	0	0.00058	0	0.048	0	0	0	0	0	4.2e-06	4	0.6	0.39	0.52	0.49
134	0.022	0.0013	0	0.016	0.92	5.8e-06	0	3.6e-06	0	0	0	0	0	0	0	0.044	4	0.6	0.39	0.52	0.49
135	0.011	0.15	0	0.11	0.73	0	0	0.00038	0	0.0036	0	0	0	0	0	0.00047	4	0.6	0.39	0.52	0.49
136	0.0074	0.0022	0	0.0096	0.42	0.00059	0	0.00014	0	2.1e-05	0	0	0	0	2.6e-05	0.56	15	0.53	0.3	0.46	0.38
137	1.1e-05	0.007	0	0.0037	0.034	3.4e-05	0	1.3e-06	0	0	0	0	0	0	7e-05	0.95	15	0.53	0.3	0.46	0.38
138	0.0016	0.0069	0	0.1	0.87	0.00033	0	0.00015	0	0.011	0	0	0	0	0	0.0045	4	0.6	0.39	0.52	0.49
139	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
140	0.0021	0.0023	0	0.06	0.93	0	0	0.00086	0	0.0028	0	0	0	0	0	1.7e-06	4	0.6	0.39	0.52	0.49
141	0.054	0.013	0	0.057	0.86	7.8e-05	0	0.00044	0	0.012	0	0	0	0	0	0.002	4	0.6	0.39	0.52	0.49
142	0.015	0.0045	0	0.021	0.73	0.0007	0	0.00054	0	0.00032	0	0	0	0	4e-06	0.22	4	0.6	0.39	0.52	0.49
143	0.00068	0	0	0.032	0.97	0	0	0	0	1.2e-06	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
144	0.073	0.0072	0	0.043	0.88	0	0	1.2e-05	0	1.2e-05	0	0	0	0	0	3.2e-05	4	0.6	0.39	0.52	0.49
145	0	0	0	0.0024	0.27	2.3e-05	0	0	0	0	0	0	0	0	0	0.72	15	0.53	0.3	0.46	0.38
146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.18	0.17	0.43	0.054
147	0.0041	0.0014	0	0.085	0.91	6.2e-06	0	1.1e-05	0	0.00083	0	0	0	0	0	5e-05	4	0.6	0.39	0.52	0.49
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.4	0.22	0.27	0.27
149	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.089	0	0	0.054
150	0.0018	2.1e-05	0	0.026	0.96	0	0	0.00042	0	0.01	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
151	0.052	0.017	0	0.056	0.85	0.00039	0	3.2e-05	0	0.00029	0	0	0	0	0	0.028	4	0.6	0.39	0.52	0.49
152	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
153	0.00014	0.00025	0	0.042	0.89	3.2e-05	0	0.0044	0	0.064	0	0	0	0	0	0.00035	4	0.6	0.39	0.52	0.49
154	6.8e-05	3e-05	0	0.062	0.93	0	0	0.0001	0	0.01	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
155	0.0092	0.0023	0	0.031	0.87	0.0006	0	2.6e-05	0	2.3e-05	0	0	0	0	0	0.092	4	0.6	0.39	0.52	0.49
156	0.0017	0.0056	0	0.06	0.93	0	0	0.00023	0	0.00028	0	0	0	0	0	0.0004	4	0.6	0.39	0.52	0.49
157	0.00012	0.062	0	0.0073	0.17	0	0	0.0017	0	0	0	0	0	0	0	0.76	15	0.53	0.3	0.46	0.38
158	0.059	0.00031	0	0.035	0.9	1.2e-05	0	5.1e-05	0	0.0041	0	0	0	0	0	1.7e-05	4	0.6	0.39	0.52	0.49
159	0.92	0.015	0	0.0098	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0.44	0.44	0.56
160	0	0	4.3e-05	0	0	0	0	0	0.1	0	0	0.9	0	0	0	0	11	0.31	0	0	0.22
161	0.00011	1.6e-05	0	0.007	0.32	0.052	0	1.8e-06	0	3.2e-06	0	0	0	0	0	0.62	15	0.53	0.3	0.46	0.38
162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0.089	0	0	0.054
163	0.0041	0.00068	0	0.076	0.91	0.0068	0	3.6e-06	0	0.0014	0	0	0	0	0	0.0041	4	0.6	0.39	0.52	0.49
164	0.0012	0.00011	0	0.033	0.94	0.0095	0	0.00014	0	0.0065	0	0	0	0	0	0.012	4	0.6	0.39	0.52	0.49
165	0.00021	2.3e-05	0	0.041	0.96	0	0	6e-05	0	0.001	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
166	0.014	0.78	0	0.044	0.16	0	0	1.3e-05	0	2.3e-05	0	0	0	0	0	1.6e-05	1	0.67	0.33	0.44	0.56
167	0.015	0.014	0	0.036	0.81	8.9e-05	0	3.9e-05	0	9.9e-06	0	0	0	0	0	0.12	4	0.6	0.39	0.52	0.49
168	0	0	0.00068	0	0	0	0	0	1	0	0	0.00017	0	0	0	0	8	0.089	0	0	0.054
169	0.0014	0.0034	0	0.068	0.8	0.016	0	5.2e-05	0	0.0025	0	0	0	0	0	0.11	4	0.6	0.39	0.52	0.49
170	0.00016	7.6e-06	0	0.014	0.98	6.3e-06	0	2.2e-06	0	0	0	0	0	0	0	0.0013	4	0.6	0.39	0.52	0.49
171	4.6e-06	2e-06	0	0.011	0.99	0	0	2.9e-05	0	0	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
172	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	2	0.089	0	0.053	0.054
173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.18	0.17	0.43	0.054
174	0.00019	0.00074	0	0.0047	0.26	4.2e-05	0	0.0004	0	2.3e-06	0	0	0	0	0	0.73	15	0.53	0.3	0.46	0.38
175	0.0011	0.0017	0	0.057	0.94	0	0	3.7e-05	0	5.4e-05	0	0	0	0	0	0.00021	4	0.6	0.39	0.52	0.49
176	0.16	0.0026	0	0.033	0.79	0	0	0.0008	0	0.018	0	0	0	0	0	1.7e-06	4	0.6	0.39	0.52	0.49
177	0.011	1.1e-05	0	0.0041	0.98	0	0	3.1e-06	0	0	0	0	0	0	0	0.0014	4	0.6	0.39	0.52	0.49
178	0.015	0.00022	0	0.024	0.96	1.4e-05	0	0.0003	0	0.0019	0	0	0	0	0	0.00015	4	0.6	0.39	0.52	0.49
179	0.0016	0.00086	0	0.0038	0.98	0	0	0.013	0	0	0	0	0	0	0	0.001	4	0.6	0.39	0.52	0.49
180	0.019	0.00012	0	0.0098	0.97	0	0	0.00016	0	0	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
181	0.0038	0.0058	0	0.078	0.86	0.0017	0	5e-06	0	7.6e-05	0	0	0	0	0	0.05	4	0.6	0.39	0.52	0.49
182	0.00011	0.001	0	0.12	0.88	0	0	0.00015	0	0.0046	0	0	0	0	0	1.2e-06	4	0.6	0.39	0.52	0.49
183	0.69	8.5e-06	0	0.0019	0.31	0	0	1e-05	0	0	0	0	0	0	0	0	0	0.56	0.44	0.44	0.56
184	0	0.00013	0	0.12	0.88	0	0	1.1e-05	0	0	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
185	0.085	0.00083	0	0.023	0.85	0.008	0	9.6e-05	0	0.0022	0	0	0	0	0	0.03	4	0.6	0.39	0.52	0.49
186	0.0053	0.00025	0	0.032	0.22	0	0	4.2e-05	0	0.75	0	0	0	0	0	0	9	0.64	0.46	0.63	0.55
187	0.031	0.012	0	0.063	0.88	0.00021	0	0.00022	0	0.0066	0	0	0	0	0	0.0041	4	0.6	0.39	0.52	0.49
188	0.00045	0.013	0	0.26	0.73	0	0	5.4e-06	0	0.00026	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
189	0.0024	0.0012	0	0.14	0.85	0	0	3.7e-06	0	0.00046	0	0	0	0	0	0	4	0.6	0.39	0.52	0.49
190	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
191	1.1e-06	0	0	0.012	0.98	0.0024	0	1.5e-06	0	1.3e-06	0	0	0	0	0	0.0036	4	0.6	0.39	0.52	0.49
192	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
193	0.00091	2.4e-05	0	0.019	0.96	0.00053	0	0.00083	0	0.017	0	0	0	0	0	0.00061	4	0.6	0.39	0.52	0.49
194	0.012	0.0014	0	0.021	0.63	0.0071	0	1e-05	0	3.5e-05	0	0	0	0	1.1e-06	0.33	4	0.6	0.39	0.52	0.49
195	0.0047	4.3e-05	0	0.065	0.78	0.0024	0	7.1e-06	0	0.15	0	0	0	0	0	9.8e-06	4	0.6	0.39	0.52	0.49
196	5.9e-06	2e-06	0	8.3e-06	0.0015	0	0	0	0	0	0	0	0	0	0	1	15	0.53	0.3	0.46	0.38
197	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.089	0	0.053	0.054
198	0.00075	0.0011	0	0.11	0.88	0	0	9.2e-05	0	0.0085	0	0	0	0	0	1.6e-06	4	0.6	0.39	0.52	0.49
199	0.0058	0.0027	0	0.095	0.89	0.0011	0	7.1e-06	0	0.0014	0	0	0	0	0	0.0027	4	0.6	0.39	0.52	0.49
200	0	0	1	0	0	0	0	0	0	0	0	0	2e-05	0	0	0	2	0.089	0	0.053	0.054
201	0	2.4e-06	0	3.1e-05	0.017	0	0	0	0	0	0	0	0	0	0	0.98	15	0.53	0.3	0.46	0.38
202	0	0	1	0	0	0	0	0	0	0	0	0	1.5e-05	0	0	0	2	0.089	0	0.053	0.054
203	0.004	0.0014	0	0.11	0.87	0.0027	0	8.9e-06	0	0.01	0	0	0	0	0	0.00098	4	0.6	0.39	0.52	0.49
204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.4	0.22	0.27	0.27
205	0	0	0	0.0092	0.97	0	0	0	0	0.00013	0	0	0	0	0	0.023	4	0.6	0.39	0.52	0.49
206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.044	0.087	0.053	0.054
207	0.013	0.053	0	0.1	0.82	7.8e-05	0	0.00016	0	0.0067	0	0	0	0	0	0.0042	4	0.6	0.39	0.52	0.49
