SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
99	0	0	0	0	0	0	1.8e-05	0	0.98	0	0	0	0	8.8e-05	0	0	0	0.015	0	0	8	0.6	0.39	0.52	0.49
100	0	0.0018	0	0	6e-05	0	0	0	0.87	0	0	0	0	2.5e-05	0	0	0.0013	0.12	0	1.7e-06	8	0.6	0.39	0.52	0.49
101	0	0	0	0	0	0	0.34	0	0.0072	0	0	0	0	0	0	0.52	0	0.13	0	0	15	0.4	0.22	0.27	0.27
102	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.18	0.17	0.43	0.054
103	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0.16	0	0	0	0	0	0	8	0.6	0.39	0.52	0.49
104	0	0	0	0	0	0	0	0	0.99	0	0	0	0	4.9e-06	0	0	0	0.0097	0	0	8	0.6	0.39	0.52	0.49
105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
106	0	0	0	0	0	0	0.0053	0	0.78	0	0	0	0	0	0	0	0	0.21	0	0	8	0.6	0.39	0.52	0.49
107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.089	0	0	0.054
108	0	0	0	0	0	0	1.1e-06	0	0.96	0	0	0	0	0.029	0	0	0	0.013	0	0	8	0.6	0.39	0.52	0.49
109	0	0	0	0	0	0	0	0	1	0	0	0	0	1.7e-05	0	0	0	8.8e-05	0	0	8	0.6	0.39	0.52	0.49
110	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
111	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
112	0	0.032	0	0	0	0	0.00027	0	0.43	0	0	0	0	0	0	0	0.35	0.19	0	0	8	0.6	0.39	0.52	0.49
113	0	7.8e-06	0	0	8.2e-06	0	0	0	0.99	0	0	0	0	3.3e-06	0	0	5.9e-06	0.007	0	1.6e-06	8	0.6	0.39	0.52	0.49
114	0	0.00037	0	0	1.4e-06	0	0	0	0.9	0	0	0	0	0	0	0	0.0013	0.1	0	0	8	0.6	0.39	0.52	0.49
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0.11	0
116	0	0.032	0	0	4.5e-05	0	0.00057	0	0.78	0	0	0	0	0.00037	0	0	0.084	0.11	0	0.0003	8	0.6	0.39	0.52	0.49
117	0	4.7e-05	0	0	0.00012	0	0	0	0.97	0	0	0	0	1.9e-06	0	0	7.9e-05	0.03	0	8.9e-06	8	0.6	0.39	0.52	0.49
118	0	1.4e-05	0	0	0.00012	0	0.0093	0	0.056	0	0	0	0	0	0	0	0.00054	0.93	0	0	17	0.6	0.35	0.46	0.44
119	0	0.002	0	0	1.3e-06	0	2.4e-06	0	0.81	0	0	0	0	0.00014	0	0	0.022	0.17	0	2.8e-05	8	0.6	0.39	0.52	0.49
120	0	0.061	0	0	0.00016	0	4e-05	0	0.8	0	0	0	0	0.00011	0	0	0.02	0.12	0	7e-06	8	0.6	0.39	0.52	0.49
121	0	0.038	0	0	0	0	1.2e-05	0	0.71	0	0	0	0	0	0	0	0.23	0.028	0	1e-05	8	0.6	0.39	0.52	0.49
122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.089	0	0	0.054
123	0	0.24	0	0	4e-05	0	0.00083	0	0.52	0	0	0	0	0.011	0	0	0.2	0.028	0	0.0022	8	0.6	0.39	0.52	0.49
124	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.18	0.17	0.43	0.054
125	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.13	0	0
126	0	0.0094	0	0	0.00013	0	5.2e-06	0	0.58	0	0	0	0	0	0	0	0.0014	0.4	0	0	8	0.6	0.39	0.52	0.49
127	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.13	0	0
129	0	0.65	0	0	0	0	0	0	0.35	0	0	0	0	7.9e-05	0	0	3.4e-05	1.4e-05	0	0	1	0.56	0.44	0.44	0.56
130	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0.95	0	0	0	0	0	0.0017	13	0.64	0.46	0.63	0.6
131	0	0.002	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0.0047	0.071	0	0	8	0.6	0.39	0.52	0.49
132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.089	0	0	0.054
133	0	0.0021	0	0	0	0	0	0	0.94	0	0	0	0	0.05	0	0	0.003	0.0029	0	0.0043	8	0.6	0.39	0.52	0.49
134	0	0.0093	0	0	3.1e-06	0	3.5e-05	0	0.4	0	0	0	0	0	0	0	0.016	0.57	0	0	17	0.6	0.35	0.46	0.44
135	0	0.012	0	0	1.1e-06	0	6.4e-06	0	0.87	0	0	0	0	0.0044	0	0	0.058	0.051	0	0.0006	8	0.6	0.39	0.52	0.49
136	0	0.0075	0	0	0.00077	0	0.13	0	0.44	0	0	0	0	4.2e-06	0	2.7e-05	0.052	0.36	0	8.9e-05	8	0.6	0.39	0.52	0.49
137	0	1.3e-05	0	0	5e-05	0	0.034	0	0.041	0	0	0	0	0	0	8.4e-05	0.0025	0.92	0	0	17	0.6	0.35	0.46	0.44
138	0	0.0016	0	0	0.00043	0	7.2e-05	0	0.92	0	0	0	0	0.0037	0	0	0.0033	0.07	0	0.0014	8	0.6	0.39	0.52	0.49
139	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
140	0	0.0022	0	0	0	0	0	0	0.99	0	0	0	0	0.0014	0	0	0.0065	0.0023	0	0.00093	8	0.6	0.39	0.52	0.49
141	0	0.052	0	0	9.7e-05	0	7.3e-05	0	0.86	0	0	0	0	0.013	0	0	0.036	0.034	0	0.0019	8	0.6	0.39	0.52	0.49
142	0	0.013	0	0	0.00079	0	0.06	0	0.67	0	0	0	0	0.00011	0	3.7e-06	0.062	0.19	0	0.00092	8	0.6	0.39	0.52	0.49
143	0	0.00067	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3.3e-06	0.001	0	0	8	0.6	0.39	0.52	0.49
144	0	0.069	0	0	0	0	0	0	0.86	0	0	0	0	2.4e-06	0	0	0.026	0.046	0	0	8	0.6	0.39	0.52	0.49
145	0	0	0	0	2.6e-06	0	0	0	0.026	0	0	0	0	0	0	0	0	0.97	0	0	17	0.6	0.35	0.46	0.44
146	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.18	0.17	0.43	0.054
147	0	0.0042	0	0	8.2e-06	0	0	0	0.97	0	0	0	0	0.00012	0	0	0.001	0.026	0	2.8e-06	8	0.6	0.39	0.52	0.49
148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.4	0.22	0.27	0.27
149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.089	0	0	0.054
150	0	0.0018	0	0	0	0	0	0	0.99	0	0	0	0	0.0025	0	0	0.00045	0.00044	0	0.0014	8	0.6	0.39	0.52	0.49
151	0	0.04	0	0	0.0004	0	0.00034	0	0.68	0	0	0	0	6.7e-05	0	0	0.024	0.25	0	5.9e-06	8	0.6	0.39	0.52	0.49
152	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.044	0.043	0.053	0.054
153	0	7.2e-05	0	0	2.2e-05	0	7.2e-06	0	0.48	0	0	0	0	0.015	0	0	0.00068	0.0024	0	0.5	19	0.56	0.33	0.67	0.56
154	0	7e-05	0	0	0	0	0	0	1	0	0	0	0	0.0013	0	0	4.9e-05	0.0011	0	0.0005	8	0.6	0.39	0.52	0.49
155	0	0.0064	0	0	0.00054	0	0.00083	0	0.62	0	0	0	0	1.6e-06	0	0	0.01	0.36	0	2.1e-06	8	0.6	0.39	0.52	0.49
156	0	0.0016	0	0	0	0	1.3e-06	0	0.94	0	0	0	0	6.4e-05	0	0	0.011	0.043	0	0.00012	8	0.6	0.39	0.52	0.49
157	0	8.7e-05	0	0	0	0	0.32	0	0.12	0	0	0	0	0	0	0	0.25	0.3	0	0.0004	6	0.47	0.26	0.46	0.38
158	0	0.059	0	0	1.5e-05	0	0	0	0.93	0	0	0	0	0.0018	0	0	0.0026	0.005	0	2.2e-05	8	0.6	0.39	0.52	0.49
159	0	0.93	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0.0044	0.00015	0	0	1	0.56	0.44	0.44	0.56
160	0	0	0	0	0	0.12	0	0	0	0	0.88	0	0	0	0	0	0	0	0.00083	0	10	0.31	0	0	0.22
161	0	0.00012	0	0	0.074	0	0.0083	0	0.37	0	0	0	0	0	0	0	0.0002	0.55	0	0	17	0.6	0.35	0.46	0.44
162	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.089	0	0	0.054
163	0	0.0037	0	0	0.008	0	4.7e-06	0	0.86	0	0	0	0	0.00011	0	0	0.00043	0.13	0	2.8e-06	8	0.6	0.39	0.52	0.49
164	0	0.0011	0	0	0.012	0	0.0004	0	0.94	0	0	0	0	0.00088	0	0	0.0008	0.04	0	0.0024	8	0.6	0.39	0.52	0.49
165	0	0.00021	0	0	0	0	0	0	1	0	0	0	0	0.0001	0	0	0.00011	0.0011	0	3.8e-05	8	0.6	0.39	0.52	0.49
166	0	0.05	0	0	0	0	0	0	0.61	0	0	0	0	7.7e-05	0	0	0.24	0.096	0	0	8	0.6	0.39	0.52	0.49
167	0	0.009	0	0	6.7e-05	0	0.0013	0	0.49	0	0	0	0	0	0	0	0.033	0.46	0	0	8	0.6	0.39	0.52	0.49
168	0	0	0	0	0	1	0	0	0	0	0.00015	0	0	0	0	0	0	0	1.1e-05	0	5	0.089	0	0	0.054
169	0	0.0012	0	0	0.018	0	0.0026	0	0.72	0	0	0	0	0.00039	0	0	0.0023	0.26	0	0.00033	8	0.6	0.39	0.52	0.49
170	0	0.00014	0	0	6.9e-06	0	0	0	0.88	0	0	0	0	0	0	0	0.00021	0.12	0	0	8	0.6	0.39	0.52	0.49
171	0	4.5e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00015	0.0037	0	0	8	0.6	0.39	0.52	0.49
172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0.27	0	0.053	0.22
173	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.18	0.17	0.43	0.054
174	0	0.00024	0	0	6.8e-05	0	0.28	0	0.34	0	0	0	0	0	0	0	0.036	0.34	0	0.00055	8	0.6	0.39	0.52	0.49
175	0	0.0011	0	0	0	0	0	0	0.94	0	0	0	0	4.7e-06	0	0	0.0031	0.052	0	4e-06	8	0.6	0.39	0.52	0.49
176	0	0.15	0	0	0	0	0	0	0.79	0	0	0	0	0.032	0	0	0.028	0.0013	0	0.0015	8	0.6	0.39	0.52	0.49
177	0	0.0088	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0.0073	0.16	0	0	8	0.6	0.39	0.52	0.49
178	0	0.014	0	0	1.7e-05	0	1.3e-06	0	0.97	0	0	0	0	0.00065	0	0	0.0055	0.0079	0	0.0004	8	0.6	0.39	0.52	0.49
179	0	0.0005	0	0	0	0	4.6e-06	0	0.33	0	0	0	0	0	0	0	0.66	0.018	0	7e-06	16	0.56	0.33	0.44	0.56
180	0	0.018	0	0	0	0	0	0	0.95	0	0	0	0	0	0	0	0.026	0.0024	0	0	8	0.6	0.39	0.52	0.49
181	0	0.0023	0	0	0.0013	0	9.8e-05	0	0.55	0	0	0	0	3.6e-06	0	0	0.002	0.45	0	0	8	0.6	0.39	0.52	0.49
182	0	0.00012	0	0	0	0	0	0	0.99	0	0	0	0	0.0013	0	0	0.00036	0.0031	0	0.00027	8	0.6	0.39	0.52	0.49
183	0	0.67	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0	0.0098	1.4e-05	0	0	1	0.56	0.44	0.44	0.56
184	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	1.6e-05	0.012	0	0	8	0.6	0.39	0.52	0.49
185	0	0.079	0	0	0.0095	0	0.0019	0	0.81	0	0	0	0	0.00072	0	0	0.013	0.081	0	0.00018	8	0.6	0.39	0.52	0.49
186	0	0.0035	0	0	0	0	0	0	0.15	0	0	0	0	0.85	0	0	7.6e-05	4.6e-05	0	0.00068	13	0.64	0.46	0.63	0.6
187	0	0.03	0	0	0.00026	0	9.1e-05	0	0.88	0	0	0	0	0.0047	0	0	0.022	0.061	0	0.0006	8	0.6	0.39	0.52	0.49
188	0	0.00059	0	0	0	0	0	0	0.99	0	0	0	0	7e-05	0	0	0.00052	0.004	0	0	8	0.6	0.39	0.52	0.49
