SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
82	0.3	0.098	0.57	0.00053	0.0024	0	1.2e-05	0	0	0.00052	0	0	0	0	0.01	0	0	0.02	0	0	2	0.18	0.44	0.43
83	0.22	0.12	0.56	0.0061	0.0033	0	0.016	0	0	0.031	2.4e-06	0	0	0	0.022	1.5e-05	0	0.013	0	0	2	0.18	0.44	0.43
84	0.26	0.11	0.56	0.00086	0.037	0	6e-05	0	0	0.00052	0	0	0	0	0.0096	0	0	0.016	0	0	2	0.18	0.44	0.43
85	0.16	0.048	0.69	1.6e-05	0.00043	0	0.087	0	0	0.00096	0	0	0	0	0.0069	0	0	0.0053	0	0	2	0.18	0.44	0.43
86	0	5.2e-06	0	1.2e-05	0	0.045	0	0	0	6.7e-05	0	0	0.96	0	0	0	0	0	0	0	12	0	0.4	0.4
87	0.11	0.002	0.7	0	2.5e-06	0	0.17	0	0	9.5e-06	0	0	0	0	0.003	0	0	0.0023	0	0	2	0.18	0.44	0.43
88	3.2e-05	0	7e-05	0	0	0	1	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	6	0.18	0.4	0.54
89	0.19	0.023	0.53	7.2e-06	0.00049	0	0.22	0	0	0.0009	0	0	0	0	0.029	0	0	0.0097	0	0	2	0.18	0.44	0.43
90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0048	0	0	0	11	0.06	0.044	0.041
91	0.19	0.032	0.58	0.00023	2.4e-05	0	0.12	0	0	0.044	0	0	0	0	0.02	0	0	0.0083	0	0	2	0.18	0.44	0.43
92	0.28	0.017	0.65	2.1e-05	0.002	0	0.0065	0	0	0.00042	0	0	0	0	0.025	0	0	0.016	0	0	2	0.18	0.44	0.43
93	0.22	0.021	0.74	2.5e-06	1.3e-06	0	0.0031	0	0	0.00052	0	0	0	0	0.0067	0	0	0.0073	0	0	2	0.18	0.44	0.43
94	0.22	0.01	0.75	0	2.7e-05	0	0.0034	0	0	2.7e-05	0	0	0	0	0.0065	0	0	0.0075	0	0	2	0.18	0.44	0.43
95	0	0	0	0	0	0	0	0.97	0.033	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.12
96	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.4	0.4
97	0.0038	0.91	0.06	0	0.022	0	0	0	0	0	0	0	0	0	0	0.0038	0	2.8e-05	0	0	1	0.14	0.4	0.37
98	2.6e-06	0.00029	1e-05	0.00042	0	0.17	0	0	0	0.0006	1.2e-05	0	0.82	0	0	0	0	0	0	0	12	0	0.4	0.4
99	0.02	0.81	0.17	4.2e-05	0.00037	0	1.8e-05	0	0	4.6e-05	0	0	0	0	2.7e-05	2.9e-06	0	0.00029	0	0	1	0.14	0.4	0.37
100	0.0074	0.93	0.04	0.015	0.00025	0	0	0	0	0.0034	0	0	0	0	1.7e-05	4.1e-06	0	0.00017	0	0	1	0.14	0.4	0.37
101	0.052	0.75	0.12	0.034	0.04	0	0	0	0	0.00082	9.2e-06	0	0	0	0.00053	0.0011	0	0.0031	0	0	1	0.14	0.4	0.37
102	0.0014	1.2e-06	0.0096	0	0	0	0.98	0	0	0	0	0	0	0	0.011	0	0	0.00017	0	0	6	0.18	0.4	0.54
103	0	0	0	0.13	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.25	0.42	0.35
104	0.024	0.71	0.11	0.072	7.8e-05	0	0.0001	0	0	0.073	0.00015	0	0	0	0.00023	3.5e-05	0	0.00071	0	0	1	0.14	0.4	0.37
105	4.9e-05	0	0.00032	0	0	0.023	0.25	0	0	0	0.0064	0	2.9e-05	0	4.5e-05	1.2e-05	0	1.1e-06	0	0.72	19	0	0.13	0.12
106	0.085	0.65	0.23	0.022	0.0044	0	2.3e-06	0	0	0.0039	0	0	0	0	0.00091	0	0	0.0039	0	0	1	0.14	0.4	0.37
107	0.051	0.57	0.097	0.26	0.007	0	0	0	0	0.0058	0.00036	0	0	0	0.00091	0.0012	0	0.0038	0	0	1	0.14	0.4	0.37
108	0.00059	0.043	0.0043	0.0005	0.00034	0	1.6e-05	0	0	0.00017	0.17	0	0	0	2.7e-06	0.78	0	1.2e-05	0	0	15	0.18	0.27	0.25
109	0.0017	0	0.0044	0	0	0.00014	0.97	0	0	0	0	0	0	0	0.021	0	0	8.4e-05	0	0	6	0.18	0.4	0.54
110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.08	0.27	0.25
111	0.25	0.12	0.53	0.0087	0.0047	0	0.0082	0	0	0.031	6.7e-06	0	0	0	0.033	3.8e-05	0	0.017	0	0	2	0.18	0.44	0.43
112	0.34	0.074	0.52	0.0033	3.6e-06	0	0	0	0	0.024	0	0	0	0	0.013	0	0	0.025	0	0	2	0.18	0.44	0.43
113	6.2e-05	0.0027	0.00026	0.002	0	0.19	5.5e-06	0	0	0.0042	0.00089	0	0.8	0	1.7e-06	6.6e-06	0	2.2e-06	0	0	12	0	0.4	0.4
114	0.28	0.085	0.61	0.00036	1.8e-05	0	2.2e-05	0	0	0.0027	0	0	0	0	0.0081	0	0	0.015	0	0	2	0.18	0.44	0.43
115	0.15	0.22	0.62	0.00011	0.00086	0	0.00016	0	0	0.00039	0	0	0	0	0.0014	0	0	0.0043	0	0	2	0.18	0.44	0.43
116	0.039	0.00049	0.25	0	2.6e-05	0	0.7	0	0	1.7e-06	0	0	0	0	0.013	0	0	0.0013	0	0	6	0.18	0.4	0.54
117	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00091	0	0	0	11	0.06	0.044	0.041
118	0.0025	0.76	0.015	0.14	2.6e-05	0	1.2e-05	0	0	0.075	0.0053	0	0	0	1.2e-05	0.00024	0	5.7e-05	0	0	1	0.14	0.4	0.37
119	0.075	0.7	0.2	0.022	0.0028	0	3.2e-06	0	0	0.0032	0	0	0	0	0.00097	8.8e-06	0	0.0037	0	0	1	0.14	0.4	0.37
120	5.6e-05	1	0.0017	9.2e-05	6.5e-06	0	0	0	0	3e-05	1.9e-05	0	0	0	0	0.0016	0	0	0	0	1	0.14	0.4	0.37
121	0.2	0.21	0.57	0.00027	0.00065	0	2.4e-05	0	0	0.00042	0	0	0	0	0.0033	0	0	0.009	0	0	2	0.18	0.44	0.43
122	0	0.0019	0	7.5e-05	0	0	0	0	0	0	0.67	0	0	0	0	0.33	0	0	0	0	10	0.08	0.27	0.25
123	0.18	0.16	0.63	0.00075	0.0023	0	0.0036	0	0	0.0043	0	0	0	0	0.0061	0	0	0.0073	0	0	2	0.18	0.44	0.43
124	0.15	0.091	0.66	0.00016	0.017	0	0.069	0	0	0.0017	0	0	0	0	0.0058	0.00018	0	0.0051	0	0	2	0.18	0.44	0.43
125	0.18	0.05	0.66	0.00011	0.015	0	0.072	0	0	0.0013	0	0	0	0	0.012	4e-05	0	0.0077	0	0	2	0.18	0.44	0.43
126	0.17	0.14	0.63	0.00088	9.5e-06	0	0.0052	0	0	0.036	0	0	0	0	0.006	0	0	0.0061	0	0	2	0.18	0.44	0.43
127	0.056	0.21	0.12	0.19	5.5e-05	0	0.00015	0	0	0.41	0	0	0	0	0.0035	0	0	0.0035	0	0	9	0.091	0.44	0.43
128	0	9.5e-05	4.1e-06	0.00011	0	0.045	0	0	0	0.00054	7.5e-06	0	0.95	0	0	0	0	0	0	0	12	0	0.4	0.4
129	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.3e-05	0	0	0	0	10	0.08	0.27	0.25
130	0.3	0.028	0.65	1.3e-05	0.0066	0	1.2e-05	0	0	2.1e-05	0	0	0	0	0.0069	0	0	0.016	0	0	2	0.18	0.44	0.43
131	0.18	0	0.81	0	0	0	0.00042	0	0	0	0	0	0	0	0.0017	0	0	0.0055	0.0013	0	2	0.18	0.44	0.43
132	0	0	0	0	0	0.0068	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	12	0	0.4	0.4
133	0.25	0	0.71	0	0	0	0.0042	0	0	0	0	0	0	0	0.013	0	0	0.014	0.0074	0	2	0.18	0.44	0.43
134	0	0	0	0	0	0.58	0	0	0	0	3.4e-05	0	0.025	0	0	0.39	0	0	0	0	5	0	0.36	0.29
135	0	0	0	0	0	0	0	0.97	0.033	0	0	0	0	0	0	0	4.9e-06	0	0	0	7	0	0	0.12
136	0.24	0	0.74	0	0	0	0.00058	0	0	0	0	0	0	0	0.0066	0	0	0.0095	0.009	0	2	0.18	0.44	0.43
137	0	0	0	0	0	0	0.029	0.94	0.032	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.12
138	0.0025	0.89	0.019	0.014	0	0	0	0	0	0.076	0	0	0	0	3.3e-06	0	0	3.6e-05	0.00072	0	1	0.14	0.4	0.37
139	0.31	0.0013	0.63	0	0	0	0.0031	0	0	6.5e-05	0	0	0	0	0.041	0	0	0.018	0	0	2	0.18	0.44	0.43
140	0.093	0.0042	0.67	0	0.0031	0	0.22	0	0	0	0	0	0	0	0.0015	0	0	0.0017	0.0052	0	2	0.18	0.44	0.43
141	0.25	0.0084	0.73	0	0.00078	0	2e-05	0	0	0	0	0	0	0	0.0035	0	0	0.01	0	0	2	0.18	0.44	0.43
142	0.089	0.35	0.51	0.00045	0.018	0	0.0038	0	0	0.0006	4e-05	0	0	0	0.00083	0.028	0	0.0022	0	0	2	0.18	0.44	0.43
143	0.28	0	0.58	0	0	0	0.039	0	0	0	0	0	0	0	0.064	0	0	0.019	0.0095	0	2	0.18	0.44	0.43
144	0	0	1.3e-05	0	0	0	0.33	0.64	0.022	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0.12
145	0.37	0.096	0.49	0.0002	0.0049	0	0	0	0	2.4e-05	0	0	0	0	0.0087	0	0	0.033	0	0	2	0.18	0.44	0.43
146	0.02	0.32	0.051	0.22	1.1e-06	0	4.9e-06	0	0	0.38	0	0	0	0	0.0005	0	0	0.001	0	0	9	0.091	0.44	0.43
147	0.088	0.012	0.091	0.046	1e-06	0	0.00022	0	0	0.71	0	0	0	0	0.044	0	0	0.011	0	0	9	0.091	0.44	0.43
148	0.25	0.0079	0.71	0	0.019	0	0.00012	0	0	0	0	0	0	0	0.0055	0	0	0.011	0	0	2	0.18	0.44	0.43
149	0.096	0.46	0.43	0.00073	0.001	0	0.00066	0	0	0.0015	0	0	0	0	0.0012	1.1e-05	0	0.0029	1.3e-05	0	1	0.14	0.4	0.37
150	0.28	0.015	0.68	3.4e-06	0.00018	0	0.0002	0	0	3.8e-05	0	0	0	0	0.011	0	0	0.014	0	0	2	0.18	0.44	0.43
151	0.41	0	0.57	0	0	0	0	0	0	0.00014	0	0	0	0	0.00013	0	0.00079	0.012	0	0	2	0.18	0.44	0.43
152	0.33	0.00068	0.26	3.4e-05	0	0	0.00074	0	0	0.009	0	0	0	0	0.34	0	0	0.051	0.00017	0	14	0.18	0.51	0.46
153	0.35	0	0.59	0	0	0	0	0	0	5.6e-05	0	0	0	0	0.02	0	0.024	0.016	0	0	2	0.18	0.44	0.43
154	0.19	0.027	0.72	1.8e-06	0.055	0	0.0016	0	0	8.2e-06	0	0	0	0	0.0036	0	0	0.0064	0	0	2	0.18	0.44	0.43
155	0.067	0	0.91	0	0	0	0	0	0	0.01	0	1.9e-06	0	0	2.5e-06	0	0.012	0.0002	0	0	2	0.18	0.44	0.43
156	0.16	0.12	0.71	7.7e-06	0.00052	0	5.9e-05	0	0	7e-05	0	0	0	0	0.0012	0	0	0.0046	0.00037	0	2	0.18	0.44	0.43
157	0.41	0.023	0.51	2.5e-05	0.0033	0	0	0	0	2e-05	0	0	0	0	0.015	0	0	0.039	0.0032	0	2	0.18	0.44	0.43
158	0.088	0.42	0.46	0.0013	5.7e-05	0	0.0028	0	0	0.033	0	0	0	0	0.0012	0	0	0.0022	6e-05	0	2	0.18	0.44	0.43
159	0.1	0.35	0.54	2.8e-05	0.0051	0	4.9e-05	0	0	7e-05	0	0	0	0	0.00038	0	0	0.0023	0.00064	0	2	0.18	0.44	0.43
160	0.21	0.19	0.52	0.0037	1e-06	0	1.6e-05	0	0	0.068	0	0	0	0	0.0044	0	0	0.009	0	0	2	0.18	0.44	0.43
161	0.0098	0.84	0.046	0.066	0.00092	0	1.9e-05	0	0	0.017	0.012	0	0	0	7.4e-05	0.01	0	0.0003	0	0	1	0.14	0.4	0.37
162	0.13	0.16	0.69	0.00016	0.00037	0	0.01	0	0	0.0034	0	0	0	0	0.0019	0	0	0.0032	0	0	2	0.18	0.44	0.43
163	0.13	0.19	0.52	0.00088	0.069	0	0.021	0	0	0.0019	0.00032	0	0	0	0.0048	0.047	0	0.0051	0	0	2	0.18	0.44	0.43
164	0.19	0.0026	0.8	0	0.0002	0	1.2e-05	0	0	0	0	0	0	0	0.00096	0	0	0.0045	0	0	2	0.18	0.44	0.43
165	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00048	0	0	0	0	10	0.08	0.27	0.25
166	0.18	0.2	0.58	0.0024	6.3e-05	0	0.0024	0	0	0.029	0	0	0	0	0.0063	0	0	0.0072	0	0	2	0.18	0.44	0.43
167	0.71	0	0.23	0	0	0	0	0	0	0.0011	0	2.2e-05	0	0	0.0025	0	0.00043	0.064	0	0	0	0.18	0.47	0.43
168	0.13	0.29	0.57	4.7e-05	0.0047	0	4.7e-06	0	0	4e-05	0	0	0	0	0.00042	0	0	0.0033	0	0	2	0.18	0.44	0.43
169	0	0	0	0	0	0.07	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	12	0	0.4	0.4
170	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0.4	0.4
171	0.0031	0.4	0.0091	0.4	1.2e-06	0	0	0	0	0.19	1.5e-06	0	0	0	2.9e-05	0	0	0.00013	0	0	3	0.091	0.44	0.35
172	0.029	0.67	0.08	0.12	2e-05	0	0	0	0	0.1	0	0	0	0	0.00036	0	0	0.0013	3.9e-06	0	1	0.14	0.4	0.37
173	0.11	0.32	0.25	0.087	0.0082	0	8e-06	0	0	0.22	0	0	0	0	0.0028	0	0	0.0059	0	0	1	0.14	0.4	0.37
174	1.9e-06	0	1.2e-06	0	0	0	0	0	0	0	0	0	0	0	1.1e-05	0	0	0	1	0	18	0.25	0.87	0.79
175	0.19	0.0013	0.8	0	0.0037	0	0.00051	0	0	0	0	0	0	0	0.0024	0	0	0.0051	0	0	2	0.18	0.44	0.43
176	0.26	0.022	0.71	5.6e-06	0	0	1.6e-05	0	0	0.00033	0	0	0	0	0.004	0	0	0.0094	0	0	2	0.18	0.44	0.43
177	0.16	0.097	0.68	0.00049	0.00069	0	0.038	0	0	0.015	0	0	0	0	0.0063	0	0	0.0054	0	0	2	0.18	0.44	0.43
178	0.25	0.036	0.69	8e-06	0.0097	0	0.00014	0	0	2.2e-05	0	0	0	0	0.006	0	0	0.011	0	0	2	0.18	0.44	0.43
179	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.06	0.044	0.041
