SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
52	1	0.00022	0	0	0.18	0.44	0.43
53	1	1.6e-05	0	0	0.18	0.44	0.43
54	0.91	0.091	0	0	0.18	0.44	0.43
55	1	0	0	0	0.18	0.44	0.43
56	1	0	0	0	0.18	0.44	0.43
57	0.98	0.023	0	0	0.18	0.44	0.43
58	0	0	1	2	0.04	0.044	0.082
59	1	0.0013	0	0	0.18	0.44	0.43
60	0.91	0.086	0	0	0.18	0.44	0.43
61	0.47	0.53	0	1	0.1	0.4	0.33
62	1	0.00042	0	0	0.18	0.44	0.43
63	0.97	0.032	0	0	0.18	0.44	0.43
64	0.95	0.05	0	0	0.18	0.44	0.43
65	0.45	0.55	0	1	0.1	0.4	0.33
66	0.77	0.23	0	0	0.18	0.44	0.43
67	1	0	0	0	0.18	0.44	0.43
68	0.066	0.93	0	1	0.1	0.4	0.33
69	1	0	0	0	0.18	0.44	0.43
70	0.12	0	0.88	2	0.04	0.044	0.082
71	1	0.0005	0	0	0.18	0.44	0.43
72	1	0	0	0	0.18	0.44	0.43
73	1	0	0	0	0.18	0.44	0.43
74	1	4.4e-05	0	0	0.18	0.44	0.43
75	0.99	0.0062	0	0	0.18	0.44	0.43
76	1	0.0047	0	0	0.18	0.44	0.43
77	1	0.0024	0	0	0.18	0.44	0.43
78	1	0	0	0	0.18	0.44	0.43
79	1	0	0	0	0.18	0.44	0.43
80	0	0	1	2	0.04	0.044	0.082
81	0	0	1	2	0.04	0.044	0.082
82	1	0.0029	0	0	0.18	0.44	0.43
83	0.96	0.037	0	0	0.18	0.44	0.43
84	0.99	0.0085	0	0	0.18	0.44	0.43
85	1	0.00019	0	0	0.18	0.44	0.43
86	0.0013	1	0	1	0.1	0.4	0.33
87	1	0	0	0	0.18	0.44	0.43
88	1	0	0	0	0.18	0.44	0.43
89	1	4.2e-05	0	0	0.18	0.44	0.43
90	0	0	1	2	0.04	0.044	0.082
91	1	0.00057	0	0	0.18	0.44	0.43
92	1	0.0001	0	0	0.18	0.44	0.43
93	1	7.2e-06	0	0	0.18	0.44	0.43
94	1	1.5e-06	0	0	0.18	0.44	0.43
95	0	0	1	2	0.04	0.044	0.082
96	1.8e-05	1	0	1	0.1	0.4	0.33
97	0.98	0.018	0	0	0.18	0.44	0.43
98	0.0035	1	0	1	0.1	0.4	0.33
99	0.97	0.033	0	0	0.18	0.44	0.43
100	0.11	0.89	0	1	0.1	0.4	0.33
101	0.21	0.79	0	1	0.1	0.4	0.33
102	1	0	0	0	0.18	0.44	0.43
103	0	1	0	1	0.1	0.4	0.33
104	0.14	0.86	0	1	0.1	0.4	0.33
105	0.96	0.031	0.0069	0	0.18	0.44	0.43
106	0.59	0.41	0	0	0.18	0.44	0.43
107	0.051	0.95	0	1	0.1	0.4	0.33
108	0.11	0.89	0	1	0.1	0.4	0.33
109	1	0	0	0	0.18	0.44	0.43
110	0	1	0	1	0.1	0.4	0.33
111	0.95	0.048	0	0	0.18	0.44	0.43
112	1	0.0019	0	0	0.18	0.44	0.43
113	0.021	0.98	0	1	0.1	0.4	0.33
114	1	0.00081	0	0	0.18	0.44	0.43
115	1	0.0019	0	0	0.18	0.44	0.43
116	1	0	0	0	0.18	0.44	0.43
117	0	0	1	2	0.04	0.044	0.082
118	0.007	0.99	0	1	0.1	0.4	0.33
119	0.5	0.5	0	0	0.18	0.44	0.43
120	0.027	0.97	0	1	0.1	0.4	0.33
121	1	0.0031	0	0	0.18	0.44	0.43
122	0	1	0	1	0.1	0.4	0.33
123	0.99	0.0078	0	0	0.18	0.44	0.43
124	1	0.003	0	0	0.18	0.44	0.43
125	1	0.0015	0	0	0.18	0.44	0.43
126	1	0.0032	0	0	0.18	0.44	0.43
127	0.3	0.7	0	1	0.1	0.4	0.33
128	0.0073	0.99	0	1	0.1	0.4	0.33
129	0	0.26	0.74	2	0.04	0.044	0.082
130	1	8.3e-05	0	0	0.18	0.44	0.43
131	1	0	0	0	0.18	0.44	0.43
132	0	1	0	1	0.1	0.4	0.33
133	1	0	0	0	0.18	0.44	0.43
134	4.1e-06	1	0	1	0.1	0.4	0.33
135	0	0	1	2	0.04	0.044	0.082
136	1	0	0	0	0.18	0.44	0.43
137	0.99	0	0.0066	0	0.18	0.44	0.43
138	0.12	0.88	0	1	0.1	0.4	0.33
139	1	0	0	0	0.18	0.44	0.43
140	1	0	0	0	0.18	0.44	0.43
141	1	1.6e-06	0	0	0.18	0.44	0.43
142	0.97	0.033	0	0	0.18	0.44	0.43
143	1	0	0	0	0.18	0.44	0.43
144	0.82	0	0.18	0	0.18	0.44	0.43
145	1	0.0025	0	0	0.18	0.44	0.43
146	0.14	0.86	0	1	0.1	0.4	0.33
147	0.93	0.072	0	0	0.18	0.44	0.43
148	1	2e-06	0	0	0.18	0.44	0.43
149	0.95	0.047	0	0	0.18	0.44	0.43
150	1	2.6e-05	0	0	0.18	0.44	0.43
151	1	0	0	0	0.18	0.44	0.43
152	1	9.4e-06	0	0	0.18	0.44	0.43
153	1	0	0	0	0.18	0.44	0.43
154	1	4.5e-05	0	0	0.18	0.44	0.43
155	1	0	0	0	0.18	0.44	0.43
156	1	0.00012	0	0	0.18	0.44	0.43
157	1	9.6e-05	0	0	0.18	0.44	0.43
158	0.98	0.019	0	0	0.18	0.44	0.43
159	1	0.0015	0	0	0.18	0.44	0.43
160	1	0.0048	0	0	0.18	0.44	0.43
161	0.034	0.97	0	1	0.1	0.4	0.33
162	1	0.0019	0	0	0.18	0.44	0.43
163	0.97	0.03	0	0	0.18	0.44	0.43
164	1	0	0	0	0.18	0.44	0.43
165	0	1	0	1	0.1	0.4	0.33
166	0.99	0.012	0	0	0.18	0.44	0.43
167	1	0	0	0	0.18	0.44	0.43
168	1	0.0014	0	0	0.18	0.44	0.43
169	0	1	0	1	0.1	0.4	0.33
170	0	0	1	2	0.04	0.044	0.082
171	0.0073	0.99	0	1	0.1	0.4	0.33
172	0.19	0.81	0	1	0.1	0.4	0.33
173	0.73	0.27	0	0	0.18	0.44	0.43
174	1	0	0	0	0.18	0.44	0.43
175	1	0	0	0	0.18	0.44	0.43
176	1	7.4e-06	0	0	0.18	0.44	0.43
177	1	0.0032	0	0	0.18	0.44	0.43
178	1	9.8e-05	0	0	0.18	0.44	0.43
179	0	0	1	2	0.04	0.044	0.082
180	0.12	0.88	0	1	0.1	0.4	0.33
181	0.99	0.011	0	0	0.18	0.44	0.43
182	1	7e-06	0	0	0.18	0.44	0.43
183	0.23	0.77	0	1	0.1	0.4	0.33
184	0	1	0	1	0.1	0.4	0.33
185	6.8e-05	1	0	1	0.1	0.4	0.33
186	0	0	1	2	0.04	0.044	0.082
187	1	0.00072	0	0	0.18	0.44	0.43
188	2.2e-06	1	0	1	0.1	0.4	0.33
189	0.99	0.012	0	0	0.18	0.44	0.43
190	1	0	0	0	0.18	0.44	0.43
191	0.88	0.12	0	0	0.18	0.44	0.43
192	1	0	0	0	0.18	0.44	0.43
193	0	0	1	2	0.04	0.044	0.082
194	0.99	0.0071	0	0	0.18	0.44	0.43
195	0	0	1	2	0.04	0.044	0.082
196	0.94	0.059	0	0	0.18	0.44	0.43
197	1	0.00011	0	0	0.18	0.44	0.43
198	0	0	1	2	0.04	0.044	0.082
199	1	0	0	0	0.18	0.44	0.43
200	9.7e-06	1	0	1	0.1	0.4	0.33
201	0.98	0	0.017	0	0.18	0.44	0.43
202	0.93	0.065	0	0	0.18	0.44	0.43
203	1	0.0044	0	0	0.18	0.44	0.43
204	1	0	0.0046	0	0.18	0.44	0.43
205	1	2e-06	0	0	0.18	0.44	0.43
206	1	0	7.2e-06	0	0.18	0.44	0.43
207	1	0	0	0	0.18	0.44	0.43
208	0	0	1	2	0.04	0.044	0.082
209	0.81	0.19	0	0	0.18	0.44	0.43
210	1	0	0.00011	0	0.18	0.44	0.43
211	1	5e-05	0	0	0.18	0.44	0.43
212	1	0.00086	0	0	0.18	0.44	0.43
213	0	0	1	2	0.04	0.044	0.082
214	1	0	0	0	0.18	0.44	0.43
215	1	3.2e-05	0	0	0.18	0.44	0.43
216	1	0	0	0	0.18	0.44	0.43
217	1	0.00069	0	0	0.18	0.44	0.43
218	0	0	1	2	0.04	0.044	0.082
219	0	0	1	2	0.04	0.044	0.082
220	1	0	0	0	0.18	0.44	0.43
221	1	0	0	0	0.18	0.44	0.43
222	1	0	0	0	0.18	0.44	0.43
223	0.062	0.94	0	1	0.1	0.4	0.33
224	0	1	0	1	0.1	0.4	0.33
225	1	0	0	0	0.18	0.44	0.43
226	1	0.00044	0	0	0.18	0.44	0.43
227	0.99	0.0057	0	0	0.18	0.44	0.43
228	1	0	0	0	0.18	0.44	0.43
229	1	0	0	0	0.18	0.44	0.43
230	0	0	1	2	0.04	0.044	0.082
231	1	0	0	0	0.18	0.44	0.43
232	0.99	0.0074	0	0	0.18	0.44	0.43
233	0	0	1	2	0.04	0.044	0.082
234	0.86	0.14	0	0	0.18	0.44	0.43
235	0.33	0.67	0	1	0.1	0.4	0.33
236	1	0	7.8e-05	0	0.18	0.44	0.43
237	1	0.00039	0	0	0.18	0.44	0.43
238	0.98	0.023	0	0	0.18	0.44	0.43
239	0.74	0.26	0	0	0.18	0.44	0.43
240	1	0	0	0	0.18	0.44	0.43
241	1	0.00084	0	0	0.18	0.44	0.43
242	1	0.00062	0	0	0.18	0.44	0.43
243	1	1.9e-06	0	0	0.18	0.44	0.43
244	1	0	0	0	0.18	0.44	0.43
245	1	0.0034	0	0	0.18	0.44	0.43
246	0.00024	1	0	1	0.1	0.4	0.33
247	1	2e-05	0	0	0.18	0.44	0.43
248	1	0.005	0	0	0.18	0.44	0.43
249	1.8e-05	1	0	1	0.1	0.4	0.33
250	0	1	0	1	0.1	0.4	0.33
251	0.83	0.17	0	0	0.18	0.44	0.43
252	0	0	1	2	0.04	0.044	0.082
253	1	0.0004	0	0	0.18	0.44	0.43
254	1	0	0.0012	0	0.18	0.44	0.43
255	0	9.2e-05	1	2	0.04	0.044	0.082
256	1	0.0017	0	0	0.18	0.44	0.43
257	1.3e-05	1	0	1	0.1	0.4	0.33
258	0.86	0.14	0	0	0.18	0.44	0.43
259	1	3.6e-06	0	0	0.18	0.44	0.43
260	0.79	0.21	0	0	0.18	0.44	0.43
261	1	0	0	0	0.18	0.44	0.43
262	1	0	0	0	0.18	0.44	0.43
263	1	0	0	0	0.18	0.44	0.43
264	1	0.00097	0	0	0.18	0.44	0.43
265	0.77	0.23	0	0	0.18	0.44	0.43
266	1	0	0	0	0.18	0.44	0.43
267	1	4e-05	0	0	0.18	0.44	0.43
268	0.0055	0.99	0	1	0.1	0.4	0.33
269	0.68	0.32	0	0	0.18	0.44	0.43
270	0	0	1	2	0.04	0.044	0.082
271	0	0.0036	1	2	0.04	0.044	0.082
272	0.02	0.98	0	1	0.1	0.4	0.33
273	0.002	1	0	1	0.1	0.4	0.33
274	0.0019	1	0	1	0.1	0.4	0.33
275	1	0	0	0	0.18	0.44	0.43
276	1	0	0	0	0.18	0.44	0.43
277	1	0	0	0	0.18	0.44	0.43
278	4.9e-05	1	0	1	0.1	0.4	0.33
279	0.97	0.027	0	0	0.18	0.44	0.43
280	0	0	1	2	0.04	0.044	0.082
281	1	0	0	0	0.18	0.44	0.43
282	1	0.0047	0	0	0.18	0.44	0.43
283	0	1	0	1	0.1	0.4	0.33
284	0.98	0.02	0	0	0.18	0.44	0.43
285	0.98	0.022	0	0	0.18	0.44	0.43
286	0	0	1	2	0.04	0.044	0.082
287	0.87	0.13	0	0	0.18	0.44	0.43
288	0.9	0.1	0	0	0.18	0.44	0.43
289	0	1	0	1	0.1	0.4	0.33
290	1	4.6e-06	0	0	0.18	0.44	0.43
291	0.63	0.37	0	0	0.18	0.44	0.43
292	0.08	0.92	0	1	0.1	0.4	0.33
293	1	0	0	0	0.18	0.44	0.43
294	1	0	0	0	0.18	0.44	0.43
295	1.6e-05	0	1	2	0.04	0.044	0.082
296	1	0	0	0	0.18	0.44	0.43
297	1	1.2e-05	0	0	0.18	0.44	0.43
298	1	0	0	0	0.18	0.44	0.43
