SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3
344	1	0	0.86	0.86	0.89	0.87
345	1	0	0.86	0.86	0.89	0.87
346	1	0	0.86	0.86	0.89	0.87
347	1	0	0.86	0.86	0.89	0.87
348	1	0	0.86	0.86	0.89	0.87
349	1	0	0.86	0.86	0.89	0.87
350	1	0	0.86	0.86	0.89	0.87
351	1	0	0.86	0.86	0.89	0.87
352	1	0	0.86	0.86	0.89	0.87
353	1	0	0.86	0.86	0.89	0.87
354	1	0	0.86	0.86	0.89	0.87
355	1	0	0.86	0.86	0.89	0.87
356	1	0	0.86	0.86	0.89	0.87
357	1	0	0.86	0.86	0.89	0.87
358	1	0	0.86	0.86	0.89	0.87
359	1	0	0.86	0.86	0.89	0.87
360	1	0	0.86	0.86	0.89	0.87
361	1	0	0.86	0.86	0.89	0.87
362	1	0	0.86	0.86	0.89	0.87
363	1	0	0.86	0.86	0.89	0.87
364	1	0	0.86	0.86	0.89	0.87
365	1	0	0.86	0.86	0.89	0.87
366	1	0	0.86	0.86	0.89	0.87
367	1	0	0.86	0.86	0.89	0.87
368	1	0	0.86	0.86	0.89	0.87
369	1	0	0.86	0.86	0.89	0.87
370	1	0	0.86	0.86	0.89	0.87
371	1	0	0.86	0.86	0.89	0.87
372	1	0	0.86	0.86	0.89	0.87
373	1	0	0.86	0.86	0.89	0.87
374	1	0	0.86	0.86	0.89	0.87
375	1	0	0.86	0.86	0.89	0.87
376	1	0	0.86	0.86	0.89	0.87
377	1	0	0.86	0.86	0.89	0.87
378	1	0	0.86	0.86	0.89	0.87
379	1	0	0.86	0.86	0.89	0.87
380	1	0	0.86	0.86	0.89	0.87
381	1	0	0.86	0.86	0.89	0.87
382	1	0	0.86	0.86	0.89	0.87
383	1	0	0.86	0.86	0.89	0.87
384	1	0	0.86	0.86	0.89	0.87
385	1	0	0.86	0.86	0.89	0.87
386	1	0	0.86	0.86	0.89	0.87
387	1	0	0.86	0.86	0.89	0.87
388	1	0	0.86	0.86	0.89	0.87
389	1	0	0.86	0.86	0.89	0.87
390	1	0	0.86	0.86	0.89	0.87
391	1	0	0.86	0.86	0.89	0.87
392	1	0	0.86	0.86	0.89	0.87
393	1	0	0.86	0.86	0.89	0.87
394	1	0	0.86	0.86	0.89	0.87
395	1	0	0.86	0.86	0.89	0.87
