SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
18	0	0.00012	0	0	3.6e-06	0.0092	0.02	0	0.0066	2.8e-05	0	0.82	0	0	0.00013	0	0	0.14	0.0035	0	11	0.84	0.84	0.86	0.85
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0.16	0.047	0.067
20	0	0.0072	0	0	0.0013	0.0062	0.015	0	0.009	0.0095	0	0.8	0	0	0.0075	0	0	0.14	0.0019	0	11	0.84	0.84	0.86	0.85
21	0	0.0008	0	0	1.1e-05	0.00081	0.011	0	0.0049	0.00017	0	0.84	0	0	0.00084	0	0	0.14	0.0027	0	11	0.84	0.84	0.86	0.85
22	0	2.8e-05	0	0	1.2e-05	0.012	0.039	0	0.013	1.5e-05	0	0.8	0	0	3e-05	0	0	0.14	0.0032	0	11	0.84	0.84	0.86	0.85
23	0	0.00019	0	0	0	0.021	0.019	0	0.011	0	0	0.81	0	0	0.0002	0	0	0.14	0.002	0	11	0.84	0.84	0.86	0.85
24	0	0	0	0	0	0	0.19	0	0.13	0	0	0.58	0	0	0	0	0	0.099	0.0022	0	11	0.84	0.84	0.86	0.85
25	0	0	0	0	0	0.0016	0.016	0	0.015	0	0	0.82	0	0	0	0	0	0.14	0.0025	0	11	0.84	0.84	0.86	0.85
26	0	0	0	0	0	2.7e-05	0.018	0	0.0066	0	0	0.83	0	0	0	0	0	0.14	0.0063	0	11	0.84	0.84	0.86	0.85
27	0	0	0	0	0	6.3e-05	0.015	0	0.0084	0	0	0.83	0	0	0	0	0	0.14	0.0041	0	11	0.84	0.84	0.86	0.85
28	0	0	0	0	0	0.0041	0.026	0	0.018	0	0	0.81	0	0	0	0	0	0.14	0.0033	0	11	0.84	0.84	0.86	0.85
29	0	0	0	0	0	0.0015	0.019	0	0.0067	0	0	0.83	0	0	0	0	0	0.14	0.0064	0	11	0.84	0.84	0.86	0.85
30	0	0	0	0	0	0.00012	0.062	0	0.026	0	0	0.78	0	0	0	0	0	0.13	0.0051	0	11	0.84	0.84	0.86	0.85
31	0	0	0	0	0	0.0045	0.1	0	0.04	0	0	0.72	0	0	0	0	0	0.12	0.005	0	11	0.84	0.84	0.86	0.85
32	0	0.058	0	0	0.0013	0.00021	0.0031	0	0.0018	0.19	0	0.58	0	0	0.06	0	1.3e-05	0.099	0.0014	0	11	0.84	0.84	0.86	0.85
33	0	0	0	0	0	0.007	0.03	0	0.022	0	0	0.8	0	0	0	0	0	0.14	0.0031	0	11	0.84	0.84	0.86	0.85
34	0	0	0	0	0	0.0027	0.014	0	0.0092	0	0	0.83	0	0	0	0	0	0.14	0.0036	0	11	0.84	0.84	0.86	0.85
35	0	0.062	0	0	0.078	0	0.00065	0	0.0012	0.41	0	0.33	0	0	0.065	0	0	0.057	0.00024	0	9	0.75	0.75	0.76	0.76
36	0	0.0017	0	0.02	0.029	6.7e-06	0.027	0	0.017	0.047	0	0.73	0	0	0.0017	0	0	0.12	0.0031	0	11	0.84	0.84	0.86	0.85
37	0	0.00021	0	0.00032	8.2e-05	0.0019	0.052	0	0.028	4.1e-05	0	0.78	0	0	0.00022	0	0	0.13	0.0039	0	11	0.84	0.84	0.86	0.85
38	0	0.021	0	0.066	0.0089	0.00011	0.0011	0	0.00074	0.74	0	0.12	0	0	0.022	0	0	0.02	0.00051	0	9	0.75	0.75	0.76	0.76
39	0	0	0	0	0	0.001	0.42	0	0.091	0	0	0.42	0	0	0	0	0	0.071	0.0052	0	11	0.84	0.84	0.86	0.85
40	0	0.00092	0	0.00018	5.7e-06	2e-06	0.0098	0	0.0078	1.3e-05	0	0.83	0	0	0.00096	0	0	0.14	0.0029	0	11	0.84	0.84	0.86	0.85
41	0	0.035	0	0.0059	0.049	1.3e-06	0.0019	0	0.0022	0.61	0	0.22	0	0	0.037	0	0	0.038	0.00053	0	9	0.75	0.75	0.76	0.76
42	0	0.026	0	0.016	0.016	0.00045	0.013	0	0.0088	0.2	0	0.59	0	0	0.027	0	0	0.1	0.0024	0	11	0.84	0.84	0.86	0.85
43	0	0.011	0	0.0019	0.11	1.3e-06	0.012	0	0.014	0.099	0	0.63	0	0	0.012	0	0	0.11	0.0015	0	11	0.84	0.84	0.86	0.85
44	0	0.0068	0	0.02	0.034	0.00011	0.021	0	0.013	0.17	0	0.62	0	0	0.007	0	1.9e-06	0.11	0.0027	0	11	0.84	0.84	0.86	0.85
45	0	5.3e-05	0	0.0026	0.0033	1.2e-05	0.052	0	0.034	0.00047	0	0.77	0	0	5.5e-05	0	0	0.13	0.0032	0	11	0.84	0.84	0.86	0.85
46	0	0.008	0	0.017	0.0056	0.016	0.03	0	0.016	0.042	0	0.73	0	0	0.0084	0	8.8e-06	0.12	0.0038	0	11	0.84	0.84	0.86	0.85
47	0	0.00056	0	0.0079	0.0061	5.1e-05	0.039	0	0.024	0.0049	0	0.78	0	0	0.00058	0	0	0.13	0.0035	0	11	0.84	0.84	0.86	0.85
48	0	0.0082	0	0.0021	0.0013	0.0027	0.028	0	0.017	0.0063	0	0.79	0	0	0.0085	0	0	0.13	0.0035	0	11	0.84	0.84	0.86	0.85
49	0	0.00017	0	0.77	9.9e-06	0	0.0012	0	0.00042	0.0019	0	0.19	0	0	0.00018	0	0	0.033	0.0015	0	3	0.78	0.78	0.78	0.89
50	0	0.0003	0	0.0014	1.1e-05	0.0003	0.027	0	0.012	4.2e-05	0	0.81	0	0	0.00031	0	0	0.14	0.0049	0	11	0.84	0.84	0.86	0.85
51	0	0	0	0.0014	0	0	0.027	0	0.0057	0	0	0.82	0	0	0	0	0	0.14	0.011	0	11	0.84	0.84	0.86	0.85
52	0	0.0073	0	0.16	0.0041	0.00025	0.008	0	0.0044	0.11	0	0.6	0	0	0.0076	0	0	0.1	0.003	0	11	0.84	0.84	0.86	0.85
53	0	4.5e-05	0	0.017	0.00093	0.00051	0.086	0	0.031	0.00058	0	0.73	0	0	4.7e-05	0	0	0.13	0.0056	0	11	0.84	0.84	0.86	0.85
54	0	0.0002	0	0.0014	0.4	0	9.5e-05	0	0.00011	0.59	0	0.0049	0	0	0.00021	0	0	0.00083	1.1e-05	0	9	0.75	0.75	0.76	0.76
55	0	0.0012	0	0.0016	0.00027	0.0031	0.033	0	0.019	0.00053	0	0.8	0	0	0.0013	0	0	0.14	0.0039	0	11	0.84	0.84	0.86	0.85
56	0	0.00033	0	0.0021	0.012	0	2.8e-06	0	2.6e-06	0.98	0	0.00044	0	0	0.00034	0	0.0029	7.6e-05	1.3e-06	0	9	0.75	0.75	0.76	0.76
57	0	0.047	0	0.00039	0.082	0	0.00043	0	0.00062	0.76	0	0.052	0	0	0.049	0	0	0.0089	9.8e-05	0	9	0.75	0.75	0.76	0.76
58	0	0.0011	0	0.00063	0.03	0	0.014	0	0.019	0.0065	0	0.79	0	0	0.0011	0	0	0.14	0.0016	0	11	0.84	0.84	0.86	0.85
59	0	0.043	0	0.013	0.022	0.0018	0.0092	0	0.0067	0.32	0	0.46	0	0	0.045	0	1.3e-06	0.079	0.0017	0	11	0.84	0.84	0.86	0.85
60	0	0.043	0	0.00068	0.15	3.2e-06	0.00089	0	0.0014	0.65	0	0.094	0	0	0.045	0	0	0.016	0.00017	0	9	0.75	0.75	0.76	0.76
61	0	0.011	0	0.0046	0.053	4.4e-06	0.016	0	0.014	0.15	0	0.63	0	0	0.012	0	0	0.11	0.0021	0	11	0.84	0.84	0.86	0.85
62	0	1.5e-06	0	0.073	1.2e-05	0.00039	0.076	0	0.018	1.2e-05	0	0.7	0	0	1.6e-06	0	0	0.12	0.0082	0	11	0.84	0.84	0.86	0.85
63	0	1.2e-05	0	0.0017	1.1e-06	0.0073	0.09	0	0.023	1.6e-06	0	0.74	0	0	1.3e-05	0	0	0.13	0.008	0	11	0.84	0.84	0.86	0.85
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0.16	0.047	0.067
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.11	0	0.093	0
66	0	0.0053	0	0.00053	3e-05	5.6e-05	0.015	0	0.0096	0.00024	0	0.82	0	0	0.0055	0	0	0.14	0.0036	0	11	0.84	0.84	0.86	0.85
67	0	0.00018	0	0.0014	0.00032	0.01	0.072	0	0.034	0.00017	0	0.75	0	0	0.00018	0	0	0.13	0.0043	0	11	0.84	0.84	0.86	0.85
68	0	0.00036	0	0.00029	0.47	0	1.9e-05	0	3.6e-05	0.53	0	0.0024	0	0	0.00038	0	0	0.00041	3.4e-06	0	9	0.75	0.75	0.76	0.76
69	0	0.0013	0	1.5e-05	4.9e-06	0	0.009	0	0.0084	6.5e-06	0	0.83	0	0	0.0013	0	0	0.14	0.0025	0	11	0.84	0.84	0.86	0.85
70	0	0.00031	0	0.009	0.00027	0.036	0.061	0	0.023	0.00061	0	0.74	0	0	0.00032	0	0	0.13	0.0053	0	11	0.84	0.84	0.86	0.85
71	0	0.0011	0	0.033	0.18	8.2e-05	0.027	0	0.018	0.18	0	0.48	0	0	0.0012	0	0	0.081	0.002	0	11	0.84	0.84	0.86	0.85
72	0	0.029	0	0.01	0.0022	0.00021	0.013	0	0.008	0.053	0	0.73	0	0	0.031	0	0	0.12	0.0032	0	11	0.84	0.84	0.86	0.85
73	0	0.015	0	0.0057	0.07	7.2e-05	0.016	0	0.013	0.19	0	0.57	0	0	0.016	0	0	0.098	0.0019	0	11	0.84	0.84	0.86	0.85
74	0	7.5e-05	0	0.48	0.085	0	0.00092	0	0.00061	0.37	0	0.062	0	0	7.8e-05	0	0	0.011	0.00026	0	3	0.78	0.78	0.78	0.89
75	0	0.0028	0	0.13	0.0083	0.00041	0.017	0	0.0087	0.084	0	0.64	0	0	0.0029	0	0	0.11	0.0034	0	11	0.84	0.84	0.86	0.85
76	0	3.1e-06	0	0.018	0	1.5e-05	0.021	0	0.0048	0	0	0.81	0	0	3.3e-06	0	0	0.14	0.0095	0	11	0.84	0.84	0.86	0.85
77	0	0.00036	0	7.1e-05	0.0003	0.00011	0.028	0	0.028	4.7e-05	0	0.8	0	0	0.00038	0	0	0.14	0.0022	0	11	0.84	0.84	0.86	0.85
78	0	0.1	0	8.1e-05	0.037	0	2.9e-05	0	7.2e-05	0.73	0	0.016	0	0	0.11	0	0	0.0028	1.8e-05	0	9	0.75	0.75	0.76	0.76
79	0	0.032	0	0.0017	0.0083	0	0.0047	0	0.0062	0.031	0	0.75	0	0	0.034	0	0	0.13	0.0016	0	11	0.84	0.84	0.86	0.85
80	0	0	0	0.00047	0	0.0043	0.18	0	0.038	0	0	0.66	0	0	0	0	0	0.11	0.0085	0	11	0.84	0.84	0.86	0.85
81	0	0.0036	0	0.00016	0.058	0	0.013	0	0.022	0.0076	0	0.76	0	0	0.0038	0	0	0.13	0.0012	0	11	0.84	0.84	0.86	0.85
82	0	0.00076	0	0.08	0.0016	0.00021	0.034	0	0.013	0.013	0	0.73	0	0	0.0008	0	0	0.12	0.0053	0	11	0.84	0.84	0.86	0.85
83	0	5e-06	0	0	0.0012	0.0046	0.062	0	0.02	0.00038	0	0.78	0	0	5.2e-06	0	0	0.13	0.0033	0	11	0.84	0.84	0.86	0.85
84	0	0.00065	0	0	0.031	0	4.3e-05	0	3.6e-05	0.95	0	0.011	0	0	0.00067	0	0	0.0019	1.8e-05	0	9	0.75	0.75	0.76	0.76
85	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0.11	0
86	0	7.3e-06	0	0	2.2e-06	7.8e-05	0.03	0	0.01	2.2e-06	0	0.82	0	0	7.6e-06	0	0	0.14	0.0032	0	11	0.84	0.84	0.86	0.85
87	0	0.044	0	0	0	0	0.0032	0	0.0034	0	0	0.77	0	0	0.046	0	0	0.13	0.0015	0	11	0.84	0.84	0.86	0.85
88	0	0.00014	0	0	1.8e-06	0.018	0.015	0	0.0054	1.7e-05	0	0.82	0	0	0.00015	0	0	0.14	0.0032	0	11	0.84	0.84	0.86	0.85
89	0	0.00027	0	0	0.00016	0.0016	0.021	0	0.0098	0.00033	0	0.82	0	0	0.00029	0	0	0.14	0.0024	0	11	0.84	0.84	0.86	0.85
90	0	0	0	0	0	0	0.069	0	0.93	0	0	0	0	0	0	0	0	0	0	0	8	0.84	0.88	0.86	0.85
91	0	0	0	0	0	1.5e-05	0.012	0	0.0094	0	0	0.83	0	0	0	0	0	0.14	0.0028	0	11	0.84	0.84	0.86	0.85
92	0	0	0	0	0	0	0.0054	0	0.0027	0	0	0.85	0	0	0	0	0	0.14	0.0023	0	11	0.84	0.84	0.86	0.85
93	0	0.045	0	0	0.015	0.012	0.007	0	0.0069	0.074	0	0.68	0	0	0.047	0	0	0.12	0.00094	0	11	0.84	0.84	0.86	0.85
94	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.84	0	0
95	0	0	0	0	0	1.1e-06	0.029	0	0.027	0	0	0.8	0	0	0	0	0	0.14	0.0024	0	11	0.84	0.84	0.86	0.85
96	0	8e-05	0	0	1e-06	0.00056	0.016	0	0.01	0	0	0.83	0	0	8.4e-05	0	0	0.14	0.0018	0	11	0.84	0.84	0.86	0.85
97	0	0.0025	0	0	0.057	5.2e-05	0.021	0	0.016	0.048	0	0.73	0	0	0.0026	0	0	0.12	0.0013	0	11	0.84	0.84	0.86	0.85
98	0	0.00091	0	0	2.6e-06	0	0.00071	0	0.00048	6.2e-05	0	0.85	0	0	0.00095	0	0	0.15	0.0017	0	11	0.84	0.84	0.86	0.85
99	0	0	0	0	0	0	0.015	0	0.015	0	0	0.83	0	0	0	0	0	0.14	0.0012	0	11	0.84	0.84	0.86	0.85
100	0	2.1e-05	0	0	1.5e-06	0	0.013	0	0.0062	1.4e-06	0	0.84	0	0	2.2e-05	0	0	0.14	0.0024	0	11	0.84	0.84	0.86	0.85
101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0.11	0
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.11	0	0.093	0
103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0.86	0.88	0.87
104	0	0.002	0	0.0047	0.017	2.1e-05	0.029	0	0.021	0.018	0	0.77	0	0	0.0021	0	0	0.13	0.003	0	11	0.84	0.84	0.86	0.85
105	0	0.00026	0	0.022	0.00022	0	0	0	0	0.98	0	9.2e-05	0	0	0.00027	0	0	1.6e-05	0	0	9	0.75	0.75	0.76	0.76
106	0	0.00047	0	9.8e-05	0	0.00046	0.026	0	0.013	3.1e-06	0	0.82	0	0	0.00049	0	0	0.14	0.0044	0	11	0.84	0.84	0.86	0.85
107	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0.85
108	0	0.0052	0	0.029	0.047	0.0024	0.027	0	0.016	0.17	0	0.6	0	0	0.0054	0	6.1e-06	0.1	0.0027	0	11	0.84	0.84	0.86	0.85
109	0	0.00046	0	0.00025	0.00041	1.3e-05	0.041	0	0.028	0.00018	0	0.79	0	0	0.00048	0	0	0.14	0.0031	0	11	0.84	0.84	0.86	0.85
110	0	0.0012	0	0.12	0.14	0	0.0037	0	0.003	0.43	0	0.26	0	0	0.0012	0	0	0.044	0.00088	0	9	0.75	0.75	0.76	0.76
111	0	0.015	0	0.1	0.00057	0.037	0.01	0	0.0048	0.038	0	0.66	0	0	0.016	0	0	0.11	0.0039	0	11	0.84	0.84	0.86	0.85
112	0	0.00011	0	5.1e-05	0	0	0.012	0	0.009	0	0	0.83	0	0	0.00012	0	0	0.14	0.0031	0	11	0.84	0.84	0.86	0.85
113	0	0.0052	0	0.022	0.04	0.002	0.033	0	0.019	0.13	0	0.63	0	0	0.0054	0	2.7e-05	0.11	0.003	0	11	0.84	0.84	0.86	0.85
114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0.11	0
115	0	0.00052	0	0	0.022	0	1.6e-06	0	2.3e-06	0.98	0	0.0013	0	0	0.00054	0	0	0.00023	1.3e-06	0	9	0.75	0.75	0.76	0.76
116	0	0.0014	0	0	0.19	2.6e-05	0.0066	0	0.0049	0.35	0	0.38	0	0	0.0014	0	0	0.065	0.00071	0	11	0.84	0.84	0.86	0.85
117	0	0.0017	0	0	0.087	0	4.6e-05	0	5.7e-05	0.9	0	0.011	0	0	0.0018	0	0	0.0018	1.2e-05	0	9	0.75	0.75	0.76	0.76
118	0	0.00064	0	0	0.34	0	0.0002	0	0.00026	0.62	0	0.033	0	0	0.00067	0	0	0.0056	3.5e-05	0	9	0.75	0.75	0.76	0.76
119	0	0.00015	0	0	0.03	0	0.0038	0	0.0031	0.057	0	0.77	0	0	0.00015	0	0	0.13	0.0013	0	11	0.84	0.84	0.86	0.85
120	0	0.001	0	0	1.2e-06	0	0.0023	0	0.0087	0	0	0.84	0	0	0.0011	0	0	0.14	0.00031	0	11	0.84	0.84	0.86	0.85
121	0	0.014	0	0	0.0048	0	1.4e-05	0	1.6e-05	0.95	0	0.016	0	0	0.015	0	0	0.0027	1.9e-05	0	9	0.75	0.75	0.76	0.76
122	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0.11	0
123	0	9.3e-05	0	0	0	5.2e-06	0.0066	0	0.0053	0	0	0.84	0	0	9.7e-05	0	0	0.14	0.0014	0	11	0.84	0.84	0.86	0.85
124	0	0	0	0	0	6.9e-05	0.0045	0	0.0013	0	0	0.85	0	0	0	0	0	0.14	0.0041	0	11	0.84	0.84	0.86	0.85
125	0	0.0038	0	0	0.0017	0.0021	0.011	0	0.007	0.0099	0	0.82	0	0	0.004	0	0	0.14	0.0018	0	11	0.84	0.84	0.86	0.85
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0.16	0.047	0.067
127	0	0.0003	0	0	0.059	2.9e-05	0.022	0	0.012	0.06	0	0.72	0	0	0.00031	0	0	0.12	0.0018	0	11	0.84	0.84	0.86	0.85
128	0	0.032	0	0	0.0099	0.0016	0.0052	0	0.0032	0.32	0	0.5	0	0	0.033	0	0.0052	0.086	0.0011	0	11	0.84	0.84	0.86	0.85
129	0	0.0026	0	0	0.0031	3.2e-06	0.0087	0	0.0054	0.02	0	0.82	0	0	0.0027	0	0	0.14	0.0018	0	11	0.84	0.84	0.86	0.85
130	0	0.0026	0	0	0.0001	0.00046	0.012	0	0.0072	0.00059	0	0.83	0	0	0.0027	0	0	0.14	0.0019	0	11	0.84	0.84	0.86	0.85
131	0	0	0	0	5.2e-05	0	0.016	0	0.006	2.5e-05	0	0.83	0	0	0	0	0	0.14	0.0031	0	11	0.84	0.84	0.86	0.85
132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.093	0.65	0	0
133	0	0.0099	0	0	0.0056	0	0.0064	0	0.012	0.0019	0	0.81	0	0	0.01	0	0	0.14	0.00059	0	11	0.84	0.84	0.86	0.85
134	0	0.0035	0	0	0.0002	0.027	0.014	0	0.0069	0.0022	0	0.8	0	0	0.0037	0	0	0.14	0.0022	0	11	0.84	0.84	0.86	0.85
135	0	0.0071	0	0.042	0.061	0	0.0011	0	0.001	0.73	0	0.13	0	0	0.0074	0	0	0.022	0.00039	0	9	0.75	0.75	0.76	0.76
136	0	2.1e-05	0	0.071	0.019	0	0.049	0	0.025	0.0041	0	0.71	0	0	2.2e-05	0	0	0.12	0.0037	0	11	0.84	0.84	0.86	0.85
137	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0.85
138	0	0.021	0	0.0023	0.00013	0.00025	0.0077	0	0.0058	0.0025	0	0.8	0	0	0.021	0	0	0.14	0.0029	0	11	0.84	0.84	0.86	0.85
139	0	0.0019	0	0.0013	0.00017	0.0018	0.021	0	0.014	0.00052	0	0.82	0	0	0.002	0	0	0.14	0.0034	0	11	0.84	0.84	0.86	0.85
140	0	0.0014	0	0.23	0.024	0	0.0012	0	0.00071	0.63	0	0.09	0	0	0.0015	0	0	0.015	0.00042	0	9	0.75	0.75	0.76	0.76
141	0	4.6e-06	0	0.00098	0	0.38	0.056	0	0.015	0	0	0.46	0	0	4.7e-06	0	0	0.079	0.0047	0	11	0.84	0.84	0.86	0.85
142	0	0.00038	0	0.0033	0.0044	0.0016	0.052	0	0.032	0.002	0	0.77	0	0	0.0004	0	0	0.13	0.0034	0	11	0.84	0.84	0.86	0.85
143	0	0.00085	0	0.059	0.00074	4.2e-06	0.015	0	0.0072	0.0065	0	0.77	0	0	0.00089	0	0	0.13	0.0043	0	11	0.84	0.84	0.86	0.85
144	0	2.8e-05	0	0	0	0	0.071	0	0.039	0	0	0.76	0	0	2.9e-05	0	0	0.13	0.0038	0	11	0.84	0.84	0.86	0.85
145	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0.067	0	6	0.84	0.88	0.86	0.87
146	0	0	0	0	0	0	0.042	0	0.012	0	0	0.8	0	0	0	0	0	0.14	0.0075	0	11	0.84	0.84	0.86	0.85
147	0.0057	0	0.0057	0	0	0	0.00036	0	0.0068	0	0	0.84	0	0	0	0	0	0.14	0.00012	0	11	0.84	0.84	0.86	0.85
148	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0.86	0.88	0.87
149	0	5.1e-06	0	0.00036	0	0.079	0.1	0	0.028	0	0	0.67	0	0	5.4e-06	0	0	0.11	0.0066	0	11	0.84	0.84	0.86	0.85
150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0002	12	0	0	0.11	0
151	0	0	0	0	0	0.0071	0.71	0	0.28	0	0	0	0	0	0	0	0	0	0	0	6	0.84	0.88	0.86	0.87
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.11	0	0.093	0
153	0	0.00015	0	0.00019	0.06	0	0	0	1.2e-06	0.94	0	0.00012	0	0	0.00016	0	0.00023	2e-05	0	0	9	0.75	0.75	0.76	0.76
154	0	0.00013	0	0.00056	0.00012	0.0045	0.077	0	0.036	5.8e-05	0	0.75	0	0	0.00013	0	0	0.13	0.0044	0	11	0.84	0.84	0.86	0.85
155	0	5.9e-05	0	0.0071	0.00025	3.9e-05	0.066	0	0.025	0.00023	0	0.77	0	0	6.2e-05	0	0	0.13	0.0055	0	11	0.84	0.84	0.86	0.85
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.11	0	0.093	0
157	0	0.0094	0	0	0	0.00062	0.031	0	0.018	0	0	0.79	0	0	0.0098	0	0	0.14	0.0037	0	11	0.84	0.84	0.86	0.85
158	0	4.4e-05	0	0.00027	0.02	3.4e-05	0.097	0	0.079	0.00038	0	0.68	0	0	4.6e-05	0	0	0.12	0.0023	0	11	0.84	0.84	0.86	0.85
159	0	0	0	0.00067	0	0.013	0.097	0	0.016	0	0	0.74	0	0	0	0	0	0.13	0.012	0	11	0.84	0.84	0.86	0.85
160	0	0.098	0	0.00013	0.01	6.7e-06	0.0084	0	0.011	0.031	0	0.63	0	0	0.1	0	0	0.11	0.0013	0	11	0.84	0.84	0.86	0.85
161	0	0.00013	0	0.011	0.013	0.0075	0.09	0	0.044	0.0038	0	0.71	0	0	0.00014	0	0	0.12	0.004	0	11	0.84	0.84	0.86	0.85
162	0	0.001	0	0.12	0.00078	0.0034	0.028	0	0.01	0.01	0	0.7	0	0	0.0011	0	0	0.12	0.0051	0	11	0.84	0.84	0.86	0.85
163	0	3.5e-05	0	0.031	0.00023	0.00023	0.046	0	0.018	0.00025	0	0.77	0	0	3.6e-05	0	0	0.13	0.0055	0	11	0.84	0.84	0.86	0.85
164	0	4.5e-06	0	0.011	5e-06	9.6e-05	0.042	0	0.015	3.7e-06	0	0.79	0	0	4.6e-06	0	0	0.14	0.0061	0	11	0.84	0.84	0.86	0.85
165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0.85
166	0	0.00086	0	0.0059	0.0075	0.00016	0.036	0	0.024	0.0062	0	0.78	0	0	0.0009	0	0	0.13	0.0032	0	11	0.84	0.84	0.86	0.85
167	0	0.017	0	0.0027	0.0011	0.00011	0.011	0	0.0089	0.011	0	0.79	0	0	0.018	0	0	0.14	0.0028	0	11	0.84	0.84	0.86	0.85
