SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
21	0.00017	0.019	0	0.00075	0.97	0	1.2e-05	0	0.00077	0.00079	0	0	0	0	0	0.009	4	0.84	0.84	0.86	0.85
22	1.5e-05	0.023	0	2.7e-05	0.94	0	1.3e-05	0	2.8e-05	0.012	0	0	0	0	0	0.025	4	0.84	0.84	0.86	0.85
23	0	0.014	0	0.00018	0.95	0	0	0	0.00018	0.021	0	0	0	0	0	0.02	4	0.84	0.84	0.86	0.85
24	0	0.017	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0.27	4	0.84	0.84	0.86	0.85
25	0	0.018	0	0	0.95	0	0	0	0	0.0015	0	0	0	0	0	0.027	4	0.84	0.84	0.86	0.85
26	0	0.044	0	0	0.94	0	0	0	0	2.6e-05	0	0	0	0	0	0.012	4	0.84	0.84	0.86	0.85
27	0	0.029	0	0	0.96	0	0	0	0	6.1e-05	0	0	0	0	0	0.015	4	0.84	0.84	0.86	0.85
28	0	0.023	0	0	0.94	0	0	0	0	0.0041	0	0	0	0	0	0.033	4	0.84	0.84	0.86	0.85
29	0	0.045	0	0	0.94	0	0	0	0	0.0015	0	0	0	0	0	0.012	4	0.84	0.84	0.86	0.85
30	0	0.037	0	0	0.91	0	0	0	0	0.00012	0	0	0	0	0	0.048	4	0.84	0.84	0.86	0.85
31	0	0.038	0	0	0.88	0	0	0	0	0.0046	0	0	0	0	0	0.078	4	0.84	0.84	0.86	0.85
32	0.2	0.0098	0	0.054	0.68	0	0.0015	0	0.055	0.0002	1.3e-05	0	0	0	0	0.0033	4	0.84	0.84	0.86	0.85
33	0	0.022	0	0	0.93	0	0	0	0	0.0069	0	0	0	0	0	0.04	4	0.84	0.84	0.86	0.85
34	0	0.025	0	0	0.96	0	0	0	0	0.0026	0	0	0	0	0	0.017	4	0.84	0.84	0.86	0.85
35	0.41	0.0017	0	0.058	0.38	0	0.085	0	0.059	0	0	0	0	0	0	0.0022	0	0.75	0.75	0.76	0.76
36	0.049	0.022	0	0.0016	0.86	0	0.032	0	0.0016	6.6e-06	0	0	0	0	0	0.032	4	0.84	0.84	0.86	0.85
37	4.2e-05	0.028	0	0.0002	0.92	0	9e-05	0	0.00021	0.0019	0	0	0	0	0	0.053	4	0.84	0.84	0.86	0.85
38	0.8	0.0038	0	0.021	0.15	0	0.01	0	0.021	0.00011	0	0	0	0	0	0.0014	0	0.75	0.75	0.76	0.76
39	0	0.054	0	0	0.7	0	0	0	0	0.0014	0	0	0	0	0	0.24	4	0.84	0.84	0.86	0.85
40	1.3e-05	0.02	0	0.00086	0.96	0	6.2e-06	0	0.00088	2e-06	0	0	0	0	0	0.014	4	0.84	0.84	0.86	0.85
41	0.62	0.0038	0	0.033	0.26	0	0.053	0	0.034	1.2e-06	0	0	0	0	0	0.0041	0	0.75	0.75	0.76	0.76
42	0.21	0.017	0	0.024	0.69	0	0.018	0	0.025	0.00044	0	0	0	0	0	0.016	4	0.84	0.84	0.86	0.85
43	0.1	0.011	0	0.01	0.73	0	0.12	0	0.01	1.3e-06	0	0	0	0	0	0.025	4	0.84	0.84	0.86	0.85
44	0.17	0.019	0	0.0064	0.73	0	0.037	0	0.0066	0.00011	1.9e-06	0	0	0	0	0.025	4	0.84	0.84	0.86	0.85
45	0.00048	0.023	0	5e-05	0.91	0	0.0036	0	5.1e-05	1.2e-05	0	0	0	0	0	0.064	4	0.84	0.84	0.86	0.85
46	0.044	0.027	0	0.0076	0.86	0	0.0062	0	0.0078	0.016	8.8e-06	0	0	0	0	0.03	4	0.84	0.84	0.86	0.85
47	0.005	0.025	0	0.00053	0.92	0	0.0068	0	0.00054	5.1e-05	0	0	0	0	0	0.045	4	0.84	0.84	0.86	0.85
48	0.0064	0.025	0	0.0076	0.92	0	0.0014	0	0.0078	0.0026	0	0	0	0	0	0.032	4	0.84	0.84	0.86	0.85
49	0.0081	0.046	0	0.00067	0.94	0	4.5e-05	0	0.00069	0	0	0	0	0	0	0.0032	4	0.84	0.84	0.86	0.85
50	4.2e-05	0.035	0	0.00028	0.94	0	1.2e-05	0	0.00029	0.00029	0	0	0	0	0	0.023	4	0.84	0.84	0.86	0.85
51	0	0.074	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0.01	4	0.84	0.84	0.86	0.85
52	0.13	0.025	0	0.008	0.81	0	0.0052	0	0.0082	0.00029	0	0	0	0	0	0.0095	4	0.84	0.84	0.86	0.85
53	0.00062	0.042	0	4.4e-05	0.9	0	0.0011	0	4.5e-05	0.00053	0	0	0	0	0	0.06	4	0.84	0.84	0.86	0.85
54	0.57	7.8e-05	0	0.00018	0.0054	0	0.42	0	0.00019	0	0	0	0	0	0	0.0002	0	0.75	0.75	0.76	0.76
55	0.00054	0.028	0	0.0012	0.93	0	0.00029	0	0.0012	0.0031	0	0	0	0	0	0.034	4	0.84	0.84	0.86	0.85
56	0.98	9.4e-06	0	0.0003	0.00051	0	0.012	0	0.00031	0	0.0028	0	0	0	0	4.7e-06	0	0.75	0.75	0.76	0.76
57	0.76	0.00069	0	0.043	0.059	0	0.088	0	0.044	0	0	0	0	0	0	0.0011	0	0.75	0.75	0.76	0.76
58	0.0065	0.011	0	0.001	0.91	0	0.032	0	0.001	0	0	0	0	0	0	0.035	4	0.84	0.84	0.86	0.85
59	0.32	0.012	0	0.041	0.54	0	0.024	0	0.042	0.0018	1.3e-06	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
60	0.65	0.0012	0	0.04	0.11	0	0.16	0	0.041	3.1e-06	0	0	0	0	0	0.0025	0	0.75	0.75	0.76	0.76
61	0.15	0.015	0	0.011	0.73	0	0.058	0	0.011	4.3e-06	0	0	0	0	0	0.025	4	0.84	0.84	0.86	0.85
62	1.4e-05	0.064	0	1.6e-06	0.9	0	1.4e-05	0	1.6e-06	0.00042	0	0	0	0	0	0.037	4	0.84	0.84	0.86	0.85
63	1.6e-06	0.059	0	1.2e-05	0.89	0	1.2e-06	0	1.2e-05	0.0073	0	0	0	0	0	0.043	4	0.84	0.84	0.86	0.85
64	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.16	0.047	0.067
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.11	0	0.093	0
66	0.00024	0.025	0	0.0049	0.95	0	3.3e-05	0	0.005	5.5e-05	0	0	0	0	0	0.018	4	0.84	0.84	0.86	0.85
67	0.00017	0.031	0	0.00017	0.89	0	0.00036	0	0.00017	0.011	0	0	0	0	0	0.065	4	0.84	0.84	0.86	0.85
68	0.51	2.3e-05	0	0.00032	0.0026	0	0.49	0	0.00033	0	0	0	0	0	0	6.4e-05	0	0.75	0.75	0.76	0.76
69	6.5e-06	0.017	0	0.0012	0.96	0	5.3e-06	0	0.0012	0	0	0	0	0	0	0.015	4	0.84	0.84	0.86	0.85
70	0.00064	0.039	0	0.0003	0.88	0	0.0003	0	0.0003	0.036	0	0	0	0	0	0.044	4	0.84	0.84	0.86	0.85
71	0.18	0.015	0	0.0011	0.56	0	0.2	0	0.0011	8.2e-05	0	0	0	0	0	0.033	4	0.84	0.84	0.86	0.85
72	0.054	0.023	0	0.028	0.85	0	0.0024	0	0.028	0.00021	0	0	0	0	0	0.015	4	0.84	0.84	0.86	0.85
73	0.19	0.013	0	0.014	0.67	0	0.076	0	0.015	7e-05	0	0	0	0	0	0.024	4	0.84	0.84	0.86	0.85
74	0.69	0.0034	0	0.00013	0.13	0	0.17	0	0.00013	0	0	0	0	0	0	0.0021	0	0.75	0.75	0.76	0.76
75	0.097	0.027	0	0.003	0.84	0	0.01	0	0.003	0.00045	0	0	0	0	0	0.018	4	0.84	0.84	0.86	0.85
76	0	0.067	0	2.9e-06	0.92	0	0	0	3e-06	1.4e-05	0	0	0	0	0	0.0088	4	0.84	0.84	0.86	0.85
77	4.8e-05	0.016	0	0.00034	0.93	0	0.00033	0	0.00035	0.00011	0	0	0	0	0	0.051	4	0.84	0.84	0.86	0.85
78	0.75	0.00013	0	0.096	0.019	0	0.04	0	0.099	0	0	0	0	0	0	0.00013	0	0.75	0.75	0.76	0.76
79	0.031	0.011	0	0.03	0.88	0	0.009	0	0.031	0	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
80	0	0.068	0	0	0.85	0	0	0	0	0.0047	0	0	0	0	0	0.078	4	0.84	0.84	0.86	0.85
81	0.0077	0.0087	0	0.0034	0.87	0	0.063	0	0.0034	0	0	0	0	0	0	0.041	4	0.84	0.84	0.86	0.85
82	0.014	0.041	0	0.00077	0.92	0	0.0019	0	0.00079	0.00022	0	0	0	0	0	0.026	4	0.84	0.84	0.86	0.85
83	0.00039	0.024	0	4.8e-06	0.93	0	0.0013	0	4.9e-06	0.0047	0	0	0	0	0	0.039	4	0.84	0.84	0.86	0.85
84	0.95	0.00013	0	0.00059	0.013	0	0.033	0	0.00061	0	0	0	0	0	0	6.6e-05	0	0.75	0.75	0.76	0.76
85	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0.11	0
86	2.2e-06	0.023	0	6.8e-06	0.96	0	2.4e-06	0	7e-06	7.7e-05	0	0	0	0	0	0.019	4	0.84	0.84	0.86	0.85
87	0	0.011	0	0.041	0.9	0	0	0	0.042	0	0	0	0	0	0	0.0064	4	0.84	0.84	0.86	0.85
88	1.7e-05	0.023	0	0.00013	0.95	0	2e-06	0	0.00014	0.018	0	0	0	0	0	0.0099	4	0.84	0.84	0.86	0.85
89	0.00034	0.017	0	0.00026	0.96	0	0.00017	0	0.00026	0.0016	0	0	0	0	0	0.018	4	0.84	0.84	0.86	0.85
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.84	0.88	0.86	0.85
91	0	0.02	0	0	0.96	0	0	0	0	1.5e-05	0	0	0	0	0	0.017	4	0.84	0.84	0.86	0.85
92	0	0.016	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0.0051	4	0.84	0.84	0.86	0.85
93	0.075	0.0067	0	0.043	0.79	0	0.017	0	0.044	0.012	0	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.84	0	0
95	0	0.017	0	0	0.93	0	0	0	0	1.1e-06	0	0	0	0	0	0.05	4	0.84	0.84	0.86	0.85
96	0	0.013	0	7.5e-05	0.97	0	1.1e-06	0	7.7e-05	0.00055	0	0	0	0	0	0.019	4	0.84	0.84	0.86	0.85
97	0.049	0.0095	0	0.0023	0.85	0	0.062	0	0.0024	5.1e-05	0	0	0	0	0	0.029	4	0.84	0.84	0.86	0.85
98	6.3e-05	0.012	0	0.00085	0.99	0	2.8e-06	0	0.00087	0	0	0	0	0	0	0.00089	4	0.84	0.84	0.86	0.85
99	0	0.0082	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0.028	4	0.84	0.84	0.86	0.85
100	1.4e-06	0.018	0	1.9e-05	0.97	0	1.7e-06	0	2e-05	0	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
101	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0.11	0
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.11	0	0.093	0
103	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0.86	0.88	0.87
104	0.018	0.021	0	0.0019	0.9	0	0.018	0	0.0019	2e-05	0	0	0	0	0	0.039	4	0.84	0.84	0.86	0.85
105	1	2.3e-06	0	0.00025	0.00011	0	0.00024	0	0.00025	0	0	0	0	0	0	0	0	0.75	0.75	0.76	0.76
106	3.2e-06	0.031	0	0.00043	0.94	0	0	0	0.00044	0.00045	0	0	0	0	0	0.024	4	0.84	0.84	0.86	0.85
107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0.85
108	0.17	0.02	0	0.005	0.71	0	0.052	0	0.0051	0.0024	6.2e-06	0	0	0	0	0.03	4	0.84	0.84	0.86	0.85
109	0.00018	0.022	0	0.00043	0.92	0	0.00045	0	0.00044	1.3e-05	0	0	0	0	0	0.053	4	0.84	0.84	0.86	0.85
110	0.49	0.0069	0	0.0012	0.33	0	0.16	0	0.0013	0	0	0	0	0	0	0.0061	0	0.75	0.75	0.76	0.76
111	0.043	0.031	0	0.016	0.84	0	0.00069	0	0.016	0.04	0	0	0	0	0	0.0098	4	0.84	0.84	0.86	0.85
112	0	0.022	0	0.0001	0.96	0	0	0	0.00011	0	0	0	0	0	0	0.016	4	0.84	0.84	0.86	0.85
113	0.13	0.022	0	0.0049	0.75	0	0.044	0	0.0051	0.002	2.7e-05	0	0	0	0	0.037	4	0.84	0.84	0.86	0.85
114	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0.11	0
115	0.97	9.2e-06	0	0.00047	0.0015	0	0.023	0	0.00049	0	0	0	0	0	0	4.2e-06	0	0.75	0.75	0.76	0.76
116	0.35	0.005	0	0.0013	0.43	0	0.2	0	0.0013	2.4e-05	0	0	0	0	0	0.0088	4	0.84	0.84	0.86	0.85
117	0.89	8.4e-05	0	0.0016	0.012	0	0.092	0	0.0016	0	0	0	0	0	0	0.0001	0	0.75	0.75	0.76	0.76
118	0.61	0.00024	0	0.00057	0.037	0	0.35	0	0.00059	0	0	0	0	0	0	0.00046	0	0.75	0.75	0.76	0.76
119	0.057	0.0093	0	0.00014	0.89	0	0.033	0	0.00014	0	0	0	0	0	0	0.0057	4	0.84	0.84	0.86	0.85
120	0	0.0022	0	0.00095	0.98	0	1.4e-06	0	0.00097	0	0	0	0	0	0	0.016	4	0.84	0.84	0.86	0.85
121	0.95	0.00013	0	0.013	0.018	0	0.0052	0	0.013	0	0	0	0	0	0	2.9e-05	0	0.75	0.75	0.76	0.76
122	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0.11	0
123	0	0.01	0	8.7e-05	0.98	0	0	0	8.9e-05	5.1e-06	0	0	0	0	0	0.0098	4	0.84	0.84	0.86	0.85
124	0	0.029	0	0	0.97	0	0	0	0	6.7e-05	0	0	0	0	0	0.0023	4	0.84	0.84	0.86	0.85
125	0.01	0.013	0	0.0035	0.95	0	0.0019	0	0.0036	0.002	0	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
126	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.16	0.047	0.067
127	0.061	0.013	0	0.00028	0.84	0	0.064	0	0.00029	2.8e-05	0	0	0	0	0	0.023	4	0.84	0.84	0.86	0.85
128	0.32	0.008	0	0.03	0.59	0	0.011	0	0.03	0.0016	0.0051	0	0	0	0	0.0059	4	0.84	0.84	0.86	0.85
129	0.021	0.013	0	0.0024	0.95	0	0.0034	0	0.0025	3.2e-06	0	0	0	0	0	0.01	4	0.84	0.84	0.86	0.85
130	0.0006	0.014	0	0.0024	0.97	0	0.00011	0	0.0025	0.00045	0	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
131	2.5e-05	0.022	0	0	0.97	0	5.7e-05	0	0	0	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.093	0.65	0	0
133	0.002	0.0042	0	0.0093	0.95	0	0.0061	0	0.0095	0	0	0	0	0	0	0.022	4	0.84	0.84	0.86	0.85
134	0.0022	0.015	0	0.0033	0.94	0	0.00022	0	0.0034	0.027	0	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
135	0.76	0.0028	0	0.0068	0.15	0	0.068	0	0.007	0	0	0	0	0	0	0.0019	0	0.75	0.75	0.76	0.76
136	0.0045	0.029	0	2.1e-05	0.89	0	0.022	0	2.2e-05	0	0	0	0	0	0	0.051	4	0.84	0.84	0.86	0.85
137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0.85
138	0.0026	0.021	0	0.019	0.93	0	0.00015	0	0.02	0.00024	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
139	0.00052	0.024	0	0.0018	0.94	0	0.00019	0	0.0018	0.0018	0	0	0	0	0	0.025	4	0.84	0.84	0.86	0.85
140	0.82	0.0039	0	0.0017	0.13	0	0.034	0	0.0018	1.1e-06	0	0	0	0	0	0.0017	0	0.75	0.75	0.76	0.76
141	0	0.035	0	4.4e-06	0.55	0	0	0	4.5e-06	0.39	0	0	0	0	0	0.029	4	0.84	0.84	0.86	0.85
142	0.0021	0.025	0	0.00036	0.91	0	0.0048	0	0.00037	0.0016	0	0	0	0	0	0.06	4	0.84	0.84	0.86	0.85
143	0.007	0.032	0	0.00084	0.94	0	0.00084	0	0.00086	4.3e-06	0	0	0	0	0	0.014	4	0.84	0.84	0.86	0.85
144	0	0.028	0	2.6e-05	0.9	0	0	0	2.7e-05	0	0	0	0	0	0	0.073	4	0.84	0.84	0.86	0.85
145	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.84	0.84	0.86	0.87
146	0	0.053	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0.023	4	0.84	0.84	0.86	0.85
147	0	0.00087	0.011	0	0.98	0	0	0	0	0	0	0	0	0	0	0.013	4	0.84	0.84	0.86	0.85
148	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	1	0.86	0.88	0.87
149	0	0.05	0	5e-06	0.81	0	0	0	5.1e-06	0.081	0	0	0	0	0	0.055	4	0.84	0.84	0.86	0.85
150	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0002	0	11	0	0	0.11	0
151	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0.99	15	0.84	0.88	0.86	0.85
152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.11	0	0.093	0
153	0.93	1.8e-06	0	0.00014	0.00014	0	0.064	0	0.00014	0	0.00022	0	0	0	0	2.2e-06	0	0.75	0.75	0.76	0.76
154	6e-05	0.032	0	0.00012	0.89	0	0.00013	0	0.00012	0.0046	0	0	0	0	0	0.069	4	0.84	0.84	0.86	0.85
155	0.00024	0.04	0	5.7e-05	0.91	0	0.00028	0	5.8e-05	3.9e-05	0	0	0	0	0	0.048	4	0.84	0.84	0.86	0.85
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.11	0	0.093	0
157	0	0.026	0	0.0088	0.92	0	0	0	0.009	0.00061	0	0	0	0	0	0.034	4	0.84	0.84	0.86	0.85
158	0.00039	0.017	0	4.2e-05	0.81	0	0.022	0	4.3e-05	3.4e-05	0	0	0	0	0	0.15	4	0.84	0.84	0.86	0.85
159	0	0.087	0	0	0.87	0	0	0	0	0.013	0	0	0	0	0	0.031	4	0.84	0.84	0.86	0.85
160	0.032	0.0094	0	0.092	0.74	0	0.011	0	0.095	6.6e-06	0	0	0	0	0	0.021	4	0.84	0.84	0.86	0.85
161	0.004	0.03	0	0.00013	0.86	0	0.015	0	0.00013	0.0077	0	0	0	0	0	0.085	4	0.84	0.84	0.86	0.85
162	0.012	0.042	0	0.0011	0.92	0	0.00096	0	0.0011	0.0038	0	0	0	0	0	0.021	4	0.84	0.84	0.86	0.85
163	0.00027	0.041	0	3.4e-05	0.92	0	0.00027	0	3.4e-05	0.00024	0	0	0	0	0	0.034	4	0.84	0.84	0.86	0.85
164	3.8e-06	0.044	0	4.2e-06	0.93	0	5.5e-06	0	4.3e-06	9.5e-05	0	0	0	0	0	0.028	4	0.84	0.84	0.86	0.85
165	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0.85
166	0.0063	0.023	0	0.00081	0.92	0	0.0082	0	0.00083	0.00016	0	0	0	0	0	0.044	4	0.84	0.84	0.86	0.85
167	0.011	0.02	0	0.016	0.92	0	0.0012	0	0.016	0.00011	0	0	0	0	0	0.016	4	0.84	0.84	0.86	0.85
168	0.56	0.00023	0	0.0034	0.02	0	0.42	0	0.0035	0	0	0	0	0	0	0.00069	0	0.75	0.75	0.76	0.76
169	0.016	0.019	0	0.068	0.82	0	0.00054	0	0.07	0.0003	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
170	0.00016	0.027	0	3.6e-05	0.89	0	0.0014	0	3.7e-05	0.00041	0	0	0	0	0	0.077	4	0.84	0.84	0.86	0.85
171	0.039	0.033	0	0.0036	0.89	0	0.0032	0	0.0037	0.002	0	0	0	0	0	0.022	4	0.84	0.84	0.86	0.85
172	0.016	0.0092	0	2.4e-05	0.5	0	0.44	0	2.4e-05	0	0	0	0	0	0	0.04	4	0.84	0.84	0.86	0.85
173	0.2	0.013	0	0.0003	0.54	0	0.22	0	0.00031	0	0	0	0	0	0	0.016	4	0.84	0.84	0.86	0.85
174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0.16	0.047	0.067
175	0.0059	0.015	0	0.005	0.94	0	0.005	0	0.0052	0	0	0	0	0	0	0.028	4	0.84	0.84	0.86	0.85
176	0.0022	0.035	0	0.0009	0.93	0	0.00046	0	0.00092	0.0042	0	0	0	0	0	0.027	4	0.84	0.84	0.86	0.85
177	0.17	0.021	0	0.0088	0.72	0	0.03	0	0.009	0.013	5.4e-05	0	0	0	0	0.027	4	0.84	0.84	0.86	0.85
178	0.63	0.0026	0	0.0072	0.13	0	0.2	0	0.0073	5e-05	0.016	0	0	0	0	0.006	0	0.75	0.75	0.76	0.76
179	0.23	0.0067	0	0.14	0.47	0	0.0083	0	0.14	4.9e-05	0	0	0	0	0	0.004	4	0.84	0.84	0.86	0.85
180	0.11	0.017	0	0.0023	0.74	0	0.093	0	0.0023	0.0017	0	0	0	0	0	0.03	4	0.84	0.84	0.86	0.85
181	0.89	0.00069	0	0.00056	0.045	0	0.043	0	0.00058	0	0.024	0	0	0	0	0.00045	0	0.75	0.75	0.76	0.76
182	1.3e-05	0.011	0	0.00069	0.72	0	1.7e-06	0	0.00071	0.26	0	0	0	0	0	0.0069	4	0.84	0.84	0.86	0.85
183	0	0.02	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0.052	4	0.84	0.84	0.86	0.85
184	0.16	0.0058	0	0.0025	0.59	0	0.22	0	0.0026	7.5e-05	0	0	0	0	0	0.019	4	0.84	0.84	0.86	0.85
185	0.08	0.011	0	0.0013	0.88	0	0.018	0	0.0014	0	0	0	0	0	0	0.0092	4	0.84	0.84	0.86	0.85
186	2.2e-06	0.012	0	0.0074	0.97	0	0	0	0.0076	2.7e-05	0	0	0	0	0	0.0019	4	0.84	0.84	0.86	0.85
187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.11	0	0.093	0
188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.75	0.093	0.67	0
189	6.7e-05	0.013	0	0.00033	0.91	0	0.00016	0	0.00034	0.037	0	0	0	0	0	0.039	4	0.84	0.84	0.86	0.85
190	0	0.028	0	0	0.93	0	0	0	0	0.00096	0	0	0	0	0	0.037	4	0.84	0.84	0.86	0.85
191	0	0.019	0	0	0.96	0	0	0	0	4.4e-05	0	0	0	0	0	0.022	4	0.84	0.84	0.86	0.85
192	0.02	0.007	0	0.017	0.9	0	0.028	0	0.017	0	0	0	0	0	0	0.011	4	0.84	0.84	0.86	0.85
193	0.019	0.022	0	0.0012	0.86	0	0.034	0	0.0012	0.00012	0	0	0	0	0	0.063	4	0.84	0.84	0.86	0.85
194	0.27	0.016	0	0.02	0.63	0	0.027	0	0.021	0.001	0.00013	0	0	0	0	0.018	4	0.84	0.84	0.86	0.85
195	0	0.027	0	1.5e-06	0.93	0	0	0	1.6e-06	4.1e-05	0	0	0	0	0	0.041	4	0.84	0.84	0.86	0.85
196	2e-05	0.028	0	8.8e-05	0.91	0	8e-05	0	9e-05	0.00026	0	0	0	0	0	0.064	4	0.84	0.84	0.86	0.85
197	0.00067	0.017	0	0.0044	0.92	0	0.0013	0	0.0045	0.00011	0	0	0	0	0	0.051	4	0.84	0.84	0.86	0.85
198	0.0076	0.046	0	0.00022	0.91	0	0.0018	0	0.00023	0.0014	0	0	0	0	0	0.033	4	0.84	0.84	0.86	0.85
199	0.0027	0.022	0	0.00062	0.95	0	0.0016	0	0.00063	0.00043	0	0	0	0	0	0.021	4	0.84	0.84	0.86	0.85
200	0.00036	0.013	0	0.0011	0.88	0	0.0056	0	0.0011	0.00021	0	0	0	0	0	0.095	4	0.84	0.84	0.86	0.85
201	7.7e-06	0.017	0	1.1e-05	0.97	0	9.2e-06	0	1.2e-05	0	0	0	0	0	0	0.0085	4	0.84	0.84	0.86	0.85
202	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0.11	0
