SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3
36	0.032	0.025	0.91	0	0	0.037	0	0	0	7.9e-06	2	0.84	0.84	0.86	0.85
37	0.051	2.1e-05	0.95	0	0	3.1e-05	0	0	0	0.0023	2	0.84	0.84	0.86	0.85
38	0.0012	0.35	0.13	0	0	0.52	0	0	0	0.00011	5	0.75	0.75	0.76	0.76
39	0.24	0	0.75	0	0	0	0	0	0	0.0017	2	0.84	0.84	0.86	0.85
40	0.014	6.7e-06	0.99	0	0	9.9e-06	0	0	0	2.3e-06	2	0.84	0.84	0.86	0.85
41	0.0037	0.3	0.25	0	0	0.44	0	0	0	1.4e-06	5	0.75	0.75	0.76	0.76
42	0.016	0.11	0.72	0	0	0.16	0	0	0	0.00052	2	0.84	0.84	0.86	0.85
43	0.027	0.056	0.83	0	0	0.083	0	0	0	1.7e-06	2	0.84	0.84	0.86	0.85
44	0.024	0.087	0.76	0	0	0.13	0	0	0	0.00013	2	0.84	0.84	0.86	0.85
45	0.062	0.00025	0.94	0	0	0.00036	0	0	0	1.4e-05	2	0.84	0.84	0.86	0.85
46	0.029	0.023	0.9	0	0	0.033	0	0	0	0.019	2	0.84	0.84	0.86	0.85
47	0.043	0.0026	0.95	0	0	0.0038	0	0	0	6e-05	2	0.84	0.84	0.86	0.85
48	0.031	0.0033	0.96	0	0	0.0048	0	0	0	0.0031	2	0.84	0.84	0.86	0.85
49	0.0032	0.0042	0.99	0	0	0.0062	0	0	0	0	2	0.84	0.84	0.86	0.85
50	0.022	2.2e-05	0.98	0	0	3.2e-05	0	0	0	0.00034	2	0.84	0.84	0.86	0.85
51	0.01	0	0.99	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
52	0.009	0.066	0.83	0	0	0.097	0	0	0	0.00034	2	0.84	0.84	0.86	0.85
53	0.059	0.00032	0.94	0	0	0.00047	0	0	0	0.00063	2	0.84	0.84	0.86	0.85
54	0.00026	0.4	0.0077	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
55	0.033	0.00028	0.96	0	0	0.00041	0	0	0	0.0036	2	0.84	0.84	0.86	0.85
56	3.7e-06	0.41	0.00042	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
57	0.0011	0.38	0.06	0	0	0.56	0	0	0	0	5	0.75	0.75	0.76	0.76
58	0.034	0.0034	0.96	0	0	0.005	0	0	0	0	2	0.84	0.84	0.86	0.85
59	0.012	0.17	0.57	0	0	0.25	0	0	0	0.0021	2	0.84	0.84	0.86	0.85
60	0.0025	0.36	0.12	0	0	0.52	0	0	0	3.9e-06	5	0.75	0.75	0.76	0.76
61	0.025	0.078	0.78	0	0	0.11	0	0	0	5.2e-06	2	0.84	0.84	0.86	0.85
62	0.037	7.2e-06	0.96	0	0	1.1e-05	0	0	0	0.00051	2	0.84	0.84	0.86	0.85
63	0.043	0	0.95	0	0	1.3e-06	0	0	0	0.0088	2	0.84	0.84	0.86	0.85
64	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
65	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
66	0.017	0.00013	0.98	0	0	0.00018	0	0	0	6.4e-05	2	0.84	0.84	0.86	0.85
67	0.063	8.9e-05	0.92	0	0	0.00013	0	0	0	0.012	2	0.84	0.84	0.86	0.85
68	9.5e-05	0.4	0.0042	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
69	0.015	3.3e-06	0.99	0	0	4.8e-06	0	0	0	0	2	0.84	0.84	0.86	0.85
70	0.043	0.00033	0.91	0	0	0.00048	0	0	0	0.042	2	0.84	0.84	0.86	0.85
71	0.038	0.11	0.69	0	0	0.16	0	0	0	0.00011	2	0.84	0.84	0.86	0.85
72	0.015	0.029	0.91	0	0	0.042	0	0	0	0.00026	2	0.84	0.84	0.86	0.85
73	0.025	0.1	0.72	0	0	0.15	0	0	0	8.6e-05	2	0.84	0.84	0.86	0.85
74	0.002	0.35	0.14	0	0	0.51	0	0	0	0	5	0.75	0.75	0.76	0.76
75	0.017	0.049	0.86	0	0	0.072	0	0	0	0.00052	2	0.84	0.84	0.86	0.85
76	0.0088	0	0.99	0	0	0	0	0	0	1.7e-05	2	0.84	0.84	0.86	0.85
77	0.049	2.4e-05	0.95	0	0	3.5e-05	0	0	0	0.00013	2	0.84	0.84	0.86	0.85
78	0.00013	0.4	0.02	0	0	0.58	0	0	0	0	5	0.75	0.75	0.76	0.76
79	0.012	0.017	0.95	0	0	0.025	0	0	0	0	2	0.84	0.84	0.86	0.85
80	0.079	0	0.92	0	0	0	0	0	0	0.0058	2	0.84	0.84	0.86	0.85
81	0.041	0.0041	0.95	0	0	0.006	0	0	0	0	2	0.84	0.84	0.86	0.85
82	0.025	0.0074	0.96	0	0	0.011	0	0	0	0.00026	2	0.84	0.84	0.86	0.85
83	0.037	0.0002	0.96	0	0	0.00029	0	0	0	0.0055	2	0.84	0.84	0.86	0.85
84	5.2e-05	0.4	0.011	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
85	0	0	0	0	0	0	1	0	0	0	6	0	0	0.11	0
86	0.018	1.1e-06	0.98	0	0	1.6e-06	0	0	0	9e-05	2	0.84	0.84	0.86	0.85
87	0.0066	0	0.99	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
88	0.0095	8.6e-06	0.97	0	0	1.3e-05	0	0	0	0.021	2	0.84	0.84	0.86	0.85
89	0.017	0.00017	0.98	0	0	0.00025	0	0	0	0.0018	2	0.84	0.84	0.86	0.85
90	1	0	0	0	0	0	0	0	0	0	0	0.84	0.88	0.86	0.85
91	0.016	0	0.98	0	0	0	0	0	0	1.7e-05	2	0.84	0.84	0.86	0.85
92	0.0048	0	1	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
93	0.013	0.041	0.87	0	0	0.06	0	0	0	0.015	2	0.84	0.84	0.86	0.85
94	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
95	0.047	0	0.95	0	0	0	0	0	0	1.3e-06	2	0.84	0.84	0.86	0.85
96	0.018	0	0.98	0	0	0	0	0	0	0.00063	2	0.84	0.84	0.86	0.85
97	0.029	0.026	0.91	0	0	0.038	0	0	0	6.1e-05	2	0.84	0.84	0.86	0.85
98	0.00084	3.2e-05	1	0	0	4.7e-05	0	0	0	0	2	0.84	0.84	0.86	0.85
99	0.026	0	0.97	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
100	0.011	0	0.99	0	0	1e-06	0	0	0	0	2	0.84	0.84	0.86	0.85
101	0	0	0	0	0	0	1	0	0	0	6	0	0	0.11	0
102	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
103	0	0	0	0	0	0	0	0	0	1	9	1	0.86	0.88	0.87
104	0.038	0.0095	0.94	0	0	0.014	0	0	0	2.4e-05	2	0.84	0.84	0.86	0.85
105	0	0.41	8.8e-05	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
106	0.023	1.6e-06	0.98	0	0	2.4e-06	0	0	0	0.00052	2	0.84	0.84	0.86	0.85
107	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0.76
108	0.03	0.089	0.75	0	0	0.13	0	0	0	0.0028	2	0.84	0.84	0.86	0.85
109	0.05	9.4e-05	0.95	0	0	0.00014	0	0	0	1.5e-05	2	0.84	0.84	0.86	0.85
110	0.0061	0.26	0.36	0	0	0.38	0	0	0	0	5	0.75	0.75	0.76	0.76
111	0.0096	0.022	0.89	0	0	0.033	0	0	0	0.047	2	0.84	0.84	0.86	0.85
112	0.016	0	0.98	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
113	0.036	0.069	0.79	0	0	0.1	0	0	0	0.0024	2	0.84	0.84	0.86	0.85
114	0	0	0	0	0	0	1	0	0	0	6	0	0	0.11	0
115	3.3e-06	0.4	0.0013	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
116	0.0095	0.2	0.5	0	0	0.29	0	0	0	3.2e-05	2	0.84	0.84	0.86	0.85
117	8.7e-05	0.4	0.011	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
118	0.00055	0.39	0.047	0	0	0.57	0	0	0	0	5	0.75	0.75	0.76	0.76
119	0.0054	0.029	0.92	0	0	0.043	0	0	0	0	2	0.84	0.84	0.86	0.85
120	0.015	0	0.98	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
121	2.3e-05	0.4	0.015	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
122	0	0	0	0	0	0	1	0	0	0	6	0	0	0.11	0
123	0.0093	0	0.99	0	0	0	0	0	0	5.9e-06	2	0.84	0.84	0.86	0.85
124	0.0022	0	1	0	0	0	0	0	0	7.8e-05	2	0.84	0.84	0.86	0.85
125	0.012	0.0051	0.97	0	0	0.0075	0	0	0	0.0023	2	0.84	0.84	0.86	0.85
126	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
127	0.023	0.032	0.9	0	0	0.047	0	0	0	3.4e-05	2	0.84	0.84	0.86	0.85
128	0.0056	0.16	0.59	0	0	0.24	0	0	0	0.0018	2	0.84	0.84	0.86	0.85
129	0.0095	0.01	0.96	0	0	0.015	0	0	0	3.6e-06	2	0.84	0.84	0.86	0.85
130	0.013	0.0003	0.99	0	0	0.00045	0	0	0	0.00052	2	0.84	0.84	0.86	0.85
131	0.011	1.3e-05	0.99	0	0	1.9e-05	0	0	0	0	2	0.84	0.84	0.86	0.85
132	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
133	0.022	0.001	0.98	0	0	0.0015	0	0	0	1.1e-06	2	0.84	0.84	0.86	0.85
134	0.012	0.0011	0.95	0	0	0.0017	0	0	0	0.031	2	0.84	0.84	0.86	0.85
135	0.0017	0.35	0.14	0	0	0.51	0	0	0	0	5	0.75	0.75	0.76	0.76
136	0.05	0.0024	0.94	0	0	0.0035	0	0	0	0	2	0.84	0.84	0.86	0.85
137	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0.76
138	0.011	0.0014	0.99	0	0	0.002	0	0	0	0.00029	2	0.84	0.84	0.86	0.85
139	0.024	0.00027	0.97	0	0	0.00039	0	0	0	0.0021	2	0.84	0.84	0.86	0.85
140	0.0014	0.36	0.12	0	0	0.52	0	0	0	1.1e-06	5	0.75	0.75	0.76	0.76
141	0.026	0	0.54	0	0	0	0	0	0	0.43	2	0.84	0.84	0.86	0.85
142	0.058	0.0011	0.94	0	0	0.0015	0	0	0	0.0018	2	0.84	0.84	0.86	0.85
143	0.014	0.0036	0.98	0	0	0.0053	0	0	0	5e-06	2	0.84	0.84	0.86	0.85
144	0.071	0	0.93	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
145	0	0	0	0	0	0	0	0	0	1	9	1	0.86	0.88	0.87
146	0.022	0	0.98	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
147	0.012	0	0.99	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
148	0	0	0	0	0	0	0	0	0	1	9	1	0.86	0.88	0.87
149	0.053	0	0.85	0	0	0	0	0	0	0.096	2	0.84	0.84	0.86	0.85
150	0	0	0	0	0	0	1	0.0002	0	0	6	0	0	0.11	0
151	0.98	0	0	0	0	0	0	0	0	0.016	0	0.84	0.88	0.86	0.85
152	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
153	1.8e-06	0.41	0.00012	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
154	0.067	3.1e-05	0.93	0	0	4.5e-05	0	0	0	0.0054	2	0.84	0.84	0.86	0.85
155	0.047	0.00013	0.95	0	0	0.00019	0	0	0	4.6e-05	2	0.84	0.84	0.86	0.85
156	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
157	0.033	0	0.97	0	0	0	0	0	0	0.00072	2	0.84	0.84	0.86	0.85
158	0.15	0.0002	0.85	0	0	0.0003	0	0	0	4e-05	2	0.84	0.84	0.86	0.85
159	0.031	0	0.95	0	0	0	0	0	0	0.016	2	0.84	0.84	0.86	0.85
160	0.025	0.02	0.93	0	0	0.029	0	0	0	9.4e-06	2	0.84	0.84	0.86	0.85
161	0.083	0.0021	0.9	0	0	0.0031	0	0	0	0.0092	2	0.84	0.84	0.86	0.85
162	0.021	0.0062	0.96	0	0	0.0091	0	0	0	0.0044	2	0.84	0.84	0.86	0.85
163	0.033	0.00014	0.97	0	0	0.0002	0	0	0	0.00028	2	0.84	0.84	0.86	0.85
164	0.027	2e-06	0.97	0	0	2.9e-06	0	0	0	0.00011	2	0.84	0.84	0.86	0.85
165	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0.76
166	0.043	0.0032	0.95	0	0	0.0048	0	0	0	0.00019	2	0.84	0.84	0.86	0.85
167	0.016	0.0056	0.97	0	0	0.0082	0	0	0	0.00013	2	0.84	0.84	0.86	0.85
168	0.00092	0.39	0.029	0	0	0.58	0	0	0	0	5	0.75	0.75	0.76	0.76
169	0.013	0.0092	0.96	0	0	0.014	0	0	0	0.0004	2	0.84	0.84	0.86	0.85
170	0.074	8.1e-05	0.93	0	0	0.00012	0	0	0	0.00048	2	0.84	0.84	0.86	0.85
171	0.021	0.02	0.93	0	0	0.029	0	0	0	0.0023	2	0.84	0.84	0.86	0.85
172	0.067	0.015	0.9	0	0	0.021	0	0	0	0	2	0.84	0.84	0.86	0.85
173	0.019	0.12	0.67	0	0	0.18	0	0	0	0	2	0.84	0.84	0.86	0.85
174	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
175	0.027	0.003	0.97	0	0	0.0044	0	0	0	0	2	0.84	0.84	0.86	0.85
176	0.026	0.0011	0.97	0	0	0.0016	0	0	0	0.005	2	0.84	0.84	0.86	0.85
177	0.026	0.088	0.74	0	0	0.13	0	0	0	0.015	2	0.84	0.84	0.86	0.85
178	0.0062	0.34	0.15	0	0	0.5	0	0	0	6.2e-05	5	0.75	0.75	0.76	0.76
179	0.0049	0.15	0.62	0	0	0.22	0	0	0	7.3e-05	2	0.84	0.84	0.86	0.85
180	0.031	0.06	0.82	0	0	0.088	0	0	0	0.0021	2	0.84	0.84	0.86	0.85
181	0.00037	0.39	0.04	0	0	0.57	0	0	0	0	5	0.75	0.75	0.76	0.76
182	0.0063	6.4e-06	0.7	0	0	9.4e-06	0	0	0	0.29	2	0.84	0.84	0.86	0.85
183	0.05	0	0.95	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
184	0.022	0.098	0.74	0	0	0.14	0	0	0	0.00011	2	0.84	0.84	0.86	0.85
185	0.0087	0.04	0.89	0	0	0.059	0	0	0	0	2	0.84	0.84	0.86	0.85
186	0.0018	1.1e-06	1	0	0	1.7e-06	0	0	0	3.1e-05	2	0.84	0.84	0.86	0.85
187	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
188	0	0	0	0	1	0	0	0	0	0	4	0.84	0.093	0.86	0
189	0.036	3.4e-05	0.92	0	0	5e-05	0	0	0	0.042	2	0.84	0.84	0.86	0.85
190	0.036	0	0.96	0	0	0	0	0	0	0.0011	2	0.84	0.84	0.86	0.85
191	0.021	0	0.98	0	0	0	0	0	0	5.1e-05	2	0.84	0.84	0.86	0.85
192	0.011	0.011	0.96	0	0	0.016	0	0	0	0	2	0.84	0.84	0.86	0.85
193	0.062	0.0098	0.91	0	0	0.014	0	0	0	0.00014	2	0.84	0.84	0.86	0.85
194	0.018	0.14	0.65	0	0	0.2	0	0	0	0.0012	2	0.84	0.84	0.86	0.85
195	0.04	0	0.96	0	0	0	0	0	0	4.8e-05	2	0.84	0.84	0.86	0.85
196	0.061	1e-05	0.94	0	0	1.5e-05	0	0	0	0.0003	2	0.84	0.84	0.86	0.85
197	0.049	0.00034	0.95	0	0	0.0005	0	0	0	0.00013	2	0.84	0.84	0.86	0.85
198	0.032	0.0039	0.96	0	0	0.0058	0	0	0	0.0017	2	0.84	0.84	0.86	0.85
199	0.02	0.0014	0.98	0	0	0.002	0	0	0	0.0005	2	0.84	0.84	0.86	0.85
200	0.091	0.00018	0.91	0	0	0.00027	0	0	0	0.00024	2	0.84	0.84	0.86	0.85
201	0.0081	3.9e-06	0.99	0	0	5.7e-06	0	0	0	0	2	0.84	0.84	0.86	0.85
202	0	0	0	0	0	0	1	0	0	0	6	0	0	0.11	0
203	0.082	0.0026	0.91	0	0	0.0038	0	0	0	0.0013	2	0.84	0.84	0.86	0.85
204	0.062	5.9e-06	0.94	0	0	8.7e-06	0	0	0	5e-05	2	0.84	0.84	0.86	0.85
205	0.00028	0.39	0.026	0	0	0.58	0	0	0	0	5	0.75	0.75	0.76	0.76
206	0.024	0.078	0.77	0	0	0.11	0	0	0	0.012	2	0.84	0.84	0.86	0.85
207	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
208	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
209	0.046	0	0.95	0	0	0	0	0	0	6.5e-05	2	0.84	0.84	0.86	0.85
210	0.023	0.017	0.93	0	0	0.025	0	0	0	0.0022	2	0.84	0.84	0.86	0.85
211	0	0	0	0	0	0	1	0.0013	0	0	6	0	0	0.11	0
212	0.00042	0.4	0.025	0	0	0.58	0	0	0	0	5	0.75	0.75	0.76	0.76
213	0.026	0.021	0.92	0	0	0.031	0	0	0	4.1e-05	2	0.84	0.84	0.86	0.85
214	0.033	0.00035	0.92	0	0	0.00051	0	0	0	0.049	2	0.84	0.84	0.86	0.85
215	0.043	0.0048	0.94	0	0	0.007	0	0	0	0.00025	2	0.84	0.84	0.86	0.85
216	0.0058	0	0.99	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
217	0.016	0.045	0.87	0	0	0.065	0	0	0	0	2	0.84	0.84	0.86	0.85
218	0.00016	0.4	0.023	0	0	0.58	0	0	0	0	5	0.75	0.75	0.76	0.76
219	0.00034	0.4	0.013	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
220	9.5e-06	0.4	0.00098	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
221	0.016	1.4e-06	0.47	0	0	2.1e-06	0	0	0	0.51	9	1	0.86	0.88	0.87
222	0.027	0	0.68	0	0	0	0	0	0	0.29	2	0.84	0.84	0.86	0.85
223	0.036	0.00035	0.96	0	0	0.00051	0	0	0	3.5e-05	2	0.84	0.84	0.86	0.85
224	0.025	0.031	0.9	0	0	0.046	0	0	0	0	2	0.84	0.84	0.86	0.85
225	0.016	0	0.98	0	0	0	0	0	0	0.0026	2	0.84	0.84	0.86	0.85
226	0.001	0	1	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
227	0	0.41	1.6e-05	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
228	0	0	0	1	3.9e-06	0	0	0	0	0	3	0.093	0.37	0.096	0.094
229	0.015	0.054	0.85	0	0	0.079	0	0	0	0.0021	2	0.84	0.84	0.86	0.85
230	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0.76
231	0.034	0	0.91	0	0	0	0	0	0	0.054	2	0.84	0.84	0.86	0.85
232	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
233	0.027	2.6e-05	0.97	0	0	3.8e-05	0	0	0	0.0076	2	0.84	0.84	0.86	0.85
234	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0.76
235	0	0	0	1	0	0	0	0	0	0	3	0.093	0.37	0.096	0.094
236	0.02	0	0.98	0	0	0	0	0	0	0.00042	2	0.84	0.84	0.86	0.85
237	0.012	0.089	0.77	0	0	0.13	0	0	0	0.0034	2	0.84	0.84	0.86	0.85
238	0.014	0.026	0.92	0	0	0.037	0	0	0	0	2	0.84	0.84	0.86	0.85
239	0.0035	0.047	0.88	0	0	0.069	0	0	0	0	2	0.84	0.84	0.86	0.85
240	0	0.41	6.5e-06	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
241	0.011	0	0.99	0	0	0	0	0	0	1.4e-06	2	0.84	0.84	0.86	0.85
242	0.022	0	0.98	0	0	0	0	0	0	4.1e-05	2	0.84	0.84	0.86	0.85
243	0.011	0.0013	0.99	0	0	0.0018	0	0	0	0	2	0.84	0.84	0.86	0.85
244	0.0081	0.00027	0.99	0	0	0.0004	0	0	0	0.0017	2	0.84	0.84	0.86	0.85
245	0	0	0	0	0	0	0	1	0	0	7	0.11	0	0.093	0
246	0	0.41	4.2e-05	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
247	0.013	0	0.99	0	0	0	0	0	0	0.00012	2	0.84	0.84	0.86	0.85
248	0	0	0	0	0	0	0	0	0	1	9	1	0.86	0.88	0.87
249	0.039	8.4e-06	0.96	0	0	1.2e-05	0	0	0	8.4e-05	2	0.84	0.84	0.86	0.85
250	0.029	0	0.97	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
251	0.014	0.0013	0.98	0	0	0.0019	0	0	0	0	2	0.84	0.84	0.86	0.85
252	0.019	2.7e-05	0.97	0	0	3.9e-05	0	0	0	0.012	2	0.84	0.84	0.86	0.85
253	8.2e-05	0.39	0.034	0	0	0.57	0	0	0	0	5	0.75	0.75	0.76	0.76
254	0.013	0.017	0.94	0	0	0.025	0	0	0	0.00042	2	0.84	0.84	0.86	0.85
255	0.065	0.00051	0.93	0	0	0.00074	0	0	0	0	2	0.84	0.84	0.86	0.85
256	0.025	0.0026	0.88	0	0	0.0039	0	0	0	0.09	2	0.84	0.84	0.86	0.85
257	0.05	0.00024	0.95	0	0	0.00035	0	0	0	0.00013	2	0.84	0.84	0.86	0.85
258	0.035	0.00067	0.96	0	0	0.00099	0	0	0	8.4e-06	2	0.84	0.84	0.86	0.85
259	0.014	0	0.99	0	0	1.4e-06	0	0	0	0.00027	2	0.84	0.84	0.86	0.85
260	0.0078	0.00034	0.99	0	0	0.0005	0	0	0	0.0024	2	0.84	0.84	0.86	0.85
261	0.031	8.1e-05	0.97	0	0	0.00012	0	0	0	0.0017	2	0.84	0.84	0.86	0.85
262	0.011	0	0.99	0	0	0	0	0	0	0	2	0.84	0.84	0.86	0.85
263	0.012	0.17	0.56	0	0	0.25	0	0	0	0	2	0.84	0.84	0.86	0.85
264	0.059	0.019	0.89	0	0	0.027	0	0	0	9.9e-06	2	0.84	0.84	0.86	0.85
265	0.037	0.0045	0.95	0	0	0.0067	0	0	0	0.0068	2	0.84	0.84	0.86	0.85
266	0.029	0.0019	0.96	0	0	0.0029	0	0	0	0.0067	2	0.84	0.84	0.86	0.85
267	0	0.41	0	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
268	0	0.41	6.4e-05	0	0	0.59	0	0	0	0	5	0.75	0.75	0.76	0.76
269	0.063	4.4e-05	0.88	0	0	6.5e-05	0	0	0	0.053	2	0.84	0.84	0.86	0.85
270	0.039	0.03	0.86	0	0	0.044	0	0	0	0.023	2	0.84	0.84	0.86	0.85
271	0.04	0.00012	0.96	0	0	0.00018	0	0	0	0.00024	2	0.84	0.84	0.86	0.85
272	0.041	0.0012	0.95	0	0	0.0017	0	0	0	0.001	2	0.84	0.84	0.86	0.85
273	0.021	0.096	0.74	0	0	0.14	0	0	0	0.0012	2	0.84	0.84	0.86	0.85
274	0.027	0.00056	0.97	0	0	0.00082	0	0	0	0.0024	2	0.84	0.84	0.86	0.85
275	0.035	0.019	0.92	0	0	0.027	0	0	0	0.0033	2	0.84	0.84	0.86	0.85
276	0.11	0.0027	0.88	0	0	0.004	0	0	0	8e-05	2	0.84	0.84	0.86	0.85
277	0.025	0.052	0.85	0	0	0.076	0	0	0	0.00023	2	0.84	0.84	0.86	0.85
278	0.05	0.0074	0.93	0	0	0.011	0	0	0	0.0018	2	0.84	0.84	0.86	0.85
279	0.0068	0.12	0.7	0	0	0.18	0	0	0	0.00087	2	0.84	0.84	0.86	0.85
280	0.054	0.023	0.89	0	0	0.033	0	0	0	2.5e-05	2	0.84	0.84	0.86	0.85
