SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
41	0	0.014	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
42	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
43	0	1.8e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
44	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
45	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
46	0	0.0051	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
47	0	0.047	0	0.95	0	0	0	0	3	0.32	0.26	0.33	0.2
48	0	0.1	0	0.9	0	0	0	0	3	0.32	0.26	0.33	0.2
49	0	0.0028	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
50	0	0.0031	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
51	0	0.011	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
52	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
53	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
54	0	0.031	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
55	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
56	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
57	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
58	0	0	0	0	0	0	0	1	7	0.14	0	0	0
59	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
60	0	0.0094	0.01	0.98	0	0	0	0	3	0.32	0.26	0.33	0.2
61	0	0.00072	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
62	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
63	0	0.061	0	0.94	0	0	0	0	3	0.32	0.26	0.33	0.2
64	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
65	0	9.5e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
66	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
67	0	0.0016	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
68	0	0.008	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
69	0	0.0029	0.0025	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
70	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
71	0	0	0	0	0	1	0.00062	0	5	0.21	0.087	0.22	0.044
72	0	0.057	0	0.94	0	0	0	0	3	0.32	0.26	0.33	0.2
73	0	0.25	3.3e-05	0.75	0	0	0	0	3	0.32	0.26	0.33	0.2
74	0	1	0	0.0002	0	0	0	0	1	0.32	0.26	0.33	0.27
75	0	0	0	0	0	0.00038	1	0	6	0.32	0.058	0.33	0
76	0	9e-05	0	1	0	0.0005	0	0	3	0.32	0.26	0.33	0.2
77	0	0	0	6.3e-05	0	1	0	0	5	0.21	0.087	0.22	0.044
78	0	0.012	0	0.87	0	0.11	0	0	3	0.32	0.26	0.33	0.2
79	0	0.0096	0	0.76	0	0.23	0	0	3	0.32	0.26	0.33	0.2
80	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
81	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
82	0	0.066	0	0.93	0	0	0	0	3	0.32	0.26	0.33	0.2
83	0	0.0031	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
84	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
85	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
86	1.2e-06	0	0	8.5e-06	0	1.8e-06	0	1	7	0.14	0	0	0
87	0	0.015	2.3e-05	0.99	0	9.3e-05	0	0	3	0.32	0.26	0.33	0.2
88	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
89	0	0.00041	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
90	0	0.002	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
91	0	0	0	0.00019	0	1	0	0	5	0.21	0.087	0.22	0.044
92	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
93	0	0.0073	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
94	0	0	0	0.031	0	0.97	0	0	5	0.21	0.087	0.22	0.044
95	0	0.00017	0.0072	0.98	0	0.0087	0	0	3	0.32	0.26	0.33	0.2
96	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
97	0	0.00091	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
98	0	0	0	0	0	0	0	1	7	0.14	0	0	0
99	0	0	0	0	0	0	0	1	7	0.14	0	0	0
100	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
101	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
102	0	0.011	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
103	0	0.00014	0	1	0	0.0009	0	0	3	0.32	0.26	0.33	0.2
104	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
105	0	0.00011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
106	0	0	0	0	0	0	0	1	7	0.14	0	0	0
107	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
108	0	0.032	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
109	0	0	0	0.00014	0	1	0	0	5	0.21	0.087	0.22	0.044
110	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
111	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
112	0	0.00011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
113	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
114	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
115	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
116	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
117	0	1.8e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
118	0	0.17	0	0.83	0	0	0	0	3	0.32	0.26	0.33	0.2
119	0	0.00093	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
120	0	0	0	0	0	0	0	1	7	0.14	0	0	0
121	0	0.00047	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
122	0	0	0	0.00011	0	1	0	0	5	0.21	0.087	0.22	0.044
123	0	2.3e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
124	0	0.21	5.9e-06	0.79	0	0	0	0	3	0.32	0.26	0.33	0.2
125	0	0.00066	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
126	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
127	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
128	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
129	0	0	1	0	0	0	0	0	2	0.036	0.26	0.33	0.2
130	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
131	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
132	0	0	0	0.0018	0	1	0	0	5	0.21	0.087	0.22	0.044
133	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
134	0	0	0	0	0	0	0	1	7	0.14	0	0	0
135	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
136	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
137	0	0	1	0	0	0	0	0	2	0.036	0.26	0.33	0.2
138	0	9.7e-06	0.99	0.003	0	0.0097	0	0	2	0.036	0.26	0.33	0.2
139	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
140	0	0	0	1	0	4.6e-06	0	0	3	0.32	0.26	0.33	0.2
141	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
142	0	0	0	0	0	0	0	1	7	0.14	0	0	0
143	0	0	8.3e-05	0	1	0	0	0	4	0	0.087	0	0.11
144	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
145	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
146	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
147	0	0	0	2e-05	0	1	0	0	5	0.21	0.087	0.22	0.044
148	0	0.0067	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
149	0	0.005	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
150	0	0.0012	0	0.49	0	0.51	0	0	5	0.21	0.087	0.22	0.044
151	0	0.0015	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
152	0	0	0.027	0	0.97	0	0	0	4	0	0.087	0	0.11
153	0	0.63	0.0064	0.37	0	0	0	0	1	0.32	0.26	0.33	0.27
154	0.0046	0	1	3.1e-06	0	0	0	0	2	0.036	0.26	0.33	0.2
155	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
156	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
157	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
158	0	8.6e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
159	0	0.8	0	0.2	0	0	0	0	1	0.32	0.26	0.33	0.27
160	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
161	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
162	0	0.059	0	0.94	0	0	0	0	3	0.32	0.26	0.33	0.2
163	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
164	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
165	0	0.059	0	0.94	0	0	0	0	3	0.32	0.26	0.33	0.2
166	0	0	0	3.7e-05	0	1	0	0	5	0.21	0.087	0.22	0.044
167	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
168	0	0.98	0	0.019	0	0	0	0	1	0.32	0.26	0.33	0.27
169	0	0.00025	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
170	0	0	0	0	0	0.4	0.6	0	6	0.32	0.058	0.33	0
171	0	0.037	0	0.96	0	0	0	0	3	0.32	0.26	0.33	0.2
172	0	0	1	0	0	0	0	0	2	0.036	0.26	0.33	0.2
173	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
174	0	0.0074	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
175	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
176	0	0	0	0.00051	0	1	0	0	5	0.21	0.087	0.22	0.044
177	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
178	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
179	0	0	1	0	0	0	0	0	2	0.036	0.26	0.33	0.2
180	0	0.068	0	0.93	0	0	0	0	3	0.32	0.26	0.33	0.2
181	0	0	0	0	0	0	0	1	7	0.14	0	0	0
182	0	0.0023	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
183	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
184	0	0	0	6.2e-05	0	1	0	0	5	0.21	0.087	0.22	0.044
185	0	0	0	0	0	0	0	1	7	0.14	0	0	0
186	0	0.0065	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
187	0	0	0	0	0	0.0001	1	0	6	0.32	0.058	0.33	0
188	0	0.0002	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
189	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
190	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
191	0	0.063	0	0.94	0	0	0	0	3	0.32	0.26	0.33	0.2
192	0	0.012	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
193	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
194	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
195	0	3.7e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
196	0	0.038	0	0.96	0	0	0	0	3	0.32	0.26	0.33	0.2
197	0	0.00028	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
198	0	6.4e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
199	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
200	0	0.00014	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
201	0	4.8e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
202	0	0.19	0	0.81	0	0	0	0	3	0.32	0.26	0.33	0.2
203	0	9.8e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
204	0	0.015	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
205	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
206	0	0.015	0	0.98	0	4.4e-06	0	0	3	0.32	0.26	0.33	0.2
207	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
208	0	0	1	6.5e-05	0	1.2e-05	0	0	2	0.036	0.26	0.33	0.2
209	0	0.00054	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
210	0	0	0	0	0	0	0	1	7	0.14	0	0	0
211	0	0.0014	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
212	0	0.0046	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
213	0	0.00043	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
214	0	0.095	0	0.91	0	0	0	0	3	0.32	0.26	0.33	0.2
215	0	0	0	0	0	0	0	1	7	0.14	0	0	0
216	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
217	0	0.00088	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
218	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
219	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
220	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
221	0	0.0071	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
222	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
223	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
224	0	0.071	0	0.93	0	0	0	0	3	0.32	0.26	0.33	0.2
225	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
226	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
227	0	0	0	0	0	0	0	1	7	0.14	0	0	0
228	0	0.091	0	0.91	0	0	0	0	3	0.32	0.26	0.33	0.2
229	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
230	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
231	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
232	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
233	0	0.018	0	0.98	0	0	0	0	3	0.32	0.26	0.33	0.2
234	0	0.00033	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
235	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
236	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
237	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
238	0	4.5e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
239	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
240	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
241	0	0.0011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
242	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
243	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
244	0	0.24	0	0.76	0	0	0	0	3	0.32	0.26	0.33	0.2
245	0	0.00037	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
246	0	0.00066	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
247	0	7.6e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
248	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
249	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
250	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
251	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
252	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
253	0	0.0011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
254	0	0.0079	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
255	0	0	0	0	0	0.00047	1	0	6	0.32	0.058	0.33	0
256	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
257	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
258	0	0	0	0	0	0.00017	1	0	6	0.32	0.058	0.33	0
259	0	0	0	0	0	0	0	1	7	0.14	0	0	0
260	0	0.0026	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
261	0	0.0018	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
262	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
263	0	0	0	0	0	0.18	0.82	0	6	0.32	0.058	0.33	0
264	0	0.00033	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
265	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
266	0	7.4e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
267	0	0.00011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
268	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
269	0	0.015	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
270	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
271	0	0.18	0	0.82	0	0	0	0	3	0.32	0.26	0.33	0.2
272	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
273	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
274	0	0.78	0	0.22	0	0	0	0	1	0.32	0.26	0.33	0.27
275	0	0.74	0	0.26	0	0	0	0	1	0.32	0.26	0.33	0.27
276	0	0.17	0	0.83	0	0	0	0	3	0.32	0.26	0.33	0.2
277	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
278	0	1	0	0.00083	0	0	0	0	1	0.32	0.26	0.33	0.27
279	0	1	0	0.0044	0	0	0	0	1	0.32	0.26	0.33	0.27
280	0	2e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
281	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
282	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
283	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
284	0	0.93	0	0.072	0	0	0	0	1	0.32	0.26	0.33	0.27
285	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
286	0	0.28	0	0.72	0	0	0	0	3	0.32	0.26	0.33	0.2
287	0	0.1	0	0.9	0	0	0	0	3	0.32	0.26	0.33	0.2
288	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
289	0	0.98	0	0.015	0	0	0	0	1	0.32	0.26	0.33	0.27
290	0	0.65	0	0.35	0	0	0	0	1	0.32	0.26	0.33	0.27
291	0	0.013	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
292	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
293	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
294	0	0.17	0	0.83	0	0	0	0	3	0.32	0.26	0.33	0.2
295	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
296	0	0.081	0	0.92	0	0	0	0	3	0.32	0.26	0.33	0.2
297	0	0.00011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
298	0	0.00015	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
299	0	0.00013	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
300	0	2.3e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
301	0	0.45	0	0.55	0	0	0	0	3	0.32	0.26	0.33	0.2
302	0	0	0	0	0	0	0	1	7	0.14	0	0	0
303	0	0.13	0	0.87	0	0	0	0	3	0.32	0.26	0.33	0.2
304	0	0.03	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
305	0	0.27	0	0.73	0	0	0	0	3	0.32	0.26	0.33	0.2
306	0	0.046	0	0.95	0	0	0	0	3	0.32	0.26	0.33	0.2
307	0	0.0016	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
308	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
309	0	0	0	0	0	0	0	1	7	0.14	0	0	0
310	0	0	0.011	0	0	0.99	0	0	5	0.21	0.087	0.22	0.044
311	0	1	0	0	0	0	0	0	1	0.32	0.26	0.33	0.27
312	0	0.018	0	0.98	0	0	0	0	3	0.32	0.26	0.33	0.2
313	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
314	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
315	0	0.026	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
316	0	1	0	0	9.5e-05	0	0	0	1	0.32	0.26	0.33	0.27
317	0	0.1	0	0.9	0	0	0	0	3	0.32	0.26	0.33	0.2
318	0	0	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
319	0	1	0	0	0	0	0	0	1	0.32	0.26	0.33	0.27
320	0	1	0	0	0.0015	0	0	0	1	0.32	0.26	0.33	0.27
321	0	0	0	0.0041	0	1	0	0	5	0.21	0.087	0.22	0.044
322	0	0	0	0	0	0.39	0.61	0	6	0.32	0.058	0.33	0
323	0	0.00031	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
324	0	0	0	0.93	0	0.07	0	0	3	0.32	0.26	0.33	0.2
325	0	0.00076	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
326	0	2.4e-06	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
327	0	0	0	1	0	0.00021	0	0	3	0.32	0.26	0.33	0.2
328	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
329	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
330	0	0	0	0.009	0	0.99	0	0	5	0.21	0.087	0.22	0.044
331	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
332	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
333	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
334	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
335	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
336	0	9.8e-05	0	0.89	0	0.11	0	0	3	0.32	0.26	0.33	0.2
337	0	0.028	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
338	0	0	0	0	0	0	0	1	7	0.14	0	0	0
339	0	0.00076	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
340	0	8.3e-05	0	0.012	0	0.99	0	0	5	0.21	0.087	0.22	0.044
341	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
342	0	0	0	0	0	0	1	0	6	0.32	0.058	0.33	0
343	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
344	0	0.00018	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
345	0	2.9e-05	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
346	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
347	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
348	0	0.00047	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
349	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
350	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
351	0	0.00015	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
352	1	0	0	0	0	0	0	0	0	0.036	0	0.15	0
353	0	0.048	0	0.95	0	0	0	0	3	0.32	0.26	0.33	0.2
354	0	0.0015	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
355	0	1	0	0.00082	0	4.2e-06	0	0	1	0.32	0.26	0.33	0.27
356	0	0.48	0	0.00011	0	0.52	0	0	5	0.21	0.087	0.22	0.044
357	0	0	0	0	1	0	0	0	4	0	0.087	0	0.11
358	0	0	0	1	0	0.0028	0	0	3	0.32	0.26	0.33	0.2
359	0	0	0	0	0	0	0	1	7	0.14	0	0	0
360	0	0	0	0	0	1	0	0	5	0.21	0.087	0.22	0.044
361	0	0.00031	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
362	0	0.00096	0	1	0	1.7e-06	0	0	3	0.32	0.26	0.33	0.2
363	0	0.025	0	0.97	0	0	0	0	3	0.32	0.26	0.33	0.2
364	0	0	0	0	0	8.7e-06	1	0	6	0.32	0.058	0.33	0
365	0	0.2	0	0.8	0	0	0	0	3	0.32	0.26	0.33	0.2
366	0	0.0011	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
367	0	0.0027	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
368	0	0.19	0	0.81	0	0	0	0	3	0.32	0.26	0.33	0.2
369	0	0.0033	0	1	0	0	0	0	3	0.32	0.26	0.33	0.2
370	0	0.01	0	0.99	0	0	0	0	3	0.32	0.26	0.33	0.2
371	0	1	0	0	0	0.0026	0	0	1	0.32	0.26	0.33	0.27
