SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3
57	0	0	1	2	0.036	0.087	0.037	0.089
58	0	1	0	1	0.071	0	0.073	0
59	0	0	1	2	0.036	0.087	0.037	0.089
60	1	0	0	0	0.32	0.26	0.33	0.2
61	1	0	0	0	0.32	0.26	0.33	0.2
62	0	1	0	1	0.071	0	0.073	0
63	1	0	0	0	0.32	0.26	0.33	0.2
64	0	0	1	2	0.036	0.087	0.037	0.089
65	1	0	0	0	0.32	0.26	0.33	0.2
66	0	0	1	2	0.036	0.087	0.037	0.089
67	1	0	0	0	0.32	0.26	0.33	0.2
68	1	0	0	0	0.32	0.26	0.33	0.2
69	1	0	0	0	0.32	0.26	0.33	0.2
70	0	0	1	2	0.036	0.087	0.037	0.089
71	0	0	1	2	0.036	0.087	0.037	0.089
72	1	0	0	0	0.32	0.26	0.33	0.2
73	1	0	0	0	0.32	0.26	0.33	0.2
74	1	0	0	0	0.32	0.26	0.33	0.2
75	1	0	0	0	0.32	0.26	0.33	0.2
76	1	0	0	0	0.32	0.26	0.33	0.2
77	1	0	0	0	0.32	0.26	0.33	0.2
78	1	0	0	0	0.32	0.26	0.33	0.2
79	1	0	0	0	0.32	0.26	0.33	0.2
80	0	0	1	2	0.036	0.087	0.037	0.089
81	0	0	1	2	0.036	0.087	0.037	0.089
82	1	0	0	0	0.32	0.26	0.33	0.2
83	1	0	0	0	0.32	0.26	0.33	0.2
84	0	1	0	1	0.071	0	0.073	0
85	0	0	1	2	0.036	0.087	0.037	0.089
86	0.0036	1	0.00011	1	0.071	0	0.073	0
87	1	0	0	0	0.32	0.26	0.33	0.2
88	1	0	0	0	0.32	0.26	0.33	0.2
89	1	0	0	0	0.32	0.26	0.33	0.2
90	1	0	0	0	0.32	0.26	0.33	0.2
91	1	0	0	0	0.32	0.26	0.33	0.2
92	0	0	1	2	0.036	0.087	0.037	0.089
93	1	0	0	0	0.32	0.26	0.33	0.2
94	1	0	0	0	0.32	0.26	0.33	0.2
95	1	0	0	0	0.32	0.26	0.33	0.2
96	1	0	0	0	0.32	0.26	0.33	0.2
97	1	0	0	0	0.32	0.26	0.33	0.2
98	0	1	0	1	0.071	0	0.073	0
99	0	1	0	1	0.071	0	0.073	0
100	0	0	1	2	0.036	0.087	0.037	0.089
101	0	0	1	2	0.036	0.087	0.037	0.089
102	1	0	0	0	0.32	0.26	0.33	0.2
103	1	0	0	0	0.32	0.26	0.33	0.2
104	0	0	1	2	0.036	0.087	0.037	0.089
105	1	0	0	0	0.32	0.26	0.33	0.2
106	0	1	0	1	0.071	0	0.073	0
107	0	0	1	2	0.036	0.087	0.037	0.089
108	1	0	0	0	0.32	0.26	0.33	0.2
109	1	0	0	0	0.32	0.26	0.33	0.2
110	0	0	1	2	0.036	0.087	0.037	0.089
111	0	0	1	2	0.036	0.087	0.037	0.089
112	1	0	0	0	0.32	0.26	0.33	0.2
113	1	0	0	0	0.32	0.26	0.33	0.2
114	1	0	0	0	0.32	0.26	0.33	0.2
115	1	0	0	0	0.32	0.26	0.33	0.2
116	0	0	1	2	0.036	0.087	0.037	0.089
117	1	0	0	0	0.32	0.26	0.33	0.2
118	1	0	0	0	0.32	0.26	0.33	0.2
119	1	0	0	0	0.32	0.26	0.33	0.2
120	0	1	0	1	0.071	0	0.073	0
121	1	0	0	0	0.32	0.26	0.33	0.2
122	1	0	0	0	0.32	0.26	0.33	0.2
123	1	0	0	0	0.32	0.26	0.33	0.2
124	1	0	0	0	0.32	0.26	0.33	0.2
125	1	0	0	0	0.32	0.26	0.33	0.2
126	1	0	0	0	0.32	0.26	0.33	0.2
127	1	0	0	0	0.32	0.26	0.33	0.2
128	1	0	0	0	0.32	0.26	0.33	0.2
129	1	0	0	0	0.32	0.26	0.33	0.2
130	0	1	0	1	0.071	0	0.073	0
131	0	1	0	1	0.071	0	0.073	0
132	1	0	0	0	0.32	0.26	0.33	0.2
133	1	0	0	0	0.32	0.26	0.33	0.2
134	0	1	0	1	0.071	0	0.073	0
135	0	0	1	2	0.036	0.087	0.037	0.089
136	0	0	1	2	0.036	0.087	0.037	0.089
137	0	0	1	2	0.036	0.087	0.037	0.089
138	0	0	1	2	0.036	0.087	0.037	0.089
139	0	1	0	1	0.071	0	0.073	0
140	1	0	0	0	0.32	0.26	0.33	0.2
141	0	1	0	1	0.071	0	0.073	0
142	0	1	0	1	0.071	0	0.073	0
143	0	0	1	2	0.036	0.087	0.037	0.089
144	0	0	1	2	0.036	0.087	0.037	0.089
145	1	0	0	0	0.32	0.26	0.33	0.2
146	1	0	0	0	0.32	0.26	0.33	0.2
147	1	0	0	0	0.32	0.26	0.33	0.2
148	1	0	0	0	0.32	0.26	0.33	0.2
149	1	0	0	0	0.32	0.26	0.33	0.2
150	1	0	0	0	0.32	0.26	0.33	0.2
151	1	0	0	0	0.32	0.26	0.33	0.2
152	1.3e-05	0	1	2	0.036	0.087	0.037	0.089
153	1	0	0	0	0.32	0.26	0.33	0.2
154	1	3.5e-05	0	0	0.32	0.26	0.33	0.2
155	1	0	1.2e-06	0	0.32	0.26	0.33	0.2
156	0	0	1	2	0.036	0.087	0.037	0.089
157	0	0	1	2	0.036	0.087	0.037	0.089
158	1	0	0	0	0.32	0.26	0.33	0.2
159	1	0	0	0	0.32	0.26	0.33	0.2
160	1	0	0	0	0.32	0.26	0.33	0.2
161	0	0	1	2	0.036	0.087	0.037	0.089
162	1	0	0	0	0.32	0.26	0.33	0.2
163	1	0	0	0	0.32	0.26	0.33	0.2
164	0	1	0	1	0.071	0	0.073	0
165	1	0	0	0	0.32	0.26	0.33	0.2
166	0.029	0	0.97	2	0.036	0.087	0.037	0.089
167	0	0	1	2	0.036	0.087	0.037	0.089
168	1	0	0	0	0.32	0.26	0.33	0.2
169	1	0	0	0	0.32	0.26	0.33	0.2
170	0	0	1	2	0.036	0.087	0.037	0.089
171	1	0	0	0	0.32	0.26	0.33	0.2
172	1	0	0.00088	0	0.32	0.26	0.33	0.2
173	0	1	0	1	0.071	0	0.073	0
174	1	0	0	0	0.32	0.26	0.33	0.2
175	0	0	1	2	0.036	0.087	0.037	0.089
176	1	0	0	0	0.32	0.26	0.33	0.2
177	1	0	0	0	0.32	0.26	0.33	0.2
178	0	0	1	2	0.036	0.087	0.037	0.089
179	1	0	0	0	0.32	0.26	0.33	0.2
180	1	0	0	0	0.32	0.26	0.33	0.2
181	0	1	0	1	0.071	0	0.073	0
182	1	0	0	0	0.32	0.26	0.33	0.2
183	1	0	0	0	0.32	0.26	0.33	0.2
184	1	0	0	0	0.32	0.26	0.33	0.2
185	0	1	0	1	0.071	0	0.073	0
186	1	0	0	0	0.32	0.26	0.33	0.2
187	1	0	0	0	0.32	0.26	0.33	0.2
188	1	0	0	0	0.32	0.26	0.33	0.2
189	0	0	1	2	0.036	0.087	0.037	0.089
190	0	0	1	2	0.036	0.087	0.037	0.089
191	1	0	0	0	0.32	0.26	0.33	0.2
192	1	0	0	0	0.32	0.26	0.33	0.2
193	0	1	0	1	0.071	0	0.073	0
194	1	0	0	0	0.32	0.26	0.33	0.2
195	1	0	0	0	0.32	0.26	0.33	0.2
196	1	0	0	0	0.32	0.26	0.33	0.2
197	1	0	0	0	0.32	0.26	0.33	0.2
198	1	0	0	0	0.32	0.26	0.33	0.2
199	1	0	0	0	0.32	0.26	0.33	0.2
200	1	0	0	0	0.32	0.26	0.33	0.2
201	1	0	0	0	0.32	0.26	0.33	0.2
202	1	0	0	0	0.32	0.26	0.33	0.2
203	1	0	0	0	0.32	0.26	0.33	0.2
204	1	0	0	0	0.32	0.26	0.33	0.2
205	0	0	1	2	0.036	0.087	0.037	0.089
206	1	0	0	0	0.32	0.26	0.33	0.2
207	0	0	1	2	0.036	0.087	0.037	0.089
208	0.46	0	0.54	2	0.036	0.087	0.037	0.089
209	1	0	0	0	0.32	0.26	0.33	0.2
210	0	1	0	1	0.071	0	0.073	0
211	1	0	0	0	0.32	0.26	0.33	0.2
212	1	0	0	0	0.32	0.26	0.33	0.2
213	1	0	0	0	0.32	0.26	0.33	0.2
214	1	0	0	0	0.32	0.26	0.33	0.2
215	0	1	0	1	0.071	0	0.073	0
216	0	0	1	2	0.036	0.087	0.037	0.089
217	1	0	0	0	0.32	0.26	0.33	0.2
218	0	0	1	2	0.036	0.087	0.037	0.089
219	0	0	1	2	0.036	0.087	0.037	0.089
220	0	1	0	1	0.071	0	0.073	0
221	1	0	0	0	0.32	0.26	0.33	0.2
222	1	0	0	0	0.32	0.26	0.33	0.2
223	1	0	0	0	0.32	0.26	0.33	0.2
224	1	0	0	0	0.32	0.26	0.33	0.2
225	0	0	1	2	0.036	0.087	0.037	0.089
226	0	0	1	2	0.036	0.087	0.037	0.089
227	0	1	0	1	0.071	0	0.073	0
228	1	0	0	0	0.32	0.26	0.33	0.2
229	1	0	0	0	0.32	0.26	0.33	0.2
230	0	0	1	2	0.036	0.087	0.037	0.089
231	0	0	1	2	0.036	0.087	0.037	0.089
232	1	0	0	0	0.32	0.26	0.33	0.2
233	1	0	0	0	0.32	0.26	0.33	0.2
234	1	0	0	0	0.32	0.26	0.33	0.2
235	0	0	1	2	0.036	0.087	0.037	0.089
236	1	0	0	0	0.32	0.26	0.33	0.2
237	1	0	0	0	0.32	0.26	0.33	0.2
238	1	0	0	0	0.32	0.26	0.33	0.2
239	1	0	0	0	0.32	0.26	0.33	0.2
240	0	0	1	2	0.036	0.087	0.037	0.089
241	1	0	0	0	0.32	0.26	0.33	0.2
242	0	0	1	2	0.036	0.087	0.037	0.089
243	0	0	1	2	0.036	0.087	0.037	0.089
244	1	0	0	0	0.32	0.26	0.33	0.2
245	1	0	0	0	0.32	0.26	0.33	0.2
246	1	0	0	0	0.32	0.26	0.33	0.2
247	1	0	0	0	0.32	0.26	0.33	0.2
248	0	0	1	2	0.036	0.087	0.037	0.089
249	1	0	0	0	0.32	0.26	0.33	0.2
250	0	0	1	2	0.036	0.087	0.037	0.089
251	1	0	0	0	0.32	0.26	0.33	0.2
252	1	0	0	0	0.32	0.26	0.33	0.2
253	1	0	0	0	0.32	0.26	0.33	0.2
254	1	0	0	0	0.32	0.26	0.33	0.2
255	1	0	0	0	0.32	0.26	0.33	0.2
256	1	0	0	0	0.32	0.26	0.33	0.2
257	0	0	1	2	0.036	0.087	0.037	0.089
258	1	0	0	0	0.32	0.26	0.33	0.2
259	0	1	0	1	0.071	0	0.073	0
260	1	0	0	0	0.32	0.26	0.33	0.2
261	1	0	0	0	0.32	0.26	0.33	0.2
262	1	0	0	0	0.32	0.26	0.33	0.2
263	0.99	0	0.0086	0	0.32	0.26	0.33	0.2
264	1	0	0	0	0.32	0.26	0.33	0.2
265	0	0	1	2	0.036	0.087	0.037	0.089
266	1	0	0	0	0.32	0.26	0.33	0.2
267	1	0	0	0	0.32	0.26	0.33	0.2
268	0	0	1	2	0.036	0.087	0.037	0.089
269	1	0	0	0	0.32	0.26	0.33	0.2
270	0	1	0	1	0.071	0	0.073	0
271	1	0	0	0	0.32	0.26	0.33	0.2
272	1	0	0	0	0.32	0.26	0.33	0.2
273	1	0	0	0	0.32	0.26	0.33	0.2
274	1	0	0	0	0.32	0.26	0.33	0.2
275	1	0	0	0	0.32	0.26	0.33	0.2
276	1	0	0	0	0.32	0.26	0.33	0.2
277	1	0	0	0	0.32	0.26	0.33	0.2
278	1	0	0	0	0.32	0.26	0.33	0.2
279	1	0	0	0	0.32	0.26	0.33	0.2
280	1	0	0	0	0.32	0.26	0.33	0.2
281	0	0	1	2	0.036	0.087	0.037	0.089
282	1	0	0	0	0.32	0.26	0.33	0.2
283	0	1	0	1	0.071	0	0.073	0
284	1	0	0	0	0.32	0.26	0.33	0.2
285	1	0	0	0	0.32	0.26	0.33	0.2
286	1	0	0	0	0.32	0.26	0.33	0.2
287	1	0	0	0	0.32	0.26	0.33	0.2
288	1	0	0	0	0.32	0.26	0.33	0.2
289	1	0	0	0	0.32	0.26	0.33	0.2
290	1	0	0	0	0.32	0.26	0.33	0.2
291	1	0	0	0	0.32	0.26	0.33	0.2
292	1	0	0	0	0.32	0.26	0.33	0.2
293	1	0	0	0	0.32	0.26	0.33	0.2
294	1	0	0	0	0.32	0.26	0.33	0.2
295	1	0	0	0	0.32	0.26	0.33	0.2
296	1	0	0	0	0.32	0.26	0.33	0.2
297	1	0	0	0	0.32	0.26	0.33	0.2
298	1	0	0	0	0.32	0.26	0.33	0.2
299	1	0	0	0	0.32	0.26	0.33	0.2
300	1	0	0	0	0.32	0.26	0.33	0.2
301	1	0	0	0	0.32	0.26	0.33	0.2
302	0	1	0	1	0.071	0	0.073	0
303	1	0	0	0	0.32	0.26	0.33	0.2
304	1	0	0	0	0.32	0.26	0.33	0.2
305	1	0	0	0	0.32	0.26	0.33	0.2
306	1	0	0	0	0.32	0.26	0.33	0.2
307	1	0	0	0	0.32	0.26	0.33	0.2
308	1	0	0	0	0.32	0.26	0.33	0.2
309	0	1	0	1	0.071	0	0.073	0
310	0	0	1	2	0.036	0.087	0.037	0.089
311	0	0	1	2	0.036	0.087	0.037	0.089
312	1	0	0	0	0.32	0.26	0.33	0.2
313	0	0	1	2	0.036	0.087	0.037	0.089
314	0	1	0	1	0.071	0	0.073	0
315	1	0	0	0	0.32	0.26	0.33	0.2
316	0	0	1	2	0.036	0.087	0.037	0.089
317	1	0	0	0	0.32	0.26	0.33	0.2
318	1	0	0	0	0.32	0.26	0.33	0.2
319	0	0	1	2	0.036	0.087	0.037	0.089
320	0	0	1	2	0.036	0.087	0.037	0.089
321	1	0	0	0	0.32	0.26	0.33	0.2
322	0.00011	0	1	2	0.036	0.087	0.037	0.089
323	1	0	0	0	0.32	0.26	0.33	0.2
324	1	0	0	0	0.32	0.26	0.33	0.2
325	1	0	0	0	0.32	0.26	0.33	0.2
326	1	0	0	0	0.32	0.26	0.33	0.2
327	1	0	0	0	0.32	0.26	0.33	0.2
328	1	0	0	0	0.32	0.26	0.33	0.2
329	0	0	1	2	0.036	0.087	0.037	0.089
330	1	0	0	0	0.32	0.26	0.33	0.2
331	1	0	0	0	0.32	0.26	0.33	0.2
332	0	0	1	2	0.036	0.087	0.037	0.089
333	0	1	0	1	0.071	0	0.073	0
334	1	0	0	0	0.32	0.26	0.33	0.2
335	1	0	0.0029	0	0.32	0.26	0.33	0.2
336	1	0	0	0	0.32	0.26	0.33	0.2
337	1	0	0	0	0.32	0.26	0.33	0.2
338	0	1	0	1	0.071	0	0.073	0
339	1	0	0	0	0.32	0.26	0.33	0.2
340	1	0	0	0	0.32	0.26	0.33	0.2
341	0	0	1	2	0.036	0.087	0.037	0.089
342	1	0	0	0	0.32	0.26	0.33	0.2
343	1	0	0	0	0.32	0.26	0.33	0.2
344	1	0	0	0	0.32	0.26	0.33	0.2
345	1	0	0	0	0.32	0.26	0.33	0.2
346	0	0	1	2	0.036	0.087	0.037	0.089
347	0	0	1	2	0.036	0.087	0.037	0.089
348	1	0	0	0	0.32	0.26	0.33	0.2
349	0	0	1	2	0.036	0.087	0.037	0.089
350	0	0	1	2	0.036	0.087	0.037	0.089
351	1	0	0	0	0.32	0.26	0.33	0.2
352	0	1	0	1	0.071	0	0.073	0
353	1	0	0	0	0.32	0.26	0.33	0.2
354	1	0	0	0	0.32	0.26	0.33	0.2
355	1	0	0	0	0.32	0.26	0.33	0.2
356	1	0	0	0	0.32	0.26	0.33	0.2
357	0	0	1	2	0.036	0.087	0.037	0.089
358	1	0	0	0	0.32	0.26	0.33	0.2
359	0	1	0	1	0.071	0	0.073	0
360	1	0	0	0	0.32	0.26	0.33	0.2
361	1	0	0	0	0.32	0.26	0.33	0.2
362	1	0	0	0	0.32	0.26	0.33	0.2
363	1	0	0	0	0.32	0.26	0.33	0.2
364	1	0	0	0	0.32	0.26	0.33	0.2
365	1	0	0	0	0.32	0.26	0.33	0.2
366	1	0	0	0	0.32	0.26	0.33	0.2
367	1	0	0	0	0.32	0.26	0.33	0.2
368	1	0	0	0	0.32	0.26	0.33	0.2
369	1	0	0	0	0.32	0.26	0.33	0.2
370	1	0	0	0	0.32	0.26	0.33	0.2
371	1	0	0	0	0.32	0.26	0.33	0.2
372	1	0	0	0	0.32	0.26	0.33	0.2
373	1	0	0	0	0.32	0.26	0.33	0.2
374	1	0	0	0	0.32	0.26	0.33	0.2
375	1	0	0	0	0.32	0.26	0.33	0.2
376	1	0	0	0	0.32	0.26	0.33	0.2
377	1	0	0	0	0.32	0.26	0.33	0.2
378	1	0	0	0	0.32	0.26	0.33	0.2
379	0	1	0	1	0.071	0	0.073	0
380	1	0	0	0	0.32	0.26	0.33	0.2
381	0	0	1	2	0.036	0.087	0.037	0.089
382	0	0	1	2	0.036	0.087	0.037	0.089
383	1	0	0	0	0.32	0.26	0.33	0.2
384	1	0	0	0	0.32	0.26	0.33	0.2
385	1	0	0	0	0.32	0.26	0.33	0.2
386	1	0	0	0	0.32	0.26	0.33	0.2
387	1	0	0	0	0.32	0.26	0.33	0.2
388	0	1	0	1	0.071	0	0.073	0
389	1	0	0	0	0.32	0.26	0.33	0.2
390	0	0	1	2	0.036	0.087	0.037	0.089
391	1	0	0	0	0.32	0.26	0.33	0.2
392	0.13	0.87	0	1	0.071	0	0.073	0
393	1	0	0	0	0.32	0.26	0.33	0.2
394	1	0	0	0	0.32	0.26	0.33	0.2
395	1	0	0	0	0.32	0.26	0.33	0.2
396	0	0	1	2	0.036	0.087	0.037	0.089
397	1	0	0	0	0.32	0.26	0.33	0.2
398	1	0	0	0	0.32	0.26	0.33	0.2
399	1	0	0	0	0.32	0.26	0.33	0.2
400	0	0	1	2	0.036	0.087	0.037	0.089
401	1	0	0	0	0.32	0.26	0.33	0.2
402	1	0	0	0	0.32	0.26	0.33	0.2
403	1	0	0	0	0.32	0.26	0.33	0.2
404	1	0	0	0	0.32	0.26	0.33	0.2
405	1	0	0	0	0.32	0.26	0.33	0.2
406	1	0	0	0	0.32	0.26	0.33	0.2
407	1	0	0	0	0.32	0.26	0.33	0.2
408	1	0	0	0	0.32	0.26	0.33	0.2
409	1	0	0	0	0.32	0.26	0.33	0.2
410	1	0	0	0	0.32	0.26	0.33	0.2
411	0	1	0	1	0.071	0	0.073	0
412	1	0	0	0	0.32	0.26	0.33	0.2
413	1	0	0	0	0.32	0.26	0.33	0.2
414	1	0	0	0	0.32	0.26	0.33	0.2
415	1	0	0	0	0.32	0.26	0.33	0.2
416	0	1	0	1	0.071	0	0.073	0
417	0	0	1	2	0.036	0.087	0.037	0.089
418	0	1	0	1	0.071	0	0.073	0
419	1	0	0	0	0.32	0.26	0.33	0.2
420	1	0	0	0	0.32	0.26	0.33	0.2
421	0	1	0	1	0.071	0	0.073	0
422	1	0	0	0	0.32	0.26	0.33	0.2
423	1	0	0	0	0.32	0.26	0.33	0.2
424	1	0	0	0	0.32	0.26	0.33	0.2
425	1	0	0	0	0.32	0.26	0.33	0.2
426	0	0	1	2	0.036	0.087	0.037	0.089
427	1	0	0	0	0.32	0.26	0.33	0.2
428	0	0	1	2	0.036	0.087	0.037	0.089
429	1	0	0	0	0.32	0.26	0.33	0.2
430	0	0	1	2	0.036	0.087	0.037	0.089
431	1	0	0	0	0.32	0.26	0.33	0.2
432	0	0	1	2	0.036	0.087	0.037	0.089
433	0	1	0	1	0.071	0	0.073	0
434	0	1	0	1	0.071	0	0.073	0
435	0	0	1	2	0.036	0.087	0.037	0.089
436	0	1	0	1	0.071	0	0.073	0
437	1	0	0	0	0.32	0.26	0.33	0.2
438	0	0	1	2	0.036	0.087	0.037	0.089
439	1	0	0	0	0.32	0.26	0.33	0.2
440	0	0	1	2	0.036	0.087	0.037	0.089
441	1	0	0	0	0.32	0.26	0.33	0.2
442	0	1	0	1	0.071	0	0.073	0
443	1	0	0	0	0.32	0.26	0.33	0.2
444	1	0	0	0	0.32	0.26	0.33	0.2
445	0	0	1	2	0.036	0.087	0.037	0.089
446	0.073	0.93	0	1	0.071	0	0.073	0
447	1	0	0	0	0.32	0.26	0.33	0.2
448	2.6e-05	1	0	1	0.071	0	0.073	0
449	1	0	0	0	0.32	0.26	0.33	0.2
450	1	0	0	0	0.32	0.26	0.33	0.2
451	1	0	0	0	0.32	0.26	0.33	0.2
452	1	0	0	0	0.32	0.26	0.33	0.2
453	0	0	1	2	0.036	0.087	0.037	0.089
454	1	0	0	0	0.32	0.26	0.33	0.2
455	0	0	1	2	0.036	0.087	0.037	0.089
456	1	0	0	0	0.32	0.26	0.33	0.2
457	1	0	0	0	0.32	0.26	0.33	0.2
458	0	0	1	2	0.036	0.087	0.037	0.089
459	1	0	0	0	0.32	0.26	0.33	0.2
460	1	0	0	0	0.32	0.26	0.33	0.2
461	1	0	0	0	0.32	0.26	0.33	0.2
462	0	0	1	2	0.036	0.087	0.037	0.089
463	1	0	0	0	0.32	0.26	0.33	0.2
464	0	0	1	2	0.036	0.087	0.037	0.089
465	1	0	0	0	0.32	0.26	0.33	0.2
466	1	0	0	0	0.32	0.26	0.33	0.2
467	0	1	0	1	0.071	0	0.073	0
468	1	0	0	0	0.32	0.26	0.33	0.2
469	1	0	0	0	0.32	0.26	0.33	0.2
470	0	0	1	2	0.036	0.087	0.037	0.089
471	0	0	1	2	0.036	0.087	0.037	0.089
472	1	0	0	0	0.32	0.26	0.33	0.2
473	1	0	0	0	0.32	0.26	0.33	0.2
474	1	0	0	0	0.32	0.26	0.33	0.2
475	1	0	0	0	0.32	0.26	0.33	0.2
476	0	1	0	1	0.071	0	0.073	0
477	1	0	0	0	0.32	0.26	0.33	0.2
478	1	0.00011	0	0	0.32	0.26	0.33	0.2
479	1	0	0	0	0.32	0.26	0.33	0.2
480	1	0	0	0	0.32	0.26	0.33	0.2
481	1	0	0	0	0.32	0.26	0.33	0.2
482	0	0	1	2	0.036	0.087	0.037	0.089
483	1	0	0	0	0.32	0.26	0.33	0.2
484	1	0	0	0	0.32	0.26	0.33	0.2
485	1	0	0	0	0.32	0.26	0.33	0.2
486	1	0	0	0	0.32	0.26	0.33	0.2
487	0	0	1	2	0.036	0.087	0.037	0.089
488	0	0	1	2	0.036	0.087	0.037	0.089
489	1	0	0	0	0.32	0.26	0.33	0.2
490	1	0	0	0	0.32	0.26	0.33	0.2
491	0	1	0	1	0.071	0	0.073	0
492	0	1	0	1	0.071	0	0.073	0
493	0	0	1	2	0.036	0.087	0.037	0.089
494	1	0	0	0	0.32	0.26	0.33	0.2
495	1	0	0	0	0.32	0.26	0.33	0.2
496	1	0	0	0	0.32	0.26	0.33	0.2
497	1	0	0	0	0.32	0.26	0.33	0.2
498	1	0	0	0	0.32	0.26	0.33	0.2
499	1	0	0	0	0.32	0.26	0.33	0.2
500	1	0	0	0	0.32	0.26	0.33	0.2
501	1	0	0	0	0.32	0.26	0.33	0.2
502	1	0	0	0	0.32	0.26	0.33	0.2
503	0	0	1	2	0.036	0.087	0.037	0.089
504	1	0	0	0	0.32	0.26	0.33	0.2
505	1	0	0	0	0.32	0.26	0.33	0.2
506	0	1	0	1	0.071	0	0.073	0
507	1	0	0	0	0.32	0.26	0.33	0.2
508	0	0	1	2	0.036	0.087	0.037	0.089
509	1	0	0	0	0.32	0.26	0.33	0.2
510	0	0	1	2	0.036	0.087	0.037	0.089
511	1	0	0	0	0.32	0.26	0.33	0.2
512	0	0	1	2	0.036	0.087	0.037	0.089
513	1	0	0	0	0.32	0.26	0.33	0.2
514	1	0	0	0	0.32	0.26	0.33	0.2
515	1	0	0	0	0.32	0.26	0.33	0.2
516	1	0	0	0	0.32	0.26	0.33	0.2
517	1	0	0	0	0.32	0.26	0.33	0.2
518	1	0	0	0	0.32	0.26	0.33	0.2
519	0	1	0	1	0.071	0	0.073	0
520	1	0	0	0	0.32	0.26	0.33	0.2
521	0	0	1	2	0.036	0.087	0.037	0.089
522	1	0	0	0	0.32	0.26	0.33	0.2
523	0	1	0	1	0.071	0	0.073	0
524	1	0	0	0	0.32	0.26	0.33	0.2
525	1	0	0	0	0.32	0.26	0.33	0.2
526	0	0	1	2	0.036	0.087	0.037	0.089
527	1	0	0	0	0.32	0.26	0.33	0.2
528	1	0	0	0	0.32	0.26	0.33	0.2
529	0	0	1	2	0.036	0.087	0.037	0.089
530	1	0	0	0	0.32	0.26	0.33	0.2
531	0	0	1	2	0.036	0.087	0.037	0.089
532	0	0	1	2	0.036	0.087	0.037	0.089
533	1	0	0	0	0.32	0.26	0.33	0.2
534	1	0	0	0	0.32	0.26	0.33	0.2
535	1	0	0	0	0.32	0.26	0.33	0.2
536	1	0	0	0	0.32	0.26	0.33	0.2
537	1	0	0	0	0.32	0.26	0.33	0.2
538	1	0	0	0	0.32	0.26	0.33	0.2
539	1	0	0	0	0.32	0.26	0.33	0.2
540	1	0	0	0	0.32	0.26	0.33	0.2
541	0	1	0	1	0.071	0	0.073	0
