SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
32	0	0.37	0	0.0024	0	0.38	0	0	0.25	0	0	0	5	0.29	0.49	0.52
33	0.99	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.11	0
34	0	0.42	0	0	0	0.58	0	0	0.0025	0	0	0	5	0.29	0.49	0.52
35	0	0.27	0	0.01	0	0.71	0	0	0.0088	0	0	0	5	0.29	0.49	0.52
36	1	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0.11	0
37	0	0.24	0	0.062	0	0.53	0	0	0.16	0	0	0	5	0.29	0.49	0.52
38	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
39	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
40	0	0.1	0	0	0	0.9	0	0	0.00012	0	0	0	5	0.29	0.49	0.52
41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
42	0	0.81	0	5e-05	0	7.6e-05	0	0	0.19	0	0	0	1	0.34	0.55	0.52
43	0	0.7	0	0	0	0.3	0	0	0.00012	0	0	0	1	0.34	0.55	0.52
44	0	0.69	0	0	0	0.31	0	0	0	0	0	0	1	0.34	0.55	0.52
45	0	0.71	0	7.7e-05	0	0.29	0	0	0.0046	0	0	0	1	0.34	0.55	0.52
46	0	0.37	0	0.0046	0	0.11	0	0	0.51	0	0	0	8	0.43	0.55	0.52
47	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
48	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
49	1	0	9.7e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
50	0	0.22	0	3e-06	0	0.45	0	0	0.33	0	0	0	5	0.29	0.49	0.52
51	0	0.3	0	0	0	0.7	0	0	1.8e-05	0	0	0	5	0.29	0.49	0.52
52	0	0	0	0	0	0	0	1	0	0	0	0.00082	7	0.23	0	0
53	1	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0.11	0
54	0	0.56	0	0	0	0.43	0	0	0.0012	0	0	0	1	0.34	0.55	0.52
55	0	0	0	9.6e-05	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
56	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
57	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
58	0	0.96	0	0	0	0.03	0	0	0.0072	0	0	0	1	0.34	0.55	0.52
59	0.98	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0.11	0
60	0	0.34	0	0.013	0	0.62	0	0	0.022	0	0	0	5	0.29	0.49	0.52
61	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
62	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
63	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
64	0	0.044	0	0.11	0	0.85	0	0	0.00082	0	0	0	5	0.29	0.49	0.52
65	0	0.31	0	0.076	0	0.59	0	0	0.022	0	0	0	5	0.29	0.49	0.52
66	0	0.91	0	0	0	0.0025	0	0	0.092	0	0	0	1	0.34	0.55	0.52
67	0	0.29	0	0.022	0	0.57	0	0	0.12	0	0	0	5	0.29	0.49	0.52
68	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
69	0	0.28	0	3.8e-05	0	0.71	0	0	0.0046	0	0	0	5	0.29	0.49	0.52
70	0	0.0065	0	0	0	0.99	0	0	0	0	0	0	5	0.29	0.49	0.52
71	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
72	0	0.19	0	0.00023	0	0.024	0	0	0.79	0	0	0	8	0.43	0.55	0.52
73	0	0.2	0	0.00035	0	0.77	0	0	0.029	0	0	0	5	0.29	0.49	0.52
74	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0.48
75	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
76	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
77	0	0	0	0	0	0	0	1	0	0	0	8.3e-05	7	0.23	0	0
78	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
79	0	0	0	0	0	0	0	0.91	0	0	0	0.095	7	0.23	0	0
80	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
81	0	0.62	0	1.2e-05	0	0.36	0	0	0.018	0	0	0	1	0.34	0.55	0.52
82	0	0.88	0	0.028	0	0.0025	0	0	0.089	0	0	0	1	0.34	0.55	0.52
83	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
84	0	0.23	0	0.00056	0	0.74	0	0	0.03	0	0	0	5	0.29	0.49	0.52
85	0	0.82	0	0.00078	0	0.17	0	0	0.0098	0	0	0	1	0.34	0.55	0.52
86	0	0.084	0	0	0	0.92	0	0	0.00059	0	0	0	5	0.29	0.49	0.52
87	0	0.008	0	0	0	0.99	0	0	1.8e-06	0	0	0	5	0.29	0.49	0.52
88	0	0.23	0	0.00014	0	0.76	0	0	0.011	0	0	0	5	0.29	0.49	0.52
89	0	0.89	0	0	0	0.11	0	0	0.00068	0	0	0	1	0.34	0.55	0.52
90	0	0.12	0	1.9e-05	0	0.88	0	0	0.00027	0	0	0	5	0.29	0.49	0.52
91	0	0.39	0	0.0022	0	0.61	0	0	0.00055	0	0	0	5	0.29	0.49	0.52
92	0	0.54	0	0	0	0.03	0	0	0.43	0	0	0	1	0.34	0.55	0.52
93	0	0.0013	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
94	1	0	0.00031	0	0	0	0	0	0	0	0	0	0	0	0.11	0
95	0	1	0	0	0	0.0013	0	0	1.2e-06	0	0	0	1	0.34	0.55	0.52
96	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
97	0	0.042	0	2.3e-06	0	0.00072	0	0	0.96	0	0	0	8	0.43	0.55	0.52
98	0	0.57	0	0.00057	0	0.37	0	0	0.063	0	0	0	1	0.34	0.55	0.52
99	0	0.004	0	5.3e-06	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
100	0	0.064	0	0.17	0	0.76	0	0	0.00027	0	0	0	5	0.29	0.49	0.52
101	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
102	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
103	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
104	0	9.8e-05	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
105	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
106	0	0.099	0	0	0	0.9	0	0	0.0025	0	0	0	5	0.29	0.49	0.52
107	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
108	0	0.045	0	0	0	0.0017	0	0	0.95	0	0	0	8	0.43	0.55	0.52
109	1	0	1.4e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
110	0	0.0022	0	0.0071	0	0.99	0	0	0	0	0	0	5	0.29	0.49	0.52
111	0	0.99	0	0	0	8.2e-05	0	0	0.013	0	0	0	1	0.34	0.55	0.52
112	0	0.15	0	0.0014	0	0.84	0	0	0.011	0	0	0	5	0.29	0.49	0.52
113	0	0.81	0	0	0	0.19	0	0	0.00011	0	0	0	1	0.34	0.55	0.52
114	0	0	0	0	0	0	0	1	0	0	0	0.0016	7	0.23	0	0
115	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
116	0	0.17	0	0.00028	0	0.76	0	0	0.064	0	0	0	5	0.29	0.49	0.52
117	0	0.67	0	9.9e-06	0	0.31	0	0	0.015	0	0	0	1	0.34	0.55	0.52
118	0	0.2	0	0.042	0	0.76	0	0	0.0024	0	0	0	5	0.29	0.49	0.52
119	0	0.19	0	0	0	0.81	0	0	0.00015	0	0	0	5	0.29	0.49	0.52
120	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
121	0	0.22	0	8.6e-06	0	0.78	0	0	0.00099	0	0	0	5	0.29	0.49	0.52
122	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
123	0	1.8e-06	0	0.002	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
124	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
125	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
126	0	0.0037	0	3.4e-06	0	1	0	0	2.1e-05	0	0	0	5	0.29	0.49	0.52
127	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
128	0	0	0	0	0	0	0.0065	0	0	0	0.99	0	10	0	0.16	0.52
129	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0.48
130	0	0	0	0	0	0	1	0	0	0	0.0005	0	6	0	0.38	0.52
131	0	1	0	0	0	0	0	0	0	0	0	0	1	0.34	0.55	0.52
132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
133	0	0.014	0	3.5e-06	0	0.99	0	0	0	0	0	0	5	0.29	0.49	0.52
134	0	0.028	0	2.7e-06	0	0.97	0	0	0.00027	0	0	0	5	0.29	0.49	0.52
135	0	0.47	0	0.00082	0	0.52	0	0	0.0087	0	0	0	5	0.29	0.49	0.52
136	1	0	4.2e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
137	0	0.55	0	0	0	0.45	0	0	0.00017	0	0	0	1	0.34	0.55	0.52
138	1	0	1.9e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
139	0	0.12	0	4.5e-06	0	0.87	0	0	0.003	0	0	0	5	0.29	0.49	0.52
140	0	0	0	0	0	0	0	1	0	0	0	0.00047	7	0.23	0	0
141	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
142	0	0.29	0	3.5e-05	0	0.45	0	0	0.26	0	0	0	5	0.29	0.49	0.52
143	0	0.014	0	2.1e-06	0	0.99	0	0	0	0	0	0	5	0.29	0.49	0.52
144	0	0.43	0	0	0	0.19	0	0	0.37	0	0	0	1	0.34	0.55	0.52
145	0	0.17	0	0.085	0	0.73	0	0	0.0063	0	0	0	5	0.29	0.49	0.52
146	0	0	0	0	0	0.00047	0	1	0	0	0	0	7	0.23	0	0
147	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0.11
148	0	0.31	0	0.0076	0	0.68	0	0	0.00046	0	0	0	5	0.29	0.49	0.52
149	0	0.34	0	0	0	0.65	0	0	0.013	0	0	0	5	0.29	0.49	0.52
150	1	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.11	0
151	0	0.54	0	0	0	0.083	0	0	0.37	0	0	0	1	0.34	0.55	0.52
152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
153	0	0.49	0	0	0	0.49	0	0	0.018	0	0	0	1	0.34	0.55	0.52
154	0	0.34	0	0.00018	0	0.65	0	0	0.017	0	0	0	5	0.29	0.49	0.52
155	1	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0.11	0
156	0	0.98	0	0	0	0.0036	0	0	0.02	0	0	0	1	0.34	0.55	0.52
157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
158	0	0.94	0	0.0019	0	0.062	0	0	0.00051	0	0	0	1	0.34	0.55	0.52
159	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0.11
160	1	0	0.00048	0	0	0	0	0	0	0	0	0	0	0	0.11	0
161	0	0.011	0	0	0	0.99	0	0	1.6e-05	0	0	0	5	0.29	0.49	0.52
162	0	0.35	0	7.5e-05	0	0.6	0	0	0.051	0	0	0	5	0.29	0.49	0.52
163	0	0.89	0	0	0	0.00016	0	0	0.11	0	0	0	1	0.34	0.55	0.52
164	0	0.0002	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
165	0	0.13	0	0	0	0.0088	0	0	0.86	0	0	0	8	0.43	0.55	0.52
166	0	0.48	0	0.075	0	0.35	0	0	0.089	0	0	0	1	0.34	0.55	0.52
167	0	0.00022	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
168	0	0.00049	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
169	0	0.069	0	4.9e-06	0	0.93	0	0	0.0009	0	0	0	5	0.29	0.49	0.52
170	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
171	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
172	0	0.51	0	0.005	0	0.44	0	0	0.054	0	0	0	1	0.34	0.55	0.52
173	0	0.14	0	0.032	0	0.82	0	0	6.6e-05	0	0	0	5	0.29	0.49	0.52
174	0	0.99	0	0	0	0.0045	0	0	0.005	0	0	0	1	0.34	0.55	0.52
175	0	0.62	0	0	0	0.36	0	0	0.018	0	0	0	1	0.34	0.55	0.52
176	0	0.99	0	0	0	0.0091	0	0	0.002	0	0	0	1	0.34	0.55	0.52
177	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
178	0	0.59	0	0	0	0.37	0	0	0.035	0	0	0	1	0.34	0.55	0.52
179	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
180	0	0.06	0	0.58	0	0.36	0	0	0.00044	0	0	0	3	0.29	0.49	0.84
181	0.99	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0.11	0
182	0	0.89	0	0	0	0.11	0	0	0.0002	0	0	0	1	0.34	0.55	0.52
183	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
184	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
185	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
186	0	0.16	0	0.14	0	0.65	0	0	0.042	0	0	0	5	0.29	0.49	0.52
187	0	0.22	0	9.2e-06	0	0.029	0	0	0.75	0	0	0	8	0.43	0.55	0.52
188	0.97	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0.11	0
189	0	0.29	0	0.0007	0	0.68	0	0	0.026	0	0	0	5	0.29	0.49	0.52
190	0	0.81	0	0.00086	0	0.19	0	0	0.0013	0	0	0	1	0.34	0.55	0.52
191	0	0.0028	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
192	1	0	0	0	0	0	0	0	0	0	1.6e-05	0	0	0	0.11	0
193	0	0.79	0	0	0	0	0	0	0.2	0	0	0.012	1	0.34	0.55	0.52
194	0	0.19	0	0.00039	0	0.81	0	0	0.0016	0	0	0	5	0.29	0.49	0.52
195	0	0.22	0	0.023	0	0.7	0	0	0.056	0	0	0	5	0.29	0.49	0.52
196	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
197	1	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.11	0
198	0.98	0	0.0005	0	0	0	1.4e-05	0	0	0	0.018	0	0	0	0.11	0
199	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
200	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
201	0	0	0	0	0	0	0	0	1	0	0	0	8	0.43	0.55	0.52
202	0	0.47	0	0	0	4.3e-06	0	0	0.53	0	0	0	8	0.43	0.55	0.52
203	0	0.00011	0	0.24	0	0.21	0.55	0	0	0	0.00027	0	6	0	0.38	0.52
204	0	0	0	0	0	0.0028	0.98	0	0	0	0.015	0	6	0	0.38	0.52
205	0	1	0	0	0	0	0	0	0	0	0	0	1	0.34	0.55	0.52
206	0	0.003	0	0	0	0	0	0	1	0	0	0	8	0.43	0.55	0.52
207	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
208	0.99	0	0.0042	0	0	0	0	0	0	0	0	0.0063	0	0	0.11	0
209	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
210	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
211	0	0.31	0	0.0049	0	0.014	0	0	0.67	0	0	0	8	0.43	0.55	0.52
212	1	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0.11	0
213	0	0.89	0	0	0	0.057	0	0	0.052	0	0	0	1	0.34	0.55	0.52
214	0	0.85	0	0.00017	0	0.12	0	0	0.033	0	0	0	1	0.34	0.55	0.52
215	0	0.04	0	0	0	0.0011	0	0	0.96	0	0	0	8	0.43	0.55	0.52
216	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
217	0	0.48	0	0.0033	0	0.49	0	0	0.018	0	0	0	5	0.29	0.49	0.52
218	0	0.064	0	0	0	0.94	0	0	0.0004	0	0	0	5	0.29	0.49	0.52
219	1	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0.11	0
220	0	0.9	0	0	0	0	0	0	0.016	0	0	0.084	1	0.34	0.55	0.52
221	1	0	0.004	0	0	0	0	0	0	0	4e-05	0	0	0	0.11	0
222	0	0.045	0	0	0	0.034	0	0	0.92	0	0	0	8	0.43	0.55	0.52
223	0	0.11	0	0.0057	0	0.88	0	0	0.00058	0	0	0	5	0.29	0.49	0.52
224	0	0.0042	0	0	0	0.99	0	0	0.0025	0	0	0	5	0.29	0.49	0.52
225	0	0	0	1	0	0	0	0	0	0	0	0	3	0.29	0.49	0.84
226	0	0.019	0	0.0058	0	0.97	0	0	1e-06	0	0	0	5	0.29	0.49	0.52
227	0	0.049	0	0	0	7.7e-05	0	0	0.95	0	0	0	8	0.43	0.55	0.52
228	0	0.12	0	0.093	0	0.58	0	0	0.21	0	0	0	5	0.29	0.49	0.52
229	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0.11
230	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
231	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0
232	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
233	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
234	0	0.11	0	0.00043	0	0.0037	0	0	0.89	0	0	0	8	0.43	0.55	0.52
235	0	0.08	0	0	0	0.32	0	0	0.6	0	0	0	8	0.43	0.55	0.52
236	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
237	0	0.13	0	6.3e-05	0	0.85	0	0	0.019	0	0	0	5	0.29	0.49	0.52
238	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
239	0	0.056	0	0.00063	0	0.94	0	0	0.0017	0	0	0	5	0.29	0.49	0.52
240	0	0.85	0	0	0	0.15	0	0	0.00082	0	0	0	1	0.34	0.55	0.52
241	1	0	1.2e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
242	0	0.72	0	0.00027	0	0.21	0	0	0.072	0	0	0	1	0.34	0.55	0.52
243	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
244	0	0	0	0	0	0	1	0	0	0	0.001	0	6	0	0.38	0.52
245	0	0.12	0	0	0	0.00087	0	0	0.88	0	0	0	8	0.43	0.55	0.52
246	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0.48
247	0	0.32	0	0.00056	0	0.67	0	0	0.013	0	0	0	5	0.29	0.49	0.52
248	0	0.81	0	9.8e-05	0	0.03	0	0	0.16	0	0	0	1	0.34	0.55	0.52
249	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
250	0	0.14	0	0.00062	0	0.84	0	0	0.027	0	0	0	5	0.29	0.49	0.52
251	0	0.0025	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
252	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
253	0	0.6	0	8.7e-06	0	0.36	0	0	0.04	0	0	0	1	0.34	0.55	0.52
254	0	0.38	0	0.0014	0	0.28	0	0	0.35	0	0	0	1	0.34	0.55	0.52
255	0	0.35	0	0.002	0	0.57	0	0	0.073	0	0	0	5	0.29	0.49	0.52
256	0	0	0	1	0	0.0001	0	0	0	0	0	0	3	0.29	0.49	0.84
257	0	0.011	0	0	0	0.99	0	0	0.0022	0	0	0	5	0.29	0.49	0.52
258	0	0	0	1	0	0.00017	0	0	0	0	0	0	3	0.29	0.49	0.84
259	0	0	0	1	0	0	0	0	0	0	0	0	3	0.29	0.49	0.84
260	0	2e-05	0	0	0	0	0	0	1	0	0	0	8	0.43	0.55	0.52
261	0	0.64	0	0.23	0	0.038	0	0	0.092	0	0	0	1	0.34	0.55	0.52
262	0	0.011	0	0	0	0.00018	0	0	0.99	0	0	0	8	0.43	0.55	0.52
263	0	0	0	0	0	0	0	0.99	0	0	0	0.0051	7	0.23	0	0
264	0	3.3e-05	0	0.00083	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
265	0	0.04	0	0.4	0	0.56	0	0	0.00027	0	0	0	5	0.29	0.49	0.52
266	0	0.5	0	0	0	0.5	0	0	0.00032	0	0	0	1	0.34	0.55	0.52
267	0	0	0	0	0	0	0	1	0	0	0	2.3e-05	7	0.23	0	0
268	0	0	7.8e-06	0	1	0	0	0	0	4.7e-06	0	0	4	0	0	0.11
269	0	0.19	0	1.2e-05	0	0.81	0	0	0.00096	0	0	0	5	0.29	0.49	0.52
270	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
271	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
272	0	0	0	0	0	0	0	0.99	0	0	0	0.0059	7	0.23	0	0
273	0	0.96	0	0	0	0.033	0	0	0.01	0	0	0	1	0.34	0.55	0.52
274	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
275	0	0.22	0	0.00035	0	0.61	0	0	0.17	0	0	0	5	0.29	0.49	0.52
276	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
277	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
278	0	0.15	0	0.0097	0	0.84	0	0	0.0031	0	0	0	5	0.29	0.49	0.52
279	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
280	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
281	0	0.97	0	0	0	0.029	0	0	0	0	0	0	1	0.34	0.55	0.52
282	0	0.22	0	4.3e-05	0	0.77	0	0	0.013	0	0	0	5	0.29	0.49	0.52
283	0	0.061	0	1.3e-06	0	0.94	0	0	0.00088	0	0	0	5	0.29	0.49	0.52
284	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
285	0	0.27	0	0.0035	0	0.62	0	0	0.11	0	0	0	5	0.29	0.49	0.52
286	0	0.15	0	0.024	0	0.82	0	0	0.0028	0	0	0	5	0.29	0.49	0.52
287	1	0	2.4e-06	0	0	0	0	0	0	0	0	0	0	0	0.11	0
288	0	0.75	0	0	0	0.021	0	0	0.23	0	0	0	1	0.34	0.55	0.52
289	0	0.93	0	0	0	0.067	0	0	0.0069	0	0	0	1	0.34	0.55	0.52
290	0	0.38	0	4.3e-06	0	0.44	0	0	0.17	0	0	0	5	0.29	0.49	0.52
291	0	0.51	0	4e-05	0	0.37	0	0	0.12	0	0	0	1	0.34	0.55	0.52
292	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
293	0	0.094	0	0.0061	0	0.89	0	0	0.011	0	0	0	5	0.29	0.49	0.52
294	1	0	1.8e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
295	0	0.026	0	0	0	0.97	0	0	0	0	0	0	5	0.29	0.49	0.52
296	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
297	1	0	1.2e-05	0	0	0	0	0	0	0	0	0	0	0	0.11	0
298	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0.057	0.053
299	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
300	0	0.77	0	7.4e-05	0	0.21	0	0	0.02	0	0	0	1	0.34	0.55	0.52
301	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
302	0	0.00012	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
303	0	0.16	0	6.7e-06	0	0.84	0	0	5.7e-06	0	0	0	5	0.29	0.49	0.52
304	0	0	0	0	0	0	0	0	0	0	0	1	11	0.29	0.057	0.053
305	0	0	0	0	0	1	0	0	0	0	0	0	5	0.29	0.49	0.52
306	0	0.081	0	0	0	0.92	0	0	0.00018	0	0	0	5	0.29	0.49	0.52
307	1	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0.11	0
308	0.99	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0.11	0
309	0	0	0	0	0	0	0	1	0	0	0	0	7	0.23	0	0
310	0	0.19	0	0.00091	0	0.81	0	0	2.7e-05	0	0	0	5	0.29	0.49	0.52
311	0	0.039	0	6e-06	0	0.96	0	0	0.00082	0	0	0	5	0.29	0.49	0.52
312	0	0.9	0	0	0	0.069	0	0	0.031	0	0	0	1	0.34	0.55	0.52
313	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0.38	0.52
