SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
42	0.029	0.19	0.00044	0.19	0	0.19	0.00047	0.015	0.024	0.19	0.17	0	0	1	0.28	0.34
43	0.3	0.1	0.0014	0.1	0.032	0.1	0.00033	0.036	0.13	0.1	0.094	4.5e-06	5.3e-06	0	0.22	0.34
44	0.31	0.099	0.0013	0.099	0.038	0.099	0.00033	0.035	0.13	0.099	0.09	4.6e-06	6.1e-06	0	0.22	0.34
45	0.099	0.16	0.00084	0.16	4.4e-06	0.16	0.00011	0.043	0.086	0.16	0.14	0	0	1	0.28	0.34
46	0.051	0.18	0.00015	0.18	0	0.18	0.00012	0.024	0.054	0.18	0.16	0	0	1	0.28	0.34
47	0.22	0.15	5e-06	0.15	2.9e-05	0.15	0.0031	0.004	0.057	0.15	0.13	2.6e-05	0	0	0.22	0.34
48	0.025	0.18	0.0039	0.18	0	0.18	7.2e-05	0.054	0.039	0.18	0.16	0	0	1	0.28	0.34
49	0.0099	0.19	0.0025	0.19	0	0.19	9.2e-05	0.024	0.0075	0.19	0.18	0	0	1	0.28	0.34
50	0.19	0.13	0.0034	0.13	0.004	0.13	0.00024	0.051	0.11	0.13	0.12	0	0	0	0.22	0.34
51	0.08	0.17	5.9e-05	0.17	0	0.17	0.00015	0.019	0.067	0.17	0.16	0	0	1	0.28	0.34
52	0.049	0.099	0.028	0.099	0	0.099	2e-06	0.3	0.14	0.099	0.091	0	0	7	0.28	0.41
53	0.45	0.083	2.1e-05	0.083	0.0035	0.083	0.00041	0.01	0.13	0.083	0.076	0	0	0	0.22	0.34
54	0.12	0.17	0	0.17	0	0.17	0.0013	0.0026	0.046	0.17	0.15	0	0	1	0.28	0.34
55	0.13	0.16	0.0004	0.16	6.9e-05	0.16	0.0009	0.02	0.066	0.16	0.14	5e-05	0	1	0.28	0.34
56	0.13	0.12	0.00043	0.12	0	0.12	7.8e-06	0.093	0.19	0.12	0.11	0	0	8	0.24	0.37
57	0.2	0.11	9.3e-05	0.11	0	0.11	1.3e-05	0.055	0.21	0.11	0.1	0	0	8	0.24	0.37
58	0.17	0.14	4.7e-05	0.14	0	0.14	7.5e-05	0.027	0.14	0.14	0.12	0	0	0	0.22	0.34
59	0.18	0.14	0.0019	0.14	0.0013	0.14	0.00036	0.04	0.097	0.14	0.13	3e-06	0	0	0.22	0.34
60	0.17	0.12	0.016	0.12	0.0033	0.12	8.5e-05	0.11	0.14	0.12	0.11	0	0	0	0.22	0.34
61	0.025	0.19	0.00039	0.19	0	0.19	0.0013	0.011	0.018	0.19	0.18	0.0011	0	1	0.28	0.34
62	0	0	0	0	0	0	0	0	0	0	0	1.5e-06	1	12	0.11	0.11
63	0.18	0.1	0.0092	0.1	0.00068	0.1	2.8e-05	0.13	0.17	0.1	0.095	0	0	0	0.22	0.34
64	0.017	0.19	2.7e-05	0.19	0	0.19	0.00011	0.012	0.025	0.19	0.18	0	0	1	0.28	0.34
65	0.14	0.16	1.1e-05	0.16	0	0.16	0.00094	0.0072	0.06	0.16	0.15	0	0	1	0.28	0.34
66	0.024	0.19	0	0.19	0	0.19	0.00021	0.0023	0.02	0.19	0.18	0	0	1	0.28	0.34
67	0.083	0.16	9.5e-05	0.16	0	0.16	2.8e-05	0.036	0.098	0.16	0.15	0	0	1	0.28	0.34
68	0.011	0.08	0.26	0.08	0	0.08	1.6e-06	0.3	0.045	0.08	0.073	0	0	7	0.28	0.41
69	0.22	0.14	2.7e-06	0.14	4e-06	0.14	0.003	0.0037	0.062	0.14	0.13	5.9e-06	0	0	0.22	0.34
70	0.15	0.13	0.00075	0.13	2.7e-06	0.13	3.5e-05	0.067	0.15	0.13	0.12	0	0	0	0.22	0.34
