SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
14	0.18	0.061	0.018	0.00015	0.00011	7.6e-05	0	0.18	0.00015	5.9e-06	0.0011	0.061	0.5	0.0011	0	0.0014	12	0.28	0.34
15	0.054	0.23	0.012	2.7e-06	0	0	0	0.054	2.7e-06	0	0.0081	0.23	0.4	0.0081	0	0	12	0.28	0.34
16	0.22	0.071	0.04	3.1e-05	0.00018	3.5e-06	0	0.22	3.1e-05	0.00088	0.0021	0.071	0.36	0.0021	0	0.00058	12	0.28	0.34
17	0.018	0.00019	0.004	0	0	0	0	0.018	0	0.96	2.2e-06	0.00019	0.002	2.2e-06	0	8.7e-05	9	0.11	0.33
18	0.051	0.0007	0.011	0	0	0	0	0.051	0	0.88	8.4e-06	0.0007	0.007	8.4e-06	0	0.00021	9	0.11	0.33
19	0.19	0.022	0.0078	0.00018	0	0	0	0.19	0.00018	0	8.7e-05	0.022	0.56	8.7e-05	0	0.0032	12	0.28	0.34
20	0.33	0.033	0.065	3.5e-06	0	0	0	0.33	3.5e-06	0.0018	0.00066	0.033	0.21	0.00066	0	0.00057	0	0.25	0.34
21	0.32	0.0057	0.037	2.4e-06	0	0	0	0.32	2.4e-06	0.2	3.7e-05	0.0057	0.098	3.7e-05	0	0.0035	0	0.25	0.34
22	0.22	0.098	0.067	6.7e-06	0.00039	0	0	0.22	6.7e-06	0.0024	0.0048	0.098	0.28	0.0048	0	0.00013	12	0.28	0.34
23	0.077	0.12	0.0076	2.4e-05	0	0	0	0.077	2.4e-05	0	0.0019	0.12	0.6	0.0019	0	1.2e-05	12	0.28	0.34
24	0.4	0.0096	0.13	0	0	0	0	0.4	0	0.0019	0.00014	0.0096	0.054	0.00014	0	9.3e-05	0	0.25	0.34
25	0.22	0.076	0.037	1.1e-05	0	0	0	0.22	1.1e-05	0	0.0018	0.076	0.37	0.0018	0	0.00019	12	0.28	0.34
26	0.24	0.062	0.037	6.8e-06	0	0	0	0.24	6.8e-06	0	0.0011	0.062	0.36	0.0011	0	0.00013	12	0.28	0.34
27	0.13	0.21	0.055	0	0	0	0	0.13	0	0	0.013	0.21	0.25	0.013	0	1e-06	12	0.28	0.34
28	0.34	0.014	0.23	0	0	0	0	0.34	0	0.024	0.0005	0.014	0.034	0.0005	0	1.8e-05	0	0.25	0.34
29	0.2	0.074	0.027	1.6e-05	0	0	0	0.2	1.6e-05	0	0.0014	0.074	0.43	0.0014	0	0.00015	12	0.28	0.34
30	0.093	0.11	0.01	0.0001	0.00022	0	0	0.093	0.0001	0	0.0027	0.11	0.57	0.0027	0	0.00011	12	0.28	0.34
31	0.3	0.03	0.033	6.1e-06	0	0	0	0.3	6.1e-06	0	0.00026	0.03	0.3	0.00026	0	0.00044	12	0.28	0.34
32	0.24	0.074	0.055	1.3e-05	9.8e-05	3.2e-06	0	0.24	1.3e-05	0.0012	0.0028	0.074	0.3	0.0028	0	0.00043	12	0.28	0.34
33	0.027	0.083	0.0067	1.3e-05	0.61	0	0	0.027	1.3e-05	0	0.0062	0.083	0.16	0.0062	0	6.4e-06	4	0.43	0.52
34	0.16	0.12	0.035	2.7e-05	0.0068	0	0	0.16	2.7e-05	4e-05	0.0054	0.12	0.39	0.0054	0	0.00013	12	0.28	0.34
35	0.23	0.051	0.026	2.8e-05	0	0	0	0.23	2.8e-05	0	0.00077	0.051	0.41	0.00077	0	0.00066	12	0.28	0.34
36	0.28	0.015	0.014	4.8e-05	0	0	0	0.28	4.8e-05	0	6e-05	0.015	0.39	6e-05	0	0.0047	12	0.28	0.34
37	0.2	0.046	0.019	0.00018	5.5e-05	0.0022	2.5e-05	0.2	0.00018	0.00013	0.00069	0.046	0.48	0.00069	0	0.0029	12	0.28	0.34
38	0.21	0.13	0.13	0	2.9e-06	0	0	0.21	0	2.5e-05	0.011	0.13	0.17	0.011	0	4.4e-06	0	0.25	0.34
39	0.13	0.12	0.027	4.2e-05	0.094	2.5e-06	0	0.13	4.2e-05	3.8e-05	0.0063	0.12	0.37	0.0063	0	0.00017	12	0.28	0.34
40	0.28	0.02	0.021	9.7e-05	0	0.015	0.0009	0.28	9.7e-05	0.0018	0.00016	0.02	0.35	0.00016	0	0.01	12	0.28	0.34
41	0	0	0	0	0	1	0.0021	0	0	0	0	0	0	0	0	0	5	0.22	0.11
42	0.16	0.063	0.014	0.00016	3.4e-05	0	0	0.16	0.00016	0	0.00098	0.063	0.55	0.00098	0	0.00088	12	0.28	0.34
43	0.27	0.058	0.063	9.4e-06	4.2e-05	4.5e-06	5.2e-06	0.27	9.4e-06	0.035	0.002	0.058	0.25	0.002	0	0.00052	0	0.25	0.34
44	0.27	0.056	0.064	8.7e-06	3.4e-05	4.6e-06	6.1e-06	0.27	8.7e-06	0.04	0.002	0.056	0.24	0.002	0	0.00053	0	0.25	0.34
45	0.21	0.083	0.04	1.3e-05	5.1e-06	0	0	0.21	1.3e-05	4.4e-06	0.0023	0.083	0.36	0.0023	0	0.00016	12	0.28	0.34
46	0.2	0.072	0.027	1.9e-05	0	0	0	0.2	1.9e-05	0	0.0013	0.072	0.43	0.0013	0	0.00019	12	0.28	0.34
47	0.3	0.022	0.026	3.6e-05	0	2.4e-05	0	0.3	3.6e-05	2.8e-05	0.0002	0.022	0.33	0.0002	0	0.0044	12	0.28	0.34
48	0.14	0.11	0.021	4.2e-05	0.00019	0	0	0.14	4.2e-05	0	0.0033	0.11	0.48	0.0033	0	0.00012	12	0.28	0.34
49	0.09	0.078	0.0052	5.1e-05	0.00058	0	0	0.09	5.1e-05	0	0.0019	0.078	0.65	0.0019	0	0.0002	12	0.28	0.34
50	0.24	0.076	0.054	1.5e-05	0.00022	0	0	0.24	1.5e-05	0.0041	0.0028	0.076	0.31	0.0028	0	0.00037	12	0.28	0.34
51	0.23	0.061	0.031	1.3e-05	0	0	0	0.23	1.3e-05	0	0.00099	0.061	0.39	0.00099	0	0.00022	12	0.28	0.34
52	0.14	0.2	0.066	0	8.8e-05	0	0	0.14	0	0	0.016	0.2	0.24	0.016	0	3.1e-06	12	0.28	0.34
53	0.33	0.031	0.063	3.8e-06	0	0	0	0.33	3.8e-06	0.0037	0.00056	0.031	0.2	0.00056	0	0.00065	0	0.25	0.34
54	0.29	0.022	0.02	2.3e-05	0	0	0	0.29	2.3e-05	0	0.00013	0.022	0.36	0.00013	0	0.0019	12	0.28	0.34
55	0.24	0.052	0.032	4.1e-05	6.2e-06	4.9e-05	0	0.24	4.1e-05	7.2e-05	0.0011	0.052	0.38	0.0011	0	0.0014	12	0.28	0.34
56	0.23	0.11	0.079	0	0	0	0	0.23	0	0	0.0043	0.11	0.24	0.0043	0	1e-05	12	0.28	0.34
57	0.27	0.08	0.085	0	0	0	0	0.27	0	0	0.0025	0.08	0.22	0.0025	0	1.7e-05	0	0.25	0.34
58	0.27	0.06	0.056	2.4e-06	0	0	0	0.27	2.4e-06	0	0.0013	0.06	0.27	0.0013	0	9.8e-05	12	0.28	0.34
59	0.24	0.069	0.047	2e-05	8.5e-05	2.9e-06	0	0.24	2e-05	0.0014	0.0022	0.069	0.33	0.0022	0	0.00055	12	0.28	0.34
60	0.21	0.1	0.066	7.7e-06	0.0016	0	0	0.21	7.7e-06	0.0034	0.0059	0.1	0.28	0.0059	0	0.00013	12	0.28	0.34
61	0.15	0.052	0.011	0.00033	4.8e-05	0.0013	0	0.15	0.00033	0	0.00073	0.052	0.58	0.00073	0	0.0025	12	0.28	0.34
62	0	0	0	0	0	1.5e-06	1	0	0	0	0	0	0	0	0	0	6	0.11	0.11
63	0.22	0.11	0.082	2.7e-06	0.00015	0	0	0.22	2.7e-06	0.00069	0.0067	0.11	0.24	0.0067	0	4.3e-05	12	0.28	0.34
64	0.16	0.065	0.014	3.5e-05	0	0	0	0.16	3.5e-05	0	0.00076	0.065	0.54	0.00076	0	0.00019	12	0.28	0.34
65	0.27	0.033	0.027	2.4e-05	0	0	0	0.27	2.4e-05	0	0.00037	0.033	0.36	0.00037	0	0.0014	12	0.28	0.34
66	0.2	0.032	0.011	3.5e-05	0	0	0	0.2	3.5e-05	0	0.00014	0.032	0.53	0.00014	0	0.00037	12	0.28	0.34
67	0.22	0.083	0.043	3.8e-06	0	0	0	0.22	3.8e-06	0	0.0018	0.083	0.35	0.0018	0	4e-05	12	0.28	0.34
68	0.073	0.22	0.03	4.3e-06	0.078	0	0	0.073	4.3e-06	0	0.022	0.22	0.26	0.022	0	3.4e-06	12	0.28	0.34
69	0.31	0.021	0.027	2.4e-05	0	5.1e-06	0	0.31	2.4e-05	3.7e-06	0.00018	0.021	0.31	0.00018	0	0.004	0	0.25	0.34
70	0.23	0.092	0.065	2.5e-06	0	0	0	0.23	2.5e-06	2.5e-06	0.0033	0.092	0.28	0.0033	0	4.8e-05	12	0.28	0.34
