SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
37	0.11	0.19	0	0.0072	0.19	0.11	0.0072	0.00039	0.11	0.11	2.4e-05	0.002	0.19	0.00012	1	0.28	0.34
38	0.13	0.076	0	0.13	0.076	0.13	0.13	0.00037	0.13	0.13	0	0	0.076	2.7e-05	3	0.28	0.41
39	0.071	0.15	0	0.07	0.15	0.071	0.07	0.11	0.071	0.071	0	2.5e-06	0.15	3.8e-05	1	0.28	0.34
40	0.15	0.13	0	0.0017	0.13	0.15	0.0017	2.3e-06	0.15	0.15	0.00084	0.014	0.13	0.0016	0	0.25	0.34
41	0	0	0	0	0	0	0	0	0	0	0.0021	1	0	0	11	0.22	0.11
42	0.082	0.22	0	0.01	0.22	0.082	0.01	0.00048	0.082	0.082	0	0	0.22	0	1	0.28	0.34
43	0.15	0.11	0	0.023	0.11	0.15	0.023	0.00046	0.15	0.15	5.3e-06	4.5e-06	0.11	0.035	0	0.25	0.34
44	0.15	0.1	0	0.022	0.1	0.15	0.022	0.0004	0.15	0.15	6.2e-06	4.7e-06	0.1	0.041	0	0.25	0.34
45	0.12	0.15	0	0.026	0.15	0.12	0.026	0.00023	0.12	0.12	0	0	0.15	4.6e-06	1	0.28	0.34
46	0.11	0.18	0	0.014	0.18	0.11	0.014	2.3e-05	0.11	0.11	0	0	0.18	0	1	0.28	0.34
47	0.15	0.13	0	0.0021	0.13	0.15	0.0021	0	0.15	0.15	0	2.2e-05	0.13	2.6e-05	0	0.25	0.34
48	0.078	0.2	0	0.037	0.2	0.078	0.037	0.003	0.078	0.078	0	0	0.2	0	1	0.28	0.34
49	0.047	0.26	0	0.019	0.26	0.047	0.019	0.0043	0.047	0.047	0	0	0.26	0	1	0.28	0.34
50	0.13	0.13	0	0.032	0.13	0.13	0.032	0.0016	0.13	0.13	0	0	0.13	0.0042	0	0.25	0.34
51	0.13	0.16	0	0.011	0.16	0.13	0.011	5.7e-06	0.13	0.13	0	0	0.16	0	1	0.28	0.34
52	0.078	0.1	0	0.19	0.1	0.078	0.19	0.0044	0.078	0.078	0	0	0.1	0	3	0.28	0.41
53	0.18	0.084	0	0.0061	0.084	0.18	0.0061	1.4e-06	0.18	0.18	0	0	0.084	0.0037	0	0.25	0.34
54	0.15	0.14	0	0.0013	0.14	0.15	0.0013	0	0.15	0.15	0	0	0.14	0	0	0.25	0.34
55	0.13	0.15	0	0.011	0.15	0.13	0.011	0.00014	0.13	0.13	0	4.7e-05	0.15	7e-05	1	0.28	0.34
56	0.14	0.11	0	0.053	0.11	0.14	0.053	1.4e-05	0.14	0.14	0	0	0.11	0	0	0.25	0.34
57	0.16	0.099	0	0.03	0.099	0.16	0.03	1.9e-06	0.16	0.16	0	0	0.099	0	0	0.25	0.34
58	0.16	0.12	0	0.014	0.12	0.16	0.014	1.5e-06	0.16	0.16	0	0	0.12	0	0	0.25	0.34
59	0.13	0.14	0	0.024	0.14	0.13	0.024	0.00085	0.13	0.13	0	2.9e-06	0.14	0.0014	1	0.28	0.34
60	0.12	0.12	0	0.067	0.12	0.12	0.067	0.0082	0.12	0.12	0	0	0.12	0.0036	0	0.25	0.34
61	0.079	0.22	0	0.0075	0.22	0.079	0.0075	0.00049	0.079	0.079	0	0.0012	0.22	0	1	0.28	0.34
62	0	0	0	0	0	0	0	0	0	0	1	1.5e-06	0	0	10	0.11	0.11
63	0.13	0.11	0	0.079	0.11	0.13	0.079	0.0025	0.13	0.13	0	0	0.11	0.00074	0	0.25	0.34
64	0.085	0.21	0	0.008	0.21	0.085	0.008	3.5e-06	0.085	0.085	0	0	0.21	0	1	0.28	0.34
65	0.14	0.14	0	0.0038	0.14	0.14	0.0038	0	0.14	0.14	0	0	0.14	0	0	0.25	0.34
66	0.1	0.2	0	0.0014	0.2	0.1	0.0014	0	0.1	0.1	0	0	0.2	0	1	0.28	0.34
67	0.13	0.15	0	0.02	0.15	0.13	0.02	6.9e-06	0.13	0.13	0	0	0.15	0	1	0.28	0.34
68	0.032	0.086	0	0.19	0.086	0.032	0.19	0.23	0.032	0.032	0	0	0.086	0	7	0.38	0.48
69	0.16	0.12	0	0.0019	0.12	0.16	0.0019	0	0.16	0.16	0	4.7e-06	0.12	3.4e-06	0	0.25	0.34
70	0.14	0.12	0	0.038	0.12	0.14	0.038	7e-05	0.14	0.14	0	0	0.12	2.7e-06	0	0.25	0.34
