SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
17	0.0084	0.0084	0	0	0.96	0	0	0.00016	0.0084	0.0084	0.00016	0.00016	4.6e-05	0.0017	0	0	0	0.0084	0	4	0.11	0.33
18	0.024	0.024	0	0	0.87	0	0	0.00058	0.024	0.024	0.00058	0.00058	0.00011	0.0059	0	0	0	0.024	0	4	0.11	0.33
19	0.091	0.091	0.00046	6.1e-06	0	0	0	0.019	0.091	0.091	0.019	0.019	0.0018	0.49	0	0	0	0.091	0	13	0.28	0.34
20	0.15	0.15	8.6e-06	8.7e-06	0.0018	0	0	0.027	0.15	0.15	0.027	0.027	0.0003	0.17	0	0	0	0.15	0	13	0.28	0.34
21	0.14	0.14	5.8e-06	0	0.19	0	0	0.0045	0.14	0.14	0.0045	0.0045	0.0018	0.08	0	0	0	0.14	0	4	0.11	0.33
22	0.1	0.1	1.7e-05	0.00027	0.0024	0	0.00039	0.081	0.1	0.1	0.081	0.081	6.7e-05	0.23	0	0	0	0.1	0	13	0.28	0.34
23	0.036	0.036	6.2e-05	0.00025	0	0	0	0.1	0.036	0.036	0.1	0.1	6.6e-06	0.51	0	0	0	0.036	0	13	0.28	0.34
24	0.19	0.19	0	0	0.0019	0	0	0.008	0.19	0.19	0.008	0.008	5e-05	0.046	0	0	0	0.19	0	0	0.25	0.34
25	0.1	0.1	2.6e-05	7.1e-05	0	0	0	0.062	0.1	0.1	0.062	0.062	9.8e-05	0.31	0	0	0	0.1	0	13	0.28	0.34
26	0.11	0.11	1.7e-05	2.9e-05	0	0	0	0.051	0.11	0.11	0.051	0.051	7e-05	0.3	0	0	0	0.11	0	13	0.28	0.34
27	0.058	0.058	1e-06	0.00031	0	0	0	0.17	0.058	0.058	0.17	0.17	0	0.21	0	0	0	0.058	0	13	0.28	0.34
28	0.18	0.18	0	0	0.027	0	0	0.013	0.18	0.18	0.013	0.013	1.1e-05	0.033	0	0	0	0.18	0	0	0.25	0.34
29	0.091	0.091	3.9e-05	6.9e-05	0	0	0	0.061	0.091	0.091	0.061	0.061	8.2e-05	0.36	0	0	0	0.091	0	13	0.28	0.34
30	0.044	0.044	0.00026	0.00084	0	0	0.00022	0.095	0.044	0.044	0.095	0.095	5.7e-05	0.49	0	0	0	0.044	0	13	0.28	0.34
31	0.14	0.14	1.5e-05	3.3e-06	0	0	0	0.024	0.14	0.14	0.024	0.024	0.00023	0.25	0	0	0	0.14	0	13	0.28	0.34
32	0.11	0.11	3.2e-05	0.00015	0.0011	0	9.6e-05	0.062	0.11	0.11	0.062	0.062	0.00023	0.25	3.2e-06	0	0	0.11	0	13	0.28	0.34
33	0.012	0.012	3.3e-05	0.0031	0	0	0.6	0.069	0.012	0.012	0.069	0.069	3.4e-06	0.13	0	0	0	0.012	0	6	0.43	0.52
34	0.073	0.073	6.7e-05	0.00083	4e-05	0	0.0067	0.1	0.073	0.073	0.1	0.1	7e-05	0.33	0	0	0	0.073	0	13	0.28	0.34
35	0.1	0.1	6.9e-05	3.5e-05	0	0	0	0.042	0.1	0.1	0.042	0.042	0.00035	0.35	0	0	0	0.1	0	13	0.28	0.34
36	0.13	0.13	0.00012	1.3e-06	0	0	0	0.012	0.13	0.13	0.012	0.012	0.0025	0.32	0	0	0	0.13	0	13	0.28	0.34
37	0.094	0.094	0.00046	0.00011	0.00013	0	5.5e-05	0.039	0.094	0.094	0.039	0.039	0.0015	0.41	0.0022	0	2.5e-05	0.094	0	13	0.28	0.34
38	0.1	0.1	0	0.00018	2.6e-05	0	3e-06	0.12	0.1	0.1	0.12	0.12	2.5e-06	0.15	0	0	0	0.1	0	13	0.28	0.34
39	0.059	0.059	0.0001	0.0014	3.7e-05	0	0.093	0.099	0.059	0.059	0.099	0.099	8.8e-05	0.31	2.5e-06	0	0	0.059	0	13	0.28	0.34
40	0.13	0.13	0.00024	8.2e-06	0.0017	0	0	0.016	0.13	0.13	0.016	0.016	0.0052	0.29	0.015	0	0.00089	0.13	0	13	0.28	0.34
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0021	0	0	14	0.22	0.11
42	0.073	0.073	0.00042	0.0002	0	0	3.4e-05	0.053	0.073	0.073	0.053	0.053	0.00048	0.47	0	0	0	0.073	0	13	0.28	0.34
43	0.12	0.12	2.3e-05	8.2e-05	0.034	0	4.1e-05	0.048	0.12	0.12	0.048	0.048	0.00028	0.21	4.4e-06	0	5.2e-06	0.12	0	13	0.28	0.34
44	0.12	0.12	2.2e-05	7.5e-05	0.04	0	3.3e-05	0.046	0.12	0.12	0.046	0.046	0.00028	0.2	4.6e-06	0	6.1e-06	0.12	0	13	0.28	0.34
45	0.098	0.098	3.2e-05	0.00014	4.4e-06	0	5e-06	0.068	0.098	0.098	0.068	0.068	8.4e-05	0.31	0	0	0	0.098	0	13	0.28	0.34
46	0.091	0.091	4.7e-05	7.2e-05	0	0	0	0.06	0.091	0.091	0.06	0.06	0.0001	0.36	0	0	0	0.091	0	13	0.28	0.34
47	0.13	0.13	8.9e-05	5.5e-06	2.7e-05	0	0	0.018	0.13	0.13	0.018	0.018	0.0023	0.27	2.3e-05	0	0	0.13	0	13	0.28	0.34
48	0.063	0.063	0.00011	0.00054	0	0	0.00019	0.093	0.063	0.063	0.093	0.093	6.6e-05	0.4	0	0	0	0.063	0	13	0.28	0.34
49	0.044	0.044	0.00013	0.00059	0	0	0.0006	0.067	0.044	0.044	0.067	0.067	0.00011	0.58	0	0	0	0.044	0	13	0.28	0.34
50	0.11	0.11	3.7e-05	0.00018	0.0041	0	0.00021	0.063	0.11	0.11	0.063	0.063	0.00019	0.26	0	0	0	0.11	0	13	0.28	0.34
51	0.1	0.1	3.1e-05	3.6e-05	0	0	0	0.05	0.1	0.1	0.05	0.05	0.00012	0.33	0	0	0	0.1	0	13	0.28	0.34
52	0.062	0.062	2.3e-06	0.00075	0	0	8.7e-05	0.16	0.062	0.062	0.16	0.16	1.6e-06	0.2	0	0	0	0.062	0	13	0.28	0.34
53	0.15	0.15	9.3e-06	7.5e-06	0.0036	0	0	0.025	0.15	0.15	0.025	0.025	0.00034	0.17	0	0	0	0.15	0	13	0.28	0.34
54	0.13	0.13	5.7e-05	2.4e-06	0	0	0	0.018	0.13	0.13	0.018	0.018	0.00097	0.3	0	0	0	0.13	0	13	0.28	0.34
55	0.11	0.11	0.0001	6.7e-05	7.1e-05	0	6e-06	0.043	0.11	0.11	0.043	0.043	0.00073	0.32	4.8e-05	0	0	0.11	0	13	0.28	0.34
56	0.1	0.1	1.6e-06	6.5e-05	0	0	0	0.091	0.1	0.1	0.091	0.091	5.4e-06	0.2	0	0	0	0.1	0	13	0.28	0.34
57	0.12	0.12	1.3e-06	2.4e-05	0	0	0	0.067	0.12	0.12	0.067	0.067	8.9e-06	0.18	0	0	0	0.12	0	13	0.28	0.34
58	0.12	0.12	5.9e-06	1.8e-05	0	0	0	0.049	0.12	0.12	0.049	0.049	5.1e-05	0.23	0	0	0	0.12	0	13	0.28	0.34
59	0.11	0.11	5e-05	0.00014	0.0014	0	8.3e-05	0.057	0.11	0.11	0.057	0.057	0.00029	0.28	2.8e-06	0	0	0.11	0	13	0.28	0.34
60	0.099	0.099	1.9e-05	0.00038	0.0034	0	0.0016	0.087	0.099	0.099	0.087	0.087	7e-05	0.24	0	0	0	0.099	0	13	0.28	0.34
61	0.072	0.072	0.00084	0.00017	0	0	4.8e-05	0.044	0.072	0.072	0.044	0.044	0.0014	0.5	0.0014	0	0	0.072	0	13	0.28	0.34
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5e-06	0	1	0	0	16	0.11	0.11
63	0.1	0.1	6.8e-06	0.00029	0.00069	0	0.00015	0.095	0.1	0.1	0.095	0.095	2.3e-05	0.21	0	0	0	0.1	0	13	0.28	0.34
64	0.075	0.075	9e-05	5.1e-05	0	0	0	0.055	0.075	0.075	0.055	0.055	0.0001	0.46	0	0	0	0.075	0	13	0.28	0.34
65	0.12	0.12	5.9e-05	1.1e-05	0	0	0	0.027	0.12	0.12	0.027	0.027	0.00071	0.3	0	0	0	0.12	0	13	0.28	0.34
66	0.093	0.093	9e-05	5.4e-06	0	0	0	0.027	0.093	0.093	0.027	0.027	0.0002	0.45	0	0	0	0.093	0	13	0.28	0.34
67	0.1	0.1	9.6e-06	5.2e-05	0	0	0	0.069	0.1	0.1	0.069	0.069	2.1e-05	0.29	0	0	0	0.1	0	13	0.28	0.34
68	0.033	0.033	1.1e-05	0.0041	0	0	0.076	0.18	0.033	0.033	0.18	0.18	1.8e-06	0.22	0	0	0	0.033	0	13	0.28	0.34
69	0.14	0.14	5.9e-05	3.4e-06	3.6e-06	0	0	0.017	0.14	0.14	0.017	0.017	0.0021	0.25	4.9e-06	0	0	0.14	0	13	0.28	0.34
70	0.11	0.11	6.4e-06	8.8e-05	2.5e-06	0	0	0.076	0.11	0.11	0.076	0.076	2.6e-05	0.23	0	0	0	0.11	0	13	0.28	0.34
