SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
27	0.19	0.085	1.8e-06	0.3	0.085	0.32	0.017	0	0	0	5	0.28	0.34
28	0.39	0.27	2.4e-05	0.016	0.27	0.034	9.2e-06	0.022	0	0	0	0.25	0.34
29	0.28	0.041	0.00026	0.11	0.041	0.53	0.0035	0	0	0	5	0.28	0.34
30	0.12	0.015	0.00016	0.15	0.015	0.66	0.039	0	0	0	5	0.28	0.34
31	0.45	0.053	0.00078	0.045	0.053	0.4	0.00018	0	0	0	0	0.25	0.34
32	0.35	0.082	0.00072	0.11	0.082	0.37	0.0075	0.0013	3.2e-06	0	5	0.28	0.34
33	0.072	0.019	2e-05	0.23	0.019	0.36	0.3	0	0	0	5	0.28	0.34
34	0.22	0.052	0.00022	0.17	0.052	0.46	0.042	4.5e-05	0	0	5	0.28	0.34
35	0.33	0.039	0.0011	0.075	0.039	0.52	0.0018	0	0	0	5	0.28	0.34
36	0.42	0.023	0.0084	0.023	0.023	0.5	6.9e-05	0	0	0	5	0.28	0.34
37	0.28	0.027	0.0048	0.066	0.027	0.58	0.0055	0.00015	0.0021	2.4e-05	5	0.28	0.34
38	0.27	0.18	6.9e-06	0.18	0.18	0.19	0.008	2.6e-05	0	0	0	0.25	0.34
39	0.19	0.042	0.00029	0.18	0.042	0.47	0.075	4.5e-05	2.5e-06	0	5	0.28	0.34
40	0.42	0.033	0.018	0.03	0.033	0.45	0.00045	0.0021	0.016	0.00094	5	0.28	0.34
41	0	0	0	0	0	0	0	0	1	0.0021	8	0.22	0.11
42	0.21	0.02	0.0014	0.087	0.02	0.65	0.0096	0	0	0	5	0.28	0.34
43	0.38	0.094	0.00087	0.083	0.094	0.31	0.0042	0.039	4.4e-06	5.2e-06	0	0.25	0.34
44	0.38	0.095	0.00088	0.081	0.095	0.3	0.0038	0.046	4.6e-06	6e-06	0	0.25	0.34
45	0.3	0.06	0.00027	0.12	0.06	0.45	0.007	5.1e-06	0	0	5	0.28	0.34
46	0.28	0.04	0.00032	0.1	0.04	0.53	0.0037	0	0	0	5	0.28	0.34
47	0.45	0.041	0.0079	0.034	0.041	0.43	0.00031	3.4e-05	2.5e-05	0	0	0.25	0.34
48	0.19	0.031	0.0002	0.16	0.031	0.57	0.027	0	0	0	5	0.28	0.34
49	0.12	0.0071	0.0003	0.1	0.0071	0.74	0.026	0	0	0	5	0.28	0.34
50	0.34	0.08	0.00061	0.11	0.08	0.38	0.0093	0.0047	0	0	5	0.28	0.34
51	0.33	0.048	0.00038	0.089	0.048	0.49	0.0019	0	0	0	5	0.28	0.34
52	0.19	0.099	5.1e-06	0.28	0.099	0.29	0.038	0	0	0	5	0.28	0.34
53	0.49	0.098	0.0011	0.046	0.098	0.26	0.00041	0.0044	0	0	0	0.25	0.34
54	0.43	0.032	0.0033	0.033	0.032	0.47	0.00013	0	0	0	5	0.28	0.34
55	0.35	0.049	0.0023	0.076	0.049	0.47	0.0035	8.4e-05	4.9e-05	0	5	0.28	0.34
56	0.32	0.12	1.7e-05	0.15	0.12	0.29	0.0033	0	0	0	0	0.25	0.34
57	0.37	0.13	2.7e-05	0.11	0.13	0.26	0.0012	0	0	0	0	0.25	0.34
58	0.4	0.085	0.00017	0.088	0.085	0.35	0.00096	0	0	0	0	0.25	0.34
59	0.34	0.07	0.00092	0.1	0.07	0.41	0.0072	0.0016	2.9e-06	0	5	0.28	0.34
60	0.3	0.097	0.00022	0.15	0.097	0.34	0.019	0.0039	0	0	5	0.28	0.34
61	0.21	0.016	0.004	0.071	0.016	0.68	0.0079	0	0.0013	0	5	0.28	0.34
62	0	0	0	0	0	0	0	0	1.5e-06	1	9	0.11	0.11
63	0.3	0.12	6.9e-05	0.16	0.12	0.29	0.014	0.00077	0	0	0	0.25	0.34
64	0.22	0.021	0.00031	0.091	0.021	0.64	0.0025	0	0	0	5	0.28	0.34
65	0.4	0.042	0.0024	0.05	0.042	0.46	0.00058	0	0	0	5	0.28	0.34
66	0.28	0.016	0.00062	0.045	0.016	0.64	0.00027	0	0	0	5	0.28	0.34
67	0.31	0.065	6.7e-05	0.12	0.065	0.43	0.0027	0	0	0	5	0.28	0.34
68	0.1	0.043	5.5e-06	0.3	0.043	0.31	0.2	0	0	0	5	0.28	0.34
69	0.47	0.043	0.0072	0.032	0.043	0.41	0.00019	4.5e-06	5.4e-06	0	0	0.25	0.34
70	0.33	0.097	8e-05	0.13	0.097	0.34	0.0045	2.9e-06	0	0	5	0.28	0.34
