SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
28	0.47	0.019	2.5e-05	0.23	0.23	0.00092	0.023	0	0	0	0.034	0	0.25	0.34
29	0.32	0.12	0.00026	0.032	0.032	0.0029	0	0	0	0	0.49	10	0.28	0.34
30	0.15	0.18	0.00017	0.012	0.012	0.0056	0	0.00022	0	0	0.65	10	0.28	0.34
31	0.5	0.049	0.00077	0.041	0.041	0.00058	0	0	0	0	0.36	0	0.25	0.34
32	0.4	0.12	0.00073	0.065	0.065	0.0061	0.0013	9.9e-05	0	3.2e-06	0.35	0	0.25	0.34
33	0.043	0.13	1.1e-05	0.0079	0.0079	0.014	0	0.61	0	0	0.18	7	0.43	0.52
34	0.26	0.19	0.00022	0.042	0.042	0.012	4.6e-05	0.0068	0	0	0.45	10	0.28	0.34
35	0.37	0.083	0.0011	0.031	0.031	0.0017	0	0	0	0	0.48	10	0.28	0.34
36	0.47	0.025	0.0083	0.017	0.017	0.00013	0	0	0	0	0.46	0	0.25	0.34
37	0.32	0.074	0.0048	0.022	0.022	0.0015	0.00015	5.5e-05	2.5e-05	0.0021	0.55	10	0.28	0.34
38	0.31	0.2	7e-06	0.14	0.14	0.022	2.6e-05	2.7e-06	0	0	0.18	0	0.25	0.34
39	0.21	0.19	0.00028	0.032	0.032	0.014	4.3e-05	0.095	0	2.4e-06	0.43	10	0.28	0.34
40	0.47	0.032	0.017	0.025	0.025	0.00036	0.0021	0	0.00092	0.015	0.41	0	0.25	0.34
41	0	0	0	0	0	0	0	0	0.0021	1	0	9	0.22	0.11
42	0.25	0.099	0.0014	0.016	0.016	0.0021	0	3.3e-05	0	0	0.62	10	0.28	0.34
43	0.43	0.093	0.00087	0.074	0.074	0.0043	0.039	4.2e-05	5.2e-06	4.4e-06	0.29	0	0.25	0.34
44	0.43	0.09	0.00088	0.075	0.075	0.0042	0.046	3.4e-05	6e-06	4.6e-06	0.28	0	0.25	0.34
45	0.34	0.13	0.00027	0.048	0.048	0.0049	5.1e-06	5.2e-06	0	0	0.42	10	0.28	0.34
46	0.32	0.12	0.00032	0.031	0.031	0.0028	0	0	0	0	0.5	10	0.28	0.34
47	0.5	0.037	0.0078	0.031	0.031	0.00045	3.3e-05	0	0	2.4e-05	0.39	0	0.25	0.34
48	0.22	0.18	0.00021	0.025	0.025	0.007	0	0.00019	0	0	0.55	10	0.28	0.34
49	0.14	0.12	0.00032	0.0058	0.0058	0.0039	0	0.00056	0	0	0.72	10	0.28	0.34
50	0.38	0.12	0.00062	0.063	0.063	0.006	0.0047	0.00022	0	0	0.36	0	0.25	0.34
51	0.37	0.099	0.00038	0.037	0.037	0.0022	0	0	0	0	0.45	10	0.28	0.34
52	0.22	0.32	5.2e-06	0.078	0.078	0.035	0	8.9e-05	0	0	0.27	1	0.28	0.38
53	0.55	0.051	0.0011	0.076	0.076	0.0012	0.0043	0	0	0	0.24	0	0.25	0.34
54	0.48	0.036	0.0032	0.025	0.025	0.00029	0	0	0	0	0.43	0	0.25	0.34
55	0.39	0.084	0.0023	0.038	0.038	0.0023	8.3e-05	6.3e-06	0	4.9e-05	0.44	10	0.28	0.34
56	0.36	0.17	1.7e-05	0.092	0.092	0.0091	0	0	0	0	0.27	0	0.25	0.34
57	0.42	0.13	2.8e-05	0.099	0.099	0.0053	0	0	0	0	0.25	0	0.25	0.34
58	0.45	0.097	0.00017	0.066	0.066	0.0028	0	0	0	0	0.32	0	0.25	0.34
59	0.39	0.11	0.00092	0.055	0.055	0.0047	0.0016	8.6e-05	0	2.9e-06	0.38	0	0.25	0.34
60	0.34	0.17	0.00022	0.077	0.077	0.013	0.0039	0.0016	0	0	0.32	0	0.25	0.34
61	0.24	0.082	0.0041	0.013	0.013	0.0015	0	4.7e-05	0	0.0013	0.65	10	0.28	0.34
62	0	0	0	0	0	0	0	0	1	1.5e-06	0	8	0.11	0.11
63	0.34	0.18	7e-05	0.094	0.094	0.014	0.00077	0.00015	0	0	0.27	0	0.25	0.34
64	0.25	0.1	0.00031	0.016	0.016	0.0016	0	0	0	0	0.61	10	0.28	0.34
65	0.45	0.055	0.0023	0.033	0.033	0.00081	0	0	0	0	0.43	0	0.25	0.34
66	0.32	0.051	0.00063	0.013	0.013	0.0003	0	0	0	0	0.61	10	0.28	0.34
67	0.36	0.14	6.7e-05	0.051	0.051	0.0038	0	0	0	0	0.4	10	0.28	0.34
68	0.12	0.36	6e-06	0.036	0.036	0.049	0	0.081	0	0	0.31	1	0.28	0.38
69	0.52	0.035	0.0071	0.033	0.033	0.00041	4.4e-06	0	0	5.2e-06	0.37	0	0.25	0.34
70	0.38	0.15	8.1e-05	0.076	0.076	0.007	2.9e-06	0	0	0	0.32	0	0.25	0.34
