SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
13	0.15	3.7e-05	2.4e-05	0	0.012	0.15	3.7e-05	0.15	0.025	0	3.7e-05	0.15	2.6e-05	3.7e-05	0.025	0.15	0.15	0.012	0	3.7e-05	0	0.14
14	0.16	0.00016	0.0001	0	5e-06	0.16	0.00016	0.16	0.025	0	0.00016	0.16	0.00011	0.00016	0.025	0.16	0.16	5e-06	0	0.00016	0	0.14
15	0.16	0.0011	0.0007	0	0	0.16	0.0011	0.16	0.025	0	0.0011	0.16	0.00077	0.0011	0.025	0.16	0.16	0	0	0.0011	0	0.14
16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.016
17	0.16	0.0014	0.00093	0	0	0.16	0.0014	0.16	0.025	0	0.0014	0.16	0.001	0.0014	0.025	0.16	0.16	0	0	0.0014	0	0.14
18	0.16	0.00046	0.0003	0	2.7e-05	0.16	0.00046	0.16	0.025	0	0.00046	0.16	0.00033	0.00046	0.025	0.16	0.16	2.7e-05	0	0.00046	0	0.14
19	0.11	0.034	0.022	0.036	0	0.11	0.034	0.11	0.018	0	0.034	0.11	0.025	0.034	0.018	0.11	0.11	0	0.024	0.034	0	0.14
20	0.052	0.1	0.068	0.0033	0	0.052	0.1	0.052	0.0083	0	0.1	0.052	0.074	0.1	0.0083	0.052	0.052	0	0.0022	0.1	1	0.22
21	0.089	0.067	0.043	0.0052	0	0.089	0.067	0.089	0.014	0	0.067	0.089	0.048	0.067	0.014	0.089	0.089	0	0.0035	0.067	0	0.14
22	0.15	0.0042	0.0027	6.3e-06	1.3e-05	0.15	0.0042	0.15	0.025	0	0.0042	0.15	0.003	0.0042	0.025	0.15	0.15	1.3e-05	4.2e-06	0.0042	0	0.14
23	0.15	0.0035	0.0023	0	2.7e-06	0.15	0.0035	0.15	0.025	0	0.0035	0.15	0.0025	0.0035	0.025	0.15	0.15	2.7e-06	0	0.0035	0	0.14
24	0.16	0.00053	0.00034	0	8.9e-06	0.16	0.00053	0.16	0.025	0	0.00053	0.16	0.00037	0.00053	0.025	0.16	0.16	8.9e-06	0	0.00053	0	0.14
25	0.13	0.03	0.019	0.001	6.5e-06	0.13	0.03	0.13	0.02	0	0.03	0.13	0.021	0.03	0.02	0.13	0.13	6.5e-06	0.00068	0.03	0	0.14
26	0.16	0.0012	0.00079	0	6e-06	0.16	0.0012	0.16	0.025	0	0.0012	0.16	0.00088	0.0012	0.025	0.16	0.16	6e-06	0	0.0012	0	0.14
27	0.11	0.047	0.031	0.0086	0	0.11	0.047	0.11	0.017	0	0.047	0.11	0.034	0.047	0.017	0.11	0.11	0	0.0057	0.047	0	0.14
28	0.15	0.011	0.0071	6.5e-05	9.6e-06	0.15	0.011	0.15	0.023	0	0.011	0.15	0.0078	0.011	0.023	0.15	0.15	9.6e-06	4.4e-05	0.011	0	0.14
29	0.16	0.0027	0.0018	1.3e-05	0.00022	0.16	0.0027	0.16	0.025	0	0.0027	0.16	0.0019	0.0027	0.025	0.16	0.16	0.00022	8.7e-06	0.0027	0	0.14
30	0.11	0.044	0.028	9.8e-06	0	0.11	0.044	0.11	0.018	0	0.044	0.11	0.031	0.044	0.018	0.11	0.11	0	6.6e-06	0.044	0	0.14
31	0.16	0.0021	0.0014	0	8.3e-06	0.16	0.0021	0.16	0.025	0	0.0021	0.16	0.0015	0.0021	0.025	0.16	0.16	8.3e-06	0	0.0021	0	0.14
32	0.15	0.011	0.0069	0.00052	0.00024	0.15	0.011	0.15	0.023	0	0.011	0.15	0.0077	0.011	0.023	0.15	0.15	0.00024	0.00035	0.011	0	0.14
33	0.16	0.0022	0.0014	0	1.3e-05	0.16	0.0022	0.16	0.025	0	0.0022	0.16	0.0016	0.0022	0.025	0.16	0.16	1.3e-05	0	0.0022	0	0.14
34	0.06	0.098	0.063	2.9e-06	0	0.06	0.098	0.06	0.0095	0	0.098	0.06	0.07	0.098	0.0095	0.06	0.06	0	0	0.098	1	0.22
35	0.14	0.019	0.012	0	0	0.14	0.019	0.14	0.022	0	0.019	0.14	0.013	0.019	0.022	0.14	0.14	0	0	0.019	0	0.14
36	0.094	0.063	0.041	0.00072	0	0.094	0.063	0.094	0.015	0	0.063	0.094	0.045	0.063	0.015	0.094	0.094	0	0.00048	0.063	0	0.14
37	0.095	0.062	0.04	0.0014	0	0.095	0.062	0.095	0.015	0	0.062	0.095	0.044	0.062	0.015	0.095	0.095	0	0.00097	0.062	0	0.14
38	0.15	0.011	0.007	2e-05	0	0.15	0.011	0.15	0.023	0	0.011	0.15	0.0077	0.011	0.023	0.15	0.15	0	1.4e-05	0.011	0	0.14
39	0.15	0.013	0.0082	0.00039	7.6e-05	0.15	0.013	0.15	0.023	0	0.013	0.15	0.009	0.013	0.023	0.15	0.15	7.6e-05	0.00026	0.013	0	0.14
40	0.15	0.012	0.0075	0.00014	2.4e-05	0.15	0.012	0.15	0.023	0	0.012	0.15	0.0083	0.012	0.023	0.15	0.15	2.4e-05	9.5e-05	0.012	0	0.14
41	0.16	0.00044	0.00029	0	0	0.16	0.00044	0.16	0.025	0	0.00044	0.16	0.00032	0.00044	0.025	0.16	0.16	0	0	0.00044	0	0.14
42	0.16	0.00058	0.00037	0	6.1e-05	0.16	0.00058	0.16	0.025	0	0.00058	0.16	0.00041	0.00058	0.025	0.16	0.16	6.1e-05	0	0.00058	0	0.14
43	0.15	0.013	0.0083	0	0	0.15	0.013	0.15	0.023	0	0.013	0.15	0.0091	0.013	0.023	0.15	0.15	0	0	0.013	0	0.14
44	0.15	0.0058	0.0038	4.5e-05	7.3e-05	0.15	0.0058	0.15	0.024	0	0.0058	0.15	0.0041	0.0058	0.024	0.15	0.15	7.3e-05	3e-05	0.0058	0	0.14
45	0.16	0.00049	0.00032	0	0	0.16	0.00049	0.16	0.025	0	0.00049	0.16	0.00035	0.00049	0.025	0.16	0.16	0	0	0.00049	0	0.14
46	0.15	0.0069	0.0045	2.9e-05	1.8e-05	0.15	0.0069	0.15	0.024	0	0.0069	0.15	0.0049	0.0069	0.024	0.15	0.15	1.8e-05	1.9e-05	0.0069	0	0.14
47	0.15	0.0098	0.0063	0.00023	7.1e-05	0.15	0.0098	0.15	0.024	0	0.0098	0.15	0.007	0.0098	0.024	0.15	0.15	7.1e-05	0.00015	0.0098	0	0.14
48	0.12	0.037	0.024	0.0076	0	0.12	0.037	0.12	0.019	0	0.037	0.12	0.026	0.037	0.019	0.12	0.12	0	0.0051	0.037	0	0.14
49	0.13	0.022	0.015	0.0024	3.3e-05	0.13	0.022	0.13	0.022	0	0.022	0.13	0.016	0.022	0.022	0.13	0.13	3.3e-05	0.0016	0.022	0	0.14
50	0.094	0.064	0.041	0.00076	0	0.094	0.064	0.094	0.015	0	0.064	0.094	0.045	0.064	0.015	0.094	0.094	0	0.00051	0.064	0	0.14
51	0.14	0.015	0.0096	0	0	0.14	0.015	0.14	0.023	0	0.015	0.14	0.011	0.015	0.023	0.14	0.14	0	0	0.015	0	0.14
52	0.13	0.032	0.02	0.00056	0	0.13	0.032	0.13	0.02	0	0.032	0.13	0.023	0.032	0.02	0.13	0.13	0	0.00037	0.032	0	0.14
53	0.15	4.5e-05	2.9e-05	0	0.013	0.15	4.5e-05	0.15	0.025	0	4.5e-05	0.15	3.2e-05	4.5e-05	0.025	0.15	0.15	0.013	0	4.5e-05	0	0.14
54	0.13	0.023	0.015	0.0081	4.2e-05	0.13	0.023	0.13	0.021	0	0.023	0.13	0.016	0.023	0.021	0.13	0.13	4.2e-05	0.0054	0.023	0	0.14
55	0.16	0.003	0.0019	1.7e-06	4.8e-06	0.16	0.003	0.16	0.025	0	0.003	0.16	0.0021	0.003	0.025	0.16	0.16	4.8e-06	1.1e-06	0.003	0	0.14
56	0.11	4.6e-05	3e-05	0	0.12	0.11	4.6e-05	0.11	0.017	0.083	4.6e-05	0.11	3.3e-05	4.6e-05	0.017	0.11	0.11	0.12	0	4.6e-05	4	0.078
57	0.15	0.0041	0.0027	5.3e-06	7.9e-06	0.15	0.0041	0.15	0.025	0	0.0041	0.15	0.0029	0.0041	0.025	0.15	0.15	7.9e-06	3.5e-06	0.0041	0	0.14
58	0.16	0.0028	0.0018	2.1e-06	8.3e-06	0.16	0.0028	0.16	0.025	0	0.0028	0.16	0.002	0.0028	0.025	0.16	0.16	8.3e-06	1.4e-06	0.0028	0	0.14
59	0.14	0.02	0.013	0.0021	5.2e-05	0.14	0.02	0.14	0.022	0	0.02	0.14	0.014	0.02	0.022	0.14	0.14	5.2e-05	0.0014	0.02	0	0.14
60	0.11	0.05	0.032	0.0053	0	0.11	0.05	0.11	0.017	0	0.05	0.11	0.036	0.05	0.017	0.11	0.11	0	0.0036	0.05	0	0.14
61	0.14	0.021	0.014	0	0	0.14	0.021	0.14	0.022	0	0.021	0.14	0.015	0.021	0.022	0.14	0.14	0	0	0.021	0	0.14
62	0.15	8.4e-05	5.5e-05	0	0.032	0.15	8.4e-05	0.15	0.024	8.1e-06	8.4e-05	0.15	6e-05	8.4e-05	0.024	0.15	0.15	0.032	0	8.4e-05	0	0.14
63	0.15	0.0073	0.0047	1.3e-05	3e-06	0.15	0.0073	0.15	0.024	0	0.0073	0.15	0.0052	0.0073	0.024	0.15	0.15	3e-06	8.5e-06	0.0073	0	0.14
64	0.16	4.5e-05	2.9e-05	0	0	0.16	4.5e-05	0.16	0.025	0	4.5e-05	0.16	3.2e-05	4.5e-05	0.025	0.16	0.16	0	0	4.5e-05	0	0.14
65	0.15	0.0077	0.005	2.7e-05	7.7e-06	0.15	0.0077	0.15	0.024	0	0.0077	0.15	0.0055	0.0077	0.024	0.15	0.15	7.7e-06	1.8e-05	0.0077	0	0.14
66	0.15	0.0039	0.0025	1.5e-05	4.6e-05	0.15	0.0039	0.15	0.025	0	0.0039	0.15	0.0028	0.0039	0.025	0.15	0.15	4.6e-05	9.9e-06	0.0039	0	0.14
67	0.13	0.026	0.017	0.0099	2.1e-06	0.13	0.026	0.13	0.021	0	0.026	0.13	0.019	0.026	0.021	0.13	0.13	2.1e-06	0.0066	0.026	0	0.14
68	0.16	0.0028	0.0018	0	0	0.16	0.0028	0.16	0.025	0	0.0028	0.16	0.002	0.0028	0.025	0.16	0.16	0	0	0.0028	0	0.14
69	0.13	0.022	0.014	0.02	0	0.13	0.022	0.13	0.021	0	0.022	0.13	0.016	0.022	0.021	0.13	0.13	0	0.014	0.022	0	0.14
70	0.15	0.0041	0.0026	3.2e-06	3.8e-06	0.15	0.0041	0.15	0.025	0	0.0041	0.15	0.0029	0.0041	0.025	0.15	0.15	3.8e-06	2.1e-06	0.0041	0	0.14
71	0.15	0.0066	0.0043	0.00042	0.0009	0.15	0.0066	0.15	0.024	0	0.0066	0.15	0.0047	0.0066	0.024	0.15	0.15	0.0009	0.00028	0.0066	0	0.14
72	0.13	0.031	0.02	6.9e-05	0	0.13	0.031	0.13	0.02	0	0.031	0.13	0.022	0.031	0.02	0.13	0.13	0	4.6e-05	0.031	0	0.14
73	0.12	0.035	0.023	0.0049	0	0.12	0.035	0.12	0.019	0	0.035	0.12	0.025	0.035	0.019	0.12	0.12	0	0.0033	0.035	0	0.14
74	0.13	0.024	0.015	0.00064	5.9e-06	0.13	0.024	0.13	0.021	0	0.024	0.13	0.017	0.024	0.021	0.13	0.13	5.9e-06	0.00043	0.024	0	0.14
75	0.16	0.0013	0.00084	0	4.2e-05	0.16	0.0013	0.16	0.025	0	0.0013	0.16	0.00093	0.0013	0.025	0.16	0.16	4.2e-05	0	0.0013	0	0.14
76	0.14	0.021	0.013	2.6e-05	0	0.14	0.021	0.14	0.022	0	0.021	0.14	0.015	0.021	0.022	0.14	0.14	0	1.8e-05	0.021	0	0.14
77	0.16	0.0011	0.00073	0	0	0.16	0.0011	0.16	0.025	0	0.0011	0.16	0.0008	0.0011	0.025	0.16	0.16	0	0	0.0011	0	0.14
78	0.15	0.00056	0.00036	8.2e-06	0.033	0.15	0.00056	0.15	0.023	0.0046	0.00056	0.15	0.0004	0.00056	0.023	0.15	0.15	0.033	5.5e-06	0.00056	0	0.14
79	0.15	4.5e-05	2.9e-05	0	0.013	0.15	4.5e-05	0.15	0.025	0	4.5e-05	0.15	3.2e-05	4.5e-05	0.025	0.15	0.15	0.013	0	4.5e-05	0	0.14
80	0.15	0.0045	0.0029	4.7e-06	4.4e-06	0.15	0.0045	0.15	0.024	0	0.0045	0.15	0.0032	0.0045	0.024	0.15	0.15	4.4e-06	3.2e-06	0.0045	0	0.14
81	0.14	0.021	0.014	5.8e-05	0	0.14	0.021	0.14	0.022	0	0.021	0.14	0.015	0.021	0.022	0.14	0.14	0	3.9e-05	0.021	0	0.14
82	0.076	0.082	0.053	0.00044	0	0.076	0.082	0.076	0.012	0	0.082	0.076	0.058	0.082	0.012	0.076	0.076	0	0.00029	0.082	1	0.22
83	0.16	0.0029	0.0018	0	0	0.16	0.0029	0.16	0.025	0	0.0029	0.16	0.002	0.0029	0.025	0.16	0.16	0	0	0.0029	0	0.14
84	0.093	0.064	0.041	0.0038	0	0.093	0.064	0.093	0.015	0	0.064	0.093	0.045	0.064	0.015	0.093	0.093	0	0.0025	0.064	0	0.14
85	0.15	0.0064	0.0042	1.8e-05	8.9e-06	0.15	0.0064	0.15	0.024	0	0.0064	0.15	0.0046	0.0064	0.024	0.15	0.15	8.9e-06	1.2e-05	0.0064	0	0.14
86	0.14	0.019	0.012	2e-05	0	0.14	0.019	0.14	0.022	0	0.019	0.14	0.014	0.019	0.022	0.14	0.14	0	1.3e-05	0.019	0	0.14
87	0.15	0.0049	0.0032	0.0001	0.00035	0.15	0.0049	0.15	0.024	0	0.0049	0.15	0.0035	0.0049	0.024	0.15	0.15	0.00035	6.7e-05	0.0049	0	0.14
88	0.13	0.03	0.02	0.0083	0	0.13	0.03	0.13	0.02	0	0.03	0.13	0.022	0.03	0.02	0.13	0.13	0	0.0056	0.03	0	0.14
89	0.13	0.026	0.017	0.019	2.1e-06	0.13	0.026	0.13	0.02	0	0.026	0.13	0.019	0.026	0.02	0.13	0.13	2.1e-06	0.012	0.026	0	0.14
90	0.14	0.022	0.014	1.7e-05	0	0.14	0.022	0.14	0.022	0	0.022	0.14	0.016	0.022	0.022	0.14	0.14	0	1.2e-05	0.022	0	0.14
91	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.016
92	0.15	0.01	0.0065	0.0012	0.00072	0.15	0.01	0.15	0.024	0	0.01	0.15	0.0072	0.01	0.024	0.15	0.15	0.00072	0.00083	0.01	0	0.14
93	0.14	0.011	0.0073	0.035	0	0.14	0.011	0.14	0.022	0	0.011	0.14	0.008	0.011	0.022	0.14	0.14	0	0.024	0.011	0	0.14
94	0.15	0.0044	0.0029	9.4e-05	0.00049	0.15	0.0044	0.15	0.024	0	0.0044	0.15	0.0032	0.0044	0.024	0.15	0.15	0.00049	6.3e-05	0.0044	0	0.14
95	0.16	0.0022	0.0014	5.1e-06	9.4e-05	0.16	0.0022	0.16	0.025	0	0.0022	0.16	0.0016	0.0022	0.025	0.16	0.16	9.4e-05	3.4e-06	0.0022	0	0.14
96	0.16	0.0004	0.00026	0	3.7e-05	0.16	0.0004	0.16	0.025	0	0.0004	0.16	0.00028	0.0004	0.025	0.16	0.16	3.7e-05	0	0.0004	0	0.14
97	0.14	0.021	0.014	0.00024	2.8e-06	0.14	0.021	0.14	0.022	0	0.021	0.14	0.015	0.021	0.022	0.14	0.14	2.8e-06	0.00016	0.021	0	0.14
98	0.16	2e-05	1.3e-05	0	0.0033	0.16	2e-05	0.16	0.025	0	2e-05	0.16	1.4e-05	2e-05	0.025	0.16	0.16	0.0033	0	2e-05	0	0.14
99	0.13	0.024	0.016	0.0089	1.6e-05	0.13	0.024	0.13	0.021	0	0.024	0.13	0.017	0.024	0.021	0.13	0.13	1.6e-05	0.006	0.024	0	0.14
100	0.13	0.026	0.017	0.0083	8.3e-06	0.13	0.026	0.13	0.021	0	0.026	0.13	0.018	0.026	0.021	0.13	0.13	8.3e-06	0.0055	0.026	0	0.14
101	0.1	0.057	0.037	0.0027	0	0.1	0.057	0.1	0.016	0	0.057	0.1	0.041	0.057	0.016	0.1	0.1	0	0.0018	0.057	0	0.14
102	0.14	0.021	0.013	0.0011	2.2e-05	0.14	0.021	0.14	0.022	0	0.021	0.14	0.015	0.021	0.022	0.14	0.14	2.2e-05	0.00073	0.021	0	0.14
103	0.16	0.00081	0.00052	6.3e-06	0.0064	0.16	0.00081	0.16	0.025	0	0.00081	0.16	0.00057	0.00081	0.025	0.16	0.16	0.0064	4.2e-06	0.00081	0	0.14
104	0.13	0.022	0.014	0.0036	4.5e-05	0.13	0.022	0.13	0.022	0	0.022	0.13	0.016	0.022	0.022	0.13	0.13	4.5e-05	0.0024	0.022	0	0.14
105	0.16	0.003	0.002	8.7e-06	5.7e-05	0.16	0.003	0.16	0.025	0	0.003	0.16	0.0022	0.003	0.025	0.16	0.16	5.7e-05	5.8e-06	0.003	0	0.14
106	0.16	0.00056	0.00036	0	0	0.16	0.00056	0.16	0.025	0	0.00056	0.16	0.0004	0.00056	0.025	0.16	0.16	0	0	0.00056	0	0.14
107	0.14	0.019	0.012	0.00018	3.3e-06	0.14	0.019	0.14	0.022	0	0.019	0.14	0.013	0.019	0.022	0.14	0.14	3.3e-06	0.00012	0.019	0	0.14
108	0.13	0.021	0.013	0.014	0	0.13	0.021	0.13	0.021	0	0.021	0.13	0.015	0.021	0.021	0.13	0.13	0	0.0096	0.021	0	0.14
109	0.14	0.02	0.013	0.0048	9.2e-05	0.14	0.02	0.14	0.022	0	0.02	0.14	0.014	0.02	0.022	0.14	0.14	9.2e-05	0.0032	0.02	0	0.14
110	0.16	0.0004	0.00026	0	0	0.16	0.0004	0.16	0.025	0	0.0004	0.16	0.00029	0.0004	0.025	0.16	0.16	0	0	0.0004	0	0.14
111	0.16	0.0028	0.0018	1.4e-05	0.00016	0.16	0.0028	0.16	0.025	0	0.0028	0.16	0.002	0.0028	0.025	0.16	0.16	0.00016	9.1e-06	0.0028	0	0.14
112	0.089	0.068	0.044	0.0026	0	0.089	0.068	0.089	0.014	0	0.068	0.089	0.048	0.068	0.014	0.089	0.089	0	0.0017	0.068	0	0.14
113	0.16	0.0026	0.0017	1.6e-05	0.00028	0.16	0.0026	0.16	0.025	0	0.0026	0.16	0.0019	0.0026	0.025	0.16	0.16	0.00028	1.1e-05	0.0026	0	0.14
114	0.1	0.055	0.036	1.6e-05	0	0.1	0.055	0.1	0.016	0	0.055	0.1	0.039	0.055	0.016	0.1	0.1	0	1e-05	0.055	0	0.14
115	0.13	0.017	0.011	0.036	0	0.13	0.017	0.13	0.021	0	0.017	0.13	0.012	0.017	0.021	0.13	0.13	0	0.024	0.017	0	0.14
116	0.12	0.033	0.021	4.3e-05	0	0.12	0.033	0.12	0.02	0	0.033	0.12	0.024	0.033	0.02	0.12	0.12	0	2.9e-05	0.033	0	0.14
117	0.076	0.082	0.053	0.0018	0	0.076	0.082	0.076	0.012	0	0.082	0.076	0.058	0.082	0.012	0.076	0.076	0	0.0012	0.082	1	0.22
118	0.1	0.056	0.036	0.0045	0	0.1	0.056	0.1	0.016	0	0.056	0.1	0.04	0.056	0.016	0.1	0.1	0	0.003	0.056	0	0.14
119	0.15	0.0089	0.0057	0	0	0.15	0.0089	0.15	0.024	0	0.0089	0.15	0.0063	0.0089	0.024	0.15	0.15	0	0	0.0089	0	0.14
120	0.14	0.014	0.0088	2.7e-06	0	0.14	0.014	0.14	0.023	0	0.014	0.14	0.0098	0.014	0.023	0.14	0.14	0	1.8e-06	0.014	0	0.14
121	0.1	0.054	0.035	6.6e-05	0	0.1	0.054	0.1	0.016	0	0.054	0.1	0.039	0.054	0.016	0.1	0.1	0	4.4e-05	0.054	0	0.14
122	0.13	0.028	0.018	0.0054	8.9e-06	0.13	0.028	0.13	0.02	0	0.028	0.13	0.02	0.028	0.02	0.13	0.13	8.9e-06	0.0036	0.028	0	0.14
123	0.16	0.00028	0.00018	0	0	0.16	0.00028	0.16	0.025	0	0.00028	0.16	0.0002	0.00028	0.025	0.16	0.16	0	0	0.00028	0	0.14
124	0.12	0.034	0.022	0.0011	2e-06	0.12	0.034	0.12	0.02	0	0.034	0.12	0.024	0.034	0.02	0.12	0.12	2e-06	0.00076	0.034	0	0.14
125	0.0057	0.14	0.091	0.038	0	0.0057	0.14	0.0057	0.00091	0	0.14	0.0057	0.1	0.14	0.00091	0.0057	0.0057	0	0.025	0.14	1	0.22
126	0.15	0.00026	0.00017	0	0.023	0.15	0.00026	0.15	0.024	3.3e-05	0.00026	0.15	0.00019	0.00026	0.024	0.15	0.15	0.023	0	0.00026	0	0.14
127	0.15	0.0059	0.0038	2.2e-06	0	0.15	0.0059	0.15	0.024	0	0.0059	0.15	0.0042	0.0059	0.024	0.15	0.15	0	1.5e-06	0.0059	0	0.14
128	0.15	0.0056	0.0036	0	0	0.15	0.0056	0.15	0.024	0	0.0056	0.15	0.004	0.0056	0.024	0.15	0.15	0	0	0.0056	0	0.14
129	0.15	0.00081	0.00052	8.8e-06	0.01	0.15	0.00081	0.15	0.025	6.6e-06	0.00081	0.15	0.00058	0.00081	0.025	0.15	0.15	0.01	5.9e-06	0.00081	0	0.14
130	0.14	0.017	0.011	0.00019	4.4e-06	0.14	0.017	0.14	0.022	0	0.017	0.14	0.012	0.017	0.022	0.14	0.14	4.4e-06	0.00012	0.017	0	0.14
131	0.13	0.024	0.015	2.4e-05	0	0.13	0.024	0.13	0.021	0	0.024	0.13	0.017	0.024	0.021	0.13	0.13	0	1.6e-05	0.024	0	0.14
132	0.16	0.0014	0.00088	0	0	0.16	0.0014	0.16	0.025	0	0.0014	0.16	0.00097	0.0014	0.025	0.16	0.16	0	0	0.0014	0	0.14
133	0.15	0.0055	0.0035	8.2e-06	4.9e-06	0.15	0.0055	0.15	0.024	0	0.0055	0.15	0.0039	0.0055	0.024	0.15	0.15	4.9e-06	5.5e-06	0.0055	0	0.14
134	0.11	0.052	0.034	0.00027	0	0.11	0.052	0.11	0.017	0	0.052	0.11	0.037	0.052	0.017	0.11	0.11	0	0.00018	0.052	0	0.14
135	0.13	0.024	0.015	0.013	0	0.13	0.024	0.13	0.021	0	0.024	0.13	0.017	0.024	0.021	0.13	0.13	0	0.0084	0.024	0	0.14
136	0.14	0.022	0.014	2.9e-06	0	0.14	0.022	0.14	0.022	0	0.022	0.14	0.016	0.022	0.022	0.14	0.14	0	1.9e-06	0.022	0	0.14
137	0.13	0.024	0.016	0.00015	0	0.13	0.024	0.13	0.021	0	0.024	0.13	0.017	0.024	0.021	0.13	0.13	0	0.0001	0.024	0	0.14
138	0.14	0.022	0.014	0.00053	6.7e-06	0.14	0.022	0.14	0.022	0	0.022	0.14	0.016	0.022	0.022	0.14	0.14	6.7e-06	0.00035	0.022	0	0.14
139	0.15	0.0081	0.0052	0.00089	0.0012	0.15	0.0081	0.15	0.024	0	0.0081	0.15	0.0058	0.0081	0.024	0.15	0.15	0.0012	0.0006	0.0081	0	0.14
140	0.14	0.014	0.009	0.00042	3.8e-05	0.14	0.014	0.14	0.023	0	0.014	0.14	0.01	0.014	0.023	0.14	0.14	3.8e-05	0.00028	0.014	0	0.14
141	0.13	0.024	0.016	0.021	0	0.13	0.024	0.13	0.02	0	0.024	0.13	0.017	0.024	0.02	0.13	0.13	0	0.014	0.024	0	0.14
142	0.15	0.0052	0.0034	0.00029	0.0014	0.15	0.0052	0.15	0.024	0	0.0052	0.15	0.0037	0.0052	0.024	0.15	0.15	0.0014	0.0002	0.0052	0	0.14
143	0.14	0.018	0.011	0.005	0.00025	0.14	0.018	0.14	0.022	0	0.018	0.14	0.013	0.018	0.022	0.14	0.14	0.00025	0.0034	0.018	0	0.14
144	0.16	0.00095	0.00061	0	1.9e-05	0.16	0.00095	0.16	0.025	0	0.00095	0.16	0.00067	0.00095	0.025	0.16	0.16	1.9e-05	0	0.00095	0	0.14
145	0.11	0.048	0.031	0.00053	0	0.11	0.048	0.11	0.017	0	0.048	0.11	0.035	0.048	0.017	0.11	0.11	0	0.00035	0.048	0	0.14
146	0.16	0.0022	0.0014	0	0	0.16	0.0022	0.16	0.025	0	0.0022	0.16	0.0016	0.0022	0.025	0.16	0.16	0	0	0.0022	0	0.14
147	0.031	0.13	0.082	0.00024	0	0.031	0.13	0.031	0.0049	0	0.13	0.031	0.09	0.13	0.0049	0.031	0.031	0	0.00016	0.13	1	0.22
148	0.14	0.014	0.0093	0.00014	6.9e-06	0.14	0.014	0.14	0.023	0	0.014	0.14	0.01	0.014	0.023	0.14	0.14	6.9e-06	9.6e-05	0.014	0	0.14
149	0.096	0.053	0.034	0.033	0	0.096	0.053	0.096	0.015	0	0.053	0.096	0.038	0.053	0.015	0.096	0.096	0	0.022	0.053	0	0.14
150	0.13	0.028	0.018	6.6e-05	0	0.13	0.028	0.13	0.021	0	0.028	0.13	0.02	0.028	0.021	0.13	0.13	0	4.4e-05	0.028	0	0.14
