SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
20	0.066	0.15	0.066	0	0.066	0.066	0.15	0.095	0.066	0.0053	0.095	0	0.095	0	0	0.085	1	0.22
21	0.11	0.095	0.11	0	0.11	0.11	0.095	0.061	0.11	0.0083	0.061	0	0.061	0	0	0.055	2	0.14
22	0.19	0.0059	0.19	2.6e-05	0.19	0.19	0.0059	0.0038	0.19	1e-05	0.0038	0	0.0038	0	0	0.0034	2	0.14
23	0.2	0.0049	0.2	5.3e-06	0.2	0.2	0.0049	0.0032	0.2	2.3e-06	0.0032	0	0.0032	0	0	0.0029	2	0.14
24	0.2	0.00074	0.2	1.8e-05	0.2	0.2	0.00074	0.00048	0.2	0	0.00048	0	0.00048	0	0	0.00043	2	0.14
25	0.16	0.042	0.16	1.3e-05	0.16	0.16	0.042	0.027	0.16	0.0016	0.027	0	0.027	0	0	0.024	2	0.14
26	0.2	0.0017	0.2	1.2e-05	0.2	0.2	0.0017	0.0011	0.2	0	0.0011	0	0.0011	0	0	0.001	2	0.14
27	0.14	0.067	0.14	3.5e-06	0.14	0.14	0.067	0.043	0.14	0.014	0.043	0	0.043	0	0	0.039	2	0.14
28	0.19	0.015	0.19	1.9e-05	0.19	0.19	0.015	0.01	0.19	0.0001	0.01	0	0.01	0	0	0.0089	2	0.14
29	0.2	0.0038	0.2	0.00044	0.2	0.2	0.0038	0.0025	0.2	2.1e-05	0.0025	0	0.0025	0	0	0.0022	2	0.14
30	0.14	0.062	0.14	0	0.14	0.14	0.062	0.04	0.14	1.6e-05	0.04	0	0.04	0	0	0.036	2	0.14
31	0.2	0.003	0.2	1.7e-05	0.2	0.2	0.003	0.002	0.2	0	0.002	0	0.002	0	0	0.0018	2	0.14
32	0.19	0.015	0.19	0.00047	0.19	0.19	0.015	0.0098	0.19	0.00084	0.0098	0	0.0098	0	0	0.0088	2	0.14
33	0.2	0.0031	0.2	2.6e-05	0.2	0.2	0.0031	0.002	0.2	0	0.002	0	0.002	0	0	0.0018	2	0.14
34	0.075	0.14	0.075	0	0.075	0.075	0.14	0.09	0.075	4.6e-06	0.09	0	0.09	0	0	0.08	1	0.22
35	0.18	0.026	0.18	0	0.18	0.18	0.026	0.017	0.18	3e-06	0.017	0	0.017	0	0	0.015	2	0.14
36	0.12	0.089	0.12	0	0.12	0.12	0.089	0.058	0.12	0.0012	0.058	0	0.058	0	0	0.052	2	0.14
37	0.12	0.088	0.12	0	0.12	0.12	0.088	0.057	0.12	0.0023	0.057	0	0.057	0	0	0.051	2	0.14
38	0.19	0.015	0.19	3.4e-06	0.19	0.19	0.015	0.0099	0.19	3.3e-05	0.0099	0	0.0099	0	0	0.0088	2	0.14
39	0.18	0.018	0.18	0.00015	0.18	0.18	0.018	0.012	0.18	0.00062	0.012	0	0.012	0	0	0.01	2	0.14
40	0.19	0.016	0.19	4.9e-05	0.19	0.19	0.016	0.011	0.19	0.00023	0.011	0	0.011	0	0	0.0095	2	0.14
41	0.2	0.00063	0.2	0	0.2	0.2	0.00063	0.00041	0.2	0	0.00041	0	0.00041	0	0	0.00036	2	0.14
42	0.2	0.00082	0.2	0.00012	0.2	0.2	0.00082	0.00053	0.2	0	0.00053	0	0.00053	0	0	0.00047	2	0.14
43	0.18	0.018	0.18	0	0.18	0.18	0.018	0.012	0.18	0	0.012	0	0.012	0	0	0.01	2	0.14
44	0.19	0.0082	0.19	0.00015	0.19	0.19	0.0082	0.0053	0.19	7.3e-05	0.0053	0	0.0053	0	0	0.0048	2	0.14
45	0.2	0.00069	0.2	0	0.2	0.2	0.00069	0.00045	0.2	0	0.00045	0	0.00045	0	0	0.0004	2	0.14
46	0.19	0.0097	0.19	3.7e-05	0.19	0.19	0.0097	0.0063	0.19	4.7e-05	0.0063	0	0.0063	0	0	0.0056	2	0.14
47	0.19	0.014	0.19	0.00014	0.19	0.19	0.014	0.009	0.19	0.00036	0.009	0	0.009	0	0	0.008	2	0.14
48	0.15	0.052	0.15	0	0.15	0.15	0.052	0.034	0.15	0.012	0.034	0	0.034	0	0	0.03	2	0.14
49	0.17	0.032	0.17	6.5e-05	0.17	0.17	0.032	0.021	0.17	0.0039	0.021	0	0.021	0	0	0.018	2	0.14
50	0.12	0.09	0.12	0	0.12	0.12	0.09	0.058	0.12	0.0012	0.058	0	0.058	0	0	0.052	2	0.14
51	0.18	0.021	0.18	0	0.18	0.18	0.021	0.014	0.18	0	0.014	0	0.014	0	0	0.012	2	0.14
52	0.16	0.045	0.16	2.5e-06	0.16	0.16	0.045	0.029	0.16	0.0009	0.029	0	0.029	0	0	0.026	2	0.14
53	0.19	6.3e-05	0.19	0.025	0.19	0.19	6.3e-05	4.1e-05	0.19	0	4.1e-05	0	4.1e-05	6.2e-06	0	3.6e-05	2	0.14
54	0.17	0.032	0.17	8.5e-05	0.17	0.17	0.032	0.021	0.17	0.013	0.021	0	0.021	0	0	0.018	2	0.14
55	0.2	0.0042	0.2	9.6e-06	0.2	0.2	0.0042	0.0028	0.2	2.8e-06	0.0028	0	0.0028	0	0	0.0025	2	0.14
56	0.13	6.5e-05	0.13	0.25	0.13	0.13	6.5e-05	4.2e-05	0.13	0	4.2e-05	0	4.2e-05	2e-05	0.083	3.7e-05	3	0.078
57	0.19	0.0058	0.19	1.6e-05	0.19	0.19	0.0058	0.0038	0.19	8.5e-06	0.0038	0	0.0038	0	0	0.0034	2	0.14
58	0.2	0.004	0.2	1.7e-05	0.2	0.2	0.004	0.0026	0.2	3.3e-06	0.0026	0	0.0026	0	0	0.0023	2	0.14
59	0.17	0.028	0.17	0.0001	0.17	0.17	0.028	0.018	0.17	0.0034	0.018	0	0.018	0	0	0.016	2	0.14
60	0.13	0.071	0.13	0	0.13	0.13	0.071	0.046	0.13	0.0086	0.046	0	0.046	0	0	0.041	2	0.14
61	0.17	0.03	0.17	0	0.17	0.17	0.03	0.019	0.17	0	0.019	0	0.019	0	0	0.017	2	0.14
62	0.19	0.00012	0.19	0.064	0.19	0.19	0.00012	7.7e-05	0.19	0	7.7e-05	0	7.7e-05	9.9e-06	8.1e-06	6.9e-05	2	0.14
63	0.19	0.01	0.19	6e-06	0.19	0.19	0.01	0.0067	0.19	2e-05	0.0067	0	0.0067	0	0	0.006	2	0.14
64	0.2	6.3e-05	0.2	0	0.2	0.2	6.3e-05	4.1e-05	0.2	0	4.1e-05	0	4.1e-05	0	0	3.7e-05	2	0.14
65	0.19	0.011	0.19	1.5e-05	0.19	0.19	0.011	0.0071	0.19	4.3e-05	0.0071	0	0.0071	0	0	0.0063	2	0.14
66	0.19	0.0056	0.19	9.2e-05	0.19	0.19	0.0056	0.0036	0.19	2.4e-05	0.0036	0	0.0036	0	0	0.0032	2	0.14
67	0.16	0.037	0.16	4.3e-06	0.16	0.16	0.037	0.024	0.16	0.016	0.024	0	0.024	0	0	0.021	2	0.14
68	0.2	0.004	0.2	0	0.2	0.2	0.004	0.0026	0.2	0	0.0026	0	0.0026	0	0	0.0023	2	0.14
69	0.17	0.031	0.17	0	0.17	0.17	0.031	0.02	0.17	0.033	0.02	0	0.02	0	0	0.018	2	0.14
70	0.19	0.0057	0.19	7.6e-06	0.19	0.19	0.0057	0.0037	0.19	5.1e-06	0.0037	0	0.0037	0	0	0.0033	2	0.14
71	0.19	0.0093	0.19	0.0018	0.19	0.19	0.0093	0.006	0.19	0.00067	0.006	0	0.006	0	0	0.0054	2	0.14
72	0.16	0.043	0.16	0	0.16	0.16	0.043	0.028	0.16	0.00011	0.028	0	0.028	0	0	0.025	2	0.14
73	0.15	0.05	0.15	3.1e-06	0.15	0.15	0.05	0.032	0.15	0.0078	0.032	0	0.032	0	0	0.029	2	0.14
74	0.17	0.034	0.17	1.2e-05	0.17	0.17	0.034	0.022	0.17	0.001	0.022	0	0.022	0	0	0.019	2	0.14
75	0.2	0.0018	0.2	8.4e-05	0.2	0.2	0.0018	0.0012	0.2	0	0.0012	0	0.0012	0	0	0.0011	2	0.14
76	0.17	0.029	0.17	0	0.17	0.17	0.029	0.019	0.17	4.3e-05	0.019	0	0.019	0	0	0.017	2	0.14
77	0.2	0.0016	0.2	0	0.2	0.2	0.0016	0.001	0.2	0	0.001	0	0.001	0	0	0.00092	2	0.14
78	0.19	0.00078	0.19	0.067	0.19	0.19	0.00078	0.00051	0.19	1.3e-05	0.00051	0	0.00051	8.2e-06	0.0046	0.00045	2	0.14
79	0.19	6.3e-05	0.19	0.025	0.19	0.19	6.3e-05	4.1e-05	0.19	0	4.1e-05	0	4.1e-05	6.2e-06	0	3.6e-05	2	0.14
80	0.19	0.0064	0.19	8.8e-06	0.19	0.19	0.0064	0.0042	0.19	7.6e-06	0.0042	0	0.0042	0	0	0.0037	2	0.14
81	0.17	0.03	0.17	0	0.17	0.17	0.03	0.02	0.17	9.3e-05	0.02	0	0.02	0	0	0.018	2	0.14
82	0.096	0.12	0.096	0	0.096	0.096	0.12	0.075	0.096	0.00071	0.075	0	0.075	0	0	0.067	1	0.22
83	0.2	0.004	0.2	0	0.2	0.2	0.004	0.0026	0.2	0	0.0026	0	0.0026	0	0	0.0023	2	0.14
84	0.12	0.09	0.12	0	0.12	0.12	0.09	0.058	0.12	0.0061	0.058	0	0.058	0	0	0.052	2	0.14
85	0.19	0.0091	0.19	1.8e-05	0.19	0.19	0.0091	0.0059	0.19	3e-05	0.0059	0	0.0059	0	0	0.0053	2	0.14
86	0.18	0.027	0.18	0	0.18	0.18	0.027	0.018	0.18	3.2e-05	0.018	0	0.018	0	0	0.016	2	0.14
87	0.19	0.0069	0.19	0.0007	0.19	0.19	0.0069	0.0045	0.19	0.00016	0.0045	0	0.0045	0	0	0.004	2	0.14
88	0.16	0.043	0.16	0	0.16	0.16	0.043	0.028	0.16	0.013	0.028	0	0.028	0	0	0.025	2	0.14
89	0.16	0.037	0.16	4.2e-06	0.16	0.16	0.037	0.024	0.16	0.03	0.024	0	0.024	0	0	0.022	2	0.14
90	0.17	0.032	0.17	0	0.17	0.17	0.032	0.02	0.17	2.8e-05	0.02	0	0.02	0	0	0.018	2	0.14
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.016
92	0.19	0.014	0.19	0.0014	0.19	0.19	0.014	0.0092	0.19	0.002	0.0092	0	0.0092	0	0	0.0082	2	0.14
93	0.17	0.016	0.17	0	0.17	0.17	0.016	0.01	0.17	0.057	0.01	0	0.01	0	0	0.0092	2	0.14
94	0.19	0.0062	0.19	0.00098	0.19	0.19	0.0062	0.0041	0.19	0.00015	0.0041	0	0.0041	0	0	0.0036	2	0.14
95	0.2	0.0031	0.2	0.00019	0.2	0.2	0.0031	0.002	0.2	8.3e-06	0.002	0	0.002	0	0	0.0018	2	0.14
96	0.2	0.00056	0.2	7.5e-05	0.2	0.2	0.00056	0.00036	0.2	0	0.00036	0	0.00036	0	0	0.00032	2	0.14
97	0.17	0.03	0.17	5.6e-06	0.17	0.17	0.03	0.019	0.17	0.00039	0.019	0	0.019	0	0	0.017	2	0.14
98	0.2	2.8e-05	0.2	0.0066	0.2	0.2	2.8e-05	1.8e-05	0.2	0	1.8e-05	0	1.8e-05	3.1e-06	0	1.6e-05	2	0.14
99	0.17	0.034	0.17	3.1e-05	0.17	0.17	0.034	0.022	0.17	0.014	0.022	0	0.022	0	0	0.02	2	0.14
100	0.16	0.036	0.16	1.7e-05	0.16	0.16	0.036	0.024	0.16	0.013	0.024	0	0.024	0	0	0.021	2	0.14
101	0.13	0.08	0.13	0	0.13	0.13	0.08	0.052	0.13	0.0044	0.052	0	0.052	0	0	0.047	2	0.14
102	0.17	0.029	0.17	4.4e-05	0.17	0.17	0.029	0.019	0.17	0.0018	0.019	0	0.019	0	0	0.017	2	0.14
103	0.2	0.0011	0.2	0.013	0.2	0.2	0.0011	0.00074	0.2	1e-05	0.00074	0	0.00074	3e-06	0	0.00066	2	0.14
104	0.17	0.031	0.17	9e-05	0.17	0.17	0.031	0.02	0.17	0.0058	0.02	0	0.02	0	0	0.018	2	0.14
105	0.2	0.0043	0.2	0.00011	0.2	0.2	0.0043	0.0028	0.2	1.4e-05	0.0028	0	0.0028	0	0	0.0025	2	0.14
106	0.2	0.00079	0.2	0	0.2	0.2	0.00079	0.00051	0.2	0	0.00051	0	0.00051	0	0	0.00046	2	0.14
107	0.18	0.026	0.18	6.5e-06	0.18	0.18	0.026	0.017	0.18	0.00029	0.017	0	0.017	0	0	0.015	2	0.14
108	0.17	0.029	0.17	0	0.17	0.17	0.029	0.019	0.17	0.023	0.019	0	0.019	0	0	0.017	2	0.14
109	0.17	0.029	0.17	0.00018	0.17	0.17	0.029	0.019	0.17	0.0077	0.019	0	0.019	0	0	0.017	2	0.14
110	0.2	0.00057	0.2	0	0.2	0.2	0.00057	0.00037	0.2	0	0.00037	0	0.00037	0	0	0.00033	2	0.14
111	0.2	0.0039	0.2	0.00033	0.2	0.2	0.0039	0.0025	0.2	2.2e-05	0.0025	0	0.0025	0	0	0.0023	2	0.14
112	0.11	0.096	0.11	0	0.11	0.11	0.096	0.062	0.11	0.0042	0.062	0	0.062	0	0	0.055	2	0.14
113	0.2	0.0037	0.2	0.00056	0.2	0.2	0.0037	0.0024	0.2	2.6e-05	0.0024	0	0.0024	0	0	0.0021	2	0.14
114	0.13	0.077	0.13	0	0.13	0.13	0.077	0.05	0.13	2.5e-05	0.05	0	0.05	0	0	0.045	2	0.14
115	0.17	0.025	0.17	0	0.17	0.17	0.025	0.016	0.17	0.058	0.016	0	0.016	0	0	0.014	2	0.14
116	0.16	0.047	0.16	0	0.16	0.16	0.047	0.03	0.16	7e-05	0.03	0	0.03	0	0	0.027	2	0.14
117	0.095	0.12	0.095	0	0.095	0.095	0.12	0.075	0.095	0.0029	0.075	0	0.075	0	0	0.067	1	0.22
118	0.13	0.079	0.13	0	0.13	0.13	0.079	0.051	0.13	0.0073	0.051	0	0.051	0	0	0.046	2	0.14
119	0.19	0.012	0.19	0	0.19	0.19	0.012	0.0081	0.19	0	0.0081	0	0.0081	0	0	0.0072	2	0.14
120	0.18	0.019	0.18	0	0.18	0.18	0.019	0.013	0.18	4.3e-06	0.013	0	0.013	0	0	0.011	2	0.14
121	0.13	0.077	0.13	0	0.13	0.13	0.077	0.05	0.13	0.00011	0.05	0	0.05	0	0	0.044	2	0.14
122	0.16	0.04	0.16	1.8e-05	0.16	0.16	0.04	0.026	0.16	0.0087	0.026	0	0.026	0	0	0.023	2	0.14
123	0.2	0.0004	0.2	3e-06	0.2	0.2	0.0004	0.00026	0.2	0	0.00026	0	0.00026	0	0	0.00023	2	0.14
124	0.16	0.047	0.16	4.1e-06	0.16	0.16	0.047	0.031	0.16	0.0018	0.031	0	0.031	0	0	0.027	2	0.14
125	0.0072	0.2	0.0072	0	0.0072	0.0072	0.2	0.13	0.0072	0.061	0.13	0	0.13	0	0	0.12	1	0.22
126	0.19	0.00037	0.19	0.046	0.19	0.19	0.00037	0.00024	0.19	1.5e-06	0.00024	0	0.00024	7.3e-06	3.3e-05	0.00021	2	0.14
127	0.19	0.0083	0.19	0	0.19	0.19	0.0083	0.0054	0.19	3.6e-06	0.0054	0	0.0054	0	0	0.0048	2	0.14
128	0.19	0.0079	0.19	0	0.19	0.19	0.0079	0.0051	0.19	0	0.0051	0	0.0051	0	0	0.0046	2	0.14
129	0.19	0.0011	0.19	0.021	0.19	0.19	0.0011	0.00074	0.19	1.4e-05	0.00074	0	0.00074	4e-06	6.6e-06	0.00066	2	0.14
130	0.18	0.025	0.18	8.9e-06	0.18	0.18	0.025	0.016	0.18	0.0003	0.016	0	0.016	0	0	0.014	2	0.14
131	0.17	0.034	0.17	0	0.17	0.17	0.034	0.022	0.17	3.8e-05	0.022	0	0.022	0	0	0.02	2	0.14
132	0.2	0.0019	0.2	0	0.2	0.2	0.0019	0.0012	0.2	0	0.0012	0	0.0012	0	0	0.0011	2	0.14
133	0.19	0.0077	0.19	9.7e-06	0.19	0.19	0.0077	0.005	0.19	1.3e-05	0.005	0	0.005	0	0	0.0045	2	0.14
134	0.13	0.074	0.13	0	0.13	0.13	0.074	0.048	0.13	0.00043	0.048	0	0.048	0	0	0.043	2	0.14
135	0.17	0.034	0.17	0	0.17	0.17	0.034	0.022	0.17	0.02	0.022	0	0.022	0	0	0.02	2	0.14
136	0.17	0.031	0.17	0	0.17	0.17	0.031	0.02	0.17	4.7e-06	0.02	0	0.02	0	0	0.018	2	0.14
137	0.17	0.034	0.17	0	0.17	0.17	0.034	0.022	0.17	0.00024	0.022	0	0.022	0	0	0.02	2	0.14
138	0.17	0.031	0.17	1.3e-05	0.17	0.17	0.031	0.02	0.17	0.00085	0.02	0	0.02	0	0	0.018	2	0.14
139	0.19	0.011	0.19	0.0024	0.19	0.19	0.011	0.0074	0.19	0.0014	0.0074	0	0.0074	0	0	0.0066	2	0.14
140	0.18	0.02	0.18	7.6e-05	0.18	0.18	0.02	0.013	0.18	0.00068	0.013	0	0.013	0	0	0.011	2	0.14
141	0.16	0.034	0.16	0	0.16	0.16	0.034	0.022	0.16	0.034	0.022	0	0.022	0	0	0.02	2	0.14
142	0.19	0.0073	0.19	0.0029	0.19	0.19	0.0073	0.0047	0.19	0.00047	0.0047	0	0.0047	0	0	0.0042	2	0.14
143	0.18	0.025	0.18	0.0005	0.18	0.18	0.025	0.016	0.18	0.0081	0.016	0	0.016	0	0	0.014	2	0.14
144	0.2	0.0013	0.2	3.9e-05	0.2	0.2	0.0013	0.00087	0.2	0	0.00087	0	0.00087	0	0	0.00077	2	0.14
145	0.14	0.068	0.14	0	0.14	0.14	0.068	0.044	0.14	0.00085	0.044	0	0.044	0	0	0.04	2	0.14
146	0.2	0.0031	0.2	0	0.2	0.2	0.0031	0.002	0.2	0	0.002	0	0.002	0	0	0.0018	2	0.14
147	0.039	0.18	0.039	0	0.039	0.039	0.18	0.12	0.039	0.00039	0.12	0	0.12	0	0	0.1	1	0.22
148	0.18	0.02	0.18	1.4e-05	0.18	0.18	0.02	0.013	0.18	0.00023	0.013	0	0.013	0	0	0.012	2	0.14
149	0.12	0.075	0.12	0	0.12	0.12	0.075	0.048	0.12	0.053	0.048	0	0.048	0	0	0.043	2	0.14
150	0.16	0.04	0.16	0	0.16	0.16	0.04	0.026	0.16	0.00011	0.026	0	0.026	0	0	0.023	2	0.14
151	0.16	0.046	0.16	2.4e-06	0.16	0.16	0.046	0.03	0.16	0.011	0.03	0	0.03	0	0	0.027	2	0.14
152	0.042	0.17	0.042	0	0.042	0.042	0.17	0.11	0.042	0.00034	0.11	0	0.11	0	0	0.1	1	0.22
153	0.1	0.11	0.1	0	0.1	0.1	0.11	0.068	0.1	1.2e-05	0.068	0	0.068	0	0	0.061	1	0.22
154	0.2	0.0015	0.2	0.00026	0.2	0.2	0.0015	0.001	0.2	0	0.001	0	0.001	0	0	0.00089	2	0.14
155	0.19	2.1e-06	0.19	0.055	0.19	0.19	2.1e-06	1.3e-06	0.19	0	1.3e-06	0	1.3e-06	1.4e-05	0	1.2e-06	2	0.14
156	0.19	0.008	0.19	0	0.19	0.19	0.008	0.0052	0.19	0	0.0052	0	0.0052	0	0	0.0046	2	0.14
157	0.19	0.0092	0.19	0	0.19	0.19	0.0092	0.006	0.19	0	0.006	0	0.006	0	0	0.0053	2	0.14
158	0.024	0.19	0.024	0	0.024	0.024	0.19	0.13	0.024	0.0003	0.13	0	0.13	0	0	0.11	1	0.22
159	0.19	0.0058	0.19	0.0013	0.19	0.19	0.0058	0.0038	0.19	0.00015	0.0038	0	0.0038	0	0	0.0034	2	0.14
160	0.18	0.02	0.18	8.9e-06	0.18	0.18	0.02	0.013	0.18	0.00015	0.013	0	0.013	0	0	0.011	2	0.14
161	0.19	0.0072	0.19	0.00053	0.19	0.19	0.0072	0.0046	0.19	0.00015	0.0046	0	0.0046	0	0	0.0042	2	0.14
162	0.2	0.0053	0.2	0.00042	0.2	0.2	0.0053	0.0034	0.2	5.7e-05	0.0034	0	0.0034	0	0	0.0031	2	0.14
163	0.2	0.0053	0.2	0.00042	0.2	0.2	0.0053	0.0034	0.2	5.7e-05	0.0034	0	0.0034	0	0	0.0031	2	0.14
164	0.18	0.019	0.18	2.7e-06	0.18	0.18	0.019	0.013	0.18	6.6e-05	0.013	0	0.013	0	0	0.011	2	0.14
165	0.17	0.03	0.17	0	0.17	0.17	0.03	0.02	0.17	1.6e-05	0.02	0	0.02	0	0	0.017	2	0.14
166	0.2	0.00042	0.2	3.7e-06	0.2	0.2	0.00042	0.00027	0.2	0	0.00027	0	0.00027	0	0	0.00024	2	0.14
167	0.19	0.0094	0.19	0	0.19	0.19	0.0094	0.0061	0.19	0	0.0061	0	0.0061	0	0	0.0054	2	0.14
168	0.19	0.0012	0.19	0.02	0.19	0.19	0.0012	0.00077	0.19	1.5e-05	0.00077	0	0.00077	3.9e-06	6.3e-06	0.00069	2	0.14
169	0.055	0.16	0.055	0	0.055	0.055	0.16	0.1	0.055	1.6e-05	0.1	0	0.1	0	0	0.093	1	0.22
170	0.19	0.0058	0.19	0.0013	0.19	0.19	0.0058	0.0038	0.19	0.00015	0.0038	0	0.0038	0	0	0.0034	2	0.14
171	0.17	0.035	0.17	1.3e-05	0.17	0.17	0.035	0.022	0.17	0.017	0.022	0	0.022	0	0	0.02	2	0.14
172	0.12	0.09	0.12	0	0.12	0.12	0.09	0.058	0.12	1.4e-05	0.058	0	0.058	0	0	0.052	2	0.14
173	0.2	0.0033	0.2	0.0035	0.2	0.2	0.0033	0.0021	0.2	6.4e-05	0.0021	0	0.0021	0	0	0.0019	2	0.14
174	0.13	0.077	0.13	0	0.13	0.13	0.077	0.05	0.13	0.005	0.05	0	0.05	0	0	0.045	2	0.14
175	0.18	0.019	0.18	0	0.18	0.18	0.019	0.012	0.18	0.021	0.012	0	0.012	0	0	0.011	2	0.14
176	0.19	0.015	0.19	0	0.19	0.19	0.015	0.0094	0.19	7.2e-06	0.0094	0	0.0094	0	0	0.0084	2	0.14
177	0.18	0.024	0.18	0	0.18	0.18	0.024	0.015	0.18	2.9e-05	0.015	0	0.015	0	0	0.014	2	0.14
178	0.19	0.0075	0.19	0.00066	0.19	0.19	0.0075	0.0048	0.19	0.00019	0.0048	0	0.0048	0	0	0.0043	2	0.14
179	0.07	0.14	0.07	0	0.07	0.07	0.14	0.093	0.07	0.00054	0.093	0	0.093	0	0	0.083	1	0.22
180	0.2	0.0047	0.2	0	0.2	0.2	0.0047	0.0031	0.2	0	0.0031	0	0.0031	0	0	0.0027	2	0.14
181	0.2	0.0028	0.2	2.3e-06	0.2	0.2	0.0028	0.0018	0.2	0	0.0018	0	0.0018	0	0	0.0016	2	0.14
182	0.18	0.013	0.18	0	0.18	0.18	0.013	0.0084	0.18	0.033	0.0084	0	0.0084	0	0	0.0075	2	0.14
183	0.2	0.0036	0.2	0.00013	0.2	0.2	0.0036	0.0023	0.2	9.5e-06	0.0023	0	0.0023	0	0	0.0021	2	0.14
184	0.19	0.0092	0.19	0.00055	0.19	0.19	0.0092	0.006	0.19	0.00029	0.006	0	0.006	0	0	0.0053	2	0.14
185	0.18	0	0.18	0.11	0.18	0.18	0	0	0.18	0	0	0	0	2.2e-05	0	0	2	0.14
186	0.18	9.2e-06	0.18	0.11	0.18	0.18	9.2e-06	6e-06	0.18	0	6e-06	0	6e-06	1.8e-05	0	5.3e-06	2	0.14
187	0.19	0.013	0.19	0.001	0.19	0.19	0.013	0.0081	0.19	0.0011	0.0081	0	0.0081	0	0	0.0073	2	0.14
188	0.2	0.0025	0.2	2.6e-06	0.2	0.2	0.0025	0.0016	0.2	0	0.0016	0	0.0016	0	0	0.0015	2	0.14
189	0.19	0.014	0.19	0.0023	0.19	0.19	0.014	0.0092	0.19	0.0027	0.0092	0	0.0092	0	0	0.0082	2	0.14
190	0.14	0.064	0.14	0	0.14	0.14	0.064	0.042	0.14	0.0041	0.042	0	0.042	0	0	0.037	2	0.14
191	0.2	0.00036	0.2	0	0.2	0.2	0.00036	0.00023	0.2	0	0.00023	0	0.00023	0	0	0.00021	2	0.14
192	0.19	0.0084	0.19	0.0005	0.19	0.19	0.0084	0.0054	0.19	0.00017	0.0054	0	0.0054	0	0	0.0049	2	0.14
193	0.13	0.075	0.13	0	0.13	0.13	0.075	0.049	0.13	0.021	0.049	0	0.049	0	0	0.043	2	0.14
194	0	0	0	0.00049	0	0	0	0	0	0	0	0	0	0	1	0	14	0.016
195	0.16	0.047	0.16	0	0.16	0.16	0.047	0.031	0.16	0.00019	0.031	0	0.031	0	0	0.027	2	0.14
196	0.2	0.00038	0.2	0	0.2	0.2	0.00038	0.00025	0.2	0	0.00025	0	0.00025	0	0	0.00022	2	0.14
