SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0
40	0.83	0.074	8.9e-05	0.098	0.00015	0	4.9e-05	0	0.14
41	0.89	0.0028	0	0.11	0	0	0	0	0.14
42	0.89	0.0037	0	0.11	0	0	0.00012	0	0.14
43	0.82	0.082	0	0.097	0	0	0	0	0.14
44	0.86	0.037	2.8e-05	0.1	4.7e-05	0	0.00015	0	0.14
45	0.89	0.0031	0	0.11	0	0	0	0	0.14
46	0.85	0.044	1.8e-05	0.1	3e-05	0	3.7e-05	0	0.14
47	0.84	0.062	0.00014	0.099	0.00024	0	0.00014	0	0.14
48	0.67	0.23	0.0048	0.08	0.0079	0	0	0	0.14
49	0.76	0.14	0.0015	0.09	0.0025	0	6.5e-05	0	0.14
50	0.53	0.4	0.00048	0.063	0.00079	0	0	0	0.14
51	0.81	0.094	0	0.096	0	0	0	0	0.14
52	0.71	0.2	0.00035	0.084	0.00058	0	2.5e-06	0	0.14
53	0.87	0.00028	0	0.1	0	0	0.025	0	0.14
54	0.75	0.14	0.0051	0.089	0.0084	0	8.5e-05	0	0.14
55	0.88	0.019	1.1e-06	0.1	1.8e-06	0	9.6e-06	0	0.14
56	0.6	0.00029	0	0.071	0	0.083	0.25	0	0.14
57	0.87	0.026	3.3e-06	0.1	5.5e-06	0	1.6e-05	0	0.14
58	0.88	0.018	1.3e-06	0.1	2.1e-06	0	1.7e-05	0	0.14
59	0.78	0.13	0.0013	0.092	0.0022	0	0.0001	0	0.14
60	0.6	0.32	0.0033	0.071	0.0055	0	0	0	0.14
61	0.77	0.13	0	0.092	0	0	0	0	0.14
62	0.84	0.00054	0	0.099	0	8.1e-06	0.064	0	0.14
63	0.85	0.046	8e-06	0.1	1.3e-05	0	6e-06	0	0.14
64	0.89	0.00028	0	0.11	0	0	0	0	0.14
65	0.85	0.049	1.7e-05	0.1	2.8e-05	0	1.5e-05	0	0.14
66	0.87	0.025	9.3e-06	0.1	1.5e-05	0	9.2e-05	0	0.14
67	0.73	0.17	0.0062	0.086	0.01	0	4.3e-06	0	0.14
68	0.88	0.018	0	0.1	0	0	0	0	0.14
69	0.74	0.14	0.013	0.087	0.021	0	0	0	0.14
70	0.87	0.026	2e-06	0.1	3.3e-06	0	7.6e-06	0	0.14
71	0.85	0.042	0.00026	0.1	0.00043	0	0.0018	0	0.14
72	0.72	0.2	4.3e-05	0.085	7.2e-05	0	0	0	0.14
73	0.69	0.23	0.0031	0.081	0.0051	0	3.1e-06	0	0.14
74	0.76	0.15	0.00041	0.09	0.00067	0	1.2e-05	0	0.14
75	0.89	0.0083	0	0.1	0	0	8.4e-05	0	0.14
76	0.78	0.13	1.7e-05	0.092	2.7e-05	0	0	0	0.14
77	0.89	0.0072	0	0.11	0	0	0	0	0.14
78	0.83	0.0035	5.2e-06	0.098	8.5e-06	0.0046	0.067	0	0.14
79	0.87	0.00028	0	0.1	0	0	0.025	0	0.14
80	0.87	0.029	3e-06	0.1	4.9e-06	0	8.9e-06	0	0.14
81	0.77	0.14	3.6e-05	0.091	6e-05	0	0	0	0.14
82	0.43	0.52	0.00028	0.051	0.00046	0	0	1	0.22
83	0.88	0.018	0	0.1	0	0	0	0	0.14
84	0.53	0.41	0.0024	0.062	0.0039	0	0	0	0.14
85	0.86	0.041	1.2e-05	0.1	1.9e-05	0	1.8e-05	0	0.14
86	0.79	0.12	1.3e-05	0.093	2.1e-05	0	0	0	0.14
87	0.87	0.031	6.3e-05	0.1	0.0001	0	0.0007	0	0.14
88	0.71	0.19	0.0052	0.084	0.0087	0	0	0	0.14
89	0.72	0.17	0.012	0.085	0.019	0	4.2e-06	0	0.14
90	0.77	0.14	1.1e-05	0.091	1.8e-05	0	0	0	0.14
91	0	0	0	0	0	1	0	5	0.016
92	0.83	0.064	0.00078	0.099	0.0013	0	0.0014	0	0.14
93	0.78	0.072	0.022	0.092	0.037	0	0	0	0.14
94	0.87	0.028	5.9e-05	0.1	9.8e-05	0	0.00098	0	0.14
95	0.88	0.014	3.2e-06	0.1	5.3e-06	0	0.00019	0	0.14
96	0.89	0.0025	0	0.11	0	0	7.5e-05	0	0.14
97	0.77	0.13	0.00015	0.092	0.00025	0	5.6e-06	0	0.14
98	0.89	0.00012	0	0.11	0	0	0.0066	0	0.14
99	0.74	0.15	0.0056	0.088	0.0093	0	3.1e-05	0	0.14
100	0.73	0.16	0.0052	0.087	0.0086	0	1.7e-05	0	0.14
101	0.57	0.36	0.0017	0.067	0.0028	0	0	0	0.14
102	0.77	0.13	0.00069	0.092	0.0011	0	4.4e-05	0	0.14
103	0.88	0.0051	4e-06	0.1	6.6e-06	0	0.013	0	0.14
104	0.76	0.14	0.0023	0.09	0.0037	0	9e-05	0	0.14
105	0.88	0.019	5.5e-06	0.1	9e-06	0	0.00011	0	0.14
106	0.89	0.0036	0	0.11	0	0	0	0	0.14
107	0.79	0.12	0.00011	0.093	0.00019	0	6.5e-06	0	0.14
108	0.76	0.13	0.009	0.089	0.015	0	0	0	0.14
109	0.77	0.13	0.003	0.091	0.005	0	0.00018	0	0.14
110	0.89	0.0026	0	0.11	0	0	0	0	0.14
111	0.88	0.018	8.6e-06	0.1	1.4e-05	0	0.00033	0	0.14
112	0.5	0.43	0.0016	0.06	0.0027	0	0	0	0.14
113	0.88	0.017	1e-05	0.1	1.7e-05	0	0.00056	0	0.14
114	0.58	0.35	9.9e-06	0.069	1.6e-05	0	0	0	0.14
115	0.74	0.11	0.023	0.088	0.037	0	0	0	0.14
116	0.7	0.21	2.7e-05	0.083	4.5e-05	0	0	0	0.14
117	0.43	0.52	0.0011	0.051	0.0019	0	0	1	0.22
118	0.57	0.36	0.0028	0.067	0.0047	0	0	0	0.14
119	0.84	0.056	0	0.1	0	0	0	0	0.14
120	0.82	0.087	1.7e-06	0.097	2.8e-06	0	0	0	0.14
121	0.59	0.35	4.1e-05	0.069	6.8e-05	0	0	0	0.14
122	0.73	0.18	0.0034	0.086	0.0056	0	1.8e-05	0	0.14
123	0.89	0.0018	0	0.11	0	0	3e-06	0	0.14
124	0.7	0.21	0.00071	0.083	0.0012	0	4.1e-06	0	0.14
125	0.032	0.9	0.024	0.0038	0.039	0	0	1	0.22
126	0.85	0.0017	0	0.1	0	3.3e-05	0.046	0	0.14
127	0.86	0.037	1.4e-06	0.1	2.3e-06	0	0	0	0.14
128	0.86	0.036	0	0.1	0	0	0	0	0.14
129	0.87	0.0051	5.5e-06	0.1	9.2e-06	6.6e-06	0.021	0	0.14
130	0.79	0.11	0.00012	0.094	0.00019	0	8.9e-06	0	0.14
131	0.76	0.15	1.5e-05	0.09	2.5e-05	0	0	0	0.14
132	0.89	0.0087	0	0.1	0	0	0	0	0.14
133	0.86	0.035	5.2e-06	0.1	8.5e-06	0	9.7e-06	0	0.14
134	0.6	0.33	0.00017	0.071	0.00028	0	0	0	0.14
135	0.74	0.15	0.0079	0.087	0.013	0	0	0	0.14
136	0.77	0.14	1.8e-06	0.091	3e-06	0	0	0	0.14
137	0.75	0.16	9.4e-05	0.089	0.00016	0	0	0	0.14
138	0.77	0.14	0.00033	0.091	0.00055	0	1.3e-05	0	0.14
139	0.84	0.051	0.00056	0.1	0.00093	0	0.0024	0	0.14
140	0.81	0.089	0.00027	0.096	0.00044	0	7.6e-05	0	0.14
141	0.73	0.15	0.013	0.086	0.022	0	0	0	0.14
142	0.86	0.033	0.00018	0.1	0.0003	0	0.0029	0	0.14
143	0.79	0.11	0.0032	0.093	0.0052	0	0.0005	0	0.14
144	0.89	0.006	0	0.11	0	0	3.9e-05	0	0.14
145	0.62	0.31	0.00033	0.073	0.00055	0	0	0	0.14
146	0.88	0.014	0	0.1	0	0	0	0	0.14
147	0.18	0.8	0.00015	0.021	0.00025	0	0	1	0.22
148	0.81	0.092	9e-05	0.096	0.00015	0	1.4e-05	0	0.14
149	0.55	0.34	0.021	0.064	0.034	0	0	0	0.14
150	0.73	0.18	4.2e-05	0.087	6.9e-05	0	0	0	0.14
151	0.7	0.21	0.0042	0.083	0.0069	0	2.4e-06	0	0.14
152	0.19	0.79	0.00013	0.022	0.00022	0	0	1	0.22
153	0.47	0.48	4.7e-06	0.055	7.7e-06	0	0	1	0.22
154	0.89	0.007	0	0.11	0	0	0.00026	0	0.14
155	0.85	9.3e-06	0	0.1	0	0	0.055	0	0.14
156	0.86	0.036	0	0.1	0	0	0	0	0.14
157	0.86	0.041	0	0.1	0	0	0	0	0.14
158	0.11	0.88	0.00012	0.013	0.00019	0	0	1	0.22
159	0.87	0.026	6e-05	0.1	9.9e-05	0	0.0013	0	0.14
160	0.81	0.088	6e-05	0.096	9.9e-05	0	8.9e-06	0	0.14
161	0.86	0.032	5.7e-05	0.1	9.4e-05	0	0.00053	0	0.14
162	0.87	0.024	2.2e-05	0.1	3.7e-05	0	0.00042	0	0.14
163	0.87	0.024	2.2e-05	0.1	3.7e-05	0	0.00042	0	0.14
164	0.82	0.087	2.6e-05	0.097	4.3e-05	0	2.7e-06	0	0.14
165	0.77	0.14	6.1e-06	0.091	1e-05	0	0	0	0.14
166	0.89	0.0019	0	0.11	0	0	3.7e-06	0	0.14
167	0.86	0.042	0	0.1	0	0	0	0	0.14
168	0.87	0.0053	6e-06	0.1	9.9e-06	6.3e-06	0.02	0	0.14
169	0.24	0.73	6.2e-06	0.029	1e-05	0	0	1	0.22
170	0.87	0.026	6e-05	0.1	9.9e-05	0	0.0013	0	0.14
171	0.74	0.16	0.0066	0.087	0.011	0	1.3e-05	0	0.14
172	0.53	0.41	5.6e-06	0.063	9.3e-06	0	0	0	0.14
173	0.88	0.015	2.5e-05	0.1	4.1e-05	0	0.0035	0	0.14
174	0.58	0.35	0.0019	0.069	0.0032	0	0	0	0.14
175	0.8	0.084	0.008	0.095	0.013	0	0	0	0.14
176	0.84	0.066	2.8e-06	0.099	4.7e-06	0	0	0	0.14
177	0.8	0.11	1.1e-05	0.094	1.9e-05	0	0	0	0.14
178	0.86	0.034	7.3e-05	0.1	0.00012	0	0.00066	0	0.14
179	0.32	0.65	0.00021	0.037	0.00035	0	0	1	0.22
180	0.88	0.021	0	0.1	0	0	0	0	0.14
181	0.88	0.013	0	0.1	0	0	2.3e-06	0	0.14
182	0.81	0.058	0.013	0.096	0.021	0	0	0	0.14
183	0.88	0.016	3.7e-06	0.1	6.1e-06	0	0.00013	0	0.14
184	0.86	0.042	0.00011	0.1	0.00019	0	0.00055	0	0.14
185	0.8	0	0	0.094	0	0	0.11	0	0.14
186	0.79	4.2e-05	0	0.094	0	0	0.11	0	0.14
187	0.84	0.057	0.00043	0.1	0.0007	0	0.0011	0	0.14
188	0.88	0.011	0	0.1	0	0	2.6e-06	0	0.14
189	0.83	0.064	0.0011	0.098	0.0018	0	0.0023	0	0.14
190	0.63	0.29	0.0016	0.075	0.0026	0	0	0	0.14
191	0.89	0.0016	0	0.11	0	0	0	0	0.14
192	0.86	0.038	6.7e-05	0.1	0.00011	0	0.0005	0	0.14
193	0.57	0.34	0.0083	0.068	0.014	0	0	0	0.14
194	0	0	0	0	0	1	0.00049	5	0.016
195	0.7	0.21	7.4e-05	0.083	0.00012	0	0	0	0.14
196	0.89	0.0017	0	0.11	0	0	0	0	0.14
197	0.76	0.15	4.5e-05	0.09	7.5e-05	0	0	0	0.14
198	0.17	0.76	0.016	0.021	0.027	0	0	1	0.22
199	0.49	0.45	0.0016	0.057	0.0026	0	0	0	0.14
200	0.77	0.13	0.00018	0.092	0.0003	0	7.1e-06	0	0.14
201	0.84	0.057	2.5e-06	0.1	4.1e-06	0	0	0	0.14
202	0.89	4.7e-05	0	0.11	0	0	0	0	0.14
203	0.89	0.0065	0	0.11	0	0	8.2e-06	0	0.14
204	0.35	0.6	0.00081	0.042	0.0013	0	0	1	0.22
205	0.86	0.033	0.00011	0.1	0.00019	0	0.0019	0	0.14
206	0.84	0.058	8.8e-05	0.1	0.00014	0	0.00013	0	0.14
207	0.82	0.08	9e-05	0.097	0.00015	0	3.5e-05	0	0.14
208	0.82	0.082	3e-05	0.097	5e-05	0	6.2e-06	0	0.14
209	0.89	0.006	0	0.11	0	0	0	0	0.14
210	0.67	0.22	0.014	0.079	0.023	0	0	0	0.14
211	0.82	0.081	0.0015	0.097	0.0024	0	0.0021	0	0.14
212	0.54	0.39	0.00061	0.064	0.001	0	0	0	0.14
213	0.89	0.0033	0	0.11	0	0	1.8e-05	0	0.14
214	0.67	0.22	0.012	0.079	0.02	0	1.2e-05	0	0.14
215	0.89	0.0059	0	0.11	0	0	1.2e-05	0	0.14
216	0.88	0.0074	8.4e-06	0.1	1.4e-05	3.9e-06	0.013	0	0.14
217	0.56	0.36	0.0031	0.067	0.0051	0	0	0	0.14
218	0.73	0.14	0.017	0.087	0.028	0	0	0	0.14
219	0.87	0.0007	0	0.1	0	0	0.022	0	0.14
220	0.68	0.19	0.019	0.081	0.031	0	0	0	0.14
221	0.82	0.084	0.00052	0.097	0.00086	0	0.00038	0	0.14
222	0.47	0	0	0.056	0	0	0.47	0	0.14
223	0.89	0.0033	0	0.11	0	0	0.00013	0	0.14
224	0.77	0.14	0.00061	0.091	0.001	0	5.1e-05	0	0.14
225	0.37	0.58	0.00065	0.044	0.0011	0	0	1	0.22
226	0.67	0.23	0.011	0.079	0.018	0	1.5e-05	0	0.14
227	0.89	0.0063	0	0.11	0	0	8.1e-05	0	0.14
228	0.81	0.096	0	0.096	0	0	0	0	0.14
229	0.89	0.0088	0	0.1	2.4e-06	0	0.00046	0	0.14
230	0.65	0.26	0.0037	0.077	0.0061	0	1.3e-05	0	0.14
231	0.89	0.0076	0	0.1	0	0	0.00019	0	0.14
232	0.72	0.19	0	0.085	2.3e-06	0	0	0	0.14
233	0.88	0.016	0	0.1	0	0	3.3e-06	0	0.14
234	0.88	0.02	0	0.1	2.7e-06	0	2e-05	0	0.14
235	0.86	0.034	4.5e-05	0.1	7.4e-05	0	0.00043	0	0.14
236	0.82	0.068	0.0019	0.097	0.0031	0.00023	0.0067	0	0.14
237	0.83	0.076	0.00013	0.098	0.00022	0	7.8e-05	0	0.14
238	0.88	0.018	0	0.1	0	0	0	0	0.14
239	0.88	0.015	2.8e-05	0.1	4.6e-05	0	0.0045	0	0.14
240	0.89	0.0085	0	0.1	0	0	1.5e-05	0	0.14
241	0.89	0.0045	0	0.11	0	0	0.00013	0	0.14
242	0.74	0.17	0.0035	0.087	0.0057	0	0.00016	0	0.14
243	0.71	0.12	0.033	0.084	0.055	0	0	0	0.14
244	0.89	0.0055	0	0.11	0	0	0.00015	0	0.14
245	0.89	0.0064	0	0.11	0	0	0.00046	0	0.14
246	0.64	0.28	0.00055	0.076	0.00091	0	0	0	0.14
247	0.83	0.072	0.00022	0.098	0.00037	0	0.00022	0	0.14
248	0.81	0.094	0	0.096	0	0	0	0	0.14
249	0.89	0.00016	0	0.11	0	0	0	0	0.14
250	0.89	0.00014	0	0.11	0	0	0.0048	0	0.14
251	0.85	0.044	6.8e-05	0.1	0.00011	0	0.00026	0	0.14
252	0.89	0.00095	0	0.11	0	0	2.2e-05	0	0.14
253	0.87	0.0013	0	0.1	0	0	0.023	0	0.14
254	0.76	0.0001	0	0.09	0	7e-05	0.15	0	0.14
255	0.66	0.21	0.02	0.078	0.032	0	0	0	0.14
256	0.53	0.4	0.00079	0.063	0.0013	0	0	0	0.14
257	0.87	0.028	7e-05	0.1	0.00012	0	0.0017	0	0.14
258	0.75	0.12	0.017	0.088	0.029	0	0	0	0.14
259	0.85	0.049	0.00022	0.1	0.00036	0	0.0011	0	0.14
260	0.77	0.13	3.3e-05	0.092	5.5e-05	0	0	0	0.14
261	0.85	0.05	0.0001	0.1	0.00017	0	0.00031	0	0.14
262	0.83	0.0065	0.026	0.098	0.043	0	0	0	0.14
263	0.87	0.022	0	0.1	2.7e-06	0	1.5e-05	0	0.14
264	0.89	0.0023	0	0.11	0	0	0	0	0.14
265	0.83	0.068	2.8e-05	0.099	4.6e-05	0	1.2e-05	0	0.14
266	0.85	0.054	7.5e-05	0.1	0.00012	0	0.00014	0	0.14
267	0.89	0	0	0.11	0	0	2.1e-05	0	0.14
268	0.89	0.0015	0	0.11	0	0	0	0	0.14
269	0.89	0.0037	0	0.11	0	0	0	0	0.14
270	0.89	4.3e-05	0	0.11	0	0	0	0	0.14
271	0.86	0.038	0	0.1	0	0	0	0	0.14
272	0.82	0.078	6.1e-05	0.098	0.0001	0	2.2e-05	0	0.14
273	0.87	0.032	0	0.1	2.6e-06	0	3.1e-06	0	0.14
274	0.82	0.078	4.5e-05	0.097	7.4e-05	0	1.4e-05	0	0.14
275	0.56	0.23	0.054	0.067	0.089	0	0	0	0.14
276	0.78	0.073	0.022	0.092	0.036	0	0	0	0.14
277	0.83	0.068	0.00014	0.099	0.00023	0	0.00014	0	0.14
278	0.32	0.53	0.042	0.038	0.069	0	0	1	0.22
279	0	0	0	0	0	1	7.4e-05	5	0.016
280	0.88	0.013	0	0.1	0	0	4.9e-06	0	0.14
281	0.88	0.0088	7.4e-06	0.1	1.2e-05	0	0.0054	0	0.14
282	0.8	0.11	0	0.094	0	0	0	0	0.14
283	0.56	0.37	3.9e-05	0.067	6.5e-05	0	0	0	0.14
284	0.69	0.17	0.023	0.082	0.037	0	0	0	0.14
285	0.78	0.12	0.00045	0.093	0.00074	0	5.9e-05	0	0.14
286	0.73	0.17	0.0037	0.087	0.0061	0	0.00015	0	0.14
287	0.88	0.016	0	0.1	3.3e-06	0	6.4e-05	0	0.14
288	0.89	0.00027	0	0.11	0	0	0.00032	0	0.14
289	0.88	0.011	3e-06	0.1	5e-06	0	0.00065	0	0.14
290	0.89	0.0082	0	0.1	0	0	9.1e-06	0	0.14
291	0.8	0	0	0.095	0	0	0.1	0	0.14
292	0.73	0.18	0.0019	0.086	0.0031	0	6.7e-05	0	0.14
293	0.79	0.12	0.00031	0.093	0.00051	0	3.8e-05	0	0.14
294	0.75	0.16	0.00087	0.088	0.0014	0	4.1e-05	0	0.14
295	0.83	0.00033	0	0.098	0	1.6e-05	0.074	0	0.14
296	0.89	0.0035	0	0.11	0	0	0	0	0.14
297	0.77	0.13	0.00014	0.092	0.00024	0	7.9e-06	0	0.14
298	0.86	0.036	0	0.1	0	0	0	0	0.14
299	0.84	0.06	0	0.099	0	0	0	0	0.14
300	0.78	0.12	0.00033	0.092	0.00055	0	3.6e-05	0	0.14
301	0.88	0.012	3.3e-06	0.1	5.5e-06	0	0.00046	0	0.14
302	0.89	0.0023	0	0.11	0	0	8.3e-05	0	0.14
303	0.89	0.0049	0	0.11	0	0	0.00021	0	0.14
304	0.89	0.0033	0	0.11	0	0	0.00013	0	0.14
305	0.87	0.026	4.4e-05	0.1	7.2e-05	0	0.0011	0	0.14
306	0.89	0.00079	0	0.11	0	0	4.4e-06	0	0.14
307	0.75	0.15	0.0031	0.089	0.0051	0	0.00025	0	0.14
308	0.89	0.0017	0	0.11	0	0	2.9e-05	0	0.14
309	0.86	0.042	0	0.1	0	0	0	0	0.14
310	0.84	0.00011	0	0.099	0	0	0.064	0	0.14
311	0.89	0.0062	0	0.11	0	0	0	0	0.14
312	0.87	0.022	2.6e-06	0.1	4.3e-06	0	3.1e-05	0	0.14
313	0.88	0.014	2.9e-06	0.1	4.8e-06	0	0.00019	0	0.14
314	0.64	0.27	0.0052	0.075	0.0086	0	8e-06	0	0.14
315	0.094	0.89	6.1e-05	0.011	0.0001	0	0	1	0.22
316	0.5	0.44	0.0013	0.059	0.0022	0	0	0	0.14
317	0.88	0.015	2.3e-06	0.1	3.8e-06	0	0.00011	0	0.14
318	0.84	0.058	0.00038	0.099	0.00062	0	0.0011	0	0.14
319	0.75	0.077	0.031	0.089	0.051	0	0	0	0.14
320	0.88	0.012	0	0.1	0	0	3.1e-05	0	0.14
321	0.88	0.013	0	0.1	0	0	8.3e-06	0	0.14
322	0.85	0.0006	0	0.1	0	7e-06	0.049	0	0.14
323	0.81	0	0	0.096	0	0	0.093	0	0.14
324	0.87	0.026	3.1e-06	0.1	5.1e-06	0	2.1e-05	0	0.14
325	0.87	0.031	0	0.1	0	0	0	0	0.14
326	0.8	0.11	6.2e-05	0.095	0.0001	0	6.2e-06	0	0.14
327	0.19	0.79	0.00082	0.022	0.0013	0	0	1	0.22
328	0.85	0.028	0.0068	0.1	0.011	0	0	0	0.14
329	0.87	0	0	0.1	0	0	0.028	0	0.14
330	0.74	0.17	0.00048	0.087	0.0008	0	1.7e-05	0	0.14
331	0.85	1.4e-05	0	0.1	0	0	0.052	0	0.14
332	0.86	0.033	5.8e-05	0.1	9.6e-05	0	0.00074	0	0.14
333	0.88	0.0037	0	0.1	2.1e-06	0	0.011	0	0.14
334	0.43	0.51	0.0016	0.051	0.0026	0	0	1	0.22
335	0.83	0.07	3.7e-05	0.098	6e-05	0	1.5e-05	0	0.14
336	0.79	0.11	0.00068	0.094	0.0011	0	0.00019	0	0.14
337	0.74	0.17	0.00095	0.087	0.0016	0	4.6e-05	0	0.14
338	0.84	6.4e-06	0	0.099	0	0	0.059	0	0.14
339	0.89	0.0093	0	0.1	0	0	0	0	0.14
340	0.88	0.014	0	0.1	0	0	0	0	0.14
341	0.87	0.031	0	0.1	0	0	0	0	0.14
342	0.76	0.15	0.00079	0.09	0.0013	0	6.9e-05	0	0.14
343	0.85	0.00048	0	0.1	0	2.2e-06	0.047	0	0.14
344	0.78	0.13	0.00065	0.092	0.0011	0	0.0001	0	0.14
345	0.88	0.021	1.1e-05	0.1	1.8e-05	0	0.0003	0	0.14
346	0.88	0.00017	0	0.1	0	0	0.012	0	0.14
347	0.8	0.1	4.5e-05	0.095	7.5e-05	0	4e-06	0	0.14
348	0.86	0.036	5.2e-05	0.1	8.6e-05	0	0.00042	0	0.14
349	0.89	0.0037	0	0.11	0	0	0	0	0.14
350	0.3	0.58	0.032	0.036	0.052	0	3.2e-06	1	0.22
351	0.85	0.051	0.00029	0.1	0.00047	0	0.0014	0	0.14
352	0.85	0.00055	0	0.1	0	8.1e-06	0.053	0	0.14
353	0.88	0.00014	0	0.1	0	0	0.017	0	0.14
354	0.6	0.32	0.0056	0.071	0.0092	0	3.3e-05	0	0.14
355	0.89	0.0042	0.00013	0.11	0.00021	0	0	0	0.14
356	0.88	0.018	0	0.1	0	0	0	0	0.14
357	0.87	0.027	0	0.1	0	0	0	0	0.14
358	0.86	0.037	0	0.1	0	0	0	0	0.14
359	0.89	9.9e-05	0	0.11	0	0	0	0	0.14
360	0.89	0.0023	0	0.11	0	0	0	0	0.14
361	0.89	0.0061	0	0.11	0	0	2.7e-06	0	0.14
362	0.87	0.022	0	0.1	0	0	4.3e-06	0	0.14
363	0.89	0.0079	0	0.1	0	0	0	0	0.14
364	0.62	0.29	0.0033	0.074	0.0054	0	2.3e-05	0	0.14
365	0.87	0.031	1.8e-05	0.1	2.9e-05	0	0.00013	0	0.14
366	0.88	9.1e-05	0	0.1	0	0	0.014	0	0.14
367	0.89	0.0076	0	0.1	0	0	1.6e-05	0	0.14
368	0	0	0	0	0	1	0	5	0.016
369	0.45	0.49	0.00039	0.054	0.00065	0	0	1	0.22
370	0.67	0.25	7.8e-05	0.079	0.00013	0	0	0	0.14
371	0.84	0.064	4.9e-05	0.099	8e-05	0	3.5e-05	0	0.14
372	0.83	0.07	0.0004	0.098	0.00066	0	0.00063	0	0.14
373	0.67	0	0	0.079	0	0	0.25	0	0.14
374	0.76	0.15	5.5e-05	0.09	9.1e-05	0	0	0	0.14
375	0.88	0	0	0.1	0	0	0.02	0	0.14
376	0.13	0.85	0.00065	0.015	0.0011	0	0	1	0.22
377	0.88	0.012	0	0.1	0	0	1.5e-05	0	0.14
378	0.84	0.061	1.4e-05	0.099	2.3e-05	0	0	0	0.14
379	0.87	0.026	2.4e-06	0.1	3.9e-06	0	1.3e-05	0	0.14
380	0.57	0.22	0.053	0.067	0.088	0	0	0	0.14
381	0.83	0.075	0.00033	0.098	0.00055	0	0.00037	0	0.14
382	0.89	0.00048	0	0.11	0	0	0	0	0.14
383	0.88	0.016	4.2e-06	0.1	8.4e-06	0	0	0	0.14
384	0.87	0.031	0	0.1	0	0	0	0	0.14
385	0.86	0.044	9.7e-06	0.1	1.6e-05	0	1.4e-05	0	0.14
386	0.87	0.03	0.00069	0.1	0.0011	0	0	0	0.14
387	0.44	0.47	0.013	0.052	0.021	0	8.6e-06	1	0.22
388	0.38	0.57	0.0017	0.045	0.0028	0	0	1	0.22
389	0.89	0.0065	0	0.11	0	0	0	0	0.14
390	0.8	0.1	3.8e-05	0.095	6.3e-05	0	3.1e-06	0	0.14
391	0.78	0.12	0.00051	0.093	0.00085	0	8.5e-05	0	0.14
392	0.53	0.39	0.0043	0.063	0.0071	0	6.8e-06	0	0.14
393	0.88	0.0017	0	0.1	0	0	0.019	0	0.14
394	0.86	0.04	2.2e-05	0.1	3.6e-05	0	6.7e-05	0	0.14
