SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
55	0.87	0.0063	9.6e-06	0.0063	0.11	0.003	1.7e-06	0.0036	0	1.1e-06	0	0.14
56	0.59	9.6e-05	0.25	9.6e-05	0.075	4.5e-05	0	5.4e-05	0.083	0	0	0.14
57	0.87	0.0086	1.6e-05	0.0086	0.11	0.004	5.3e-06	0.0049	0	3.4e-06	0	0.14
58	0.87	0.0059	1.7e-05	0.0059	0.11	0.0028	2.1e-06	0.0033	0	1.3e-06	0	0.14
59	0.77	0.042	0.0001	0.042	0.097	0.02	0.0021	0.024	0	0.0014	0	0.14
60	0.6	0.11	0	0.11	0.075	0.05	0.0054	0.059	0	0.0035	0	0.14
61	0.77	0.044	0	0.044	0.096	0.021	0	0.025	0	0	0	0.14
62	0.83	0.00018	0.064	0.00018	0.1	8.3e-05	0	0.0001	8.1e-06	0	0	0.14
63	0.85	0.015	6e-06	0.015	0.11	0.0072	1.3e-05	0.0086	0	8.3e-06	0	0.14
64	0.89	9.4e-05	0	9.4e-05	0.11	4.4e-05	0	5.3e-05	0	0	0	0.14
65	0.84	0.016	1.5e-05	0.016	0.11	0.0076	2.7e-05	0.0091	0	1.8e-05	0	0.14
66	0.87	0.0083	9.2e-05	0.0083	0.11	0.0039	1.5e-05	0.0047	0	9.7e-06	0	0.14
67	0.73	0.055	4.3e-06	0.055	0.091	0.026	0.01	0.031	0	0.0065	0	0.14
68	0.87	0.0059	0	0.0059	0.11	0.0028	0	0.0033	0	0	0	0.14
69	0.73	0.046	0	0.046	0.092	0.022	0.021	0.026	0	0.013	0	0.14
70	0.87	0.0085	7.6e-06	0.0085	0.11	0.004	3.2e-06	0.0048	0	2.1e-06	0	0.14
71	0.85	0.014	0.0018	0.014	0.11	0.0065	0.00042	0.0078	0	0.00027	0	0.14
72	0.71	0.064	0	0.064	0.09	0.03	7e-05	0.036	0	4.5e-05	0	0.14
73	0.68	0.074	3.1e-06	0.074	0.085	0.035	0.0049	0.042	0	0.0032	0	0.14
74	0.75	0.05	1.2e-05	0.05	0.094	0.024	0.00066	0.028	0	0.00042	0	0.14
75	0.88	0.0027	8.4e-05	0.0027	0.11	0.0013	0	0.0015	0	0	0	0.14
76	0.77	0.043	0	0.043	0.097	0.02	2.7e-05	0.024	0	1.7e-05	0	0.14
77	0.88	0.0024	0	0.0024	0.11	0.0011	0	0.0013	0	0	0	0.14
78	0.82	0.0012	0.067	0.0012	0.1	0.00055	8.3e-06	0.00066	0.0046	5.4e-06	0	0.14
79	0.87	9.3e-05	0.025	9.3e-05	0.11	4.4e-05	0	5.3e-05	0	0	0	0.14
80	0.86	0.0095	8.9e-06	0.0095	0.11	0.0045	4.8e-06	0.0054	0	3.1e-06	0	0.14
81	0.77	0.045	0	0.045	0.096	0.021	5.9e-05	0.025	0	3.8e-05	0	0.14
82	0.43	0.17	0	0.17	0.053	0.081	0.00045	0.097	0	0.00029	0	0.14
83	0.87	0.006	0	0.006	0.11	0.0028	0	0.0034	0	0	0	0.14
84	0.52	0.13	0	0.13	0.066	0.063	0.0038	0.075	0	0.0025	0	0.14
85	0.85	0.014	1.8e-05	0.014	0.11	0.0063	1.9e-05	0.0076	0	1.2e-05	0	0.14
86	0.78	0.04	0	0.04	0.098	0.019	2e-05	0.023	0	1.3e-05	0	0.14
87	0.86	0.01	0.0007	0.01	0.11	0.0048	0.0001	0.0058	0	6.5e-05	0	0.14
88	0.7	0.064	0	0.064	0.088	0.03	0.0084	0.036	0	0.0054	0	0.14
89	0.71	0.055	4.2e-06	0.055	0.089	0.026	0.019	0.031	0	0.012	0	0.14
90	0.76	0.047	0	0.047	0.096	0.022	1.8e-05	0.026	0	1.1e-05	0	0.14
91	0	0	0	0	0	0	0	0	1	0	8	0.016
92	0.83	0.021	0.0014	0.021	0.1	0.0099	0.0013	0.012	0	0.00081	0	0.14
93	0.77	0.024	0	0.024	0.097	0.011	0.036	0.013	0	0.023	0	0.14
94	0.86	0.0093	0.00098	0.0093	0.11	0.0044	9.5e-05	0.0052	0	6.1e-05	0	0.14
95	0.88	0.0046	0.00019	0.0046	0.11	0.0022	5.2e-06	0.0026	0	3.4e-06	0	0.14
96	0.89	0.00083	7.5e-05	0.00083	0.11	0.00039	0	0.00047	0	0	0	0.14
97	0.77	0.044	5.6e-06	0.044	0.096	0.021	0.00024	0.025	0	0.00016	0	0.14
98	0.88	4.1e-05	0.0066	4.1e-05	0.11	1.9e-05	0	2.3e-05	0	0	0	0.14
99	0.74	0.051	3.1e-05	0.051	0.093	0.024	0.009	0.029	0	0.0058	0	0.14
100	0.73	0.054	1.7e-05	0.054	0.092	0.025	0.0084	0.031	0	0.0054	0	0.14
101	0.56	0.12	0	0.12	0.071	0.056	0.0028	0.067	0	0.0018	0	0.14
102	0.77	0.043	4.4e-05	0.043	0.097	0.02	0.0011	0.024	0	0.00071	0	0.14
103	0.87	0.0017	0.013	0.0017	0.11	0.00079	6.4e-06	0.00095	0	4.1e-06	0	0.14
104	0.76	0.047	9e-05	0.047	0.095	0.022	0.0036	0.026	0	0.0023	0	0.14
105	0.87	0.0064	0.00011	0.0064	0.11	0.003	8.8e-06	0.0036	0	5.7e-06	0	0.14
106	0.89	0.0012	0	0.0012	0.11	0.00055	0	0.00066	0	0	0	0.14
107	0.78	0.039	6.5e-06	0.039	0.098	0.018	0.00018	0.022	0	0.00012	0	0.14
108	0.75	0.043	0	0.043	0.094	0.02	0.015	0.024	0	0.0094	0	0.14
109	0.77	0.042	0.00018	0.042	0.096	0.02	0.0049	0.024	0	0.0031	0	0.14
110	0.89	0.00085	0	0.00085	0.11	0.0004	0	0.00048	0	0	0	0.14
111	0.87	0.0058	0.00033	0.0058	0.11	0.0027	1.4e-05	0.0033	0	8.9e-06	0	0.14
112	0.5	0.14	0	0.14	0.063	0.067	0.0026	0.08	0	0.0017	0	0.14
113	0.87	0.0055	0.00056	0.0055	0.11	0.0026	1.7e-05	0.0031	0	1.1e-05	0	0.14
114	0.58	0.12	0	0.12	0.072	0.054	1.6e-05	0.065	0	1e-05	0	0.14
115	0.74	0.036	0	0.036	0.092	0.017	0.036	0.021	0	0.024	0	0.14
116	0.7	0.07	0	0.07	0.088	0.033	4.4e-05	0.039	0	2.8e-05	0	0.14
117	0.42	0.17	0	0.17	0.053	0.08	0.0018	0.097	0	0.0012	0	0.14
118	0.56	0.12	0	0.12	0.071	0.055	0.0046	0.067	0	0.0029	0	0.14
119	0.84	0.019	0	0.019	0.11	0.0087	0	0.01	0	0	0	0.14
120	0.81	0.029	0	0.029	0.1	0.013	2.7e-06	0.016	0	1.8e-06	0	0.14
121	0.58	0.11	0	0.11	0.073	0.054	6.7e-05	0.064	0	4.3e-05	0	0.14
122	0.72	0.059	1.8e-05	0.059	0.09	0.028	0.0055	0.033	0	0.0035	0	0.14
123	0.89	0.00059	3e-06	0.00059	0.11	0.00028	0	0.00033	0	0	0	0.14
124	0.7	0.07	4.1e-06	0.07	0.087	0.033	0.0012	0.04	0	0.00074	0	0.14
125	0.032	0.3	0	0.3	0.004	0.14	0.038	0.17	0	0.025	1	0.22
126	0.85	0.00055	0.046	0.00055	0.11	0.00026	0	0.00031	3.3e-05	0	0	0.14
127	0.86	0.012	0	0.012	0.11	0.0058	2.3e-06	0.0069	0	1.5e-06	0	0.14
128	0.86	0.012	0	0.012	0.11	0.0055	0	0.0066	0	0	0	0.14
129	0.87	0.0017	0.021	0.0017	0.11	0.0008	8.9e-06	0.00096	6.6e-06	5.8e-06	0	0.14
130	0.79	0.037	8.9e-06	0.037	0.099	0.017	0.00019	0.021	0	0.00012	0	0.14
131	0.75	0.05	0	0.05	0.094	0.024	2.4e-05	0.028	0	1.6e-05	0	0.14
132	0.88	0.0029	0	0.0029	0.11	0.0013	0	0.0016	0	0	0	0.14
133	0.86	0.012	9.7e-06	0.012	0.11	0.0054	8.3e-06	0.0065	0	5.4e-06	0	0.14
134	0.59	0.11	0	0.11	0.074	0.051	0.00027	0.062	0	0.00018	0	0.14
135	0.73	0.05	0	0.05	0.092	0.024	0.013	0.028	0	0.0082	0	0.14
136	0.76	0.046	0	0.046	0.096	0.022	3e-06	0.026	0	1.9e-06	0	0.14
137	0.75	0.051	0	0.051	0.094	0.024	0.00015	0.029	0	9.8e-05	0	0.14
138	0.76	0.046	1.3e-05	0.046	0.096	0.022	0.00054	0.026	0	0.00035	0	0.14
139	0.84	0.017	0.0024	0.017	0.11	0.008	0.00091	0.0096	0	0.00058	0	0.14
140	0.81	0.029	7.6e-05	0.029	0.1	0.014	0.00043	0.017	0	0.00028	0	0.14
141	0.72	0.051	0	0.051	0.09	0.024	0.021	0.028	0	0.014	0	0.14
142	0.86	0.011	0.0029	0.011	0.11	0.0051	0.0003	0.0061	0	0.00019	0	0.14
143	0.78	0.037	0.0005	0.037	0.098	0.017	0.0051	0.021	0	0.0033	0	0.14
144	0.88	0.002	3.9e-05	0.002	0.11	0.00093	0	0.0011	0	0	0	0.14
145	0.61	0.1	0	0.1	0.077	0.048	0.00053	0.057	0	0.00034	0	0.14
146	0.88	0.0047	0	0.0047	0.11	0.0022	0	0.0026	0	0	0	0.14
147	0.17	0.26	0	0.26	0.022	0.12	0.00024	0.15	0	0.00016	1	0.22
148	0.81	0.03	1.4e-05	0.03	0.1	0.014	0.00015	0.017	0	9.4e-05	0	0.14
149	0.54	0.11	0	0.11	0.068	0.052	0.033	0.062	0	0.021	0	0.14
150	0.73	0.059	0	0.059	0.091	0.028	6.7e-05	0.033	0	4.3e-05	0	0.14
151	0.69	0.069	2.4e-06	0.069	0.087	0.032	0.0067	0.039	0	0.0043	0	0.14
152	0.19	0.26	0	0.26	0.023	0.12	0.00021	0.15	0	0.00014	1	0.22
153	0.47	0.16	0	0.16	0.058	0.074	7.5e-06	0.088	0	4.8e-06	0	0.14
154	0.88	0.0023	0.00026	0.0023	0.11	0.0011	0	0.0013	0	0	0	0.14
155	0.84	3.1e-06	0.055	3.1e-06	0.11	1.4e-06	0	1.7e-06	0	0	0	0.14
156	0.86	0.012	0	0.012	0.11	0.0056	0	0.0067	0	0	0	0.14
157	0.85	0.014	0	0.014	0.11	0.0064	0	0.0077	0	0	0	0.14
158	0.11	0.29	0	0.29	0.014	0.14	0.00019	0.16	0	0.00012	1	0.22
159	0.86	0.0087	0.0013	0.0087	0.11	0.0041	9.7e-05	0.0049	0	6.2e-05	0	0.14
160	0.81	0.029	8.9e-06	0.029	0.1	0.014	9.7e-05	0.016	0	6.2e-05	0	0.14
161	0.86	0.011	0.00053	0.011	0.11	0.005	9.2e-05	0.006	0	5.9e-05	0	0.14
162	0.87	0.0079	0.00042	0.0079	0.11	0.0037	3.6e-05	0.0045	0	2.3e-05	0	0.14
163	0.87	0.0079	0.00042	0.0079	0.11	0.0037	3.6e-05	0.0045	0	2.3e-05	0	0.14
164	0.81	0.029	2.7e-06	0.029	0.1	0.013	4.2e-05	0.016	0	2.7e-05	0	0.14
165	0.77	0.045	0	0.045	0.096	0.021	9.9e-06	0.025	0	6.4e-06	0	0.14
166	0.89	0.00062	3.7e-06	0.00062	0.11	0.00029	0	0.00035	0	0	0	0.14
167	0.85	0.014	0	0.014	0.11	0.0066	0	0.0079	0	0	0	0.14
168	0.87	0.0018	0.02	0.0018	0.11	0.00083	9.7e-06	0.00099	6.3e-06	6.2e-06	0	0.14
169	0.24	0.24	0	0.24	0.03	0.11	1e-05	0.14	0	6.5e-06	0	0.14
170	0.86	0.0087	0.0013	0.0087	0.11	0.0041	9.7e-05	0.0049	0	6.2e-05	0	0.14
171	0.73	0.052	1.3e-05	0.052	0.092	0.024	0.011	0.029	0	0.0069	0	0.14
172	0.53	0.13	0	0.13	0.066	0.063	9e-06	0.075	0	5.8e-06	0	0.14
173	0.87	0.0048	0.0035	0.0048	0.11	0.0023	4e-05	0.0027	0	2.6e-05	0	0.14
174	0.58	0.11	0	0.11	0.072	0.054	0.0031	0.065	0	0.002	0	0.14
175	0.8	0.028	0	0.028	0.1	0.013	0.013	0.016	0	0.0083	0	0.14
176	0.83	0.022	0	0.022	0.1	0.01	4.6e-06	0.012	0	2.9e-06	0	0.14
177	0.79	0.035	0	0.035	0.099	0.017	1.8e-05	0.02	0	1.2e-05	0	0.14
178	0.86	0.011	0.00066	0.011	0.11	0.0052	0.00012	0.0062	0	7.6e-05	0	0.14
179	0.31	0.21	0	0.21	0.039	0.1	0.00034	0.12	0	0.00022	0	0.14
180	0.87	0.007	0	0.007	0.11	0.0033	0	0.004	0	0	0	0.14
181	0.88	0.0042	2.3e-06	0.0042	0.11	0.002	0	0.0024	0	0	0	0.14
182	0.81	0.019	0	0.019	0.1	0.0091	0.02	0.011	0	0.013	0	0.14
183	0.87	0.0053	0.00013	0.0053	0.11	0.0025	6e-06	0.003	0	3.9e-06	0	0.14
184	0.85	0.014	0.00055	0.014	0.11	0.0064	0.00018	0.0077	0	0.00012	0	0.14
185	0.79	0	0.11	0	0.099	0	0	0	0	0	0	0.14
186	0.79	1.4e-05	0.11	1.4e-05	0.099	6.4e-06	0	7.7e-06	0	0	0	0.14
187	0.84	0.019	0.0011	0.019	0.1	0.0088	0.00069	0.011	0	0.00044	0	0.14
188	0.88	0.0037	2.6e-06	0.0037	0.11	0.0018	0	0.0021	0	0	0	0.14
189	0.83	0.021	0.0023	0.021	0.1	0.0099	0.0017	0.012	0	0.0011	0	0.14
190	0.63	0.096	0	0.096	0.079	0.045	0.0026	0.054	0	0.0017	0	0.14
191	0.89	0.00054	0	0.00054	0.11	0.00025	0	0.0003	0	0	0	0.14
192	0.85	0.012	0.0005	0.012	0.11	0.0059	0.00011	0.007	0	6.9e-05	0	0.14
193	0.57	0.11	0	0.11	0.071	0.052	0.013	0.063	0	0.0086	0	0.14
194	0	0	0.00049	0	0	0	0	0	1	0	8	0.016
195	0.7	0.07	0	0.07	0.088	0.033	0.00012	0.04	0	7.7e-05	0	0.14
196	0.89	0.00057	0	0.00057	0.11	0.00027	0	0.00032	0	0	0	0.14
197	0.76	0.049	0	0.049	0.095	0.023	7.3e-05	0.028	0	4.7e-05	0	0.14
198	0.17	0.25	0	0.25	0.022	0.12	0.026	0.14	0	0.017	1	0.22
199	0.48	0.15	0	0.15	0.061	0.07	0.0025	0.084	0	0.0016	0	0.14
200	0.77	0.044	7.1e-06	0.044	0.096	0.021	0.00029	0.025	0	0.00019	0	0.14
201	0.84	0.019	0	0.019	0.11	0.0088	4e-06	0.011	0	2.6e-06	0	0.14
202	0.89	1.6e-05	0	1.6e-05	0.11	7.3e-06	0	8.8e-06	0	0	0	0.14
203	0.88	0.0022	8.2e-06	0.0022	0.11	0.001	0	0.0012	0	0	0	0.14
204	0.35	0.2	0	0.2	0.044	0.094	0.0013	0.11	0	0.00084	0	0.14
205	0.86	0.011	0.0019	0.011	0.11	0.0051	0.00018	0.0061	0	0.00012	0	0.14
206	0.84	0.019	0.00013	0.019	0.1	0.009	0.00014	0.011	0	9.1e-05	0	0.14
207	0.82	0.026	3.5e-05	0.026	0.1	0.012	0.00014	0.015	0	9.3e-05	0	0.14
208	0.82	0.027	6.2e-06	0.027	0.1	0.013	4.9e-05	0.015	0	3.2e-05	0	0.14
209	0.88	0.002	0	0.002	0.11	0.00094	0	0.0011	0	0	0	0.14
210	0.66	0.072	0	0.072	0.083	0.034	0.023	0.041	0	0.015	0	0.14
211	0.81	0.027	0.0021	0.027	0.1	0.012	0.0024	0.015	0	0.0015	0	0.14
212	0.54	0.13	0	0.13	0.067	0.061	0.00098	0.073	0	0.00063	0	0.14
213	0.89	0.0011	1.8e-05	0.0011	0.11	0.00052	0	0.00062	0	0	0	0.14
214	0.66	0.074	1.2e-05	0.074	0.083	0.035	0.019	0.042	0	0.012	0	0.14
215	0.88	0.0019	1.2e-05	0.0019	0.11	0.00091	0	0.0011	0	0	0	0.14
216	0.87	0.0024	0.013	0.0024	0.11	0.0011	1.4e-05	0.0014	3.9e-06	8.8e-06	0	0.14
217	0.56	0.12	0	0.12	0.07	0.056	0.005	0.067	0	0.0032	0	0.14
218	0.73	0.045	0	0.045	0.091	0.021	0.028	0.025	0	0.018	0	0.14
219	0.87	0.00023	0.022	0.00023	0.11	0.00011	0	0.00013	0	0	0	0.14
220	0.68	0.061	0	0.061	0.085	0.029	0.031	0.035	0	0.02	0	0.14
221	0.81	0.028	0.00038	0.028	0.1	0.013	0.00084	0.016	0	0.00054	0	0.14
222	0.47	0	0.47	0	0.059	0	0	0	0	0	2	0.078
223	0.89	0.0011	0.00013	0.0011	0.11	0.00051	0	0.00061	0	0	0	0.14
224	0.76	0.046	5.1e-05	0.046	0.096	0.022	0.00098	0.026	0	0.00063	0	0.14
225	0.37	0.19	0	0.19	0.046	0.09	0.001	0.11	0	0.00067	0	0.14
226	0.66	0.074	1.5e-05	0.074	0.083	0.035	0.017	0.042	0	0.011	0	0.14
227	0.88	0.0021	8.1e-05	0.0021	0.11	0.00097	0	0.0012	0	0	0	0.14
228	0.8	0.032	0	0.032	0.1	0.015	0	0.018	0	0	0	0.14
229	0.88	0.0029	0.00046	0.0029	0.11	0.0014	2.4e-06	0.0016	0	0	0	0.14
230	0.65	0.085	1.3e-05	0.085	0.081	0.04	0.0059	0.048	0	0.0038	0	0.14
231	0.88	0.0025	0.00019	0.0025	0.11	0.0012	0	0.0014	0	0	0	0.14
232	0.72	0.064	0	0.064	0.09	0.03	2.2e-06	0.036	0	0	0	0.14
233	0.87	0.0052	3.3e-06	0.0052	0.11	0.0024	0	0.0029	0	0	0	0.14
234	0.87	0.0067	2e-05	0.0067	0.11	0.0031	2.6e-06	0.0038	0	0	0	0.14
235	0.86	0.011	0.00043	0.011	0.11	0.0052	7.2e-05	0.0063	0	4.7e-05	0	0.14
236	0.82	0.022	0.0067	0.022	0.1	0.011	0.003	0.013	0.00023	0.002	0	0.14
237	0.82	0.025	7.8e-05	0.025	0.1	0.012	0.00021	0.014	0	0.00014	0	0.14
238	0.87	0.0058	0	0.0058	0.11	0.0027	0	0.0033	0	0	0	0.14
239	0.87	0.0051	0.0045	0.0051	0.11	0.0024	4.5e-05	0.0029	0	2.9e-05	0	0.14
240	0.88	0.0028	1.5e-05	0.0028	0.11	0.0013	0	0.0016	0	0	0	0.14
241	0.88	0.0015	0.00013	0.0015	0.11	0.0007	0	0.00084	0	0	0	0.14
242	0.73	0.056	0.00016	0.056	0.092	0.026	0.0056	0.031	0	0.0036	0	0.14
243	0.71	0.038	0	0.038	0.089	0.018	0.054	0.022	0	0.035	0	0.14
244	0.88	0.0018	0.00015	0.0018	0.11	0.00085	0	0.001	0	0	0	0.14
245	0.88	0.0021	0.00046	0.0021	0.11	0.00099	0	0.0012	0	0	0	0.14
246	0.64	0.094	0	0.094	0.08	0.044	0.00089	0.053	0	0.00057	0	0.14
247	0.82	0.024	0.00022	0.024	0.1	0.011	0.00036	0.013	0	0.00023	0	0.14
248	0.8	0.031	0	0.031	0.1	0.015	0	0.018	0	0	0	0.14
249	0.89	5.3e-05	0	5.3e-05	0.11	2.5e-05	0	3e-05	0	0	0	0.14
250	0.88	4.8e-05	0.0048	4.8e-05	0.11	2.2e-05	0	2.7e-05	0	0	0	0.14
251	0.85	0.015	0.00026	0.015	0.11	0.0069	0.00011	0.0083	0	7e-05	0	0.14
252	0.89	0.00031	2.2e-05	0.00031	0.11	0.00015	0	0.00018	0	0	0	0.14
253	0.87	0.00042	0.023	0.00042	0.11	0.0002	0	0.00024	0	0	0	0.14
254	0.76	3.5e-05	0.15	3.5e-05	0.095	1.6e-05	0	1.9e-05	7e-05	0	0	0.14
255	0.65	0.07	0	0.07	0.082	0.033	0.032	0.039	0	0.02	0	0.14
256	0.53	0.13	0	0.13	0.066	0.062	0.0013	0.075	0	0.00082	0	0.14
257	0.86	0.0093	0.0017	0.0093	0.11	0.0044	0.00011	0.0053	0	7.3e-05	0	0.14
258	0.74	0.039	0	0.039	0.093	0.018	0.028	0.022	0	0.018	0	0.14
259	0.84	0.016	0.0011	0.016	0.11	0.0075	0.00035	0.009	0	0.00023	0	0.14
260	0.77	0.044	0	0.044	0.097	0.021	5.4e-05	0.025	0	3.5e-05	0	0.14
261	0.84	0.016	0.00031	0.016	0.11	0.0077	0.00016	0.0092	0	0.0001	0	0.14
262	0.82	0.0022	0	0.0022	0.1	0.001	0.042	0.0012	0	0.027	0	0.14
263	0.87	0.0073	1.5e-05	0.0073	0.11	0.0034	2.6e-06	0.0041	0	0	0	0.14
264	0.89	0.00075	0	0.00075	0.11	0.00035	0	0.00042	0	0	0	0.14
265	0.83	0.022	1.2e-05	0.022	0.1	0.01	4.5e-05	0.013	0	2.9e-05	0	0.14
266	0.84	0.018	0.00014	0.018	0.11	0.0084	0.00012	0.01	0	7.7e-05	0	0.14
267	0.89	0	2.1e-05	0	0.11	0	0	0	0	0	0	0.14
268	0.89	0.00051	0	0.00051	0.11	0.00024	0	0.00029	0	0	0	0.14
269	0.89	0.0012	0	0.0012	0.11	0.00057	0	0.00068	0	0	0	0.14
270	0.89	1.4e-05	0	1.4e-05	0.11	6.6e-06	0	8e-06	0	0	0	0.14
271	0.85	0.013	0	0.013	0.11	0.0059	0	0.0071	0	0	0	0.14
272	0.82	0.026	2.2e-05	0.026	0.1	0.012	9.8e-05	0.014	0	6.3e-05	0	0.14
273	0.86	0.011	3.1e-06	0.011	0.11	0.0049	2.6e-06	0.0059	0	0	0	0.14
274	0.82	0.026	1.4e-05	0.026	0.1	0.012	7.2e-05	0.015	0	4.6e-05	0	0.14
275	0.56	0.075	0	0.075	0.07	0.035	0.086	0.042	0	0.056	0	0.14
276	0.77	0.024	0	0.024	0.097	0.011	0.036	0.014	0	0.023	0	0.14
277	0.83	0.022	0.00014	0.022	0.1	0.01	0.00023	0.013	0	0.00015	0	0.14
278	0.32	0.17	0	0.17	0.04	0.082	0.067	0.098	0	0.043	0	0.14
279	0	0	7.4e-05	0	0	0	0	0	1	0	8	0.016
280	0.88	0.0044	4.9e-06	0.0044	0.11	0.0021	0	0.0025	0	0	0	0.14
281	0.88	0.0029	0.0054	0.0029	0.11	0.0014	1.2e-05	0.0016	0	7.7e-06	0	0.14
282	0.79	0.035	0	0.035	0.099	0.017	0	0.02	0	0	0	0.14
283	0.56	0.12	0	0.12	0.07	0.057	6.4e-05	0.069	0	4.1e-05	0	0.14
