SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
67	0.17	0.73	0.0079	0.088	0	0.0043	0.0043	4.3e-06	1	0.14
68	0.018	0.88	0	0.11	0	0	0	0	1	0.14
69	0.14	0.74	0.016	0.089	0	0.0089	0.0089	0	1	0.14
70	0.026	0.87	2.5e-06	0.1	0	1.4e-06	1.4e-06	7.6e-06	1	0.14
71	0.042	0.85	0.00033	0.1	0	0.00018	0.00018	0.0018	1	0.14
72	0.2	0.72	5.5e-05	0.086	0	3e-05	3e-05	0	1	0.14
73	0.23	0.68	0.0039	0.082	0	0.0021	0.0021	3.1e-06	1	0.14
74	0.15	0.76	0.00051	0.091	0	0.00028	0.00028	1.2e-05	1	0.14
75	0.0083	0.89	0	0.11	0	0	0	8.4e-05	1	0.14
76	0.13	0.78	2.1e-05	0.093	0	1.2e-05	1.2e-05	0	1	0.14
77	0.0072	0.89	0	0.11	0	0	0	0	1	0.14
78	0.0035	0.83	6.6e-06	0.099	0.0046	3.6e-06	3.6e-06	0.067	1	0.14
79	0.00028	0.87	0	0.1	0	0	0	0.025	1	0.14
80	0.029	0.87	3.8e-06	0.1	0	2.1e-06	2.1e-06	8.9e-06	1	0.14
81	0.14	0.77	4.6e-05	0.093	0	2.5e-05	2.5e-05	0	1	0.14
82	0.52	0.43	0.00035	0.051	0	0.00019	0.00019	0	0	0.22
83	0.018	0.88	0	0.11	0	0	0	0	1	0.14
84	0.41	0.53	0.003	0.063	0	0.0016	0.0016	0	1	0.14
85	0.041	0.86	1.5e-05	0.1	0	8e-06	8e-06	1.8e-05	1	0.14
86	0.12	0.78	1.6e-05	0.094	0	8.8e-06	8.8e-06	0	1	0.14
87	0.031	0.86	7.9e-05	0.1	0	4.3e-05	4.3e-05	0.0007	1	0.14
88	0.19	0.71	0.0066	0.085	0	0.0036	0.0036	0	1	0.14
89	0.17	0.72	0.015	0.086	0	0.0081	0.0081	4.2e-06	1	0.14
90	0.14	0.77	1.4e-05	0.092	0	7.6e-06	7.6e-06	0	1	0.14
91	0	0	0	0	1	0	0	0	4	0.016
92	0.064	0.83	0.00099	0.1	0	0.00054	0.00054	0.0014	1	0.14
93	0.072	0.78	0.028	0.093	0	0.015	0.015	0	1	0.14
94	0.028	0.87	7.5e-05	0.1	0	4.1e-05	4.1e-05	0.00098	1	0.14
95	0.014	0.88	4.1e-06	0.11	0	2.2e-06	2.2e-06	0.00019	1	0.14
96	0.0025	0.89	0	0.11	0	0	0	7.5e-05	1	0.14
97	0.13	0.77	0.00019	0.093	0	0.00011	0.00011	5.6e-06	1	0.14
98	0.00012	0.89	0	0.11	0	0	0	0.0066	1	0.14
99	0.15	0.74	0.0071	0.089	0	0.0039	0.0039	3.1e-05	1	0.14
100	0.16	0.73	0.0066	0.088	0	0.0036	0.0036	1.7e-05	1	0.14
101	0.36	0.57	0.0022	0.068	0	0.0012	0.0012	0	1	0.14
102	0.13	0.77	0.00087	0.093	0	0.00047	0.00047	4.4e-05	1	0.14
103	0.0051	0.88	5e-06	0.11	0	2.8e-06	2.8e-06	0.013	1	0.14
104	0.14	0.76	0.0029	0.091	0	0.0016	0.0016	9e-05	1	0.14
105	0.019	0.88	6.9e-06	0.11	0	3.8e-06	3.8e-06	0.00011	1	0.14
106	0.0036	0.89	0	0.11	0	0	0	0	1	0.14
107	0.12	0.79	0.00015	0.095	0	7.9e-05	7.9e-05	6.5e-06	1	0.14
108	0.13	0.75	0.011	0.091	0	0.0062	0.0062	0	1	0.14
109	0.13	0.77	0.0038	0.093	0	0.0021	0.0021	0.00018	1	0.14
110	0.0026	0.89	0	0.11	0	0	0	0	1	0.14
111	0.018	0.88	1.1e-05	0.11	0	5.9e-06	5.9e-06	0.00033	1	0.14
112	0.43	0.5	0.0021	0.061	0	0.0011	0.0011	0	1	0.14
113	0.017	0.88	1.3e-05	0.11	0	7.1e-06	7.1e-06	0.00056	1	0.14
114	0.35	0.58	1.3e-05	0.07	0	6.8e-06	6.8e-06	0	1	0.14
115	0.11	0.74	0.029	0.089	0	0.016	0.016	0	1	0.14
116	0.21	0.7	3.5e-05	0.085	0	1.9e-05	1.9e-05	0	1	0.14
117	0.52	0.43	0.0014	0.051	0	0.00078	0.00078	0	0	0.22
118	0.36	0.57	0.0036	0.068	0	0.002	0.002	0	1	0.14
119	0.056	0.84	0	0.1	0	0	0	0	1	0.14
120	0.087	0.82	2.1e-06	0.098	0	1.2e-06	1.2e-06	0	1	0.14
121	0.35	0.58	5.3e-05	0.07	0	2.9e-05	2.9e-05	0	1	0.14
122	0.18	0.73	0.0043	0.087	0	0.0024	0.0024	1.8e-05	1	0.14
123	0.0018	0.89	0	0.11	0	0	0	3e-06	1	0.14
124	0.21	0.7	0.0009	0.084	0	0.00049	0.00049	4.1e-06	1	0.14
125	0.9	0.032	0.03	0.0039	0	0.016	0.016	0	0	0.22
126	0.0017	0.85	0	0.1	3.3e-05	0	0	0.046	1	0.14
127	0.037	0.86	1.8e-06	0.1	0	0	0	0	1	0.14
128	0.036	0.86	0	0.1	0	0	0	0	1	0.14
129	0.0051	0.87	7e-06	0.1	6.6e-06	3.8e-06	3.8e-06	0.021	1	0.14
130	0.11	0.79	0.00015	0.095	0	8.1e-05	8.1e-05	8.9e-06	1	0.14
131	0.15	0.76	1.9e-05	0.091	0	1e-05	1e-05	0	1	0.14
132	0.0087	0.88	0	0.11	0	0	0	0	1	0.14
133	0.035	0.86	6.5e-06	0.1	0	3.6e-06	3.6e-06	9.7e-06	1	0.14
134	0.33	0.6	0.00021	0.072	0	0.00012	0.00012	0	1	0.14
135	0.15	0.74	0.01	0.089	0	0.0055	0.0055	0	1	0.14
136	0.14	0.77	2.3e-06	0.092	0	1.3e-06	1.3e-06	0	1	0.14
137	0.16	0.75	0.00012	0.091	0	6.5e-05	6.5e-05	0	1	0.14
138	0.14	0.77	0.00042	0.092	0	0.00023	0.00023	1.3e-05	1	0.14
139	0.051	0.84	0.00071	0.1	0	0.00039	0.00039	0.0024	1	0.14
140	0.089	0.81	0.00034	0.098	0	0.00018	0.00018	7.6e-05	1	0.14
141	0.15	0.72	0.017	0.087	0	0.0091	0.0091	0	1	0.14
142	0.033	0.86	0.00023	0.1	0	0.00013	0.00013	0.0029	1	0.14
143	0.11	0.78	0.004	0.094	0	0.0022	0.0022	0.0005	1	0.14
144	0.006	0.89	0	0.11	0	0	0	3.9e-05	1	0.14
145	0.31	0.62	0.00042	0.074	0	0.00023	0.00023	0	1	0.14
146	0.014	0.88	0	0.11	0	0	0	0	1	0.14
147	0.8	0.17	0.00019	0.021	0	0.00011	0.00011	0	0	0.22
148	0.092	0.81	0.00011	0.097	0	6.2e-05	6.2e-05	1.4e-05	1	0.14
149	0.34	0.54	0.026	0.065	0	0.014	0.014	0	1	0.14
150	0.18	0.73	5.3e-05	0.088	0	2.9e-05	2.9e-05	0	1	0.14
151	0.21	0.7	0.0053	0.084	0	0.0029	0.0029	2.4e-06	1	0.14
152	0.79	0.19	0.00017	0.023	0	9.2e-05	9.2e-05	0	0	0.22
153	0.48	0.47	5.9e-06	0.056	0	3.2e-06	3.2e-06	0	0	0.22
154	0.007	0.89	0	0.11	0	0	0	0.00026	1	0.14
155	9.3e-06	0.84	0	0.1	0	0	0	0.055	1	0.14
156	0.036	0.86	0	0.1	0	0	0	0	1	0.14
157	0.041	0.86	0	0.1	0	0	0	0	1	0.14
158	0.88	0.11	0.00015	0.013	0	8.1e-05	8.1e-05	0	0	0.22
159	0.026	0.87	7.6e-05	0.1	0	4.2e-05	4.2e-05	0.0013	1	0.14
160	0.088	0.81	7.6e-05	0.098	0	4.2e-05	4.2e-05	8.9e-06	1	0.14
161	0.032	0.86	7.2e-05	0.1	0	4e-05	4e-05	0.00053	1	0.14
162	0.024	0.87	2.8e-05	0.1	0	1.5e-05	1.5e-05	0.00042	1	0.14
163	0.024	0.87	2.8e-05	0.1	0	1.5e-05	1.5e-05	0.00042	1	0.14
164	0.087	0.81	3.3e-05	0.098	0	1.8e-05	1.8e-05	2.7e-06	1	0.14
165	0.14	0.77	7.8e-06	0.093	0	4.3e-06	4.3e-06	0	1	0.14
166	0.0019	0.89	0	0.11	0	0	0	3.7e-06	1	0.14
167	0.042	0.85	0	0.1	0	0	0	0	1	0.14
168	0.0053	0.87	7.6e-06	0.1	6.3e-06	4.2e-06	4.2e-06	0.02	1	0.14
169	0.73	0.24	7.9e-06	0.029	0	4.3e-06	4.3e-06	0	0	0.22
170	0.026	0.87	7.6e-05	0.1	0	4.2e-05	4.2e-05	0.0013	1	0.14
171	0.16	0.74	0.0084	0.089	0	0.0046	0.0046	1.3e-05	1	0.14
172	0.41	0.53	7.1e-06	0.064	0	3.9e-06	3.9e-06	0	1	0.14
173	0.015	0.88	3.1e-05	0.11	0	1.7e-05	1.7e-05	0.0035	1	0.14
174	0.35	0.58	0.0025	0.069	0	0.0013	0.0013	0	1	0.14
175	0.084	0.8	0.01	0.096	0	0.0056	0.0056	0	1	0.14
176	0.066	0.83	3.6e-06	0.1	0	2e-06	2e-06	0	1	0.14
177	0.11	0.8	1.4e-05	0.096	0	7.8e-06	7.8e-06	0	1	0.14
178	0.034	0.86	9.2e-05	0.1	0	5e-05	5e-05	0.00066	1	0.14
179	0.65	0.31	0.00027	0.038	0	0.00015	0.00015	0	0	0.22
180	0.021	0.87	0	0.11	0	0	0	0	1	0.14
181	0.013	0.88	0	0.11	0	0	0	2.3e-06	1	0.14
182	0.058	0.81	0.016	0.097	0	0.0088	0.0088	0	1	0.14
183	0.016	0.88	4.7e-06	0.11	0	2.6e-06	2.6e-06	0.00013	1	0.14
184	0.042	0.85	0.00014	0.1	0	7.9e-05	7.9e-05	0.00055	1	0.14
185	0	0.79	0	0.095	0	0	0	0.11	1	0.14
186	4.2e-05	0.79	0	0.095	0	0	0	0.11	1	0.14
187	0.057	0.84	0.00054	0.1	0	0.0003	0.0003	0.0011	1	0.14
188	0.011	0.88	0	0.11	0	0	0	2.6e-06	1	0.14
189	0.064	0.83	0.0014	0.1	0	0.00074	0.00074	0.0023	1	0.14
190	0.29	0.63	0.002	0.076	0	0.0011	0.0011	0	1	0.14
191	0.0016	0.89	0	0.11	0	0	0	0	1	0.14
192	0.038	0.86	8.5e-05	0.1	0	4.6e-05	4.6e-05	0.0005	1	0.14
193	0.34	0.57	0.01	0.069	0	0.0057	0.0057	0	1	0.14
194	0	0	0	0	1	0	0	0.00049	4	0.016
195	0.21	0.7	9.4e-05	0.084	0	5.1e-05	5.1e-05	0	1	0.14
196	0.0017	0.89	0	0.11	0	0	0	0	1	0.14
197	0.15	0.76	5.7e-05	0.091	0	3.1e-05	3.1e-05	0	1	0.14
198	0.76	0.17	0.021	0.021	0	0.011	0.011	0	0	0.22
199	0.45	0.48	0.002	0.058	0	0.0011	0.0011	0	1	0.14
200	0.13	0.77	0.00023	0.093	0	0.00012	0.00012	7.1e-06	1	0.14
201	0.057	0.84	3.1e-06	0.1	0	1.7e-06	1.7e-06	0	1	0.14
202	4.7e-05	0.89	0	0.11	0	0	0	0	1	0.14
203	0.0065	0.89	0	0.11	0	0	0	8.2e-06	1	0.14
204	0.6	0.35	0.001	0.042	0	0.00056	0.00056	0	0	0.22
205	0.033	0.86	0.00014	0.1	0	7.8e-05	7.8e-05	0.0019	1	0.14
206	0.058	0.84	0.00011	0.1	0	6.1e-05	6.1e-05	0.00013	1	0.14
207	0.08	0.82	0.00011	0.099	0	6.2e-05	6.2e-05	3.5e-05	1	0.14
208	0.082	0.82	3.9e-05	0.098	0	2.1e-05	2.1e-05	6.2e-06	1	0.14
209	0.006	0.89	0	0.11	0	0	0	0	1	0.14
210	0.22	0.66	0.018	0.08	0	0.0097	0.0097	0	1	0.14
211	0.081	0.82	0.0019	0.098	0	0.001	0.001	0.0021	1	0.14
212	0.39	0.54	0.00077	0.065	0	0.00042	0.00042	0	1	0.14
213	0.0033	0.89	0	0.11	0	0	0	1.8e-05	1	0.14
214	0.22	0.67	0.015	0.08	0	0.0082	0.0082	1.2e-05	1	0.14
215	0.0059	0.89	0	0.11	0	0	0	1.2e-05	1	0.14
216	0.0074	0.87	1.1e-05	0.11	3.9e-06	5.8e-06	5.8e-06	0.013	1	0.14
217	0.36	0.56	0.0039	0.068	0	0.0021	0.0021	0	1	0.14
218	0.14	0.73	0.022	0.088	0	0.012	0.012	0	1	0.14
219	0.0007	0.87	0	0.1	0	0	0	0.022	1	0.14
220	0.19	0.68	0.024	0.082	0	0.013	0.013	0	1	0.14
221	0.084	0.82	0.00066	0.098	0	0.00036	0.00036	0.00038	1	0.14
222	0	0.47	0	0.057	0	0	0	0.47	1	0.14
223	0.0033	0.89	0	0.11	0	0	0	0.00013	1	0.14
224	0.14	0.77	0.00077	0.092	0	0.00042	0.00042	5.1e-05	1	0.14
225	0.58	0.37	0.00082	0.045	0	0.00045	0.00045	0	0	0.22
226	0.23	0.67	0.014	0.08	0	0.0075	0.0075	1.5e-05	1	0.14
227	0.0063	0.89	0	0.11	0	0	0	8.1e-05	1	0.14
228	0.096	0.81	0	0.097	0	0	0	0	1	0.14
229	0.0088	0.88	0	0.11	0	0	0	0.00046	1	0.14
230	0.26	0.65	0.0047	0.078	0	0.0025	0.0025	1.3e-05	1	0.14
231	0.0076	0.89	0	0.11	0	0	0	0.00019	1	0.14
232	0.19	0.72	0	0.086	0	0	0	0	1	0.14
233	0.016	0.88	0	0.11	0	0	0	3.3e-06	1	0.14
234	0.02	0.87	2.1e-06	0.11	0	0	0	2e-05	1	0.14
235	0.034	0.86	5.7e-05	0.1	0	3.1e-05	3.1e-05	0.00043	1	0.14
236	0.068	0.82	0.0024	0.099	0.00023	0.0013	0.0013	0.0067	1	0.14
237	0.076	0.82	0.00017	0.099	0	9.1e-05	9.1e-05	7.8e-05	1	0.14
238	0.018	0.88	0	0.11	0	0	0	0	1	0.14
239	0.015	0.87	3.5e-05	0.11	0	1.9e-05	1.9e-05	0.0045	1	0.14
240	0.0085	0.89	0	0.11	0	0	0	1.5e-05	1	0.14
241	0.0045	0.89	0	0.11	0	0	0	0.00013	1	0.14
242	0.17	0.73	0.0044	0.088	0	0.0024	0.0024	0.00016	1	0.14
243	0.12	0.71	0.042	0.085	0	0.023	0.023	0	1	0.14
244	0.0055	0.89	0	0.11	0	0	0	0.00015	1	0.14
245	0.0064	0.89	0	0.11	0	0	0	0.00046	1	0.14
246	0.28	0.64	0.0007	0.077	0	0.00038	0.00038	0	1	0.14
247	0.072	0.83	0.00028	0.099	0	0.00015	0.00015	0.00022	1	0.14
248	0.094	0.81	0	0.097	0	0	0	0	1	0.14
249	0.00016	0.89	0	0.11	0	0	0	0	1	0.14
250	0.00014	0.89	0	0.11	0	0	0	0.0048	1	0.14
251	0.044	0.85	8.6e-05	0.1	0	4.7e-05	4.7e-05	0.00026	1	0.14
252	0.00095	0.89	0	0.11	0	0	0	2.2e-05	1	0.14
253	0.0013	0.87	0	0.1	0	0	0	0.023	1	0.14
254	0.0001	0.76	0	0.091	7e-05	0	0	0.15	1	0.14
255	0.21	0.66	0.025	0.079	0	0.014	0.014	0	1	0.14
256	0.4	0.53	0.001	0.064	0	0.00055	0.00055	0	1	0.14
257	0.028	0.87	8.9e-05	0.1	0	4.8e-05	4.8e-05	0.0017	1	0.14
258	0.12	0.75	0.022	0.09	0	0.012	0.012	0	1	0.14
259	0.049	0.85	0.00028	0.1	0	0.00015	0.00015	0.0011	1	0.14
260	0.13	0.77	4.2e-05	0.093	0	2.3e-05	2.3e-05	0	1	0.14
261	0.05	0.85	0.00013	0.1	0	7e-05	7e-05	0.00031	1	0.14
262	0.0065	0.83	0.033	0.099	0	0.018	0.018	0	1	0.14
263	0.022	0.87	2.1e-06	0.1	0	0	0	1.5e-05	1	0.14
264	0.0023	0.89	0	0.11	0	0	0	0	1	0.14
265	0.068	0.83	3.5e-05	0.1	0	1.9e-05	1.9e-05	1.2e-05	1	0.14
266	0.054	0.84	9.5e-05	0.1	0	5.2e-05	5.2e-05	0.00014	1	0.14
267	0	0.89	0	0.11	0	0	0	2.1e-05	1	0.14
268	0.0015	0.89	0	0.11	0	0	0	0	1	0.14
269	0.0037	0.89	0	0.11	0	0	0	0	1	0.14
270	4.3e-05	0.89	0	0.11	0	0	0	0	1	0.14
271	0.038	0.86	0	0.1	0	0	0	0	1	0.14
272	0.078	0.82	7.7e-05	0.099	0	4.2e-05	4.2e-05	2.2e-05	1	0.14
273	0.032	0.86	2e-06	0.1	0	0	0	3.1e-06	1	0.14
274	0.078	0.82	5.7e-05	0.099	0	3.1e-05	3.1e-05	1.4e-05	1	0.14
275	0.23	0.56	0.068	0.068	0	0.037	0.037	0	1	0.14
276	0.073	0.78	0.028	0.093	0	0.015	0.015	0	1	0.14
277	0.068	0.83	0.00018	0.1	0	9.7e-05	9.7e-05	0.00014	1	0.14
278	0.53	0.32	0.053	0.039	0	0.029	0.029	0	0	0.22
279	0	0	0	0	1	0	0	7.4e-05	4	0.016
280	0.013	0.88	0	0.11	0	0	0	4.9e-06	1	0.14
281	0.0088	0.88	9.4e-06	0.11	0	5.1e-06	5.1e-06	0.0054	1	0.14
282	0.11	0.8	0	0.096	0	0	0	0	1	0.14
283	0.37	0.56	5e-05	0.068	0	2.7e-05	2.7e-05	0	1	0.14
284	0.17	0.69	0.029	0.083	0	0.016	0.016	0	1	0.14
285	0.12	0.78	0.00057	0.094	0	0.00031	0.00031	5.9e-05	1	0.14
286	0.17	0.73	0.0047	0.088	0	0.0025	0.0025	0.00015	1	0.14
287	0.016	0.88	2.5e-06	0.11	0	0	0	6.4e-05	1	0.14
288	0.00027	0.89	0	0.11	0	0	0	0.00032	1	0.14
289	0.011	0.88	3.8e-06	0.11	0	2.1e-06	2.1e-06	0.00065	1	0.14
290	0.0082	0.89	0	0.11	0	0	0	9.1e-06	1	0.14
291	0	0.8	0	0.096	0	0	0	0.1	1	0.14
292	0.18	0.73	0.0024	0.088	0	0.0013	0.0013	6.7e-05	1	0.14
293	0.12	0.78	0.00039	0.094	0	0.00021	0.00021	3.8e-05	1	0.14
294	0.16	0.75	0.0011	0.09	0	0.0006	0.0006	4.1e-05	1	0.14
295	0.00033	0.83	0	0.099	1.6e-05	0	0	0.074	1	0.14
296	0.0035	0.89	0	0.11	0	0	0	0	1	0.14
297	0.13	0.77	0.00018	0.093	0	0.0001	0.0001	7.9e-06	1	0.14
298	0.036	0.86	0	0.1	0	0	0	0	1	0.14
299	0.06	0.84	0	0.1	0	0	0	0	1	0.14
300	0.12	0.78	0.00042	0.094	0	0.00023	0.00023	3.6e-05	1	0.14
301	0.012	0.88	4.2e-06	0.11	0	2.3e-06	2.3e-06	0.00046	1	0.14
302	0.0023	0.89	0	0.11	0	0	0	8.3e-05	1	0.14
303	0.0049	0.89	0	0.11	0	0	0	0.00021	1	0.14
304	0.0033	0.89	0	0.11	0	0	0	0.00013	1	0.14
305	0.026	0.87	5.5e-05	0.1	0	3e-05	3e-05	0.0011	1	0.14
306	0.00079	0.89	0	0.11	0	0	0	4.4e-06	1	0.14
307	0.15	0.75	0.0039	0.09	0	0.0021	0.0021	0.00025	1	0.14
308	0.0017	0.89	0	0.11	0	0	0	2.9e-05	1	0.14
309	0.042	0.85	0	0.1	0	0	0	0	1	0.14
310	0.00011	0.84	0	0.1	0	0	0	0.064	1	0.14
311	0.0062	0.89	0	0.11	0	0	0	0	1	0.14
312	0.022	0.87	3.3e-06	0.1	0	0	0	3.1e-05	1	0.14
313	0.014	0.88	3.7e-06	0.11	0	2e-06	2e-06	0.00019	1	0.14
314	0.27	0.64	0.0066	0.076	0	0.0036	0.0036	8e-06	1	0.14
315	0.89	0.094	7.7e-05	0.011	0	4.2e-05	4.2e-05	0	0	0.22
316	0.44	0.5	0.0017	0.06	0	0.00093	0.00093	0	1	0.14
317	0.015	0.88	2.9e-06	0.11	0	0	0	0.00011	1	0.14
318	0.058	0.84	0.00048	0.1	0	0.00026	0.00026	0.0011	1	0.14
319	0.077	0.75	0.039	0.09	0	0.021	0.021	0	1	0.14
320	0.012	0.88	0	0.11	0	0	0	3.1e-05	1	0.14
321	0.013	0.88	0	0.11	0	0	0	8.3e-06	1	0.14
322	0.0006	0.85	0	0.1	7e-06	0	0	0.049	1	0.14
323	0	0.81	0	0.097	0	0	0	0.093	1	0.14
324	0.026	0.87	3.9e-06	0.1	0	2.2e-06	2.2e-06	2.1e-05	1	0.14
325	0.031	0.86	0	0.1	0	0	0	0	1	0.14
326	0.11	0.8	7.8e-05	0.096	0	4.3e-05	4.3e-05	6.2e-06	1	0.14
327	0.79	0.19	0.001	0.023	0	0.00056	0.00056	0	0	0.22
328	0.028	0.85	0.0086	0.1	0	0.0047	0.0047	0	1	0.14
329	0	0.87	0	0.1	0	0	0	0.028	1	0.14
330	0.17	0.74	0.00061	0.089	0	0.00034	0.00034	1.7e-05	1	0.14
331	1.4e-05	0.85	0	0.1	0	0	0	0.052	1	0.14
332	0.033	0.86	7.4e-05	0.1	0	4e-05	4e-05	0.00074	1	0.14
333	0.0037	0.88	0	0.11	0	0	0	0.011	1	0.14
334	0.51	0.43	0.002	0.052	0	0.0011	0.0011	0	0	0.22
335	0.07	0.83	4.6e-05	0.1	0	2.5e-05	2.5e-05	1.5e-05	1	0.14
336	0.11	0.79	0.00087	0.095	0	0.00047	0.00047	0.00019	1	0.14
337	0.17	0.73	0.0012	0.088	0	0.00066	0.00066	4.6e-05	1	0.14
338	6.4e-06	0.84	0	0.1	0	0	0	0.059	1	0.14
339	0.0093	0.88	0	0.11	0	0	0	0	1	0.14
340	0.014	0.88	0	0.11	0	0	0	0	1	0.14
341	0.031	0.87	0	0.1	0	0	0	0	1	0.14
342	0.15	0.76	0.001	0.091	0	0.00055	0.00055	6.9e-05	1	0.14
343	0.00048	0.85	0	0.1	2.2e-06	0	0	0.047	1	0.14
344	0.13	0.78	0.00083	0.093	0	0.00045	0.00045	0.0001	1	0.14
345	0.021	0.87	1.4e-05	0.1	0	7.4e-06	7.4e-06	0.0003	1	0.14
346	0.00017	0.88	0	0.11	0	0	0	0.012	1	0.14
347	0.1	0.8	5.7e-05	0.096	0	3.1e-05	3.1e-05	4e-06	1	0.14
348	0.036	0.86	6.6e-05	0.1	0	3.6e-05	3.6e-05	0.00042	1	0.14
349	0.0037	0.89	0	0.11	0	0	0	0	1	0.14
350	0.58	0.3	0.04	0.036	0	0.022	0.022	3.2e-06	0	0.22
