SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
41	0.23	0	0.00057	0.23	0.00035	0.23	0	0	0.039	0.00035	0.23	0.00031	0	0.00057	0.00035	0.039	0.00035	0	0.14
42	0.23	0.00012	0.00074	0.23	0.00045	0.23	0	0	0.039	0.00045	0.23	0.0004	0	0.00074	0.00045	0.039	0.00045	0	0.14
43	0.21	0	0.016	0.21	0.01	0.21	0	0	0.036	0.01	0.21	0.0089	0	0.016	0.01	0.036	0.01	0	0.14
44	0.22	0.00015	0.0075	0.22	0.0046	0.22	0	7.3e-05	0.038	0.0046	0.22	0.004	0	0.0075	0.0046	0.038	0.0046	0	0.14
45	0.23	0	0.00063	0.23	0.00038	0.23	0	0	0.039	0.00038	0.23	0.00034	0	0.00063	0.00038	0.039	0.00038	0	0.14
46	0.22	3.7e-05	0.0088	0.22	0.0054	0.22	0	4.6e-05	0.038	0.0054	0.22	0.0048	0	0.0088	0.0054	0.038	0.0054	0	0.14
47	0.22	0.00014	0.013	0.22	0.0077	0.22	0	0.00036	0.037	0.0077	0.22	0.0068	0	0.013	0.0077	0.037	0.0077	0	0.14
48	0.17	0	0.047	0.17	0.029	0.17	0	0.012	0.03	0.029	0.17	0.026	0	0.047	0.029	0.03	0.029	0	0.14
49	0.2	6.5e-05	0.029	0.2	0.018	0.2	0	0.0039	0.033	0.018	0.2	0.016	0	0.029	0.018	0.033	0.018	0	0.14
50	0.14	0	0.081	0.14	0.05	0.14	0	0.0012	0.023	0.05	0.14	0.044	0	0.081	0.05	0.023	0.05	0	0.14
51	0.21	0	0.019	0.21	0.012	0.21	0	0	0.036	0.012	0.21	0.01	0	0.019	0.012	0.036	0.012	0	0.14
52	0.18	2.5e-06	0.041	0.18	0.025	0.18	0	0.0009	0.031	0.025	0.18	0.022	0	0.041	0.025	0.031	0.025	0	0.14
53	0.22	0.025	5.7e-05	0.22	3.5e-05	0.22	0	0	0.038	3.5e-05	0.22	3.1e-05	0	5.7e-05	3.5e-05	0.038	3.5e-05	0	0.14
54	0.19	8.5e-05	0.029	0.19	0.018	0.19	0	0.013	0.033	0.018	0.19	0.016	0	0.029	0.018	0.033	0.018	0	0.14
55	0.23	9.6e-06	0.0039	0.23	0.0024	0.23	0	2.8e-06	0.038	0.0024	0.23	0.0021	0	0.0039	0.0024	0.038	0.0024	0	0.14
56	0.15	0.25	5.9e-05	0.15	3.6e-05	0.15	0	0	0.026	3.6e-05	0.15	3.2e-05	0.083	5.9e-05	3.6e-05	0.026	3.6e-05	1	0.078
57	0.22	1.6e-05	0.0053	0.22	0.0032	0.22	0	8.5e-06	0.038	0.0032	0.22	0.0028	0	0.0053	0.0032	0.038	0.0032	0	0.14
58	0.23	1.7e-05	0.0036	0.23	0.0022	0.23	0	3.3e-06	0.039	0.0022	0.23	0.0019	0	0.0036	0.0022	0.039	0.0022	0	0.14
59	0.2	0.0001	0.026	0.2	0.016	0.2	0	0.0034	0.034	0.016	0.2	0.014	0	0.026	0.016	0.034	0.016	0	0.14
60	0.15	0	0.064	0.15	0.039	0.15	0	0.0086	0.026	0.039	0.15	0.035	0	0.064	0.039	0.026	0.039	0	0.14
61	0.2	0	0.027	0.2	0.017	0.2	0	0	0.034	0.017	0.2	0.015	0	0.027	0.017	0.034	0.017	0	0.14
62	0.22	0.064	0.00011	0.22	6.6e-05	0.22	0	0	0.037	6.6e-05	0.22	5.8e-05	8.1e-06	0.00011	6.6e-05	0.037	6.6e-05	0	0.14
63	0.22	6e-06	0.0094	0.22	0.0057	0.22	0	2e-05	0.037	0.0057	0.22	0.0051	0	0.0094	0.0057	0.037	0.0057	0	0.14
64	0.23	0	5.7e-05	0.23	3.5e-05	0.23	0	0	0.039	3.5e-05	0.23	3.1e-05	0	5.7e-05	3.5e-05	0.039	3.5e-05	0	0.14
65	0.22	1.5e-05	0.0099	0.22	0.006	0.22	0	4.3e-05	0.037	0.006	0.22	0.0053	0	0.0099	0.006	0.037	0.006	0	0.14
66	0.22	9.2e-05	0.0051	0.22	0.0031	0.22	0	2.4e-05	0.038	0.0031	0.22	0.0027	0	0.0051	0.0031	0.038	0.0031	0	0.14
67	0.19	4.3e-06	0.034	0.19	0.021	0.19	0	0.016	0.032	0.021	0.19	0.018	0	0.034	0.021	0.032	0.021	0	0.14
68	0.23	0	0.0036	0.23	0.0022	0.23	0	0	0.039	0.0022	0.23	0.0019	0	0.0036	0.0022	0.039	0.0022	0	0.14
69	0.19	0	0.028	0.19	0.017	0.19	0	0.033	0.032	0.017	0.19	0.015	0	0.028	0.017	0.032	0.017	0	0.14
70	0.22	7.6e-06	0.0052	0.22	0.0032	0.22	0	5.1e-06	0.038	0.0032	0.22	0.0028	0	0.0052	0.0032	0.038	0.0032	0	0.14
71	0.22	0.0018	0.0085	0.22	0.0052	0.22	0	0.00067	0.037	0.0052	0.22	0.0046	0	0.0085	0.0052	0.037	0.0052	0	0.14
72	0.19	0	0.039	0.19	0.024	0.19	0	0.00011	0.032	0.024	0.19	0.021	0	0.039	0.024	0.032	0.024	0	0.14
73	0.18	3.1e-06	0.045	0.18	0.028	0.18	0	0.0078	0.03	0.028	0.18	0.024	0	0.045	0.028	0.03	0.028	0	0.14
74	0.2	1.2e-05	0.031	0.2	0.019	0.2	0	0.001	0.033	0.019	0.2	0.016	0	0.031	0.019	0.033	0.019	0	0.14
75	0.23	8.4e-05	0.0017	0.23	0.001	0.23	0	0	0.039	0.001	0.23	0.0009	0	0.0017	0.001	0.039	0.001	0	0.14
76	0.2	0	0.026	0.2	0.016	0.2	0	4.3e-05	0.034	0.016	0.2	0.014	0	0.026	0.016	0.034	0.016	0	0.14
77	0.23	0	0.0014	0.23	0.00088	0.23	0	0	0.039	0.00088	0.23	0.00078	0	0.0014	0.00088	0.039	0.00088	0	0.14
78	0.21	0.067	0.00071	0.21	0.00044	0.21	0	1.3e-05	0.036	0.00044	0.21	0.00038	0.0046	0.00071	0.00044	0.036	0.00044	0	0.14
79	0.22	0.025	5.7e-05	0.22	3.5e-05	0.22	0	0	0.038	3.5e-05	0.22	3.1e-05	0	5.7e-05	3.5e-05	0.038	3.5e-05	0	0.14
80	0.22	8.9e-06	0.0058	0.22	0.0036	0.22	0	7.6e-06	0.038	0.0036	0.22	0.0031	0	0.0058	0.0036	0.038	0.0036	0	0.14
81	0.2	0	0.028	0.2	0.017	0.2	0	9.3e-05	0.034	0.017	0.2	0.015	0	0.028	0.017	0.034	0.017	0	0.14
82	0.11	0	0.1	0.11	0.064	0.11	0	0.00071	0.019	0.064	0.11	0.056	0	0.1	0.064	0.019	0.064	0	0.14
83	0.23	0	0.0037	0.23	0.0022	0.23	0	0	0.039	0.0022	0.23	0.002	0	0.0037	0.0022	0.039	0.0022	0	0.14
84	0.14	0	0.082	0.14	0.05	0.14	0	0.0061	0.023	0.05	0.14	0.044	0	0.082	0.05	0.023	0.05	0	0.14
85	0.22	1.8e-05	0.0082	0.22	0.005	0.22	0	3e-05	0.038	0.005	0.22	0.0045	0	0.0082	0.005	0.038	0.005	0	0.14
86	0.2	0	0.025	0.2	0.015	0.2	0	3.2e-05	0.034	0.015	0.2	0.013	0	0.025	0.015	0.034	0.015	0	0.14
87	0.22	0.0007	0.0063	0.22	0.0038	0.22	0	0.00016	0.038	0.0038	0.22	0.0034	0	0.0063	0.0038	0.038	0.0038	0	0.14
88	0.18	0	0.039	0.18	0.024	0.18	0	0.013	0.031	0.024	0.18	0.021	0	0.039	0.024	0.031	0.024	0	0.14
89	0.18	4.2e-06	0.034	0.18	0.021	0.18	0	0.03	0.031	0.021	0.18	0.018	0	0.034	0.021	0.031	0.021	0	0.14
90	0.2	0	0.029	0.2	0.017	0.2	0	2.8e-05	0.034	0.017	0.2	0.015	0	0.029	0.017	0.034	0.017	0	0.14
91	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0.016
92	0.21	0.0014	0.013	0.21	0.0079	0.21	0	0.002	0.037	0.0079	0.21	0.0069	0	0.013	0.0079	0.037	0.0079	0	0.14
93	0.2	0	0.014	0.2	0.0088	0.2	0	0.057	0.034	0.0088	0.2	0.0078	0	0.014	0.0088	0.034	0.0088	0	0.14
94	0.22	0.00098	0.0057	0.22	0.0035	0.22	0	0.00015	0.038	0.0035	0.22	0.0031	0	0.0057	0.0035	0.038	0.0035	0	0.14
95	0.23	0.00019	0.0028	0.23	0.0017	0.23	0	8.3e-06	0.039	0.0017	0.23	0.0015	0	0.0028	0.0017	0.039	0.0017	0	0.14
96	0.23	7.5e-05	0.00051	0.23	0.00031	0.23	0	0	0.039	0.00031	0.23	0.00027	0	0.00051	0.00031	0.039	0.00031	0	0.14
97	0.2	5.6e-06	0.027	0.2	0.016	0.2	0	0.00039	0.034	0.016	0.2	0.015	0	0.027	0.016	0.034	0.016	0	0.14
98	0.23	0.0066	2.5e-05	0.23	1.5e-05	0.23	0	0	0.039	1.5e-05	0.23	1.4e-05	0	2.5e-05	1.5e-05	0.039	1.5e-05	0	0.14
99	0.19	3.1e-05	0.031	0.19	0.019	0.19	0	0.014	0.033	0.019	0.19	0.017	0	0.031	0.019	0.033	0.019	0	0.14
100	0.19	1.7e-05	0.033	0.19	0.02	0.19	0	0.013	0.032	0.02	0.19	0.018	0	0.033	0.02	0.032	0.02	0	0.14
101	0.15	0	0.073	0.15	0.045	0.15	0	0.0044	0.025	0.045	0.15	0.039	0	0.073	0.045	0.025	0.045	0	0.14
102	0.2	4.4e-05	0.026	0.2	0.016	0.2	0	0.0018	0.034	0.016	0.2	0.014	0	0.026	0.016	0.034	0.016	0	0.14
103	0.23	0.013	0.001	0.23	0.00063	0.23	0	1e-05	0.039	0.00063	0.23	0.00056	0	0.001	0.00063	0.039	0.00063	0	0.14
104	0.2	9e-05	0.028	0.2	0.017	0.2	0	0.0058	0.033	0.017	0.2	0.015	0	0.028	0.017	0.033	0.017	0	0.14
105	0.23	0.00011	0.0039	0.23	0.0024	0.23	0	1.4e-05	0.038	0.0024	0.23	0.0021	0	0.0039	0.0024	0.038	0.0024	0	0.14
106	0.23	0	0.00072	0.23	0.00044	0.23	0	0	0.039	0.00044	0.23	0.00039	0	0.00072	0.00044	0.039	0.00044	0	0.14
107	0.2	6.5e-06	0.024	0.2	0.015	0.2	0	0.00029	0.035	0.015	0.2	0.013	0	0.024	0.015	0.035	0.015	0	0.14
108	0.19	0	0.026	0.19	0.016	0.19	0	0.023	0.033	0.016	0.19	0.014	0	0.026	0.016	0.033	0.016	0	0.14
109	0.2	0.00018	0.026	0.2	0.016	0.2	0	0.0077	0.034	0.016	0.2	0.014	0	0.026	0.016	0.034	0.016	0	0.14
110	0.23	0	0.00052	0.23	0.00032	0.23	0	0	0.039	0.00032	0.23	0.00028	0	0.00052	0.00032	0.039	0.00032	0	0.14
111	0.23	0.00033	0.0036	0.23	0.0022	0.23	0	2.2e-05	0.039	0.0022	0.23	0.0019	0	0.0036	0.0022	0.039	0.0022	0	0.14
112	0.13	0	0.087	0.13	0.053	0.13	0	0.0042	0.022	0.053	0.13	0.047	0	0.087	0.053	0.022	0.053	0	0.14
113	0.23	0.00056	0.0033	0.23	0.002	0.23	0	2.6e-05	0.039	0.002	0.23	0.0018	0	0.0033	0.002	0.039	0.002	0	0.14
114	0.15	0	0.07	0.15	0.043	0.15	0	2.5e-05	0.025	0.043	0.15	0.038	0	0.07	0.043	0.025	0.043	0	0.14
115	0.19	0	0.022	0.19	0.014	0.19	0	0.058	0.033	0.014	0.19	0.012	0	0.022	0.014	0.033	0.014	0	0.14
116	0.18	0	0.043	0.18	0.026	0.18	0	7e-05	0.031	0.026	0.18	0.023	0	0.043	0.026	0.031	0.026	0	0.14
117	0.11	0	0.1	0.11	0.064	0.11	0	0.0029	0.019	0.064	0.11	0.056	0	0.1	0.064	0.019	0.064	0	0.14
118	0.15	0	0.072	0.15	0.044	0.15	0	0.0073	0.025	0.044	0.15	0.039	0	0.072	0.044	0.025	0.044	0	0.14
119	0.22	0	0.011	0.22	0.0069	0.22	0	0	0.037	0.0069	0.22	0.0061	0	0.011	0.0069	0.037	0.0069	0	0.14
120	0.21	0	0.018	0.21	0.011	0.21	0	4.3e-06	0.036	0.011	0.21	0.0095	0	0.018	0.011	0.036	0.011	0	0.14
121	0.15	0	0.07	0.15	0.042	0.15	0	0.00011	0.026	0.042	0.15	0.038	0	0.07	0.042	0.026	0.042	0	0.14
122	0.19	1.8e-05	0.036	0.19	0.022	0.19	0	0.0087	0.032	0.022	0.19	0.019	0	0.036	0.022	0.032	0.022	0	0.14
123	0.23	3e-06	0.00036	0.23	0.00022	0.23	0	0	0.039	0.00022	0.23	0.00019	0	0.00036	0.00022	0.039	0.00022	0	0.14
124	0.18	4.1e-06	0.043	0.18	0.026	0.18	0	0.0018	0.031	0.026	0.18	0.023	0	0.043	0.026	0.031	0.026	0	0.14
125	0.0083	0	0.18	0.0083	0.11	0.0083	0	0.061	0.0014	0.11	0.0083	0.098	0	0.18	0.11	0.0014	0.11	2	0.22
126	0.22	0.046	0.00034	0.22	0.00021	0.22	0	1.5e-06	0.037	0.00021	0.22	0.00018	3.3e-05	0.00034	0.00021	0.037	0.00021	0	0.14
127	0.22	0	0.0075	0.22	0.0046	0.22	0	3.6e-06	0.038	0.0046	0.22	0.0041	0	0.0075	0.0046	0.038	0.0046	0	0.14
128	0.22	0	0.0072	0.22	0.0044	0.22	0	0	0.038	0.0044	0.22	0.0039	0	0.0072	0.0044	0.038	0.0044	0	0.14
129	0.22	0.021	0.001	0.22	0.00063	0.22	0	1.4e-05	0.038	0.00063	0.22	0.00056	6.6e-06	0.001	0.00063	0.038	0.00063	0	0.14
130	0.2	8.9e-06	0.022	0.2	0.014	0.2	0	0.0003	0.035	0.014	0.2	0.012	0	0.022	0.014	0.035	0.014	0	0.14
131	0.2	0	0.031	0.2	0.019	0.2	0	3.8e-05	0.033	0.019	0.2	0.017	0	0.031	0.019	0.033	0.019	0	0.14
132	0.23	0	0.0017	0.23	0.0011	0.23	0	0	0.039	0.0011	0.23	0.00094	0	0.0017	0.0011	0.039	0.0011	0	0.14
133	0.22	9.7e-06	0.007	0.22	0.0043	0.22	0	1.3e-05	0.038	0.0043	0.22	0.0038	0	0.007	0.0043	0.038	0.0043	0	0.14
134	0.15	0	0.067	0.15	0.041	0.15	0	0.00043	0.026	0.041	0.15	0.036	0	0.067	0.041	0.026	0.041	0	0.14
135	0.19	0	0.031	0.19	0.019	0.19	0	0.02	0.032	0.019	0.19	0.017	0	0.031	0.019	0.032	0.019	0	0.14
136	0.2	0	0.028	0.2	0.017	0.2	0	4.7e-06	0.034	0.017	0.2	0.015	0	0.028	0.017	0.034	0.017	0	0.14
137	0.19	0	0.031	0.19	0.019	0.19	0	0.00024	0.033	0.019	0.19	0.017	0	0.031	0.019	0.033	0.019	0	0.14
138	0.2	1.3e-05	0.028	0.2	0.017	0.2	0	0.00085	0.034	0.017	0.2	0.015	0	0.028	0.017	0.034	0.017	0	0.14
139	0.22	0.0024	0.01	0.22	0.0063	0.22	0	0.0014	0.037	0.0063	0.22	0.0056	0	0.01	0.0063	0.037	0.0063	0	0.14
140	0.21	7.6e-05	0.018	0.21	0.011	0.21	0	0.00068	0.036	0.011	0.21	0.0097	0	0.018	0.011	0.036	0.011	0	0.14
141	0.19	0	0.031	0.19	0.019	0.19	0	0.034	0.032	0.019	0.19	0.017	0	0.031	0.019	0.032	0.019	0	0.14
142	0.22	0.0029	0.0066	0.22	0.0041	0.22	0	0.00047	0.038	0.0041	0.22	0.0036	0	0.0066	0.0041	0.038	0.0041	0	0.14
143	0.2	0.0005	0.023	0.2	0.014	0.2	0	0.0081	0.034	0.014	0.2	0.012	0	0.023	0.014	0.034	0.014	0	0.14
144	0.23	3.9e-05	0.0012	0.23	0.00074	0.23	0	0	0.039	0.00074	0.23	0.00065	0	0.0012	0.00074	0.039	0.00074	0	0.14
145	0.16	0	0.062	0.16	0.038	0.16	0	0.00085	0.027	0.038	0.16	0.033	0	0.062	0.038	0.027	0.038	0	0.14
146	0.23	0	0.0029	0.23	0.0017	0.23	0	0	0.039	0.0017	0.23	0.0015	0	0.0029	0.0017	0.039	0.0017	0	0.14
147	0.045	0	0.16	0.045	0.099	0.045	0	0.00039	0.0077	0.099	0.045	0.087	0	0.16	0.099	0.0077	0.099	2	0.22
148	0.21	1.4e-05	0.018	0.21	0.011	0.21	0	0.00023	0.036	0.011	0.21	0.01	0	0.018	0.011	0.036	0.011	0	0.14
149	0.14	0	0.068	0.14	0.041	0.14	0	0.053	0.024	0.041	0.14	0.037	0	0.068	0.041	0.024	0.041	0	0.14
150	0.19	0	0.036	0.19	0.022	0.19	0	0.00011	0.032	0.022	0.19	0.019	0	0.036	0.022	0.032	0.022	0	0.14
151	0.18	2.4e-06	0.042	0.18	0.026	0.18	0	0.011	0.031	0.026	0.18	0.023	0	0.042	0.026	0.031	0.026	0	0.14
152	0.048	0	0.16	0.048	0.097	0.048	0	0.00034	0.0082	0.097	0.048	0.085	0	0.16	0.097	0.0082	0.097	2	0.22
153	0.12	0	0.096	0.12	0.058	0.12	0	1.2e-05	0.021	0.058	0.12	0.052	0	0.096	0.058	0.021	0.058	0	0.14
154	0.23	0.00026	0.0014	0.23	0.00086	0.23	0	0	0.039	0.00086	0.23	0.00076	0	0.0014	0.00086	0.039	0.00086	0	0.14
155	0.22	0.055	1.9e-06	0.22	1.1e-06	0.22	0	0	0.037	1.1e-06	0.22	1e-06	0	1.9e-06	1.1e-06	0.037	1.1e-06	0	0.14
156	0.22	0	0.0072	0.22	0.0044	0.22	0	0	0.038	0.0044	0.22	0.0039	0	0.0072	0.0044	0.038	0.0044	0	0.14
157	0.22	0	0.0084	0.22	0.0051	0.22	0	0	0.038	0.0051	0.22	0.0045	0	0.0084	0.0051	0.038	0.0051	0	0.14
158	0.028	0	0.18	0.028	0.11	0.028	0	0.0003	0.0048	0.11	0.028	0.095	0	0.18	0.11	0.0048	0.11	2	0.22
159	0.22	0.0013	0.0053	0.22	0.0032	0.22	0	0.00015	0.038	0.0032	0.22	0.0029	0	0.0053	0.0032	0.038	0.0032	0	0.14
160	0.21	8.9e-06	0.018	0.21	0.011	0.21	0	0.00015	0.036	0.011	0.21	0.0096	0	0.018	0.011	0.036	0.011	0	0.14
161	0.22	0.00053	0.0065	0.22	0.004	0.22	0	0.00015	0.038	0.004	0.22	0.0035	0	0.0065	0.004	0.038	0.004	0	0.14
162	0.22	0.00042	0.0048	0.22	0.0029	0.22	0	5.7e-05	0.038	0.0029	0.22	0.0026	0	0.0048	0.0029	0.038	0.0029	0	0.14
163	0.22	0.00042	0.0048	0.22	0.0029	0.22	0	5.7e-05	0.038	0.0029	0.22	0.0026	0	0.0048	0.0029	0.038	0.0029	0	0.14
164	0.21	2.7e-06	0.018	0.21	0.011	0.21	0	6.6e-05	0.036	0.011	0.21	0.0095	0	0.018	0.011	0.036	0.011	0	0.14
165	0.2	0	0.027	0.2	0.017	0.2	0	1.6e-05	0.034	0.017	0.2	0.015	0	0.027	0.017	0.034	0.017	0	0.14
166	0.23	3.7e-06	0.00038	0.23	0.00023	0.23	0	0	0.039	0.00023	0.23	0.0002	0	0.00038	0.00023	0.039	0.00023	0	0.14
167	0.22	0	0.0085	0.22	0.0052	0.22	0	0	0.038	0.0052	0.22	0.0046	0	0.0085	0.0052	0.038	0.0052	0	0.14
168	0.22	0.02	0.0011	0.22	0.00066	0.22	0	1.5e-05	0.038	0.00066	0.22	0.00058	6.3e-06	0.0011	0.00066	0.038	0.00066	0	0.14
169	0.063	0	0.15	0.063	0.089	0.063	0	1.6e-05	0.011	0.089	0.063	0.079	0	0.15	0.089	0.011	0.089	2	0.22
170	0.22	0.0013	0.0053	0.22	0.0032	0.22	0	0.00015	0.038	0.0032	0.22	0.0029	0	0.0053	0.0032	0.038	0.0032	0	0.14
171	0.19	1.3e-05	0.032	0.19	0.019	0.19	0	0.017	0.032	0.019	0.19	0.017	0	0.032	0.019	0.032	0.019	0	0.14
172	0.14	0	0.082	0.14	0.05	0.14	0	1.4e-05	0.023	0.05	0.14	0.044	0	0.082	0.05	0.023	0.05	0	0.14
173	0.23	0.0035	0.003	0.23	0.0018	0.23	0	6.3e-05	0.039	0.0018	0.23	0.0016	0	0.003	0.0018	0.039	0.0018	0	0.14
174	0.15	0	0.07	0.15	0.043	0.15	0	0.005	0.025	0.043	0.15	0.038	0	0.07	0.043	0.025	0.043	0	0.14
175	0.21	0	0.017	0.21	0.01	0.21	0	0.021	0.035	0.01	0.21	0.0091	0	0.017	0.01	0.035	0.01	0	0.14
176	0.22	0	0.013	0.22	0.0081	0.22	0	7.2e-06	0.037	0.0081	0.22	0.0071	0	0.013	0.0081	0.037	0.0081	0	0.14
177	0.21	0	0.022	0.21	0.013	0.21	0	2.9e-05	0.035	0.013	0.21	0.012	0	0.022	0.013	0.035	0.013	0	0.14
178	0.22	0.00066	0.0068	0.22	0.0041	0.22	0	0.00019	0.038	0.0041	0.22	0.0037	0	0.0068	0.0041	0.038	0.0041	0	0.14
179	0.081	0	0.13	0.081	0.079	0.081	0	0.00054	0.014	0.079	0.081	0.07	0	0.13	0.079	0.014	0.079	2	0.22
