SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
185	0.79	0	0	0.11	0	0	0	0.1	0	0	0.14
186	0.78	2e-05	1.2e-05	0.11	0	0	9.7e-06	0.1	0	0	0.14
187	0.83	0.028	0.016	0.001	0.0011	0	0.013	0.11	0	0	0.14
188	0.87	0.0056	0.0031	2.6e-06	0	0	0.0026	0.11	0	0	0.14
189	0.82	0.032	0.018	0.0023	0.0027	0	0.015	0.11	0	0	0.14
190	0.62	0.14	0.08	0	0.0041	0	0.068	0.082	0	0	0.14
191	0.88	0.0008	0.00045	0	0	0	0.00038	0.12	0	0	0.14
192	0.85	0.019	0.01	0.0005	0.00017	0	0.0088	0.11	0	0	0.14
193	0.56	0.17	0.094	0	0.021	0	0.079	0.074	0	0	0.14
194	0	0	0	0.00049	0	0	0	0	1	8	0.016
195	0.69	0.1	0.059	0	0.00019	0	0.05	0.091	0	0	0.14
196	0.88	0.00085	0.00048	0	0	0	0.0004	0.12	0	0	0.14
197	0.75	0.074	0.042	0	0.00012	0	0.035	0.099	0	0	0.14
198	0.17	0.37	0.21	0	0.042	0	0.18	0.023	0	1	0.22
199	0.48	0.22	0.13	0	0.004	0	0.11	0.063	0	0	0.14
200	0.77	0.066	0.037	7.1e-06	0.00046	0	0.031	0.1	0	0	0.14
201	0.83	0.028	0.016	0	6.3e-06	0	0.013	0.11	0	0	0.14
202	0.88	2.3e-05	1.3e-05	0	0	0	1.1e-05	0.12	0	0	0.14
203	0.88	0.0032	0.0018	8.2e-06	0	0	0.0015	0.12	0	0	0.14
204	0.35	0.3	0.17	0	0.0021	0	0.14	0.046	0	0	0.14
205	0.85	0.016	0.0092	0.0019	0.00029	0	0.0077	0.11	0	0	0.14
206	0.83	0.029	0.016	0.00013	0.00022	0	0.014	0.11	0	0	0.14
207	0.81	0.039	0.022	3.5e-05	0.00023	0	0.019	0.11	0	0	0.14
208	0.81	0.04	0.023	6.2e-06	7.8e-05	0	0.019	0.11	0	0	0.14
209	0.88	0.003	0.0017	0	0	0	0.0014	0.12	0	0	0.14
210	0.66	0.11	0.061	0	0.036	0	0.051	0.086	0	0	0.14
211	0.81	0.04	0.022	0.0021	0.0038	0	0.019	0.11	0	0	0.14
212	0.53	0.19	0.11	0	0.0015	0	0.092	0.07	0	0	0.14
213	0.88	0.0016	0.00093	1.8e-05	0	0	0.00078	0.12	0	0	0.14
214	0.66	0.11	0.062	1.2e-05	0.03	0	0.052	0.087	0	0	0.14
215	0.88	0.0029	0.0016	1.2e-05	0	0	0.0014	0.12	0	0	0.14
216	0.87	0.0036	0.0021	0.013	2.2e-05	0	0.0017	0.11	3.9e-06	0	0.14
217	0.56	0.18	0.1	0	0.0079	0	0.084	0.073	0	0	0.14
218	0.72	0.067	0.038	0	0.044	0	0.032	0.095	0	0	0.14
219	0.86	0.00035	0.0002	0.022	0	0	0.00016	0.11	0	0	0.14
220	0.68	0.092	0.052	0	0.049	0	0.044	0.089	0	0	0.14
221	0.81	0.042	0.023	0.00038	0.0013	0	0.02	0.11	0	0	0.14
222	0.47	0	0	0.47	0	0	0	0.061	0	3	0.078
223	0.88	0.0016	0.00091	0.00013	0	0	0.00076	0.12	0	0	0.14
224	0.76	0.069	0.039	5.1e-05	0.0016	0	0.033	0.1	0	0	0.14
225	0.37	0.29	0.16	0	0.0017	0	0.14	0.048	0	0	0.14
226	0.66	0.11	0.063	1.5e-05	0.028	0	0.053	0.087	0	0	0.14
227	0.88	0.0031	0.0017	8.1e-05	0	0	0.0015	0.12	0	0	0.14
228	0.8	0.047	0.027	0	0	0	0.022	0.1	0	0	0.14
229	0.88	0.0043	0.0024	0.00046	3.7e-06	0	0.0021	0.12	0	0	0.14
230	0.65	0.13	0.072	1.3e-05	0.0094	0	0.06	0.085	0	0	0.14
231	0.88	0.0037	0.0021	0.00019	0	0	0.0018	0.12	0	0	0.14
232	0.71	0.096	0.054	0	3.5e-06	0	0.045	0.093	0	0	0.14
233	0.87	0.0077	0.0043	3.3e-06	0	0	0.0037	0.11	0	0	0.14
234	0.87	0.01	0.0056	2e-05	4.2e-06	0	0.0047	0.11	0	0	0.14
235	0.85	0.017	0.0094	0.00043	0.00011	0	0.0079	0.11	0	0	0.14
236	0.81	0.034	0.019	0.0067	0.0048	0	0.016	0.11	0.00023	0	0.14
237	0.82	0.037	0.021	7.8e-05	0.00034	0	0.018	0.11	0	0	0.14
238	0.87	0.0086	0.0049	0	0	0	0.0041	0.11	0	0	0.14
239	0.87	0.0076	0.0043	0.0045	7.1e-05	0	0.0036	0.11	0	0	0.14
240	0.88	0.0042	0.0023	1.5e-05	0	0	0.002	0.12	0	0	0.14
241	0.88	0.0022	0.0013	0.00013	0	0	0.0011	0.12	0	0	0.14
242	0.73	0.083	0.047	0.00016	0.0089	0	0.039	0.095	0	0	0.14
243	0.7	0.057	0.032	0	0.086	0	0.027	0.093	0	0	0.14
244	0.88	0.0027	0.0015	0.00015	0	0	0.0013	0.12	0	0	0.14
245	0.88	0.0031	0.0018	0.00046	0	0	0.0015	0.12	0	0	0.14
246	0.63	0.14	0.079	0	0.0014	0	0.066	0.083	0	0	0.14
247	0.82	0.035	0.02	0.00022	0.00057	0	0.017	0.11	0	0	0.14
248	0.8	0.047	0.026	0	2.6e-06	0	0.022	0.11	0	0	0.14
249	0.88	7.9e-05	4.5e-05	0	0	0	3.8e-05	0.12	0	0	0.14
250	0.88	7.1e-05	4e-05	0.0048	0	0	3.4e-05	0.12	0	0	0.14
251	0.84	0.022	0.012	0.00026	0.00017	0	0.01	0.11	0	0	0.14
252	0.88	0.00047	0.00026	2.2e-05	0	0	0.00022	0.12	0	0	0.14
253	0.86	0.00063	0.00036	0.023	0	0	0.0003	0.11	0	0	0.14
254	0.75	5.2e-05	2.9e-05	0.15	0	0	2.4e-05	0.099	7e-05	0	0.14
255	0.65	0.1	0.059	0	0.05	0	0.05	0.086	0	0	0.14
256	0.53	0.2	0.11	0	0.002	0	0.094	0.069	0	0	0.14
257	0.86	0.014	0.0079	0.0017	0.00018	0	0.0066	0.11	0	0	0.14
258	0.74	0.058	0.033	0	0.044	0	0.027	0.097	0	0	0.14
259	0.84	0.024	0.013	0.0011	0.00056	0	0.011	0.11	0	0	0.14
260	0.77	0.066	0.037	0	8.5e-05	0	0.031	0.1	0	0	0.14
261	0.84	0.024	0.014	0.00031	0.00026	0	0.012	0.11	0	0	0.14
262	0.82	0.0032	0.0018	0	0.066	0	0.0015	0.11	0	0	0.14
263	0.86	0.011	0.0061	1.5e-05	4.2e-06	0	0.0051	0.11	0	0	0.14
264	0.88	0.0011	0.00063	0	0	0	0.00053	0.12	0	0	0.14
265	0.82	0.033	0.019	1.2e-05	7.1e-05	0	0.016	0.11	0	0	0.14
266	0.84	0.027	0.015	0.00014	0.00019	0	0.013	0.11	0	0	0.14
267	0.88	0	0	2.1e-05	0	0	0	0.12	0	0	0.14
268	0.88	0.00076	0.00043	0	0	0	0.00036	0.12	0	0	0.14
269	0.88	0.0018	0.001	0	0	0	0.00086	0.12	0	0	0.14
270	0.88	2.1e-05	1.2e-05	0	0	0	1e-05	0.12	0	0	0.14
271	0.85	0.019	0.011	0	0	0	0.0089	0.11	0	0	0.14
272	0.81	0.038	0.022	2.2e-05	0.00016	0	0.018	0.11	0	0	0.14
273	0.86	0.016	0.0089	3.1e-06	4.1e-06	0	0.0074	0.11	0	0	0.14
274	0.81	0.039	0.022	1.4e-05	0.00011	0	0.018	0.11	0	0	0.14
275	0.56	0.11	0.063	0	0.14	0	0.053	0.074	0	0	0.14
276	0.77	0.036	0.02	0	0.057	0	0.017	0.1	0	0	0.14
277	0.82	0.033	0.019	0.00014	0.00036	0	0.016	0.11	0	0	0.14
278	0.32	0.26	0.15	0	0.11	0	0.12	0.042	0	0	0.14
279	0	0	0	7.4e-05	0	0	0	0	1	8	0.016
280	0.87	0.0066	0.0037	4.9e-06	0	0	0.0031	0.11	0	0	0.14
281	0.87	0.0044	0.0025	0.0054	1.9e-05	0	0.0021	0.11	0	0	0.14
282	0.79	0.053	0.03	0	0	0	0.025	0.1	0	0	0.14
283	0.56	0.18	0.1	0	0.0001	0	0.086	0.073	0	0	0.14
284	0.68	0.083	0.047	0	0.058	0	0.039	0.09	0	0	0.14
285	0.77	0.061	0.034	5.9e-05	0.0012	0	0.029	0.1	0	0	0.14
286	0.72	0.085	0.048	0.00015	0.0094	0	0.04	0.095	0	0	0.14
287	0.87	0.0081	0.0046	6.4e-05	5.1e-06	0	0.0038	0.11	0	0	0.14
288	0.88	0.00014	7.6e-05	0.00032	0	0	6.4e-05	0.12	0	0	0.14
289	0.87	0.0053	0.003	0.00065	7.7e-06	0	0.0025	0.11	0	0	0.14
290	0.88	0.004	0.0023	9.1e-06	0	0	0.0019	0.12	0	0	0.14
291	0.79	0	0	0.1	0	0	0	0.1	0	0	0.14
292	0.72	0.087	0.049	6.7e-05	0.0048	0	0.041	0.095	0	0	0.14
293	0.78	0.059	0.033	3.8e-05	0.00079	0	0.028	0.1	0	0	0.14
294	0.74	0.08	0.045	4.1e-05	0.0022	0	0.038	0.097	0	0	0.14
295	0.82	0.00016	9.2e-05	0.074	0	0	7.7e-05	0.11	1.6e-05	0	0.14
296	0.88	0.0017	0.00096	0	0	0	0.00081	0.12	0	0	0.14
297	0.77	0.066	0.037	7.9e-06	0.00037	0	0.031	0.1	0	0	0.14
298	0.85	0.018	0.0099	0	0	0	0.0084	0.11	0	0	0.14
299	0.83	0.029	0.017	0	0	0	0.014	0.11	0	0	0.14
300	0.77	0.061	0.035	3.6e-05	0.00085	0	0.029	0.1	0	0	0.14
301	0.87	0.006	0.0034	0.00046	8.5e-06	0	0.0028	0.11	0	0	0.14
302	0.88	0.0011	0.00063	8.3e-05	0	0	0.00053	0.12	0	0	0.14
303	0.88	0.0024	0.0013	0.00021	0	0	0.0011	0.12	0	0	0.14
304	0.88	0.0016	0.00091	0.00013	0	0	0.00076	0.12	0	0	0.14
305	0.86	0.013	0.0073	0.0011	0.00011	0	0.0062	0.11	0	0	0.14
306	0.88	0.00039	0.00022	4.4e-06	0	0	0.00019	0.12	0	0	0.14
307	0.74	0.075	0.042	0.00025	0.0079	0	0.036	0.097	0	0	0.14
308	0.88	0.00086	0.00048	2.9e-05	0	0	0.00041	0.12	0	0	0.14
309	0.85	0.021	0.012	0	0	0	0.0099	0.11	0	0	0.14
310	0.83	5.3e-05	3e-05	0.064	0	0	2.5e-05	0.11	0	0	0.14
311	0.88	0.003	0.0017	0	0	0	0.0014	0.12	0	0	0.14
312	0.86	0.011	0.0061	3.1e-05	6.7e-06	0	0.0051	0.11	0	0	0.14
313	0.87	0.0071	0.004	0.00019	7.4e-06	0	0.0033	0.11	0	0	0.14
314	0.63	0.13	0.076	8e-06	0.013	0	0.064	0.083	0	0	0.14
315	0.093	0.44	0.25	0	0.00015	0	0.21	0.012	0	1	0.22
316	0.49	0.21	0.12	0	0.0034	0	0.1	0.065	0	0	0.14
317	0.87	0.0074	0.0042	0.00011	5.9e-06	0	0.0035	0.11	0	0	0.14
318	0.83	0.029	0.016	0.0011	0.00096	0	0.014	0.11	0	0	0.14
319	0.75	0.038	0.021	0	0.079	0	0.018	0.098	0	0	0.14
320	0.87	0.0057	0.0032	3.1e-05	0	0	0.0027	0.11	0	0	0.14
321	0.87	0.0063	0.0035	8.3e-06	0	0	0.003	0.11	0	0	0.14
322	0.84	0.0003	0.00017	0.049	0	0	0.00014	0.11	7e-06	0	0.14
323	0.8	0	0	0.093	0	0	0	0.11	0	0	0.14
324	0.86	0.013	0.0071	2.1e-05	8e-06	0	0.006	0.11	0	0	0.14
325	0.86	0.015	0.0087	0	0	0	0.0073	0.11	0	0	0.14
326	0.79	0.052	0.029	6.2e-06	0.00016	0	0.025	0.1	0	0	0.14
327	0.19	0.39	0.22	0	0.0021	0	0.18	0.025	0	1	0.22
328	0.84	0.014	0.0078	0	0.017	0	0.0065	0.11	0	0	0.14
329	0.86	0	0	0.028	0	0	0	0.11	0	0	0.14
330	0.73	0.085	0.048	1.7e-05	0.0012	0	0.04	0.096	0	0	0.14
331	0.84	7.1e-06	4e-06	0.052	0	0	3.4e-06	0.11	0	0	0.14
