SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0
22	0.003	0.14	0.14	0.0051	0.14	0.14	0.0051	0.0034	0.14	0.0034	0.14	0	1e-05	0.14	0	0	2.6e-05	0.0034	0.0034	1	0.14
23	0.0025	0.14	0.14	0.0043	0.14	0.14	0.0043	0.0028	0.14	0.0028	0.14	0	2.3e-06	0.14	0	0	5.3e-06	0.0028	0.0028	1	0.14
24	0.00038	0.14	0.14	0.00064	0.14	0.14	0.00064	0.00042	0.14	0.00042	0.14	0	0	0.14	0	0	1.8e-05	0.00042	0.00042	1	0.14
25	0.021	0.12	0.12	0.036	0.12	0.12	0.036	0.024	0.12	0.024	0.12	0	0.0016	0.12	0	0	1.3e-05	0.024	0.024	1	0.14
26	0.00089	0.14	0.14	0.0015	0.14	0.14	0.0015	0.00099	0.14	0.00099	0.14	0	0	0.14	0	0	1.2e-05	0.00099	0.00099	1	0.14
27	0.034	0.098	0.098	0.058	0.098	0.098	0.058	0.038	0.098	0.038	0.098	0	0.014	0.098	0	0	3.5e-06	0.038	0.038	1	0.14
28	0.0079	0.13	0.13	0.013	0.13	0.13	0.013	0.0088	0.13	0.0088	0.13	0	0.0001	0.13	0	0	1.9e-05	0.0088	0.0088	1	0.14
29	0.002	0.14	0.14	0.0033	0.14	0.14	0.0033	0.0022	0.14	0.0022	0.14	0	2.1e-05	0.14	0	0	0.00044	0.0022	0.0022	1	0.14
30	0.032	0.1	0.1	0.054	0.1	0.1	0.054	0.035	0.1	0.035	0.1	0	1.6e-05	0.1	0	0	0	0.035	0.035	1	0.14
31	0.0015	0.14	0.14	0.0026	0.14	0.14	0.0026	0.0017	0.14	0.0017	0.14	0	0	0.14	0	0	1.7e-05	0.0017	0.0017	1	0.14
32	0.0078	0.13	0.13	0.013	0.13	0.13	0.013	0.0086	0.13	0.0086	0.13	0	0.00084	0.13	0	0	0.00047	0.0086	0.0086	1	0.14
33	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	0	0.14	0	0	2.6e-05	0.0018	0.0018	1	0.14
34	0.071	0.054	0.054	0.12	0.054	0.054	0.12	0.079	0.054	0.079	0.054	0	4.6e-06	0.054	0	0	0	0.079	0.079	3	0.22
35	0.013	0.13	0.13	0.023	0.13	0.13	0.023	0.015	0.13	0.015	0.13	0	3e-06	0.13	0	0	0	0.015	0.015	1	0.14
36	0.046	0.085	0.085	0.077	0.085	0.085	0.077	0.051	0.085	0.051	0.085	0	0.0012	0.085	0	0	0	0.051	0.051	1	0.14
37	0.045	0.086	0.086	0.076	0.086	0.086	0.076	0.05	0.086	0.05	0.086	0	0.0023	0.086	0	0	0	0.05	0.05	1	0.14
38	0.0078	0.13	0.13	0.013	0.13	0.13	0.013	0.0087	0.13	0.0087	0.13	0	3.3e-05	0.13	0	0	3.4e-06	0.0087	0.0087	1	0.14
39	0.0091	0.13	0.13	0.015	0.13	0.13	0.015	0.01	0.13	0.01	0.13	0	0.00062	0.13	0	0	0.00015	0.01	0.01	1	0.14
40	0.0084	0.13	0.13	0.014	0.13	0.13	0.014	0.0093	0.13	0.0093	0.13	0	0.00023	0.13	0	0	4.9e-05	0.0093	0.0093	1	0.14
41	0.00032	0.14	0.14	0.00054	0.14	0.14	0.00054	0.00036	0.14	0.00036	0.14	0	0	0.14	0	0	0	0.00036	0.00036	1	0.14
42	0.00042	0.14	0.14	0.00071	0.14	0.14	0.00071	0.00047	0.14	0.00047	0.14	0	0	0.14	0	0	0.00012	0.00047	0.00047	1	0.14
43	0.0093	0.13	0.13	0.016	0.13	0.13	0.016	0.01	0.13	0.01	0.13	0	0	0.13	0	0	0	0.01	0.01	1	0.14
44	0.0042	0.14	0.14	0.0071	0.14	0.14	0.0071	0.0047	0.14	0.0047	0.14	0	7.3e-05	0.14	0	0	0.00015	0.0047	0.0047	1	0.14
45	0.00035	0.14	0.14	0.0006	0.14	0.14	0.0006	0.00039	0.14	0.00039	0.14	0	0	0.14	0	0	0	0.00039	0.00039	1	0.14
46	0.005	0.14	0.14	0.0084	0.14	0.14	0.0084	0.0056	0.14	0.0056	0.14	0	4.7e-05	0.14	0	0	3.7e-05	0.0056	0.0056	1	0.14
47	0.0071	0.13	0.13	0.012	0.13	0.13	0.012	0.0079	0.13	0.0079	0.13	0	0.00036	0.13	0	0	0.00014	0.0079	0.0079	1	0.14
48	0.027	0.11	0.11	0.045	0.11	0.11	0.045	0.03	0.11	0.03	0.11	0	0.012	0.11	0	0	0	0.03	0.03	1	0.14
49	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	0.0039	0.12	0	0	6.5e-05	0.018	0.018	1	0.14
50	0.046	0.085	0.085	0.078	0.085	0.085	0.078	0.051	0.085	0.051	0.085	0	0.0012	0.085	0	0	0	0.051	0.051	1	0.14
51	0.011	0.13	0.13	0.018	0.13	0.13	0.018	0.012	0.13	0.012	0.13	0	0	0.13	0	0	0	0.012	0.012	1	0.14
52	0.023	0.11	0.11	0.039	0.11	0.11	0.039	0.025	0.11	0.025	0.11	0	0.0009	0.11	0	0	2.5e-06	0.025	0.025	1	0.14
53	3.2e-05	0.14	0.14	5.5e-05	0.14	0.14	5.5e-05	3.6e-05	0.14	3.6e-05	0.14	0	0	0.14	5.2e-06	0	0.025	3.6e-05	3.6e-05	1	0.14
54	0.016	0.12	0.12	0.028	0.12	0.12	0.028	0.018	0.12	0.018	0.12	0	0.013	0.12	0	0	8.5e-05	0.018	0.018	1	0.14
55	0.0022	0.14	0.14	0.0037	0.14	0.14	0.0037	0.0024	0.14	0.0024	0.14	0	2.8e-06	0.14	0	0	9.6e-06	0.0024	0.0024	1	0.14
56	3.3e-05	0.096	0.096	5.6e-05	0.096	0.096	5.6e-05	3.7e-05	0.096	3.7e-05	0.096	0	0	0.096	1.7e-05	0.083	0.25	3.7e-05	3.7e-05	16	0.078
57	0.003	0.14	0.14	0.005	0.14	0.14	0.005	0.0033	0.14	0.0033	0.14	0	8.5e-06	0.14	0	0	1.6e-05	0.0033	0.0033	1	0.14
58	0.002	0.14	0.14	0.0034	0.14	0.14	0.0034	0.0023	0.14	0.0023	0.14	0	3.3e-06	0.14	0	0	1.7e-05	0.0023	0.0023	1	0.14
59	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.016	0.12	0.016	0.12	0	0.0034	0.12	0	0	0.0001	0.016	0.016	1	0.14
60	0.036	0.096	0.096	0.061	0.096	0.096	0.061	0.04	0.096	0.04	0.096	0	0.0086	0.096	0	0	0	0.04	0.04	1	0.14
61	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	0	0.12	0	0	0	0.017	0.017	1	0.14
62	6.1e-05	0.13	0.13	0.0001	0.13	0.13	0.0001	6.8e-05	0.13	6.8e-05	0.13	0	0	0.13	8.4e-06	8.1e-06	0.064	6.8e-05	6.8e-05	1	0.14
63	0.0053	0.14	0.14	0.0089	0.14	0.14	0.0089	0.0059	0.14	0.0059	0.14	0	2e-05	0.14	0	0	6e-06	0.0059	0.0059	1	0.14
64	3.2e-05	0.14	0.14	5.5e-05	0.14	0.14	5.5e-05	3.6e-05	0.14	3.6e-05	0.14	0	0	0.14	0	0	0	3.6e-05	3.6e-05	1	0.14
65	0.0056	0.14	0.14	0.0094	0.14	0.14	0.0094	0.0062	0.14	0.0062	0.14	0	4.3e-05	0.14	0	0	1.5e-05	0.0062	0.0062	1	0.14
66	0.0029	0.14	0.14	0.0048	0.14	0.14	0.0048	0.0032	0.14	0.0032	0.14	0	2.4e-05	0.14	0	0	9.2e-05	0.0032	0.0032	1	0.14
67	0.019	0.12	0.12	0.032	0.12	0.12	0.032	0.021	0.12	0.021	0.12	0	0.016	0.12	0	0	4.3e-06	0.021	0.021	1	0.14
68	0.002	0.14	0.14	0.0034	0.14	0.14	0.0034	0.0023	0.14	0.0023	0.14	0	0	0.14	0	0	0	0.0023	0.0023	1	0.14
69	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	0.033	0.12	0	0	0	0.018	0.018	1	0.14
70	0.0029	0.14	0.14	0.005	0.14	0.14	0.005	0.0033	0.14	0.0033	0.14	0	5.1e-06	0.14	0	0	7.6e-06	0.0033	0.0033	1	0.14
71	0.0048	0.14	0.14	0.0081	0.14	0.14	0.0081	0.0053	0.14	0.0053	0.14	0	0.00067	0.14	0	0	0.0018	0.0053	0.0053	1	0.14
72	0.022	0.11	0.11	0.038	0.11	0.11	0.038	0.025	0.11	0.025	0.11	0	0.00011	0.11	0	0	0	0.025	0.025	1	0.14
73	0.026	0.11	0.11	0.043	0.11	0.11	0.043	0.028	0.11	0.028	0.11	0	0.0078	0.11	0	0	3.1e-06	0.028	0.028	1	0.14
74	0.017	0.12	0.12	0.029	0.12	0.12	0.029	0.019	0.12	0.019	0.12	0	0.001	0.12	0	0	1.2e-05	0.019	0.019	1	0.14
75	0.00094	0.14	0.14	0.0016	0.14	0.14	0.0016	0.001	0.14	0.001	0.14	0	0	0.14	0	0	8.4e-05	0.001	0.001	1	0.14
76	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.017	0.12	0.017	0.12	0	4.3e-05	0.12	0	0	0	0.017	0.017	1	0.14
77	0.00081	0.14	0.14	0.0014	0.14	0.14	0.0014	0.0009	0.14	0.0009	0.14	0	0	0.14	0	0	0	0.0009	0.0009	1	0.14
78	0.0004	0.13	0.13	0.00068	0.13	0.13	0.00068	0.00045	0.13	0.00045	0.13	0	1.3e-05	0.13	6.9e-06	0.0046	0.067	0.00045	0.00045	1	0.14
79	3.2e-05	0.14	0.14	5.5e-05	0.14	0.14	5.5e-05	3.6e-05	0.14	3.6e-05	0.14	0	0	0.14	5.2e-06	0	0.025	3.6e-05	3.6e-05	1	0.14
80	0.0033	0.14	0.14	0.0056	0.14	0.14	0.0056	0.0037	0.14	0.0037	0.14	0	7.6e-06	0.14	0	0	8.8e-06	0.0037	0.0037	1	0.14
81	0.016	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	9.3e-05	0.12	0	0	0	0.017	0.017	1	0.14
82	0.059	0.068	0.068	0.1	0.068	0.068	0.1	0.066	0.068	0.066	0.068	0	0.00071	0.068	0	0	0	0.066	0.066	3	0.22
83	0.0021	0.14	0.14	0.0035	0.14	0.14	0.0035	0.0023	0.14	0.0023	0.14	0	0	0.14	0	0	0	0.0023	0.0023	1	0.14
84	0.046	0.084	0.084	0.078	0.084	0.084	0.078	0.051	0.084	0.051	0.084	0	0.0061	0.084	0	0	0	0.051	0.051	1	0.14
85	0.0047	0.14	0.14	0.0079	0.14	0.14	0.0079	0.0052	0.14	0.0052	0.14	0	3e-05	0.14	0	0	1.8e-05	0.0052	0.0052	1	0.14
86	0.014	0.13	0.13	0.023	0.13	0.13	0.023	0.015	0.13	0.015	0.13	0	3.2e-05	0.13	0	0	0	0.015	0.015	1	0.14
87	0.0036	0.14	0.14	0.006	0.14	0.14	0.006	0.004	0.14	0.004	0.14	0	0.00016	0.14	0	0	0.0007	0.004	0.004	1	0.14
88	0.022	0.11	0.11	0.037	0.11	0.11	0.037	0.024	0.11	0.024	0.11	0	0.013	0.11	0	0	0	0.024	0.024	1	0.14
89	0.019	0.11	0.11	0.032	0.11	0.11	0.032	0.021	0.11	0.021	0.11	0	0.03	0.11	0	0	4.2e-06	0.021	0.021	1	0.14
90	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	2.8e-05	0.12	0	0	0	0.018	0.018	1	0.14
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.016
92	0.0073	0.13	0.13	0.012	0.13	0.13	0.012	0.0081	0.13	0.0081	0.13	0	0.002	0.13	0	0	0.0014	0.0081	0.0081	1	0.14
93	0.0081	0.12	0.12	0.014	0.12	0.12	0.014	0.0091	0.12	0.0091	0.12	0	0.057	0.12	0	0	0	0.0091	0.0091	1	0.14
94	0.0032	0.14	0.14	0.0054	0.14	0.14	0.0054	0.0036	0.14	0.0036	0.14	0	0.00015	0.14	0	0	0.00098	0.0036	0.0036	1	0.14
95	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	8.3e-06	0.14	0	0	0.00019	0.0018	0.0018	1	0.14
96	0.00029	0.14	0.14	0.00048	0.14	0.14	0.00048	0.00032	0.14	0.00032	0.14	0	0	0.14	0	0	7.5e-05	0.00032	0.00032	1	0.14
97	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	0.00039	0.12	0	0	5.6e-06	0.017	0.017	1	0.14
98	1.4e-05	0.14	0.14	2.4e-05	0.14	0.14	2.4e-05	1.6e-05	0.14	1.6e-05	0.14	0	0	0.14	2.6e-06	0	0.0066	1.6e-05	1.6e-05	1	0.14
99	0.018	0.12	0.12	0.03	0.12	0.12	0.03	0.019	0.12	0.019	0.12	0	0.014	0.12	0	0	3.1e-05	0.019	0.019	1	0.14
100	0.019	0.12	0.12	0.032	0.12	0.12	0.032	0.021	0.12	0.021	0.12	0	0.013	0.12	0	0	1.7e-05	0.021	0.021	1	0.14
101	0.041	0.09	0.09	0.07	0.09	0.09	0.07	0.046	0.09	0.046	0.09	0	0.0044	0.09	0	0	0	0.046	0.046	1	0.14
102	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.017	0.12	0.017	0.12	0	0.0018	0.12	0	0	4.4e-05	0.017	0.017	1	0.14
103	0.00058	0.14	0.14	0.00099	0.14	0.14	0.00099	0.00065	0.14	0.00065	0.14	0	1e-05	0.14	2.5e-06	0	0.013	0.00065	0.00065	1	0.14
104	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	0.0058	0.12	0	0	9e-05	0.018	0.018	1	0.14
105	0.0022	0.14	0.14	0.0037	0.14	0.14	0.0037	0.0024	0.14	0.0024	0.14	0	1.4e-05	0.14	0	0	0.00011	0.0024	0.0024	1	0.14
106	0.0004	0.14	0.14	0.00069	0.14	0.14	0.00069	0.00045	0.14	0.00045	0.14	0	0	0.14	0	0	0	0.00045	0.00045	1	0.14
107	0.013	0.13	0.13	0.023	0.13	0.13	0.023	0.015	0.13	0.015	0.13	0	0.00029	0.13	0	0	6.5e-06	0.015	0.015	1	0.14
108	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.017	0.12	0.017	0.12	0	0.023	0.12	0	0	0	0.017	0.017	1	0.14
109	0.015	0.12	0.12	0.025	0.12	0.12	0.025	0.016	0.12	0.016	0.12	0	0.0077	0.12	0	0	0.00018	0.016	0.016	1	0.14
110	0.00029	0.14	0.14	0.00049	0.14	0.14	0.00049	0.00032	0.14	0.00032	0.14	0	0	0.14	0	0	0	0.00032	0.00032	1	0.14
111	0.002	0.14	0.14	0.0034	0.14	0.14	0.0034	0.0022	0.14	0.0022	0.14	0	2.2e-05	0.14	0	0	0.00033	0.0022	0.0022	1	0.14
112	0.049	0.08	0.08	0.083	0.08	0.08	0.083	0.054	0.08	0.054	0.08	0	0.0042	0.08	0	0	0	0.054	0.054	3	0.22
113	0.0019	0.14	0.14	0.0032	0.14	0.14	0.0032	0.0021	0.14	0.0021	0.14	0	2.6e-05	0.14	0	0	0.00056	0.0021	0.0021	1	0.14
114	0.04	0.093	0.093	0.067	0.093	0.093	0.067	0.044	0.093	0.044	0.093	0	2.5e-05	0.093	0	0	0	0.044	0.044	1	0.14
115	0.013	0.12	0.12	0.021	0.12	0.12	0.021	0.014	0.12	0.014	0.12	0	0.058	0.12	0	0	0	0.014	0.014	1	0.14
116	0.024	0.11	0.11	0.041	0.11	0.11	0.041	0.027	0.11	0.027	0.11	0	7e-05	0.11	0	0	0	0.027	0.027	1	0.14
117	0.059	0.068	0.068	0.1	0.068	0.068	0.1	0.066	0.068	0.066	0.068	0	0.0029	0.068	0	0	0	0.066	0.066	3	0.22
118	0.041	0.091	0.091	0.069	0.091	0.091	0.069	0.045	0.091	0.045	0.091	0	0.0073	0.091	0	0	0	0.045	0.045	1	0.14
119	0.0064	0.13	0.13	0.011	0.13	0.13	0.011	0.0071	0.13	0.0071	0.13	0	0	0.13	0	0	0	0.0071	0.0071	1	0.14
120	0.0099	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	4.3e-06	0.13	0	0	0	0.011	0.011	1	0.14
121	0.039	0.093	0.093	0.066	0.093	0.093	0.066	0.044	0.093	0.044	0.093	0	0.00011	0.093	0	0	0	0.044	0.044	1	0.14
122	0.02	0.12	0.12	0.034	0.12	0.12	0.034	0.023	0.12	0.023	0.12	0	0.0087	0.12	0	0	1.8e-05	0.023	0.023	1	0.14
123	0.0002	0.14	0.14	0.00034	0.14	0.14	0.00034	0.00023	0.14	0.00023	0.14	0	0	0.14	0	0	3e-06	0.00023	0.00023	1	0.14
124	0.024	0.11	0.11	0.041	0.11	0.11	0.041	0.027	0.11	0.027	0.11	0	0.0018	0.11	0	0	4.1e-06	0.027	0.027	1	0.14
125	0.1	0.0052	0.0052	0.17	0.0052	0.0052	0.17	0.11	0.0052	0.11	0.0052	0	0.061	0.0052	0	0	0	0.11	0.11	3	0.22
126	0.00019	0.14	0.14	0.00032	0.14	0.14	0.00032	0.00021	0.14	0.00021	0.14	0	1.5e-06	0.14	6.1e-06	3.3e-05	0.046	0.00021	0.00021	1	0.14
127	0.0042	0.14	0.14	0.0072	0.14	0.14	0.0072	0.0047	0.14	0.0047	0.14	0	3.6e-06	0.14	0	0	0	0.0047	0.0047	1	0.14
128	0.0041	0.14	0.14	0.0069	0.14	0.14	0.0069	0.0045	0.14	0.0045	0.14	0	0	0.14	0	0	0	0.0045	0.0045	1	0.14
129	0.00058	0.14	0.14	0.00099	0.14	0.14	0.00099	0.00065	0.14	0.00065	0.14	0	1.4e-05	0.14	3.4e-06	6.6e-06	0.021	0.00065	0.00065	1	0.14
130	0.013	0.13	0.13	0.021	0.13	0.13	0.021	0.014	0.13	0.014	0.13	0	0.0003	0.13	0	0	8.9e-06	0.014	0.014	1	0.14
131	0.017	0.12	0.12	0.029	0.12	0.12	0.029	0.019	0.12	0.019	0.12	0	3.8e-05	0.12	0	0	0	0.019	0.019	1	0.14
132	0.00099	0.14	0.14	0.0017	0.14	0.14	0.0017	0.0011	0.14	0.0011	0.14	0	0	0.14	0	0	0	0.0011	0.0011	1	0.14
133	0.004	0.14	0.14	0.0067	0.14	0.14	0.0067	0.0044	0.14	0.0044	0.14	0	1.3e-05	0.14	0	0	9.7e-06	0.0044	0.0044	1	0.14
134	0.038	0.095	0.095	0.064	0.095	0.095	0.064	0.042	0.095	0.042	0.095	0	0.00043	0.095	0	0	0	0.042	0.042	1	0.14
135	0.017	0.12	0.12	0.029	0.12	0.12	0.029	0.019	0.12	0.019	0.12	0	0.02	0.12	0	0	0	0.019	0.019	1	0.14
136	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	4.7e-06	0.12	0	0	0	0.018	0.018	1	0.14
137	0.018	0.12	0.12	0.03	0.12	0.12	0.03	0.02	0.12	0.02	0.12	0	0.00024	0.12	0	0	0	0.02	0.02	1	0.14
138	0.016	0.12	0.12	0.027	0.12	0.12	0.027	0.018	0.12	0.018	0.12	0	0.00085	0.12	0	0	1.3e-05	0.018	0.018	1	0.14
139	0.0058	0.13	0.13	0.0099	0.13	0.13	0.0099	0.0065	0.13	0.0065	0.13	0	0.0014	0.13	0	0	0.0024	0.0065	0.0065	1	0.14
140	0.01	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	0.00068	0.13	0	0	7.6e-05	0.011	0.011	1	0.14
141	0.017	0.12	0.12	0.029	0.12	0.12	0.029	0.019	0.12	0.019	0.12	0	0.034	0.12	0	0	0	0.019	0.019	1	0.14
142	0.0037	0.14	0.14	0.0063	0.14	0.14	0.0063	0.0042	0.14	0.0042	0.14	0	0.00047	0.14	0	0	0.0029	0.0042	0.0042	1	0.14
143	0.013	0.13	0.13	0.022	0.13	0.13	0.022	0.014	0.13	0.014	0.13	0	0.0081	0.13	0	0	0.0005	0.014	0.014	1	0.14
144	0.00068	0.14	0.14	0.0012	0.14	0.14	0.0012	0.00076	0.14	0.00076	0.14	0	0	0.14	0	0	3.9e-05	0.00076	0.00076	1	0.14
145	0.035	0.099	0.099	0.059	0.099	0.099	0.059	0.039	0.099	0.039	0.099	0	0.00085	0.099	0	0	0	0.039	0.039	1	0.14
146	0.0016	0.14	0.14	0.0027	0.14	0.14	0.0027	0.0018	0.14	0.0018	0.14	0	0	0.14	0	0	0	0.0018	0.0018	1	0.14
147	0.091	0.028	0.028	0.15	0.028	0.028	0.15	0.1	0.028	0.1	0.028	0	0.00039	0.028	0	0	0	0.1	0.1	3	0.22
148	0.01	0.13	0.13	0.018	0.13	0.13	0.018	0.012	0.13	0.012	0.13	0	0.00023	0.13	0	0	1.4e-05	0.012	0.012	1	0.14
149	0.038	0.087	0.087	0.065	0.087	0.087	0.065	0.042	0.087	0.042	0.087	0	0.053	0.087	0	0	0	0.042	0.042	1	0.14
150	0.02	0.12	0.12	0.034	0.12	0.12	0.034	0.023	0.12	0.023	0.12	0	0.00011	0.12	0	0	0	0.023	0.023	1	0.14
151	0.024	0.11	0.11	0.04	0.11	0.11	0.04	0.026	0.11	0.026	0.11	0	0.011	0.11	0	0	2.4e-06	0.026	0.026	1	0.14
152	0.089	0.03	0.03	0.15	0.03	0.03	0.15	0.099	0.03	0.099	0.03	0	0.00034	0.03	0	0	0	0.099	0.099	3	0.22
153	0.054	0.075	0.075	0.091	0.075	0.075	0.091	0.06	0.075	0.06	0.075	0	1.2e-05	0.075	0	0	0	0.06	0.06	3	0.22
154	0.00079	0.14	0.14	0.0013	0.14	0.14	0.0013	0.00088	0.14	0.00088	0.14	0	0	0.14	0	0	0.00026	0.00088	0.00088	1	0.14
155	1.1e-06	0.14	0.14	1.8e-06	0.14	0.14	1.8e-06	1.2e-06	0.14	1.2e-06	0.14	0	0	0.14	1.2e-05	0	0.055	1.2e-06	1.2e-06	1	0.14
156	0.0041	0.14	0.14	0.0069	0.14	0.14	0.0069	0.0045	0.14	0.0045	0.14	0	0	0.14	0	0	0	0.0045	0.0045	1	0.14
157	0.0047	0.14	0.14	0.008	0.14	0.14	0.008	0.0052	0.14	0.0052	0.14	0	0	0.14	0	0	0	0.0052	0.0052	1	0.14
158	0.099	0.017	0.017	0.17	0.017	0.017	0.17	0.11	0.017	0.11	0.017	0	0.0003	0.017	0	0	0	0.11	0.11	3	0.22
159	0.003	0.14	0.14	0.0051	0.14	0.14	0.0051	0.0033	0.14	0.0033	0.14	0	0.00015	0.14	0	0	0.0013	0.0033	0.0033	1	0.14
160	0.01	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	0.00015	0.13	0	0	8.9e-06	0.011	0.011	1	0.14
161	0.0037	0.14	0.14	0.0062	0.14	0.14	0.0062	0.0041	0.14	0.0041	0.14	0	0.00015	0.14	0	0	0.00053	0.0041	0.0041	1	0.14
162	0.0027	0.14	0.14	0.0046	0.14	0.14	0.0046	0.003	0.14	0.003	0.14	0	5.7e-05	0.14	0	0	0.00042	0.003	0.003	1	0.14
163	0.0027	0.14	0.14	0.0046	0.14	0.14	0.0046	0.003	0.14	0.003	0.14	0	5.7e-05	0.14	0	0	0.00042	0.003	0.003	1	0.14
164	0.0099	0.13	0.13	0.017	0.13	0.13	0.017	0.011	0.13	0.011	0.13	0	6.6e-05	0.13	0	0	2.7e-06	0.011	0.011	1	0.14
165	0.015	0.12	0.12	0.026	0.12	0.12	0.026	0.017	0.12	0.017	0.12	0	1.6e-05	0.12	0	0	0	0.017	0.017	1	0.14
