SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0
138	0.86	0.14	1.3e-05	0.00088	0	0	0.14
139	0.94	0.051	0.0024	0.0015	0	0	0.14
140	0.91	0.089	7.6e-05	0.00071	0	0	0.14
141	0.81	0.15	0	0.035	0	0	0.14
142	0.96	0.033	0.0029	0.00049	0	0	0.14
143	0.88	0.11	0.0005	0.0084	0	0	0.14
144	0.99	0.006	3.9e-05	0	0	0	0.14
145	0.69	0.31	0	0.00088	0	0	0.14
146	0.99	0.014	0	0	0	0	0.14
147	0.2	0.8	0	0.0004	0	1	0.22
148	0.91	0.092	1.4e-05	0.00024	0	0	0.14
149	0.61	0.34	0	0.055	0	0	0.14
150	0.82	0.18	0	0.00011	0	0	0.14
151	0.78	0.21	2.4e-06	0.011	0	0	0.14
152	0.21	0.79	0	0.00035	0	1	0.22
153	0.52	0.48	0	1.2e-05	0	0	0.14
154	0.99	0.007	0.00026	0	0	0	0.14
155	0.95	9.3e-06	0.055	0	0	0	0.14
156	0.96	0.036	0	0	0	0	0.14
157	0.96	0.041	0	0	0	0	0.14
158	0.12	0.88	0	0.00031	0	1	0.22
159	0.97	0.026	0.0013	0.00016	0	0	0.14
160	0.91	0.088	8.9e-06	0.00016	0	0	0.14
161	0.97	0.032	0.00053	0.00015	0	0	0.14
162	0.98	0.024	0.00042	5.9e-05	0	0	0.14
163	0.98	0.024	0.00042	5.9e-05	0	0	0.14
164	0.91	0.087	2.7e-06	6.9e-05	0	0	0.14
165	0.86	0.14	0	1.6e-05	0	0	0.14
166	1	0.0019	3.7e-06	0	0	0	0.14
167	0.96	0.042	0	0	0	0	0.14
168	0.97	0.0053	0.02	1.6e-05	6.3e-06	0	0.14
169	0.27	0.73	0	1.7e-05	0	1	0.22
170	0.97	0.026	0.0013	0.00016	0	0	0.14
171	0.83	0.16	1.3e-05	0.018	0	0	0.14
172	0.59	0.41	0	1.5e-05	0	0	0.14
173	0.98	0.015	0.0035	6.6e-05	0	0	0.14
174	0.65	0.35	0	0.0052	0	0	0.14
175	0.9	0.084	0	0.021	0	0	0.14
176	0.93	0.066	0	7.5e-06	0	0	0.14
177	0.89	0.11	0	3e-05	0	0	0.14
178	0.97	0.034	0.00066	0.00019	0	0	0.14
179	0.35	0.65	0	0.00056	0	1	0.22
180	0.98	0.021	0	0	0	0	0.14
181	0.99	0.013	2.3e-06	0	0	0	0.14
182	0.91	0.058	0	0.034	0	0	0.14
183	0.98	0.016	0.00013	9.9e-06	0	0	0.14
184	0.96	0.042	0.00055	0.0003	0	0	0.14
185	0.89	0	0.11	0	0	0	0.14
186	0.88	4.2e-05	0.11	0	0	0	0.14
187	0.94	0.057	0.0011	0.0011	0	0	0.14
188	0.99	0.011	2.6e-06	0	0	0	0.14
189	0.93	0.064	0.0023	0.0028	0	0	0.14
190	0.71	0.29	0	0.0042	0	0	0.14
191	1	0.0016	0	0	0	0	0.14
192	0.96	0.038	0.0005	0.00018	0	0	0.14
193	0.64	0.34	0	0.022	0	0	0.14
194	0	0	0.00049	0	1	4	0.016
195	0.79	0.21	0	0.0002	0	0	0.14
196	1	0.0017	0	0	0	0	0.14
197	0.85	0.15	0	0.00012	0	0	0.14
198	0.19	0.76	0	0.044	0	1	0.22
199	0.54	0.45	0	0.0041	0	0	0.14
200	0.87	0.13	7.1e-06	0.00047	0	0	0.14
201	0.94	0.057	0	6.6e-06	0	0	0.14
202	1	4.7e-05	0	0	0	0	0.14
203	0.99	0.0065	8.2e-06	0	0	0	0.14
204	0.39	0.6	0	0.0022	0	1	0.22
205	0.96	0.033	0.0019	0.0003	0	0	0.14
206	0.94	0.058	0.00013	0.00023	0	0	0.14
207	0.92	0.08	3.5e-05	0.00024	0	0	0.14
208	0.92	0.082	6.2e-06	8.1e-05	0	0	0.14
209	0.99	0.006	0	0	0	0	0.14
210	0.74	0.22	0	0.037	0	0	0.14
211	0.91	0.081	0.0021	0.0039	0	0	0.14
212	0.6	0.39	0	0.0016	0	0	0.14
213	1	0.0033	1.8e-05	0	0	0	0.14
214	0.74	0.22	1.2e-05	0.032	0	0	0.14
215	0.99	0.0059	1.2e-05	0	0	0	0.14
216	0.98	0.0074	0.013	2.2e-05	3.9e-06	0	0.14
217	0.63	0.36	0	0.0082	0	0	0.14
218	0.82	0.14	0	0.045	0	0	0.14
219	0.98	0.0007	0.022	0	0	0	0.14
220	0.76	0.19	0	0.05	0	0	0.14
221	0.91	0.084	0.00038	0.0014	0	0	0.14
222	0.53	0	0.47	0	0	0	0.14
223	1	0.0033	0.00013	0	0	0	0.14
224	0.86	0.14	5.1e-05	0.0016	0	0	0.14
225	0.42	0.58	0	0.0017	0	1	0.22
226	0.75	0.23	1.5e-05	0.029	0	0	0.14
227	0.99	0.0063	8.1e-05	0	0	0	0.14
228	0.9	0.096	0	0	0	0	0.14
229	0.99	0.0088	0.00046	3.9e-06	0	0	0.14
230	0.73	0.26	1.3e-05	0.0098	0	0	0.14
231	0.99	0.0076	0.00019	0	0	0	0.14
232	0.81	0.19	0	3.6e-06	0	0	0.14
233	0.98	0.016	3.3e-06	0	0	0	0.14
234	0.98	0.02	2e-05	4.3e-06	0	0	0.14
235	0.97	0.034	0.00043	0.00012	0	0	0.14
236	0.92	0.068	0.0067	0.005	0.00023	0	0.14
237	0.92	0.076	7.8e-05	0.00035	0	0	0.14
238	0.98	0.018	0	0	0	0	0.14
239	0.98	0.015	0.0045	7.3e-05	0	0	0.14
240	0.99	0.0085	1.5e-05	0	0	0	0.14
241	1	0.0045	0.00013	0	0	0	0.14
242	0.82	0.17	0.00016	0.0092	0	0	0.14
243	0.8	0.12	0	0.089	0	0	0.14
244	0.99	0.0055	0.00015	0	0	0	0.14
245	0.99	0.0064	0.00046	0	0	0	0.14
246	0.71	0.28	0	0.0015	0	0	0.14
247	0.93	0.072	0.00022	0.00059	0	0	0.14
248	0.91	0.094	0	2.7e-06	0	0	0.14
249	1	0.00016	0	0	0	0	0.14
250	1	0.00014	0.0048	0	0	0	0.14
251	0.96	0.044	0.00026	0.00018	0	0	0.14
252	1	0.00095	2.2e-05	0	0	0	0.14
253	0.98	0.0013	0.023	0	0	0	0.14
254	0.85	0.0001	0.15	0	7e-05	0	0.14
255	0.74	0.21	0	0.052	0	0	0.14
256	0.6	0.4	0	0.0021	0	0	0.14
257	0.97	0.028	0.0017	0.00019	0	0	0.14
258	0.84	0.12	0	0.046	0	0	0.14
259	0.95	0.049	0.0011	0.00058	0	0	0.14
260	0.87	0.13	0	8.8e-05	0	0	0.14
261	0.95	0.05	0.00031	0.00027	0	0	0.14
262	0.92	0.0065	0	0.069	0	0	0.14
263	0.98	0.022	1.5e-05	4.3e-06	0	0	0.14
264	1	0.0023	0	0	0	0	0.14
265	0.93	0.068	1.2e-05	7.4e-05	0	0	0.14
266	0.95	0.054	0.00014	0.0002	0	0	0.14
267	1	0	2.1e-05	0	0	0	0.14
268	1	0.0015	0	0	0	0	0.14
269	1	0.0037	0	0	0	0	0.14
270	1	4.3e-05	0	0	0	0	0.14
271	0.96	0.038	0	0	0	0	0.14
272	0.92	0.078	2.2e-05	0.00016	0	0	0.14
273	0.97	0.032	3.1e-06	4.2e-06	0	0	0.14
274	0.92	0.078	1.4e-05	0.00012	0	0	0.14
275	0.63	0.23	0	0.14	0	0	0.14
276	0.87	0.073	0	0.059	0	0	0.14
277	0.93	0.068	0.00014	0.00037	0	0	0.14
278	0.36	0.53	0	0.11	0	1	0.22
279	0	0	7.4e-05	0	1	4	0.016
280	0.99	0.013	4.9e-06	0	0	0	0.14
281	0.99	0.0088	0.0054	2e-05	0	0	0.14
282	0.89	0.11	0	0	0	0	0.14
283	0.63	0.37	0	0.0001	0	0	0.14
284	0.77	0.17	0	0.06	0	0	0.14
285	0.88	0.12	5.9e-05	0.0012	0	0	0.14
286	0.82	0.17	0.00015	0.0097	0	0	0.14
287	0.98	0.016	6.4e-05	5.3e-06	0	0	0.14
288	1	0.00027	0.00032	0	0	0	0.14
289	0.99	0.011	0.00065	8e-06	0	0	0.14
290	0.99	0.0082	9.1e-06	0	0	0	0.14
291	0.9	0	0.1	0	0	0	0.14
292	0.82	0.18	6.7e-05	0.005	0	0	0.14
293	0.88	0.12	3.8e-05	0.00082	0	0	0.14
294	0.84	0.16	4.1e-05	0.0023	0	0	0.14
295	0.93	0.00033	0.074	0	1.6e-05	0	0.14
296	1	0.0035	0	0	0	0	0.14
297	0.87	0.13	7.9e-06	0.00038	0	0	0.14
298	0.96	0.036	0	0	0	0	0.14
299	0.94	0.06	0	0	0	0	0.14
300	0.87	0.12	3.6e-05	0.00088	0	0	0.14
301	0.99	0.012	0.00046	8.8e-06	0	0	0.14
302	1	0.0023	8.3e-05	0	0	0	0.14
303	0.99	0.0049	0.00021	0	0	0	0.14
304	1	0.0033	0.00013	0	0	0	0.14
305	0.97	0.026	0.0011	0.00012	0	0	0.14
306	1	0.00079	4.4e-06	0	0	0	0.14
307	0.84	0.15	0.00025	0.0082	0	0	0.14
308	1	0.0017	2.9e-05	0	0	0	0.14
309	0.96	0.042	0	0	0	0	0.14
310	0.94	0.00011	0.064	0	0	0	0.14
311	0.99	0.0062	0	0	0	0	0.14
312	0.98	0.022	3.1e-05	6.9e-06	0	0	0.14
313	0.99	0.014	0.00019	7.7e-06	0	0	0.14
314	0.71	0.27	8e-06	0.014	0	0	0.14
315	0.11	0.89	0	0.00016	0	1	0.22
316	0.56	0.44	0	0.0036	0	0	0.14
317	0.98	0.015	0.00011	6.1e-06	0	0	0.14
318	0.94	0.058	0.0011	0.001	0	0	0.14
319	0.84	0.077	0	0.082	0	0	0.14
320	0.99	0.012	3.1e-05	0	0	0	0.14
321	0.99	0.013	8.3e-06	0	0	0	0.14
322	0.95	0.0006	0.049	0	7e-06	0	0.14
323	0.91	0	0.093	0	0	0	0.14
324	0.97	0.026	2.1e-05	8.2e-06	0	0	0.14
325	0.97	0.031	0	0	0	0	0.14
326	0.89	0.11	6.2e-06	0.00016	0	0	0.14
327	0.21	0.79	0	0.0022	0	1	0.22
328	0.95	0.028	0	0.018	0	0	0.14
329	0.97	0	0.028	0	0	0	0.14
330	0.83	0.17	1.7e-05	0.0013	0	0	0.14
331	0.95	1.4e-05	0.052	0	0	0	0.14
332	0.97	0.033	0.00074	0.00015	0	0	0.14
333	0.99	0.0037	0.011	3.4e-06	0	0	0.14
334	0.48	0.51	0	0.0042	0	1	0.22
335	0.93	0.07	1.5e-05	9.7e-05	0	0	0.14
336	0.89	0.11	0.00019	0.0018	0	0	0.14
337	0.82	0.17	4.6e-05	0.0025	0	0	0.14
338	0.94	6.4e-06	0.059	0	0	0	0.14
339	0.99	0.0093	0	0	0	0	0.14
340	0.99	0.014	0	0	0	0	0.14
341	0.97	0.031	0	0	0	0	0.14
342	0.85	0.15	6.9e-05	0.0021	0	0	0.14
343	0.95	0.00048	0.047	0	2.2e-06	0	0.14
344	0.87	0.13	0.0001	0.0017	0	0	0.14
345	0.98	0.021	0.0003	2.8e-05	0	0	0.14
346	0.99	0.00017	0.012	0	0	0	0.14
347	0.9	0.1	4e-06	0.00012	0	0	0.14
348	0.96	0.036	0.00042	0.00014	0	0	0.14
349	1	0.0037	0	0	0	0	0.14
350	0.34	0.58	3.2e-06	0.084	0	1	0.22
351	0.95	0.051	0.0014	0.00076	0	0	0.14
352	0.95	0.00055	0.053	0	8.1e-06	0	0.14
353	0.98	0.00014	0.017	0	0	0	0.14
354	0.67	0.32	3.3e-05	0.015	0	0	0.14
355	1	0.0042	0	0.00034	0	0	0.14
356	0.98	0.018	0	0	0	0	0.14
357	0.97	0.027	0	0	0	0	0.14
358	0.96	0.037	0	0	0	0	0.14
359	1	9.9e-05	0	0	0	0	0.14
360	1	0.0023	0	0	0	0	0.14
361	0.99	0.0061	2.7e-06	0	0	0	0.14
362	0.98	0.022	4.3e-06	2.1e-06	0	0	0.14
363	0.99	0.0079	0	0	0	0	0.14
364	0.7	0.29	2.3e-05	0.0087	0	0	0.14
365	0.97	0.031	0.00013	4.7e-05	0	0	0.14
366	0.99	9.1e-05	0.014	0	0	0	0.14
367	0.99	0.0076	1.6e-05	0	0	0	0.14
368	0	0	0	0	1	4	0.016
369	0.51	0.49	0	0.001	0	0	0.14
370	0.75	0.25	0	0.00021	0	0	0.14
371	0.94	0.064	3.5e-05	0.00013	0	0	0.14
372	0.93	0.07	0.00063	0.0011	0	0	0.14
373	0.75	0	0.25	0	0	0	0.14
374	0.85	0.15	0	0.00015	0	0	0.14
375	0.98	0	0.02	0	0	0	0.14
376	0.14	0.85	0	0.0017	0	1	0.22
377	0.99	0.012	1.5e-05	0	0	0	0.14
378	0.94	0.061	0	3.7e-05	0	0	0.14
379	0.97	0.026	1.3e-05	6.3e-06	0	0	0.14
380	0.64	0.22	0	0.14	0	0	0.14
381	0.92	0.075	0.00037	0.00088	0	0	0.14
382	1	0.00048	0	0	0	0	0.14
383	0.98	0.016	0	1.4e-05	0	0	0.14
384	0.97	0.031	0	0	0	0	0.14
385	0.96	0.044	1.4e-05	2.6e-05	0	0	0.14
386	0.97	0.03	0	0.0018	0	0	0.14
387	0.49	0.47	8.6e-06	0.034	0	0	0.14
388	0.42	0.57	0	0.0045	0	1	0.22
389	0.99	0.0065	0	0	0	0	0.14
390	0.9	0.1	3.1e-06	0.0001	0	0	0.14
391	0.88	0.12	8.5e-05	0.0014	0	0	0.14
392	0.6	0.39	6.8e-06	0.011	0	0	0.14
393	0.98	0.0017	0.019	0	0	0	0.14
394	0.96	0.04	6.7e-05	5.7e-05	0	0	0.14
395	0.99	0.00082	0.012	0	0	0	0.14
396	0.99	0.0062	0	0	0	0	0.14
397	0.99	0.011	9.4e-06	0	0	0	0.14
398	0.97	0.028	0	0	0	0	0.14
399	0.97	0.00019	0.028	0	0	0	0.14
400	0.57	0.4	2.1e-05	0.027	0	0	0.14
401	0.94	0.052	0.0046	0.0018	4.2e-06	0	0.14
402	0.58	0.42	0	0.00076	0	0	0.14
403	0.23	0.76	0	0.0079	0	1	0.22
404	0.96	0.041	0.0016	0.00048	0	0	0.14
405	0.72	0.27	3.3e-05	0.0084	0	0	0.14
406	0.99	0.013	0.0001	4.1e-06	0	0	0.14
407	0.95	0.051	0.00015	0.00018	0	0	0.14
408	0.98	0.023	0	0	0	0	0.14
409	0.81	0.18	3.3e-05	0.0025	0	0	0.14
410	0.87	0.1	0	0.026	0	0	0.14
411	0.02	0.97	0	0.0067	0	1	0.22
412	0.64	0.33	6.1e-05	0.027	0	0	0.14
413	0.94	0.063	0	8.3e-06	0	0	0.14
414	0.97	0.026	0	0	0	0	0.14
415	0	0	0	0	1	4	0.016
416	0.96	0.042	0.00098	0.00037	0	0	0.14
417	0.96	9.1e-05	0.037	0	0	0	0.14
418	0.87	0.13	0	0.0019	0	0	0.14
419	0.93	0.072	9.2e-06	7.4e-05	0	0	0.14
420	1	0.0013	0	0	0	0	0.14
421	0.98	3e-06	0.016	0	0	0	0.14
422	0.0058	0.34	0	0.65	0	3	0.3
423	0.72	0.28	0	5.3e-05	0	0	0.14
424	1	0.00018	0	0	0	0	0.14
425	0.98	0.019	3e-06	0	0	0	0.14
426	0.47	0.53	0	2e-05	0	1	0.22
427	0.95	0.05	0.00025	0.00023	0	0	0.14
428	0.94	0.056	2.6e-06	1.7e-05	0	0	0.14
429	0.56	0.43	2.1e-06	0.0079	0	0	0.14
430	0.49	0.51	0	0.0014	0	1	0.22
431	0.96	0.039	5.4e-05	4.5e-05	0	0	0.14
432	0.94	0.056	0	4.7e-06	0	0	0.14
433	0.81	0.19	1.6e-05	0.0016	0	0	0.14
434	0.96	0.044	0	4.6e-06	0	0	0.14
435	0.86	0.14	0	3.3e-05	0	0	0.14
436	0.98	0.025	0	2.8e-06	0	0	0.14
437	0.94	4.6e-05	0.059	0	0	0	0.14
438	0.97	0.033	3.7e-05	2.3e-05	0	0	0.14
439	0.97	0.035	5.9e-05	3.5e-05	0	0	0.14
440	0.98	0.024	0	0	0	0	0.14
441	0.74	0.24	0.00013	0.015	0	0	0.14
442	0.51	0.14	0	0.34	0	0	0.14
443	0.68	0.29	0.00015	0.032	0	0	0.14
444	0.95	0.049	2.7e-05	5.4e-05	0	0	0.14
445	0.52	0.4	2.4e-05	0.084	0	0	0.14
446	0.93	0.055	0	0.013	0	0	0.14
447	0.99	0.0096	1.7e-05	0	0	0	0.14
448	0.97	0.034	0.00056	0.00014	0	0	0.14
449	0.9	0.1	4.5e-05	0.00056	0	0	0.14
450	1	0.0025	3.1e-06	0	0	0	0.14
451	0.69	0.31	0	0.0011	0	0	0.14
452	0.49	0.39	0	0.11	0	0	0.14
453	0.98	0.019	0.0002	1.6e-05	0	0	0.14
454	0.23	0.77	0	8.9e-06	0	1	0.22
455	0.96	0.04	4.3e-06	9.3e-06	0	0	0.14
456	0.57	0.43	0	0	0	0	0.14
457	0.93	0.068	0.00047	0.00087	0	0	0.14
458	0.95	0.048	0.00032	0.00025	0	0	0.14
459	0.92	0.019	0	0.062	0	0	0.14
460	0.74	0.24	2e-05	0.012	0	0	0.14
461	0.92	0.00032	0.076	0	1.7e-05	0	0.14
462	0.97	0.027	0.00052	7.3e-05	0	0	0.14
463	0.82	0.18	5.6e-05	0.0041	0	0	0.14
464	0.94	0.056	0.002	0.0012	0	0	0.14
465	1	0.00063	0	0	0	0	0.14
466	1	0.0039	4.3e-05	0	0	0	0.14
467	1	0.001	1.6e-05	0	0	0	0.14
468	0.98	0.0056	0.016	1.2e-05	5.9e-06	0	0.14
469	0.95	0.045	0.00016	0.00013	0	0	0.14
470	1	0.00085	0	0	0	0	0.14
471	0.7	0.3	0	3.2e-06	0	0	0.14
472	0.99	0.011	4.3e-06	0	0	0	0.14
473	0.95	0.048	0.0029	0.0011	0	0	0.14
474	1	0.00055	0	0	0	0	0.14
475	0.8	0.19	0.00013	0.016	0	0	0.14
476	0.77	0.2	8.4e-05	0.034	0	0	0.14
477	0.99	0.011	8.7e-05	2.3e-06	0	0	0.14
478	0.98	0.018	0.00043	2.3e-05	0	0	0.14
479	1	0.0019	0	0	0	0	0.14
480	0.98	0.017	0	0	0	0	0.14
481	0.98	0.021	0	0	0	0	0.14
482	0.93	0.073	0.00072	0.0014	0	0	0.14
483	1	0.0037	9.4e-05	0	0	0	0.14
484	0.43	0.56	0	0.0074	0	1	0.22
485	0.86	0.14	5.3e-05	0.0015	0	0	0.14
486	0.98	0.025	0	0	0	0	0.14
487	1	0.002	0	0	0	0	0.14
488	0.95	0.054	5.4e-06	2.4e-05	0	0	0.14
489	1	0.00058	0	0	0	0	0.14
490	0.74	0.21	1.5e-05	0.046	0	0	0.14
491	0.88	0.047	0	0.069	0	0	0.14
492	0.9	0	0.1	0	0	0	0.14
493	0.81	0.19	0	0.00038	0	0	0.14
494	1	0.00041	0	0	0	0	0.14
495	0.86	0.14	1.6e-05	0.00065	0	0	0.14
496	0.92	0.075	0.00089	0.0017	0	0	0.14
497	0.91	0.088	0	1.9e-05	0	0	0.14
498	0.042	0.92	0	0.033	0	1	0.22
499	0.77	0.19	0	0.037	0	0	0.14
500	1	0.0046	0	0	0	0	0.14
501	1	0.00084	0	0	0	0	0.14
502	0.96	0.041	0.0006	0.00024	0	0	0.14
503	0.76	0.19	0	0.045	0	0	0.14
504	1	0.0019	0	0	0	0	0.14
505	0.71	0.28	7.9e-06	0.011	0	0	0.14
506	1	0.0011	2e-05	0	0	0	0.14
507	0.75	0.21	2.5e-05	0.032	0	0	0.14
508	0.82	0.18	3.6e-05	0.0028	0	0	0.14
509	0.95	0.0012	0.048	0	5.4e-05	0	0.14
510	0.99	0.011	5.3e-05	0	0	0	0.14
511	0.98	0.008	0.016	3.1e-05	1.6e-05	0	0.14
512	0.96	0.039	0.0017	0.00041	0	0	0.14
513	0.98	0.00053	0.021	0	0	0	0.14
514	0.91	0	0.088	0	0	0	0.14
515	0.99	0.0057	1.5e-05	0	0	0	0.14
516	0.93	0.072	0	3.3e-06	0	0	0.14
517	1	0.0012	8.6e-06	0	0	0	0.14
518	0.85	0.15	0	1.1e-05	0	0	0.14
519	0.93	0.053	0.0086	0.011	0	0	0.14
520	0.99	0.013	3.8e-06	0	0	0	0.14
521	0	0.0004	0	1	0	3	0.3
522	0.98	0.021	5.7e-06	0	0	0	0.14
