SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
124	0.71	0.21	0.0019	0.08	4.1e-06	0	0	0.14
125	0.032	0.9	0.063	0.0037	0	0	1	0.22
126	0.86	0.0017	1.5e-06	0.096	0.046	3.3e-05	0	0.14
127	0.87	0.037	3.7e-06	0.097	0	0	0	0.14
128	0.87	0.036	0	0.098	0	0	0	0.14
129	0.88	0.0051	1.5e-05	0.099	0.021	6.6e-06	0	0.14
130	0.8	0.11	0.00031	0.09	8.9e-06	0	0	0.14
131	0.76	0.15	4e-05	0.086	0	0	0	0.14
132	0.89	0.0087	0	0.1	0	0	0	0.14
133	0.87	0.035	1.4e-05	0.098	9.7e-06	0	0	0.14
134	0.6	0.33	0.00045	0.068	0	0	0	0.14
135	0.74	0.15	0.021	0.084	0	0	0	0.14
136	0.77	0.14	4.9e-06	0.087	0	0	0	0.14
137	0.76	0.16	0.00025	0.086	0	0	0	0.14
138	0.77	0.14	0.00088	0.087	1.3e-05	0	0	0.14
139	0.85	0.051	0.0015	0.096	0.0024	0	0	0.14
140	0.82	0.089	0.00071	0.092	7.6e-05	0	0	0.14
141	0.73	0.15	0.035	0.082	0	0	0	0.14
142	0.87	0.033	0.00049	0.098	0.0029	0	0	0.14
143	0.79	0.11	0.0084	0.089	0.0005	0	0	0.14
144	0.89	0.006	0	0.1	3.9e-05	0	0	0.14
145	0.62	0.31	0.00088	0.07	0	0	0	0.14
146	0.89	0.014	0	0.1	0	0	0	0.14
147	0.18	0.8	0.0004	0.02	0	0	1	0.22
148	0.82	0.092	0.00024	0.092	1.4e-05	0	0	0.14
149	0.55	0.34	0.055	0.062	0	0	0	0.14
150	0.74	0.18	0.00011	0.083	0	0	0	0.14
151	0.7	0.21	0.011	0.079	2.4e-06	0	0	0.14
152	0.19	0.79	0.00035	0.021	0	0	1	0.22
153	0.47	0.48	1.2e-05	0.053	0	0	1	0.22
154	0.89	0.007	0	0.1	0.00026	0	0	0.14
155	0.85	9.3e-06	0	0.096	0.055	0	0	0.14
156	0.87	0.036	0	0.098	0	0	0	0.14
157	0.86	0.041	0	0.097	0	0	0	0.14
158	0.11	0.88	0.00031	0.012	0	0	1	0.22
159	0.87	0.026	0.00016	0.098	0.0013	0	0	0.14
160	0.82	0.088	0.00016	0.092	8.9e-06	0	0	0.14
161	0.87	0.032	0.00015	0.098	0.00053	0	0	0.14
162	0.88	0.024	5.9e-05	0.099	0.00042	0	0	0.14
163	0.88	0.024	5.9e-05	0.099	0.00042	0	0	0.14
164	0.82	0.087	6.9e-05	0.092	2.7e-06	0	0	0.14
165	0.78	0.14	1.6e-05	0.087	0	0	0	0.14
166	0.9	0.0019	0	0.1	3.7e-06	0	0	0.14
167	0.86	0.042	0	0.097	0	0	0	0.14
168	0.88	0.0053	1.6e-05	0.099	0.02	6.3e-06	0	0.14
169	0.25	0.73	1.7e-05	0.028	0	0	1	0.22
170	0.87	0.026	0.00016	0.098	0.0013	0	0	0.14
171	0.74	0.16	0.018	0.084	1.3e-05	0	0	0.14
172	0.53	0.41	1.5e-05	0.06	0	0	0	0.14
173	0.88	0.015	6.6e-05	0.099	0.0035	0	0	0.14
174	0.58	0.35	0.0052	0.066	0	0	0	0.14
175	0.8	0.084	0.021	0.091	0	0	0	0.14
176	0.84	0.066	7.5e-06	0.095	0	0	0	0.14
177	0.8	0.11	3e-05	0.09	0	0	0	0.14
178	0.87	0.034	0.00019	0.098	0.00066	0	0	0.14
179	0.32	0.65	0.00056	0.036	0	0	1	0.22
180	0.88	0.021	0	0.099	0	0	0	0.14
181	0.89	0.013	0	0.1	2.3e-06	0	0	0.14
182	0.82	0.058	0.034	0.092	0	0	0	0.14
183	0.88	0.016	9.9e-06	0.1	0.00013	0	0	0.14
184	0.86	0.042	0.0003	0.097	0.00055	0	0	0.14
185	0.8	0	0	0.09	0.11	0	0	0.14
186	0.8	4.2e-05	0	0.09	0.11	0	0	0.14
187	0.85	0.057	0.0011	0.095	0.0011	0	0	0.14
188	0.89	0.011	0	0.1	2.6e-06	0	0	0.14
189	0.84	0.064	0.0028	0.094	0.0023	0	0	0.14
190	0.63	0.29	0.0042	0.071	0	0	0	0.14
191	0.9	0.0016	0	0.1	0	0	0	0.14
192	0.86	0.038	0.00018	0.097	0.0005	0	0	0.14
193	0.57	0.34	0.022	0.065	0	0	0	0.14
194	0	0	0	0	0.00049	1	5	0.016
195	0.71	0.21	0.0002	0.08	0	0	0	0.14
196	0.9	0.0017	0	0.1	0	0	0	0.14
197	0.76	0.15	0.00012	0.086	0	0	0	0.14
198	0.17	0.76	0.044	0.02	0	0	1	0.22
199	0.49	0.45	0.0041	0.055	0	0	0	0.14
200	0.78	0.13	0.00047	0.088	7.1e-06	0	0	0.14
201	0.85	0.057	6.6e-06	0.095	0	0	0	0.14
202	0.9	4.7e-05	0	0.1	0	0	0	0.14
203	0.89	0.0065	0	0.1	8.2e-06	0	0	0.14
204	0.35	0.6	0.0022	0.04	0	0	1	0.22
205	0.87	0.033	0.0003	0.098	0.0019	0	0	0.14
206	0.85	0.058	0.00023	0.095	0.00013	0	0	0.14
207	0.83	0.08	0.00024	0.093	3.5e-05	0	0	0.14
208	0.82	0.082	8.1e-05	0.093	6.2e-06	0	0	0.14
209	0.89	0.006	0	0.1	0	0	0	0.14
210	0.67	0.22	0.037	0.075	0	0	0	0.14
211	0.82	0.081	0.0039	0.092	0.0021	0	0	0.14
212	0.54	0.39	0.0016	0.061	0	0	0	0.14
213	0.9	0.0033	0	0.1	1.8e-05	0	0	0.14
214	0.67	0.22	0.032	0.075	1.2e-05	0	0	0.14
215	0.89	0.0059	0	0.1	1.2e-05	0	0	0.14
216	0.88	0.0074	2.2e-05	0.099	0.013	3.9e-06	0	0.14
217	0.57	0.36	0.0082	0.064	0	0	0	0.14
218	0.74	0.14	0.045	0.083	0	0	0	0.14
219	0.88	0.0007	0	0.099	0.022	0	0	0.14
220	0.69	0.19	0.05	0.077	0	0	0	0.14
221	0.82	0.084	0.0014	0.093	0.00038	0	0	0.14
222	0.48	0	0	0.054	0.47	0	0	0.14
223	0.9	0.0033	0	0.1	0.00013	0	0	0.14
224	0.77	0.14	0.0016	0.087	5.1e-05	0	0	0.14
225	0.37	0.58	0.0017	0.042	0	0	1	0.22
226	0.67	0.23	0.029	0.076	1.5e-05	0	0	0.14
227	0.89	0.0063	0	0.1	8.1e-05	0	0	0.14
228	0.81	0.096	0	0.092	0	0	0	0.14
229	0.89	0.0088	3.9e-06	0.1	0.00046	0	0	0.14
230	0.66	0.26	0.0098	0.074	1.3e-05	0	0	0.14
231	0.89	0.0076	0	0.1	0.00019	0	0	0.14
232	0.72	0.19	3.6e-06	0.082	0	0	0	0.14
233	0.88	0.016	0	0.1	3.3e-06	0	0	0.14
234	0.88	0.02	4.3e-06	0.099	2e-05	0	0	0.14
235	0.87	0.034	0.00012	0.098	0.00043	0	0	0.14
236	0.83	0.068	0.005	0.093	0.0067	0.00023	0	0.14
237	0.83	0.076	0.00035	0.094	7.8e-05	0	0	0.14
238	0.88	0.018	0	0.1	0	0	0	0.14
239	0.88	0.015	7.3e-05	0.099	0.0045	0	0	0.14
240	0.89	0.0085	0	0.1	1.5e-05	0	0	0.14
241	0.89	0.0045	0	0.1	0.00013	0	0	0.14
242	0.74	0.17	0.0092	0.083	0.00016	0	0	0.14
243	0.71	0.12	0.089	0.081	0	0	0	0.14
244	0.89	0.0055	0	0.1	0.00015	0	0	0.14
245	0.89	0.0064	0	0.1	0.00046	0	0	0.14
246	0.64	0.28	0.0015	0.072	0	0	0	0.14
247	0.83	0.072	0.00059	0.094	0.00022	0	0	0.14
248	0.81	0.094	2.7e-06	0.092	0	0	0	0.14
249	0.9	0.00016	0	0.1	0	0	0	0.14
250	0.89	0.00014	0	0.1	0.0048	0	0	0.14
251	0.86	0.044	0.00018	0.097	0.00026	0	0	0.14
252	0.9	0.00095	0	0.1	2.2e-05	0	0	0.14
253	0.88	0.0013	0	0.099	0.023	0	0	0.14
254	0.76	0.0001	0	0.086	0.15	7e-05	0	0.14
255	0.66	0.21	0.052	0.075	0	0	0	0.14
256	0.54	0.4	0.0021	0.06	0	0	0	0.14
257	0.87	0.028	0.00019	0.098	0.0017	0	0	0.14
258	0.75	0.12	0.046	0.085	0	0	0	0.14
259	0.85	0.049	0.00058	0.096	0.0011	0	0	0.14
260	0.78	0.13	8.8e-05	0.088	0	0	0	0.14
261	0.85	0.05	0.00027	0.096	0.00031	0	0	0.14
262	0.83	0.0065	0.069	0.094	0	0	0	0.14
263	0.88	0.022	4.3e-06	0.099	1.5e-05	0	0	0.14
264	0.9	0.0023	0	0.1	0	0	0	0.14
265	0.84	0.068	7.4e-05	0.094	1.2e-05	0	0	0.14
266	0.85	0.054	0.0002	0.096	0.00014	0	0	0.14
267	0.9	0	0	0.1	2.1e-05	0	0	0.14
268	0.9	0.0015	0	0.1	0	0	0	0.14
269	0.9	0.0037	0	0.1	0	0	0	0.14
270	0.9	4.3e-05	0	0.1	0	0	0	0.14
271	0.86	0.038	0	0.097	0	0	0	0.14
272	0.83	0.078	0.00016	0.093	2.2e-05	0	0	0.14
273	0.87	0.032	4.2e-06	0.098	3.1e-06	0	0	0.14
274	0.83	0.078	0.00012	0.093	1.4e-05	0	0	0.14
275	0.57	0.23	0.14	0.064	0	0	0	0.14
276	0.78	0.073	0.059	0.088	0	0	0	0.14
277	0.84	0.068	0.00037	0.094	0.00014	0	0	0.14
278	0.32	0.53	0.11	0.036	0	0	1	0.22
279	0	0	0	0	7.4e-05	1	5	0.016
280	0.89	0.013	0	0.1	4.9e-06	0	0	0.14
281	0.89	0.0088	2e-05	0.1	0.0054	0	0	0.14
282	0.8	0.11	0	0.09	0	0	0	0.14
283	0.57	0.37	0.0001	0.064	0	0	0	0.14
284	0.69	0.17	0.06	0.078	0	0	0	0.14
285	0.79	0.12	0.0012	0.089	5.9e-05	0	0	0.14
286	0.74	0.17	0.0098	0.083	0.00015	0	0	0.14
287	0.88	0.016	5.3e-06	0.1	6.4e-05	0	0	0.14
288	0.9	0.00027	0	0.1	0.00032	0	0	0.14
289	0.89	0.011	8e-06	0.1	0.00065	0	0	0.14
290	0.89	0.0082	0	0.1	9.1e-06	0	0	0.14
291	0.8	0	0	0.091	0.1	0	0	0.14
292	0.73	0.18	0.005	0.083	6.7e-05	0	0	0.14
293	0.79	0.12	0.00082	0.089	3.8e-05	0	0	0.14
294	0.75	0.16	0.0023	0.085	4.1e-05	0	0	0.14
295	0.83	0.00033	0	0.094	0.074	1.6e-05	0	0.14
296	0.9	0.0035	0	0.1	0	0	0	0.14
297	0.78	0.13	0.00038	0.088	7.9e-06	0	0	0.14
298	0.87	0.036	0	0.098	0	0	0	0.14
299	0.85	0.06	0	0.095	0	0	0	0.14
300	0.79	0.12	0.00088	0.089	3.6e-05	0	0	0.14
301	0.89	0.012	8.8e-06	0.1	0.00046	0	0	0.14
302	0.9	0.0023	0	0.1	8.3e-05	0	0	0.14
303	0.89	0.0049	0	0.1	0.00021	0	0	0.14
304	0.9	0.0033	0	0.1	0.00013	0	0	0.14
305	0.87	0.026	0.00012	0.098	0.0011	0	0	0.14
306	0.9	0.00079	0	0.1	4.4e-06	0	0	0.14
307	0.75	0.15	0.0082	0.085	0.00025	0	0	0.14
308	0.9	0.0017	0	0.1	2.9e-05	0	0	0.14
309	0.86	0.042	0	0.097	0	0	0	0.14
310	0.84	0.00011	0	0.095	0.064	0	0	0.14
311	0.89	0.0062	0	0.1	0	0	0	0.14
312	0.88	0.022	6.9e-06	0.099	3.1e-05	0	0	0.14
313	0.89	0.014	7.7e-06	0.1	0.00019	0	0	0.14
314	0.64	0.27	0.014	0.072	8e-06	0	0	0.14
315	0.095	0.89	0.00016	0.011	0	0	1	0.22
316	0.5	0.44	0.0036	0.057	0	0	0	0.14
317	0.89	0.015	6.1e-06	0.1	0.00011	0	0	0.14
318	0.84	0.058	0.001	0.095	0.0011	0	0	0.14
319	0.76	0.077	0.082	0.085	0	0	0	0.14
320	0.89	0.012	0	0.1	3.1e-05	0	0	0.14
321	0.89	0.013	0	0.1	8.3e-06	0	0	0.14
322	0.85	0.0006	0	0.096	0.049	7e-06	0	0.14
323	0.82	0	0	0.092	0.093	0	0	0.14
324	0.88	0.026	8.2e-06	0.099	2.1e-05	0	0	0.14
325	0.87	0.031	0	0.098	0	0	0	0.14
326	0.8	0.11	0.00016	0.091	6.2e-06	0	0	0.14
327	0.19	0.79	0.0022	0.022	0	0	1	0.22
328	0.86	0.028	0.018	0.097	0	0	0	0.14
329	0.87	0	0	0.098	0.028	0	0	0.14
330	0.74	0.17	0.0013	0.084	1.7e-05	0	0	0.14
331	0.85	1.4e-05	0	0.096	0.052	0	0	0.14
332	0.87	0.033	0.00015	0.098	0.00074	0	0	0.14
333	0.89	0.0037	3.4e-06	0.1	0.011	0	0	0.14
334	0.44	0.51	0.0042	0.049	0	0	1	0.22
335	0.84	0.07	9.7e-05	0.094	1.5e-05	0	0	0.14
336	0.8	0.11	0.0018	0.09	0.00019	0	0	0.14
337	0.74	0.17	0.0025	0.083	4.6e-05	0	0	0.14
338	0.85	6.4e-06	0	0.095	0.059	0	0	0.14
339	0.89	0.0093	0	0.1	0	0	0	0.14
340	0.89	0.014	0	0.1	0	0	0	0.14
341	0.87	0.031	0	0.098	0	0	0	0.14
342	0.76	0.15	0.0021	0.086	6.9e-05	0	0	0.14
343	0.86	0.00048	0	0.097	0.047	2.2e-06	0	0.14
344	0.78	0.13	0.0017	0.088	0.0001	0	0	0.14
345	0.88	0.021	2.8e-05	0.099	0.0003	0	0	0.14
346	0.89	0.00017	0	0.1	0.012	0	0	0.14
347	0.8	0.1	0.00012	0.091	4e-06	0	0	0.14
348	0.87	0.036	0.00014	0.098	0.00042	0	0	0.14
349	0.9	0.0037	0	0.1	0	0	0	0.14
350	0.3	0.58	0.084	0.034	3.2e-06	0	1	0.22
351	0.85	0.051	0.00076	0.096	0.0014	0	0	0.14
352	0.85	0.00055	0	0.096	0.053	8.1e-06	0	0.14
353	0.88	0.00014	0	0.1	0.017	0	0	0.14
354	0.6	0.32	0.015	0.068	3.3e-05	0	0	0.14
355	0.89	0.0042	0.00034	0.1	0	0	0	0.14
356	0.88	0.018	0	0.099	0	0	0	0.14
357	0.87	0.027	0	0.099	0	0	0	0.14
358	0.87	0.037	0	0.098	0	0	0	0.14
359	0.9	9.9e-05	0	0.1	0	0	0	0.14
360	0.9	0.0023	0	0.1	0	0	0	0.14
361	0.89	0.0061	0	0.1	2.7e-06	0	0	0.14
362	0.88	0.022	2.1e-06	0.099	4.3e-06	0	0	0.14
363	0.89	0.0079	0	0.1	0	0	0	0.14
364	0.63	0.29	0.0087	0.071	2.3e-05	0	0	0.14
365	0.87	0.031	4.7e-05	0.098	0.00013	0	0	0.14
366	0.89	9.1e-05	0	0.1	0.014	0	0	0.14
367	0.89	0.0076	0	0.1	1.6e-05	0	0	0.14
368	0	0	0	0	0	1	5	0.016
369	0.46	0.49	0.001	0.051	0	0	1	0.22
370	0.67	0.25	0.00021	0.076	0	0	0	0.14
371	0.84	0.064	0.00013	0.095	3.5e-05	0	0	0.14
372	0.83	0.07	0.0011	0.094	0.00063	0	0	0.14
373	0.67	0	0	0.076	0.25	0	0	0.14
374	0.76	0.15	0.00015	0.086	0	0	0	0.14
375	0.88	0	0	0.099	0.02	0	0	0.14
376	0.13	0.85	0.0017	0.015	0	0	1	0.22
377	0.89	0.012	0	0.1	1.5e-05	0	0	0.14
378	0.84	0.061	3.7e-05	0.095	0	0	0	0.14
379	0.88	0.026	6.3e-06	0.099	1.3e-05	0	0	0.14
380	0.57	0.22	0.14	0.064	0	0	0	0.14
381	0.83	0.075	0.00088	0.094	0.00037	0	0	0.14
382	0.9	0.00048	0	0.1	0	0	0	0.14
383	0.88	0.016	1.4e-05	0.1	0	0	0	0.14
384	0.87	0.031	0	0.098	0	0	0	0.14
385	0.86	0.044	2.6e-05	0.097	1.4e-05	0	0	0.14
386	0.87	0.03	0.0018	0.098	0	0	0	0.14
387	0.44	0.47	0.034	0.05	8.6e-06	0	1	0.22
388	0.38	0.57	0.0045	0.043	0	0	1	0.22
389	0.89	0.0065	0	0.1	0	0	0	0.14
390	0.81	0.1	0.0001	0.091	3.1e-06	0	0	0.14
391	0.79	0.12	0.0014	0.089	8.5e-05	0	0	0.14
392	0.54	0.39	0.011	0.061	6.8e-06	0	0	0.14
393	0.88	0.0017	0	0.099	0.019	0	0	0.14
394	0.86	0.04	5.7e-05	0.097	6.7e-05	0	0	0.14
395	0.89	0.00082	0	0.1	0.012	0	0	0.14
396	0.89	0.0062	0	0.1	0	0	0	0.14
397	0.89	0.011	0	0.1	9.4e-06	0	0	0.14
398	0.87	0.028	0	0.098	0	0	0	0.14
399	0.87	0.00019	0	0.098	0.028	0	0	0.14
400	0.52	0.4	0.027	0.058	2.1e-05	0	0	0.14
401	0.85	0.052	0.0018	0.095	0.0046	4.2e-06	0	0.14
402	0.52	0.42	0.00076	0.059	0	0	0	0.14
403	0.21	0.76	0.0079	0.023	0	0	1	0.22
404	0.86	0.041	0.00048	0.097	0.0016	0	0	0.14
405	0.65	0.27	0.0084	0.073	3.3e-05	0	0	0.14
406	0.89	0.013	4.1e-06	0.1	0.0001	0	0	0.14
407	0.85	0.051	0.00018	0.096	0.00015	0	0	0.14
408	0.88	0.023	0	0.099	0	0	0	0.14
409	0.73	0.18	0.0025	0.082	3.3e-05	0	0	0.14
410	0.78	0.1	0.026	0.088	0	0	0	0.14
411	0.018	0.97	0.0067	0.002	0	0	1	0.22
412	0.58	0.33	0.027	0.065	6.1e-05	0	0	0.14
413	0.84	0.063	8.3e-06	0.095	0	0	0	0.14
414	0.88	0.026	0	0.099	0	0	0	0.14
415	0	0	0	0	0	1	5	0.016
416	0.86	0.042	0.00037	0.097	0.00098	0	0	0.14
417	0.87	9.1e-05	0	0.097	0.037	0	0	0.14
418	0.78	0.13	0.0019	0.088	0	0	0	0.14
419	0.83	0.072	7.4e-05	0.094	9.2e-06	0	0	0.14
420	0.9	0.0013	0	0.1	0	0	0	0.14
421	0.88	3e-06	0	0.1	0.016	0	0	0.14
422	0.0052	0.34	0.65	0.00058	0	0	2	0.3
423	0.65	0.28	5.3e-05	0.073	0	0	0	0.14
424	0.9	0.00018	0	0.1	0	0	0	0.14
425	0.88	0.019	0	0.099	3e-06	0	0	0.14
426	0.43	0.53	2e-05	0.048	0	0	1	0.22
427	0.85	0.05	0.00023	0.096	0.00025	0	0	0.14
428	0.85	0.056	1.7e-05	0.096	2.6e-06	0	0	0.14
429	0.5	0.43	0.0079	0.057	2.1e-06	0	0	0.14
430	0.44	0.51	0.0014	0.049	0	0	1	0.22
431	0.86	0.039	4.5e-05	0.097	5.4e-05	0	0	0.14
432	0.85	0.056	4.7e-06	0.096	0	0	0	0.14
433	0.73	0.19	0.0016	0.082	1.6e-05	0	0	0.14
434	0.86	0.044	4.6e-06	0.097	0	0	0	0.14
435	0.77	0.14	3.3e-05	0.087	0	0	0	0.14
436	0.88	0.025	2.8e-06	0.099	0	0	0	0.14
437	0.85	4.6e-05	0	0.095	0.059	0	0	0.14
438	0.87	0.033	2.3e-05	0.098	3.7e-05	0	0	0.14
439	0.87	0.035	3.5e-05	0.098	5.9e-05	0	0	0.14
440	0.88	0.024	0	0.099	0	0	0	0.14
441	0.67	0.24	0.015	0.075	0.00013	0	0	0.14
442	0.46	0.14	0.34	0.052	0	0	0	0.14
443	0.61	0.29	0.032	0.069	0.00015	0	0	0.14
444	0.85	0.049	5.4e-05	0.096	2.7e-05	0	0	0.14
445	0.47	0.4	0.084	0.053	2.4e-05	0	0	0.14
446	0.84	0.055	0.013	0.094	0	0	0	0.14
447	0.89	0.0096	0	0.1	1.7e-05	0	0	0.14
448	0.87	0.034	0.00014	0.098	0.00056	0	0	0.14
449	0.81	0.1	0.00056	0.091	4.5e-05	0	0	0.14
