SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
19	0	0	0.051	0.0096	0	0	0	0	0.0025	0.02	0	0.92	0	0	0	11	0.32	0.28
20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7e-05	7	0.32	0.12
21	0	0	0.045	0.01	0	0	0	0	0.0066	0.29	0	0.65	0	0	0	11	0.32	0.28
22	0	0	0.038	0.096	0	0	0	0	0.017	0.2	0	0.65	0	0	0	11	0.32	0.28
23	0	0	0	0	0.32	0	0	0	0	0	0.65	0	0	0.027	0	10	0.25	0
24	0	0	0	0	0.43	2.8e-05	0	0	0	0	0.0097	0	0	0.56	0	13	0.11	0
25	0	0	0	0	0.17	0	0	0	0	0	2.6e-06	0	0	0.83	0	13	0.11	0
26	0.29	0.094	0	0	0	1.3e-05	0.33	0	0	0	0	0	0.29	0	0	6	0	0.062
27	0	0	0.012	0.7	0	0	0	0	3e-05	0.01	0	0.28	0	0	0	3	0.56	0.48
28	0	0	0.012	0.71	0	0	0	0	3.6e-05	0.0097	0	0.27	0	0	0	3	0.56	0.48
29	0	0	0.046	0.0052	0	0	0	0	0.0025	0.3	0	0.65	0	0	0	11	0.32	0.28
30	0.11	0.78	0	0	0	0	0.00023	0	0	0	0	0	0.11	0	0	1	0	0.12
31	0	0	0.041	0.046	0	0	0	0	0.009	0.24	0	0.67	0	0	0	11	0.32	0.28
32	0	0	0.043	0.16	0	0	0	0	0.027	0.25	0	0.53	0	0	0	11	0.32	0.28
33	0	0	2.7e-06	0.038	0	0	0	0	0.74	0	0	0.22	0	0	0	8	0.44	0.28
34	0	0	0.029	0.0082	0	0	0	0	0.00041	0.59	0	0.38	0	0	0	9	0.6	0.67
35	0.35	0.07	0	0	0	0	0.23	0	0	0	0	0	0.35	0	0	0	0	0.093
36	0	0	0.04	0.089	0	0	0	0	0.0023	0.011	0	0.86	0	0	0	11	0.32	0.28
37	0	0	0	2.2e-06	0	0	0	2.4e-06	0.00077	0	0	1	0	0	0	11	0.32	0.28
38	0	0	0	0	0	0.00013	0	0.37	0.00047	0	0	0.57	0	0	0.051	11	0.32	0.28
39	0	0	0	0	0.23	0.0047	0	0	0	0	0.015	0	0	0.75	4.8e-06	13	0.11	0
40	0	0	0.046	0.0039	0	0	0	0	0.0016	0.0024	0	0.95	0	0	0	11	0.32	0.28
41	0.29	0.036	0	0	0	0	0.38	0	0	0	0	0	0.29	0	0	6	0	0.062
42	0	0	0.056	0.004	0	0	0	0	2.3e-05	0.17	0	0.77	0	0	0	11	0.32	0.28
43	0	0	0	0	0.44	1.5e-05	0	0	0	0	0.0036	0	0	0.56	0	13	0.11	0
44	0	0	0	0	0	0	0	0.67	0.00046	0	0	0.084	0	0	0.24	7	0.32	0.12
45	0	0	0.041	0.091	0	0	0	0	0.016	0.11	0	0.74	0	0	0	11	0.32	0.28
46	0	0	0.041	0.099	0	0	0	0	0.017	0.039	0	0.81	0	0	0	11	0.32	0.28
47	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0.99	14	0.32	0.062
48	0	0	0.04	0.084	0	0	0	0	0.025	0.21	0	0.64	0	0	0	11	0.32	0.28
49	0	0	0.043	0.041	0	0	0	0	0.046	0.034	0	0.83	0	0	0	11	0.32	0.28
50	0	0	0.018	0.0015	0	0	0	0	0.48	7.1e-05	0	0.5	0	0	0	11	0.32	0.28
51	0	0	0.039	0.012	0	0	0	0	0.0053	0.00074	0	0.94	0	0	0	11	0.32	0.28
52	0	0	0	0.00015	0	0	0	0.0012	0.0058	0	0	0.99	0	0	0	11	0.32	0.28
53	0	0	0.018	0.54	0	0	0	0	0.00029	0.004	0	0.44	0	0	0	3	0.56	0.48
54	0	0	0	0	0.1	0.0025	0	0	0	0	0.00011	0	0	0.9	0	13	0.11	0
55	0	0	0.0072	0.78	0	0	0	0	0.0019	0.00085	0	0.21	0	0	0	3	0.56	0.48
56	0	0	0.043	0.059	0	0	0	0	0.0026	0.17	0	0.73	0	0	0	11	0.32	0.28
57	0	0	0	0	0.43	0.00024	0	0	0	0	0.15	0	0	0.43	2.3e-05	4	0.14	0
58	0	0	0.085	0.063	0	0	0	0	0.0011	0.11	0	0.75	0	0	0	11	0.32	0.28
59	0.11	0.0026	0	0	0	0	0.78	0	0	0	0	0	0.11	0	0	6	0	0.062
60	0.26	0.41	0	0	0	1e-05	0.058	0	0	0	0	0	0.26	0	0	1	0	0.12
61	0	0	0.081	0.092	0	0	0	0	0.0023	0.074	0	0.75	0	0	0	11	0.32	0.28
62	0	0	0.0045	0.0018	0	0	0	0	0.00097	0.28	0	0.71	0	0	0	11	0.32	0.28
63	0	0	0	0	0.45	1.7e-05	0	0	0	0	0.0088	4.5e-05	0	0.54	0	13	0.11	0
64	0	0	0.0045	0.2	0	0	0	0.51	0.00043	0.00041	0	0.26	0	0	0.032	7	0.32	0.12
65	0	0	0	0	0.21	0.0006	0	0	0	0	0.0052	0	0	0.78	0	13	0.11	0
66	0	0	0.0016	0.066	0	0	0	0	0.11	0.028	0	0.8	0	0	0	11	0.32	0.28
67	0.28	0.19	0	0	0	0	0.14	0.049	0	0	0	5.5e-05	0.28	0	0.051	0	0	0.093
68	0	0	0.00059	0.013	0	0	0	0	0.044	0.024	0	0.92	0	0	0	11	0.32	0.28
69	0	0	0.031	0.18	0	0	0	0	0.023	0.2	0	0.57	0	0	0	11	0.32	0.28
70	0.31	0.15	0	0	0	1.3e-05	0.23	0	0	0	0	0	0.31	0	0	0	0	0.093
71	0.31	0.23	0	0	0	0	0.07	0.059	0	0	0	1.7e-06	0.31	0	0.025	0	0	0.093
72	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0.018	7	0.32	0.12
73	0	0	0	0	0.011	0	0	0	0	0	0.97	0.014	0	2e-05	0	10	0.25	0
74	0	0	0	0	0	0	0	0	0.0004	0	0	1	0	0	0	11	0.32	0.28
75	0.34	0.082	0	0	0	0	0.23	0	0	0	0	0	0.34	0	0	0	0	0.093
76	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.071	0.031
77	0	0	0	0	0.81	0	0	0	0	0	0.0015	0	0	0.19	0	4	0.14	0
78	0	0	0	0	0	0	0	0.97	0	0	0	3.3e-05	0	0	0.033	7	0.32	0.12
79	0	0	0.016	0.24	0	0	0	0	0.4	0.065	0	0.28	0	0	0	8	0.44	0.28
80	0	0	0.05	0.0066	0	0	0	0	2.2e-05	0.29	0	0.65	0	0	0	11	0.32	0.28
81	0	0	0	5e-06	0.27	0.0053	0	1.8e-05	0.071	0	0.08	0	0	0.58	0.00033	13	0.11	0
82	0.29	0.28	0	0	0	0.00014	0.15	0	0	0	0	0	0.29	0	0	0	0	0.093
83	0	0	0	0	0.18	0.0017	0	0	0.075	0	0.0021	0	0	0.74	0	13	0.11	0
84	0	0	0	0	0.054	0.00011	0	0	0	0	0	0	0	0.95	0	13	0.11	0
85	0	0	0	0.31	0	0	0	0.69	0	0	0	0	0	0	0	7	0.32	0.12
86	0.31	0.23	0	0	0	1.7e-05	0.14	0	0	0	0	0	0.31	0	0	0	0	0.093
87	0	0	0.048	0.0002	0	0	0	0	0	0.45	0	0.5	0	0	0	11	0.32	0.28
88	0	0	0	7.8e-05	0	0	0	0.04	0	0	0	0	0	0	0.96	14	0.32	0.062
89	0.33	0.19	0	0	0	0	0.15	0	0	0	0	0	0.33	0	0	0	0	0.093
90	0	0	0	1e-05	0	0	0	0.6	0	0	0	3.9e-06	0	0	0.4	7	0.32	0.12
91	0	0	0	0.73	0	0	0	0.27	0	0	0	2.5e-05	0	0	0	3	0.56	0.48
92	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	1	14	0.32	0.062
93	0	0	0.061	0.21	0	0	0	0	0.051	0.03	0	0.65	0	0	0	11	0.32	0.28
94	0	0	0	0	0	0	0	1	0	0	0	4.6e-05	0	0	5.4e-05	7	0.32	0.12
95	0	0	0.0021	0.96	0	0	0	0	0.0001	8.9e-06	0	0.042	0	0	0	3	0.56	0.48
96	0	0	0	0	0.033	0	0	0	0	0	0.97	0	0	0.00091	0	10	0.25	0
97	0	0	0	0	0	0	0	0	9.8e-06	0	0	1	0	0	0	11	0.32	0.28
98	0	0	0	0	0.3	0.002	0	8.2e-05	0	0	0.27	0	0	0.42	0.0018	13	0.11	0
99	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	1	14	0.32	0.062
100	0	0	0.036	0.15	0	0	0	0	0.012	0.17	0	0.63	0	0	0	11	0.32	0.28
101	0	0	0.047	0.0023	0	0	0	0	0.016	0.36	0	0.57	0	0	0	11	0.32	0.28
102	0.2	0.016	0	0	0	0	0.58	0	0	0	0	0	0.2	0	0	6	0	0.062
103	0	0	0.057	0.00045	0	0	0	0	0.018	0.016	0	0.91	0	0	0	11	0.32	0.28
104	0	0	0	0	0.0011	0	0	0	0	0	1	0	0	1.3e-05	0.00043	10	0.25	0
105	0	0	0	0	0.015	0.0015	0	0	0	0	0	0	0	0.98	0	13	0.11	0
106	0	0	0.054	0.0011	0	0	0	0	0.02	0.21	0	0.71	0	0	0	11	0.32	0.28
107	0.085	0.83	0	0	0	0	0.00034	0	0	0	0	0	0.085	0	0	1	0	0.12
108	0	0	0.046	0.033	0	0	0	0	0.0024	0.017	0	0.9	0	0	0	11	0.32	0.28
109	0	0	0.017	0.00032	0	0	0	0	1.6e-05	0.81	0	0.17	0	0	0	9	0.6	0.67
110	0.31	0.27	0	0	0	3.5e-06	0.12	0	0	0	0	0	0.31	0	0	0	0	0.093
111	0.24	0.48	0	0	0	0	0.03	0	0	0	0	0	0.24	0	0	1	0	0.12
112	0	0	0.031	0.063	0	0	0	0	9.9e-06	0.00012	0	0.91	0	0	0	11	0.32	0.28
113	0	0	0.022	0.24	0	0	0	0	0.047	0.00024	0	0.69	0	0	0	11	0.32	0.28
114	0.018	0.96	0	0	0	0	4.3e-06	0	0	0	0	0	0.018	0	0	1	0	0.12
115	0	0	0	0	0	0	0	0	3.5e-05	0	0	1	0	0	0	11	0.32	0.28
116	0	0	0	0	0.045	0	0	0	0	0	0.95	0	0	0.00032	0	10	0.25	0
117	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	1	14	0.32	0.062
118	0	0	0.023	0.34	0	0	0	0	0.0017	0.00097	0	0.63	0	0	0	11	0.32	0.28
119	0	0	0.026	0.074	0	0	0	0	0.018	5.2e-05	0	0.88	0	0	0	11	0.32	0.28
120	0	0	6.2e-05	0.0097	0	0	0	0	0.038	0.0033	0	0.95	0	0	0	11	0.32	0.28
121	0	0	0	0	0	0.00013	0	0.0031	0	0	0	0	0	0	1	14	0.32	0.062
122	0	0	0.034	0.23	0	0	0	0	0.0031	0.024	0	0.71	0	0	0	11	0.32	0.28
123	0	0	0	0	0.082	0.0007	0	0	0	0	1.6e-05	0	0	0.92	0	13	0.11	0
124	0	0	0	0	0	0	0	1	0	0	0	0.0003	0	0	0	7	0.32	0.12
125	0	0	0	0	0.085	0.0068	0	0	0	0	0.00027	0	0	0.91	0	13	0.11	0
126	0	0	0	0	0.033	6.4e-05	0	0.023	1.3e-05	0	0.76	0.00045	0	0.018	0.16	10	0.25	0
127	0	0	1.2e-06	0.00054	0	0	0	0.21	0	0	0	0.00012	0	0	0.79	14	0.32	0.062
128	0.32	0.097	0	0	0	0	0.27	0	0	0	0	0	0.32	0	0	0	0	0.093
129	0	0	0	0	0.44	6.1e-05	0	0	0	0	0.033	0.00026	0	0.53	0	13	0.11	0
130	0	0	0.036	0.035	0	0	0	0	0.19	0.015	0	0.72	0	0	0	11	0.32	0.28
131	0.00031	0.0082	0	0	0	0	0	0.0021	0	0	0	0.99	0.00031	0	0	11	0.32	0.28
132	0	0	0.0001	0.0038	0	0	0	0	0.038	0.0098	0	0.95	0	0	0	11	0.32	0.28
133	0	0	0.0023	0.0003	0	0	0	0	0.0049	0.13	0	0.86	0	0	0	11	0.32	0.28
134	0	0	0.032	0.16	0	0	0	0	0.0056	0.2	0	0.6	0	0	0	11	0.32	0.28
135	0	0	0.044	0	0	0	0	0	0.00076	0.9	0	0.056	0	0	0	9	0.6	0.67
136	0	0	0.84	0.00014	0	0	0	0	0.00032	0.16	0	0.00063	0	0	0	2	0.64	0.57
137	0	0	0.00068	6.4e-06	0	0	0	0	0	0.99	0	0.013	0	0	0	9	0.6	0.67
138	0.052	0.57	0	0	0	0	0.00045	0.15	0	0	0	0.18	0.052	0	0.00016	1	0	0.12
139	0	0	0	0	0	0	0	0.95	0	0	0	0.0016	0	0	0.045	7	0.32	0.12
140	0	0	0.047	0.037	0	0	0	0	0.0062	0.12	0	0.79	0	0	0	11	0.32	0.28
141	0	0	0	0	0.038	0.0079	0	0	0.046	0	6.2e-06	0	0	0.91	0	13	0.11	0
142	0	0	0.051	0.0055	0	0	0	0	0.038	0.16	0	0.74	0	0	0	11	0.32	0.28
143	0	0	0.031	0.0008	0	0	0	0	0	0.63	0	0.34	0	0	0	9	0.6	0.67
144	0.28	0.42	0	0	0	0	0.017	0	0	0	0	0	0.28	0	0	1	0	0.12
145	0	0	0	5.7e-05	0	0	0	0.03	0.092	0	0	0.88	0	0	3.2e-05	11	0.32	0.28
146	0.31	0.36	0	0	0	0	0.022	0	0	0	0	0	0.31	0	0	1	0	0.12
147	0	0	0.06	0.59	0	0	0	0	0.087	0.13	0	0.14	0	0	0	3	0.56	0.48
148	0	0	0	0	0.0026	0	0	1.1e-05	0	0	0.99	0	0	9.3e-05	0.0035	10	0.25	0
149	0	0	0	0	0.04	0.00083	0	0	0	0	0	0	0	0.96	0	13	0.11	0
150	0.33	0.096	0	0	0	0	0.16	0.025	0	0	0	0	0.33	0	0.058	0	0	0.093
151	0	0	0.028	0.0019	0	0	0	0	0.36	0.00096	0	0.61	0	0	0	11	0.32	0.28
152	0	0	0.037	0.15	0	0	0	0	0.099	0.062	0	0.65	0	0	0	11	0.32	0.28
153	0	0	0.00095	0.00027	0	0	0	0	0.017	0.074	0	0.91	0	0	0	11	0.32	0.28
154	0	0	0.0096	0.00036	0	0	0	0	7.6e-05	0.89	0	0.099	0	0	0	9	0.6	0.67
155	0	0	0	0	0.51	3.3e-05	0	0	0.08	0	0.038	0	0	0.38	0	4	0.14	0
156	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.25	0
157	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.25	0
158	0	0	0.0017	0.0048	0	0	0	0	5e-05	0.1	0	0.89	0	0	0	11	0.32	0.28
159	0	0	0	0	0	0	0	0.88	0.00085	0	0	0.0057	0	0	0.11	7	0.32	0.12
160	0	0	0	0	0	0	0	1	6.2e-06	0	0	0.00014	0	0	0	7	0.32	0.12
161	0	0	0	0	0.037	0.0032	0	0	0	0	0	0	0	0.96	0	13	0.11	0
162	0	0	0.03	0.23	0	0	0	0	0.0055	0.0041	0	0.74	0	0	0	11	0.32	0.28
163	0	0	0.06	0.00015	0	0	0	0	0.011	0.017	0	0.91	0	0	0	11	0.32	0.28
164	0	0	0.04	0.0018	0	0	0	0	0.00011	0.47	0	0.49	0	0	0	11	0.32	0.28
165	0	0	0.0049	0.00055	0	0	0	0	8.3e-06	0.94	0	0.05	0	0	0	9	0.6	0.67
166	0	0	0.042	0.049	0	0	0	0	0.024	0.12	0	0.76	0	0	0	11	0.32	0.28
167	0	0	0.031	0.29	0	0	0	0	0.0046	0.029	0	0.64	0	0	0	11	0.32	0.28
168	0	0	0	9.2e-06	0	0	0	0	0.0061	0	0	0.99	0	0	0	11	0.32	0.28
169	0	0	0.00016	0.01	0	0	0	0	0.017	0.00039	0	0.97	0	0	0	11	0.32	0.28
170	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.32	0.28
171	0	0	0	0	0	0	0	0.19	9.8e-05	0	0	0.0037	0	0	0.81	14	0.32	0.062
172	0	0	0	0	0	0	0	0	0.00023	0	0	1	0	0	0	11	0.32	0.28
173	0	0	0.053	0.00059	0	0	0	0	0.012	0.25	0	0.68	0	0	0	11	0.32	0.28
174	0	0	0.039	0.0054	0	0	0	0	0.0021	0.43	0	0.52	0	0	0	11	0.32	0.28
175	0	0	0.029	0.02	0	0	0	0	0.00071	0.55	0	0.4	0	0	0	9	0.6	0.67
176	0.3	0.041	0	0	0	0	0.36	0	0	0	0	0	0.3	0	0	6	0	0.062
177	0	0	0	0	0	0	0	0.96	0	0	0	7.4e-06	0	0	0.044	7	0.32	0.12
178	0.045	0.91	0	0	0	0	2.1e-05	0	0	0	0	0	0.045	0	0	1	0	0.12
179	0	0	0	0	0.059	0	0	0	0	0	0.82	0.11	0	0.0069	0.00022	10	0.25	0
180	0	0	0.043	0.055	0	0	0	0	0.11	0.066	0	0.73	0	0	0	11	0.32	0.28
181	0	0	0.038	0.15	0	0	0	0	0.002	0.02	0	0.79	0	0	0	11	0.32	0.28
182	0	0	0.044	0.029	0	0	0	0	0.071	0.034	0	0.82	0	0	0	11	0.32	0.28
183	0.29	0.32	0	0	0	4.1e-05	0.099	0	0	0	0	0	0.29	0	0	1	0	0.12
184	0	0	0	0	7.9e-05	0	0	0	0	0	1	0	0	0	0.00012	10	0.25	0
185	0	0	0.057	0.84	0	0	0	0	0.054	0.028	0	0.021	0	0	0	3	0.56	0.48
186	0	0	0	0	0.11	0.00011	0	0	0	0	2e-05	0	0	0.89	0	13	0.11	0
187	0	0	0.041	0.12	0	0	0	0	0.0011	0.046	0	0.79	0	0	0	11	0.32	0.28
188	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0.44	7	0.32	0.12
189	0	0	0.048	0.037	0	0	0	0	0.0014	0.078	0	0.84	0	0	0	11	0.32	0.28
190	0	0	0.0046	0.0045	0	0	0	0	0.037	0.2	0	0.76	0	0	0	11	0.32	0.28
191	0	0	0.036	0.0074	0	0	0	0	0.00013	0.46	0	0.5	0	0	0	11	0.32	0.28
192	0	0	0.061	0.41	0	0	0	0	0.07	0.19	0	0.27	0	0	0	3	0.56	0.48
193	0	0	0.0058	0.00037	0	0	0	0	0.00018	0.65	0	0.34	0	0	0	9	0.6	0.67
194	0.32	0.12	0	0	0	0	0.16	0.031	0	0	0	0	0.32	0	0.056	0	0	0.093
195	0	0	0.019	0.014	0	0	0	0	0.43	0.00012	0	0.54	0	0	0	11	0.32	0.28
196	0	0	0.031	0.29	0	0	0	0	0.0034	0.084	0	0.59	0	0	0	11	0.32	0.28
197	0	0	0	0	0.078	0.00034	0	0	0	0	1.3e-05	0	0	0.92	0	13	0.11	0
198	0.28	0.37	0	0	0	3.6e-06	0.073	0	0	0	0	0	0.28	0	0	1	0	0.12
199	0	0	0.021	0.47	0	0	0	0	0.00068	0.11	0	0.4	0	0	0	3	0.56	0.48
200	0	0	0.0043	0.87	0	0	0	0	6.8e-05	0.0004	0	0.12	0	0	0	3	0.56	0.48
201	0	0	0	0	0.25	0.00044	0	0	0	0	0.0032	0	0	0.74	0	13	0.11	0
202	0	0	0	0	0.063	0.0007	0	0	0	0	3.9e-06	0	0	0.94	0	13	0.11	0
203	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0.87	14	0.32	0.062
204	0	0	0.011	0.65	0	0	0	0	0	9.1e-05	0	0.34	0	0	0	3	0.56	0.48
205	0	0	0.045	0.0063	0	0	0	0	0.00011	0.0017	0	0.95	0	0	0	11	0.32	0.28
206	0	0	0.052	0.0093	0	0	0	0	0.052	0.21	0	0.68	0	0	0	11	0.32	0.28
207	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.071	0.031
