SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
36	0.096	0.9	0	0	0	0	0	0	1	0.32	0.28
37	0	1	0	0	0	0	0	3.8e-06	1	0.32	0.28
38	0	0.5	0	0.0013	0	0	0	0.5	7	0.32	0.12
39	0	0	0.96	0.022	0	0.016	0	0	2	0.11	0
40	0.042	0.96	0	0	0	0	0	0	1	0.32	0.28
41	0	0	0	0	0.031	0	0.97	0	6	0	0.093
42	0.54	0.46	0	0	0	0	0	0	0	0.6	0.62
43	0	0	0.99	0.0016	0	0.0055	0	0	2	0.11	0
44	0	0.075	0	7.6e-05	0	0	0	0.92	7	0.32	0.12
45	0.23	0.77	0	0	0	0	0	0	1	0.32	0.28
46	0.14	0.86	0	0	0	0	0	0	1	0.32	0.28
47	0	0	0	0	0	0	0	1	7	0.32	0.12
48	0.31	0.69	0	0	0	0	0	0	1	0.32	0.28
49	0.11	0.89	0	0	0	0	0	0	1	0.32	0.28
50	0.0031	1	0	0	0	0	0	0	1	0.32	0.28
51	0.019	0.98	0	0	0	0	0	0	1	0.32	0.28
52	1.2e-06	1	0	0	0	0	0	0.0018	1	0.32	0.28
53	0.099	0.9	0	0	0	0	0	0	1	0.32	0.28
54	0	0	0.99	0.0055	0	0.00011	0	0	2	0.11	0
55	0.053	0.95	0	0	0	0	0	0	1	0.32	0.28
56	0.33	0.67	0	0	0	0	0	0	1	0.32	0.28
57	0	0	0.77	0.011	0	0.22	0	0	2	0.11	0
58	0.38	0.62	0	0	0	0	0	0	1	0.32	0.28
59	0	0	0	0	0.0063	0	0.99	0	6	0	0.093
60	0	0	0	0	0.29	0	0.71	0	6	0	0.093
61	0.31	0.69	0	0	0	0	0	0	1	0.32	0.28
62	0.2	0.8	0	0	0	0	0	0	1	0.32	0.28
63	0	7.6e-05	0.98	0.0015	0	0.014	0	0	2	0.11	0
64	0.0047	0.25	0	0	0	0	0	0.75	7	0.32	0.12
65	0	0	0.99	0.0032	0	0.0056	0	0	2	0.11	0
66	0.026	0.97	0	0	0	0	0	0	1	0.32	0.28
67	0	6e-05	0	0	0.14	0	0.78	0.082	6	0	0.093
68	0.013	0.99	0	0	0	0	0	0	1	0.32	0.28
69	0.3	0.7	0	0	0	0	0	0	1	0.32	0.28
70	0	0	0	0	0.12	0	0.88	0	6	0	0.093
71	0	1.7e-06	0	0	0.15	0	0.77	0.088	6	0	0.093
72	0	0	0	0	0	0	0	1	7	0.32	0.12
73	0	0.015	2.4e-05	0	0	0.98	0	0	5	0.25	0
74	0	1	0	0	0	0	0	0	1	0.32	0.28
75	0	0	0	0	0.059	0	0.94	0	6	0	0.093
76	0	0	0	1	0	0	0	0	3	0.11	0.031
77	0	0	0.99	4.9e-05	0	0.0066	0	0	2	0.11	0
78	0	2.2e-05	0	0	0	0	0	1	7	0.32	0.12
79	0.58	0.42	0	0	0	0	0	0	0	0.6	0.62
80	0.55	0.45	0	0	0	0	0	0	0	0.6	0.62
81	0	0	0.86	0.039	0	0.1	0	3.9e-05	2	0.11	0
82	0	0	0	1.6e-05	0.2	0	0.8	0	6	0	0.093
83	0	0	0.99	0.01	0	0.0024	0	0	2	0.11	0
84	0	0	1	0.00024	0	0	0	0	2	0.11	0
85	0	0	0	0	0	0	0	1	7	0.32	0.12
86	0	0	0	0	0.16	0	0.84	0	6	0	0.093
87	0.81	0.19	0	0	0	0	0	0	0	0.6	0.62
88	0	2.2e-05	0	1.3e-05	0	0	0	1	7	0.32	0.12
89	0	0	0	0	0.13	0	0.87	0	6	0	0.093
90	0	4.2e-06	0	0	0	0	0	1	7	0.32	0.12
91	0	6e-05	0	0	0	0	0	1	7	0.32	0.12
92	0	0	0	0.002	0	0	0	1	7	0.32	0.12
93	0.15	0.85	0	0	0	0	0	0	1	0.32	0.28
94	0	3e-05	0	0	0	0	0	1	7	0.32	0.12
95	0.015	0.98	0	0	0	0	0	0	1	0.32	0.28
96	0	0	0.0011	0	0	1	0	0	5	0.25	0
97	0	1	0	0	0	0	0	0	1	0.32	0.28
98	0	0	0.63	0.026	0	0.34	0	0.00017	2	0.11	0
99	0	0	0	0.00031	0	0	0	1	7	0.32	0.12
100	0.31	0.69	0	0	0	0	0	0	1	0.32	0.28
101	0.4	0.6	0	0	0	0	0	0	1	0.32	0.28
102	0	0	0	0	0.02	0	0.98	0	6	0	0.093
103	0.088	0.91	0	0	0	0	0	0	1	0.32	0.28
104	0	0	1.5e-05	0	0	1	0	0	5	0.25	0
105	0	0	1	0.00058	0	0	0	0	2	0.11	0
106	0.3	0.7	0	0	0	0	0	0	1	0.32	0.28
107	0	0	0	0	0.72	0	0.28	0	4	0	0.12
108	0.12	0.88	0	0	0	0	0	0	1	0.32	0.28
109	0.86	0.14	0	0	0	0	0	0	0	0.6	0.62
110	0	0	0	0	0.19	0	0.81	0	6	0	0.093
111	0	0	0	0	0.34	0	0.66	0	6	0	0.093
112	0.017	0.98	0	0	0	0	0	0	1	0.32	0.28
113	0.0076	0.99	0	0	0	0	0	0	1	0.32	0.28
114	0	0	0	0	0.93	0	0.068	0	4	0	0.12
115	0	1	0	0	0	0	0	0	1	0.32	0.28
116	0	0	0.00039	0	0	1	0	0	5	0.25	0
117	0	0	0	0	0	0	0	1	7	0.32	0.12
118	0.027	0.97	0	0	0	0	0	0	1	0.32	0.28
119	0.0035	1	0	0	0	0	0	0	1	0.32	0.28
120	0.0035	1	0	0	0	0	0	0	1	0.32	0.28
121	0	0	0	0.99	0	0	0	0.015	3	0.11	0.031
122	0.14	0.86	0	0	0	0	0	0	1	0.32	0.28
123	0	0	1	0.0017	0	1.5e-05	0	0	2	0.11	0
124	0	0.0002	0	0	0	0	0	1	7	0.32	0.12
125	0	0	0.99	0.0067	0	0.00025	0	0	2	0.11	0
126	0	0.00059	0.025	0.0017	0	0.93	0	0.046	5	0.25	0
127	0	0.00037	0	0	0	0	0	1	7	0.32	0.12
128	0	0	0	0	0.074	0	0.93	0	6	0	0.093
129	0	0.00043	0.95	0.0033	0	0.05	0	0	2	0.11	0
130	0.063	0.94	0	0	0	0	0	0	1	0.32	0.28
131	0	0.99	0	0	0.0055	0	0.00079	0.0033	1	0.32	0.28
132	0.003	1	0	0	0	0	0	0	1	0.32	0.28
133	0.079	0.92	0	0	0	0	0	0	1	0.32	0.28
134	0.33	0.67	0	0	0	0	0	0	1	0.32	0.28
135	0.9	0.1	0	0	0	0	0	0	0	0.6	0.62
136	1	0.0012	0	0	0	0	0	0	0	0.6	0.62
137	0.97	0.03	0	0	0	0	0	0	0	0.6	0.62
138	0	0.19	0	0	0.41	0	0.15	0.25	4	0	0.12
139	0	0.0011	0	0	0	0	0	1	7	0.32	0.12
140	0.26	0.74	0	0	0	0	0	0	1	0.32	0.28
141	0	0	1	0.0041	0	5.8e-06	0	0	2	0.11	0
142	0.25	0.75	0	0	0	0	0	0	1	0.32	0.28
143	0.84	0.16	0	0	0	0	0	0	0	0.6	0.62
144	0	0	0	0	0.28	0	0.72	0	6	0	0.093
145	0	0.95	0	0	0	0	0	0.049	1	0.32	0.28
146	0	0	0	0	0.23	0	0.77	0	6	0	0.093
147	0.71	0.29	0	0	0	0	0	0	0	0.6	0.62
148	0	0	0.00011	0	0	1	0	1.8e-05	5	0.25	0
149	0	0	1	0.00081	0	0	0	0	2	0.11	0
150	0	0	0	0	0.068	0	0.89	0.041	6	0	0.093
151	0.013	0.99	0	0	0	0	0	0	1	0.32	0.28
152	0.15	0.85	0	0	0	0	0	0	1	0.32	0.28
153	0.024	0.98	0	0	0	0	0	0	1	0.32	0.28
154	0.85	0.15	0	0	0	0	0	0	0	0.6	0.62
155	0	0	0.91	0.0063	0	0.079	0	0	2	0.11	0
156	0	0	0	0	0	1	0	0	5	0.25	0
157	0	0	0	0	0	1	0	0	5	0.25	0
158	0.088	0.91	0	0	0	0	0	0	1	0.32	0.28
159	0	0.0042	0	0	0	0	0	1	7	0.32	0.12
160	0	9.3e-05	0	0	0	0	0	1	7	0.32	0.12
161	0	0	1	0.0016	0	0	0	0	2	0.11	0
162	0.051	0.95	0	0	0	0	0	0	1	0.32	0.28
163	0.091	0.91	0	0	0	0	0	0	1	0.32	0.28
164	0.65	0.35	0	0	0	0	0	0	0	0.6	0.62
165	0.91	0.09	0	0	0	0	0	0	0	0.6	0.62
166	0.23	0.77	0	0	0	0	0	0	1	0.32	0.28
167	0.16	0.84	0	0	0	0	0	0	1	0.32	0.28
168	1.4e-06	1	0	0	0	0	0	0	1	0.32	0.28
169	0.0015	1	0	0	0	0	0	0	1	0.32	0.28
170	0	1	0	0	0	0	0	0	1	0.32	0.28
171	0	0.013	0	3e-05	0	0	0	0.99	7	0.32	0.12
172	0	1	0	0	0	0	0	0	1	0.32	0.28
173	0.34	0.66	0	0	0	0	0	0	1	0.32	0.28
174	0.53	0.47	0	0	0	0	0	0	0	0.6	0.62
175	0.62	0.38	0	0	0	0	0	0	0	0.6	0.62
176	0	0	0	0	0.034	0	0.97	0	6	0	0.093
177	0	5.1e-06	0	0	0	0	0	1	7	0.32	0.12
178	0	0	0	0	0.84	0	0.16	0	4	0	0.12
179	0	0.12	0.0084	4.5e-05	0	0.87	0	0	5	0.25	0
180	0.14	0.86	0	0	0	0	0	0	1	0.32	0.28
181	0.14	0.86	0	0	0	0	0	0	1	0.32	0.28
182	0.11	0.89	0	0	0	0	0	0	1	0.32	0.28
183	0	0	0	4.6e-06	0.23	0	0.77	0	6	0	0.093
184	0	0	0	0	0	1	0	0	5	0.25	0
185	0.85	0.15	0	0	0	0	0	0	0	0.6	0.62
186	0	0	1	0.00069	0	1.9e-05	0	0	2	0.11	0
187	0.22	0.78	0	0	0	0	0	0	1	0.32	0.28
188	0	0	0	0	0	0	0	1	7	0.32	0.12
189	0.26	0.74	0	0	0	0	0	0	1	0.32	0.28
190	0.091	0.91	0	0	0	0	0	0	1	0.32	0.28
191	0.6	0.4	0	0	0	0	0	0	0	0.6	0.62
192	0.57	0.43	0	0	0	0	0	0	0	0.6	0.62
193	0.53	0.47	0	0	0	0	0	0	0	0.6	0.62
194	0	0	0	0	0.085	0	0.86	0.051	6	0	0.093
195	0.0045	1	0	0	0	0	0	0	1	0.32	0.28
196	0.26	0.74	0	0	0	0	0	0	1	0.32	0.28
197	0	0	1	0.00079	0	1.2e-05	0	0	2	0.11	0
198	0	0	0	0	0.26	0	0.74	0	6	0	0.093
199	0.41	0.59	0	0	0	0	0	0	1	0.32	0.28
200	0.063	0.94	0	0	0	0	0	0	1	0.32	0.28
201	0	0	0.99	0.005	0	0.0037	0	0	2	0.11	0
202	0	0	1	0.0014	0	3.6e-06	0	0	2	0.11	0
203	0	0	0	0	0	0	0	1	7	0.32	0.12
204	0.074	0.93	0	0	0	0	0	0	1	0.32	0.28
205	0.051	0.95	0	0	0	0	0	0	1	0.32	0.28
206	0.28	0.72	0	0	0	0	0	0	1	0.32	0.28
207	0	0	0	1	0	0	0	0	3	0.11	0.031
