SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
120	0	0.2	0.0015	0	0	0	0	0	0.036	0.0015	0.76	10	0.32	0.28
121	0	0	0	0	0	0.87	0.0011	0.13	0	0	0	5	0.32	0.093
122	0	0.0034	0.076	0	0	0	0	0	0.0043	0.076	0.84	10	0.32	0.28
123	0	0	0	1.5e-05	1	0	0.0006	0	0	0	0	4	0.11	0
124	0	0	0	0	0	0.027	0	0.97	0	0	0.00032	7	0.28	0.12
125	0	0	0	0.00025	0.99	0	0.0059	0	0	0	0	4	0.11	0
126	0	0	0	0.87	0.024	0.091	6.8e-05	0.012	1.7e-05	0	0.00049	3	0.25	0
127	0	0	0	0	0	0.9	0	0.096	1e-06	0	0.00014	5	0.32	0.093
128	0.99	0.009	0	0	0	0	0	0	0	0	0	0	0	0.093
129	0	0	0	0.05	0.95	0	8.7e-05	0	0	0	0.00038	4	0.11	0
130	0	0.0088	0.026	0	0	0	0	0	0.22	0.026	0.72	10	0.32	0.28
131	0.0012	0	0	0	0	0.00013	0	0	0	0	1	10	0.32	0.28
132	0	0.067	0.0015	0	0	0	0	0	0.042	0.0015	0.89	10	0.32	0.28
133	0	0.016	0.042	0	0	0	0	0	0.0061	0.042	0.89	10	0.32	0.28
134	0	0.035	0.17	0	0	0	0	0	0.0069	0.17	0.62	10	0.32	0.28
135	0	0	0.45	0	0	0	0	0	0.0015	0.45	0.094	2	0.6	0.62
136	0	0	0.5	0	0	0	0	0	0.00068	0.5	0.0011	2	0.6	0.62
137	0	0	0.49	0	0	0	0	0	0	0.49	0.028	2	0.6	0.62
138	0.5	0	0	0	0	0.052	0	0	0	0	0.45	0	0	0.093
139	0	0	0	0	0	0.37	0	0.63	0	0	0.00079	7	0.28	0.12
140	0	0.028	0.14	0	0	0	0	0	0.0065	0.14	0.69	10	0.32	0.28
141	0	0	0	5.5e-06	0.95	0	0.0065	0	0.046	0	0	4	0.11	0
142	0	0.096	0.12	0	0	0	0	0	0.038	0.12	0.63	10	0.32	0.28
143	0	0.0085	0.42	0	0	0	0	0	0	0.42	0.15	2	0.6	0.62
144	1	0	0	0	0	0	0	0	0	0	0	0	0	0.093
145	0	0.00057	0	0	0	0.0035	0	0.0047	0.11	0	0.88	10	0.32	0.28
146	1	0	0	0	0	0	0	0	0	0	0	0	0	0.093
147	0	0.026	0.29	0	0	0	0	0	0.17	0.29	0.22	2	0.6	0.62
148	0	0	0	1	0.00011	0.00026	0	7.3e-06	0	0	0	3	0.25	0
149	0	0	0	0	1	0	0.00068	0	0	0	0	4	0.11	0
150	0.91	0	0	0	0	0.095	0	0	0	0	0	0	0	0.093
151	0	0.00057	0.0042	0	0	0	0	0	0.41	0.0042	0.59	10	0.32	0.28
152	0	0.044	0.068	0	0	0	0	0	0.13	0.068	0.69	10	0.32	0.28
153	0	0.17	0.011	0	0	0	0	0	0.018	0.011	0.79	10	0.32	0.28
154	0	0.26	0.32	0	0	0	0	0	9.3e-05	0.32	0.1	2	0.6	0.62
155	0	0	0	0.067	0.78	0	5.3e-05	0	0.16	0	0	4	0.11	0
156	0	0	0	1	0	0	0	0	0	0	0	3	0.25	0
157	0	0	0	1	0	0	0	0	0	0	0	3	0.25	0
158	0	0.02	0.047	0	0	0	0	0	5.9e-05	0.047	0.89	10	0.32	0.28
159	0	0	0	0	0	0.92	0	0.07	0.0011	0	0.0059	5	0.32	0.093
160	0	0	0	0	0	0.43	0	0.56	0.00062	0	0.012	7	0.28	0.12
161	0	0	0	0	1	0	0.0026	0	0	0	0	4	0.11	0
162	0	0.00054	0.027	0	0	0	0	0	0.0084	0.027	0.94	10	0.32	0.28
163	0	0.0054	0.048	0	0	0	0	0	0.013	0.048	0.89	10	0.32	0.28
164	0	0.037	0.32	0	0	0	0	0	8.6e-05	0.32	0.32	2	0.6	0.62
165	0	0.25	0.35	0	0	0	0	0	1.2e-05	0.35	0.062	2	0.6	0.62
166	0	0.046	0.12	0	0	0	0	0	0.027	0.12	0.7	10	0.32	0.28
167	0	0.0057	0.084	0	0	0	0	0	0.007	0.084	0.82	10	0.32	0.28
168	0	0.012	0	0	0	0	0	0	0.0071	0	0.98	10	0.32	0.28
169	0	0.064	0.00073	0	0	0	0	0	0.019	0.00073	0.92	10	0.32	0.28
170	0	0.94	0	0	0	0	0	0	0	0	0.059	1	0.32	0.43
171	0	0	0	0	0	0.89	0	0.11	0.00017	0	0.0055	5	0.32	0.093
172	0	1	0	0	0	0	0	0	0	0	0.00081	1	0.32	0.43
173	0	0.14	0.15	0	0	0	0	0	0.012	0.15	0.55	10	0.32	0.28
174	0	0.098	0.25	0	0	0	0	0	0.002	0.25	0.41	10	0.32	0.28
175	0	0.097	0.29	0	0	0	0	0	0.00068	0.29	0.32	10	0.32	0.28
176	1	0	0	0	0	0	0	0	0	0	0	0	0	0.093
177	0	0	0	0	0	0.82	0	0.18	0	0	6e-06	5	0.32	0.093
178	1	0	0	0	0	0	0	0	0	0	0	0	0	0.093
179	0	0	0	0.88	0.0086	1.7e-05	0	0	0	0	0.11	3	0.25	0
180	0	0.049	0.064	0	0	0	0	0	0.12	0.064	0.7	10	0.32	0.28
181	0	0.0018	0.078	0	0	0	0	0	0.0025	0.078	0.84	10	0.32	0.28
182	0	0.015	0.053	0	0	0	0	0	0.082	0.053	0.8	10	0.32	0.28
183	1	0	0	0	0	0	3.6e-05	0	0	0	0	0	0	0.093
184	0	0	0	1	0	0	0	0	0	0	0	3	0.25	0
185	0	0.013	0.3	0	0	0	0	0	0.29	0.3	0.096	2	0.6	0.62
186	0	0	0	1.9e-05	1	0	0.0001	0	0	0	0	4	0.11	0
187	0	0.004	0.12	0	0	0	0	0	0.0013	0.12	0.76	10	0.32	0.28
188	0	0	0	0	0	0.99	0	0.014	0	0	0	5	0.32	0.093
189	0	0.0086	0.14	0	0	0	0	0	0.0014	0.14	0.72	10	0.32	0.28
190	0	0.37	0.03	0	0	0	0	0	0.031	0.03	0.54	10	0.32	0.28
191	0	0.051	0.3	0	0	0	0	0	0.00011	0.3	0.36	10	0.32	0.28
192	0	0.044	0.25	0	0	0	0	0	0.11	0.25	0.35	10	0.32	0.28
193	0	0.19	0.22	0	0	0	0	0	0.00023	0.22	0.36	10	0.32	0.28
194	0.91	0	0	0	0	0.095	0	0	0	0	0	0	0	0.093
195	0	3.6e-05	0.0013	0	0	0	0	0	0.48	0.0013	0.51	10	0.32	0.28
196	0	0.021	0.14	0	0	0	0	0	0.0048	0.14	0.7	10	0.32	0.28
197	0	0	0	1.2e-05	1	0	0.00029	0	0	0	0	4	0.11	0
198	1	0	0	0	0	0	3.3e-06	0	0	0	0	0	0	0.093
199	0	0.26	0.16	0	0	0	0	0	0.00084	0.16	0.42	10	0.32	0.28
200	0	0.00029	0.034	0	0	0	0	0	0.0006	0.034	0.93	10	0.32	0.28
201	0	0	0	0.0037	1	0	0.00046	0	0	0	0	4	0.11	0
202	0	0	0	3.5e-06	1	0	0.00059	0	0	0	0	4	0.11	0
203	0	0	0	0	0	0.99	0	0.0071	0	0	0	5	0.32	0.093
204	0	0	0.04	0	0	0	0	0	0	0.04	0.92	10	0.32	0.28
205	0	4.5e-05	0.028	0	0	0	0	0	0.00013	0.028	0.94	10	0.32	0.28
206	0	0.16	0.12	0	0	0	0	0	0.051	0.12	0.55	10	0.32	0.28
207	0	0	0	0	0	0	1	0	0	0	0	6	0.071	0.031
