SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
23	0	0.057	0	0	0	0	0	0.027	0	0	0	0	0.86	0.057	0	0	12	0.19	0.17	0.17	0.11
24	1e-05	0.38	0	0	0	0	0	0.00026	0	0	0	0	0.25	0.38	0	0	1	0.25	0.19	0.22	0.14
25	0	0.44	0	0	0	0	0	0.0037	0	0	0	0	0.11	0.44	0	0	1	0.25	0.19	0.22	0.14
26	0	0.47	0	0	0	0	0	0.0099	0	0	0	0	0.05	0.47	0	0	1	0.25	0.19	0.22	0.14
27	0	0.41	0	0	0	0	0.041	0	0.021	0	0.11	0	0	0.41	0	0	1	0.25	0.19	0.22	0.14
28	0	0.5	0	0	0	0	0	0	2.8e-05	0	0.0028	0	0	0.5	0	0	1	0.25	0.19	0.22	0.14
29	6.1e-06	0.48	0	0	0	0	0	0.0021	0	0	9.4e-06	0	0.047	0.48	0	0	1	0.25	0.19	0.22	0.14
30	7.7e-06	0.41	0	0	0	0	0	0.0019	0	0	0	0	0.19	0.41	0	0	1	0.25	0.19	0.22	0.14
31	0	0.48	0	0	0	0	0	0.012	2.2e-05	0	1.9e-05	0	0.026	0.48	0	0	1	0.25	0.19	0.22	0.14
32	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1	0.25	0.19	0.22	0.14
33	0	0.055	0	0	0	0	0	0	0.86	0	0.031	0	0	0.055	0	0	8	0.42	0.33	0.47	0.22
34	0	0.32	0	0	0	0	0.0011	0	0.15	0	0.21	0	0	0.32	0	0	1	0.25	0.19	0.22	0.14
35	0	0.5	0	0	0	0	0	0.0028	0	0	0	0	0.0038	0.5	0	0	1	0.25	0.19	0.22	0.14
36	1.6e-05	0.44	0	0	0	0	0	0.0027	0	0	0	0	0.13	0.44	0	0	1	0.25	0.19	0.22	0.14
37	0	0.22	0	0	0	0	0	0.0053	0	0	0	0	0.55	0.22	0	0	12	0.19	0.17	0.17	0.11
38	0	0.48	0	0	0	0	0	0.012	0	0	0	0	0.021	0.48	0	0	1	0.25	0.19	0.22	0.14
39	0	0.04	0	0	0	0	0.92	0	6.4e-05	0	0.0029	0	0	0.04	0	0	6	0.75	0.6	0.53	0.46
40	0	0.5	0	0	0	0	0.00015	0	0	0	0	0	0	0.5	0	0	1	0.25	0.19	0.22	0.14
41	0	0.47	0	0	0	0	0	0.0064	0	0	0	0	0.051	0.47	0	0	1	0.25	0.19	0.22	0.14
42	0	0.48	0	0	0	0	0	0.0031	5.8e-05	0	0.00066	0	0.039	0.48	0	0	1	0.25	0.19	0.22	0.14
43	0	1.1e-06	0	0	0	0	0	0	0.0021	0	1	0	0	1.1e-06	0	0	10	0.47	0.33	0.34	0.22
44	0	0.17	0	1.6e-05	0	0	0	0.0044	0	0	0	0	0.65	0.17	0	0	12	0.19	0.17	0.17	0.11
45	5.7e-06	0.28	0	0	0	0	0	0.0013	0	0	0	0	0.44	0.28	0	0	12	0.19	0.17	0.17	0.11
46	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0.0015	1	15	0.19	0.13	0.22	0
47	0	0.4	0	0.0012	0	0	0	0.16	0	0	0	0	0.024	0.4	0	0	1	0.25	0.19	0.22	0.14
48	0	0.0015	0	0	0	0	0	0	6.5e-05	0	1	0	0	0.0015	0	0	10	0.47	0.33	0.34	0.22
49	3e-06	0.28	0	0	0	0	0	0.0038	0	0	0	0	0.43	0.28	0	0	12	0.19	0.17	0.17	0.11
50	0	0.062	0	2.8e-06	0	0	0	0.004	0	0	0	0	0.87	0.062	0	0	12	0.19	0.17	0.17	0.11
51	1.3e-05	0.5	0	0	0	0	0	9.3e-06	0	0	0	0	0.0086	0.5	0	0	1	0.25	0.19	0.22	0.14
52	2.4e-05	0.16	0	0	0	0	0	0.00015	0	0	0	0	0.68	0.16	0	0	12	0.19	0.17	0.17	0.11
53	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.021	0	0.14
54	0	0.46	0	0	0	0	0	0	0.0037	0	0.076	0	0	0.46	0	0	1	0.25	0.19	0.22	0.14
55	0	0.4	0	0.15	0	0	0	0.036	1.1e-05	0	0.00013	0	0.025	0.4	0	0	1	0.25	0.19	0.22	0.14
56	0	0.5	0	0	0	0	0	0	4.6e-05	0	0.00061	0	0	0.5	0	0	1	0.25	0.19	0.22	0.14
57	2.4e-06	0.4	0	1.1e-05	0	0	0	0.0049	0	0	0	0	0.2	0.4	0	0	1	0.25	0.19	0.22	0.14
58	0	0.49	0	0	0	0	0	0.023	0	0	0	0	0.00039	0.49	0	0	1	0.25	0.19	0.22	0.14
59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.021	0	0.14
60	1.7e-06	0.23	0	0	0	0	0	0.00068	0	0	0	0	0.54	0.23	0	0	12	0.19	0.17	0.17	0.11
61	0	0.47	0	0	0	0	0.0004	0	0.013	0	0.043	0	0	0.47	0	0	1	0.25	0.19	0.22	0.14
62	0	0.18	0	0	0	0	0	0.0022	0	0	0	0	0.63	0.18	0	0	12	0.19	0.17	0.17	0.11
63	0	0.0079	0	0	0	0	0	0.0011	0	0	0	0	0.98	0.0079	0	0	12	0.19	0.17	0.17	0.11
64	0	0.5	0	0	0	0	0	0.0059	0	0	0	0	5.5e-05	0.5	0	0	1	0.25	0.19	0.22	0.14
65	0	0.19	0	0	0	0	2.2e-06	2.1e-05	0.05	0	0.57	0	1.1e-05	0.19	0	0	10	0.47	0.33	0.34	0.22
66	0	0.012	0	0	0	0	0	6.5e-05	0	0	0	0	0.98	0.012	0	0	12	0.19	0.17	0.17	0.11
67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.25	0.19	0.22	0.016
68	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0.75	0	0.087	0.096
69	1.7e-05	0.27	0	0	0	0	0	0.0018	0	0	0	0	0.47	0.27	0	0	12	0.19	0.17	0.17	0.11
70	0	0.49	0.027	2.8e-06	0	0	0	0	0	0	0	0	0	0.49	0	0	1	0.25	0.19	0.22	0.14
71	0	0.5	0	0	0	0	0.0034	0	0	0	1e-05	0	0	0.5	0	0	1	0.25	0.19	0.22	0.14
72	0	0.00021	0	1	0	0	0	0	0	0	0	0	0	0.00021	0	0	3	0.25	0.19	0.22	0.016
73	0	0.5	0	0	0	0	0	0.0013	0	0	0	0	0.0001	0.5	0	0	1	0.25	0.19	0.22	0.14
74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.021	0	0.14
75	0	0.13	0	0	0	0	0	0.00088	0.0049	0	0.0056	0	0.73	0.13	0	0	12	0.19	0.17	0.17	0.11
76	0	0.00047	0	0.51	0	0	0	0.00028	0	0	0	0	0.0008	0.00047	0.3	0.19	3	0.25	0.19	0.22	0.016
77	0	0.088	0	0.32	0	0	0	0.0062	0.0075	0	0.014	0	0.1	0.088	0.13	0.24	3	0.25	0.19	0.22	0.016
78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0.021	0	0.14
79	0	0.45	0	3.2e-06	0	0	0	0.018	0.0031	0	0.0013	0	0.079	0.45	0	0	1	0.25	0.19	0.22	0.14
80	1.1e-05	0.49	0	0	0	0	0	0.01	0	0	0.0015	0	0.0086	0.49	0	0	1	0.25	0.19	0.22	0.14
81	0	0	0	2e-05	0	0	0	0	0	0	0	0	0	0	2.5e-05	1	15	0.19	0.13	0.22	0
82	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.11	0	0	0
83	2.7e-06	0.5	0	0	0	0	0	0.0044	0	0	2.5e-05	0	0.0036	0.5	0	0	1	0.25	0.19	0.22	0.14
