SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
42	1	0	0	0.00041	0	0.23	0.26	0.2	0.18
43	1	0	0	0.0022	0	0.23	0.26	0.2	0.18
44	1	0	0	1.2e-05	0	0.23	0.26	0.2	0.18
45	0.99	0	0	0.0054	0	0.23	0.26	0.2	0.18
46	0.037	0	0	0.96	3	0.29	0.31	0.2	0.18
47	0.99	0	0	0.01	0	0.23	0.26	0.2	0.18
48	1	0	0	0.0047	0	0.23	0.26	0.2	0.18
49	0.98	0	0	0.025	0	0.23	0.26	0.2	0.18
50	1	0	0	5e-06	0	0.23	0.26	0.2	0.18
51	1	0	0	3e-05	0	0.23	0.26	0.2	0.18
52	0.93	0	0	0.071	0	0.23	0.26	0.2	0.18
53	1	0	0	0.00047	0	0.23	0.26	0.2	0.18
54	0.98	0	0	0.022	0	0.23	0.26	0.2	0.18
55	1	0	0	0	0	0.23	0.26	0.2	0.18
56	1	0	0	3.7e-05	0	0.23	0.26	0.2	0.18
57	0.78	0	0	0.22	0	0.23	0.26	0.2	0.18
58	0.66	0	0	0.34	0	0.23	0.26	0.2	0.18
59	1	0	0	7e-05	0	0.23	0.26	0.2	0.18
60	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
61	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
62	1	0	0	0.0024	0	0.23	0.26	0.2	0.18
63	0.94	0	0	0.06	0	0.23	0.26	0.2	0.18
64	1	0	0	0	0	0.23	0.26	0.2	0.18
65	1	0	0	0	0	0.23	0.26	0.2	0.18
66	0.12	0	0	0.88	3	0.29	0.31	0.2	0.18
67	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
68	0.29	0	0	0.71	3	0.29	0.31	0.2	0.18
69	1	0	0	0	0	0.23	0.26	0.2	0.18
70	1	0	0	0.0002	0	0.23	0.26	0.2	0.18
71	0.74	0	0	0.26	0	0.23	0.26	0.2	0.18
72	0.99	0	0	0.0073	0	0.23	0.26	0.2	0.18
73	0	1	0	0	1	0.026	0.12	0.022	0.02
74	0.94	0	0	0.057	0	0.23	0.26	0.2	0.18
75	0.99	0	0	0.0077	0	0.23	0.26	0.2	0.18
76	0.96	0	0	0.042	0	0.23	0.26	0.2	0.18
77	0.55	0	0	0.45	0	0.23	0.26	0.2	0.18
78	0.65	0	0	0.35	0	0.23	0.26	0.2	0.18
79	0.95	0	0	0.05	0	0.23	0.26	0.2	0.18
80	0.51	0	0	0.49	0	0.23	0.26	0.2	0.18
81	0	1	0	0	1	0.026	0.12	0.022	0.02
82	0	5.3e-05	1	0	2	0	0	0.044	0.02
83	0	0	1	0	2	0	0	0.044	0.02
84	1	0	0	0	0	0.23	0.26	0.2	0.18
85	1	0	0	0	0	0.23	0.26	0.2	0.18
86	0.45	0	0	0.55	3	0.29	0.31	0.2	0.18
87	1	0	0	0.0019	0	0.23	0.26	0.2	0.18
88	0.98	0	0	0.016	0	0.23	0.26	0.2	0.18
89	1	0	0	0.0016	0	0.23	0.26	0.2	0.18
90	0.97	0	0	0.03	0	0.23	0.26	0.2	0.18
91	1	0	0	0	0	0.23	0.26	0.2	0.18
92	0.99	0	0	0.0072	0	0.23	0.26	0.2	0.18
93	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
94	0	1	0	0	1	0.026	0.12	0.022	0.02
95	0.11	0	0	0.89	3	0.29	0.31	0.2	0.18
96	0.97	0	0	0.025	0	0.23	0.26	0.2	0.18
97	0.84	0	0	0.16	0	0.23	0.26	0.2	0.18
98	1	0	0	1.4e-05	0	0.23	0.26	0.2	0.18
99	0.47	0	0	0.53	3	0.29	0.31	0.2	0.18
100	1	0	0	0.0023	0	0.23	0.26	0.2	0.18
101	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
102	1	0	5.7e-05	0	0	0.23	0.26	0.2	0.18
103	0.92	0	0	0.084	0	0.23	0.26	0.2	0.18
104	0.93	0	0	0.074	0	0.23	0.26	0.2	0.18
105	1	0	0	0.0045	0	0.23	0.26	0.2	0.18
106	0.96	0	0	0.041	0	0.23	0.26	0.2	0.18
107	1	0	0	0.0026	0	0.23	0.26	0.2	0.18
108	0.99	0	0	0.0064	0	0.23	0.26	0.2	0.18
109	0.94	0	0	0.06	0	0.23	0.26	0.2	0.18
110	0.94	0	0	0.064	0	0.23	0.26	0.2	0.18
111	0.015	0	0	0.99	3	0.29	0.31	0.2	0.18
112	0.97	0	0	0.033	0	0.23	0.26	0.2	0.18
113	0.95	0	0	0.054	0	0.23	0.26	0.2	0.18
114	0.96	0	0	0.044	0	0.23	0.26	0.2	0.18
115	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
116	0	0	1	0	2	0	0	0.044	0.02
117	0	1	0	0	1	0.026	0.12	0.022	0.02
118	0	1	0	0	1	0.026	0.12	0.022	0.02
119	0.94	0	0	0.064	0	0.23	0.26	0.2	0.18
120	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
121	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
122	0.82	0	0	0.18	0	0.23	0.26	0.2	0.18
123	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
124	0.95	0	0	0.051	0	0.23	0.26	0.2	0.18
125	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
126	0.98	0	0	0.025	0	0.23	0.26	0.2	0.18
127	0.92	0	0	0.075	0	0.23	0.26	0.2	0.18
128	0	1	0	0	1	0.026	0.12	0.022	0.02
129	0.7	0	0	0.3	0	0.23	0.26	0.2	0.18
130	0.97	0	0	0.025	0	0.23	0.26	0.2	0.18
131	1	0	0	0.0021	0	0.23	0.26	0.2	0.18
132	0.028	0	0	0.97	3	0.29	0.31	0.2	0.18
133	0.99	0	0	0.011	0	0.23	0.26	0.2	0.18
134	0.74	0	0	0.26	0	0.23	0.26	0.2	0.18
135	0	0	1	0	2	0	0	0.044	0.02
136	1	0	0.00016	0	0	0.23	0.26	0.2	0.18
137	0.78	0	0	0.22	0	0.23	0.26	0.2	0.18
138	0	1	0	0	1	0.026	0.12	0.022	0.02
139	0.5	0	0	0.5	0	0.23	0.26	0.2	0.18
140	0.98	0	0	0.016	0	0.23	0.26	0.2	0.18
141	0.82	0	0	0.18	0	0.23	0.26	0.2	0.18
142	0.86	0	0	0.14	0	0.23	0.26	0.2	0.18
143	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
144	0.99	0	0	0.0091	0	0.23	0.26	0.2	0.18
145	1	0	0	4e-05	0	0.23	0.26	0.2	0.18
146	1	0	0.00016	0	0	0.23	0.26	0.2	0.18
147	0	0	1	0	2	0	0	0.044	0.02
148	0.99	0	0	0.0097	0	0.23	0.26	0.2	0.18
149	0.99	0	0	0.013	0	0.23	0.26	0.2	0.18
150	0	0	0	1	3	0.29	0.31	0.2	0.18
151	0.48	0	0	0.52	3	0.29	0.31	0.2	0.18
152	0.016	0.98	0	1.4e-05	1	0.026	0.12	0.022	0.02
153	0.41	0	0	0.59	3	0.29	0.31	0.2	0.18
154	0.95	0	0	0.047	0	0.23	0.26	0.2	0.18
155	0.65	0	0	0.35	0	0.23	0.26	0.2	0.18
156	1	0	0	7.2e-05	0	0.23	0.26	0.2	0.18
157	0.99	0	0	0.011	0	0.23	0.26	0.2	0.18
158	0	5.1e-06	1	0	2	0	0	0.044	0.02
159	1	0	0	0.00062	0	0.23	0.26	0.2	0.18
160	1	0	0	0.002	0	0.23	0.26	0.2	0.18
161	0.45	0	0	0.55	3	0.29	0.31	0.2	0.18
162	0.94	0	0	0.061	0	0.23	0.26	0.2	0.18
163	0	1	0	0	1	0.026	0.12	0.022	0.02
164	0.02	0	0	0.98	3	0.29	0.31	0.2	0.18
165	0.3	0	0	0.7	3	0.29	0.31	0.2	0.18
166	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
167	1	0	0	0.001	0	0.23	0.26	0.2	0.18
168	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
169	0	0	1	0	2	0	0	0.044	0.02
170	0.85	0	0	0.15	0	0.23	0.26	0.2	0.18
171	0.71	0	0	0.29	0	0.23	0.26	0.2	0.18
172	0.97	0	0	0.027	0	0.23	0.26	0.2	0.18
173	0.51	0	0	0.49	0	0.23	0.26	0.2	0.18
174	0.8	0	0	0.2	0	0.23	0.26	0.2	0.18
175	1	0	0	0.00043	0	0.23	0.26	0.2	0.18
176	0.86	0	0	0.14	0	0.23	0.26	0.2	0.18
177	1	0	0	0.0014	0	0.23	0.26	0.2	0.18
178	1	0	0	2.1e-05	0	0.23	0.26	0.2	0.18
179	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
180	1	0	0	0	0	0.23	0.26	0.2	0.18
181	0.96	0	0	0.044	0	0.23	0.26	0.2	0.18
182	0.99	0	0	0.01	0	0.23	0.26	0.2	0.18
183	1	0	0	0.0012	0	0.23	0.26	0.2	0.18
184	0.52	0	0	0.48	0	0.23	0.26	0.2	0.18
185	0.96	0	0	0.038	0	0.23	0.26	0.2	0.18
186	0.17	0	0	0.83	3	0.29	0.31	0.2	0.18
187	0.95	0	0	0.048	0	0.23	0.26	0.2	0.18
188	0.99	0	0	0.007	0	0.23	0.26	0.2	0.18
189	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
190	1	0	0	0.0041	0	0.23	0.26	0.2	0.18
191	0.95	0	0	0.047	0	0.23	0.26	0.2	0.18
192	1	0	0	0.00021	0	0.23	0.26	0.2	0.18
193	0.98	0	0	0.015	0	0.23	0.26	0.2	0.18
194	0.99	0	0	0.0073	0	0.23	0.26	0.2	0.18
195	0.99	0	0	0.012	0	0.23	0.26	0.2	0.18
196	0.99	0	0	0.0087	0	0.23	0.26	0.2	0.18
197	0.57	0	0	0.43	0	0.23	0.26	0.2	0.18
198	0.96	0	0	0.035	0	0.23	0.26	0.2	0.18
199	0.9	0	0	0.096	0	0.23	0.26	0.2	0.18
200	0.95	0	0	0.047	0	0.23	0.26	0.2	0.18
201	0.99	0	0	0.014	0	0.23	0.26	0.2	0.18
202	0.9	0	0	0.098	0	0.23	0.26	0.2	0.18
203	0.35	0	0	0.65	3	0.29	0.31	0.2	0.18
204	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
205	0.14	0	0	0.86	3	0.29	0.31	0.2	0.18
206	0	0	1	0	2	0	0	0.044	0.02
207	0.38	0	0	0.62	3	0.29	0.31	0.2	0.18
208	0.88	0	0	0.12	0	0.23	0.26	0.2	0.18
209	0.98	0	0	0.023	0	0.23	0.26	0.2	0.18
210	1	0	0	0.00013	0	0.23	0.26	0.2	0.18
211	0.93	0	0	0.067	0	0.23	0.26	0.2	0.18
212	0.84	0	0	0.16	0	0.23	0.26	0.2	0.18
213	1	0	0	8.4e-05	0	0.23	0.26	0.2	0.18
214	0.81	0	0	0.19	0	0.23	0.26	0.2	0.18
215	1	0	0	0.0009	0	0.23	0.26	0.2	0.18
216	0	4.2e-06	1	0	2	0	0	0.044	0.02
217	0.99	0	0	0.0097	0	0.23	0.26	0.2	0.18
218	0.77	0	0	0.23	0	0.23	0.26	0.2	0.18
219	0	0	1	0	2	0	0	0.044	0.02
220	0	0	1	0	2	0	0	0.044	0.02
221	1	0	0	0	0	0.23	0.26	0.2	0.18
222	0	0	1	0	2	0	0	0.044	0.02
223	1	0	0	1.5e-06	0	0.23	0.26	0.2	0.18
224	0	0	1	0	2	0	0	0.044	0.02
225	0	0	1	0	2	0	0	0.044	0.02
226	0.99	0	0	0.013	0	0.23	0.26	0.2	0.18
227	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
228	1	0	0	0	0	0.23	0.26	0.2	0.18
229	1	0	0	0.00039	0	0.23	0.26	0.2	0.18
230	1	0	0	0	0	0.23	0.26	0.2	0.18
231	0.98	0	0	0.022	0	0.23	0.26	0.2	0.18
232	1	0	0	0	0	0.23	0.26	0.2	0.18
233	1	0	0	0	0	0.23	0.26	0.2	0.18
234	1	0	0	1.4e-05	0	0.23	0.26	0.2	0.18
235	1	0	0	0	0	0.23	0.26	0.2	0.18
236	1	0.00059	0	0.00036	0	0.23	0.26	0.2	0.18
237	0.32	0	0	0.68	3	0.29	0.31	0.2	0.18
238	0.45	0	0	0.55	3	0.29	0.31	0.2	0.18
239	0.98	0	0	0.021	0	0.23	0.26	0.2	0.18
240	0.052	0	0	0.95	3	0.29	0.31	0.2	0.18
241	0	0	1	0	2	0	0	0.044	0.02
242	0.81	0	0	0.19	0	0.23	0.26	0.2	0.18
243	1	0	0	0.0032	0	0.23	0.26	0.2	0.18
244	0.25	0	0	0.75	3	0.29	0.31	0.2	0.18
245	1	0	0	0.00033	0	0.23	0.26	0.2	0.18
246	0.94	0	0	0.06	0	0.23	0.26	0.2	0.18
247	0.94	0	0	0.062	0	0.23	0.26	0.2	0.18
248	1	0	0	0	0	0.23	0.26	0.2	0.18
249	0.18	0	0	0.82	3	0.29	0.31	0.2	0.18
250	0.96	0	0	0.038	0	0.23	0.26	0.2	0.18
251	0.65	0	0	0.35	0	0.23	0.26	0.2	0.18
252	0.98	0	0	0.019	0	0.23	0.26	0.2	0.18
253	0	1	0	0	1	0.026	0.12	0.022	0.02
254	0	1	0	0	1	0.026	0.12	0.022	0.02
255	0	1	0	0	1	0.026	0.12	0.022	0.02
256	1	0	0	0.0019	0	0.23	0.26	0.2	0.18
257	0.97	0	0	0.026	0	0.23	0.26	0.2	0.18
258	0	0	1	0	2	0	0	0.044	0.02
259	1	0	0	0.0019	0	0.23	0.26	0.2	0.18
260	1	0	0	0.00057	0	0.23	0.26	0.2	0.18
261	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
262	0.99	0	0	0.0089	0	0.23	0.26	0.2	0.18
263	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
264	0.99	0	0	0.0069	0	0.23	0.26	0.2	0.18
265	1	0	0	0.0017	0	0.23	0.26	0.2	0.18
266	1	0	0	0	0	0.23	0.26	0.2	0.18
267	1	0	0	0.0033	0	0.23	0.26	0.2	0.18
268	0	0.0016	1	0	2	0	0	0.044	0.02
269	0.41	0	0	0.59	3	0.29	0.31	0.2	0.18
270	0	0	1	0	2	0	0	0.044	0.02
271	0.72	0	0	0.28	0	0.23	0.26	0.2	0.18
272	0.68	0	0	0.32	0	0.23	0.26	0.2	0.18
273	0.84	0	0	0.16	0	0.23	0.26	0.2	0.18
274	0.9	0	0	0.098	0	0.23	0.26	0.2	0.18
275	0.94	0	0	0.057	0	0.23	0.26	0.2	0.18
276	0.94	0	0	0.055	0	0.23	0.26	0.2	0.18
277	0.91	0	0	0.094	0	0.23	0.26	0.2	0.18
278	1	0	0	0.00092	0	0.23	0.26	0.2	0.18
279	0.99	0	0	0.0071	0	0.23	0.26	0.2	0.18
280	0.98	0	0	0.022	0	0.23	0.26	0.2	0.18
281	0.98	0	0	0.021	0	0.23	0.26	0.2	0.18
282	0.55	0	0	0.45	0	0.23	0.26	0.2	0.18
283	1	0	0	0.00025	0	0.23	0.26	0.2	0.18
284	0.53	0	0	0.47	0	0.23	0.26	0.2	0.18
285	0.56	0	0	0.44	0	0.23	0.26	0.2	0.18
286	0.94	0	0	0.057	0	0.23	0.26	0.2	0.18
287	0.98	0	0	0.021	0	0.23	0.26	0.2	0.18
288	0.0065	0	0	0.99	3	0.29	0.31	0.2	0.18
289	0.72	0	0	0.28	0	0.23	0.26	0.2	0.18
290	0.25	0	0	0.75	3	0.29	0.31	0.2	0.18
291	0.68	0	0	0.32	0	0.23	0.26	0.2	0.18
292	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
293	0.77	0	0	0.23	0	0.23	0.26	0.2	0.18
294	0.7	0	0	0.3	0	0.23	0.26	0.2	0.18
295	0.97	0	0	0.034	0	0.23	0.26	0.2	0.18
296	1	0	0	0.0036	0	0.23	0.26	0.2	0.18
297	0.94	0	0	0.063	0	0.23	0.26	0.2	0.18
298	0.6	0	0	0.4	0	0.23	0.26	0.2	0.18
299	0.91	0	0	0.095	0	0.23	0.26	0.2	0.18
300	0.61	0	0	0.39	0	0.23	0.26	0.2	0.18
301	0.59	0	0	0.41	0	0.23	0.26	0.2	0.18
302	1	0	0	0	0	0.23	0.26	0.2	0.18
303	0.85	0	0	0.15	0	0.23	0.26	0.2	0.18
304	1	0	0	1.4e-06	0	0.23	0.26	0.2	0.18
305	1	0	0	0.00059	0	0.23	0.26	0.2	0.18
306	0.026	0	0	0.97	3	0.29	0.31	0.2	0.18
307	0.073	0	0	0.93	3	0.29	0.31	0.2	0.18
308	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
309	1	0	0	0.00048	0	0.23	0.26	0.2	0.18
310	0.96	0	0	0.044	0	0.23	0.26	0.2	0.18
311	0	0	1	0	2	0	0	0.044	0.02
312	0	1	0	0	1	0.026	0.12	0.022	0.02
313	0.99	0	0	0.0065	0	0.23	0.26	0.2	0.18
314	0	0	1	0	2	0	0	0.044	0.02
315	0	0	1	0	2	0	0	0.044	0.02
316	0.98	0	0	0.016	0	0.23	0.26	0.2	0.18
317	0.53	0	0	0.47	0	0.23	0.26	0.2	0.18
318	0.36	0	0	0.64	3	0.29	0.31	0.2	0.18
319	0	2.5e-06	1	0	2	0	0	0.044	0.02
320	0.63	0	0	0.37	0	0.23	0.26	0.2	0.18
321	0.59	0	0	0.41	0	0.23	0.26	0.2	0.18
322	0	0.0013	1	0	2	0	0	0.044	0.02
323	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
324	0	0	1	0	2	0	0	0.044	0.02
325	1	0	0	0.0022	0	0.23	0.26	0.2	0.18
326	0.99	0	0	0.013	0	0.23	0.26	0.2	0.18
327	0.99	0	0	0.008	0	0.23	0.26	0.2	0.18
328	0.96	0	0	0.045	0	0.23	0.26	0.2	0.18
329	0	0	1	0	2	0	0	0.044	0.02
330	1	0	0	0.0021	0	0.23	0.26	0.2	0.18
331	0.79	0	0	0.21	0	0.23	0.26	0.2	0.18
332	0.97	0	0	0.026	0	0.23	0.26	0.2	0.18
333	0.76	0	0	0.24	0	0.23	0.26	0.2	0.18
334	0.96	0	0	0.041	0	0.23	0.26	0.2	0.18
335	0.99	0	0	0.011	0	0.23	0.26	0.2	0.18
336	0.96	0	0	0.039	0	0.23	0.26	0.2	0.18
337	0.8	0	0	0.2	0	0.23	0.26	0.2	0.18
338	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
339	0.29	0	0	0.71	3	0.29	0.31	0.2	0.18
340	0.12	0	0	0.88	3	0.29	0.31	0.2	0.18
341	0.95	0	0	0.053	0	0.23	0.26	0.2	0.18
342	0.97	0	0	0.028	0	0.23	0.26	0.2	0.18
343	0.98	0	0	0.023	0	0.23	0.26	0.2	0.18
344	0.79	0	0	0.21	0	0.23	0.26	0.2	0.18
345	0	0	1	0	2	0	0	0.044	0.02
346	0.53	0	0	0.47	0	0.23	0.26	0.2	0.18
347	0.76	0	0	0.24	0	0.23	0.26	0.2	0.18
348	0.41	0	0	0.59	3	0.29	0.31	0.2	0.18
349	0.34	0	0	0.66	3	0.29	0.31	0.2	0.18
350	0.89	0	0	0.11	0	0.23	0.26	0.2	0.18
351	0.88	0	0	0.12	0	0.23	0.26	0.2	0.18
352	0.71	0	0	0.29	0	0.23	0.26	0.2	0.18
353	0	1	0	0	1	0.026	0.12	0.022	0.02
354	0.95	0	0	0.047	0	0.23	0.26	0.2	0.18
355	1	0	0	0.00072	0	0.23	0.26	0.2	0.18
356	0.36	0	0	0.64	3	0.29	0.31	0.2	0.18
357	0.68	0	0	0.32	0	0.23	0.26	0.2	0.18
358	0.91	0	0	0.087	0	0.23	0.26	0.2	0.18
359	0.96	0	0	0.044	0	0.23	0.26	0.2	0.18
360	1	0	0	0	0	0.23	0.26	0.2	0.18
361	0.95	0	0	0.046	0	0.23	0.26	0.2	0.18
362	0.23	0	0	0.77	3	0.29	0.31	0.2	0.18
363	0.98	0	0	0.016	0	0.23	0.26	0.2	0.18
364	0.9	0	0	0.097	0	0.23	0.26	0.2	0.18
365	0.99	0	0	0.0071	0	0.23	0.26	0.2	0.18
366	1	0	0	2.6e-05	0	0.23	0.26	0.2	0.18
367	0.65	0	0	0.35	0	0.23	0.26	0.2	0.18
368	0	0	1	0	2	0	0	0.044	0.02
369	0.83	0	0	0.17	0	0.23	0.26	0.2	0.18
370	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
371	0.66	0	0	0.34	0	0.23	0.26	0.2	0.18
372	0	1	0	0	1	0.026	0.12	0.022	0.02
373	0.2	0	0	0.8	3	0.29	0.31	0.2	0.18
374	0.86	0	0	0.14	0	0.23	0.26	0.2	0.18
375	0.97	0	0	0.032	0	0.23	0.26	0.2	0.18
376	0.99	0	0	0.014	0	0.23	0.26	0.2	0.18
377	1	0	0	0.00063	0	0.23	0.26	0.2	0.18
378	0.99	0	0	0.01	0	0.23	0.26	0.2	0.18
379	0.57	0	0	0.43	0	0.23	0.26	0.2	0.18
380	1	0	0	0.0043	0	0.23	0.26	0.2	0.18
381	0	0	1	0	2	0	0	0.044	0.02
382	0	0	1	0	2	0	0	0.044	0.02
383	1	0	0	0.0013	0	0.23	0.26	0.2	0.18
384	1	0	0	1.7e-05	0	0.23	0.26	0.2	0.18
385	1	0	0	2.7e-05	0	0.23	0.26	0.2	0.18
386	1	2.8e-05	0	0.0035	0	0.23	0.26	0.2	0.18
387	1	0	0	0.0032	0	0.23	0.26	0.2	0.18
388	0.98	0	0	0.019	0	0.23	0.26	0.2	0.18
389	0.97	0	0	0.026	0	0.23	0.26	0.2	0.18
390	0.99	0	0	0.013	0	0.23	0.26	0.2	0.18
391	0.2	0	0	0.8	3	0.29	0.31	0.2	0.18
392	0.14	0	0	0.86	3	0.29	0.31	0.2	0.18
393	1	0	0	0	0	0.23	0.26	0.2	0.18
394	1	0	0	0.00074	0	0.23	0.26	0.2	0.18
395	0.87	0	0	0.13	0	0.23	0.26	0.2	0.18
396	0.45	0	0	0.55	3	0.29	0.31	0.2	0.18
397	0.99	0	0	0.0096	0	0.23	0.26	0.2	0.18
398	0.18	0	0	0.82	3	0.29	0.31	0.2	0.18
399	0.00012	0	1	0	2	0	0	0.044	0.02
400	0.99	0	0	0.011	0	0.23	0.26	0.2	0.18
401	0.7	0	0	0.3	0	0.23	0.26	0.2	0.18
402	0.85	0	0	0.15	0	0.23	0.26	0.2	0.18
403	1	0	0	0.00049	0	0.23	0.26	0.2	0.18
404	0	1	0	0	1	0.026	0.12	0.022	0.02
405	0.63	0	0	0.37	0	0.23	0.26	0.2	0.18
406	0.012	0	0	0.99	3	0.29	0.31	0.2	0.18
407	0.94	0	0	0.064	0	0.23	0.26	0.2	0.18
408	1	0	0	0.00017	0	0.23	0.26	0.2	0.18
409	0.98	0	0	0.016	0	0.23	0.26	0.2	0.18
410	0.97	0	0	0.028	0	0.23	0.26	0.2	0.18
411	0.46	0	0	0.54	3	0.29	0.31	0.2	0.18
412	0.43	0	0	0.57	3	0.29	0.31	0.2	0.18
413	0.73	0	0	0.27	0	0.23	0.26	0.2	0.18
414	1	0	0	0.0046	0	0.23	0.26	0.2	0.18
415	0.48	0	0	0.52	3	0.29	0.31	0.2	0.18
416	0.69	0	0	0.31	0	0.23	0.26	0.2	0.18
417	0.39	0	0	0.61	3	0.29	0.31	0.2	0.18
418	0.91	0	0	0.091	0	0.23	0.26	0.2	0.18
419	0.85	0	0	0.15	0	0.23	0.26	0.2	0.18
420	0.59	0	0	0.41	0	0.23	0.26	0.2	0.18
421	0	1	0	0	1	0.026	0.12	0.022	0.02
422	0.93	0	0	0.067	0	0.23	0.26	0.2	0.18
423	0.62	0	0	0.38	0	0.23	0.26	0.2	0.18
424	0.96	0	0	0.036	0	0.23	0.26	0.2	0.18
425	0.9	0	0	0.1	0	0.23	0.26	0.2	0.18
426	1	0	0	0.0013	0	0.23	0.26	0.2	0.18
427	0.82	0	0	0.18	0	0.23	0.26	0.2	0.18
428	0.4	0	0	0.6	3	0.29	0.31	0.2	0.18
429	0.95	0	0	0.052	0	0.23	0.26	0.2	0.18
430	0.63	0	0	0.37	0	0.23	0.26	0.2	0.18
431	0.97	0	0	0.028	0	0.23	0.26	0.2	0.18
432	0	1	0	0	1	0.026	0.12	0.022	0.02
433	1	0	0	7.4e-05	0	0.23	0.26	0.2	0.18
434	0	1	0	0	1	0.026	0.12	0.022	0.02
435	0.83	0	0	0.17	0	0.23	0.26	0.2	0.18
436	0.94	0	0	0.059	0	0.23	0.26	0.2	0.18
437	0.76	0	0	0.24	0	0.23	0.26	0.2	0.18
438	0.96	0	0	0.039	0	0.23	0.26	0.2	0.18
439	0.99	0	0	0.0058	0	0.23	0.26	0.2	0.18
440	1	0	0	0.0018	0	0.23	0.26	0.2	0.18
441	0.79	0	0	0.21	0	0.23	0.26	0.2	0.18
442	0.92	0	0	0.078	0	0.23	0.26	0.2	0.18
443	0.94	0	0	0.056	0	0.23	0.26	0.2	0.18
444	0.97	0	0	0.026	0	0.23	0.26	0.2	0.18
445	0.86	0	0	0.14	0	0.23	0.26	0.2	0.18
446	0.91	0	0	0.09	0	0.23	0.26	0.2	0.18
