SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
139	0	0	0	0	0	0	1.4e-06	0.0018	1	0	8	0.023	0	0.11
140	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
141	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
142	0	0	0	0	0	0	1	0	0	0	6	0.088	0.096	0.2
143	0.28	0.28	0.00087	7.3e-05	0.012	0.43	0	0	0	0	5	0.12	0	0
144	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
145	0	0	0	0	0	0	1	0	0	0	6	0.088	0.096	0.2
146	0	0	0	0	0	0	0	1.3e-06	1	0	8	0.023	0	0.11
147	0.34	0.34	0.0084	0	0.026	0.28	0	0	0	0	0	0.16	0	0
148	0.35	0.35	0.014	0	0.039	0.24	0	0	0	0	0	0.16	0	0
149	0.37	0.37	0.11	0.027	0.085	0.046	0	0	0	0	0	0.16	0	0
150	0.16	0.16	0.00089	0	0.012	0.66	0	0	0	0	5	0.12	0	0
151	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
152	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
153	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
154	0.48	0.48	0	0	0.036	7.9e-05	0	0	0	0	0	0.16	0	0
155	0.39	0.39	0	0.00014	0.12	0.09	0	0	0	0	0	0.16	0	0
156	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
157	0	0	0.98	0	0	0	0	0	0	0.025	2	0.21	0.14	0.11
158	0.43	0.43	0	0	0.038	0.092	0	0	0	0	0	0.16	0	0
159	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
160	0	0	0.00032	0	0	0	1	0	0	0	6	0.088	0.096	0.2
161	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
162	0.34	0.34	0	0	0.048	0.28	0	0	0	0	0	0.16	0	0
163	0	0	0	1	0	0	3.6e-05	0	0	0	3	0.21	0.14	0.012
164	0	0	0	1	0	0	0	0	0.00085	0	3	0.21	0.14	0.012
165	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
166	0.5	0.5	0	0	0.0056	0.0037	0	0	0	0	0	0.16	0	0
167	0	0	0	0	0	0	5.1e-06	0.0011	1	0	8	0.023	0	0.11
168	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
169	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
170	0	0	0.00012	0	0	0	1	0	0	0	6	0.088	0.096	0.2
171	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
172	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
173	0	0	0.96	0	0	0	0	0	0	0.036	2	0.21	0.14	0.11
174	0.39	0.39	0.012	0	0.034	0.17	0	0	0	0	0	0.16	0	0
175	0.068	0.068	3.3e-05	0	0.0011	0.86	0	0	0	0	5	0.12	0	0
176	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
177	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
178	0.35	0.35	0.0053	0	0.021	0.28	0	0	0	0	0	0.16	0	0
179	0.29	0.29	0.0063	0	0.031	0.38	0	0	0	0	5	0.12	0	0
180	0	0	0.0041	0.28	0.72	0	0	0	0	0	4	0.16	0.016	0
181	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
182	0.02	0.02	4.6e-06	0	0.00055	0.96	0	0	0	0	5	0.12	0	0
183	0.4	0.4	0.065	0.00076	0.072	0.067	0	0	0	0	0	0.16	0	0
184	0	0	0	0	0	0	1.3e-06	0.0022	1	0	8	0.023	0	0.11
185	0.2	0.2	0.0017	0	0.015	0.57	0	0	0	0	5	0.12	0	0
186	0.47	0.47	0.023	0	0.017	0.024	0	0	0	0	0	0.16	0	0
187	0.37	0.37	0.019	7e-06	0.048	0.19	0	0	0	0	0	0.16	0	0
188	0.38	0.38	0.076	0.011	0.088	0.068	0	0	0	0	0	0.16	0	0
189	0	0	0	0	0	0	0.043	0.9	0.06	0	7	0.088	0	0.2
190	0.42	0.42	0.0095	0	0.011	0.14	0	0	0	0	0	0.16	0	0
191	0	0	0.1	0.89	0	0	0.00012	0.0011	0.0001	0	3	0.21	0.14	0.012
192	0.36	0.36	0.007	0	0.029	0.24	0	0	0	0	0	0.16	0	0
193	0.36	0.36	0.028	0.0006	0.068	0.19	0	0	0	0	0	0.16	0	0
194	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
195	0	0	1.6e-05	0	0	0	0	0	1	0	8	0.023	0	0.11
196	0	0	0.0057	0	0	0	0.99	0	0	0	6	0.088	0.096	0.2
197	0.33	0.33	0.00057	0	0.0046	0.34	0	0	0	0	5	0.12	0	0
198	0.37	0.37	0.022	6.8e-06	0.048	0.19	0	0	0	0	0	0.16	0	0
199	0.4	0.4	0.032	0	0.046	0.13	0	0	0	0	0	0.16	0	0
200	0.33	0.33	0.0035	0	0.014	0.32	0	0	0	0	0	0.16	0	0
201	0	0	0	0	0	0	0.007	0.99	0.0035	0	7	0.088	0	0.2
202	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
203	0.44	0.44	0.014	0	0.019	0.089	0	0	0	0	0	0.16	0	0
204	0	0	0	0.00078	1	0	0	0	0	0	4	0.16	0.016	0
205	0	0	0	0	0	0	0	1.6e-05	1	0	8	0.023	0	0.11
206	0.33	0.33	0.00016	0.00021	0.062	0.28	0	0	0	0	0	0.16	0	0
207	0.28	0.28	0	0	0.012	0.42	0	0	0	0	5	0.12	0	0
208	0.47	0.47	0	0	0.032	0.037	0	0	0	0	0	0.16	0	0
209	0.41	0.41	0	0	0.032	0.15	0	0	0	0	0	0.16	0	0
210	0.087	0.087	0	0	0.0057	0.82	0	0	0	0	5	0.12	0	0
211	0.42	0.42	4.5e-05	3.8e-05	0.061	0.11	0	0	0	0	0	0.16	0	0
212	0.42	0.42	0.00012	0.0047	0.09	0.056	0	0	0	0	0	0.16	0	0
213	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
214	0.37	0.37	0.0018	0.0023	0.083	0.16	0	0	0	0	0	0.16	0	0
215	0.022	0.022	0	0	0.00047	0.95	0	0	0	0	5	0.12	0	0
216	0	0	0	0	0	0	0	7.5e-05	1	0	8	0.023	0	0.11
217	0.38	0.38	0	0	0.027	0.22	0	0	0	0	0	0.16	0	0
218	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
219	0.46	0.46	0	0	0.026	0.063	0	0	0	0	0	0.16	0	0
220	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
221	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
222	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
223	0.3	0.3	2.4e-06	0	0.037	0.37	0	0	0	0	5	0.12	0	0
224	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
225	0.42	0.42	0	6.1e-06	0.053	0.11	0	0	0	0	0	0.16	0	0
226	0	0	0	1	0	0	0	0	2.8e-05	0	3	0.21	0.14	0.012
227	0.42	0.42	0	0	0.043	0.12	0	0	0	0	0	0.16	0	0
228	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
229	0.43	0.43	0	0.013	0.031	0.093	0	0	0	0	0	0.16	0	0
230	0	0	1	0	0	0	2.1e-05	0	0	0	2	0.21	0.14	0.11
231	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
232	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
233	0.34	0.34	1.3e-05	0.019	0.058	0.24	0	0	0	4.5e-05	0	0.16	0	0
234	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
235	0.11	0.11	0	0	0.0036	0.78	0	0	0	0	5	0.12	0	0
236	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
237	0.38	0.38	0	0.00021	0.0058	0.23	0	0	0	0	0	0.16	0	0
238	0	0	0	0	0	0	1	0	0	0	6	0.088	0.096	0.2
239	0.45	0.45	0	0.006	0.029	0.074	0	0	0	0	0	0.16	0	0
240	0	0	5.3e-05	0	0	0	1	0	0	0	6	0.088	0.096	0.2
241	0.44	0.44	0	0.041	0.041	0.029	0	0	0	0	0	0.16	0	0
242	0.31	0.31	0	0.0073	0.031	0.35	0	0	0	2.4e-05	5	0.12	0	0
243	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
244	0.37	0.37	0	0.00016	0.0074	0.25	0	0	0	0	0	0.16	0	0
245	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
246	0.49	0.49	0	0	0.016	0.012	0	0	0	0	0	0.16	0	0
247	0.39	0.39	0	0	0.023	0.2	0	0	0	0	0	0.16	0	0
248	0.28	0.28	0	1.8e-05	0.041	0.4	0	0	0	2.7e-06	5	0.12	0	0
249	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
250	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
251	0	0	0	0.0016	1	0	0	0	0	0	4	0.16	0.016	0
252	0.45	0.45	0	0	0.027	0.069	0	0	0	0	0	0.16	0	0
253	0	0	8.9e-06	1	0	0	0	0	0	0	3	0.21	0.14	0.012
254	0	0	0	0	0	0	0	0.0024	1	0	8	0.023	0	0.11
255	0.34	0.34	0	0	0.012	0.31	0	0	0	0	0	0.16	0	0
256	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
257	0.45	0.45	0	0	0.028	0.071	0	0	0	0	0	0.16	0	0
258	0.24	0.24	0	0	0.0029	0.51	0	0	0	0	5	0.12	0	0
259	0	0	0	0	0	0	0	0.0013	1	0	8	0.023	0	0.11
260	0.43	0.43	0.0019	0.033	0.085	0.026	0	0	0	0	0	0.16	0	0
261	0.48	0.48	0	0	0.0091	0.03	0	0	0	0	0	0.16	0	0
262	0.41	0.41	0	0	0.023	0.16	0	0	0	0	0	0.16	0	0
263	0.43	0.43	0	0	0.041	0.1	0	0	0	0	0	0.16	0	0
264	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
265	0.49	0.49	0	0	0.0059	0.017	0	0	0	0	0	0.16	0	0
266	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
267	0.48	0.48	0	0.011	0.035	1.2e-05	0	0	0	0	0	0.16	0	0
268	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
269	0	0	0.0014	1.2e-06	0	0	0	5e-06	1	0	8	0.023	0	0.11
270	0.49	0.49	0	0	0.011	0.016	0	0	0	0	0	0.16	0	0
271	0.23	0.23	0	0	0.019	0.53	0	0	0	0	5	0.12	0	0
272	0.24	0.24	0	0	0.0071	0.51	0	0	0	0	5	0.12	0	0
273	0.26	0.26	0	0	0.022	0.45	0	0	0	0	5	0.12	0	0
274	0.47	0.47	0	0	0.024	0.041	0	0	0	0	0	0.16	0	0
275	0	0	0	0	0	0	1	0	0	0	6	0.088	0.096	0.2
276	0.3	0.3	0	0	0.033	0.37	0	0	0	0	5	0.12	0	0
277	0.4	0.4	0	0	0.032	0.17	0	0	0	0	0	0.16	0	0
278	0	0	0	0	0	0	0	0.99	0.0074	0	7	0.088	0	0.2
279	0.39	0.39	2.4e-05	0.0013	0.074	0.14	0	1.3e-06	0	0	0	0.16	0	0
280	0.49	0.49	0	0	0.028	8e-05	0	0	0	0	0	0.16	0	0
281	0.39	0.39	0	6.2e-06	0.049	0.16	0	0	0	0	0	0.16	0	0
282	0.48	0.48	0	0	0.029	0.0025	0	0	0	0	0	0.16	0	0
283	0.24	0.24	0	0	0.0091	0.51	0	0	0	0	5	0.12	0	0
284	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
285	0	0	6e-05	0	0	0	0.00011	0.078	0.92	0	8	0.023	0	0.11
286	0	0	0	1	0.0012	0	0	0	0	0	3	0.21	0.14	0.012
287	0.4	0.4	0	5.5e-06	0.046	0.15	0	0	0	0	0	0.16	0	0
288	0.47	0.47	0	0.0018	0.061	0.0031	0	0	0	0	0	0.16	0	0
289	0.2	0.2	0	0	0.016	0.58	0	0	0	0	5	0.12	0	0
290	0.45	0.45	0	0	0.018	0.076	0	0	0	0	0	0.16	0	0
291	0	0	2.1e-06	1	0	0	0	0	0	0	3	0.21	0.14	0.012
292	0.48	0.48	0	0	0.0076	0.03	0	0	0	0	0	0.16	0	0
293	0.45	0.45	2.4e-05	0.0045	0.077	0.023	0	0	0	0	0	0.16	0	0
294	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
295	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
296	0	0	1	0	0	0	0	0	0	0	2	0.21	0.14	0.11
297	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
298	0.36	0.36	0	1.4e-05	0.051	0.23	0	0	0	0	0	0.16	0	0
299	0.39	0.39	0	0	0.016	0.2	0	0	0	0	0	0.16	0	0
300	0	0	0	0	0	0	1	0	0	0	6	0.088	0.096	0.2
301	0	0	0	0	0	0	0.00012	0.16	0.84	0	8	0.023	0	0.11
302	0.42	0.42	0	0	0.0037	0.16	0	0	0	0	0	0.16	0	0
303	0.49	0.49	0	0	0.013	4.3e-05	0	0	0	0	0	0.16	0	0
304	0.5	0.5	0	0	0.0039	0.0018	0	0	0	0	0	0.16	0	0
305	0	0	0	0.0022	1	0	0	0	0	0	4	0.16	0.016	0
306	0	0	0	0	0	0	9.3e-06	0.024	0.98	0	8	0.023	0	0.11
307	0.25	0.25	0	0	0.0049	0.49	0	0	0	0	5	0.12	0	0
308	0	0	0.88	0	0	0	0	2.3e-06	0.12	0	2	0.21	0.14	0.11
309	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
310	0	0	0	0	0	0	0	0	0	1	9	0.023	0.14	0
311	0.39	0.39	2.3e-06	0.00047	0.13	0.084	0	0	0	0	0	0.16	0	0
312	0.17	0.17	0	0	0.0026	0.65	0	0	0	0	5	0.12	0	0
313	0.42	0.42	0	0	0.028	0.14	0	0	0	0	0	0.16	0	0
314	0	0	0.0011	0	0	0	0.0064	0.27	0.72	0	8	0.023	0	0.11
315	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
316	0.15	0.15	0	0	0.0071	0.69	0	0	0	0	5	0.12	0	0
317	0.45	0.45	0	0.00019	0.064	0.027	0	0	0	0	0	0.16	0	0
318	0	0	0	0	0	0	0	0.015	0.99	0	8	0.023	0	0.11
319	0	0	2.9e-05	1	0	0	0	0	0	0	3	0.21	0.14	0.012
320	0.23	0.23	0	2.5e-06	0.031	0.5	0	0	0	0	5	0.12	0	0
321	0.47	0.47	0	1.9e-05	0.048	0.005	0	0	0	0	0	0.16	0	0
322	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
323	0.14	0.14	4.1e-05	0.71	0.016	1.8e-05	0	0	0	0	3	0.21	0.14	0.012
324	0.45	0.45	0	0	0.03	0.062	0	0	0	0	0	0.16	0	0
325	0.39	0.39	0	0.00015	0.063	0.16	0	0	0	0	0	0.16	0	0
326	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
327	0	0	0	0.96	0	0	0	0	0	0.037	3	0.21	0.14	0.012
328	0.23	0.23	0	0	0.029	0.51	0	0	0	0	5	0.12	0	0
329	0.37	0.37	0	2.9e-05	0.052	0.2	0	0	0	0	0	0.16	0	0
330	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
331	0.49	0.49	0	0	0.011	0.0048	0	0	0	0	0	0.16	0	0
332	0.36	0.36	0	0	0.026	0.25	0	0	0	0	0	0.16	0	0
333	0	0	0	0	0	0	0	0.0032	1	0	8	0.023	0	0.11
334	0.33	0.33	0	0	0.029	0.32	0	0	0	0	0	0.16	0	0
335	0	0	0	0	1	0	0	0	0	0	4	0.16	0.016	0
336	0	0	0.00014	1	0	0	0	0	0	0	3	0.21	0.14	0.012
337	0	0	3.4e-05	0.81	0	0	0	0	0	0.19	3	0.21	0.14	0.012
338	0	0	0.0061	2e-05	0	0	4.2e-06	0.00024	0.99	0	8	0.023	0	0.11
339	0.34	0.34	0	7.4e-06	0.044	0.28	0	0	0	0	0	0.16	0	0
340	0	0	0	1	0	0	0	0	0	0	3	0.21	0.14	0.012
341	0	0	0.0004	0	0	0	1	0	0	0	6	0.088	0.096	0.2
342	0	0	0	0	0	0	0	0	1	0	8	0.023	0	0.11
