SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0	dcf1	dcf2
87	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
88	0.00086	1.4e-05	0	1.1e-06	0	1.4e-05	0	0	0.94	0.013	0	0.043	8	0.14	0	0
89	0	0	0	0	0	0	0	0	0.95	0.0027	0	0.052	8	0.14	0	0
90	0	0	0	0	0	0	0	0	0.98	0.00037	0	0.023	8	0.14	0	0
91	0	8.2e-06	0	0	0	8.2e-06	0	0	0.93	0.012	0	0.058	8	0.14	0	0
92	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
93	0	0	2e-05	7.7e-06	0	0	1e-05	0	0	1	0	0	9	0.21	0	0.012
94	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
95	0.0049	0.091	5.9e-05	0.0023	0	0.091	0.002	0	0.49	0.15	0	0.17	8	0.14	0	0
96	0.00026	0.16	0	0	0	0.16	8.6e-06	0	0.22	0.31	0	0.15	9	0.21	0	0.012
97	0.00022	0.059	0	0	0	0.059	3.3e-05	0	0.52	0.18	0	0.18	8	0.14	0	0
98	0.0019	0.49	0	0	0	0.49	0	0	5.9e-05	0.011	0	8.1e-05	1	0.34	0	0
99	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
100	0	0	0	0.99	0	0	0	0	0	0	0.014	0	3	0.21	0.14	0.11
101	0	0	0	0	0	0	0	0	0.97	0.0013	0	0.029	8	0.14	0	0
102	0	0	0	0	0	0	0	0	0.99	7e-05	0	0.014	8	0.14	0	0
103	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
104	0	1.3e-05	0	0	0	1.3e-05	0	0	0.91	0.01	0	0.077	8	0.14	0	0
105	0	0	0	0	0	0	0	0	0.94	0.0034	0	0.052	8	0.14	0	0
106	0	0	0	0	0	0	0	0	0.95	0.0045	0	0.049	8	0.14	0	0
107	0	0	0.85	0	0	0	0	0	0	0	0.15	0	2	0.088	0	0.2
108	0	0	0	0	0	0	0	0	0.97	0.00072	0	0.03	8	0.14	0	0
109	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
110	0	0	1	1.1e-06	0	0	0	0	0	0	2.2e-06	0	2	0.088	0	0.2
111	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
112	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
113	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
114	0.0022	0.00013	0	8e-06	0	0.00013	0	0	0.9	0.036	0	0.062	8	0.14	0	0
115	0.0011	2.3e-05	0	0	0	2.3e-05	0	0	0.95	0.012	0	0.032	8	0.14	0	0
116	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
117	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
118	0	0.5	0	0	0	0.5	0	0	0	9.8e-06	0	0	1	0.34	0	0
119	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
120	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
121	0	0	0	0	0	0	0	0	0.95	0.0042	0	0.044	8	0.14	0	0
122	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
123	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
124	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
125	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
126	0	0.00056	0	0	0	0.00056	0	0	0.84	0.034	0	0.13	8	0.14	0	0
127	0.021	0.016	0	0.00062	0	0.016	3.6e-05	0	0.72	0.15	0	0.085	8	0.14	0	0
128	0	0	1	0	0	0	0	0	0	0	0.0016	0	2	0.088	0	0.2
129	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
130	0	0.002	0	5.9e-06	0	0.002	0.0047	0	0.74	0.071	0	0.18	8	0.14	0	0
131	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
132	0.00041	0	0	0	0	0	0	0	0.98	0.0031	0	0.02	8	0.14	0	0
133	0.0043	0.49	0	0	0	0.49	0	0	7.1e-05	0.015	0	7e-05	1	0.34	0	0
134	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
135	0.004	0.5	0	0	0	0.5	0	0	0	0.0023	0	0	1	0.34	0	0
136	0	0	0	0	0	0	0.0013	0	0.99	0.00081	0	0.011	8	0.14	0	0
137	0	0.00016	0	0	0	0.00016	0	0	0.76	0.18	0	0.055	8	0.14	0	0
138	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
139	0	0	1	0	0	0	0	0	0	0	0.00079	0	2	0.088	0	0.2
140	0.0031	0	0	0	0	0	0	0	0	0	1	0.00018	10	0.023	0.14	0.11
141	0	0	0	0	1	0	0	0	0	0	6.4e-06	0	4	0	0.22	0
142	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
143	8.1e-05	0	0	0.00079	0	0	0	0	0.99	0.00059	0	0.0095	8	0.14	0	0
144	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
145	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
146	0	0	0.88	0	0	0	0	0	0	0	0.12	0	2	0.088	0	0.2
147	0	0	0	0.0089	0	0	0	0	0.96	0.0038	0	0.023	8	0.14	0	0
148	0	3e-05	0	0.016	0	3e-05	0	0	0.94	0.01	0	0.038	8	0.14	0	0
149	0.0046	0.11	0	0.097	0	0.11	0.00084	0	0.31	0.29	0	0.066	8	0.14	0	0
150	0	0	0	0.00092	0	0	0	0	0.99	0.00034	7.7e-06	0.011	8	0.14	0	0
151	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
152	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
153	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
154	0	0.33	0	0	0	0.33	0	0	0.012	0.31	0	0.013	1	0.34	0	0
155	7.2e-05	0.0029	0	0	0	0.0029	0	0	0.75	0.094	0	0.15	8	0.14	0	0
156	0	0	7.1e-06	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
157	0	0	0	1	0.005	0	0	0	0	0	0	0	3	0.21	0.14	0.11
158	0	0	0	0	0	0	0	0	0.95	0.004	0	0.045	8	0.14	0	0
159	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0.22	0
160	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
161	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
162	0	0	0	0	0	0	0	0	0.96	0.0018	0	0.04	8	0.14	0	0
163	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
164	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
165	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
166	0	0	0	0	0	0	0	0	0.98	0.0031	0	0.02	8	0.14	0	0
167	0	0	0.96	0	0	0	0	0	0	0	0.037	0	2	0.088	0	0.2
168	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
169	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
170	0	0	0	1	0	0	0	0	0	0	1e-05	0	3	0.21	0.14	0.11
171	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
172	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
173	0	0	0	0.82	0.18	0	0	0	0	0	0	0	3	0.21	0.14	0.11
174	0	0	0	0.015	0	0	0	0	0.94	0.0063	0	0.035	8	0.14	0	0
175	0	0	0	3.9e-05	0	0	0	0	1	0	0	0.0011	8	0.14	0	0
176	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
177	0	0	1	0	0	0	0	0	0	0	3.7e-05	0	2	0.088	0	0.2
178	0	0	0	0.0052	0	0	0	0	0.97	0.0019	0	0.018	8	0.14	0	0
179	0	0	0	0.0066	0	0	0	0	0.96	0.0062	8.6e-06	0.027	8	0.14	0	0
180	0.089	0	0	0.006	0	0	0	0	0	0	0	0.91	11	0.16	0.016	0
181	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
182	0	0	0	1e-05	0	0	0	0	1	0	9.8e-06	0.0011	8	0.14	0	0
183	0.00028	0.01	0	0.095	0	0.01	2.1e-05	0	0.67	0.13	0	0.09	8	0.14	0	0
184	0	0	1	0	0	0	0	0	0	0	0.00048	0	2	0.088	0	0.2
185	0	0	0	0.0017	0	0	0	0	0.98	0.00084	8e-06	0.013	8	0.14	0	0
186	0	0	0	0.049	0	0	0	0	0.91	0.0068	0	0.032	8	0.14	0	0
187	0	8.2e-05	0	0.022	0	8.2e-05	0	0	0.91	0.022	0	0.049	8	0.14	0	0
188	0.0033	0.039	0	0.098	0	0.039	0.00012	0	0.56	0.16	0	0.098	8	0.14	0	0
189	0	0	1	0	0	0	0	0	0	0	0.00021	0	2	0.088	0	0.2
190	0	0	0	0.011	0	0	0	0	0.98	0.0014	0	0.011	8	0.14	0	0
191	0	0	9.3e-05	0.0036	0	0	0.0048	0	0	0.99	0	0	9	0.21	0	0.012
192	0	0	0	0.0073	0	0	0	0	0.96	0.0022	0	0.026	8	0.14	0	0
193	0.00018	0.0015	0	0.034	0	0.0015	6.6e-06	0	0.84	0.049	4.2e-05	0.073	8	0.14	0	0
194	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
195	0	0	0.00024	0.00058	0	0	0	1	0	2.9e-06	0.00012	0	7	0	0	0.2
196	0	0	0	0.0044	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
197	0	0	0	0.00039	0	0	0	0	1	1.1e-05	0	0.0027	8	0.14	0	0
198	0	0.00019	0	0.027	0	0.00019	0	0	0.9	0.023	0	0.051	8	0.14	0	0
199	0	0.00059	0	0.043	0	0.00059	0	0	0.87	0.037	0	0.053	8	0.14	0	0
200	0	0	0	0.0032	0	0	0	0	0.99	0.00068	0	0.011	8	0.14	0	0
201	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
202	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
203	0	0	0	0.018	0	0	0	0	0.96	0.0032	0	0.022	8	0.14	0	0
204	0.00049	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
205	0	0	0.65	0	0	0	8.8e-06	0	0	1e-05	0.35	0	2	0.088	0	0.2
206	7.7e-05	0.00022	0	0.00019	0	0.00022	0	0	0.91	0.026	0	0.061	8	0.14	0	0
207	0	0	0	0	0	0	0	0	0.99	0.00044	0	0.0086	8	0.14	0	0
208	0	0.00013	0	0	0	0.00013	0	0	0.88	0.062	0	0.055	8	0.14	0	0
209	0	1.3e-05	0	0	0	1.3e-05	0	0	0.95	0.017	0	0.035	8	0.14	0	0
210	0	0	0	0	0	0	0	0	0.99	0.00021	0	0.0064	8	0.14	0	0
211	2.7e-05	0.00099	0	6.5e-05	0	0.00099	0	0	0.87	0.052	0	0.077	8	0.14	0	0
212	0.0012	0.072	0	0.00014	0	0.072	0.0002	0	0.49	0.28	0	0.09	8	0.14	0	0
213	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
214	0.0009	0.0037	0	0.0023	0	0.0037	1.9e-05	0	0.83	0.069	0	0.092	8	0.14	0	0
215	0	0	0	0	0	0	0	0	1	0	0	0.00081	8	0.14	0	0
216	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
217	0	0	0	0	0	0	0	0	0.97	0.0037	0	0.024	8	0.14	0	0
218	0	0	0.96	0	0	0	0	0	0	0	0.037	0	2	0.088	0	0.2
219	0	2.4e-05	0	0	0	2.4e-05	0	0	0.94	0.024	0	0.037	8	0.14	0	0
220	0	0	1	0	0	0	0	0	0	0	0.00091	0	2	0.088	0	0.2
221	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
222	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
223	0	4.4e-05	0	2.7e-06	0	4.4e-05	0	0	0.95	0.011	0	0.036	8	0.14	0	0
224	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
225	3.3e-06	0.00016	0	0	0	0.00016	0	0	0.88	0.053	0	0.063	8	0.14	0	0
226	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
227	0	9.5e-05	0	0	0	9.5e-05	0	0	0.91	0.035	0	0.05	8	0.14	0	0
228	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
229	0.014	0.00011	0	0	0	0.00011	0	0	0.91	0.033	0	0.04	8	0.14	0	0
230	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
231	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
232	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
233	0.0068	0.00027	0	1.6e-05	0	0.00027	0	0	0.9	0.036	0	0.06	8	0.14	0	0
234	0	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
235	0	0	0	0	0	0	0	0	1	4.4e-05	0	0.0033	8	0.14	0	0
236	0.0018	0	0	0	0	0	0	0	0	0	1	6.5e-05	10	0.023	0.14	0.11
237	0.00058	0	0	0	0	0	0	0	0.99	0.0003	0	0.0043	8	0.14	0	0
238	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
239	0.0091	2.6e-06	0	0	0	2.6e-06	0	0	0.94	0.015	0	0.037	8	0.14	0	0
240	0	0	0	3.6e-06	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
241	0.047	0.0016	0	0	0	0.0016	0	0	0.74	0.14	0	0.071	8	0.14	0	0
242	0.0028	1e-05	0	0	0	1e-05	0	0	0.96	0.013	0	0.028	8	0.14	0	0
243	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
244	0.00062	0	0	0	0	0	0	0	0.99	0.00023	0	0.0055	8	0.14	0	0
245	0	0	0	0	0	0	0	0.0027	0	0	1	0	10	0.023	0.14	0.11
246	0	7.6e-05	0	0	0	7.6e-05	0	0	0.91	0.05	0	0.042	8	0.14	0	0
247	0	1.7e-05	0	0	0	1.7e-05	0	0	0.97	0.011	0	0.024	8	0.14	0	0
248	7.1e-06	3.7e-05	0	0	0	3.7e-05	0	0	0.95	0.013	0	0.039	8	0.14	0	0
249	0	0	1	0	0	0	0	0	0	0	0.0012	0	2	0.088	0	0.2
250	0	0	1	0	0	0	0	0	0	0	2.2e-06	0	2	0.088	0	0.2
251	0.0017	0	0	0	0	0	0	0	0	0	0	1	11	0.16	0.016	0
252	0	7.2e-06	0	0	0	7.2e-06	0	0	0.94	0.018	0	0.037	8	0.14	0	0
253	0	0	0	0.95	0	0	0	0	0	0	0.052	0	3	0.21	0.14	0.11
254	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
255	0	0	0	0	0	0	0	0	0.99	0.0012	0	0.0098	8	0.14	0	0
256	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
257	0	6e-06	0	0	0	6e-06	0	0	0.94	0.02	0	0.038	8	0.14	0	0
258	0	0	0	0	0	0	0	0	1	1.5e-05	0	0.0017	8	0.14	0	0
259	0	0	1	0	0	0	0	0	0	0	5.6e-06	0	2	0.088	0	0.2
260	0.0023	0.14	0	0.00069	0	0.14	0.00069	0	0.11	0.57	0	0.027	9	0.21	0	0.012
261	0	0	0	0	0	0	0	0	0.98	0.0032	0	0.015	8	0.14	0	0
262	0	0	0	0	0	0	0	0	0.97	0.0039	0	0.023	8	0.14	0	0
263	0	7e-05	0	0	0	7e-05	0	0	0.92	0.031	0	0.05	8	0.14	0	0
264	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
265	0	0	0	0	0	0	0	0	0.98	0.0034	0	0.012	8	0.14	0	0
266	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
267	0	0.39	0	0	0	0.39	0	0	0	0.22	0	1.4e-06	1	0.34	0	0
268	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
269	0	0	0.0011	0.11	0	0	0	0.55	0	0.33	0.0097	0	7	0	0	0.2
270	0	2e-06	0	0	0	2e-06	0	0	0.96	0.016	0	0.025	8	0.14	0	0
271	0	0	0	0	0	0	0	0	0.98	0.0014	0	0.016	8	0.14	0	0
272	0	0	0	0	0	0	0	0	0.99	0.00011	0	0.0052	8	0.14	0	0
273	0	0	0	0	0	0	0	0	0.98	0.0028	0	0.019	8	0.14	0	0
274	0	0.00017	0	0	0	0.00017	0	0	0.92	0.039	0	0.041	8	0.14	0	0
275	0	0	0	1.6e-05	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
276	0	4.2e-06	0	0	0	4.2e-06	0	0	0.96	0.0079	0	0.029	8	0.14	0	0
277	0	1.1e-05	0	0	0	1.1e-05	0	0	0.95	0.016	0	0.033	8	0.14	0	0
278	0	0	1	0	0	0	0	0	0	0	0	0	2	0.088	0	0.2
279	0.00035	0.0056	4.1e-06	3e-05	0	0.0056	5.4e-05	0	0.77	0.14	0	0.08	8	0.14	0	0
280	0	0.47	0	0	0	0.47	0	0	0.00072	0.063	0	0.00063	1	0.34	0	0
281	3.9e-06	0.00015	0	0	0	0.00015	0	0	0.92	0.031	0	0.053	8	0.14	0	0
282	0	0.063	0	0	0	0.063	0	0	0.3	0.52	0	0.057	9	0.21	0	0.012
283	0	0	0	0	0	0	0	0	0.99	0.00015	0	0.0066	8	0.14	0	0
284	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
285	0	0	0.99	0.0003	0	0	0.0033	0	0	0.0088	8.7e-05	0	2	0.088	0	0.2
286	1	0	0	0	0	0	0	0	0	0	0	0.0005	0	0.21	0.14	0
287	2.1e-06	0.00023	0	0	0	0.00023	0	0	0.89	0.057	0	0.051	8	0.14	0	0
288	5.7e-05	0.32	0	0	0	0.32	1.5e-06	0	0.0097	0.34	0	0.0041	9	0.21	0	0.012
289	0	0	0	0	0	0	0	0	0.99	0.00095	0	0.013	8	0.14	0	0
290	0	0	0	0	0	0	0	0	0.97	0.0048	0	0.022	8	0.14	0	0
291	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
292	0	0	0	0	0	0	0	0	0.98	0.0076	0	0.013	8	0.14	0	0
293	0.00068	0.16	0	1.4e-05	0	0.16	8.4e-05	0	0.17	0.46	0	0.039	9	0.21	0	0.012
294	0	0	0	1	0	0	0	0	0	0	0.0035	0	3	0.21	0.14	0.11
295	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
296	0	0	0	1	0	0	0	0	0	0	0	0	3	0.21	0.14	0.11
297	0	0	0	0	0	0	0	0	0	1	0	0	9	0.21	0	0.012
298	8e-06	1.7e-05	0	0	0	1.7e-05	0	0	0.93	0.015	0	0.05	8	0.14	0	0
299	0	0	0	0	0	0	0	0	0.98	0.0016	0	0.015	8	0.14	0	0
300	0	0	0	0	0	0	0	0	0	0	1	0	10	0.023	0.14	0.11
301	0	0	1	0	0	0	2.5e-06	0	0	0	1.5e-05	0	2	0.088	0	0.2
302	0	0	0	0	0	0	0	0	1	3.1e-05	0	0.0026	8	0.14	0	0
303	0	0.36	0	0	0	0.36	0	0	0.0094	0.27	0	0.0044	1	0.34	0	0
304	0	0	0	0	0	0	0	0	0.98	0.0011	0	0.017	8	0.14	0	0
