SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2
95	0.97	0.027	0	0	0.16	0	0
96	1	1.8e-05	0	0	0.16	0	0
97	1	0.00011	0	0	0.16	0	0
98	1	0	0	0	0.16	0	0
99	0	1	0	1	0.21	0.047	0.11
100	0	0.0005	1	2	0.023	0.14	0.086
101	1	0	0	0	0.16	0	0
102	1	0	0	0	0.16	0	0
103	0	1	0	1	0.21	0.047	0.11
104	1	0	0	0	0.16	0	0
105	1	0	0	0	0.16	0	0
106	1	0	0	0	0.16	0	0
107	0	5e-05	1	2	0.023	0.14	0.086
108	1	0	0	0	0.16	0	0
109	0	0	1	2	0.023	0.14	0.086
110	0	1	0	1	0.21	0.047	0.11
111	0	0	1	2	0.023	0.14	0.086
112	0	0	1	2	0.023	0.14	0.086
113	0	1	0	1	0.21	0.047	0.11
114	1	1.5e-05	0	0	0.16	0	0
115	1	0	0	0	0.16	0	0
116	0	0	1	2	0.023	0.14	0.086
117	0	1	0	1	0.21	0.047	0.11
118	1	0	0	0	0.16	0	0
119	0	1	0	1	0.21	0.047	0.11
120	0	0	1	2	0.023	0.14	0.086
121	1	0	0	0	0.16	0	0
122	0	1	0	1	0.21	0.047	0.11
123	0	1	0	1	0.21	0.047	0.11
124	0	0	1	2	0.023	0.14	0.086
125	0	0	1	2	0.023	0.14	0.086
126	1	0	0	0	0.16	0	0
127	1	0.00018	0	0	0.16	0	0
128	0	1.2e-05	1	2	0.023	0.14	0.086
129	0	4.7e-06	1	2	0.023	0.14	0.086
130	0.99	0.012	0	0	0.16	0	0
131	0	1	0	1	0.21	0.047	0.11
132	1	0	0	0	0.16	0	0
133	1	0	0	0	0.16	0	0
134	0	1	0	1	0.21	0.047	0.11
135	1	0	0	0	0.16	0	0
136	1	0	0	0	0.16	0	0
137	1	0	0	0	0.16	0	0
138	0	1	0	1	0.21	0.047	0.11
139	0	0.011	0.99	2	0.023	0.14	0.086
140	0	0	1	2	0.023	0.14	0.086
141	0	0	1	2	0.023	0.14	0.086
142	0	0.36	0.64	2	0.023	0.14	0.086
143	1	0	0	0	0.16	0	0
144	0	1	0	1	0.21	0.047	0.11
145	0	0	1	2	0.023	0.14	0.086
146	0	7.8e-05	1	2	0.023	0.14	0.086
147	1	0	0	0	0.16	0	0
148	1	0	0	0	0.16	0	0
149	0.98	0.021	0	0	0.16	0	0
150	1	0	0	0	0.16	0	0
151	0	1	0	1	0.21	0.047	0.11
152	0	0	1	2	0.023	0.14	0.086
153	0	1	0	1	0.21	0.047	0.11
154	1	0	0	0	0.16	0	0
155	1	6.7e-06	0	0	0.16	0	0
156	0	0	1	2	0.023	0.14	0.086
157	0	1	0	1	0.21	0.047	0.11
158	1	0	0	0	0.16	0	0
159	0	0	1	2	0.023	0.14	0.086
160	0	1	0	1	0.21	0.047	0.11
161	0	1	0	1	0.21	0.047	0.11
162	1	0	0	0	0.16	0	0
163	0	0	1	2	0.023	0.14	0.086
164	0	1	4.2e-06	1	0.21	0.047	0.11
165	0	1	2.1e-05	1	0.21	0.047	0.11
166	1	0	0	0	0.16	0	0
167	0	0.0016	1	2	0.023	0.14	0.086
168	0	1	0	1	0.21	0.047	0.11
169	0	1	0	1	0.21	0.047	0.11
170	0	1	0	1	0.21	0.047	0.11
171	0	1	0	1	0.21	0.047	0.11
172	0	1	0	1	0.21	0.047	0.11
173	0	1	0.00038	1	0.21	0.047	0.11
174	1	0	0	0	0.16	0	0
175	1	0	0	0	0.16	0	0
176	0	1	0	1	0.21	0.047	0.11
177	0	0.0024	1	2	0.023	0.14	0.086
178	1	0	0	0	0.16	0	0
179	1	0	0	0	0.16	0	0
180	0	1	0	1	0.21	0.047	0.11
181	0	1	0	1	0.21	0.047	0.11
182	1	0	0	0	0.16	0	0
183	1	0.00025	0	0	0.16	0	0
184	0	0.0056	0.99	2	0.023	0.14	0.086
185	1	0	0	0	0.16	0	0
186	1	0	0	0	0.16	0	0
187	1	0	0	0	0.16	0	0
188	1	0.0023	0	0	0.16	0	0
189	0	0.72	0.28	1	0.21	0.047	0.11
190	1	0	0	0	0.16	0	0
191	0	1	3.2e-06	1	0.21	0.047	0.11
192	1	0	0	0	0.16	0	0
193	1	0.00023	0	0	0.16	0	0
194	0	1	0	1	0.21	0.047	0.11
195	0	1	3.7e-05	1	0.21	0.047	0.11
196	0	0.0036	1	2	0.023	0.14	0.086
197	1	0	0	0	0.16	0	0
198	1	0	0	0	0.16	0	0
199	1	0	0	0	0.16	0	0
200	1	0	0	0	0.16	0	0
201	0	0.99	0.013	1	0.21	0.047	0.11
202	0	1	0	1	0.21	0.047	0.11
203	1	0	0	0	0.16	0	0
204	0	1	0	1	0.21	0.047	0.11
205	0	0.0024	1	2	0.023	0.14	0.086
206	0.99	0.012	0	0	0.16	0	0
207	1	0	0	0	0.16	0	0
208	1	0	0	0	0.16	0	0
209	1	0	0	0	0.16	0	0
210	1	0	0	0	0.16	0	0
211	0.99	0.011	0	0	0.16	0	0
212	1	0.0031	0	0	0.16	0	0
213	0	1	0	1	0.21	0.047	0.11
214	0.96	0.039	0	0	0.16	0	0
215	1	0	0	0	0.16	0	0
216	0	8.7e-05	1	2	0.023	0.14	0.086
217	1	0	0	0	0.16	0	0
218	0	0	1	2	0.023	0.14	0.086
219	1	0	0	0	0.16	0	0
220	0	5.7e-06	1	2	0.023	0.14	0.086
221	0	1	0	1	0.21	0.047	0.11
222	0	1	0	1	0.21	0.047	0.11
223	1	0.0025	0	0	0.16	0	0
224	0	7.1e-05	1	2	0.023	0.14	0.086
225	1	0	0	0	0.16	0	0
226	0	1	0	1	0.21	0.047	0.11
227	1	0	0	0	0.16	0	0
228	0	0	1	2	0.023	0.14	0.086
229	1	0	0	0	0.16	0	0
230	0	1	0	1	0.21	0.047	0.11
231	0	1	0	1	0.21	0.047	0.11
232	0	1	0	1	0.21	0.047	0.11
233	1	7.4e-06	0	0	0.16	0	0
234	0	1	0	1	0.21	0.047	0.11
235	1	0	0	0	0.16	0	0
236	0	0	1	2	0.023	0.14	0.086
237	1	0	0	0	0.16	0	0
238	0	0	1	2	0.023	0.14	0.086
239	1	0	0	0	0.16	0	0
240	0	0.0056	0.99	2	0.023	0.14	0.086
241	1	0	0	0	0.16	0	0
242	1	0	0	0	0.16	0	0
243	0	0	1	2	0.023	0.14	0.086
244	1	0	0	0	0.16	0	0
245	0	0	1	2	0.023	0.14	0.086
246	1	0	0	0	0.16	0	0
247	1	0	0	0	0.16	0	0
248	1	0	0	0	0.16	0	0
249	0	0	1	2	0.023	0.14	0.086
250	0	7.3e-06	1	2	0.023	0.14	0.086
251	0	1	0	1	0.21	0.047	0.11
252	1	0	0	0	0.16	0	0
253	0	0.00076	1	2	0.023	0.14	0.086
254	0	0.99	0.013	1	0.21	0.047	0.11
255	1	0	0	0	0.16	0	0
256	0	1	0	1	0.21	0.047	0.11
257	1	0	0	0	0.16	0	0
258	1	0	0	0	0.16	0	0
259	0	0.95	0.048	1	0.21	0.047	0.11
260	0.96	0.042	0	0	0.16	0	0
261	1	0	0	0	0.16	0	0
262	1	0	0	0	0.16	0	0
263	1	0	0	0	0.16	0	0
264	0	1	0	1	0.21	0.047	0.11
265	1	0	0	0	0.16	0	0
266	0	1	0	1	0.21	0.047	0.11
267	1	4.8e-05	0	0	0.16	0	0
268	0	1	0	1	0.21	0.047	0.11
269	0	1	0.00064	1	0.21	0.047	0.11
270	1	0	0	0	0.16	0	0
271	1	0	0	0	0.16	0	0
272	1	0	0	0	0.16	0	0
273	1	0	0	0	0.16	0	0
274	1	0	0	0	0.16	0	0
275	0	1	0.0038	1	0.21	0.047	0.11
276	1	0	0	0	0.16	0	0
277	1	0	0	0	0.16	0	0
278	0	1	0.0001	1	0.21	0.047	0.11
279	1	0.0015	0	0	0.16	0	0
280	1	0	0	0	0.16	0	0
281	1	0	0	0	0.16	0	0
282	1	0	0	0	0.16	0	0
283	1	0	0	0	0.16	0	0
284	0	1	0	1	0.21	0.047	0.11
285	0	1	0.00071	1	0.21	0.047	0.11
286	0	1	0	1	0.21	0.047	0.11
287	1	6.1e-06	0	0	0.16	0	0
288	1	7.4e-05	0	0	0.16	0	0
289	1	0	0	0	0.16	0	0
290	1	0	0	0	0.16	0	0
291	0	1	0	1	0.21	0.047	0.11
292	1	0	0	0	0.16	0	0
293	1	0.0015	0	0	0.16	0	0
294	0	0.0043	1	2	0.023	0.14	0.086
295	0	1	0	1	0.21	0.047	0.11
296	0	1	0	1	0.21	0.047	0.11
297	0	1	0	1	0.21	0.047	0.11
298	1	0	0	0	0.16	0	0
299	1	0	0	0	0.16	0	0
300	0	0	1	2	0.023	0.14	0.086
301	0	0.98	0.019	1	0.21	0.047	0.11
302	1	0	0	0	0.16	0	0
303	1	0	0	0	0.16	0	0
304	1	0	0	0	0.16	0	0
305	0	1	0	1	0.21	0.047	0.11
306	0	0.99	0.0085	1	0.21	0.047	0.11
307	1	0	0	0	0.16	0	0
308	0	3.4e-05	1	2	0.023	0.14	0.086
309	0	0	1	2	0.023	0.14	0.086
310	0	0	1	2	0.023	0.14	0.086
311	1	0.00014	0	0	0.16	0	0
312	1	0	0	0	0.16	0	0
313	1	0	0	0	0.16	0	0
314	0	0.99	0.011	1	0.21	0.047	0.11
315	0	1	0	1	0.21	0.047	0.11
316	1	0	0	0	0.16	0	0
317	1	1.5e-05	0	0	0.16	0	0
318	0	0.49	0.51	2	0.023	0.14	0.086
319	0	1	0	1	0.21	0.047	0.11
320	1	0	0	0	0.16	0	0
321	1	0	0	0	0.16	0	0
322	0	0	1	2	0.023	0.14	0.086
323	0.94	0.064	0	0	0.16	0	0
324	1	0	0	0	0.16	0	0
325	1	5.5e-05	0	0	0.16	0	0
326	0	1	0	1	0.21	0.047	0.11
327	0	0.039	0.96	2	0.023	0.14	0.086
328	1	0	0	0	0.16	0	0
329	1	1.1e-05	0	0	0.16	0	0
330	0	1	0	1	0.21	0.047	0.11
331	1	0	0	0	0.16	0	0
332	1	0	0	0	0.16	0	0
333	0	0.62	0.38	1	0.21	0.047	0.11
334	1	0	0	0	0.16	0	0
335	0	1	0	1	0.21	0.047	0.11
336	0	0.05	0.95	2	0.023	0.14	0.086
337	0	0.09	0.91	2	0.023	0.14	0.086
338	0	0.99	0.011	1	0.21	0.047	0.11
339	1	0	0	0	0.16	0	0
340	0	1	0	1	0.21	0.047	0.11
341	0	0	1	2	0.023	0.14	0.086
342	0	1	0	1	0.21	0.047	0.11
343	0	1	0	1	0.21	0.047	0.11
344	0	1	0	1	0.21	0.047	0.11
345	0.96	0.039	0	0	0.16	0	0
346	0	1	0	1	0.21	0.047	0.11
347	0	1	0	1	0.21	0.047	0.11
348	1	0	0	0	0.16	0	0
349	0	0.034	0.97	2	0.023	0.14	0.086
350	0	0.00021	1	2	0.023	0.14	0.086
351	1	0	0	0	0.16	0	0
352	1	0	0	0	0.16	0	0
353	1	0	0	0	0.16	0	0
354	0	1	0	1	0.21	0.047	0.11
355	0	0	1	2	0.023	0.14	0.086
356	0	1	0	1	0.21	0.047	0.11
357	0	1	0	1	0.21	0.047	0.11
358	0	0	1	2	0.023	0.14	0.086
359	1	0	0	0	0.16	0	0
360	0	1	0	1	0.21	0.047	0.11
361	1	0	0	0	0.16	0	0
362	1	0	0	0	0.16	0	0
363	1	0	0	0	0.16	0	0
364	0	1	8.1e-05	1	0.21	0.047	0.11
365	0.99	0.006	0	0	0.16	0	0
366	1	0	0	0	0.16	0	0
367	0	0.84	0.16	1	0.21	0.047	0.11
368	0	0.056	0.94	2	0.023	0.14	0.086
369	0	1	0	1	0.21	0.047	0.11
370	0	1	0	1	0.21	0.047	0.11
371	1	0	0	0	0.16	0	0
372	0	0	1	2	0.023	0.14	0.086
373	1	0	0	0	0.16	0	0
374	0	7.4e-05	1	2	0.023	0.14	0.086
375	1	7.8e-06	0	0	0.16	0	0
376	0	1	0	1	0.21	0.047	0.11
377	1	0	0	0	0.16	0	0
378	1	0	0	0	0.16	0	0
379	1	0.0022	0	0	0.16	0	0
380	0	1	0	1	0.21	0.047	0.11
381	1	0	0	0	0.16	0	0
382	1	0	0	0	0.16	0	0
383	0	3.9e-06	1	2	0.023	0.14	0.086
384	1	0	0	0	0.16	0	0
385	0	1	0	1	0.21	0.047	0.11
386	1	0	0	0	0.16	0	0
387	0	0.00012	1	2	0.023	0.14	0.086
388	1	0	0	0	0.16	0	0
389	1	0	0	0	0.16	0	0
390	0	1	0	1	0.21	0.047	0.11
391	1	0	0	0	0.16	0	0
392	0	0	1	2	0.023	0.14	0.086
393	0	1	0	1	0.21	0.047	0.11
394	0	1	5.6e-06	1	0.21	0.047	0.11
395	0	0.32	0.68	2	0.023	0.14	0.086
396	0	0	1	2	0.023	0.14	0.086
397	1	0	0	0	0.16	0	0
398	1	0	0	0	0.16	0	0
399	0	0.032	0.97	2	0.023	0.14	0.086
400	1	3.7e-06	0	0	0.16	0	0
401	1	8.1e-06	0	0	0.16	0	0
402	1	3.5e-06	0	0	0.16	0	0
403	1	0.0001	0	0	0.16	0	0
404	0	0.46	0.54	2	0.023	0.14	0.086
405	1	0.00031	0	0	0.16	0	0
406	1	3e-05	0	0	0.16	0	0
407	1	8.9e-05	0	0	0.16	0	0
408	1	0.0026	0	0	0.16	0	0
409	0	1	0	1	0.21	0.047	0.11
410	0	1.7e-05	1	2	0.023	0.14	0.086
411	0	0.16	0.84	2	0.023	0.14	0.086
412	1	0	0	0	0.16	0	0
413	1	0	0	0	0.16	0	0
414	0	0.31	0.69	2	0.023	0.14	0.086
415	1	0.0034	0	0	0.16	0	0
416	0	0	1	2	0.023	0.14	0.086
417	0	0	1	2	0.023	0.14	0.086
418	0	0.047	0.95	2	0.023	0.14	0.086
419	1	1e-05	0	0	0.16	0	0
420	1	0	0	0	0.16	0	0
421	1	0	0	0	0.16	0	0
422	0	1	0	1	0.21	0.047	0.11
423	0	0	1	2	0.023	0.14	0.086
424	1	0	0	0	0.16	0	0
425	0	0.0044	1	2	0.023	0.14	0.086
426	0	1	0	1	0.21	0.047	0.11
427	0	0.0072	0.99	2	0.023	0.14	0.086
428	0	1	0	1	0.21	0.047	0.11
429	1	0.0049	0	0	0.16	0	0
430	0	1	0	1	0.21	0.047	0.11
431	1	0.0017	0	0	0.16	0	0
432	0	1	0.0029	1	0.21	0.047	0.11
433	0	1	0	1	0.21	0.047	0.11
434	0	0	1	2	0.023	0.14	0.086
435	0	1	0	1	0.21	0.047	0.11
436	0	1	0	1	0.21	0.047	0.11
437	0	0	1	2	0.023	0.14	0.086
438	1	0	0	0	0.16	0	0
439	0	0.0015	1	2	0.023	0.14	0.086
440	0	0	1	2	0.023	0.14	0.086
441	0	1	0	1	0.21	0.047	0.11
442	0	0.99	0.014	1	0.21	0.047	0.11
443	1	5.9e-05	0	0	0.16	0	0
444	1	6.9e-05	0	0	0.16	0	0
445	0	1	0	1	0.21	0.047	0.11
446	1	0	0	0	0.16	0	0
447	0	1	0	1	0.21	0.047	0.11
448	1	0	0	0	0.16	0	0
449	0	1	0	1	0.21	0.047	0.11
450	1	0	0	0	0.16	0	0
451	1	0	0	0	0.16	0	0
452	1	0	0	0	0.16	0	0
453	0	1	0	1	0.21	0.047	0.11
454	1	3.4e-05	0	0	0.16	0	0
455	1	0.00095	0	0	0.16	0	0
456	1	0	0	0	0.16	0	0
457	0.99	0.014	0	0	0.16	0	0
458	0	1	0	1	0.21	0.047	0.11
459	0	1	6e-05	1	0.21	0.047	0.11
460	0	1	7.5e-06	1	0.21	0.047	0.11
461	0	0.52	0.48	1	0.21	0.047	0.11
462	0	1	0	1	0.21	0.047	0.11
463	0	1	0	1	0.21	0.047	0.11
464	1	0	0	0	0.16	0	0
465	1	5.5e-06	0	0	0.16	0	0
466	0	0.0082	0.99	2	0.023	0.14	0.086
467	1	0	0	0	0.16	0	0
468	0	0.38	0.62	2	0.023	0.14	0.086
469	0	0.0073	0.99	2	0.023	0.14	0.086
470	0	0	1	2	0.023	0.14	0.086
471	0	1	0	1	0.21	0.047	0.11
472	1	0	0	0	0.16	0	0
473	0	1	0	1	0.21	0.047	0.11
474	1	0	0	0	0.16	0	0
475	1	0	0	0	0.16	0	0
476	1	0	0	0	0.16	0	0
477	0	1	0	1	0.21	0.047	0.11
478	0	0.0044	1	2	0.023	0.14	0.086
479	0	0.0018	1	2	0.023	0.14	0.086
480	0	1	0	1	0.21	0.047	0.11
481	0	0	1	2	0.023	0.14	0.086
482	0	1	0	1	0.21	0.047	0.11
483	0	1	0	1	0.21	0.047	0.11
484	1	0	0	0	0.16	0	0
485	1	1e-05	0	0	0.16	0	0
486	0	1.9e-05	1	2	0.023	0.14	0.086
487	0	0	1	2	0.023	0.14	0.086
488	1	0	0	0	0.16	0	0
489	1	0	0	0	0.16	0	0
490	1	0	0	0	0.16	0	0
491	1	0	0	0	0.16	0	0
492	1	0	0	0	0.16	0	0
493	0	0.15	0.85	2	0.023	0.14	0.086
494	0	1	0	1	0.21	0.047	0.11
495	1	0	0	0	0.16	0	0
496	0	1	0	1	0.21	0.047	0.11
497	1	0	0	0	0.16	0	0
498	0	4.2e-06	1	2	0.023	0.14	0.086
499	0	0.84	0.16	1	0.21	0.047	0.11
500	1	0	0	0	0.16	0	0
501	0	1	0	1	0.21	0.047	0.11
502	0	0.35	0.65	2	0.023	0.14	0.086
503	1	0	0	0	0.16	0	0
504	0	0	1	2	0.023	0.14	0.086
505	0	0.97	0.029	1	0.21	0.047	0.11
506	0	5.1e-05	1	2	0.023	0.14	0.086
507	0	1	7.4e-05	1	0.21	0.047	0.11
508	1	0	0	0	0.16	0	0
509	1	0	0	0	0.16	0	0
510	1	0	0	0	0.16	0	0
511	0	0	1	2	0.023	0.14	0.086
512	0	0	1	2	0.023	0.14	0.086
513	1	0	0	0	0.16	0	0
514	1	0	0	0	0.16	0	0
515	0	1	0	1	0.21	0.047	0.11
516	0	0.97	0.032	1	0.21	0.047	0.11
517	1	0	0	0	0.16	0	0
518	0	1	0	1	0.21	0.047	0.11
519	1	0	0	0	0.16	0	0
520	0	1	0	1	0.21	0.047	0.11
521	0	1	0	1	0.21	0.047	0.11
522	0	1	0	1	0.21	0.047	0.11
523	1	0	0	0	0.16	0	0
524	0	0.0096	0.99	2	0.023	0.14	0.086
525	0	1.5e-05	1	2	0.023	0.14	0.086
526	1	0	0	0	0.16	0	0
527	1	0	0	0	0.16	0	0
528	0	0	1	2	0.023	0.14	0.086
529	1	0	0	0	0.16	0	0
530	1	0	0	0	0.16	0	0
531	1	0	0	0	0.16	0	0
532	1	0	0	0	0.16	0	0
533	0	1	0	1	0.21	0.047	0.11
534	1	0.00017	0	0	0.16	0	0
535	0	1	0	1	0.21	0.047	0.11
536	0	1	0	1	0.21	0.047	0.11
537	1	0	0	0	0.16	0	0
538	0	1	0	1	0.21	0.047	0.11
539	0	1	0	1	0.21	0.047	0.11
540	0	0.092	0.91	2	0.023	0.14	0.086
541	1	0.00019	0	0	0.16	0	0
542	0	0.024	0.98	2	0.023	0.14	0.086
543	1	0	0	0	0.16	0	0
544	0	0	1	2	0.023	0.14	0.086
545	0	4.5e-06	1	2	0.023	0.14	0.086
546	1	0	0	0	0.16	0	0
547	0	0.048	0.95	2	0.023	0.14	0.086
548	1	0	0	0	0.16	0	0
549	1	0	0	0	0.16	0	0
550	0	1	0	1	0.21	0.047	0.11
551	0	1	0	1	0.21	0.047	0.11
552	0	0	1	2	0.023	0.14	0.086
553	0	1	0	1	0.21	0.047	0.11
554	1	0	0	0	0.16	0	0
555	1	0	0	0	0.16	0	0
556	1	0	0	0	0.16	0	0
557	1	0	0	0	0.16	0	0
558	0	1	2.5e-06	1	0.21	0.047	0.11
559	1	0	0	0	0.16	0	0
560	0	1	0	1	0.21	0.047	0.11
561	0.99	0.01	0	0	0.16	0	0
562	0	0.53	0.47	1	0.21	0.047	0.11
563	1	0	0	0	0.16	0	0
564	1	2.9e-05	0	0	0.16	0	0
565	0	1	0	1	0.21	0.047	0.11
566	1	0	0	0	0.16	0	0
567	1	0	0	0	0.16	0	0
568	1	0	0	0	0.16	0	0
569	0	0	1	2	0.023	0.14	0.086
570	1	0	0	0	0.16	0	0
571	0	0	1	2	0.023	0.14	0.086
572	1	0	0	0	0.16	0	0
573	0	0	1	2	0.023	0.14	0.086
574	1	0	0	0	0.16	0	0
575	1	1.2e-06	0	0	0.16	0	0
576	0	1	0	1	0.21	0.047	0.11
577	0	1	0	1	0.21	0.047	0.11
578	0	1	0	1	0.21	0.047	0.11
579	0	1	1.3e-06	1	0.21	0.047	0.11
580	0.00044	1	0	1	0.21	0.047	0.11
581	0	1	0	1	0.21	0.047	0.11
582	1	0	0	0	0.16	0	0
583	1	0.0034	0	0	0.16	0	0
584	0	0.99	0.0079	1	0.21	0.047	0.11
585	0	1	0	1	0.21	0.047	0.11
586	0	1	0	1	0.21	0.047	0.11
587	1	0	0	0	0.16	0	0
588	0	1	0	1	0.21	0.047	0.11
589	0	1	0	1	0.21	0.047	0.11
590	0	1	0	1	0.21	0.047	0.11
591	0	1	0	1	0.21	0.047	0.11
592	0	1	0	1	0.21	0.047	0.11
593	1	2.4e-06	0	0	0.16	0	0
594	0	1	0	1	0.21	0.047	0.11
595	0	0.00043	1	2	0.023	0.14	0.086
596	0	1	0	1	0.21	0.047	0.11
597	0	0.32	0.68	2	0.023	0.14	0.086
598	0	1	0	1	0.21	0.047	0.11
599	1	0	0	0	0.16	0	0
600	1	0	0	0	0.16	0	0
601	0	1	0	1	0.21	0.047	0.11
602	0	0	1	2	0.023	0.14	0.086
603	0	1	0.0014	1	0.21	0.047	0.11
604	1	0	0	0	0.16	0	0
605	1	7.4e-06	0	0	0.16	0	0
606	0	1	0	1	0.21	0.047	0.11
607	0	1	0	1	0.21	0.047	0.11
608	0	1	0	1	0.21	0.047	0.11
609	0	0.27	0.73	2	0.023	0.14	0.086
610	0	1	0	1	0.21	0.047	0.11
611	0	1	0	1	0.21	0.047	0.11
612	1	0	0	0	0.16	0	0
613	1	0	0	0	0.16	0	0
614	0	1	0	1	0.21	0.047	0.11
615	0	1	0	1	0.21	0.047	0.11
616	1	0	0	0	0.16	0	0
617	1	0	0	0	0.16	0	0
618	1	8.4e-05	0	0	0.16	0	0
619	0	0.29	0.71	2	0.023	0.14	0.086
620	0	1	0	1	0.21	0.047	0.11
621	0	0.93	0.065	1	0.21	0.047	0.11
622	1	0	0	0	0.16	0	0
623	0	1	0	1	0.21	0.047	0.11
624	0	1	0	1	0.21	0.047	0.11
625	0	1	0	1	0.21	0.047	0.11
626	0	1	0	1	0.21	0.047	0.11
627	0	1	0	1	0.21	0.047	0.11
628	0	1	0	1	0.21	0.047	0.11
629	0	1	0	1	0.21	0.047	0.11
630	1	4.3e-06	0	0	0.16	0	0
631	1	0	0	0	0.16	0	0
632	0	0	1	2	0.023	0.14	0.086
633	0	1	0	1	0.21	0.047	0.11
634	0	1	4.9e-06	1	0.21	0.047	0.11
635	1	0	0	0	0.16	0	0
636	0	0.018	0.98	2	0.023	0.14	0.086
637	1	0.0013	0	0	0.16	0	0
638	0	1	0	1	0.21	0.047	0.11
639	1	0	0	0	0.16	0	0
640	1	0	0	0	0.16	0	0
641	2.2e-05	1	0	1	0.21	0.047	0.11
642	1	4.9e-06	0	0	0.16	0	0
643	0	1	0	1	0.21	0.047	0.11
644	0	1	0	1	0.21	0.047	0.11
645	0	1	0	1	0.21	0.047	0.11
646	0	1	0	1	0.21	0.047	0.11
647	0.29	0.71	0	1	0.21	0.047	0.11
648	0	1	0	1	0.21	0.047	0.11
649	0	1	0	1	0.21	0.047	0.11
650	0	1	0	1	0.21	0.047	0.11
