SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2
22	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.94	0	0	0	0	15	0.21	0.016	0
23	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0.94	0	0	0	0	15	0.21	0.016	0
24	0	0	0	0	0	0	0.00068	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
25	0.19	0.2	0	0	0	0	0	0.0068	0.2	0	0	0.00038	0.2	0.00039	0	0.006	0.19	0	0	0	1	0.16	0	0
26	0.11	0.26	0	0	0	0	0	0.008	0.26	0	0	0.00054	0.26	0.00049	0	0.0086	0.11	0	3.7e-06	0	1	0.16	0	0
27	0	0	0	0	0	0	0	0	0	0	0	0.06	0	2.1e-05	0	0.94	0	0	0	0	15	0.21	0.016	0
28	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
29	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	19	0.023	0	0.11
30	0.01	0.19	0.00011	0	0.093	0	0	0.028	0.19	0	0	0.017	0.19	0.00036	0	0.28	0.01	0	0	0	15	0.21	0.016	0
31	0.011	0.14	0.00073	0	0.19	0	0	0.029	0.14	0	0	0.021	0.14	0.00031	0	0.32	0.011	0	0	0	15	0.21	0.016	0
32	0.0059	0.32	0	0	0	0	0	0.0026	0.32	0	0	0.0014	0.32	0.00062	0	0.022	0.0059	0	4.7e-06	0	1	0.16	0	0
33	0.016	0.12	8.6e-05	4.4e-06	0.12	0	2.8e-06	0.024	0.12	3.8e-06	4.4e-06	0.19	0.12	1.1e-05	4.4e-06	0.27	0.016	0	0	0	15	0.21	0.016	0
34	0.46	0.0072	0	0	0	0	0	0.00023	0.0072	0	0	0	0.0072	0	0	3.9e-06	0.46	0	0	0.063	0	0.12	0	0
35	0.073	0.28	0	0	0	0	0	0.0066	0.28	0	0	0.0058	0.28	0	0	0.01	0.073	0	0	0	1	0.16	0	0
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0.012
37	0.19	0.2	0	0	8.6e-06	0	0	0.013	0.2	0	0	0.00083	0.2	0.00039	0	0.013	0.19	0	0	0	1	0.16	0	0
38	0.27	0.15	0	0	0	0	0	0.0052	0.15	0	0	0.00012	0.15	0.00029	0	0.002	0.27	0	0	0	0	0.12	0	0
39	0	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
40	0	0	0	0	0	0	0.023	0	0	0.98	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
42	0.012	0.19	3.2e-05	0	0.095	0	0	0.024	0.19	0	0	0.017	0.19	0.00036	0	0.27	0.012	0	0	0	15	0.21	0.016	0
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
44	0.21	0.19	0	0	0	0	0	0.0036	0.19	0	0	0.00052	0.19	0	0	0.0018	0.21	0	0	0	0	0.12	0	0
45	0	0	0	5.7e-05	0	0	0	0	0	0	5.7e-05	0	0	0	5.7e-05	0	0	0	0	1	19	0.023	0	0.11
46	0	0	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.47	0	0	0	0	11	0.21	0.016	0.11
47	0.11	0.26	0	0	0	0	0	0.0068	0.26	0	0	0.0018	0.26	0	0	0.0064	0.11	0	0	0	1	0.16	0	0
48	0.31	0.12	0	0	0	0	0	0.0085	0.12	0	0	0.00052	0.12	0	0	0.0018	0.31	0	0	3.5e-05	0	0.12	0	0
49	0	0	0.00021	0	0	0.00021	0	0	0	0	0	0.22	0	0.0026	0	0.77	0	0	2e-05	0	15	0.21	0.016	0
50	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
51	0.01	0.33	0	0	0	0	0	0.00072	0.33	0	0	0.00019	0.33	0	0	0.00066	0.01	0	0	0	1	0.16	0	0
52	0	0	4.8e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
53	0	0	0	0	0	0	0	0	0	0.00027	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
55	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
56	0.035	0.25	0	0	0.0049	0	0	0.029	0.25	0	0	0.035	0.25	2.6e-06	0	0.12	0.035	0	0	0	1	0.16	0	0
57	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0.78	0	0	0	0	15	0.21	0.016	0
58	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	17	0	0.14	0
59	0.053	0.27	0	0	0.00053	0	0	0.03	0.27	0	0	0	0.27	0.00047	0	0.041	0.053	0	3.6e-06	0	1	0.16	0	0
60	0	0	0	0.33	0	0	0	0	0	1.2e-05	0.33	0	0	0	0.33	0	0	0	0	0.0062	3	0.088	0	0.2
61	0	0	3.8e-05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
62	0.0039	0.26	0	0	0.017	0	0	0.023	0.26	0	0	0	0.26	0.00045	0	0.17	0.0039	0	3.4e-06	0	1	0.16	0	0
63	0.14	0.23	0	0	0	0	0	0.016	0.23	0	0	0	0.23	0.0004	0	0.0053	0.14	0	3e-06	0	1	0.16	0	0
64	0.038	0.27	1.6e-06	0	0.0006	0	0	0.04	0.27	0	0	0	0.27	0.00047	0	0.066	0.038	0	3.5e-06	0	1	0.16	0	0
65	0	0	0	0	0	0.058	0	0	0	0	0	0	0	5.9e-06	0	0	0	0.94	0	0	17	0	0.14	0
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
67	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
68	0.32	0.11	0	0	0	1.1e-05	0	0.013	0.11	0	0	0	0.11	0.00019	0	0.0019	0.32	0	1.5e-06	0	0	0.12	0	0
69	0.094	0.27	0	0	0	0	0	0.011	0.27	0	0	0	0.27	0.00045	0	0.0033	0.094	0	3.4e-06	0	1	0.16	0	0
70	0	0	0	0.0023	0	0	0	0	0	0	0.0023	1.6e-05	0	0	0.0023	0	0	0	0	0.99	19	0.023	0	0.11
71	0	0	0	0	0	0	0.048	0	0	0.95	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
73	0.11	0.24	0	0	0.0002	0	0	0.036	0.24	0	0	0	0.24	0.00041	0	0.034	0.11	0	3.1e-06	0	1	0.16	0	0
74	0.0045	0.17	6.7e-05	0	0.15	0	0	0.039	0.17	0	0	1.8e-05	0.17	0.0003	0	0.28	0.0045	0	2.3e-06	0	15	0.21	0.016	0
75	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
76	0.13	0.22	2.1e-05	0	0.00036	0	0	0.057	0.22	0	0	9.5e-06	0.22	0.00037	0	0.04	0.13	0	2.8e-06	0	1	0.16	0	0
77	0.074	0.28	0	0	0	0	0	0.0069	0.28	0	0	0	0.28	0.00048	0	0.0036	0.074	0	3.6e-06	0	1	0.16	0	0
78	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.023	0.14	0
79	0.23	0.16	8.8e-06	0	2.8e-05	3.4e-05	0	0.043	0.16	0	0	0	0.16	0.00028	0	0.013	0.23	0	2.1e-06	0	0	0.12	0	0
80	0.44	0.037	0	0	0	0.0017	0	0.0039	0.037	0	0	0	0.037	6.3e-05	0	0.00018	0.44	0	0	0	0	0.12	0	0
81	0	0	0	0	0	0	1	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
82	0.00022	0.067	7.8e-06	0	0.53	0	0	0.01	0.067	0	0	0	0.067	0.00011	0	0.26	0.00022	0	0	0	4	0.34	0	0
83	0.44	0.04	0	0	0	0	0	0.0012	0.04	0	0	0	0.04	6.9e-05	0	2.6e-05	0.44	0	0	0	0	0.12	0	0
84	0.34	0.11	0	0	0	0	0	0.0029	0.11	0	0	0	0.11	0.00018	0	0.00015	0.34	0	1.4e-06	0	0	0.12	0	0
85	0	0	0.012	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
86	0.41	0.059	0	0	0	0	0	0.00013	0.059	0	0	0	0.059	0.0001	0	0	0.41	0	0	0	0	0.12	0	0
87	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
88	0.23	0.16	4.3e-06	0	2.3e-05	3.7e-05	0	0.038	0.16	0	0	0	0.16	0.00027	0	0.015	0.23	0	2.1e-06	0	0	0.12	0	0
89	0.19	0.2	0	0	0	0	0	0.012	0.2	0	0	0	0.2	0	0	0.016	0.19	0	0	0	1	0.16	0	0
90	0.24	0.17	0	0	0	0	0	0.0048	0.17	0	0	0	0.17	0	0	0.0028	0.24	0	0	0	0	0.12	0	0
91	0.0071	0.32	0	0	5.2e-06	0	0	0.0034	0.32	0	0	0	0.32	0	0	0.032	0.0071	0	0	0	1	0.16	0	0
92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0.012
93	0	0	4.5e-06	0	0	0	0	1	0	0	0	0.00038	0	0	0	0	0	0	0	1.1e-05	7	0.16	0	0.012
94	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
95	0.031	0.15	0.00057	4.3e-06	0.1	0	9.9e-06	0.036	0.15	5.7e-06	4.3e-06	0.0085	0.15	0.00011	4.3e-06	0.33	0.031	0	0	0	15	0.21	0.016	0
96	0.0014	0.12	0	0	0.1	0	0	0.013	0.12	0	0	1.1e-05	0.12	0	0	0.53	0.0014	0	0	0	15	0.21	0.016	0
97	0.014	0.18	0	0	0.049	0	0	0.026	0.18	0	0	9.3e-05	0.18	0	0	0.35	0.014	0	0	0	15	0.21	0.016	0
98	0	0.00079	0	0	0.98	0	0	7.7e-05	0.00079	0	0	0	0.00079	1.4e-06	0	0.019	0	0	0	0	4	0.34	0	0
99	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
100	0	0	0.0018	0	0	0	0.00044	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
101	0.019	0.32	0	0	0	0	0	0.0031	0.32	0	0	0	0.32	0	0	0.0058	0.019	0	0	0	1	0.16	0	0
102	0.25	0.17	0	0	0	0	0	0.002	0.17	0	0	0	0.17	0	0	0.00099	0.25	0	0	0	0	0.12	0	0
103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
104	0.058	0.28	0	0	1.8e-05	0	0	0.013	0.28	0	0	0	0.28	0	0	0.044	0.058	0	0	0	1	0.16	0	0
105	0.17	0.21	0	0	0	0	0	0.014	0.21	0	0	0	0.21	0	0	0.017	0.17	0	0	0	1	0.16	0	0
106	0.079	0.27	0	0	0	0	0	0.01	0.27	0	0	0	0.27	0	0	0.02	0.079	0	0	0	1	0.16	0	0
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
108	0.2	0.2	0	0	0	0	0	0.0062	0.2	0	0	0	0.2	0	0	0.0054	0.2	0	0	0	0	0.12	0	0
109	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
110	0	0	0	0.25	0	0	0	0	0	3.2e-06	0.25	0.014	0	0	0.25	0	0	0	0	0.23	3	0.088	0	0.2
111	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
112	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
114	0.14	0.21	2e-05	0	0.00021	0	0	0.056	0.21	0	0	1.1e-05	0.21	0.00037	0	0.038	0.14	0	2.7e-06	0	1	0.16	0	0
115	0.21	0.18	0	0	3.8e-05	7.8e-06	0	0.032	0.18	0	0	0	0.18	0.00031	0	0.013	0.21	0	2.3e-06	0	0	0.12	0	0
116	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	17	0	0.14	0
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3.7e-05	0	0	0	0	4	0.34	0	0
119	0	0	0	0	0	0	0.086	0	0	0.91	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
120	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	17	0	0.14	0
121	0.26	0.15	0	0	1.6e-06	0	0	0.022	0.15	0	0	0	0.15	0	0	0.01	0.26	0	0	0	0	0.12	0	0
122	0	0	0	0	0	0	1	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
123	0	0	0	0	0	0	0.75	0	0	0.25	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
124	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
125	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
126	0.052	0.25	0	0	0.00067	0	0	0.022	0.25	0	0	0	0.25	0	0	0.11	0.052	0	0	0	1	0.16	0	0
127	0.044	0.24	0.00052	0	0.019	0	0	0.039	0.24	0	0	0.00018	0.24	0.00061	0	0.13	0.044	0	4.7e-06	0	1	0.16	0	0
128	0	0	0	5.9e-06	0	0	0	0	0	0.0015	5.9e-06	0	0	0	5.9e-06	0	0	0	0	1	19	0.023	0	0.11
129	0	0	0	5.6e-06	0	0	0	0	0	0.00012	5.6e-06	0	0	0	5.6e-06	0	0	0	0	1	19	0.023	0	0.11
130	0.0089	0.24	0	0	0.0013	0	0	0.011	0.24	0	0	0.038	0.24	0	0	0.2	0.0089	0	0	0	1	0.16	0	0
131	0	0	9.2e-05	0	0	0	0.14	0	0	0	0	0.86	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
132	0.25	0.16	0	0	0	0	0	0.019	0.16	0	0	0	0.16	0.00027	0	0.0041	0.25	0	2.1e-06	0	0	0.12	0	0
133	0	0.0013	0	0	0.97	0	0	7.4e-05	0.0013	0	0	0	0.0013	2.3e-06	0	0.022	0	0	0	0	4	0.34	0	0
134	0	0	0	0	0	0	1	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
135	0	6.7e-05	0	0	0.99	0	0	0	6.7e-05	0	0	0	6.7e-05	0	0	0.0049	0	0	0	0	4	0.34	0	0
136	0.31	0.13	0	0	0	0	0	0.011	0.13	0	0	0	0.13	0	0	0.0011	0.31	0	0	0	0	0.12	0	0
137	0.00071	0.31	0	0	4.7e-05	0	0	0.0066	0.31	0	0	0	0.31	0	0	0.05	0.00071	0	0	0	1	0.16	0	0
138	0	0	0.0022	0	0	0	4.7e-05	0	0	5.1e-06	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
139	0	0	0	0.00055	0	0	0	0	0	0	0.00055	0	0	0	0.00055	0	0	0	0	1	19	0.023	0	0.11
140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.023	0.14	0
141	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0.96	0	0	17	0	0.14	0
142	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
143	0.26	0.16	0	0	0	0	0	0.0051	0.16	0	0	0	0.16	0	0	0.0012	0.26	0	0	0	0	0.12	0	0
144	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
145	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
147	0.18	0.21	0	0	3.9e-06	0	0	0.01	0.21	0	0	0	0.21	0	0	0.011	0.18	0	0	0	1	0.16	0	0
148	0.16	0.22	0	0	4.9e-05	0	0	0.016	0.22	0	0	0	0.22	0	0	0.026	0.16	0	0	0	1	0.16	0	0
149	0.017	0.13	0.00052	0	0.14	0	0	0.027	0.13	0	0	0.0054	0.13	4.6e-05	0	0.41	0.017	0	0	0	15	0.21	0.016	0
150	0.37	0.087	0	0	0	0	0	0.0037	0.087	0	0	0	0.087	0	0	0.00096	0.37	0	0	0	0	0.12	0	0
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
152	0	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
153	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
154	1e-05	0.058	0	0	0.3	0	0	0.0025	0.058	0	0	0	0.058	0	0	0.52	1e-05	0	0	0	15	0.21	0.016	0
155	0.053	0.22	0	0	0.0035	0	0	0.049	0.22	0	0	6.5e-06	0.22	4.1e-06	0	0.17	0.053	0	0	0	1	0.16	0	0
156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
157	0	0	0	0	0	0.011	0	0	0	0	0	0.003	0	0	0	0	0	0.99	0	0	17	0	0.14	0
158	0.063	0.28	0	0	0	0	0	0.0094	0.28	0	0	0	0.28	0	0	0.016	0.063	0	0	0	1	0.16	0	0
159	0	0	0	0	0	8.2e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0.14	0
160	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
162	0.18	0.21	0	0	0	0	0	0.014	0.21	0	0	0	0.21	0	0	0.0077	0.18	0	0	0	1	0.16	0	0
163	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.21	0.14	0.073
164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0.012
165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
166	0.0026	0.33	0	0	0	0	0	0.0013	0.33	0	0	0	0.33	0	0	0.0047	0.0026	0	0	0	1	0.16	0	0
167	0	0	0	0.00033	0	0	0	0	0	0	0.00033	0	0	0	0.00033	0	0	0	0	1	19	0.023	0	0.11
168	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
169	0	0	3.2e-06	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
170	0	0	0	0	0	0	0	0	0	0.93	0	0.069	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
172	0	0	4.8e-06	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0.21	0.016	0.11
173	0	0	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	17	0	0.14	0
174	0.11	0.25	0	0	4.3e-06	0	0	0.013	0.25	0	0	0	0.25	0	0	0.019	0.11	0	0	0	1	0.16	0	0
175	0.45	0.034	0	0	0	0	0	0.00027	0.034	0	0	0	0.034	0	0	7.5e-06	0.45	0	0	0	0	0.12	0	0
176	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.16	0	0.012
177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.023	0	0.11
178	0.18	0.21	0	0	0	0	0	0.009	0.21	0	0	0	0.21	0	0	0.0054	0.18	0	0	0	1	0.16	0	0
179	0.23	0.17	0	0	4.8e-06	0	0	0.019	0.17	0	0	0	0.17	0	0	0.011	0.23	0	0	0	0	0.12	0	0
180	0	0	0.0012	0	0	0	0	0	0	0	0	0.0032	0	0.0005	0	1	0	0	3.8e-06	0	15	0.21	0.016	0
181	0	0	1.6e-06	0	0	0	1	0	0	0.00057	0	0.0011	0	0	0	0	0	0	0	0	6	0.47	0.22	0.2
182	0.49	0.0094	0	0	0	0	0	0.00013	0.0094	0	0	0	0.0094	0	0	0	0.49	0	0	0	0	0.12	0	0
183	0.04	0.23	5.5e-06	0	0.012	0	0	0.036	0.23	0	0	0.00018	0.23	8.4e-06	0	0.19	0.04	0	0	0	1	0.16	0	0
184	0	0	0	0.00066	0	0	0	0	0	0	0.00066	0	0	0	0.00066	0	0	0	0	1	19	0.023	0	0.11
185	0.33	0.11	0	0	0	0	0	0.0064	0.11	0	0	0	0.11	0	0	0.0019	0.33	0	0	0	0	0.12	0	0
186	0.017	0.32	0	0	0	0	0	0.0051	0.32	0	0	0	0.32	0	0	0.016	0.017	0	0	0	1	0.16	0	0
187	0.13	0.23	0	0	0.00013	0	0	0.026	0.23	0	0	0	0.23	0	0	0.041	0.13	0	0	0	1	0.16	0	0
188	0.036	0.19	0.00014	0	0.047	0	0	0.034	0.19	0	0	0.00086	0.19	7.3e-05	0	0.27	0.036	0	0	0	15	0.21	0.016	0
189	0	0	0	0.31	0	0	0	0	0	2.5e-05	0.31	5.4e-05	0	0	0.31	0	0	0	0	0.068	3	0.088	0	0.2
190	0.092	0.27	0	0	0	0	0	0.0041	0.27	0	0	0	0.27	0	0	0.0045	0.092	0	0	0	1	0.16	0	0
191	0	0	0.0053	2.5e-05	0	0	0	0.87	0	0	2.5e-05	0.12	0	0	2.5e-05	0	0	0	0	7.9e-06	7	0.16	0	0.012
192	0.15	0.22	0	0	0	0	0	0.0079	0.22	0	0	0	0.22	0	0	0.0094	0.15	0	0	0	1	0.16	0	0
193	0.12	0.21	5.9e-06	0	0.0022	0	0	0.035	0.21	0	0	0.00014	0.21	1.4e-05	0	0.087	0.12	0	0	0	1	0.16	0	0
194	0	0	0	0	0	0	0.083	0	0	0.92	0	0	0	0	0	0	0	0	0	0	9	0.27	0.14	0.28
195	0	0	1.2e-06	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0.63	19	0.023	0	0.11
196	0	0	0.94	0	0	0	0	0	0	0.033	0	0.024	0	0	0	0	0	0	0	0	2	0.21	0.14	0.073
197	0.21	0.19	0	0	0	0	0	0.00064	0.19	0	0	0	0.19	0	0	0.00013	0.21	0	0	0	0	0.12	0	0
198	0.12	0.23	0	0	0.00029	0	0	0.023	0.23	0	0	0	0.23	0	0	0.047	0.12	0	0	0	1	0.16	0	0
199	0.087	0.25	0	0	0.00083	0	0	0.025	0.25	0	0	0	0.25	0	0	0.062	0.087	0	0	0	1	0.16	0	0
200	0.2	0.2	0	0	0	0	0	0.0049	0.2	0	0	0	0.2	0	0	0.0024	0.2	0	0	0	0	0.12	0	0
201	0	0	0	0.33	0	0	0	0	0	0	0.33	0	0	0	0.33	0	0	0	0	0.0039	3	0.088	0	0.2
202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0.21	0.016	0
203	0.061	0.29	0	0	0	0	0	0.0058	0.29	0	0	0	0.29	0	0	0.01	0.061	0	0	0	1	0.16	0	0
204	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8e-06	0	1	0	0	0	0	15	0.21	0.016	0
205	0	0	0	5e-06	0	0	0	0	0	0	5e-06	0	0	0	5e-06	0	0	0	0	1	19	0.023	0	0.11
