SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
77	1	0	0	0.0026	0	0	0.14	0	0
78	0	0	0	1	0	3	0.14	0.14	0.012
79	0.97	4.6e-05	3.8e-06	0.027	0	0	0.14	0	0
80	0.99	0	0	0.011	0	0	0.14	0	0
81	0	0	1	0	0	2	0.21	0.14	0.11
82	0.029	0.97	0	0.00047	0	1	0.34	0	0
83	1	0	0	0.003	0	0	0.14	0	0
84	1	0	0	0.0029	0	0	0.14	0	0
85	0	0	0.0031	1	0	3	0.14	0.14	0.012
86	1	0	0	0.00024	0	0	0.14	0	0
87	0	0	0.014	0	0.99	4	0.023	0.016	0.11
88	0.98	3.9e-05	1.3e-06	0.025	0	0	0.14	0	0
89	1	0	0	0	0	0	0.14	0	0
90	1	0	0	0	0	0	0.14	0	0
91	1	2.3e-05	0	0	0	0	0.14	0	0
92	0	0	0	1	0	3	0.14	0.14	0.012
93	0	0	0.00043	1	0.0014	3	0.14	0.14	0.012
94	0	0	1	0	0	2	0.21	0.14	0.11
95	0.66	0.33	0.0034	0.0068	0	0	0.14	0	0
96	0.34	0.66	0	1.9e-05	0	1	0.34	0	0
97	0.77	0.23	0	0.00011	0	0	0.14	0	0
98	4.6e-05	1	0	0	0	1	0.34	0	0
99	0	0	1	0	0	2	0.21	0.14	0.11
100	0	0	1	0	0	2	0.21	0.14	0.11
101	1	0	0	0	0	0	0.14	0	0
102	1	0	0	0	0	0	0.14	0	0
103	0	0	0	1	0	3	0.14	0.14	0.012
104	1	3.8e-05	0	0	0	0	0.14	0	0
105	1	3.2e-06	0	0	0	0	0.14	0	0
106	1	4.5e-06	0	0	0	0	0.14	0	0
107	0	0	0	0	1	4	0.023	0.016	0.11
108	1	0	0	0	0	0	0.14	0	0
109	0	0	0	1	2e-05	3	0.14	0.14	0.012
110	0	0	2.8e-05	0	1	4	0.023	0.016	0.11
111	0	0	0	0	1	4	0.023	0.016	0.11
112	0	0	0	1	0	3	0.14	0.14	0.012
113	0	0	0	1	0	3	0.14	0.14	0.012
114	0.97	0.00038	9.5e-06	0.028	0	0	0.14	0	0
115	0.98	6.3e-05	0	0.018	0	0	0.14	0	0
116	0	0	0	0.89	0.11	3	0.14	0.14	0.012
117	0	0	0	1	0	3	0.14	0.14	0.012
118	0	1	0	0	0	1	0.34	0	0
119	0	0	1	0	0	2	0.21	0.14	0.11
120	0	0	0	1	0	3	0.14	0.14	0.012
121	1	2.6e-06	0	2.2e-06	0	0	0.14	0	0
122	0	0	1	0	0	2	0.21	0.14	0.11
123	0	0	1	0	0	2	0.21	0.14	0.11
124	0	0	0	1	0	3	0.14	0.14	0.012
125	0	0	0	0	1	4	0.023	0.016	0.11
126	1	0.0017	0	5.1e-06	0	0	0.14	0	0
127	0.9	0.053	0.00086	0.046	0	0	0.14	0	0
128	0	0	0	0	1	4	0.023	0.016	0.11
129	0	0	0	0	1	4	0.023	0.016	0.11
130	0.99	0.0069	8.6e-06	0	0	0	0.14	0	0
131	0	0	0.00026	1	0	3	0.14	0.14	0.012
132	0.99	0	0	0.012	0	0	0.14	0	0
133	5.5e-05	1	0	0	0	1	0.34	0	0
134	0	0	1	0	0	2	0.21	0.14	0.11
135	0	1	0	0	0	1	0.34	0	0
136	1	0	0	0	0	0	0.14	0	0
137	1	0.00056	0	0	0	0	0.14	0	0
138	0	0	1	0	0	2	0.21	0.14	0.11
139	0	0	0	0	1	4	0.023	0.016	0.11
140	0	0	0	1	0	3	0.14	0.14	0.012
141	0	0	0	1	0	3	0.14	0.14	0.012
142	0	0	0	0	1	4	0.023	0.016	0.11
143	1	0	0.00088	0	0	0	0.14	0	0
144	0	0	1	0	0	2	0.21	0.14	0.11
145	0	0	0	0	1	4	0.023	0.016	0.11
146	0	0	0	0	1	4	0.023	0.016	0.11
147	0.99	5.9e-06	0.01	0	0	0	0.14	0	0
148	0.98	8.1e-05	0.018	3.7e-06	0	0	0.14	0	0
149	0.43	0.42	0.15	0.0039	0	0	0.14	0	0
150	1	0	0.001	0	0	0	0.14	0	0
151	0	0	0	1	0	3	0.14	0.14	0.012
152	0	0	0	1	0.0004	3	0.14	0.14	0.012
153	0	0	1	0	0	2	0.21	0.14	0.11
154	0.014	0.99	0	0	0	1	0.34	0	0
155	0.99	0.0099	0	0.00024	0	0	0.14	0	0
156	0	0	0	0	1	4	0.023	0.016	0.11
157	0	0	1	0	0	2	0.21	0.14	0.11
158	1	1.3e-06	0	0	0	0	0.14	0	0
159	0	0	0	1	0	3	0.14	0.14	0.012
160	0	0	1	0	0	2	0.21	0.14	0.11
161	0	0	0	1	0	3	0.14	0.14	0.012
162	1	0	0	0	0	0	0.14	0	0
163	0	0	0	1	0.0001	3	0.14	0.14	0.012
164	0	0	0	1	3.5e-06	3	0.14	0.14	0.012
165	0	0	0	1	0	3	0.14	0.14	0.012
166	1	0	0	0	0	0	0.14	0	0
167	0	0	0	0	1	4	0.023	0.016	0.11
168	0	0	1	0	0	2	0.21	0.14	0.11
169	0	0	0.7	0.3	0	2	0.21	0.14	0.11
170	0	0	1	0	0.0003	2	0.21	0.14	0.11
171	0	0	0	1	0	3	0.14	0.14	0.012
172	0	0	1	0.0001	0	2	0.21	0.14	0.11
173	0	0	1	0	0	2	0.21	0.14	0.11
174	0.98	7.2e-06	0.017	0	0	0	0.14	0	0
175	1	0	4.3e-05	0	0	0	0.14	0	0
176	0	0	0	1	0	3	0.14	0.14	0.012
177	0	0	0	0	1	4	0.023	0.016	0.11
178	0.99	0	0.0059	0	0	0	0.14	0	0
179	0.99	7.6e-06	0.0075	3.3e-06	0	0	0.14	0	0
180	0	0	0.073	0.93	0	3	0.14	0.14	0.012
181	0	0	1	0	0	2	0.21	0.14	0.11
182	1	0	1.2e-05	0	0	0	0.14	0	0
183	0.84	0.033	0.13	0.00059	0	0	0.14	0	0
184	0	0	0	0	1	4	0.023	0.016	0.11
185	1	0	0.0019	0	0	0	0.14	0	0
186	0.94	0	0.056	0	0	0	0.14	0	0
187	0.97	0.00023	0.026	2.2e-05	0	0	0.14	0	0
188	0.72	0.13	0.14	0.006	0	0	0.14	0	0
189	0	0	9e-05	0	1	4	0.023	0.016	0.11
190	0.99	0	0.012	0	0	0	0.14	0	0
191	0	0	0.22	0.78	0.00016	3	0.14	0.14	0.012
192	0.99	0	0.0082	0	0	0	0.14	0	0
193	0.95	0.0044	0.043	0.0012	0	0	0.14	0	0
194	0	0	1	0	0	2	0.21	0.14	0.11
195	0	0	5.3e-05	0	1	4	0.023	0.016	0.11
196	0	0	0.82	0	0.18	2	0.21	0.14	0.11
197	1	0	0.00043	0	0	0	0.14	0	0
198	0.97	0.00054	0.032	1.8e-05	0	0	0.14	0	0
199	0.95	0.0017	0.051	7e-06	0	0	0.14	0	0
200	1	0	0.0036	0	0	0	0.14	0	0
201	0	0	0	0	1	4	0.023	0.016	0.11
202	0	0	0	1	0	3	0.14	0.14	0.012
203	0.98	0	0.021	0	0	0	0.14	0	0
204	0	0	4.7e-05	1	0	3	0.14	0.14	0.012
205	0	0	0	0	1	4	0.023	0.016	0.11
206	1	0.00062	0.00023	0.001	0	0	0.14	0	0
207	1	0	0	0	0	0	0.14	0	0
208	1	0.0004	0	0	0	0	0.14	0	0
209	1	3.5e-05	0	0	0	0	0.14	0	0
210	1	0	0	0	0	0	0.14	0	0
211	1	0.003	8.2e-05	7.7e-05	0	0	0.14	0	0
212	0.72	0.28	0.00022	0.0026	0	0	0.14	0	0
213	0	0	1	0	0	2	0.21	0.14	0.11
214	0.98	0.011	0.0029	0.0051	0	0	0.14	0	0
215	1	0	0	0	0	0	0.14	0	0
216	0	0	0	0	1	4	0.023	0.016	0.11
217	1	0	0	0	0	0	0.14	0	0
218	0	0	0	0	1	4	0.023	0.016	0.11
219	1	6.6e-05	0	0	0	0	0.14	0	0
220	0	0	0	0	1	4	0.023	0.016	0.11
221	0	0	0	1	0	3	0.14	0.14	0.012
222	0	0	1	0	0	2	0.21	0.14	0.11
223	1	0.00012	3.1e-06	1.7e-05	0	0	0.14	0	0
224	0	0	0	0	1	4	0.023	0.016	0.11
225	1	0.00049	0	1.6e-05	0	0	0.14	0	0
226	0	0	0	1	0	3	0.14	0.14	0.012
227	1	0.00027	0	1.9e-06	0	0	0.14	0	0
228	0	0	0	0	1	4	0.023	0.016	0.11
229	0.97	0.00031	0	0.034	0	0	0.14	0	0
230	0	0	1	0	0	2	0.21	0.14	0.11
231	0	0	1	0	0	2	0.21	0.14	0.11
232	0	0	0	1	0	3	0.14	0.14	0.012
233	0.93	0.00074	1.8e-05	0.074	0	0	0.14	0	0
234	0	0	0	1	0	3	0.14	0.14	0.012
235	1	0	0	0	0	0	0.14	0	0
236	0	0	0	1	0	3	0.14	0.14	0.012
237	0.99	0	0	0.0077	0	0	0.14	0	0
238	0	0	0	0	1	4	0.023	0.016	0.11
239	0.98	7e-06	0	0.024	0	0	0.14	0	0
240	0	0	0	0	1	4	0.023	0.016	0.11
241	0.95	0.0055	0	0.042	0	0	0.14	0	0
242	0.94	2.6e-05	0	0.064	0	0	0.14	0	0
243	0	0	0	0	1	4	0.023	0.016	0.11
244	0.99	0	0	0.0055	0	0	0.14	0	0
245	0	0	0	0	1	4	0.023	0.016	0.11
246	1	0.00022	0	0	0	0	0.14	0	0
247	1	4.6e-05	0	0	0	0	0.14	0	0
248	1	0.0001	0	8.4e-05	0	0	0.14	0	0
249	0	0	0	0	1	4	0.023	0.016	0.11
250	0	0	0	0	1	4	0.023	0.016	0.11
251	0	0	0.055	0.94	0	3	0.14	0.14	0.012
252	1	2e-05	0	0	0	0	0.14	0	0
253	0	0	0.95	0.051	0	2	0.21	0.14	0.11
254	0	0	0	0	1	4	0.023	0.016	0.11
255	1	0	0	0	0	0	0.14	0	0
256	0	0	1	0	0	2	0.21	0.14	0.11
257	1	1.7e-05	0	0	0	0	0.14	0	0
258	1	0	0	0	0	0	0.14	0	0
259	0	0	0	0	1	4	0.023	0.016	0.11
260	0.22	0.77	0.0016	0.00049	0	1	0.34	0	0
261	1	0	0	0	0	0	0.14	0	0
262	1	0	0	0	0	0	0.14	0	0
263	1	0.0002	0	0	0	0	0.14	0	0
264	0	0	0	1	0	3	0.14	0.14	0.012
265	1	0	0	0	0	0	0.14	0	0
266	0	0	1	0	0	2	0.21	0.14	0.11
267	0	1	0	0	0	1	0.34	0	0
268	0	0	1	0	0	2	0.21	0.14	0.11
269	0	0	0.003	0	1	4	0.023	0.016	0.11
270	1	5.6e-06	0	0	0	0	0.14	0	0
271	1	0	0	0	0	0	0.14	0	0
272	1	0	0	0	0	0	0.14	0	0
273	1	1.3e-06	0	0	0	0	0.14	0	0
274	1	0.00048	0	0	0	0	0.14	0	0
275	0	0	0	0	1	4	0.023	0.016	0.11
276	1	1.1e-05	0	3.3e-06	0	0	0.14	0	0
277	1	3e-05	0	0	0	0	0.14	0	0
278	0	0	0	0	1	4	0.023	0.016	0.11
279	0.98	0.019	4.2e-05	0.0012	0	0	0.14	0	0
280	0.00059	1	0	0	0	1	0.34	0	0
281	1	0.00042	0	1.1e-05	0	0	0.14	0	0
282	0.64	0.36	0	0	0	0	0.14	0	0
283	1	0	0	0	0	0	0.14	0	0
284	0	0	1	0	0	2	0.21	0.14	0.11
285	0	0	0.00018	5.7e-06	1	4	0.023	0.016	0.11
286	0	0	1	1.8e-06	0	2	0.21	0.14	0.11
287	1	0.00069	0	8.1e-06	0	0	0.14	0	0
288	0.011	0.99	0	0	0	1	0.34	0	0
289	1	0	0	0	0	0	0.14	0	0
290	1	0	0	0	0	0	0.14	0	0
291	0	0	2.7e-06	1	0	3	0.14	0.14	0.012
292	1	0	0	0	0	0	0.14	0	0
293	0.28	0.72	2.6e-05	0.00013	0	1	0.34	0	0
294	0	0	0.99	0.0074	0	2	0.21	0.14	0.11
295	0	0	1	0	0	2	0.21	0.14	0.11
296	0	0	1	0	0	2	0.21	0.14	0.11
297	0	0	0	1	0	3	0.14	0.14	0.012
298	1	4.9e-05	0	4.2e-05	0	0	0.14	0	0
299	1	0	0	0	0	0	0.14	0	0
300	0	0	0	0	1	4	0.023	0.016	0.11
301	0	0	0	0	1	4	0.023	0.016	0.11
302	1	0	0	0	0	0	0.14	0	0
303	0.01	0.99	0	0	0	1	0.34	0	0
304	1	0	0	0	0	0	0.14	0	0
305	0	0	0.00031	1	0	3	0.14	0.14	0.012
306	0	0	0	0	1	4	0.023	0.016	0.11
307	1	0	0	0	0	0	0.14	0	0
308	0	0	0.96	0	0.04	2	0.21	0.14	0.11
309	0	0	0	0.82	0.18	3	0.14	0.14	0.012
310	0	0	0	1	0	3	0.14	0.14	0.012
311	0.99	0.013	4.8e-06	0.00037	0	0	0.14	0	0
312	1	0	0	0	0	0	0.14	0	0
313	1	0	0	0	0	0	0.14	0	0
314	0	0	0.0026	1.2e-06	1	4	0.023	0.016	0.11
315	0	0	0	1	0	3	0.14	0.14	0.012
316	1	0	0	0	0	0	0.14	0	0
317	0.84	0.16	0	4.5e-05	0	0	0.14	0	0
318	0	0	0	0	1	4	0.023	0.016	0.11
319	0	0	0.0013	1	0	3	0.14	0.14	0.012
320	1	5.3e-06	0	2.5e-05	0	0	0.14	0	0
321	0.15	0.85	0	0	0	1	0.34	0	0
322	0	0	0	0	1	4	0.023	0.016	0.11
323	0	1	0	0	0	1	0.34	0	0
324	0.98	0.019	0	0	0	0	0.14	0	0
325	0.97	0.027	0	0.00039	0	0	0.14	0	0
326	0	0	0.00034	1	0	3	0.14	0.14	0.012
327	0	0	1	0.0035	0	2	0.21	0.14	0.11
328	0.96	0.037	0	1.9e-05	0	0	0.14	0	0
329	0.97	0.029	0	8.4e-05	0	0	0.14	0	0
330	0	0	0	1	0	3	0.14	0.14	0.012
331	0.99	0.0094	0	0	0	0	0.14	0	0
332	0.97	0.027	0	0	0	0	0.14	0	0
333	0	0	0	0	1	4	0.023	0.016	0.11
334	0.97	0.03	0	0	0	0	0.14	0	0
335	0	0	0	1	0	3	0.14	0.14	0.012
336	0	0	0.97	0.027	5.6e-05	2	0.21	0.14	0.11
337	0	0	0.71	0.29	0.00017	2	0.21	0.14	0.11
338	0	0	0.011	0	0.99	4	0.023	0.016	0.11
339	0.97	0.03	0	3.7e-05	0	0	0.14	0	0
340	0	0	0	1	0	3	0.14	0.14	0.012
341	0	0	0.99	0	0.01	2	0.21	0.14	0.11
342	0	0	0	0	1	4	0.023	0.016	0.11
343	0	0	1	0	0	2	0.21	0.14	0.11
344	0	0	1	0	0	2	0.21	0.14	0.11
345	0.17	0.83	4.4e-06	0	0	1	0.34	0	0
346	0	0	0	1	0	3	0.14	0.14	0.012
347	0	0	0	1	0	3	0.14	0.14	0.012
348	1	0.00021	0	5.9e-05	0	0	0.14	0	0
349	0	0	0	0	1	4	0.023	0.016	0.11
350	0	0	0	0	1	4	0.023	0.016	0.11
351	1	0	0	0	0	0	0.14	0	0
352	1	0	0	0	0	0	0.14	0	0
353	1	0.0014	0	2.7e-06	0	0	0.14	0	0
354	0	0	0.00047	1	0	3	0.14	0.14	0.012
355	0	0	8.7e-06	0	1	4	0.023	0.016	0.11
356	0	0	1	0	0	2	0.21	0.14	0.11
357	0	0	0.99	0.0053	0	2	0.21	0.14	0.11
358	0	0	1	1.4e-06	0	2	0.21	0.14	0.11
359	1	0.0036	0	3.3e-06	0	0	0.14	0	0
360	0	0	0	1	0	3	0.14	0.14	0.012
361	1	1.7e-06	0	0	0	0	0.14	0	0
362	0.99	0.0071	0	0	0	0	0.14	0	0
363	1	0	0	0	0	0	0.14	0	0
364	0	0	0.0019	0	1	4	0.023	0.016	0.11
365	0.96	0.038	0.00046	0.0066	6.3e-06	0	0.14	0	0
366	0.98	0.019	0	0	0	0	0.14	0	0
367	0	0	1	0.00088	0.00019	2	0.21	0.14	0.11
368	0	0	0	0	1	4	0.023	0.016	0.11
369	0	0	0	0	1	4	0.023	0.016	0.11
370	0	0	0	1	0	3	0.14	0.14	0.012
371	1	0	0	0	0	0	0.14	0	0
372	0	0	0	0	1	4	0.023	0.016	0.11
373	1	0	0	0	0	0	0.14	0	0
374	0	0	0	0	1	4	0.023	0.016	0.11
375	1	0.00022	1.1e-05	6.4e-05	0	0	0.14	0	0
376	0	0	1.7e-05	1	0	3	0.14	0.14	0.012
377	1	0	0	0	0	0	0.14	0	0
378	1	0.0029	0	0	0	0	0.14	0	0
379	0	1	0.0027	0	0	1	0.34	0	0
380	0	0	1	0	0	2	0.21	0.14	0.11
381	1	0.00017	0	0	0	0	0.14	0	0
382	1	0	0	0	0	0	0.14	0	0
383	0	0	0	1	0	3	0.14	0.14	0.012
384	1	0	0	0	0	0	0.14	0	0
385	0	0	1	0	0	2	0.21	0.14	0.11
386	1	0	0	0	0	0	0.14	0	0
387	0	0	0	0	1	4	0.023	0.016	0.11
388	1	0	0	0	0	0	0.14	0	0
389	0.07	0.93	0	0	0	1	0.34	0	0
390	0	0	1	0	0	2	0.21	0.14	0.11
391	0.99	0	0.0066	7.6e-06	0	0	0.14	0	0
392	0	0	0	0	1	4	0.023	0.016	0.11
393	0	0	0	1	0	3	0.14	0.14	0.012
394	0	0	3.9e-05	0	1	4	0.023	0.016	0.11
395	0	0	2.7e-06	0	1	4	0.023	0.016	0.11
396	0	0	0	1	0	3	0.14	0.14	0.012
397	0.99	0	0.0075	0	0	0	0.14	0	0
398	1	0	0.00078	0	0	0	0.14	0	0
399	0	0	0.59	0	0.41	2	0.21	0.14	0.11
400	1	0	0	0	0	0	0.14	0	0
401	1	0	0	0	0	0	0.14	0	0
402	1	0	0	0	0	0	0.14	0	0
403	1	0	0	0	0	0	0.14	0	0
404	0	0	0.96	0.039	0.00017	2	0.21	0.14	0.11
405	1	0	0	0	0	0	0.14	0	0
406	1	0	0	0	0	0	0.14	0	0
407	1	0.00036	0	0	0	0	0.14	0	0
408	1	0.0012	1.1e-06	0	0	0	0.14	0	0
409	0	0	1.1e-06	1	0	3	0.14	0.14	0.012
410	0	0	0	0	1	4	0.023	0.016	0.11
411	0	0	0	0	1	4	0.023	0.016	0.11
412	1	0	0	0	0	0	0.14	0	0
413	1	0	0	0	0	0	0.14	0	0
414	0	0	0	0	1	4	0.023	0.016	0.11
415	0.63	0.37	0.00025	0.0029	0	0	0.14	0	0
416	0	0	0	1	0	3	0.14	0.14	0.012
417	0	0	0	1	2.8e-06	3	0.14	0.14	0.012
418	0	0	0	0	1	4	0.023	0.016	0.11
419	1	0	0	0	0	0	0.14	0	0
420	1	1.1e-05	0	0	0	0	0.14	0	0
421	1	0	0	0	0	0	0.14	0	0
422	0	0	0	1	0	3	0.14	0.14	0.012
423	0	0	0	0	1	4	0.023	0.016	0.11
424	1	0	0	0	0	0	0.14	0	0
425	0	0	0	0	1	4	0.023	0.016	0.11
426	0	0	0	1	0	3	0.14	0.14	0.012
427	0	0	0	0	1	4	0.023	0.016	0.11
428	0	0	1	0	0	2	0.21	0.14	0.11
429	0.86	0.13	0.00034	0.0026	0	0	0.14	0	0
430	0	0	0	1	0	3	0.14	0.14	0.012
431	0.97	0.028	7.5e-05	0.0019	0	0	0.14	0	0
432	0	0	1	0	6e-06	2	0.21	0.14	0.11
433	0	0	0	1	0	3	0.14	0.14	0.012
434	0	0	0	0	1	4	0.023	0.016	0.11
435	0	0	6.6e-05	1	0	3	0.14	0.14	0.012
436	0	0	0.88	0	0.12	2	0.21	0.14	0.11
437	0	0	0.88	0.12	0	2	0.21	0.14	0.11
438	1	0.0005	0	1.2e-05	0	0	0.14	0	0
439	0	0	3.4e-05	0	1	4	0.023	0.016	0.11
440	0	0	0	0	1	4	0.023	0.016	0.11
441	0	0	1	0	0	2	0.21	0.14	0.11
442	0	0	0.011	0	0.99	4	0.023	0.016	0.11
443	1	0.0039	4.4e-05	0.00097	0	0	0.14	0	0
444	0.99	0.0071	0	0.00054	0	0	0.14	0	0
445	0	0	0	1	0	3	0.14	0.14	0.012
446	1	7.1e-05	0	0	0	0	0.14	0	0
447	0	0	0.97	0	0.035	2	0.21	0.14	0.11
448	1	0	0.0017	0	0	0	0.14	0	0
449	0	0	1	0	0	2	0.21	0.14	0.11
450	0.45	0.55	0	0	0	1	0.34	0	0
451	1	1.3e-05	0	0	0	0	0.14	0	0
452	0.97	0	0.033	0	0	0	0.14	0	0
453	0	0	0	1	0	3	0.14	0.14	0.012
454	1	0.0038	0	0.00071	0	0	0.14	0	0
455	0.84	0.16	4.1e-05	0.00059	0	0	0.14	0	0
456	1	0.00034	0	0	0	0	0.14	0	0
457	0.84	0.15	0.0014	0.0031	0	0	0.14	0	0
458	0	0	0	1	3.7e-06	3	0.14	0.14	0.012
459	0	0	0.0016	0	1	4	0.023	0.016	0.11
460	0	0	0	0	1	4	0.023	0.016	0.11
461	0	0	6.6e-06	0	1	4	0.023	0.016	0.11
462	0	0	0	1	0	3	0.14	0.14	0.012
463	0	0	1	0	0	2	0.21	0.14	0.11
464	0.98	0.025	0	0	0	0	0.14	0	0
465	0.99	0.0091	0	3.5e-05	0	0	0.14	0	0
466	0	0	0.78	0.22	1.1e-06	2	0.21	0.14	0.11
467	1	0.0029	0	0	0	0	0.14	0	0
468	0	0	1	0.0032	1.1e-05	2	0.21	0.14	0.11
469	0	0	0.38	0.62	0	3	0.14	0.14	0.012
470	0	0	0	0	1	4	0.023	0.016	0.11
471	0	0	0	1	0	3	0.14	0.14	0.012
472	1	0	0	0	0	0	0.14	0	0
473	0	0	0	1	0	3	0.14	0.14	0.012
474	1	0	0	0	0	0	0.14	0	0
475	0.99	0.011	0	0	0	0	0.14	0	0
476	1	0	0.00047	0	0	0	0.14	0	0
477	0	0	1	0.00043	0	2	0.21	0.14	0.11
478	0	0	0	0	1	4	0.023	0.016	0.11
479	0	0	0	0	1	4	0.023	0.016	0.11
480	0	0	0	1	0	3	0.14	0.14	0.012
481	0	0	0	1	0	3	0.14	0.14	0.012
482	0	0	1	0	0	2	0.21	0.14	0.11
483	0	0	0	1	0	3	0.14	0.14	0.012
484	1	0	0.0027	0	0	0	0.14	0	0
485	0.92	0.0018	3.7e-05	0.076	0	0	0.14	0	0
486	0	0	4.7e-05	0	1	4	0.023	0.016	0.11
487	0	0	0	0	1	4	0.023	0.016	0.11
488	1	0	0	0.0039	0	0	0.14	0	0
489	1	0.00046	2.6e-06	0.0002	0	0	0.14	0	0
490	1	0	0	0	0	0	0.14	0	0
491	1	1.1e-05	0	0	0	0	0.14	0	0
492	0.86	0.00091	0.14	0	0	0	0.14	0	0
493	0	0	1	0	0.001	2	0.21	0.14	0.11
494	0	0	0.76	0.24	0	2	0.21	0.14	0.11
495	1	0.00087	0	0	0	0	0.14	0	0
496	0	0	1	0	0	2	0.21	0.14	0.11
497	1	0.00041	1.3e-06	3.6e-05	0	0	0.14	0	0
498	0	0	0.0003	0	1	4	0.023	0.016	0.11
499	0	0	0.00015	0	1	4	0.023	0.016	0.11
500	1	0	0	0	0	0	0.14	0	0
501	0	0	1	0	0	2	0.21	0.14	0.11
502	0	0	0	0	1	4	0.023	0.016	0.11
503	1	0	0	0	0	0	0.14	0	0
504	0	0	0	1	0	3	0.14	0.14	0.012
505	0	0	0	0	1	4	0.023	0.016	0.11
506	0	0	0	0	1	4	0.023	0.016	0.11
507	0	0	0	1	0	3	0.14	0.14	0.012
508	1	7.5e-05	0	6.1e-06	0	0	0.14	0	0
509	1	0	0	0	0	0	0.14	0	0
