SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
115	0.98	0	0	0	0	0.011	0	0	0	0.0072	0	0	0.00087	0	0	0	0.14	0	0
116	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
117	0	0	0	0.0013	0	0	0	0	0	1	0	5.9e-06	0	0	0	9	0.21	0.14	0
118	0	0	0	0	0	2.6e-05	0	0.86	0	0	0	0	0.14	0	0	7	0.4	0	0
119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
120	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
121	1	0	0	0	0	0.0038	0	0	0	0	0	0	0.00012	0	0	0	0.14	0	0
122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
124	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
126	0.95	0	0	0	0	0.033	0	1.3e-05	0	3e-05	0	0	0.014	0	0	0	0.14	0	0
127	0.68	0	0	0.00018	0	0.12	0	0.002	0	0.13	0	1.9e-05	0.068	0	0.00041	0	0.14	0	0
128	0	0	0	0	0	0	1.9e-05	0	0	0	1	0	0	0	0	10	0.023	0	0.11
129	0	0	0	0	0	0	1.8e-05	0	0	0	1	0	0	0	0	10	0.023	0	0.11
130	0.79	0	0.00021	0.078	0	0.065	0	1.8e-05	0	1.4e-05	0	0	0.069	0	4.3e-06	0	0.14	0	0
131	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
132	0.99	0	0	0	0	0.0027	0	0	0	0.0026	0	0	7e-05	0	0	0	0.14	0	0
133	7.9e-05	0	0	0	0	0.014	0	0.039	0	0.03	0	0	0.92	0	0	12	0.27	0	0
134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
135	0	0	0	0	0	0.00082	0	0.0011	0	0.01	0	0	0.99	0	0	12	0.27	0	0
136	1	0	5.6e-05	0	0	0.00071	0	0	0	0	0	0	6.2e-06	0	0	0	0.14	0	0
137	0.75	0	0	0	0	0.16	0	0	0	0	0	0	0.095	0	0	0	0.14	0	0
138	0	0	0	0.8	0	0	0	0	0	0	0	0	0	1.6e-06	0.2	3	0.21	0.016	0.11
139	0	0	0	0	0	0	0.0018	0	0	0	1	0	0	1.4e-06	0	10	0.023	0	0.11
140	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.088	0.22	0
141	0	0.5	0	0	0	0	0	0	0.5	0	0	4.5e-05	0	0	0	1	0	0.14	0
142	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
143	1	0	0	0	0	0.00052	0	0	0	0.00051	0	0	9.6e-06	0	0.00055	0	0.14	0	0
144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
145	0	0	0	5.1e-06	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
146	0	0	0	0	0	0	1.3e-06	0	0	0	1	0	0	0	0	10	0.023	0	0.11
147	0.99	0	0	0	0	0.0034	0	0	0	0	0	0	0.00029	0	0.0063	0	0.14	0	0
148	0.98	0	0	0	0	0.0091	0	0	0	0	0	0	0.0013	0	0.011	0	0.14	0	0
149	0.35	0	4e-05	0.0063	0	0.28	0	0.059	0	0.033	0	7.1e-06	0.19	0	0.076	0	0.14	0	0
150	1	0	0	0	0	0.00029	0	0	0	0	0	0	3.8e-06	0	0.00064	0	0.14	0	0
151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
152	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
154	0.0031	0	0	0	0	0.068	0	0.00077	0	0	0	0	0.93	0	0	12	0.27	0	0
155	0.87	0	0	7.8e-06	0	0.095	0	0.00021	0	0.00053	0	0	0.029	0	0	0	0.14	0	0
156	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
157	0	0.21	0	0.0016	0	0	0	0	0.21	0	0	0	0	0	0.57	14	0.21	0.14	0.11
158	1	0	0	0	0	0.0037	0	0	0	0	0	0	0.00031	0	0	0	0.14	0	0
159	0	0.5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0.14	0
160	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.00031	13	0.088	0.096	0.2
161	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
162	1	0	0	0	0	0.0017	0	0	0	0	0	0	2.8e-05	0	0	0	0.14	0	0
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.029	13	0.088	0.096	0.2
164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
165	0	0	0	0	0	0	0	0	0	1	0	0.0023	0	0	0	9	0.21	0.14	0
166	1	0	0	0	0	0.0027	0	0	0	0	0	0	0.00036	0	0	0	0.14	0	0
167	0	0	0	0	0	0	0.0011	0	0	0	1	0	0	5.1e-06	0	10	0.023	0	0.11
168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
170	0	0	0	0.001	0	0	0	0	0	0	0	0	0	1	0.00011	13	0.088	0.096	0.2
171	0	0	0	2.4e-06	0	0	0	0	0	1	0	0.0025	0	0	0	9	0.21	0.14	0
172	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0.21	0.016	0.11
173	0	0.35	0	0	0	0	0	0	0.35	0	0	0	0	0	0.31	1	0	0.14	0
174	0.98	0	0	0	0	0.0057	0	0	0	0	0	0	0.00048	0	0.011	0	0.14	0	0
175	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7e-05	0	0.14	0	0
176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
177	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
178	0.99	0	0	0	0	0.0017	0	0	0	0	0	0	5.5e-05	0	0.0037	0	0.14	0	0
179	0.99	0	0	0	0	0.0055	0	0	0	0	0	0	0.00025	0	0.0047	0	0.14	0	0
180	0	0	0	0.018	0	0	0	0	0	0.97	0	0.00019	0	0	0.0072	9	0.21	0.14	0
181	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
182	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3e-06	0	0.14	0	0
183	0.74	0	0	0.00021	0	0.12	0	0.0011	0	0.0019	0	0	0.061	0	0.073	0	0.14	0	0
184	0	0	0	0	0	0	0.0021	0	0	0	1	0	0	1.3e-06	0	10	0.023	0	0.11
185	1	0	0	0	0	0.00074	0	0	0	0	0	0	1.4e-05	0	0.0012	0	0.14	0	0
186	0.96	0	0	0	0	0.0062	0	0	0	0	0	0	0.00058	0	0.036	0	0.14	0	0
187	0.96	0	0	0	0	0.02	0	0	0	1.9e-05	0	0	0.0027	0	0.016	0	0.14	0	0
188	0.62	0	5.8e-06	0.001	0	0.16	0	0.011	0	0.023	0	2.1e-05	0.11	0	0.076	0	0.14	0	0
189	0	0	0	4.7e-05	0	0	0.89	0	0	0	0.061	0	0	0.044	0	6	0.088	0	0.2
190	0.99	0	0	0	0	0.0013	0	0	0	0	0	0	0.00012	0	0.0078	0	0.14	0	0
191	0	0	0.00023	0.042	0	0.95	2.9e-05	0	0	0	0	0	0	3.3e-06	0.0028	5	0.21	0	0.012
192	0.99	0	0	0	0	0.0019	0	0	0	0	0	0	0.00011	0	0.0052	0	0.14	0	0
193	0.92	0	0	0.00013	0	0.046	0	0.00015	0	0.0012	0	7.2e-06	0.012	0	0.026	0	0.14	0	0
194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
195	0	0	0	0.37	0.0097	0	0	0	0	0	0.62	0	0	0	9.4e-06	10	0.023	0	0.11
196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.0054	13	0.088	0.096	0.2
197	1	0	0	0	0	9.6e-06	0	0	0	0	0	0	0	0	0.00027	0	0.14	0	0
198	0.95	0	0	0	0	0.021	0	5.4e-06	0	2.2e-05	0	0	0.0043	0	0.02	0	0.14	0	0
199	0.92	0	0	0	0	0.034	0	2.2e-05	0	1.3e-05	0	0	0.0097	0	0.031	0	0.14	0	0
200	1	0	0	0	0	0.0006	0	0	0	0	0	0	1.6e-05	0	0.0022	0	0.14	0	0
201	0	0	0	0	0	0	0.99	0	0	0	0.0036	0	0	0.0072	0	6	0.088	0	0.2
202	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
203	0.98	0	0	0	0	0.0028	0	0	0	0	0	0	0.00026	0	0.013	0	0.14	0	0
204	0	0	0	0.0007	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
205	0	0	0	0	0	0	1.6e-05	0	0	0	1	0	0	0	0	10	0.023	0	0.11
206	0.97	0	0	0.006	0	0.024	0	1.1e-05	0	0.00051	0	8.7e-06	0.0033	0	0.00014	0	0.14	0	0
207	1	0	0	0	0	0.00038	0	0	0	0	0	0	2.7e-06	0	0	0	0.14	0	0
208	0.93	0	0	0	0	0.056	0	0	0	0	0	0	0.011	0	0	0	0.14	0	0
209	0.98	0	0	0	0	0.015	0	0	0	0	0	0	0.0012	0	0	0	0.14	0	0
210	1	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0.14	0	0
211	0.92	0	0	0.014	0	0.048	0	3.8e-05	0	0.00018	0	0	0.015	0	4.8e-05	0	0.14	0	0
212	0.53	0	9.3e-06	0.0016	0	0.27	0	0.023	0	0.0081	0	2.9e-06	0.17	0	0.0001	0	0.14	0	0
213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
214	0.89	0	0	0.018	0	0.064	0	0.0005	0	0.0061	0	4.7e-05	0.021	0	0.0017	0	0.14	0	0
215	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0
216	0	0	0	0	0	0	7.4e-05	0	0	0	1	0	0	0	0	10	0.023	0	0.11
217	1	0	0	0	0	0.0033	0	0	0	0	0	0	8.4e-05	0	0	0	0.14	0	0
218	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
219	0.97	0	0	0	0	0.022	0	0	0	0	0	0	0.0031	0	0	0	0.14	0	0
220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
223	0.99	0	0	0.0023	0	0.0095	0	0	0	7.2e-06	0	0	0.0011	0	1.9e-06	0	0.14	0	0
224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
225	0.94	0	0	0	0	0.049	0	2.4e-06	0	2.2e-05	0	0	0.0058	0	0	0	0.14	0	0
226	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
227	0.96	0	0	0	0	0.032	0	1.1e-06	0	2.8e-06	0	0	0.004	0	0	0	0.14	0	0
228	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
229	0.88	0	0	0	0	0.027	0	0	0	0.086	0	0	0.0049	0	0	0	0.14	0	0
230	0	0	0	0.00048	0	0	0	0	0	0	0	0	0	2.2e-05	1	14	0.21	0.14	0.11
231	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00052	3	0.21	0.016	0.11
232	0	0	0	4e-06	0	0	0	0	0	1	0	0.0001	0	0	0	9	0.21	0.14	0
233	0.92	0	0	4.5e-06	0	0.032	0	1.2e-05	0	0.044	0	0.00023	0.0041	0	1.1e-05	0	0.14	0	0
234	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
235	1	0	0	0	0	3.8e-05	0	0	0	0	0	0	0	0	0	0	0.14	0	0
236	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0.088	0.22	0
237	1	0	0	0	0	0.00026	0	0	0	0.0037	0	0	0	0	0	0	0.14	0	0
238	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	1	0	13	0.088	0.096	0.2
239	0.93	0	0	0	0	0.013	0	0	0	0.057	0	0	0.00081	0	0	0	0.14	0	0
240	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0.79	4e-05	13	0.088	0.096	0.2
241	0.62	0	0	0	0	0.099	0	1.9e-05	0	0.25	0	0	0.033	0	0	0	0.14	0	0
242	0.97	0	0	0	0	0.011	0	0	0	0.018	0	2e-05	0.00055	0	0	0	0.14	0	0
243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
244	1	0	0	0	0	0.0002	0	0	0	0.0039	0	0	2e-06	0	0	0	0.14	0	0
245	0	0	0	0	0.00039	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
246	0.94	0	0	0	0	0.044	0	0	0	0	0	0	0.016	0	0	0	0.14	0	0
247	0.99	0	0	0	0	0.0099	0	0	0	0	0	0	0.0012	0	0	0	0.14	0	0
248	0.99	0	0	0	0	0.012	0	1.1e-06	0	4.7e-05	0	0	0.00094	0	0	0	0.14	0	0
249	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
250	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0.023	0	0.11
251	0	0	0	0.0044	0	0	0	0	0	1	0	0	0	0	0	9	0.21	0.14	0
252	0.98	0	0	0	0	0.016	0	0	0	0	0	0	0.0016	0	0	0	0.14	0	0
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
254	0	0	0	6.8e-06	0	0	0.0023	0	0	0	1	0	0	0	0	10	0.023	0	0.11
255	1	0	0	0	0	0.0011	0	0	0	0	0	0	3e-05	0	0	0	0.14	0	0
256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
257	0.98	0	0	0	0	0.018	0	0	0	0	0	0	0.0014	0	0	0	0.14	0	0
258	1	0	0	0	0	1.3e-05	0	0	0	0	0	0	0	0	0	0	0.14	0	0
259	0	0	0	1.4e-05	0	0	0.0013	0	0	0	1	0	0	0	0	10	0.023	0	0.11
260	0.12	0	3.4e-05	0.0087	0	0.57	0	0.077	0	0.017	0	0	0.2	0	0.00055	5	0.21	0	0.012
261	1	0	0	0	0	0.0028	0	0	0	0	0	0	0.00024	0	0	0	0.14	0	0
262	1	0	0	0	0	0.0034	0	0	0	0	0	0	0.00012	0	0	0	0.14	0	0
263	0.97	0	0	0	0	0.028	0	0	0	3e-06	0	0	0.004	0	0	0	0.14	0	0
264	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.21	0	0.012
265	1	0	0	0	0	0.003	0	0	0	0	0	0	0.00013	0	0	0	0.14	0	0
266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.21	0.14	0.11
267	0	0	0	0	0	0.39	0	0.39	0	5.1e-06	0	0	0.22	0	0	7	0.4	0	0
