SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
35	0.0024	0.041	0.96	0	0	0	0	2	0.36	0.3
36	0	0	0	0	1	0	0	4	0.2	0.033
37	0	0	0	0	0.0002	0	1	6	0.32	0
38	0	0	0	1	0	0	0	3	0	0.1
39	0.0016	0.0039	0.99	0	0	0	0	2	0.36	0.3
40	0	0	0	1	0	0	0	3	0	0.1
41	0	0	0	1	0	0	0	3	0	0.1
42	0.00096	0.41	0.57	0	0.016	0	0	2	0.36	0.3
43	0.002	0.032	0.97	0	0	0	0	2	0.36	0.3
44	0.002	0.0076	0.99	0	0	0	0	2	0.36	0.3
45	0	0	0	0	0.0016	1.3e-05	1	6	0.32	0
46	0.0019	0.00054	1	0	0	0	0	2	0.36	0.3
47	0	1	0	0	0	0	0	1	0.24	0.23
48	0	1	0	0	0	0	0	1	0.24	0.23
49	0.0007	0.67	0.33	0	0	0	0	1	0.24	0.23
50	0.00085	0.00078	1	0	0	0	0	2	0.36	0.3
51	0.004	0.00031	1	0	0	0	0	2	0.36	0.3
52	0.0018	0.01	0.99	0	0	0	0	2	0.36	0.3
53	0.0014	0.35	0.65	0	0	0	0	2	0.36	0.3
54	0	0	0	0	0.12	0.56	0.32	5	0.12	0
55	0.0018	0.14	0.86	0	0	0	0	2	0.36	0.3
56	0.0016	0.0014	1	0	0	0	0	2	0.36	0.3
57	0.00026	0.81	0.19	0	0	0	0	1	0.24	0.23
58	0.0022	0.0055	0.99	0	0	0	0	2	0.36	0.3
59	0.0033	0	1	0	0	0	0	2	0.36	0.3
60	0	0	0	0	1	0	0	4	0.2	0.033
61	0.0021	0.057	0.94	0	0	0	0	2	0.36	0.3
62	0	0	0	0	0.0015	1	2.3e-05	5	0.12	0
63	0.0017	0.11	0.89	0	0	0	0	2	0.36	0.3
64	0.0015	0.0052	0.99	0	0	0	0	2	0.36	0.3
65	0.0015	0.0022	1	0	0	0	0	2	0.36	0.3
66	0.0019	0.00058	1	0	0	0	0	2	0.36	0.3
67	0	5.8e-06	0	0	0.12	0.55	0.33	5	0.12	0
68	0	0	0	0	1	0	0	4	0.2	0.033
69	0.0063	0	0.99	0	0	0	0	2	0.36	0.3
70	0.0022	0.05	0.95	0	0	0	0	2	0.36	0.3
71	0.0019	0.0054	0.99	0	0	0	0	2	0.36	0.3
72	0	0	0	0	0.14	0.7	0.15	5	0.12	0
73	0.0024	0.00011	1	0	0	0	0	2	0.36	0.3
74	0.0024	0.024	0.97	0	0	0	0	2	0.36	0.3
75	0.0023	0.00018	1	0	0	0	0	2	0.36	0.3
76	0.0013	0.22	0.78	0	0	0	0	2	0.36	0.3
77	0.0016	0.0029	1	0	0	0	0	2	0.36	0.3
78	0.00089	0.56	0.44	0	0	0	0	1	0.24	0.23
79	0.0013	2e-06	1	0	0	0	0	2	0.36	0.3
80	0	0	0	0	1e-06	0	1	6	0.32	0
81	0	0	0	1	0	0	0	3	0	0.1
82	0.003	0.016	0.98	0	0	0	0	2	0.36	0.3
83	0	1.5e-05	0	1	0	0	0	3	0	0.1
84	0.0031	0	1	0	0	0	0	2	0.36	0.3
85	0	0	0	1	0	0	0	3	0	0.1
86	0	0	0	0	1	0	0	4	0.2	0.033
87	0.00066	0.072	0.93	0	0	0	0	2	0.36	0.3
88	0	0	0	0	0.11	0.46	0.43	5	0.12	0
89	0.0023	0.00011	1	0	0	0	0	2	0.36	0.3
90	0	0	0	0	0.033	0.89	0.072	5	0.12	0
91	0.002	0.014	0.98	0	0	0	0	2	0.36	0.3
92	0.0012	0.28	0.72	0	0	0	0	2	0.36	0.3
93	0.0022	0.0023	1	0	0	0	0	2	0.36	0.3
94	0.0026	0.0095	0.99	0	0	0	0	2	0.36	0.3
95	0.0019	0	1	0	0	0	0	2	0.36	0.3
96	0.0015	0.038	0.96	0	1.7e-05	0	0	2	0.36	0.3
97	0.00058	0.81	0.19	0	0	0	0	1	0.24	0.23
98	0.0022	2.3e-05	1	0	0	0	0	2	0.36	0.3
99	0.0041	0.04	0.96	0	0	0	0	2	0.36	0.3
100	0.0023	0.013	0.98	0	0	0	0	2	0.36	0.3
101	0	0	0	1	0	0	0	3	0	0.1
102	0.0026	0.001	1	0	0	0	0	2	0.36	0.3
103	0	0	0	1	0	0	0	3	0	0.1
104	0.0026	0.00082	1	0	0	0	0	2	0.36	0.3
105	0.0035	0.00041	1	0	0	0	0	2	0.36	0.3
106	0.00068	0.00016	1	0	0	0	0	2	0.36	0.3
107	0	0	0	0	0.00079	5.8e-06	1	6	0.32	0
108	0.0026	3e-05	1	0	0	0	0	2	0.36	0.3
109	0.0025	0.004	0.99	0	0	0	0	2	0.36	0.3
110	0.00087	0.22	0.78	0	0	0	0	2	0.36	0.3
111	0.0028	8.8e-05	1	0	0	0	0	2	0.36	0.3
112	0.0027	0.023	0.97	0	0	0	0	2	0.36	0.3
113	0	0	0	0	8.8e-06	1	0	5	0.12	0
114	0.0016	0.026	0.97	0	0	0	0	2	0.36	0.3
115	0	0	0	0	6.4e-06	0	1	6	0.32	0
116	3.3e-05	0.98	0.019	0	0	0	0	1	0.24	0.23
117	1.8e-05	0.99	0.0097	0	0	0	0	1	0.24	0.23
118	0	0	0	0	0.0058	0.99	0.0014	5	0.12	0
119	0	0	0	0	0	1	0	5	0.12	0
120	0	0	0	0	0	1	0	5	0.12	0
121	0.0026	0	1	0	0	0	0	2	0.36	0.3
122	0.0024	0.00014	1	0	0	0	0	2	0.36	0.3
123	0.0034	7.8e-06	1	0	0	0	0	2	0.36	0.3
124	0.0012	0.45	0.55	0	0	0	0	2	0.36	0.3
125	0.0015	0.0026	1	0	0	0	0	2	0.36	0.3
126	0.0021	0.0026	1	0	0	0	0	2	0.36	0.3
127	0.0003	0.73	0.23	0	0.035	0	0	1	0.24	0.23
128	0	0	0	1	0	0	0	3	0	0.1
129	0.0029	0	1	0	0	0	0	2	0.36	0.3
130	0.0012	0.41	0.59	0	0	0	0	2	0.36	0.3
131	0	0	0	0	0.0016	1	2.6e-05	5	0.12	0
132	0.0033	0.00045	1	0	0	0	0	2	0.36	0.3
133	0	0	0	0	0	1	0	5	0.12	0
134	0.0033	0.0026	0.99	0	0	0	0	2	0.36	0.3
135	0	0	0	1	0	0	0	3	0	0.1
136	0.0021	0	1	0	0	0	0	2	0.36	0.3
137	0	0	0	0	0.00065	9.2e-06	1	6	0.32	0
138	0.0015	0.14	0.86	0	0	0	0	2	0.36	0.3
139	0.0011	0.52	0.48	0	0	0	0	1	0.24	0.23
140	0.0023	4.1e-06	1	0	0	0	0	2	0.36	0.3
141	0.0018	8.5e-05	1	0	0	0	0	2	0.36	0.3
142	0.0017	0.00037	1	0	0	0	0	2	0.36	0.3
143	0	0	0	0	0.034	0.77	0.19	5	0.12	0
144	0.002	2.2e-05	1	0	0	0	0	2	0.36	0.3
145	0.0028	0.00047	1	0	0	0	0	2	0.36	0.3
146	0.0032	0	1	0	0	0	0	2	0.36	0.3
147	0	0	0	0	0.066	0.16	0.78	6	0.32	0
148	0	0	0	1	0	0	0	3	0	0.1
149	0.0025	1.2e-06	1	0	0	0	0	2	0.36	0.3
150	0.0026	0.0017	1	0	0	0	0	2	0.36	0.3
151	0.0014	0.25	0.75	0	0	0	0	2	0.36	0.3
152	0.0018	0.15	0.85	0	0	0	0	2	0.36	0.3
153	0.0024	0.022	0.98	0	0	0	0	2	0.36	0.3
154	0.0026	0.0012	1	0	0	0	0	2	0.36	0.3
155	0	0	0	0	5e-05	1	0	5	0.12	0
156	0.0019	3.5e-06	1	0	0	0	0	2	0.36	0.3
157	0.00076	0.62	0.38	0	0	0	0	1	0.24	0.23
158	0.0013	0	1	0	0	0	0	2	0.36	0.3
159	0.0017	0.011	0.99	0	0	0	0	2	0.36	0.3
160	0.0022	0.00018	1	0	0	0	0	2	0.36	0.3
