SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
58	0	0.47	0	0.00012	0.00055	0	0	0.47	0	0.034	0	0.011	0	0	0.0086	1	0.56	0.7
59	0	0.37	0	0.0039	5.5e-05	0	0	0.37	0	0.00022	0	0.073	0	0	0.18	1	0.56	0.7
60	0	0.12	0	0.001	1.4e-05	0	0	0.12	0	1.5e-06	0	0.0045	0	0	0.76	14	0.56	0.77
61	0	0.47	0	0.00077	0.00047	0	0	0.47	0	0.0031	0	0.032	0	0	0.023	1	0.56	0.7
62	0	0.25	0	0.0045	5.2e-06	0	0	0.25	0	2.3e-06	0	0.028	0	0	0.46	14	0.56	0.77
63	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0.24	0.3
64	0	0.34	0	1.6e-05	7.1e-05	0	0	0.34	0	1.6e-06	0	8.6e-05	0	0	0.32	1	0.56	0.7
65	0	0	0	0	0	0	0.34	0	0	0	0.026	0	0	5.2e-05	0.63	14	0.56	0.77
66	0	0.37	0	0.00072	0	0	0	0.37	0	0	0	0.0053	0	0	0.25	1	0.56	0.7
67	0	0	0	0	0	0	0	0	0	0	0	0.28	0.72	0	0	12	0.049	0
68	0	0.34	0	7.6e-05	0.2	0	0	0.34	0	0.052	0	0.0023	0	0	0.062	1	0.56	0.7
69	0	0	1	0	0	0	0	0	0.00012	0	0	0	0	0	0	2	0.11	0.11
70	0	0.38	0	0.0015	0.0021	0	0	0.38	0	0.0021	0	0.028	0	0	0.21	1	0.56	0.7
71	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0.049	0
72	0	0.35	0	6.8e-05	0	0	0	0.35	0	0	0	0.001	0	0	0.3	1	0.56	0.7
73	0	0.053	0	0.00038	0	0	0	0.053	0	0	0	0.0014	0	0	0.89	14	0.56	0.77
74	0	0	0	0	0	0	0.0079	0	0.0005	0	0.34	0	0	0.63	0.015	13	0	0.13
