SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
94	0.036	0.77	0.2	0	0	0	0	0	1	0.19	0.25
95	0.16	0.84	0	0	0	0	0	0	1	0.19	0.25
96	0.0096	0.0076	0	0	0	0	0.98	0	6	0	0.14
97	0.061	0.69	1.2e-05	0	0	0	0.25	0	1	0.19	0.25
98	0	0.82	0	2.1e-05	0	0	0	0.18	1	0.19	0.25
99	0.14	0.85	0.00022	0	0	0	0	0	1	0.19	0.25
100	0	1	0.002	0	0	0	0	0.00052	1	0.19	0.25
101	0.28	0.56	0.16	0	0	0	0	0	1	0.19	0.25
102	0	0	0	0	1	0	0	0	4	0.15	0.028
103	0.0028	9.7e-05	0	0	0	0	1	0	6	0	0.14
104	0.16	0.5	0.34	0	0.0069	0	0	0	1	0.19	0.25
105	0	0.95	0	0	0	0	0	0.052	1	0.19	0.25
106	0.35	0.62	0.037	0	0	0	0	0	1	0.19	0.25
107	0.012	0.071	0.92	0	0	0	0	0	2	0.11	0.25
108	0	0	0	0	1	0	0	0	4	0.15	0.028
109	0	0.98	0	0	0	0	0	0.021	1	0.19	0.25
110	0	0	0	0	0	0	1	0	6	0	0.14
111	0.0099	0.12	0.87	0	0	0	0	0	2	0.11	0.25
112	0	0	0	0	0	0	1	0	6	0	0.14
113	0.068	0.85	0.078	0	7.1e-05	0	0	0.00013	1	0.19	0.25
114	0.00093	5e-05	0	0	0	0	1	0	6	0	0.14
115	1.6e-06	0.98	0	0.0056	0	0	0	0.01	1	0.19	0.25
116	0	0.3	0	0	0	0	0	0.7	7	0.4	0.47
117	0	0	0	0	0.042	0.96	0	0	5	0.11	0
118	0	0.95	0	0	0	0	0	0.051	1	0.19	0.25
119	0	0.044	0	0	0	0	0	0.96	7	0.4	0.47
120	0.15	0.83	0.024	0	0	0	0	0	1	0.19	0.25
121	0	0	0	0	0.08	0.92	0	0	5	0.11	0
122	0	0	0	0	0	0	1	0	6	0	0.14
123	0	0	0	0	3.1e-05	1	0	0	5	0.11	0
124	0.016	0.23	0.76	0	0	0	0	0	2	0.11	0.25
125	0.0071	0.12	0.87	0	0	0	0	0	2	0.11	0.25
126	0	0	0	1	0	0	0	0	3	0.81	0.25
127	0.071	0.89	0.038	0	0	0	0	0	1	0.19	0.25
128	0.19	0.77	0.044	0	0	0	0	0	1	0.19	0.25
129	0	0.94	0	0	0	0	0	0.057	1	0.19	0.25
130	0.043	0.65	0.31	0	0	0	0	0	1	0.19	0.25
131	0	0.91	0	0.00033	0	0	0	0.085	1	0.19	0.25
132	0	0	0	0	0	0	1	0	6	0	0.14
133	0.0032	0.99	0.0047	0	0	0	0	0	1	0.19	0.25
134	0.025	0.96	0.0061	0	0	0	0	0.0051	1	0.19	0.25
135	0.074	0.38	0.54	0	0	0	0	0	2	0.11	0.25
136	0	0	0	0	1	0	0	0	4	0.15	0.028
137	0	0.95	0	0	0	0	0	0.045	1	0.19	0.25
138	0.16	0.81	0.029	0	0.00014	0	0	0	1	0.19	0.25
139	0.038	0.71	0.25	0	0	0	0	2e-06	1	0.19	0.25
140	5.9e-06	0	0	0	0.27	0.73	0	0	5	0.11	0
141	0.044	0.3	0.00022	0	0	0	0.65	0	6	0	0.14
142	0.033	0.85	0.005	0	0	0	0.11	0	1	0.19	0.25
143	0.047	0.31	0.00033	0	0	0	0.64	0	6	0	0.14
144	0.06	0.92	0.016	0	0	0	0	0	1	0.19	0.25
145	0.0063	0.13	0.86	0	0	0	0	0	2	0.11	0.25
146	0.016	0.98	0.0022	0	0	0	0	0	1	0.19	0.25
147	0	0	0	0	0	0	1	0	6	0	0.14
148	0.09	0.9	0.013	0	0	0	0	0	1	0.19	0.25
149	0	0	0	0	0	0	1	0	6	0	0.14
150	0	0	0	0	1	0	0	0	4	0.15	0.028
151	0.02	0.93	0.048	0	0	0	0	0	1	0.19	0.25
152	0	0	0	0	0	0	1	0	6	0	0.14
153	0	0.95	0	0	0	0	0	0.052	1	0.19	0.25
154	0.0014	0.96	0.00016	0	0	0	0	0.041	1	0.19	0.25
155	3e-06	2e-05	0.001	0	0	0	1	0	6	0	0.14
156	0	0	0	0	0.16	0.84	0	0	5	0.11	0
157	0.014	0.97	0.003	0	0	0	0	0.015	1	0.19	0.25
158	0.0042	0.98	0	0	0	0	0	0.016	1	0.19	0.25
159	0.01	0.99	0.00016	0	0	0	0	0	1	0.19	0.25
160	0.0033	1	0.00022	0	0	0	0	0.00068	1	0.19	0.25
