SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
66	0.31	0	0	0.29	0.0087	0	0	0	0	0.0033	0.35	0	0.00055	6.5e-05	0.042	0	10	0.37	0.26
67	0	0	0.65	0	0.079	0.00032	0	0	3e-06	0	0	0	0.28	0	0	0	2	0.041	0.087
68	0.00068	0	0	0.086	8.5e-06	0	0	0	0	0.011	0.89	0	0	0.0019	0.01	0	10	0.37	0.26
69	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
70	0	0	0.64	0	0.21	2.2e-05	0	0	0	0	0	0	0.15	0	8.4e-06	0	2	0.041	0.087
71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.14
72	0.00029	0	0	0.26	0	0	0	0	0	9e-06	0.74	0	0	0	0	0	10	0.37	0.26
73	0	0	0	2e-06	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
74	0.00025	0	0	0.65	2.5e-05	0	0	0	0	0.048	0.16	0	0	2.3e-06	0.14	0	3	0.25	0.26
75	0	0	0	0	0	0	0	0	0	0	1	0	0	4.8e-05	0	0	10	0.37	0.26
76	0.0018	0	0	0.37	0.00024	0	0	0	0	0.055	0.47	0	0	9.5e-05	0.11	0	10	0.37	0.26
77	0	0	0	0	0	0	0	0	0	0	1	0	0	7.8e-05	0	3.1e-06	10	0.37	0.26
78	0	0	0	0	0	0	5.8e-05	0	0	0	1	0	0	0	0	0	10	0.37	0.26
79	9.7e-05	0	0	0.19	0	0	0	0	0	0.0015	0.81	0	0	1e-05	0.00024	0	10	0.37	0.26
80	3.1e-05	0	0	0.023	0	0	0	0	0	0.00011	0.98	0	0	7.5e-05	4.1e-06	0	10	0.37	0.26
81	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
82	0	0	0.0032	0	0.0056	0.69	0	0	0.00053	0	0	0.007	0.3	0	0	0	5	0.082	0.029
83	0	0	0	0	0	0	0.011	0	0	0	0.86	0	0	0.00066	0	0.13	10	0.37	0.26
84	5e-05	0	0	0.76	2.2e-06	0	0	0	0	0.062	0.075	0	0	0	0.11	0	3	0.25	0.26
85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.14
86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1.5e-05	10	0.37	0.26
87	0	0	0.99	0	0	0.00086	0	0	0.0097	0	0	0	7.1e-06	0	0	0	2	0.041	0.087
88	0	0	0	0.0035	0	0	0	0	0	5.8e-05	1	0	0	9.7e-05	0	0	10	0.37	0.26
89	0.004	0	0	0.01	0	0	0	0	0	0.00012	0.98	0	0	0.0038	3.1e-05	0	10	0.37	0.26
90	4.5e-06	0	0.00088	0.0023	0.77	0	0	0	0	0.00056	5.5e-06	0	0.008	0	0.22	0	4	0.12	0.14
91	0.67	0	0	0.00014	0	0	0	0	0	0	0.32	0	0	0.00048	0	0	0	0.33	0.14
92	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0.015	0	0	10	0.37	0.26
93	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0.31	0	0	10	0.37	0.26
94	0	0	0	1.6e-05	0	0	0	0	0	0	1	0	0	0.00073	0	0	10	0.37	0.26
95	0.0027	0	0	0.46	0.00016	0	0	0	0	0.023	0.43	0	0	4.7e-05	0.09	0	3	0.25	0.26
96	0	0	2.4e-05	0	0.31	0	0	0	0	0	0	0	0.69	0	0	0	12	0.12	0.087
97	0.0031	0	0	0	0	0	0	0	0	0	0.92	0	0	0.074	0	0	10	0.37	0.26
98	0	0	0	0	0	0	0	0	0	0	0.0018	0	0	1	0	0	13	0.49	0.25
99	0.00094	0	0	0.24	0	0	0	0	0	0.0063	0.75	0	0	6.2e-05	0.0043	0	10	0.37	0.26
100	2.1e-05	0	0	6.5e-05	0	0	0	0	0	0	1	0	0	0.0029	0	0	10	0.37	0.26
101	1.1e-06	0	0	0.41	0	0	0	0	0	0.0043	0.59	0	0	0	0.00023	0	10	0.37	0.26
102	0	0	1e-05	0	0.99	0	0	0	0	0	0	0	0.0067	0	1.3e-05	0	4	0.12	0.14
103	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
104	0	0	0	0	0	0	0.0043	0	0	0	1	0	0	0	0	2.2e-05	10	0.37	0.26
105	0	0	0	0.27	6.4e-06	0	0	0	0	0.015	3.4e-06	0	0	0	0.71	0	14	0.16	0.26
106	0	0	0	0	0	0	0.0019	0	0	0	1	0	0	0	0	0	10	0.37	0.26
107	0	0	0	0.98	0	0	0	0	0	6.8e-05	0.022	0	0	0	0	0	3	0.25	0.26
108	0	0	0	0	0.98	0	0	0	0	0	0	0	0.017	0	0.00048	0	4	0.12	0.14
109	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4.6e-06	10	0.37	0.26
110	0	1	0	0	0	0	0	0	0	0	0	0.00089	0	0	0	0	1	0.21	0
111	0.0027	0	0	0.16	1.9e-05	0	0	0	0	0.0092	0.82	0	0	0.00057	0.014	0	10	0.37	0.26
112	0	0	0	1.4e-05	0	0	0	0	0	0	0.97	0	0	0.027	0	0	10	0.37	0.26
113	0.044	0	0	0.17	0.0015	0	0	0	0	0.0066	0.75	0	6.7e-05	0.00093	0.029	0	10	0.37	0.26
114	0	0	0	0	0	1	0	0	0.004	0	0	0	0	0	0	0	5	0.082	0.029
115	1	0	0	2.4e-06	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0.33	0.14
116	0.00013	0	0.0088	0.0011	0.66	0.00036	0	0	0	0.00012	2.3e-05	8.4e-06	0.3	0	0.026	0	4	0.12	0.14
117	0	0	0	0	1.3e-06	0.0016	0	0	0	0	0	0	1	0	0	0	12	0.12	0.087
118	0	0	0	0.68	0	0	0	0	0	0.15	0.16	0	0	0	0.0097	0	3	0.25	0.26
119	0	0	0	0.00091	0	0	0	0	0	0	1	0	0	3.1e-05	0	0	10	0.37	0.26
120	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.087
121	0	0	0	0	0.024	1.3e-06	0	0	0	0	0	0	0.98	0	0	0	12	0.12	0.087
122	0	0	0	0.025	0	0	0	0	0	0.0011	0.97	0	0	3.9e-05	4.8e-06	0	10	0.37	0.26
123	1	0	0	0	0	0	0	0	0	0	6.4e-05	0	0	0	0	0	0	0.33	0.14
124	0	0	0.00027	0	0	0.99	0	0	0.014	0	0	0	2.7e-05	0	0	0	5	0.082	0.029
125	1.1e-06	0	0	0.0095	0	0	0	0	0	1.9e-05	0.99	0	0	7.9e-05	0	0	10	0.37	0.26
126	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
127	0	0	1.5e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.087
128	0.7	0	0	0.031	0.00059	0	0	0	0	0.00022	0.27	5.9e-05	0.00039	0.0049	0.0012	0	0	0.33	0.14
129	0.00013	0	0	0	0	0	0	0	0	0	0.97	0	0	0.026	0	0	10	0.37	0.26
130	0	0	1	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	2	0.041	0.087
131	0	0	0.16	0	0.28	0.00094	0	0	4.9e-06	0	0	0	0.56	0	1.7e-05	0	12	0.12	0.087
132	0	0	0	0	0	0	0.017	0	0	0	0.95	0	0	0.024	0	0.013	10	0.37	0.26
133	0.83	0	0	0.0023	1.1e-06	0	0	0	0	2.2e-06	0.17	6.2e-06	1.1e-06	0.00069	5.3e-06	0	0	0.33	0.14
134	0	0	0	0	0.8	0	0	0	0	0	0	0	0.2	0	3.4e-05	0	4	0.12	0.14
135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
136	7.9e-06	0	0	0	0.0026	9.5e-05	0	0	0	0	0	0.13	0.87	0	0	0	12	0.12	0.087
137	0	0	1.5e-05	0	0.75	0	0	0	0	0	0	0	0.25	0	0	0	4	0.12	0.14
138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.14
139	0	0	0	0	0	0	6.1e-05	0	0	0	0.25	0	0	0	0	0.75	15	0.79	0.58
140	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.001	10	0.37	0.26
141	0.0022	0	0	0.74	0.0002	0	0	0	0	0.021	0.086	0	0	0	0.15	0	3	0.25	0.26
142	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6.6e-06	10	0.37	0.26
143	0	0	0	0.002	0	0	0	0	0	8.2e-05	1	0	0	0.00029	0	0	10	0.37	0.26
144	0.00041	0	0	0.06	0	0	0	0	0	2.5e-05	0.94	0	0	7.9e-06	3.1e-06	0	10	0.37	0.26
145	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0.52	15	0.79	0.58
146	0	0	0.071	0	0.91	0	0	0	0	0	0	0	0.016	0	4.8e-05	0	4	0.12	0.14
147	0	0	0	0	1	0	0	0	0	0	0	0	4.4e-05	0	0	0	4	0.12	0.14
148	0.0022	0	0	0.051	0	0	0	0	0	0.0016	0.94	0	0	0.0014	0.0011	0	10	0.37	0.26
149	0	0	0	0	0	0	0.077	0	0	0	0.92	0	0	0	0	0.002	10	0.37	0.26
150	0	0	0	0	0	0	2.1e-05	0	0	0	0.6	0	0	0	0	0.4	10	0.37	0.26
151	0.013	0	3e-05	0.00035	0.059	0.042	0	0	1.7e-06	3.7e-06	0.00021	0.32	0.56	0	0.00046	0	12	0.12	0.087
152	0.17	0	0	0.31	0.18	0	0	0	0	0.0066	0.11	0	0.021	1.2e-05	0.2	0	3	0.25	0.26
153	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
154	6.4e-06	0	0	0.0072	0	0	0	0	0	2e-05	0.99	0	0	0.00012	0	0	10	0.37	0.26
155	0	0	0	1.9e-06	0.98	0	0	0	0	0	0	0	0.021	0	0.0014	0	4	0.12	0.14
156	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0.14	0	0	10	0.37	0.26
157	0	0	0	0	0	0	1.4e-05	0	0	0	0.83	0	0	0.17	0	0	10	0.37	0.26
158	0	0	0	0	1	0	0	0	0	0	0	0	0.0016	0	0.00018	0	4	0.12	0.14
159	0	1	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	1	0.21	0
160	0	0	0	0.0015	0	0	0	0	0	0	1	0	0	0	0	0	10	0.37	0.26
161	0.019	0	0	0.17	0.00018	0	0	0	0	0.011	0.77	0	3.8e-06	0.0077	0.019	0	10	0.37	0.26
162	0.00016	0	0	0.18	0	0	0	0	0	0.01	0.8	0	0	0.00034	0.0051	0	10	0.37	0.26
163	0.013	0	0	0.0099	0	0	0	0	0	2.3e-06	0.98	0	0	0.00027	0	0	10	0.37	0.26
164	0	0	0.35	0	1.2e-05	0.61	0	0	0.01	0	0	0	0.027	0	0	0	5	0.082	0.029
165	0	0	0	0.0061	0	0	0	0	0	0.15	0	0	0	0	0.85	0	14	0.16	0.26
166	0	0	0.00015	1.3e-05	0.92	0	0	0	0	0	0	0	0.078	0	0.0036	0	4	0.12	0.14
167	0.0023	0	0	6.8e-06	0	0	0	0	0	0	0.47	0	0	0.53	0	0	13	0.49	0.25
168	0	0	0.23	0	0.52	1.7e-05	0	0	0	0	0	0	0.25	0	5.3e-05	0	4	0.12	0.14
169	0.00016	0	0	0.00059	0	0	0	0	0	0	0.99	0	0	0.0068	0	0	10	0.37	0.26
170	0	0	0	0	0	0	0.00031	0	0	0	0.084	0	0	0.92	0	0	13	0.49	0.25
171	0	0	0	0.015	0.0045	0	0	0	0	0.0086	7e-06	0	0	0	0.97	0	14	0.16	0.26
172	0	0	0.00011	0	0.57	0	0	0	0	0	0	0	0.43	0	0	0	4	0.12	0.14
173	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.86	15	0.79	0.58
174	0	0	0	0	0	0	0.48	0	0	0	0.46	0	0	0.06	0	2.8e-05	6	0.54	0.63
175	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.00025	10	0.37	0.26
176	4.5e-06	0	0.035	0.00019	0.78	3.6e-05	0	0	0	1.5e-05	0	0	0.17	0	0.017	0	4	0.12	0.14
177	0	0	3.2e-05	0	2.2e-06	0.048	0	0	0	0	0	0	0.95	0	0	0	12	0.12	0.087
178	0.15	0	2e-05	0.082	0.021	0.00023	9.7e-06	0	0	0.0025	0.68	0.0017	0.018	0.012	0.03	0	10	0.37	0.26
179	0	0	0.26	0	0	0.7	0	0	0.0018	0	0	0	0.041	0	0	0	5	0.082	0.029
180	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.21	0.029
181	0	0	0.28	0	0.24	0.00064	0	0	2.6e-06	0	0	0	0.48	0	0	0	12	0.12	0.087
182	0	0	3.7e-06	0	0.00086	0	0	0	0	0	0	0	1	0	0	0	12	0.12	0.087
183	0	0	5.3e-05	0	0.0045	0.079	0	0	0	0	0	0.00048	0.92	0	0	0	12	0.12	0.087
184	0	0	0	2.4e-05	0	0	0	0	0	0	0.93	0	0	0.072	0	0	10	0.37	0.26
185	0	0	0	0.12	0	0	0	0	0	0.029	0	0	0	0	0.85	0	14	0.16	0.26
186	0.0024	0	0	0.5	1.1e-05	0	0	0	0	0.0088	0.46	0	0	5.1e-05	0.033	0	3	0.25	0.26
187	0	0	1.5e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.087
188	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0.066	10	0.37	0.26
189	0	0	0	0.11	0	0	0	0	0	0.05	0	0	0	0	0.84	0	14	0.16	0.26
190	0.00049	0	0	0.015	0	0	0	0	0	0.00013	0.98	0	0	0.0019	1.8e-05	0	10	0.37	0.26
191	8.7e-05	0	0	0.27	0	0	0	0	0	1.7e-05	0.73	0	0	0	0	0	10	0.37	0.26
192	0	0	0	0	0	0	3e-06	0	0	0	0.99	0	0	1.4e-06	0	0.005	10	0.37	0.26
193	0	0	0.00061	0	0.31	3.2e-05	0	0	0	0	0	0	0.69	0	2.2e-06	0	12	0.12	0.087
194	0.0071	0	0	0.00026	0	0	0	0	0	0	0.86	0	0	0.13	0	0	10	0.37	0.26
195	0	0	0	0	0.013	4.1e-05	0	0	0	0	0	0	0.99	0	0	0	12	0.12	0.087
196	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0.0072	0	0	10	0.37	0.26
197	0.00013	0	0	0.72	0	0	0	0	0	0.0017	0.27	0	0	0	0.00041	0	3	0.25	0.26
198	0	0	0.00045	0	0.14	0.00031	0	0	0	0	0	3e-06	0.86	0	0	0	12	0.12	0.087
199	1	0	0	0	1.2e-05	0	0	0	0	0	0	2.5e-06	9.1e-05	0	0	0	0	0.33	0.14
200	0	0	0.001	0	0.00013	0.96	0	0	0.0014	0	0	0.0038	0.034	0	0	0	5	0.082	0.029
201	0	0.42	6.2e-06	0	0	0.58	0	0	0.00062	0	0	0.0019	0.00029	0	0	0	5	0.082	0.029
202	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0.016	10	0.37	0.26
203	0	0	0	0.0015	0	0	0	0	0	4.2e-06	1	0	0	0.0009	0	0	10	0.37	0.26
204	0	1	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	1	0.21	0
205	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0.14
206	1	0	0	9.6e-05	0.00097	0	0	0	0	0	0	2.5e-05	0.003	0	2.1e-06	0	0	0.33	0.14
207	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0.21	10	0.37	0.26
208	0	0	0	1	0	0	0	0	0	7.7e-05	4.2e-05	0	0	0	2.4e-06	0	3	0.25	0.26
209	3.4e-06	0	0	0.083	0	0	0	0	0	0.0056	0.91	0	0	0.00022	0.00035	0	10	0.37	0.26
210	0.035	0	0	0.002	0	0	0	0	0	2.3e-06	0.88	0	0	0.085	0	0	10	0.37	0.26
211	0	0	0	3.7e-05	0	0	0	0	0	0.00035	0	0	0	0	1	0	14	0.16	0.26
212	8.2e-06	0	0	0	0	0	0	0	0	0	0.45	0	0	0.55	0	0	13	0.49	0.25
213	0	0	0	0.36	0	0	0	0	0	0.015	0	0	0	0	0.63	0	14	0.16	0.26
214	0	0	0.001	0	0.14	0.00016	0	0	0	0	0	0	0.86	0	0	0	12	0.12	0.087
215	0	1	0	0	0	0	0	0	0	0	0	0.0033	0	0	0	0	1	0.21	0
216	0	0	0	0	0	0	1.3e-06	0	0	0	0.079	0	0	0.92	0	0	13	0.49	0.25
217	0	0.001	4.3e-05	0	0	0.98	0	0	0.015	0	0	2.6e-06	1.2e-05	0	0	0	5	0.082	0.029
218	0	0.46	0	0.33	0	1e-05	0	0	0	0.00021	0.07	0.0048	3.2e-06	0	0.13	0	1	0.21	0
219	0.094	0	0	0.0015	1.1e-06	0	2.2e-06	0	0	1.2e-05	0.47	2.4e-06	0	0.44	1.1e-05	4.7e-06	10	0.37	0.26
220	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0.24	0	0	10	0.37	0.26
221	0	0	0.012	0	0.16	0.0039	0	0	2.9e-06	0	0	1.1e-05	0.82	0	6.7e-06	0	12	0.12	0.087
222	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0.84	0	0	13	0.49	0.25
223	0	0	0	0	0	1	0	0	0.00017	0	0	0	0	0	0	0	5	0.082	0.029
224	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0.68	0	0	13	0.49	0.25
225	5.9e-06	0	0	0.13	0	0	0	0	0	3.4e-06	0.87	0	0	0	0	0	10	0.37	0.26
226	0	0	0.00051	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.087
227	1.5e-05	0	0	0	0	0	0	0	0	0	0.36	0	0	0.64	0	0	13	0.49	0.25
228	1.3e-06	0	0	0.95	0	0	0	0	0	0.036	0.0074	0	0	0	0.0083	0	3	0.25	0.26
229	0	0	0	0	1	0	0	0	0	0	0	0	0.00011	0	0	0	4	0.12	0.14
230	0	0	1.2e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0.087
231	0.97	0	0	0	0	0	0	0	0	0	0.027	0	0	5.6e-05	0	0	0	0.33	0.14
232	0.00088	0	0	0.016	0	0	0	0	0	3.4e-05	0.98	0	0	0.00061	0	0	10	0.37	0.26
233	0	0	0	0	0	0	0	0	0	0	1	0	0	2.5e-06	0	0	10	0.37	0.26
234	0	1	0	0	0	0	0	0	0	0	0	0.0033	0	0	0	0	1	0.21	0
235	0	0	0	0.061	0	0	0	0	0	0.00078	0.94	0	0	0	0	0	10	0.37	0.26
236	0.00028	0	1.4e-06	1.5e-05	0.18	0.00012	0	0	0	0	0	0.00068	0.81	0	0.00012	0	12	0.12	0.087
237	0.33	0	2.9e-05	0.12	0.14	0.00099	0	0	0	0.0047	0.17	0.011	0.16	0.0018	0.064	0	0	0.33	0.14
238	0	0	0	0	0	0.98	0	0	0.017	0	0	0	0	0	0	0	5	0.082	0.029
239	0	0	0	0	2.5e-05	0.0062	0	0	0	0	0	0.0006	0.99	0	0	0	12	0.12	0.087
240	1	0	0	0	0	0	0	0	0	0	5e-06	1.1e-06	0	0	0	0	0	0.33	0.14
241	0.86	0	0	1.6e-05	0	0	0	0	0	0	0.14	0	0	0.0013	0	0	0	0.33	0.14
242	0	0	0	0.023	0	0	0	0	0	3.3e-06	0.98	0	0	0	0	0	10	0.37	0.26
243	0.0011	0	0	0.28	0.049	0	0	0	0	0.012	0.00049	0	0.00011	0	0.66	0	14	0.16	0.26
244	2.1e-05	0	0.27	0.00039	0.56	0.00022	0	0	7e-06	6.1e-05	2.4e-06	0	0.15	0	0.019	0	4	0.12	0.14
245	0	0	0	0.095	0	0	0	0	0	0.0012	0.9	0	0	1e-05	2.9e-06	0	10	0.37	0.26
246	0	0.41	0	0	0	0.59	0	0	4.9e-05	0	0	0.00023	4.6e-06	0	0	0	5	0.082	0.029
247	0	0.98	0	0	0	2.3e-05	0	0	0	0	0	0.015	1.8e-05	0	0	0	1	0.21	0
248	0	0	0	5.5e-05	0	0	0	0	0	0	1	0	0	4.4e-06	0	0	10	0.37	0.26
249	0	0	0	0	0	5.2e-05	0	0	0	0	0	0	1	0	0	0	12	0.12	0.087
