SNV	cluster0	cluster1	cluster	dcf0	dcf1
224	0	1	1	0.37	0.26
225	0	1	1	0.37	0.26
226	1	0	0	0.082	0.058
227	0	1	1	0.37	0.26
228	0	1	1	0.37	0.26
229	1	0	0	0.082	0.058
230	1	0	0	0.082	0.058
231	0	1	1	0.37	0.26
232	0	1	1	0.37	0.26
233	0	1	1	0.37	0.26
234	1	7.6e-05	0	0.082	0.058
235	0	1	1	0.37	0.26
236	1	0	0	0.082	0.058
237	0.1	0.9	1	0.37	0.26
238	1	0	0	0.082	0.058
239	1	0	0	0.082	0.058
240	0	1	1	0.37	0.26
241	0	1	1	0.37	0.26
242	0	1	1	0.37	0.26
243	1.8e-06	1	1	0.37	0.26
244	1	1.9e-05	0	0.082	0.058
245	0	1	1	0.37	0.26
246	1	0	0	0.082	0.058
247	1	3.7e-06	0	0.082	0.058
248	0	1	1	0.37	0.26
249	1	0	0	0.082	0.058
250	0	1	1	0.37	0.26
251	0	1	1	0.37	0.26
252	0	1	1	0.37	0.26
253	0	1	1	0.37	0.26
254	0.5	0.5	1	0.37	0.26
255	0	1	1	0.37	0.26
256	1	0	0	0.082	0.058
257	0.24	0.76	1	0.37	0.26
258	0	1	1	0.37	0.26
259	1	0	0	0.082	0.058
260	0	1	1	0.37	0.26
261	0	1	1	0.37	0.26
262	0	1	1	0.37	0.26
263	1	0	0	0.082	0.058
264	0	1	1	0.37	0.26
265	4.7e-06	1	1	0.37	0.26
266	0	1	1	0.37	0.26
267	6.5e-05	1	1	0.37	0.26
268	0	1	1	0.37	0.26
269	0	1	1	0.37	0.26
270	1	0	0	0.082	0.058
271	1	0	0	0.082	0.058
272	0	1	1	0.37	0.26
273	0	1	1	0.37	0.26
274	0	1	1	0.37	0.26
275	1	0	0	0.082	0.058
276	1	0	0	0.082	0.058
277	1	0	0	0.082	0.058
278	0	1	1	0.37	0.26
279	0	1	1	0.37	0.26
280	0	1	1	0.37	0.26
281	1	0	0	0.082	0.058
282	1	0	0	0.082	0.058
283	0	1	1	0.37	0.26
284	0	1	1	0.37	0.26
285	1.1e-06	1	1	0.37	0.26
286	0	1	1	0.37	0.26
287	0	1	1	0.37	0.26
288	0.91	0.089	0	0.082	0.058
289	0	1	1	0.37	0.26
290	0	1	1	0.37	0.26
291	0	1	1	0.37	0.26
292	0	1	1	0.37	0.26
293	1	0	0	0.082	0.058
294	1	0	0	0.082	0.058
295	0	1	1	0.37	0.26
296	0	1	1	0.37	0.26
297	0	1	1	0.37	0.26
298	0	1	1	0.37	0.26
299	0	1	1	0.37	0.26
300	1	0	0	0.082	0.058
301	1	0	0	0.082	0.058
302	0	1	1	0.37	0.26
303	0	1	1	0.37	0.26
304	0	1	1	0.37	0.26
305	0	1	1	0.37	0.26
306	0	1	1	0.37	0.26
307	0	1	1	0.37	0.26
308	0	1	1	0.37	0.26
309	1	0.0001	0	0.082	0.058
310	0	1	1	0.37	0.26
311	1	0	0	0.082	0.058
312	0	1	1	0.37	0.26
313	0	1	1	0.37	0.26
314	0	1	1	0.37	0.26
315	0	1	1	0.37	0.26
316	0.32	0.68	1	0.37	0.26
317	1	0	0	0.082	0.058
318	0	1	1	0.37	0.26
319	0	1	1	0.37	0.26
320	0	1	1	0.37	0.26
321	1	0	0	0.082	0.058
322	0	1	1	0.37	0.26
323	1	0	0	0.082	0.058
324	0	1	1	0.37	0.26
325	0	1	1	0.37	0.26
326	0	1	1	0.37	0.26
327	0	1	1	0.37	0.26
328	1	0	0	0.082	0.058
329	1	0	0	0.082	0.058
330	0	1	1	0.37	0.26
331	0.00012	1	1	0.37	0.26
332	0	1	1	0.37	0.26
333	1	0	0	0.082	0.058
334	1	0	0	0.082	0.058
335	1	0	0	0.082	0.058
336	0	1	1	0.37	0.26
337	0.011	0.99	1	0.37	0.26
338	1	0	0	0.082	0.058
339	0	1	1	0.37	0.26
340	0	1	1	0.37	0.26
341	0	1	1	0.37	0.26
342	0	1	1	0.37	0.26
343	0	1	1	0.37	0.26
344	0	1	1	0.37	0.26
345	1	0	0	0.082	0.058
346	0	1	1	0.37	0.26
347	1	0	0	0.082	0.058
348	0	1	1	0.37	0.26
349	1	0	0	0.082	0.058
350	0	1	1	0.37	0.26
351	0	1	1	0.37	0.26
352	0.002	1	1	0.37	0.26
353	0	1	1	0.37	0.26
354	0	1	1	0.37	0.26
355	0	1	1	0.37	0.26
356	0	1	1	0.37	0.26
357	0	1	1	0.37	0.26
358	0	1	1	0.37	0.26
359	0	1	1	0.37	0.26
360	1	0	0	0.082	0.058
361	0	1	1	0.37	0.26
362	0	1	1	0.37	0.26
363	1	0	0	0.082	0.058
364	0	1	1	0.37	0.26
365	1	0	0	0.082	0.058
366	0	1	1	0.37	0.26
367	0	1	1	0.37	0.26
368	0	1	1	0.37	0.26
369	0	1	1	0.37	0.26
370	0	1	1	0.37	0.26
371	0	1	1	0.37	0.26
372	0	1	1	0.37	0.26
373	1	0	0	0.082	0.058
374	0	1	1	0.37	0.26
375	1	0	0	0.082	0.058
376	0	1	1	0.37	0.26
377	0	1	1	0.37	0.26
378	0	1	1	0.37	0.26
379	1	0	0	0.082	0.058
380	0	1	1	0.37	0.26
381	1	0	0	0.082	0.058
382	0	1	1	0.37	0.26
383	1	0	0	0.082	0.058
384	0	1	1	0.37	0.26
385	1	0	0	0.082	0.058
386	0	1	1	0.37	0.26
387	1	0	0	0.082	0.058
388	0	1	1	0.37	0.26
389	1	0	0	0.082	0.058
390	0	1	1	0.37	0.26
391	0	1	1	0.37	0.26
392	0.8	0.2	0	0.082	0.058
393	1	0	0	0.082	0.058
394	0	1	1	0.37	0.26
395	0	1	1	0.37	0.26
396	2.1e-06	1	1	0.37	0.26
397	1	0	0	0.082	0.058
398	1	0	0	0.082	0.058
399	0	1	1	0.37	0.26
400	0	1	1	0.37	0.26
401	1	0	0	0.082	0.058
402	0	1	1	0.37	0.26
403	0	1	1	0.37	0.26
404	0	1	1	0.37	0.26
405	0	1	1	0.37	0.26
406	1	0	0	0.082	0.058
407	1	8.6e-06	0	0.082	0.058
408	1	2.1e-06	0	0.082	0.058
409	0	1	1	0.37	0.26
410	1	0	0	0.082	0.058
411	1	0	0	0.082	0.058
412	0	1	1	0.37	0.26
413	1	0.0012	0	0.082	0.058
414	0	1	1	0.37	0.26
415	0	1	1	0.37	0.26
416	1	0	0	0.082	0.058
417	1	0	0	0.082	0.058
418	0	1	1	0.37	0.26
419	0	1	1	0.37	0.26
420	0.001	1	1	0.37	0.26
421	0	1	1	0.37	0.26
422	1	0	0	0.082	0.058
423	0	1	1	0.37	0.26
424	0	1	1	0.37	0.26
425	1	0	0	0.082	0.058
426	0	1	1	0.37	0.26
427	0	1	1	0.37	0.26
428	1	0.0003	0	0.082	0.058
429	0	1	1	0.37	0.26
430	0	1	1	0.37	0.26
431	1	0	0	0.082	0.058
432	1	0	0	0.082	0.058
433	0	1	1	0.37	0.26
434	0	1	1	0.37	0.26
435	1	0	0	0.082	0.058
436	0	1	1	0.37	0.26
437	1	0	0	0.082	0.058
438	0	1	1	0.37	0.26
439	0	1	1	0.37	0.26
440	0	1	1	0.37	0.26
441	1	0	0	0.082	0.058
442	0	1	1	0.37	0.26
443	1	0	0	0.082	0.058
444	1	0	0	0.082	0.058
445	0	1	1	0.37	0.26
446	0	1	1	0.37	0.26
447	1	0	0	0.082	0.058
448	0	1	1	0.37	0.26
449	0	1	1	0.37	0.26
450	1	0	0	0.082	0.058
451	0	1	1	0.37	0.26
452	0	1	1	0.37	0.26
453	1	0	0	0.082	0.058
454	0	1	1	0.37	0.26
455	1	0	0	0.082	0.058
456	1	0	0	0.082	0.058
457	1	0	0	0.082	0.058
458	1	0	0	0.082	0.058
459	1	0	0	0.082	0.058
460	0	1	1	0.37	0.26
461	0	1	1	0.37	0.26
462	0	1	1	0.37	0.26
463	1	0	0	0.082	0.058
464	0	1	1	0.37	0.26
465	0	1	1	0.37	0.26
466	0	1	1	0.37	0.26
467	0	1	1	0.37	0.26
468	1	0	0	0.082	0.058
469	0	1	1	0.37	0.26
470	0	1	1	0.37	0.26
471	0	1	1	0.37	0.26
472	0	1	1	0.37	0.26
473	0	1	1	0.37	0.26
474	1	0	0	0.082	0.058
475	0	1	1	0.37	0.26
476	0	1	1	0.37	0.26
477	0	1	1	0.37	0.26
478	1	0	0	0.082	0.058
479	0	1	1	0.37	0.26
480	0.76	0.24	0	0.082	0.058
481	0	1	1	0.37	0.26
482	0	1	1	0.37	0.26
483	0	1	1	0.37	0.26
484	0	1	1	0.37	0.26
485	1	0	0	0.082	0.058
486	0	1	1	0.37	0.26
487	1	0	0	0.082	0.058
488	0	1	1	0.37	0.26
489	1	0	0	0.082	0.058
490	0	1	1	0.37	0.26
491	4.1e-06	1	1	0.37	0.26
492	1	0	0	0.082	0.058
493	0	1	1	0.37	0.26
494	1	0	0	0.082	0.058
495	1	0	0	0.082	0.058
496	0	1	1	0.37	0.26
497	0	1	1	0.37	0.26
498	1	0	0	0.082	0.058
499	1	0	0	0.082	0.058
500	0	1	1	0.37	0.26
501	0	1	1	0.37	0.26
502	0	1	1	0.37	0.26
503	0	1	1	0.37	0.26
504	1	0	0	0.082	0.058
505	0.99	0.0059	0	0.082	0.058
506	1	0	0	0.082	0.058
507	0	1	1	0.37	0.26
508	1	0	0	0.082	0.058
509	0	1	1	0.37	0.26
510	1	0	0	0.082	0.058
511	0	1	1	0.37	0.26
512	0	1	1	0.37	0.26
513	0	1	1	0.37	0.26
514	1	0	0	0.082	0.058
515	0	1	1	0.37	0.26
516	0	1	1	0.37	0.26
517	1	0	0	0.082	0.058
518	0	1	1	0.37	0.26
519	0	1	1	0.37	0.26
520	0	1	1	0.37	0.26
521	0	1	1	0.37	0.26
522	1	0	0	0.082	0.058
523	0	1	1	0.37	0.26
524	0	1	1	0.37	0.26
525	0	1	1	0.37	0.26
526	0	1	1	0.37	0.26
527	1	0	0	0.082	0.058
528	0	1	1	0.37	0.26
529	0	1	1	0.37	0.26
530	1	0	0	0.082	0.058
531	0	1	1	0.37	0.26
532	0	1	1	0.37	0.26
533	0	1	1	0.37	0.26
534	0	1	1	0.37	0.26
535	0	1	1	0.37	0.26
536	0	1	1	0.37	0.26
537	0	1	1	0.37	0.26
538	0	1	1	0.37	0.26
539	0	1	1	0.37	0.26
540	1	0	0	0.082	0.058
541	1	0	0	0.082	0.058
542	1	0	0	0.082	0.058
543	0	1	1	0.37	0.26
544	0	1	1	0.37	0.26
545	0	1	1	0.37	0.26
546	1	0	0	0.082	0.058
547	0	1	1	0.37	0.26
548	0	1	1	0.37	0.26
549	0	1	1	0.37	0.26
550	0	1	1	0.37	0.26
551	1	0	0	0.082	0.058
552	0	1	1	0.37	0.26
553	0	1	1	0.37	0.26
554	0	1	1	0.37	0.26
555	1	0	0	0.082	0.058
556	0	1	1	0.37	0.26
557	0.23	0.77	1	0.37	0.26
558	0	1	1	0.37	0.26
559	1	0	0	0.082	0.058
560	0	1	1	0.37	0.26
561	0	1	1	0.37	0.26
562	0	1	1	0.37	0.26
563	1	0	0	0.082	0.058
564	1	0	0	0.082	0.058
565	8.6e-06	1	1	0.37	0.26
566	1	0	0	0.082	0.058
567	0	1	1	0.37	0.26
568	0	1	1	0.37	0.26
569	1	0	0	0.082	0.058
570	1	0	0	0.082	0.058
571	0	1	1	0.37	0.26
572	0.92	0.078	0	0.082	0.058
573	0	1	1	0.37	0.26
574	0	1	1	0.37	0.26
575	1	0	0	0.082	0.058
576	0	1	1	0.37	0.26
577	0	1	1	0.37	0.26
578	1	0	0	0.082	0.058
579	0	1	1	0.37	0.26
580	1	0	0	0.082	0.058
581	1	0	0	0.082	0.058
582	0	1	1	0.37	0.26
583	0	1	1	0.37	0.26
584	1	0	0	0.082	0.058
585	1	0	0	0.082	0.058
586	1	0	0	0.082	0.058
587	0	1	1	0.37	0.26
588	1	0	0	0.082	0.058
589	0	1	1	0.37	0.26
590	1	0	0	0.082	0.058
591	1	0	0	0.082	0.058
592	0	1	1	0.37	0.26
593	1	0	0	0.082	0.058
594	0	1	1	0.37	0.26
595	0	1	1	0.37	0.26
596	0	1	1	0.37	0.26
597	0	1	1	0.37	0.26
598	1	0.0027	0	0.082	0.058
599	0	1	1	0.37	0.26
600	1	0	0	0.082	0.058
601	0	1	1	0.37	0.26
602	1	0	0	0.082	0.058
603	0	1	1	0.37	0.26
604	1	0	0	0.082	0.058
605	1	0	0	0.082	0.058
606	1	0	0	0.082	0.058
607	0	1	1	0.37	0.26
608	1	0	0	0.082	0.058
609	0	1	1	0.37	0.26
610	1	0	0	0.082	0.058
611	0	1	1	0.37	0.26
612	0.99	0.0058	0	0.082	0.058
613	1	0	0	0.082	0.058
614	0	1	1	0.37	0.26
615	1	0	0	0.082	0.058
616	0	1	1	0.37	0.26
617	1	0	0	0.082	0.058
618	0	1	1	0.37	0.26
619	1	0	0	0.082	0.058
620	1	0	0	0.082	0.058
621	0	1	1	0.37	0.26
622	1	0	0	0.082	0.058
623	1	0	0	0.082	0.058
624	1	0	0	0.082	0.058
625	0	1	1	0.37	0.26
626	0	1	1	0.37	0.26
627	0	1	1	0.37	0.26
628	1	0	0	0.082	0.058
629	1	0	0	0.082	0.058
630	0	1	1	0.37	0.26
631	1	0	0	0.082	0.058
632	0	1	1	0.37	0.26
633	0	1	1	0.37	0.26
634	1	0	0	0.082	0.058
635	0	1	1	0.37	0.26
636	1	0	0	0.082	0.058
637	1	0	0	0.082	0.058
638	0	1	1	0.37	0.26
639	0	1	1	0.37	0.26
640	0	1	1	0.37	0.26
641	0	1	1	0.37	0.26
642	1	0	0	0.082	0.058
643	0.99	0.013	0	0.082	0.058
644	1	0	0	0.082	0.058
645	0	1	1	0.37	0.26
646	0	1	1	0.37	0.26
647	1	0	0	0.082	0.058
648	0	1	1	0.37	0.26
649	1	0	0	0.082	0.058
650	0	1	1	0.37	0.26
651	0.00026	1	1	0.37	0.26
652	0	1	1	0.37	0.26
653	1	9.5e-05	0	0.082	0.058
654	0	1	1	0.37	0.26
655	0	1	1	0.37	0.26
656	1	0.00018	0	0.082	0.058
657	1	0	0	0.082	0.058
658	1	0	0	0.082	0.058
659	0	1	1	0.37	0.26
660	1	0	0	0.082	0.058
661	0	1	1	0.37	0.26
662	1	0	0	0.082	0.058
663	0	1	1	0.37	0.26
664	0	1	1	0.37	0.26
665	0	1	1	0.37	0.26
666	0	1	1	0.37	0.26
667	0	1	1	0.37	0.26
668	0	1	1	0.37	0.26
669	0	1	1	0.37	0.26
670	0	1	1	0.37	0.26
671	1	0	0	0.082	0.058
672	0	1	1	0.37	0.26
673	0	1	1	0.37	0.26
674	0	1	1	0.37	0.26
675	1	0	0	0.082	0.058
676	0	1	1	0.37	0.26
677	0	1	1	0.37	0.26
678	1	0	0	0.082	0.058
679	1	0	0	0.082	0.058
680	0	1	1	0.37	0.26
681	0	1	1	0.37	0.26
682	1	0	0	0.082	0.058
683	0	1	1	0.37	0.26
684	1	0	0	0.082	0.058
685	0	1	1	0.37	0.26
686	0	1	1	0.37	0.26
687	0	1	1	0.37	0.26
688	0	1	1	0.37	0.26
689	0	1	1	0.37	0.26
690	1	0	0	0.082	0.058
691	1	0	0	0.082	0.058
692	0	1	1	0.37	0.26
693	0.98	0.024	0	0.082	0.058
694	0	1	1	0.37	0.26
695	1	0	0	0.082	0.058
696	0	1	1	0.37	0.26
697	1	0	0	0.082	0.058
698	1	0	0	0.082	0.058
699	0	1	1	0.37	0.26
700	0	1	1	0.37	0.26
701	0	1	1	0.37	0.26
702	0	1	1	0.37	0.26
703	0	1	1	0.37	0.26
704	0	1	1	0.37	0.26
705	1	0	0	0.082	0.058
706	0	1	1	0.37	0.26
707	1	0	0	0.082	0.058
708	0	1	1	0.37	0.26
709	0	1	1	0.37	0.26
710	0	1	1	0.37	0.26
711	0	1	1	0.37	0.26
712	0	1	1	0.37	0.26
713	0	1	1	0.37	0.26
714	1	0	0	0.082	0.058
715	1	0	0	0.082	0.058
716	1	0	0	0.082	0.058
717	0	1	1	0.37	0.26
718	0	1	1	0.37	0.26
719	0	1	1	0.37	0.26
720	0	1	1	0.37	0.26
721	0	1	1	0.37	0.26
722	1	0	0	0.082	0.058
723	1	0	0	0.082	0.058
724	1	0	0	0.082	0.058
725	1	0	0	0.082	0.058
726	1	0	0	0.082	0.058
727	0	1	1	0.37	0.26
728	0	1	1	0.37	0.26
729	1	0	0	0.082	0.058
730	1	0	0	0.082	0.058
731	0	1	1	0.37	0.26
732	0	1	1	0.37	0.26
733	0	1	1	0.37	0.26
734	0	1	1	0.37	0.26
735	0	1	1	0.37	0.26
736	0	1	1	0.37	0.26
737	1	0	0	0.082	0.058
738	0	1	1	0.37	0.26
739	0	1	1	0.37	0.26
740	0	1	1	0.37	0.26
741	1	0	0	0.082	0.058
742	0	1	1	0.37	0.26
743	1	0	0	0.082	0.058
744	1	5.5e-06	0	0.082	0.058
745	0	1	1	0.37	0.26
746	0	1	1	0.37	0.26
747	0	1	1	0.37	0.26
748	1	0	0	0.082	0.058
749	0.00016	1	1	0.37	0.26
750	0.00061	1	1	0.37	0.26
751	0	1	1	0.37	0.26
752	0	1	1	0.37	0.26
753	0	1	1	0.37	0.26
754	1	0	0	0.082	0.058
755	1	0	0	0.082	0.058
756	0	1	1	0.37	0.26
757	0.00022	1	1	0.37	0.26
758	1	0	0	0.082	0.058
759	1	0.00061	0	0.082	0.058
760	0	1	1	0.37	0.26
761	0	1	1	0.37	0.26
762	3.6e-06	1	1	0.37	0.26
763	0	1	1	0.37	0.26
764	0	1	1	0.37	0.26
765	1	0	0	0.082	0.058
766	0	1	1	0.37	0.26
767	0	1	1	0.37	0.26
768	0	1	1	0.37	0.26
769	1	0	0	0.082	0.058
770	0	1	1	0.37	0.26
771	1	0	0	0.082	0.058
772	0	1	1	0.37	0.26
773	0	1	1	0.37	0.26
774	0	1	1	0.37	0.26
775	0	1	1	0.37	0.26
776	0	1	1	0.37	0.26
777	0	1	1	0.37	0.26
778	1	0	0	0.082	0.058
779	1	0	0	0.082	0.058
780	0	1	1	0.37	0.26
781	1	0	0	0.082	0.058
782	1	0	0	0.082	0.058
783	0	1	1	0.37	0.26
784	0	1	1	0.37	0.26
785	1	0	0	0.082	0.058
786	0	1	1	0.37	0.26
787	0	1	1	0.37	0.26
788	0.0017	1	1	0.37	0.26
789	1	0	0	0.082	0.058
790	1	0	0	0.082	0.058
791	0	1	1	0.37	0.26
792	1	0	0	0.082	0.058
793	0	1	1	0.37	0.26
794	1	0	0	0.082	0.058
795	1	0	0	0.082	0.058
796	0	1	1	0.37	0.26
797	0	1	1	0.37	0.26
798	8.1e-06	1	1	0.37	0.26
799	0	1	1	0.37	0.26
800	0.053	0.95	1	0.37	0.26
801	1	0	0	0.082	0.058
802	1	0	0	0.082	0.058
803	1	1.7e-05	0	0.082	0.058
804	0	1	1	0.37	0.26
805	5.9e-05	1	1	0.37	0.26
806	0	1	1	0.37	0.26
807	0	1	1	0.37	0.26
808	0	1	1	0.37	0.26
809	0.0032	1	1	0.37	0.26
810	0	1	1	0.37	0.26
811	0	1	1	0.37	0.26
812	8.4e-06	1	1	0.37	0.26
813	0	1	1	0.37	0.26
814	0	1	1	0.37	0.26
815	0	1	1	0.37	0.26
816	0.0066	0.99	1	0.37	0.26
817	0.0065	0.99	1	0.37	0.26
818	0	1	1	0.37	0.26
819	1	0	0	0.082	0.058
820	1	0	0	0.082	0.058
821	1	0	0	0.082	0.058
822	0	1	1	0.37	0.26
823	0	1	1	0.37	0.26
824	0	1	1	0.37	0.26
825	0	1	1	0.37	0.26
826	1	0	0	0.082	0.058
827	0	1	1	0.37	0.26
828	0	1	1	0.37	0.26
829	1	0	0	0.082	0.058
830	0	1	1	0.37	0.26
831	1	0	0	0.082	0.058
832	1	0	0	0.082	0.058
833	1	0	0	0.082	0.058
834	0	1	1	0.37	0.26
835	1	0	0	0.082	0.058
836	1	0	0	0.082	0.058
837	1	0	0	0.082	0.058
838	0.97	0.026	0	0.082	0.058
839	0	1	1	0.37	0.26
840	0	1	1	0.37	0.26
841	0	1	1	0.37	0.26
842	0	1	1	0.37	0.26
843	1	0	0	0.082	0.058
844	1	0	0	0.082	0.058
845	1	0	0	0.082	0.058
846	0	1	1	0.37	0.26
847	1	0	0	0.082	0.058
848	0	1	1	0.37	0.26
849	0	1	1	0.37	0.26
850	0	1	1	0.37	0.26
851	0	1	1	0.37	0.26
852	0	1	1	0.37	0.26
