SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
42	0	0	0	0	0	0	0	0	0	0	7.6e-05	0	0.22	0.78	0	0	0	0	13	0	0.093
43	0	0	0.33	0	0	0	0.012	0.0005	0	0	0	0	0	0	0.33	0	0.33	0	2	0.32	0.42
44	0.00031	0	0.27	0	0	0	0.15	0.046	0	0	0	0	0	0	0.27	0	0.27	0	2	0.32	0.42
45	0	0.6	0.13	0	0.021	0	0.00012	0	0.0019	0	0	0	0	0	0.13	0	0.13	0	1	0.32	0.33
46	3.3e-06	0.2	0.26	0	0.0055	0	0.0058	0.00052	0.0051	0	0	0	0	0	0.26	0.00014	0.26	0	2	0.32	0.42
47	8.3e-05	0.15	0.26	0	0.0071	0	0.028	0.0066	0.019	0	0	0	0	0	0.26	0.0054	0.26	0	2	0.32	0.42
48	0	0.089	0.3	0	0	0	0	0	7e-05	0	0	0	0	0	0.3	0	0.3	0	2	0.32	0.42
49	0.0044	0	0.33	0	0	0	0.001	0.0001	0	0	0	0	0	0	0.33	0	0.33	0	2	0.32	0.42
50	0.0027	0	0.33	0	0	0	0.0016	0.00018	0	0	0	0	0	0	0.33	0	0.33	0	2	0.32	0.42
51	0.002	0	0.31	0	0	0	0.071	0.0063	0	0	0	0	0	0	0.31	0	0.31	0	2	0.32	0.42
52	0.002	0	0.062	0	0	0	0.72	0.093	0	0	0	0	0	0	0.062	0	0.062	0	6	0.4	0.53
53	0.0071	0.00019	0.064	0	0	0	0.71	0.091	0	0	0	0	0	0	0.064	1.7e-05	0.064	0	6	0.4	0.53
54	0	0.85	0.045	0	0.012	0	7.9e-06	0	0.00015	0	0	0	0	0	0.045	0	0.045	0	1	0.32	0.33
55	0.0012	0	0.29	0	0	0	0.12	0.019	0	0	0	0	0	0	0.29	0	0.29	0	2	0.32	0.42
56	0	0.58	0.13	0	0.012	0	3.2e-05	0	0.016	0	0	0	0	0	0.13	9.6e-06	0.13	0	1	0.32	0.33
57	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	0.036	0.093
58	2.2e-05	0	0.082	0	0	0	0.66	0.096	0	0	0	0	0	0	0.082	0	0.082	0	6	0.4	0.53
59	0	0	0	0	0	0	0	0	0	0.99	0.0096	0	2.3e-06	0	0	0	0	0	9	0.14	0
60	0	0	0	0	0	0	0	0	0	0	0.00012	0	1	0	0	0	0	0	12	0.036	0.093
61	0.00038	0.69	0.015	0	0.26	0	1.9e-06	0	0.0023	0	0	0	0	0	0.015	0	0.015	0	1	0.32	0.33
62	0	0.1	0.29	0	0.0012	0	0.0021	0.00077	0.019	0	0	0	0	0	0.29	0.0034	0.29	0	2	0.32	0.42
63	0	0.19	0.27	0	0.00074	0	0.003	0.00022	0.00074	0	0	0	0	0	0.27	4.1e-05	0.27	0	2	0.32	0.42
64	0.0011	0.16	0.14	0	0.04	0	0.00027	0.00015	0.37	0	0	0	0	0	0.14	0.0087	0.14	0	8	0.21	0.33
65	0	0	0	0	5.6e-06	0	0	0	0	0	0.99	0	0.0076	0	0	0	0	0	10	0.11	0.047
66	0	0.49	0.17	0	0.00037	0	4.6e-05	0	5.1e-05	0	0	0	0	0	0.17	0	0.17	0	1	0.32	0.33
67	3e-05	0.0071	0.28	0	0	0	0.094	0.061	0.00022	0	0	0	0	0	0.28	0.0076	0.28	0	2	0.32	0.42
68	2e-06	2.1e-05	0.11	0	0	0	0.4	0.26	0	0	0	0	0	0	0.11	0.00036	0.11	0	6	0.4	0.53
69	0	0.034	0.0016	0	0.042	0	0	0	0.92	0	0	0	0	0	0.0016	1.1e-05	0.0016	0	8	0.21	0.33
70	0	0.075	0.31	0	0.00021	0	0.0048	0.001	0.0025	0	0	0	0	0	0.31	0.0011	0.31	0	2	0.32	0.42
71	0	0.035	0.32	0	0	0	0.003	0.00013	1.2e-05	0	0	0	0	0	0.32	7.1e-06	0.32	0	2	0.32	0.42
72	0.0068	0	0.19	0	0	0	0.32	0.11	0	0	0	0	0	0	0.19	0	0.19	0	6	0.4	0.53
73	0	0.03	0.32	0	0	0	4.7e-05	0	0	0	0	0	0	0	0.32	0	0.32	0	2	0.32	0.42
74	6e-06	0.37	0.16	0	0.12	0	0.0037	0.00038	0.012	0	0	0	0	0	0.16	8.6e-05	0.16	0	1	0.32	0.33
75	0	0.19	0.25	0	1.4e-05	0	0	0	0.061	0	0	0	0	0	0.25	1.2e-05	0.25	0	2	0.32	0.42
76	0.0031	0.034	0.25	0	0.00021	0	0.14	0.057	0.0011	0	0	0	0	0	0.25	0.0037	0.25	0	2	0.32	0.42
77	0	0.23	0.22	0	0.028	0	0.0028	0.00072	0.076	0	0	0	0	0	0.22	0.0041	0.22	0	1	0.32	0.33
78	0.026	0	0.18	0	0	0	0.32	0.1	0	0	0	0	0	0	0.18	0	0.18	0	6	0.4	0.53
79	0	0	0.33	0	0	0	0.011	0.003	0	0	0	0	0	0	0.33	0	0.33	0	2	0.32	0.42
80	1	0	7.5e-05	0	0	0	2.3e-05	0.00016	0	0	0	0	0	0	7.5e-05	0	7.5e-05	0	0	0.56	0.58
81	0.0032	0	0.25	0	0	0	0.15	0.092	0	0	0	0	0	0	0.25	0	0.25	0	2	0.32	0.42
82	0	0.52	0.14	0	0.058	0	0.0006	3.3e-05	0.015	0	0	0	0	0	0.14	4.2e-05	0.14	0	1	0.32	0.33
83	0.027	0	0.27	0	0	0	0.063	0.1	0	0	0	0	0	0	0.27	2.8e-06	0.27	0	2	0.32	0.42
84	0.022	0	0.0037	0	0	0	0.94	0.021	0	0	0	0	0	0	0.0037	0	0.0037	0	6	0.4	0.53
