SNV	cluster0	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
41	1	0	0.067	0.26	0.25	0.13	0.12
42	1	0	0.067	0.26	0.25	0.13	0.12
43	1	0	0.067	0.26	0.25	0.13	0.12
44	1	0	0.067	0.26	0.25	0.13	0.12
45	1	0	0.067	0.26	0.25	0.13	0.12
46	1	0	0.067	0.26	0.25	0.13	0.12
47	1	0	0.067	0.26	0.25	0.13	0.12
48	1	0	0.067	0.26	0.25	0.13	0.12
49	1	0	0.067	0.26	0.25	0.13	0.12
50	1	0	0.067	0.26	0.25	0.13	0.12
51	1	0	0.067	0.26	0.25	0.13	0.12
52	1	0	0.067	0.26	0.25	0.13	0.12
53	1	0	0.067	0.26	0.25	0.13	0.12
54	1	0	0.067	0.26	0.25	0.13	0.12
55	1	0	0.067	0.26	0.25	0.13	0.12
56	1	0	0.067	0.26	0.25	0.13	0.12
57	1	0	0.067	0.26	0.25	0.13	0.12
58	1	0	0.067	0.26	0.25	0.13	0.12
59	1	0	0.067	0.26	0.25	0.13	0.12
60	1	0	0.067	0.26	0.25	0.13	0.12
61	1	0	0.067	0.26	0.25	0.13	0.12
62	1	0	0.067	0.26	0.25	0.13	0.12
63	1	0	0.067	0.26	0.25	0.13	0.12
64	1	0	0.067	0.26	0.25	0.13	0.12
65	1	0	0.067	0.26	0.25	0.13	0.12
66	1	0	0.067	0.26	0.25	0.13	0.12
67	1	0	0.067	0.26	0.25	0.13	0.12
68	1	0	0.067	0.26	0.25	0.13	0.12
69	1	0	0.067	0.26	0.25	0.13	0.12
70	1	0	0.067	0.26	0.25	0.13	0.12
71	1	0	0.067	0.26	0.25	0.13	0.12
72	1	0	0.067	0.26	0.25	0.13	0.12
73	1	0	0.067	0.26	0.25	0.13	0.12
74	1	0	0.067	0.26	0.25	0.13	0.12
75	1	0	0.067	0.26	0.25	0.13	0.12
76	1	0	0.067	0.26	0.25	0.13	0.12
77	1	0	0.067	0.26	0.25	0.13	0.12
78	1	0	0.067	0.26	0.25	0.13	0.12
79	1	0	0.067	0.26	0.25	0.13	0.12
80	1	0	0.067	0.26	0.25	0.13	0.12
81	1	0	0.067	0.26	0.25	0.13	0.12
82	1	0	0.067	0.26	0.25	0.13	0.12
83	1	0	0.067	0.26	0.25	0.13	0.12
84	1	0	0.067	0.26	0.25	0.13	0.12
85	1	0	0.067	0.26	0.25	0.13	0.12
86	1	0	0.067	0.26	0.25	0.13	0.12
87	1	0	0.067	0.26	0.25	0.13	0.12
88	1	0	0.067	0.26	0.25	0.13	0.12
89	1	0	0.067	0.26	0.25	0.13	0.12
90	1	0	0.067	0.26	0.25	0.13	0.12
91	1	0	0.067	0.26	0.25	0.13	0.12
92	1	0	0.067	0.26	0.25	0.13	0.12
93	1	0	0.067	0.26	0.25	0.13	0.12
94	1	0	0.067	0.26	0.25	0.13	0.12
95	1	0	0.067	0.26	0.25	0.13	0.12
96	1	0	0.067	0.26	0.25	0.13	0.12
97	1	0	0.067	0.26	0.25	0.13	0.12
98	1	0	0.067	0.26	0.25	0.13	0.12
99	1	0	0.067	0.26	0.25	0.13	0.12
100	1	0	0.067	0.26	0.25	0.13	0.12
101	1	0	0.067	0.26	0.25	0.13	0.12
102	1	0	0.067	0.26	0.25	0.13	0.12
103	1	0	0.067	0.26	0.25	0.13	0.12
104	1	0	0.067	0.26	0.25	0.13	0.12
105	1	0	0.067	0.26	0.25	0.13	0.12
106	1	0	0.067	0.26	0.25	0.13	0.12
107	1	0	0.067	0.26	0.25	0.13	0.12
108	1	0	0.067	0.26	0.25	0.13	0.12
109	1	0	0.067	0.26	0.25	0.13	0.12
110	1	0	0.067	0.26	0.25	0.13	0.12
111	1	0	0.067	0.26	0.25	0.13	0.12
112	1	0	0.067	0.26	0.25	0.13	0.12
113	1	0	0.067	0.26	0.25	0.13	0.12
114	1	0	0.067	0.26	0.25	0.13	0.12
115	1	0	0.067	0.26	0.25	0.13	0.12
116	1	0	0.067	0.26	0.25	0.13	0.12
117	1	0	0.067	0.26	0.25	0.13	0.12
118	1	0	0.067	0.26	0.25	0.13	0.12
119	1	0	0.067	0.26	0.25	0.13	0.12
120	1	0	0.067	0.26	0.25	0.13	0.12
121	1	0	0.067	0.26	0.25	0.13	0.12
122	1	0	0.067	0.26	0.25	0.13	0.12
123	1	0	0.067	0.26	0.25	0.13	0.12
124	1	0	0.067	0.26	0.25	0.13	0.12
125	1	0	0.067	0.26	0.25	0.13	0.12
126	1	0	0.067	0.26	0.25	0.13	0.12
127	1	0	0.067	0.26	0.25	0.13	0.12
128	1	0	0.067	0.26	0.25	0.13	0.12
129	1	0	0.067	0.26	0.25	0.13	0.12
130	1	0	0.067	0.26	0.25	0.13	0.12
131	1	0	0.067	0.26	0.25	0.13	0.12
132	1	0	0.067	0.26	0.25	0.13	0.12
133	1	0	0.067	0.26	0.25	0.13	0.12
134	1	0	0.067	0.26	0.25	0.13	0.12
135	1	0	0.067	0.26	0.25	0.13	0.12
136	1	0	0.067	0.26	0.25	0.13	0.12
137	1	0	0.067	0.26	0.25	0.13	0.12
138	1	0	0.067	0.26	0.25	0.13	0.12
139	1	0	0.067	0.26	0.25	0.13	0.12
140	1	0	0.067	0.26	0.25	0.13	0.12
141	1	0	0.067	0.26	0.25	0.13	0.12
142	1	0	0.067	0.26	0.25	0.13	0.12
143	1	0	0.067	0.26	0.25	0.13	0.12
144	1	0	0.067	0.26	0.25	0.13	0.12
145	1	0	0.067	0.26	0.25	0.13	0.12
146	1	0	0.067	0.26	0.25	0.13	0.12
147	1	0	0.067	0.26	0.25	0.13	0.12
148	1	0	0.067	0.26	0.25	0.13	0.12
149	1	0	0.067	0.26	0.25	0.13	0.12
150	1	0	0.067	0.26	0.25	0.13	0.12
151	1	0	0.067	0.26	0.25	0.13	0.12
152	1	0	0.067	0.26	0.25	0.13	0.12
153	1	0	0.067	0.26	0.25	0.13	0.12
154	1	0	0.067	0.26	0.25	0.13	0.12
155	1	0	0.067	0.26	0.25	0.13	0.12
156	1	0	0.067	0.26	0.25	0.13	0.12
157	1	0	0.067	0.26	0.25	0.13	0.12
158	1	0	0.067	0.26	0.25	0.13	0.12
159	1	0	0.067	0.26	0.25	0.13	0.12
160	1	0	0.067	0.26	0.25	0.13	0.12
161	1	0	0.067	0.26	0.25	0.13	0.12
162	1	0	0.067	0.26	0.25	0.13	0.12
163	1	0	0.067	0.26	0.25	0.13	0.12
164	1	0	0.067	0.26	0.25	0.13	0.12
165	1	0	0.067	0.26	0.25	0.13	0.12
166	1	0	0.067	0.26	0.25	0.13	0.12
167	1	0	0.067	0.26	0.25	0.13	0.12
168	1	0	0.067	0.26	0.25	0.13	0.12
169	1	0	0.067	0.26	0.25	0.13	0.12
170	1	0	0.067	0.26	0.25	0.13	0.12
171	1	0	0.067	0.26	0.25	0.13	0.12
172	1	0	0.067	0.26	0.25	0.13	0.12
173	1	0	0.067	0.26	0.25	0.13	0.12
174	1	0	0.067	0.26	0.25	0.13	0.12
175	1	0	0.067	0.26	0.25	0.13	0.12
176	1	0	0.067	0.26	0.25	0.13	0.12
177	1	0	0.067	0.26	0.25	0.13	0.12
178	1	0	0.067	0.26	0.25	0.13	0.12
179	1	0	0.067	0.26	0.25	0.13	0.12
180	1	0	0.067	0.26	0.25	0.13	0.12
181	1	0	0.067	0.26	0.25	0.13	0.12
182	1	0	0.067	0.26	0.25	0.13	0.12
183	1	0	0.067	0.26	0.25	0.13	0.12
184	1	0	0.067	0.26	0.25	0.13	0.12
185	1	0	0.067	0.26	0.25	0.13	0.12
186	1	0	0.067	0.26	0.25	0.13	0.12
187	1	0	0.067	0.26	0.25	0.13	0.12
188	1	0	0.067	0.26	0.25	0.13	0.12
189	1	0	0.067	0.26	0.25	0.13	0.12
190	1	0	0.067	0.26	0.25	0.13	0.12
191	1	0	0.067	0.26	0.25	0.13	0.12
192	1	0	0.067	0.26	0.25	0.13	0.12
193	1	0	0.067	0.26	0.25	0.13	0.12
194	1	0	0.067	0.26	0.25	0.13	0.12
195	1	0	0.067	0.26	0.25	0.13	0.12
196	1	0	0.067	0.26	0.25	0.13	0.12
197	1	0	0.067	0.26	0.25	0.13	0.12
198	1	0	0.067	0.26	0.25	0.13	0.12
199	1	0	0.067	0.26	0.25	0.13	0.12
200	1	0	0.067	0.26	0.25	0.13	0.12
201	1	0	0.067	0.26	0.25	0.13	0.12
202	1	0	0.067	0.26	0.25	0.13	0.12
203	1	0	0.067	0.26	0.25	0.13	0.12
204	1	0	0.067	0.26	0.25	0.13	0.12
205	1	0	0.067	0.26	0.25	0.13	0.12
206	1	0	0.067	0.26	0.25	0.13	0.12
207	1	0	0.067	0.26	0.25	0.13	0.12
208	1	0	0.067	0.26	0.25	0.13	0.12
209	1	0	0.067	0.26	0.25	0.13	0.12
210	1	0	0.067	0.26	0.25	0.13	0.12
211	1	0	0.067	0.26	0.25	0.13	0.12
212	1	0	0.067	0.26	0.25	0.13	0.12
213	1	0	0.067	0.26	0.25	0.13	0.12
214	1	0	0.067	0.26	0.25	0.13	0.12
215	1	0	0.067	0.26	0.25	0.13	0.12
216	1	0	0.067	0.26	0.25	0.13	0.12
217	1	0	0.067	0.26	0.25	0.13	0.12
218	1	0	0.067	0.26	0.25	0.13	0.12
219	1	0	0.067	0.26	0.25	0.13	0.12
220	1	0	0.067	0.26	0.25	0.13	0.12
221	1	0	0.067	0.26	0.25	0.13	0.12
222	1	0	0.067	0.26	0.25	0.13	0.12
223	1	0	0.067	0.26	0.25	0.13	0.12
224	1	0	0.067	0.26	0.25	0.13	0.12
225	1	0	0.067	0.26	0.25	0.13	0.12
226	1	0	0.067	0.26	0.25	0.13	0.12
227	1	0	0.067	0.26	0.25	0.13	0.12
228	1	0	0.067	0.26	0.25	0.13	0.12
229	1	0	0.067	0.26	0.25	0.13	0.12
230	1	0	0.067	0.26	0.25	0.13	0.12
231	1	0	0.067	0.26	0.25	0.13	0.12
232	1	0	0.067	0.26	0.25	0.13	0.12
233	1	0	0.067	0.26	0.25	0.13	0.12
234	1	0	0.067	0.26	0.25	0.13	0.12
235	1	0	0.067	0.26	0.25	0.13	0.12
236	1	0	0.067	0.26	0.25	0.13	0.12
237	1	0	0.067	0.26	0.25	0.13	0.12
238	1	0	0.067	0.26	0.25	0.13	0.12
239	1	0	0.067	0.26	0.25	0.13	0.12
240	1	0	0.067	0.26	0.25	0.13	0.12
241	1	0	0.067	0.26	0.25	0.13	0.12
242	1	0	0.067	0.26	0.25	0.13	0.12
243	1	0	0.067	0.26	0.25	0.13	0.12
244	1	0	0.067	0.26	0.25	0.13	0.12
245	1	0	0.067	0.26	0.25	0.13	0.12
246	1	0	0.067	0.26	0.25	0.13	0.12
247	1	0	0.067	0.26	0.25	0.13	0.12
248	1	0	0.067	0.26	0.25	0.13	0.12
249	1	0	0.067	0.26	0.25	0.13	0.12
250	1	0	0.067	0.26	0.25	0.13	0.12
251	1	0	0.067	0.26	0.25	0.13	0.12
252	1	0	0.067	0.26	0.25	0.13	0.12
253	1	0	0.067	0.26	0.25	0.13	0.12
254	1	0	0.067	0.26	0.25	0.13	0.12
255	1	0	0.067	0.26	0.25	0.13	0.12
256	1	0	0.067	0.26	0.25	0.13	0.12
257	1	0	0.067	0.26	0.25	0.13	0.12
258	1	0	0.067	0.26	0.25	0.13	0.12
259	1	0	0.067	0.26	0.25	0.13	0.12
260	1	0	0.067	0.26	0.25	0.13	0.12
261	1	0	0.067	0.26	0.25	0.13	0.12
262	1	0	0.067	0.26	0.25	0.13	0.12
263	1	0	0.067	0.26	0.25	0.13	0.12
264	1	0	0.067	0.26	0.25	0.13	0.12
265	1	0	0.067	0.26	0.25	0.13	0.12
266	1	0	0.067	0.26	0.25	0.13	0.12
267	1	0	0.067	0.26	0.25	0.13	0.12
268	1	0	0.067	0.26	0.25	0.13	0.12
269	1	0	0.067	0.26	0.25	0.13	0.12
270	1	0	0.067	0.26	0.25	0.13	0.12
271	1	0	0.067	0.26	0.25	0.13	0.12
272	1	0	0.067	0.26	0.25	0.13	0.12
273	1	0	0.067	0.26	0.25	0.13	0.12
274	1	0	0.067	0.26	0.25	0.13	0.12
275	1	0	0.067	0.26	0.25	0.13	0.12
276	1	0	0.067	0.26	0.25	0.13	0.12
277	1	0	0.067	0.26	0.25	0.13	0.12
278	1	0	0.067	0.26	0.25	0.13	0.12
279	1	0	0.067	0.26	0.25	0.13	0.12
280	1	0	0.067	0.26	0.25	0.13	0.12
281	1	0	0.067	0.26	0.25	0.13	0.12
282	1	0	0.067	0.26	0.25	0.13	0.12
283	1	0	0.067	0.26	0.25	0.13	0.12
284	1	0	0.067	0.26	0.25	0.13	0.12
285	1	0	0.067	0.26	0.25	0.13	0.12
286	1	0	0.067	0.26	0.25	0.13	0.12
287	1	0	0.067	0.26	0.25	0.13	0.12
288	1	0	0.067	0.26	0.25	0.13	0.12
289	1	0	0.067	0.26	0.25	0.13	0.12
290	1	0	0.067	0.26	0.25	0.13	0.12
291	1	0	0.067	0.26	0.25	0.13	0.12
292	1	0	0.067	0.26	0.25	0.13	0.12
293	1	0	0.067	0.26	0.25	0.13	0.12
294	1	0	0.067	0.26	0.25	0.13	0.12
295	1	0	0.067	0.26	0.25	0.13	0.12
296	1	0	0.067	0.26	0.25	0.13	0.12
297	1	0	0.067	0.26	0.25	0.13	0.12
298	1	0	0.067	0.26	0.25	0.13	0.12
299	1	0	0.067	0.26	0.25	0.13	0.12
300	1	0	0.067	0.26	0.25	0.13	0.12
301	1	0	0.067	0.26	0.25	0.13	0.12
302	1	0	0.067	0.26	0.25	0.13	0.12
303	1	0	0.067	0.26	0.25	0.13	0.12
304	1	0	0.067	0.26	0.25	0.13	0.12
305	1	0	0.067	0.26	0.25	0.13	0.12
306	1	0	0.067	0.26	0.25	0.13	0.12
307	1	0	0.067	0.26	0.25	0.13	0.12
308	1	0	0.067	0.26	0.25	0.13	0.12
309	1	0	0.067	0.26	0.25	0.13	0.12
310	1	0	0.067	0.26	0.25	0.13	0.12
311	1	0	0.067	0.26	0.25	0.13	0.12
312	1	0	0.067	0.26	0.25	0.13	0.12
313	1	0	0.067	0.26	0.25	0.13	0.12
314	1	0	0.067	0.26	0.25	0.13	0.12
315	1	0	0.067	0.26	0.25	0.13	0.12
316	1	0	0.067	0.26	0.25	0.13	0.12
317	1	0	0.067	0.26	0.25	0.13	0.12
318	1	0	0.067	0.26	0.25	0.13	0.12
319	1	0	0.067	0.26	0.25	0.13	0.12
320	1	0	0.067	0.26	0.25	0.13	0.12
321	1	0	0.067	0.26	0.25	0.13	0.12
322	1	0	0.067	0.26	0.25	0.13	0.12
323	1	0	0.067	0.26	0.25	0.13	0.12
324	1	0	0.067	0.26	0.25	0.13	0.12
325	1	0	0.067	0.26	0.25	0.13	0.12
326	1	0	0.067	0.26	0.25	0.13	0.12
327	1	0	0.067	0.26	0.25	0.13	0.12
328	1	0	0.067	0.26	0.25	0.13	0.12
329	1	0	0.067	0.26	0.25	0.13	0.12
330	1	0	0.067	0.26	0.25	0.13	0.12
331	1	0	0.067	0.26	0.25	0.13	0.12
332	1	0	0.067	0.26	0.25	0.13	0.12
333	1	0	0.067	0.26	0.25	0.13	0.12
334	1	0	0.067	0.26	0.25	0.13	0.12
335	1	0	0.067	0.26	0.25	0.13	0.12
336	1	0	0.067	0.26	0.25	0.13	0.12
337	1	0	0.067	0.26	0.25	0.13	0.12
338	1	0	0.067	0.26	0.25	0.13	0.12
339	1	0	0.067	0.26	0.25	0.13	0.12
340	1	0	0.067	0.26	0.25	0.13	0.12
341	1	0	0.067	0.26	0.25	0.13	0.12
342	1	0	0.067	0.26	0.25	0.13	0.12
343	1	0	0.067	0.26	0.25	0.13	0.12
344	1	0	0.067	0.26	0.25	0.13	0.12
345	1	0	0.067	0.26	0.25	0.13	0.12
346	1	0	0.067	0.26	0.25	0.13	0.12
347	1	0	0.067	0.26	0.25	0.13	0.12
348	1	0	0.067	0.26	0.25	0.13	0.12
349	1	0	0.067	0.26	0.25	0.13	0.12
350	1	0	0.067	0.26	0.25	0.13	0.12
351	1	0	0.067	0.26	0.25	0.13	0.12
352	1	0	0.067	0.26	0.25	0.13	0.12
353	1	0	0.067	0.26	0.25	0.13	0.12
354	1	0	0.067	0.26	0.25	0.13	0.12
355	1	0	0.067	0.26	0.25	0.13	0.12
356	1	0	0.067	0.26	0.25	0.13	0.12
357	1	0	0.067	0.26	0.25	0.13	0.12
358	1	0	0.067	0.26	0.25	0.13	0.12
359	1	0	0.067	0.26	0.25	0.13	0.12
360	1	0	0.067	0.26	0.25	0.13	0.12
361	1	0	0.067	0.26	0.25	0.13	0.12
362	1	0	0.067	0.26	0.25	0.13	0.12
363	1	0	0.067	0.26	0.25	0.13	0.12
364	1	0	0.067	0.26	0.25	0.13	0.12
365	1	0	0.067	0.26	0.25	0.13	0.12
366	1	0	0.067	0.26	0.25	0.13	0.12
367	1	0	0.067	0.26	0.25	0.13	0.12
368	1	0	0.067	0.26	0.25	0.13	0.12
369	1	0	0.067	0.26	0.25	0.13	0.12
370	1	0	0.067	0.26	0.25	0.13	0.12
371	1	0	0.067	0.26	0.25	0.13	0.12
372	1	0	0.067	0.26	0.25	0.13	0.12
373	1	0	0.067	0.26	0.25	0.13	0.12
374	1	0	0.067	0.26	0.25	0.13	0.12
375	1	0	0.067	0.26	0.25	0.13	0.12
376	1	0	0.067	0.26	0.25	0.13	0.12
377	1	0	0.067	0.26	0.25	0.13	0.12
378	1	0	0.067	0.26	0.25	0.13	0.12
379	1	0	0.067	0.26	0.25	0.13	0.12
380	1	0	0.067	0.26	0.25	0.13	0.12
381	1	0	0.067	0.26	0.25	0.13	0.12
382	1	0	0.067	0.26	0.25	0.13	0.12
383	1	0	0.067	0.26	0.25	0.13	0.12
384	1	0	0.067	0.26	0.25	0.13	0.12
385	1	0	0.067	0.26	0.25	0.13	0.12
386	1	0	0.067	0.26	0.25	0.13	0.12
387	1	0	0.067	0.26	0.25	0.13	0.12
388	1	0	0.067	0.26	0.25	0.13	0.12
389	1	0	0.067	0.26	0.25	0.13	0.12
390	1	0	0.067	0.26	0.25	0.13	0.12
391	1	0	0.067	0.26	0.25	0.13	0.12
392	1	0	0.067	0.26	0.25	0.13	0.12
393	1	0	0.067	0.26	0.25	0.13	0.12
394	1	0	0.067	0.26	0.25	0.13	0.12
395	1	0	0.067	0.26	0.25	0.13	0.12
396	1	0	0.067	0.26	0.25	0.13	0.12
397	1	0	0.067	0.26	0.25	0.13	0.12
398	1	0	0.067	0.26	0.25	0.13	0.12
399	1	0	0.067	0.26	0.25	0.13	0.12
400	1	0	0.067	0.26	0.25	0.13	0.12
401	1	0	0.067	0.26	0.25	0.13	0.12
402	1	0	0.067	0.26	0.25	0.13	0.12
403	1	0	0.067	0.26	0.25	0.13	0.12
404	1	0	0.067	0.26	0.25	0.13	0.12
405	1	0	0.067	0.26	0.25	0.13	0.12
406	1	0	0.067	0.26	0.25	0.13	0.12
407	1	0	0.067	0.26	0.25	0.13	0.12
408	1	0	0.067	0.26	0.25	0.13	0.12
409	1	0	0.067	0.26	0.25	0.13	0.12
410	1	0	0.067	0.26	0.25	0.13	0.12
411	1	0	0.067	0.26	0.25	0.13	0.12
412	1	0	0.067	0.26	0.25	0.13	0.12
413	1	0	0.067	0.26	0.25	0.13	0.12
414	1	0	0.067	0.26	0.25	0.13	0.12
415	1	0	0.067	0.26	0.25	0.13	0.12
416	1	0	0.067	0.26	0.25	0.13	0.12
417	1	0	0.067	0.26	0.25	0.13	0.12
418	1	0	0.067	0.26	0.25	0.13	0.12
419	1	0	0.067	0.26	0.25	0.13	0.12
420	1	0	0.067	0.26	0.25	0.13	0.12
421	1	0	0.067	0.26	0.25	0.13	0.12
422	1	0	0.067	0.26	0.25	0.13	0.12
423	1	0	0.067	0.26	0.25	0.13	0.12
424	1	0	0.067	0.26	0.25	0.13	0.12
425	1	0	0.067	0.26	0.25	0.13	0.12
426	1	0	0.067	0.26	0.25	0.13	0.12
427	1	0	0.067	0.26	0.25	0.13	0.12
428	1	0	0.067	0.26	0.25	0.13	0.12
429	1	0	0.067	0.26	0.25	0.13	0.12
430	1	0	0.067	0.26	0.25	0.13	0.12
431	1	0	0.067	0.26	0.25	0.13	0.12
432	1	0	0.067	0.26	0.25	0.13	0.12
433	1	0	0.067	0.26	0.25	0.13	0.12
434	1	0	0.067	0.26	0.25	0.13	0.12
435	1	0	0.067	0.26	0.25	0.13	0.12
436	1	0	0.067	0.26	0.25	0.13	0.12
437	1	0	0.067	0.26	0.25	0.13	0.12
438	1	0	0.067	0.26	0.25	0.13	0.12
439	1	0	0.067	0.26	0.25	0.13	0.12
440	1	0	0.067	0.26	0.25	0.13	0.12
441	1	0	0.067	0.26	0.25	0.13	0.12
442	1	0	0.067	0.26	0.25	0.13	0.12
443	1	0	0.067	0.26	0.25	0.13	0.12
444	1	0	0.067	0.26	0.25	0.13	0.12
445	1	0	0.067	0.26	0.25	0.13	0.12
446	1	0	0.067	0.26	0.25	0.13	0.12
447	1	0	0.067	0.26	0.25	0.13	0.12
448	1	0	0.067	0.26	0.25	0.13	0.12
449	1	0	0.067	0.26	0.25	0.13	0.12
450	1	0	0.067	0.26	0.25	0.13	0.12
451	1	0	0.067	0.26	0.25	0.13	0.12
452	1	0	0.067	0.26	0.25	0.13	0.12
453	1	0	0.067	0.26	0.25	0.13	0.12
454	1	0	0.067	0.26	0.25	0.13	0.12
455	1	0	0.067	0.26	0.25	0.13	0.12
456	1	0	0.067	0.26	0.25	0.13	0.12
457	1	0	0.067	0.26	0.25	0.13	0.12
458	1	0	0.067	0.26	0.25	0.13	0.12
459	1	0	0.067	0.26	0.25	0.13	0.12
460	1	0	0.067	0.26	0.25	0.13	0.12
461	1	0	0.067	0.26	0.25	0.13	0.12
462	1	0	0.067	0.26	0.25	0.13	0.12
463	1	0	0.067	0.26	0.25	0.13	0.12
464	1	0	0.067	0.26	0.25	0.13	0.12
465	1	0	0.067	0.26	0.25	0.13	0.12
466	1	0	0.067	0.26	0.25	0.13	0.12
467	1	0	0.067	0.26	0.25	0.13	0.12
468	1	0	0.067	0.26	0.25	0.13	0.12
469	1	0	0.067	0.26	0.25	0.13	0.12
470	1	0	0.067	0.26	0.25	0.13	0.12
471	1	0	0.067	0.26	0.25	0.13	0.12
472	1	0	0.067	0.26	0.25	0.13	0.12
473	1	0	0.067	0.26	0.25	0.13	0.12
474	1	0	0.067	0.26	0.25	0.13	0.12
475	1	0	0.067	0.26	0.25	0.13	0.12
476	1	0	0.067	0.26	0.25	0.13	0.12
477	1	0	0.067	0.26	0.25	0.13	0.12
