SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
75	0	0	0	0.19	0	0	0	0	0	0.81	0	9	0.2	0.47	0.47	0.21	0.2
76	0	0	0	0.19	0	0	0	0	0.0067	0.81	0	9	0.2	0.47	0.47	0.21	0.2
77	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
78	0	0	0	0	0	0	0	0	0	1	0	9	0.2	0.47	0.47	0.21	0.2
79	1	0	0.00011	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
80	0	0.49	0	0	0	0.03	0	0.49	0	0	0	1	0	0.26	0.25	0.13	0.12
81	0	0	0	0.00011	0	0	0	0	0	1	0	9	0.2	0.47	0.47	0.21	0.2
82	0	0.5	0	0	0	0.00024	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
83	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
84	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
85	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
86	0.98	0	0.022	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
87	0	0.041	0	0	0	0.92	0	0.041	0	0	0	5	0	0.31	0.42	0.21	0.2
88	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
89	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
90	0	0.46	0	0	0	0.09	0	0.46	0	0	0	1	0	0.26	0.25	0.13	0.12
91	0	0.5	0	0	0	0.0019	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
92	0	0	0	0.54	0	0	0	0	0.063	0.39	0	3	0.2	0.31	0.31	0.21	0.2
93	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
94	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
95	0	0	0	0.16	0	0	0	0	0.0037	0.84	0	9	0.2	0.47	0.47	0.21	0.2
96	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
97	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
98	0	0.5	0	0	0	0.0018	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
99	0	0	0	0.00026	0	0	0	0	0.0011	1	0	9	0.2	0.47	0.47	0.21	0.2
100	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
101	0	0.5	0	0	0	0.00074	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
102	0	0	0	1.2e-05	0	0	0	0	0.0036	1	0	9	0.2	0.47	0.47	0.21	0.2
103	0	0.5	0	0	0	6.4e-06	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
104	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
105	0	0	0	0.12	0	0	0	0	1.9e-06	0.88	0	9	0.2	0.47	0.47	0.21	0.2
106	0	0	0	0.89	0	0	0	0	0.009	0.097	0	3	0.2	0.31	0.31	0.21	0.2
107	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
108	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
109	0	0.5	0	0	7.7e-06	0	7.7e-06	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
110	1	0	1.8e-06	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
111	0	0	0	0.91	0	0	0	0	0.065	0.029	0	3	0.2	0.31	0.31	0.21	0.2
112	0	0.47	0	0	0	0.055	0	0.47	0	0	0	1	0	0.26	0.25	0.13	0.12
113	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
114	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
115	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
116	0	0.5	0	0	0	0.0016	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
117	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
118	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
119	0	0	0	0.45	0	0	0	0	0.00096	0.55	0	9	0.2	0.47	0.47	0.21	0.2
120	0	0	0	1	0	0	0	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
121	0	0.5	0	0	0	7e-05	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
122	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
123	1	0	0.00029	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
124	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
125	0	0	0	0	0.033	0.93	0.033	0	0	0	0	5	0	0.31	0.42	0.21	0.2
126	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
127	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
128	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
129	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
130	0	0.44	0	0.013	0	0.0015	0	0.44	3.8e-06	0.1	0	1	0	0.26	0.25	0.13	0.12
131	0	0.13	0	0	0	0	0	0.13	0	0.75	0	9	0.2	0.47	0.47	0.21	0.2
132	0	0.0062	0	0	0.49	0	0.49	0.0062	0	0	0	4	0	0.058	0.083	0.058	0.053
133	0	0.5	0	4.1e-06	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
134	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
135	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
136	0	0	0	0	0.46	0.081	0.46	0	0	0	0	4	0	0.058	0.083	0.058	0.053
137	0	0.46	0	0.028	0	5.2e-05	0	0.46	0	0.044	0	1	0	0.26	0.25	0.13	0.12
138	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
139	0	0.49	0	0	0	0	0	0.49	0	0.012	0	1	0	0.26	0.25	0.13	0.12
140	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
141	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
142	0	0	0	0	0	0	0	0	7.3e-05	1	0	9	0.2	0.47	0.47	0.21	0.2
143	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
144	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
145	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
146	0	0.3	0	0.26	0	0.021	0	0.3	9.3e-05	0.11	0	1	0	0.26	0.25	0.13	0.12
147	0	0.048	0	1.6e-05	0	0.0021	0	0.048	2.8e-06	0.9	0	9	0.2	0.47	0.47	0.21	0.2
148	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
149	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
150	0	0	0	0	0	0	0	0	0	1	0	9	0.2	0.47	0.47	0.21	0.2
151	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
152	0	0	0	0.95	0	0	0	0	3e-05	0.048	0	3	0.2	0.31	0.31	0.21	0.2
153	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
154	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
155	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
156	0	0	0	5.3e-06	0	0	0	0	1.6e-05	1	0	9	0.2	0.47	0.47	0.21	0.2
157	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
158	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
159	0	0	0	0	0.15	0.7	0.15	0	0	0	0	5	0	0.31	0.42	0.21	0.2
160	0	0.056	0	0	0	0	0	0.056	0	0.89	0	9	0.2	0.47	0.47	0.21	0.2
161	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
162	1	0	5.4e-06	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
163	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
164	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
165	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
166	0	0	0	1	0.00015	0	0.00015	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
167	0	0	0	4.3e-06	0	0	0	0	0.016	0.98	0	9	0.2	0.47	0.47	0.21	0.2
168	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
169	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
170	0	0.44	0	0.1	0	0.022	0	0.44	0	0.00028	0	1	0	0.26	0.25	0.13	0.12
171	0	0.5	0	7.5e-06	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
172	0	0.5	0	5.3e-05	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
173	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
174	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
175	0	0	0	0.00054	0	0	0	0	0.94	0.056	0	8	0.27	0.42	0.42	0.21	0.2
176	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
177	0	0.012	0	0	0.49	0	0.49	0.012	0	0	0	4	0	0.058	0.083	0.058	0.053
178	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
179	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
180	0	0	0	1	0	0	0	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
181	0	0.5	0	0	0	0.00017	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
182	0	0	0	1	0	0	0	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
183	0	0.25	0	0	0	0.5	0	0.25	0	0	0	5	0	0.31	0.42	0.21	0.2
184	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
185	0	0	0	0.89	0	0	0	0	0.09	0.017	0	3	0.2	0.31	0.31	0.21	0.2
186	1	0	7.9e-05	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
187	0	0	0	0	0	1	0	0	0	0	0	5	0	0.31	0.42	0.21	0.2
188	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
189	0	0	0	0.71	0	0	0	0	0.051	0.24	0	3	0.2	0.31	0.31	0.21	0.2
190	0	0	0	0.66	0	0	0	0	0.088	0.25	0	3	0.2	0.31	0.31	0.21	0.2
191	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
192	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
193	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
194	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
195	0	0	0	1	0	0	0	0	6.5e-05	1.8e-06	0	3	0.2	0.31	0.31	0.21	0.2
196	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
197	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
198	0	0.34	0	0.3	0	0.0018	0	0.34	0	0.026	0	1	0	0.26	0.25	0.13	0.12
199	0	0	1e-05	0.77	0.11	5.3e-05	0.11	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
200	0	0.48	0	0.034	0	0.0001	0	0.48	0	3.8e-05	0	1	0	0.26	0.25	0.13	0.12
201	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
202	0	0	0	0.98	0	0	0	0	0.01	0.015	0	3	0.2	0.31	0.31	0.21	0.2
203	0	0.2	0	0.58	0	0.021	0	0.2	0	3.3e-05	0	3	0.2	0.31	0.31	0.21	0.2
204	0	0.5	0	4.2e-05	0	0.0013	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
205	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
206	0	0.43	0	0.11	0	0.0094	0	0.43	0	0.012	0	1	0	0.26	0.25	0.13	0.12
207	0	0	0	0.22	0	0	0	0	0.24	0.54	0	9	0.2	0.47	0.47	0.21	0.2
208	0	0.015	0	0.11	0	0.53	0	0.015	6e-06	0.33	0	5	0	0.31	0.42	0.21	0.2
209	0	0	0.017	0	0.49	0	0.49	0	0	0	0	4	0	0.058	0.083	0.058	0.053
210	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
211	0	0	0	0.4	0	0	0	0	0.00041	0.6	0	9	0.2	0.47	0.47	0.21	0.2
212	0	0	0	0.17	0	0	0	0	0.067	0.76	0	9	0.2	0.47	0.47	0.21	0.2
213	0	0.36	0	0	0	0.29	0	0.36	0	0	0	1	0	0.26	0.25	0.13	0.12
214	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
215	0	0	0	0.59	0	0	0	0	0.0098	0.4	0	3	0.2	0.31	0.31	0.21	0.2
216	1	0	9.7e-06	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
217	0	0	0	0.0014	0	0	0	0	0.059	0.94	0	9	0.2	0.47	0.47	0.21	0.2
218	1	0	8.8e-05	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
219	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
220	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
221	0	0.46	0	0.047	0	0.0021	0	0.46	5.2e-06	0.029	0	1	0	0.26	0.25	0.13	0.12
222	0	0	0	0.52	0	0	0	0	0.026	0.46	0	3	0.2	0.31	0.31	0.21	0.2
223	0	0	0	0.039	0	0	0	0	0.96	0	0	8	0.27	0.42	0.42	0.21	0.2
224	0	0	0	0.087	0	0	0	0	0	0.91	0	9	0.2	0.47	0.47	0.21	0.2
225	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
226	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
227	0	0	0	0	0	0	0	0	7.1e-05	1	0	9	0.2	0.47	0.47	0.21	0.2
228	0	0.21	0	1.3e-05	0	7.8e-06	0	0.21	0	0.58	0	9	0.2	0.47	0.47	0.21	0.2
229	0	0.29	0	0	0	0	0	0.29	0	0.42	0	9	0.2	0.47	0.47	0.21	0.2
230	0	0	0	2.4e-05	0	0	0	0	0	1	0	9	0.2	0.47	0.47	0.21	0.2
231	0	0	0	0	0	0	0	0	0.058	0.94	0	9	0.2	0.47	0.47	0.21	0.2
232	0	0	0	0.056	0	0	0	0	0.00087	0.94	0	9	0.2	0.47	0.47	0.21	0.2
233	0	0	0	0.16	0	0	0	0	2.5e-05	0.84	0	9	0.2	0.47	0.47	0.21	0.2
234	0	0.048	0	0.8	0	0.1	0	0.048	0	6.7e-05	0	3	0.2	0.31	0.31	0.21	0.2
235	0	0	0	1	0.0023	0	0.0023	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
236	0	0	0	1	0	0	0	0	0	2.3e-05	0	3	0.2	0.31	0.31	0.21	0.2
237	0	0	0	0	0	0	0	0	1	0.00037	0	8	0.27	0.42	0.42	0.21	0.2
238	0	0	0	0.002	0	0	0	0	0.99	0.0079	0	8	0.27	0.42	0.42	0.21	0.2
239	0	0	0	0	0	0	0	0	0.99	0.0077	0	8	0.27	0.42	0.42	0.21	0.2
240	0	0	0	1	0	0	0	0	3.4e-05	0.00025	0	3	0.2	0.31	0.31	0.21	0.2
241	0	0	0	0	0	0	0	0	1	0	0	8	0.27	0.42	0.42	0.21	0.2
242	0	0.5	0	0.00078	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
243	0	0	0	1	0	0	0	0	0.002	0.0024	0	3	0.2	0.31	0.31	0.21	0.2
244	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
245	0	0	0	0.0047	0	0	0	0	0.99	0.0021	0	8	0.27	0.42	0.42	0.21	0.2
246	0	0.012	0	0.074	0	0.035	0	0.012	0.0007	0.87	0	9	0.2	0.47	0.47	0.21	0.2
247	0	0.31	0	0.35	0	0.033	0	0.31	0	0.0014	0	3	0.2	0.31	0.31	0.21	0.2
248	0	0	0.00013	0.69	0.15	0	0.15	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
249	0.99	0	0.0069	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
250	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
251	0	0	0	0.83	0	0	0	0	0.17	0.0029	0	3	0.2	0.31	0.31	0.21	0.2
252	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
253	0	0.36	0	0.0061	0	0.24	0	0.36	0	0.027	0	1	0	0.26	0.25	0.13	0.12
254	0	0.0044	0	0	0	3.8e-05	0	0.0044	0	0.99	0	9	0.2	0.47	0.47	0.21	0.2
255	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
256	0	0	0	0.45	0	0.55	0	0	0	7.3e-06	0	5	0	0.31	0.42	0.21	0.2
257	1	0	7.6e-05	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
258	0	0	0	0	0.034	0.93	0.034	0	0	0	0	5	0	0.31	0.42	0.21	0.2
259	0	0.5	0	0	0	0	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
260	0	0.25	0	3.1e-05	0	0	0	0.25	0	0.5	0	9	0.2	0.47	0.47	0.21	0.2
261	1	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
262	0	0.11	0	0.58	0	0.16	0	0.11	0.0072	0.027	0	3	0.2	0.31	0.31	0.21	0.2
263	0	0	0	0.25	0	0	0	0	0.26	0.49	0	9	0.2	0.47	0.47	0.21	0.2
264	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
265	0	2.5e-06	0	0.053	0	0.11	0	2.5e-06	0.00039	0.84	0	9	0.2	0.47	0.47	0.21	0.2
266	0	0	0	0.93	0	0	0	0	0.034	0.037	0	3	0.2	0.31	0.31	0.21	0.2
267	0	0.5	0	0	0	0.001	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
268	0	0.5	0	0	0	0.00019	0	0.5	0	0	0	1	0	0.26	0.25	0.13	0.12
269	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
270	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
271	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
272	0	0	0	0	0.5	0	0.5	0	0	0	0	4	0	0.058	0.083	0.058	0.053
273	0	0	0	0	0	0	0	0	0	0	1	10	0.38	0.082	0.083	0.097	0
274	0	0	1	0	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
275	0	0	0	1.5e-05	0	0	0	0	0	1	0	9	0.2	0.47	0.47	0.21	0.2
276	0	0.46	0	0	0	0	0	0.46	0	0.077	0	1	0	0.26	0.25	0.13	0.12
277	0	0.087	0	0.0012	0	0.0005	0	0.087	0	0.82	0	9	0.2	0.47	0.47	0.21	0.2
278	0	0	1	2.1e-06	0	0	0	0	0	0	0	2	0.2	0.029	0.028	0.014	0.013
279	0	0	1.8e-05	0.93	0.037	8.7e-06	0.037	0	0	0	0	3	0.2	0.31	0.31	0.21	0.2
280	0	0.12	0	0.058	0	0.3	0	0.12	1.9e-05	0.39	0	9	0.2	0.47	0.47	0.21	0.2
