SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
125	0.0073	0	0.97	0.019	2	0.2	0.029	0.028	0.014	0.013
126	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
127	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
128	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
129	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
130	0.66	0	0	0.34	0	0.2	0.26	0.25	0.13	0.12
131	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
132	0.37	0	9.2e-05	0.63	3	0	0.26	0.25	0.13	0.12
133	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
134	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
135	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
136	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
137	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
138	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
139	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
140	0.35	0	0.051	0.6	3	0	0.26	0.25	0.13	0.12
141	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
142	1	0.00036	0	0	0	0.2	0.26	0.25	0.13	0.12
143	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
144	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
145	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
146	0.7	0.00018	0	0.3	0	0.2	0.26	0.25	0.13	0.12
147	0.7	5.2e-06	0	0.3	0	0.2	0.26	0.25	0.13	0.12
148	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
149	0	0	0	1	3	0	0.26	0.25	0.13	0.12
150	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
151	0	0	2.3e-05	1	3	0	0.26	0.25	0.13	0.12
152	1	3.6e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
153	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
154	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
155	0	0	0	1	3	0	0.26	0.25	0.13	0.12
156	1	0.0027	0	0	0	0.2	0.26	0.25	0.13	0.12
157	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
158	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
159	1.2e-05	0	1	3e-05	2	0.2	0.029	0.028	0.014	0.013
160	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
161	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
162	1	0	6.5e-06	0	0	0.2	0.26	0.25	0.13	0.12
163	0	0	0	1	3	0	0.26	0.25	0.13	0.12
164	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
165	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
166	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
167	0.96	0.04	0	0	0	0.2	0.26	0.25	0.13	0.12
168	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
169	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
170	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
171	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
172	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
173	0.41	0	0	0.59	3	0	0.26	0.25	0.13	0.12
174	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
175	0.036	0.96	0	0	1	0.27	0.47	0.47	0.29	0.2
176	0	0	0	1	3	0	0.26	0.25	0.13	0.12
177	0	0	0	1	3	0	0.26	0.25	0.13	0.12
178	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
179	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
180	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
181	0	0	0	1	3	0	0.26	0.25	0.13	0.12
182	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
183	0	0	0	1	3	0	0.26	0.25	0.13	0.12
184	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
185	0.97	0.026	0	0	0	0.2	0.26	0.25	0.13	0.12
186	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
187	0	0.84	0	0.16	1	0.27	0.47	0.47	0.29	0.2
188	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
189	0.99	0.0088	0	0	0	0.2	0.26	0.25	0.13	0.12
190	1	0.0049	0	0	0	0.2	0.26	0.25	0.13	0.12
191	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
192	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
193	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
194	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
195	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
196	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
197	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
198	0.46	0.00056	0	0.54	3	0	0.26	0.25	0.13	0.12
199	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
200	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
201	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
202	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
203	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
204	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
205	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
206	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
207	0.82	0.18	0	0	0	0.2	0.26	0.25	0.13	0.12
208	0.53	0	0	0.47	0	0.2	0.26	0.25	0.13	0.12
209	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
210	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
211	0.99	0.0065	0	0	0	0.2	0.26	0.25	0.13	0.12
212	0.92	0.08	0	0	0	0.2	0.26	0.25	0.13	0.12
213	0	0	0	1	3	0	0.26	0.25	0.13	0.12
214	0	0	0	1	3	0	0.26	0.25	0.13	0.12
215	0.97	0.028	0	0	0	0.2	0.26	0.25	0.13	0.12
216	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
217	0.98	0.024	0	0	0	0.2	0.26	0.25	0.13	0.12
218	1	0	0.00063	0	0	0.2	0.26	0.25	0.13	0.12
219	0	0	0	1	3	0	0.26	0.25	0.13	0.12
220	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
221	0.37	0.00016	0	0.63	3	0	0.26	0.25	0.13	0.12
222	0.97	0.028	0	0	0	0.2	0.26	0.25	0.13	0.12
223	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
224	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
225	0	0	0	1	3	0	0.26	0.25	0.13	0.12
226	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
227	1	3.2e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
228	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
229	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
230	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
231	0.75	0.25	0	0	0	0.2	0.26	0.25	0.13	0.12
232	1	0.00032	0	0	0	0.2	0.26	0.25	0.13	0.12
233	1	2.9e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
234	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
235	5.8e-05	0	1	0.00015	2	0.2	0.029	0.028	0.014	0.013
236	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
237	0.00088	1	0	0	1	0.27	0.47	0.47	0.29	0.2
238	0.018	0.98	0	0	1	0.27	0.47	0.47	0.29	0.2
239	0.011	0.99	0	0	1	0.27	0.47	0.47	0.29	0.2
240	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
241	0.01	0.99	0	0	1	0.27	0.47	0.47	0.29	0.2
242	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
243	1	0.00013	0	0	0	0.2	0.26	0.25	0.13	0.12
244	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
245	0.017	0.98	0	0	1	0.27	0.47	0.47	0.29	0.2
246	0.69	0.00036	0	0.31	0	0.2	0.26	0.25	0.13	0.12
247	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
248	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
249	0.97	0	0.03	0	0	0.2	0.26	0.25	0.13	0.12
250	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
251	1	0.0004	0	0	0	0.2	0.26	0.25	0.13	0.12
252	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
253	0.28	0	0	0.72	3	0	0.26	0.25	0.13	0.12
254	0.32	0	0	0.68	3	0	0.26	0.25	0.13	0.12
255	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
256	0.28	0.0013	0	0.72	3	0	0.26	0.25	0.13	0.12
257	1	0	4.5e-05	0	0	0.2	0.26	0.25	0.13	0.12
258	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
259	0.32	0	0	0.68	3	0	0.26	0.25	0.13	0.12
260	0.32	0	0	0.68	3	0	0.26	0.25	0.13	0.12
261	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
262	0.31	0.015	0	0.67	3	0	0.26	0.25	0.13	0.12
263	0.99	0.0055	0	0	0	0.2	0.26	0.25	0.13	0.12
264	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
265	0.031	0.91	0	0.055	1	0.27	0.47	0.47	0.29	0.2
266	1	3.1e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
267	0	0	0	1	3	0	0.26	0.25	0.13	0.12
268	0	0	0	1	3	0	0.26	0.25	0.13	0.12
269	0	0	0.0009	1	3	0	0.26	0.25	0.13	0.12
270	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
271	0.00013	0	1	0.00023	2	0.2	0.029	0.028	0.014	0.013
272	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
273	8.7e-05	1	0	0	1	0.27	0.47	0.47	0.29	0.2
274	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
275	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
276	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
277	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
278	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
279	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
280	0.28	8e-06	0	0.72	3	0	0.26	0.25	0.13	0.12
281	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
282	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
283	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
284	1	0.00035	0	0	0	0.2	0.26	0.25	0.13	0.12
285	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
286	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
287	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
288	1	7.8e-06	0	0	0	0.2	0.26	0.25	0.13	0.12
289	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
290	0.41	0	0	0.59	3	0	0.26	0.25	0.13	0.12
291	0.67	0.00012	0	0.33	0	0.2	0.26	0.25	0.13	0.12
292	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
293	0.66	0	0	0.34	0	0.2	0.26	0.25	0.13	0.12
294	0.4	0.6	0	0	1	0.27	0.47	0.47	0.29	0.2
295	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
296	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
297	1	0.00028	0	0	0	0.2	0.26	0.25	0.13	0.12
298	0	0	0	1	3	0	0.26	0.25	0.13	0.12
299	0	0	0.0021	1	3	0	0.26	0.25	0.13	0.12
300	1	0.00028	0	0	0	0.2	0.26	0.25	0.13	0.12
301	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
302	1	0.00025	0	0	0	0.2	0.26	0.25	0.13	0.12
303	0	0	0	1	3	0	0.26	0.25	0.13	0.12
304	0	0	0	1	3	0	0.26	0.25	0.13	0.12
305	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
306	1	1.6e-06	0	0	0	0.2	0.26	0.25	0.13	0.12
307	1	0.00031	0	0	0	0.2	0.26	0.25	0.13	0.12
308	0	0	0	1	3	0	0.26	0.25	0.13	0.12
309	0	0	0	1	3	0	0.26	0.25	0.13	0.12
310	0	0	0	1	3	0	0.26	0.25	0.13	0.12
311	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
312	0.41	0	0	0.59	3	0	0.26	0.25	0.13	0.12
313	0.41	0	0	0.59	3	0	0.26	0.25	0.13	0.12
314	0.66	0	0	0.34	0	0.2	0.26	0.25	0.13	0.12
315	0.75	0.25	0	0	0	0.2	0.26	0.25	0.13	0.12
316	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
317	1	1.4e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
318	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
319	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
320	0.073	0.0014	0.77	0.15	2	0.2	0.029	0.028	0.014	0.013
321	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
322	0.46	3.2e-05	0	0.54	3	0	0.26	0.25	0.13	0.12
323	0.0037	1	0	0	1	0.27	0.47	0.47	0.29	0.2
324	0	0	0	1	3	0	0.26	0.25	0.13	0.12
325	0	0	0.99	0.0051	2	0.2	0.029	0.028	0.014	0.013
326	8.7e-06	0	0	1	3	0	0.26	0.25	0.13	0.12
327	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
328	8.4e-06	1	0	0	1	0.27	0.47	0.47	0.29	0.2
329	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
330	0.68	0.03	0	0.29	0	0.2	0.26	0.25	0.13	0.12
331	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
332	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
333	0	0	0	1	3	0	0.26	0.25	0.13	0.12
334	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
335	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
336	0	0	0	1	3	0	0.26	0.25	0.13	0.12
337	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
338	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
339	1	0.00015	0	0	0	0.2	0.26	0.25	0.13	0.12
340	0	0	0.9	0.1	2	0.2	0.029	0.028	0.014	0.013
341	1	1.2e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
342	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
343	0.48	0	0	0.52	3	0	0.26	0.25	0.13	0.12
344	1	0.0035	0	0	0	0.2	0.26	0.25	0.13	0.12
345	0.034	0.97	0	0	1	0.27	0.47	0.47	0.29	0.2
346	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
347	1	0.00015	0	0	0	0.2	0.26	0.25	0.13	0.12
348	0.0012	4.2e-05	0	1	3	0	0.26	0.25	0.13	0.12
349	0	0	0	1	3	0	0.26	0.25	0.13	0.12
350	0	0	0	1	3	0	0.26	0.25	0.13	0.12
351	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
352	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
353	0	0	0	1	3	0	0.26	0.25	0.13	0.12
354	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
355	0	0	0	1	3	0	0.26	0.25	0.13	0.12
356	0	0	0	1	3	0	0.26	0.25	0.13	0.12
357	0	0	0	1	3	0	0.26	0.25	0.13	0.12
358	0	0	0	1	3	0	0.26	0.25	0.13	0.12
359	1	0.00027	0	0	0	0.2	0.26	0.25	0.13	0.12
360	0	0	3.9e-06	1	3	0	0.26	0.25	0.13	0.12
361	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
362	0.31	0.69	0	0	1	0.27	0.47	0.47	0.29	0.2
363	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
364	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
365	3e-06	0	0	1	3	0	0.26	0.25	0.13	0.12
366	1	0.002	0	0	0	0.2	0.26	0.25	0.13	0.12
367	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
368	0	0	1	0.00032	2	0.2	0.029	0.028	0.014	0.013
369	0	0	0	1	3	0	0.26	0.25	0.13	0.12
370	0	0	0	1	3	0	0.26	0.25	0.13	0.12
371	0	0	0	1	3	0	0.26	0.25	0.13	0.12
372	0	0	0	1	3	0	0.26	0.25	0.13	0.12
373	0.99	0.012	0	0	0	0.2	0.26	0.25	0.13	0.12
374	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
375	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
376	0.97	0.035	0	0	0	0.2	0.26	0.25	0.13	0.12
377	0.7	0	0	0.3	0	0.2	0.26	0.25	0.13	0.12
378	0.37	0	0	0.63	3	0	0.26	0.25	0.13	0.12
379	1	4.5e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
380	1	8.1e-06	0	0	0	0.2	0.26	0.25	0.13	0.12
381	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
382	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
383	0.37	0.00032	0	0.63	3	0	0.26	0.25	0.13	0.12
384	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
385	0.96	0.038	0	0	0	0.2	0.26	0.25	0.13	0.12
386	0	1	0	0	1	0.27	0.47	0.47	0.29	0.2
387	0.46	0	0	0.54	3	0	0.26	0.25	0.13	0.12
388	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
389	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
390	0	0	0	1	3	0	0.26	0.25	0.13	0.12
391	0	0.0093	0	0.99	3	0	0.26	0.25	0.13	0.12
392	0	0.0061	0	0.99	3	0	0.26	0.25	0.13	0.12
393	0	0	0	1	3	0	0.26	0.25	0.13	0.12
394	1	1.3e-05	0	0	0	0.2	0.26	0.25	0.13	0.12
395	0	0	0	1	3	0	0.26	0.25	0.13	0.12
396	1	0.0047	0	0	0	0.2	0.26	0.25	0.13	0.12
397	1	0.0033	0	0	0	0.2	0.26	0.25	0.13	0.12
398	0	0	0	1	3	0	0.26	0.25	0.13	0.12
399	1	0.0019	0	0	0	0.2	0.26	0.25	0.13	0.12
400	0	0	0	1	3	0	0.26	0.25	0.13	0.12
401	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
402	0	0	0	1	3	0	0.26	0.25	0.13	0.12
403	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
404	0.99	0	0.0093	0	0	0.2	0.26	0.25	0.13	0.12
405	0	0	0	1	3	0	0.26	0.25	0.13	0.12
406	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
407	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
408	1	0	0	0	0	0.2	0.26	0.25	0.13	0.12
409	1.2e-05	0	0	1	3	0	0.26	0.25	0.13	0.12
410	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
411	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
412	0.98	0.016	0	0	0	0.2	0.26	0.25	0.13	0.12
413	0	0.0008	0	1	3	0	0.26	0.25	0.13	0.12
414	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
415	0	0	0	1	3	0	0.26	0.25	0.13	0.12
416	0	0	1	0	2	0.2	0.029	0.028	0.014	0.013
