SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
44	0	0.95	0	0	0	0.052	1	0.27	0	0	0	0
45	0	1	0	0	0	0.0022	1	0.27	0	0	0	0
46	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
47	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
48	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
49	0	0	0.3	0	0.7	0	4	0.27	0.53	0.53	0.29	0.29
50	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
51	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
52	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
53	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
54	0	0	0.38	0	0.62	0	4	0.27	0.53	0.53	0.29	0.29
55	0	0	1	7.3e-05	0	0	2	0.2	0.26	0.25	0.13	0.12
56	0	0	1	0	6.7e-06	0	2	0.2	0.26	0.25	0.13	0.12
57	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
58	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
59	0	1	0	0	0	0	1	0.27	0	0	0	0
60	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
61	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
62	0	0.99	0	0	0	0.011	1	0.27	0	0	0	0
63	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
64	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
65	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
66	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
67	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
68	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
69	0	0	0.92	0	0.076	0	2	0.2	0.26	0.25	0.13	0.12
70	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
71	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
72	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
73	1	0	2.1e-06	0	0	0	0	0	0.42	0.42	0.21	0.2
74	1	0	0.00013	0	1.3e-06	0	0	0	0.42	0.42	0.21	0.2
75	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
76	0	0	1	0	0.0038	0	2	0.2	0.26	0.25	0.13	0.12
77	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
78	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
79	0	0.96	0	0	0	0.037	1	0.27	0	0	0	0
80	1	0	7.1e-06	0	0	0	0	0	0.42	0.42	0.21	0.2
81	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
82	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
83	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
84	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
85	0	0	0.00042	0	0	1	5	0.2	0.029	0.028	0.014	0.013
86	0	0.97	0	0	0	0.033	1	0.27	0	0	0	0
87	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
88	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
89	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
90	1	0	2.4e-06	0	0	0	0	0	0.42	0.42	0.21	0.2
91	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
92	0	0	0.93	0	0.065	0	2	0.2	0.26	0.25	0.13	0.12
93	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
94	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
95	0	0	0.99	0	0.0074	0	2	0.2	0.26	0.25	0.13	0.12
96	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
97	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
98	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
99	0	0	1	0	0.0032	0	2	0.2	0.26	0.25	0.13	0.12
100	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
101	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
102	0	0	1	0	4e-05	0	2	0.2	0.26	0.25	0.13	0.12
103	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
104	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
105	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
106	0	0	0.98	0	0.02	0	2	0.2	0.26	0.25	0.13	0.12
107	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
108	8.8e-05	0	1	0	0.00066	0	2	0.2	0.26	0.25	0.13	0.12
109	0.0016	0	0.00022	1	0	0	3	0	0.058	0.083	0.058	0.053
110	0	0.0028	1	0	0	1.2e-06	2	0.2	0.26	0.25	0.13	0.12
111	0	0	0.88	0	0.12	0	2	0.2	0.26	0.25	0.13	0.12
112	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
113	0	0.00011	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
114	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
115	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
116	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
117	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
118	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
119	0	0	1	0	0.00034	0	2	0.2	0.26	0.25	0.13	0.12
120	0	0	0.99	0	0.013	0	2	0.2	0.26	0.25	0.13	0.12
121	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
122	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
123	0	0.027	0.97	0	0	0.0004	2	0.2	0.26	0.25	0.13	0.12
124	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
125	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
126	0	1	1.6e-05	0	0	0	1	0.27	0	0	0	0
127	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
128	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
129	0	1	2.8e-06	0	0	0	1	0.27	0	0	0	0
130	0.43	0	0.57	0	0	0	2	0.2	0.26	0.25	0.13	0.12
131	0.25	0	0.75	0	0	0	2	0.2	0.26	0.25	0.13	0.12
132	0	0	0.0094	0.99	0	0	3	0	0.058	0.083	0.058	0.053
133	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
134	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
135	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
136	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
137	0.00077	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
138	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
139	0.0052	0	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
140	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
141	0	1	0	0	0	0	1	0.27	0	0	0	0
142	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
143	0	0.02	0.98	0	0	0	2	0.2	0.26	0.25	0.13	0.12
144	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
145	0	1	0	0	0	0	1	0.27	0	0	0	0
146	0.03	0	0.97	0	0.00036	0	2	0.2	0.26	0.25	0.13	0.12
147	0.7	0	0.3	0	0	0	0	0	0.42	0.42	0.21	0.2
148	0	1	0	0	0	0.0013	1	0.27	0	0	0	0
149	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
150	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
151	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
152	0	0	1	0	0.0003	0	2	0.2	0.26	0.25	0.13	0.12
153	0	0.056	0.94	0	0	0	2	0.2	0.26	0.25	0.13	0.12
154	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
155	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
156	0	0	1	0	3.8e-05	0	2	0.2	0.26	0.25	0.13	0.12
157	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
158	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
159	2.2e-06	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
160	0.33	0	0.67	0	0	0	2	0.2	0.26	0.25	0.13	0.12
161	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
162	0	0.00099	1	0	0	1.9e-06	2	0.2	0.26	0.25	0.13	0.12
163	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
164	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
165	0	0.00064	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
166	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
167	0	0	1	0	0.0022	0	2	0.2	0.26	0.25	0.13	0.12
168	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
169	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
170	0.007	0	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
171	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
172	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
173	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
174	0	0.97	0	0	0	0.026	1	0.27	0	0	0	0
175	0	0	0.11	0	0.89	0	4	0.27	0.53	0.53	0.29	0.29
176	1	0	0	0.00071	0	0	0	0	0.42	0.42	0.21	0.2
177	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
178	0	1	0	0	0	0	1	0.27	0	0	0	0
179	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
180	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
181	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
182	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
183	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
184	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
185	0	0	0.98	0	0.017	0	2	0.2	0.26	0.25	0.13	0.12
186	0	1	0	0	0	0.0032	1	0.27	0	0	0	0
187	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
188	0	0.87	0	0	0	0.13	1	0.27	0	0	0	0
189	0	0	0.99	0	0.012	0	2	0.2	0.26	0.25	0.13	0.12
190	0	0	0.99	0	0.013	0	2	0.2	0.26	0.25	0.13	0.12
191	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
192	0	0.00016	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
193	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
194	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
195	0	0	1	0	4.6e-05	0	2	0.2	0.26	0.25	0.13	0.12
196	0	0.0054	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
197	0	0.009	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
198	0.015	0	0.98	0	0.0075	0	2	0.2	0.26	0.25	0.13	0.12
199	7e-05	0	0	1	0	4e-05	3	0	0.058	0.083	0.058	0.053
200	0.00017	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
201	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
202	0	0	1	0	5.5e-05	0	2	0.2	0.26	0.25	0.13	0.12
203	0.00022	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
204	6.6e-06	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
205	0	1	0	0	0	0	1	0.27	0	0	0	0
206	0.00016	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
207	0	0	0.88	0	0.12	0	2	0.2	0.26	0.25	0.13	0.12
208	0.99	0	0.01	0	0	0	0	0	0.42	0.42	0.21	0.2
209	0	0	0	0.99	0	0.015	3	0	0.058	0.083	0.058	0.053
210	0	1	0	0	0	0	1	0.27	0	0	0	0
211	0	0	1	0	0.0025	0	2	0.2	0.26	0.25	0.13	0.12
212	0	0	0.96	0	0.043	0	2	0.2	0.26	0.25	0.13	0.12
213	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
214	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
215	0	0	0.96	0	0.042	0	2	0.2	0.26	0.25	0.13	0.12
216	0	1	0	0	0	0.00093	1	0.27	0	0	0	0
217	0	0	0.99	0	0.014	0	2	0.2	0.26	0.25	0.13	0.12
218	0	0.0039	1	0	0	0.00018	2	0.2	0.26	0.25	0.13	0.12
219	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
220	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
221	0.0094	0	0.99	0	0.00031	0	2	0.2	0.26	0.25	0.13	0.12
222	0	0	0.96	0	0.039	0	2	0.2	0.26	0.25	0.13	0.12
223	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
224	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
225	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
226	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
227	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
228	0.044	0	0.96	0	0	0	2	0.2	0.26	0.25	0.13	0.12
229	0.44	0	0.56	0	0	0	2	0.2	0.26	0.25	0.13	0.12
230	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
231	0	0	1	0	0.00017	0	2	0.2	0.26	0.25	0.13	0.12
232	0	0	1	0	0.00032	0	2	0.2	0.26	0.25	0.13	0.12
233	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
234	0.094	0	0.91	0	6.6e-06	0	2	0.2	0.26	0.25	0.13	0.12
235	6e-05	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
236	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
237	0	0	0.23	0	0.77	0	4	0.27	0.53	0.53	0.29	0.29
238	0	0	0.0059	0	0.99	0	4	0.27	0.53	0.53	0.29	0.29
239	0	0	0.29	0	0.71	0	4	0.27	0.53	0.53	0.29	0.29
240	0	0	1	0	0.0019	0	2	0.2	0.26	0.25	0.13	0.12
241	0	0	5.1e-05	0	1	0	4	0.27	0.53	0.53	0.29	0.29
242	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
243	0	0	0.99	0	0.0054	0	2	0.2	0.26	0.25	0.13	0.12
244	0	0.0074	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
245	0	0	0.43	0	0.57	0	4	0.27	0.53	0.53	0.29	0.29
246	0.96	0	0.042	0	0	0	0	0	0.42	0.42	0.21	0.2
247	0.021	0	0.98	0	1.1e-05	0	2	0.2	0.26	0.25	0.13	0.12
248	0	0	0	1	0	0.00036	3	0	0.058	0.083	0.058	0.053
249	0	0.13	0.86	0	0	0.0078	2	0.2	0.26	0.25	0.13	0.12
250	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
251	0	0	1	0	0.0014	0	2	0.2	0.26	0.25	0.13	0.12
252	0	1	0	0	0	0	1	0.27	0	0	0	0
253	0.3	0	0.7	0	2e-06	0	2	0.2	0.26	0.25	0.13	0.12
254	0.95	0	0.054	0	0	0	0	0	0.42	0.42	0.21	0.2
255	0	1	0.0014	0	0	0	1	0.27	0	0	0	0
256	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
257	0	0.081	0.92	0	0	1.2e-05	2	0.2	0.26	0.25	0.13	0.12
258	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
259	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
260	0.012	0	0.99	0	0	0	2	0.2	0.26	0.25	0.13	0.12
261	0	0.003	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
262	0.55	0	0.33	0	0.12	0	0	0	0.42	0.42	0.21	0.2
263	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
264	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
265	1	0	2.8e-06	0	2.2e-05	0	0	0	0.42	0.42	0.21	0.2
266	0	0	1	0	0.005	0	2	0.2	0.26	0.25	0.13	0.12
267	1	0	2e-05	0	0	0	0	0	0.42	0.42	0.21	0.2
268	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
269	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
270	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
271	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
272	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
273	0	0	1	0	0	0.0013	2	0.2	0.26	0.25	0.13	0.12
274	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
275	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
276	0.00023	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
277	0.97	0	0.033	0	0	0	0	0	0.42	0.42	0.21	0.2
278	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
279	5.6e-06	0	0	1	0	0.0002	3	0	0.058	0.083	0.058	0.053
280	0.13	0	0.87	0	5.1e-05	0	2	0.2	0.26	0.25	0.13	0.12
281	0	0.00014	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
282	0	1	4.8e-05	0	0	0	1	0.27	0	0	0	0
283	0.77	0	0.23	0	0	0	0	0	0.42	0.42	0.21	0.2
284	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
285	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
286	0.4	0	0.6	0	0	0	2	0.2	0.26	0.25	0.13	0.12
287	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
288	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
289	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
290	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
291	0.2	0	0.8	0	0.00028	0	2	0.2	0.26	0.25	0.13	0.12
292	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
293	0.0012	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
294	0	0	0.96	0	0.044	0	2	0.2	0.26	0.25	0.13	0.12
295	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
296	0	1	0	0	0	0	1	0.27	0	0	0	0
297	0	0	1	0	6.4e-05	0	2	0.2	0.26	0.25	0.13	0.12
298	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
299	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
300	0	0	1	0	3.7e-05	0	2	0.2	0.26	0.25	0.13	0.12
301	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
302	0	0	1	0	1.7e-05	0	2	0.2	0.26	0.25	0.13	0.12
303	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
304	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
305	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
306	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
307	0	0	1	0	2e-05	0	2	0.2	0.26	0.25	0.13	0.12
308	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
309	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
310	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
311	0	0	0	0	0	1	5	0.2	0.029	0.028	0.014	0.013
312	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
313	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
314	0.00012	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
315	0	0	0.75	0	0.25	0	2	0.2	0.26	0.25	0.13	0.12
316	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
317	0	0	1	0	0.00017	0	2	0.2	0.26	0.25	0.13	0.12
318	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
319	0.0048	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
320	6.9e-05	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
321	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
322	0.15	0	0.85	0	0.00067	0	2	0.2	0.26	0.25	0.13	0.12
323	0	0	0.00014	0	1	0	4	0.27	0.53	0.53	0.29	0.29
324	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
325	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
326	0.69	0	0.3	0.012	0	0	0	0	0.42	0.42	0.21	0.2
327	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
328	0	0	0.0046	0	1	0	4	0.27	0.53	0.53	0.29	0.29
329	0.00023	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
330	0.14	0	0.86	0	0.0072	0	2	0.2	0.26	0.25	0.13	0.12
331	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
332	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
333	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
334	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
335	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
336	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
337	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
338	0	0.78	0	0	0	0.22	1	0.27	0	0	0	0
339	0	0	1	0	0.00079	0	2	0.2	0.26	0.25	0.13	0.12
340	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
341	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
342	0	1	0	0	0	0	1	0.27	0	0	0	0
343	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
344	0	0	1	0	0.00037	0	2	0.2	0.26	0.25	0.13	0.12
345	0	0	2.8e-05	0	1	0	4	0.27	0.53	0.53	0.29	0.29
346	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
347	0	0	1	0	4.8e-06	0	2	0.2	0.26	0.25	0.13	0.12
348	1	0	0.0011	0	2.8e-05	0	0	0	0.42	0.42	0.21	0.2
349	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
350	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
351	0	1	0	0	0	9.5e-06	1	0.27	0	0	0	0
352	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
353	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
354	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
355	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
356	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
357	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
358	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
359	0	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
360	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
361	0	1	0	0	0	6.9e-06	1	0.27	0	0	0	0
362	0	0	0.41	0	0.59	0	4	0.27	0.53	0.53	0.29	0.29
363	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
364	0	0	0	0	1	0	4	0.27	0.53	0.53	0.29	0.29
365	1	0	0	0	0	0	0	0	0.42	0.42	0.21	0.2
366	0	0	1	0	5.6e-05	0	2	0.2	0.26	0.25	0.13	0.12
367	0	0.96	0	0	0	0.036	1	0.27	0	0	0	0
368	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
369	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
370	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
371	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
372	0	0	0	1	0	0	3	0	0.058	0.083	0.058	0.053
373	0	0	0.99	0	0.007	0	2	0.2	0.26	0.25	0.13	0.12
374	0	0	0	1	0	6.4e-06	3	0	0.058	0.083	0.058	0.053
375	0.0021	0	1	0	0	0	2	0.2	0.26	0.25	0.13	0.12
376	0	0	0.99	0	0.0076	0	2	0.2	0.26	0.25	0.13	0.12
377	0.66	0	0.34	0	0	0	0	0	0.42	0.42	0.21	0.2
