SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
33	0.42	0.036	0	0	0	0	0	0	0.35	1.3e-05	0.2	0	0	0	0	0	0.001	0	0	0	0	0	0.31	0.42	0.21	0.2
34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
36	0	0	0.01	0.041	0	0	0.062	0	0	0.092	0	0.78	0	0	0	0	0.011	0	0	0	11	0.2	0.47	0.53	0.29	0.29
37	0	0	0	0	0	0	0.13	0	0	0.089	0	0.64	0	0	0	0	0.15	0	0	0	11	0.2	0.47	0.53	0.29	0.29
38	0	0	0.00017	0	0	0	3.1e-06	0	0	3e-05	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
40	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
41	0	0	0	0	0.032	0.94	0	3.9e-06	0	0	0	0	0.032	0	0	0	0	0	0	0	5	0.2	0	0	0	0
42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.089	0.31	0.31	0.21	0.12
43	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
44	0	0	0	0	0.096	0.8	0	0.012	0	0	0	0	0.096	0	0	0	0	0	0	0	5	0.2	0	0	0	0
45	0	0	0	0	0.5	4.9e-06	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
46	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0.94	0	0	0	16	0.089	0.47	0.47	0.21	0.2
47	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.089	0.31	0.31	0.21	0.12
48	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
49	0	0	0.00016	0.99	0	0	0.0051	0	0	0	0	0.0023	0	1.3e-05	0	0	0	0.00024	0	0	3	0.27	0.26	0.25	0.13	0.12
50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.089	0.31	0.31	0.21	0.12
51	0	0	1	0	0	0	0	0	0	0.00032	0	0	0	0.00036	0	0	1.2e-05	0	0	0	2	0.2	0.47	0.42	0.21	0.2
52	0	0	0	0	0	0	0	0	0	0	0.82	0	0	0	0	0	0	0	0.18	0	10	0	0.26	0.31	0.13	0.12
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
54	0	0	0	0.42	0	0	0.033	0	0	0	0	0.029	0	0	0	0.52	0	6.8e-05	0	0	15	0.27	0.63	0.58	0.21	0.37
55	0	0	0	0.011	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0.0047	0	10	0	0.26	0.31	0.13	0.12
56	0	0	0.78	0.077	0	0	0.094	0	0	0	0	0.048	0	1.1e-05	0	0	0.00021	0	0	0	2	0.2	0.47	0.42	0.21	0.2
57	0.054	0.11	0	0	0	0	0	0	0.63	0	0.2	0	0	0	0	0	1.1e-05	0	0	0	8	0	0.47	0.47	0.29	0.2
58	0.0012	0.0084	0	0	0	0	0	0	0.85	0	0.14	0	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
59	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.2	0	0	0	0
60	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
61	0	0	0	1	0	0	0	0	0	0	0	0	0	2.2e-05	0	0	0.00012	0	0	0	3	0.27	0.26	0.25	0.13	0.12
62	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
63	0	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
64	0	0.67	0	0	0	0	0	0	0.33	0	0.0017	0	0	0	0	0	0	0	0	0	1	0	0.53	0.42	0.29	0.29
65	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
66	0	0	0.057	0	0	0	1.4e-05	0	0	0	0	1e-05	0	0	0	0	0.94	0	0	0	16	0.089	0.47	0.47	0.21	0.2
67	0	0	0	0	0	0	0	0	0	1.1e-05	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
68	3.2e-05	0.54	0	0	0	0	0	0	0.43	0	0.036	0	0	0	0	0	0	0	0	0	1	0	0.53	0.42	0.29	0.29
69	0	0	0.098	0.18	0	0	0.47	0	0	0.018	0	0.22	0	0.0029	0	0.00022	0.016	0.00049	0	0	6	0.2	0.53	0.47	0.29	0.29
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
71	0	0	0.12	0.003	0	0	0.2	0	0	0	0	0.67	0	0	0	0	0.0017	0	0	0	11	0.2	0.47	0.53	0.29	0.29
72	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
73	0.0043	0.36	0	0	0	0	0	0	0.52	0.00012	0.12	0	0	0	0	0	0.00021	0	0	0	8	0	0.47	0.47	0.29	0.2
74	0.048	0.5	0	0	0	0	1.3e-05	0	0.26	0.0016	0.19	4.8e-06	0	0	0	0	0.00024	0	0	0	1	0	0.53	0.42	0.29	0.29
75	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0.71	0	0	0	16	0.089	0.47	0.47	0.21	0.2
76	0	0	0.12	0.024	0	0	0.26	0	0	0.11	0	0.11	0	0.00016	0	9.6e-06	0.38	0	0	0	16	0.089	0.47	0.47	0.21	0.2
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
78	0	0	0.44	0	0	0	8.5e-05	0	0	0	0	0	0	0	0	0	0.56	0	0	0	16	0.089	0.47	0.47	0.21	0.2
79	0	0	0	0	0.48	0.031	0	7.3e-06	0	0	0	0	0.48	0	0	0	0	0	0	0	4	0.089	0	0	0	0
80	0.025	0.094	0	0	0	0	0	0	0.31	0.00023	0.57	0	0	0	0	0	0.00016	0	0	0	10	0	0.26	0.31	0.13	0.12
81	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
82	0.00017	0.001	0	0	0	0	0	0	0.039	0	0.96	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
84	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
85	0	0	0	0	0	0	0	1	0	4.6e-06	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
86	0	0	0	0	0.033	0.89	0	0.042	0	0	0	0	0.033	0	0	0	0	0	0	0	5	0.2	0	0	0	0
87	0.74	0.0011	0	0	0	0	0	0	0.24	0	0.01	0	0	0	0	0	1.3e-06	0	0	0	0	0	0.31	0.42	0.21	0.2
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
90	0.068	3e-05	0	0	0	0	0	0	0.026	4.9e-05	0.91	0	0	0	0	0	0.00051	0	0	0	10	0	0.26	0.31	0.13	0.12
91	0.0015	0.024	0	0	0	0	0	0	0.44	0	0.54	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
92	0	0	0.025	0.12	0	0	0.06	0	0	2.6e-05	0	0.02	0	0.00051	0	0.77	0.00012	3.8e-05	0	0	15	0.27	0.63	0.58	0.21	0.37
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
95	0	0	0.015	0.058	0	0	0.72	0	0	0	0	0.21	0	7.5e-06	0	0	0	0	0	0	6	0.2	0.53	0.47	0.29	0.29
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
98	0.003	0.0076	0	0	0	0	0	0	0.33	0	0.66	0	0	0	0	0	7.6e-06	0	0	0	10	0	0.26	0.31	0.13	0.12
99	0	0	0.0058	0.96	0	0	0.012	0	0	0	0	0.023	0	4.5e-05	0	0	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
100	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
101	0.0013	0.1	0	0	0	0	0	0	0.56	0	0.33	0	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
102	0	0	0.99	0.0073	0	0	0.0065	0	0	0	0	0.00016	0	5.9e-06	0	0	5.1e-05	0	0	0	2	0.2	0.47	0.42	0.21	0.2
103	9.3e-05	0.0001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
104	0	0.11	0.00015	0	0	0	0.00044	0	0.89	0	0	0.0003	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
105	0	0	0	0	0	0	0	0	0	4.8e-06	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
106	0	0	0.0054	0.77	0	0	0.2	0	0	0	0	0.025	0	3.9e-05	0	2e-06	0	1.2e-06	0	0	3	0.27	0.26	0.25	0.13	0.12
107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
108	0	0.016	0.038	0.003	0	0	0.042	0	0.78	0	0	0.12	0	0.00036	0	3.4e-06	2.4e-05	0	0	0	8	0	0.47	0.47	0.29	0.2
109	4.4e-06	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.00013	0	10	0	0.26	0.31	0.13	0.12
110	0	0	0	0	0.062	0.88	0	3.3e-06	0	0	0	0	0.062	0	0	0	0	0	0	0	5	0.2	0	0	0	0
111	0	0	0.0011	0.87	0	0	0.0022	0	0	0	0	0.0054	0	0.0035	0	6.1e-05	0	0.12	0	0	3	0.27	0.26	0.25	0.13	0.12
112	0.12	0.041	0	0	0	0	0	0	0.83	0	0.0026	0	0	0	0	0	0.00018	0	0	0	8	0	0.47	0.47	0.29	0.2
113	0	0	0	0	0.5	0.0016	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
114	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
116	0.0011	0.0018	0	0	0	0	0	0	0.044	1.1e-06	0.95	0	0	0	0	0	5.6e-06	0	0	0	10	0	0.26	0.31	0.13	0.12
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
118	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0.78	0	0	0.0019	0	0	0	13	0.27	0.37	0.47	0.21	0.2
119	0	0	0.0023	0.0033	0	0	0.0082	0	0	0.94	0	0.0016	0	0	0	0	0.046	0	0	0	9	0.089	0.31	0.31	0.21	0.12
120	0	0	0	5e-05	0	0	1	0	0	0	0	6.1e-05	0	0	0	0	0	0	0	0	6	0.2	0.53	0.47	0.29	0.29
121	0.00011	0.019	0	0	0	0	0	0	0.064	0	0.92	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
122	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
123	0	0	0	0.028	0.074	0.74	0	0.00046	0	0	0	0	0.074	0	0	0	0	0.078	0	0	5	0.2	0	0	0	0
124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
125	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0	0	0	0.31	0.42	0.21	0.2
126	0	0	0	0.45	0.28	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
127	0	0	0	1	0	0	0	0	0	8.5e-06	0	0	0	0	0	1.3e-05	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2e-05	0	0	0	3	0.27	0.26	0.25	0.13	0.12
129	0	0	0	0.68	0.16	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
130	0.0009	0.0003	0.43	5.8e-06	0	0	1e-05	0	0.0029	0	0.57	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
131	0	0.0034	0.97	0	0	0	0.00087	0	0.025	0	0.0011	8.8e-06	0	0	0	0	0	0	0	0	2	0.2	0.47	0.42	0.21	0.2
132	0	0	0	2.3e-05	0	0	0	0	0	0	8.2e-05	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
133	0	0	0	2.7e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
134	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
135	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0.0065	0	0	0.002	0	0	0	3	0.27	0.26	0.25	0.13	0.12
136	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	18	0	0.058	0.083	0.058	0.053
137	9.1e-05	0.1	0.017	3.1e-05	0	0	0.16	0	0.16	0	0.54	0.011	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
138	0	0	0	1	0	0	0	0	0	3.3e-05	0	0	0	0.00026	0	0	9.1e-05	0	0	0	3	0.27	0.26	0.25	0.13	0.12
139	0	0.82	0.0029	0	0	0	0.16	0	0.014	0	0.00024	0.0025	0	0	0	0	0	0	0	0	1	0	0.53	0.42	0.29	0.29
140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
141	0	0	0	0	0.12	0.75	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	5	0.2	0	0	0	0
142	0	0	0.25	4.9e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.00026	0	0	16	0.089	0.47	0.47	0.21	0.2
143	0	0	0	0.017	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0.093	0	0	5	0.2	0	0	0	0
144	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
145	0	0	0	0	0.058	0.88	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	5	0.2	0	0	0	0
146	0.016	0.025	0.014	0.0028	0	0	0.066	0	0.26	5.9e-05	0.53	0.084	0	1.6e-05	0	1.5e-06	5.1e-05	0	0	0	10	0	0.26	0.31	0.13	0.12
147	0.0033	0.00043	0.38	4.1e-06	0	0	0.00058	0	0.57	0	0.045	0.00039	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
148	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
150	0	0	0	0	0	0	0	0	0	2.4e-05	0	0	0	0	0	0	1	0	0	0	16	0.089	0.47	0.47	0.21	0.2
151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
152	0	0	1.3e-06	0	0	0	4.7e-05	0	0	0.91	0	1.9e-05	0	0	0	0	0.086	0	0	0	9	0.089	0.31	0.31	0.21	0.12
153	0	0	0	0.047	0	0.86	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	5	0.2	0	0	0	0
154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
156	0	0	0.03	0.95	0	0	0.015	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
158	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
159	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0.31	0.42	0.21	0.2
160	0	0	0.24	0	0	0	1.3e-05	0	0.75	0	0.0063	8.6e-06	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
161	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
162	0	0	0	0.0025	0.33	0.34	0	3.9e-06	0	0	0	0	0.33	0	0	0	0	0	0	0	5	0.2	0	0	0	0
163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
164	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
165	0	0	0	0.0047	2e-06	1	0	0	0	0	0	0	2e-06	0	0	0	0	0	0	0	5	0.2	0	0	0	0
166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
167	0	0	0.72	0.17	0	0	0.017	0	0	0	0	0.017	0	0.0065	0	0	0	0.074	0	0	2	0.2	0.47	0.42	0.21	0.2
168	0	0	0	0.99	0	0	0	0	0	0.0041	0	0	0	0.0011	0	3.6e-05	0.0011	0	0	0	3	0.27	0.26	0.25	0.13	0.12
169	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
170	0.012	0	0.00025	9.7e-05	0	0	0	0	0	9.7e-06	0.99	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
171	0	0	0	1.5e-05	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
172	0	0	0	5e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
173	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
174	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	4	0.089	0	0	0	0
175	0	0	0.0052	0.75	0	0	0.0031	0	0	0	0	0.0018	0	0.017	0	4.6e-05	0	0.23	0	0	3	0.27	0.26	0.25	0.13	0.12
176	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
177	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0.99	0	18	0	0.058	0.083	0.058	0.053
178	0	0	0	0	2.5e-05	1	0	0	0	0	0	0	2.5e-05	0	0	0	0	0	0	0	5	0.2	0	0	0	0
179	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
180	0	0	0	0.0002	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.089	0.31	0.31	0.21	0.12
181	0.0021	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0.26	0.31	0.13	0.12
182	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0.089	0.31	0.31	0.21	0.12
183	0.17	0.00079	0	0	0	0	0	0	0.78	0	0.046	0	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
184	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
185	0	0	0.00015	1	0	0	0.00067	0	0	0	0	0.0011	0	0.0024	0	2.5e-05	0	5.6e-06	0	0	3	0.27	0.26	0.25	0.13	0.12
186	0	0	0	0.0011	0.018	0.84	0	0.00014	0	0	0	0	0.018	0	0	0	0	0.12	0	0	5	0.2	0	0	0	0
187	0	0.023	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	8	0	0.47	0.47	0.29	0.2
188	0	0	0	0.86	0.07	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	3	0.27	0.26	0.25	0.13	0.12
189	0	0	0.19	0.51	0	0	0.092	0	0	0.079	0	0.12	0	0.015	0	6.2e-05	0.0027	4.2e-05	0	0	3	0.27	0.26	0.25	0.13	0.12
190	0	0	0.2	0.64	0	0	0.045	0	0	0.012	0	0.07	0	0.026	0	8.4e-05	0.00056	5.9e-05	0	0	3	0.27	0.26	0.25	0.13	0.12
191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0.058	0.083	0.058	0.053
192	0	0	0	0.00076	0.00014	1	0	0	0	0	0	0	0.00014	0	0	0	0	0	0	0	5	0.2	0	0	0	0
193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0.2	0.029	0.028	0.014	0.013
